gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Muscle-Lung)	pct_gene_expr	max_pct_tx_expr
MBNL2	0.01518043630061782	8.606873797868054e-5	8	2	0.34399240038967904	1	1
LOC113270466	0.00413327377655661	0.26049265112988945	11	0	0.3437710943923598	1	1
BABAM1	0.0018885301880675685	0.14527071066416067	6	0	-0.34375487986685843	1	1
NOP58	0.0048572913592629776	1	5	0	-0.34340837627623644	1	1
USP47	1.4451061779474513e-32	2.196421740145377e-9	11	4	0.34282895385337786	1	1
DUS1L	8.847438066079783e-4	0.03399334162914198	5	1	0.34193918237750326	1	1
OSBPL8	0.007106357427032788	0.0024709267047451416	12	1	0.34172137209554454	1	1
DGKZ	0.0027804199384606804	1	12	0	-0.3416546767069965	1	1
GPATCH1	0.011013835294873701	1	5	0	-0.34083983954357666	1	1
TTC33	0.012662000017404546	0.5869675394458793	11	0	0.34028376954863093	1	1
FDFT1	0.005737885827678409	5.823932433060545e-4	3	1	0.3394851587049432	1	1
COL12A1	9.769018013064837e-4	0.40929548365357865	6	0	0.33936840394195583	1	1
CUNH11orf58	0.0031758463006270176	0.001778579098359149	4	1	-0.3393136084423541	1	1
NUP107	0.0125152885620335	0.46647651599577045	5	0	0.33849818010867144	1	1
MAMDC2	0.011856947362178911	0.16217664008012211	10	0	0.33843477039955244	1	0.8333333333333334
KSR1	4.0864217702463103e-4	0.09983228991271868	9	0	-0.33802770785505176	1	1
LOC113257633	0.046975491787438234	0.010167761320903924	3	1	-0.3379786570864115	1	1
USP25	4.2218993630499767e-5	0.14296904860577228	7	0	-0.33743043804897677	1	1
LARP4B	5.500171187548538e-4	2.2442335700542323e-4	3	2	-0.33698277556160094	1	1
SNX14	2.7124095795593545e-6	0.004650111613902634	15	2	0.336690995408932	1	1
LOC113246844	0.003125655712046974	0	2	2	0.336676333971889	1	1
SPTAN1	8.442665442098951e-4	1	10	0	0.33661024135865447	1	1
LOC113249004	3.07522823240275e-4	1	7	0	-0.33647410212328194	1	1
SMARCC1	0.030844346094119485	0	2	2	-0.336303353469374	1	1
GPR157	0.027248868952532767	0	2	2	0.3361773426522594	1	1
TTC17	4.233597470527244e-4	0.0019111651147835909	4	1	-0.3361263570886623	1	1
TGFBR3	0.021666540944103536	0.32588302136622926	7	0	-0.3354094075260663	1	1
PIK3R4	0.008142688699009007	1	5	0	-0.3340968944073706	1	1
RNF6	0.013430547929768428	0.4493724128605509	10	0	0.3337907640439357	1	1
SRSF1	0.0016025611079589664	0.17683200616543102	10	0	-0.33211540648629545	1	1
MPHOSPH9	0.0014809250076349377	0.8276093100743862	11	0	-0.33191675340170146	1	0.8333333333333334
LOC113251518	0.03756351103992492	0.8649171294298708	12	0	0.3315814554856144	1	1
TMEM175	0.011926156497757256	1	5	0	0.33122258244885494	1	1
CLIP1	4.302157715479783e-22	1.6248859023940617e-6	12	6	0.3307353366524411	1	1
DCTN1	1.378629953314617e-4	0.008708386752997656	15	1	0.33070508340594623	1	1
EIF4G3	0.009576836538991456	0.035685090819121655	10	1	0.3306289294216733	1	1
CEPT1	0.020185946594435726	1	14	0	-0.3305911109651912	1	1
TUBB	1.7904335794628276e-4	0	2	2	0.33004445148643446	1	1
SEPT11	5.5384133752685004e-5	0.028164636451522392	6	1	0.3299239368018502	1	1
SHISA5	0.049308209063060514	1	5	0	0.3292160073308671	1	1
NDUFAF5	0.03405967367391666	0.2837833550879726	8	0	0.32884589934307185	1	1
PIK3C2B	0.028775554956495177	1	6	0	-0.32862462814348786	1	1
FARP1	0.004848526583799647	1	7	0	0.3284406629816107	1	1
RARRES2	2.7800200037074007e-5	1.2841170357140144e-6	3	2	-0.3279627465147468	1	1
LOC113260612	0.004091922962288079	0.2644632544667518	7	0	0.32730882102072423	1	1
SGMS1	2.7800200037074007e-5	1.3305378507946009e-6	7	1	-0.3270250354809139	1	1
LOC113267642	0.039188239503152617	0.3946397339208251	5	0	0.32684517952468706	1	0.8333333333333334
MYOZ3	0.046037130295132477	1	6	0	-0.3256699197684435	1	0.8333333333333334
AP2B1	0.046459750496452824	0.30438204414098935	5	0	0.325231751421315	1	1
GTF3A	0.0465437792960748	0.15640867248151213	4	0	0.3249963011093836	1	1
SACS	0.03219154782788147	0	2	2	-0.3242854676936564	1	1
LOC113262256	0.01456116600031036	0.3313641037908282	12	0	0.3240657519238471	1	1
KANK1	0.001714066888129123	0.11582576080621326	14	0	0.3239369464147729	1	0.8333333333333334
ABCG2	3.090085681517406e-4	0.06221842787679087	11	0	-0.3238798455642156	1	1
GOLGA4	2.9471334347911924e-11	1.672794586261991e-7	6	2	-0.32387876025427753	1	1
CUNH1orf216	0.001220260214306426	0.20982170000138195	3	0	-0.3231897463608535	1	1
CCNL2	0.03193368055630123	0.30634339591309595	11	0	0.3215713459149489	1	1
NUP88	0.008604435757995254	0.13110896012515305	6	0	-0.32150766757703975	1	1
COPS7B	1.0515562704147545e-5	0.4048995313377241	8	0	0.3212212776988968	1	1
ZDHHC6	0.014444283414045094	1	7	0	0.32030618520875054	1	1
SLC25A36	0.038088376277313436	0.10726315333040853	7	0	0.32008943333142204	1	1
LOC113267793	1.148292779918401e-9	1.068711368838834e-7	4	2	0.31988295088356306	1	1
PDHA1_LOC113242247	0.012217307220711543	0	2	2	-0.3191515924697037	1	1
UTP25	0.025424235301452998	1	5	0	0.31871133853214945	1	1
ADPRHL1	0.004593652047218689	0.21124294510132297	5	0	0.3184944791435451	1	1
MAP4K4	2.718901095824795e-16	0.002709445801067327	11	1	0.31794545918657585	1	1
LOC113246783	0.029495106442247558	1	3	0	0.31780782008237096	1	1
TTPAL	1.383848019747861e-6	0.4676327761106185	7	0	0.31768040161810807	1	1
KIAA0100	0.0010258972165819221	0.11302113016782936	6	0	0.3172727136260661	1	1
ICAM2	0.0012230892651485632	1	7	0	-0.31690242724948686	1	1
RBM23	6.865415441770596e-4	1	8	0	0.31689149701476477	1	1
NOL8	0.0012952398652722665	2.021246624939655e-5	5	1	-0.31687631236459113	1	1
MEF2A	1.0437929549693657e-27	9.470415820815451e-9	17	1	-0.3166711170883726	1	1
RHOT2	0.02492125833365447	1	20	0	0.3162992916533628	1	1
VPS35	0.009300317667940688	0.6185581251250045	7	0	-0.314678702830197	1	1
IDE	2.840109473910777e-4	3.7098489060721204e-5	4	1	-0.3145504972386339	1	1
DNAJC13	0.025680782931591813	0.2884036600811403	4	0	0.3139701180132093	1	1
FZD6	0.008595314947754172	0.003993900329954808	3	1	-0.3137867962619876	1	1
KIF3A	0.0038684217207661303	0.03760511462188951	4	1	0.3134858696509791	1	1
BBIP1	0.013950374154772209	0.09593437998445027	7	0	-0.3131069535973717	1	1
PHF21A	1.414444498815965e-4	0.37342376668390204	7	0	0.31263551083519425	1	1
LOC113258953	0.02400129332927311	0.003430731943597531	4	1	-0.31255688583851343	1	1
ITFG1	0.00860339645690562	0.0012463908226362222	3	2	0.3125523972036145	1	1
MKRN1	0.026263815329361003	0	2	2	-0.3124179919463518	1	1
IBTK	0.0018889945620696813	0.03252198692387656	12	1	0.31239090217529647	1	1
FEM1B	0.03014006989038769	0	2	2	-0.31227898009539956	1	1
PARP9	0.04236351577737771	1	10	0	0.3119159071386388	1	0.8333333333333334
PABPC4	0.010175823274557814	0.0021696881926097614	7	1	0.3117244842706541	1	1
CAV1	3.078133640007996e-5	0.0076119387679070005	4	1	0.31154518559898936	1	1
RAPGEF1	1.1926686925990469e-4	3.3944253268795616e-4	7	2	0.3114170839983784	1	1
SQSTM1	0.002769425763345137	0.01212341210882392	4	1	-0.311133639197127	1	1
IPO11	0.007958852610040389	0.2503650796394337	13	0	0.3111029442654353	1	1
NQO1	9.153967649215151e-8	1.3256710578291554e-5	5	1	0.3107970573019089	1	1
CGGBP1	0.037333752269047574	0	2	2	-0.3106705273207878	1	1
PDE7A	0.02789550746970392	0.0048482917794838345	8	1	-0.3103183969839669	1	1
PTK2	2.0868714787732463e-9	0.004605357590924053	10	1	0.31009610687977307	1	1
LOC113244843	5.360072041482459e-8	0	2	2	-0.30950895824943825	1	1
KPNB1	5.500171187548538e-4	2.022284269590244e-5	4	1	-0.30946777467939707	1	1
PLSCR4	0.04428059046167112	1	9	0	-0.30938914759100045	1	1
RIF1	2.595729961851736e-4	0.009018103879399596	8	2	-0.3091973816961939	1	1
ADIPOR1	5.6224856754796694e-6	0.039015964292441405	5	1	0.3084109938655089	1	1
MEMO1	0.01041337145831395	0.21859962982245637	4	0	0.3081803976751634	1	1
GNB4	0.03268653820989486	0.09418362599241747	4	0	0.3079568494210081	1	1
LOC113243115	0.005575127349348594	0.12506104604121823	16	0	0.30783808076008773	1	1
TEX261	0.04867738159321962	0.18216276938209286	4	0	0.30765328956335597	1	1
RPE	0.002769425763345137	1	7	0	-0.3073038288458625	1	1
ZNF655	0.001825314280329493	0.04985255059423679	16	1	0.30718680269251847	1	1
WDR13	0.022243039177112657	0.22990238784810507	10	0	0.3069653637274936	1	1
TMEM260	0.028993726851502623	0.006413437000734476	5	1	0.30663869783597053	1	1
DENND4B	0.002082818061032146	1	5	0	-0.30563439855101043	1	1
LOC113263699	0.037664462567661726	0.012295015913120749	3	1	0.3056153245322184	1	1
ARHGAP10	0.003933032498764667	0.012365386825707514	5	1	0.30519419579631135	1	1
MAPK9	2.6275428959324e-4	5.981324527970329e-4	7	2	0.3050409838991812	1	1
TNNI2	8.738569725984314e-4	4.1754874763940563e-4	3	1	-0.30480962191376265	1	1
RNF14	5.698332212654094e-4	0.7442490745449478	14	0	0.3045387043958511	1	1
TANC2	0.03665842227887523	0.4379042363970844	10	0	-0.30335638777421814	1	0.8333333333333334
DMD	7.291845054210001e-7	0.49937396882130763	12	0	0.3031756734167164	1	1
LOC113254576	0.006826555885675897	0.0471916017408275	6	1	0.30316744338870283	1	1
NCBP2	0.02369843150023991	0.02074410407298699	7	1	0.3030936558844495	1	1
CUNH18orf25	0.008635364002809879	0.0635012784933153	5	0	0.3029624034710321	1	1
FBXL17	0.0030611383338570303	0.012427819401623815	4	1	0.30254853255886416	1	1
CUNH15orf40	1.2401899948183595e-7	1	8	0	0.3023433071718159	1	1
DST	9.22479101412522e-28	1.3803031548484704e-5	18	2	0.30210043036894835	1	1
LOC113249190	0.009408710868758234	0.004774350073759998	3	2	-0.3017215857009954	1	1
ZSCAN23	0.03464362323364173	0.15953628148937463	11	0	0.30167060693941544	1	1
AGL	1.0703719088182771e-6	0.020437446967239932	9	1	0.3010831239935067	1	1
CMC2	1.6886716710192365e-5	1	11	0	0.30096477366198904	1	1
KIF21A	0.012001772595784383	0.3426563565493049	12	0	0.30091722123684106	1	1
UBE3A	3.1231861826027296e-4	7.079911106956518e-6	4	1	-0.3008354732966242	1	1
MTHFSD	0.02880537069224181	0.06621859496857935	12	0	0.30075361271529144	1	1
ALDOA	2.6055347849284117e-17	5.199334580076064e-7	5	2	-0.30007439627744914	1	1
RIN2	0.021946503284407563	0.015380767438836013	6	1	0.30004466778733574	1	1
IZUMO1	0.03581662514315843	1	8	0	-0.29991049252264745	1	1
AHR	0.04069068560276971	0	2	2	0.29983323003542495	1	1
MKLN1	8.770312940050172e-7	3.206489224557466e-4	10	1	0.2996773687884547	1	1
SLC38A2	0.04145616443430632	0.6292606014551263	7	0	0.2992148877341214	1	1
FUS	0.018365693772749908	0.15517218024838955	8	0	-0.29904410596076686	1	1
SKAP2	0.0013860749439712965	0.013325223038028852	5	1	0.29871188871969834	1	1
ACSS2	0.04127404486123479	0.012142226125250009	6	1	-0.298634352155266	1	1
APLP2	0.0015816143521069055	0.0040311358299195115	8	1	0.29820524831749134	1	1
BSCL2	0.01008002793541165	0.7071308798372657	4	0	-0.29731255790626004	1	1
PEX5	0.0017510138063425486	1	11	0	-0.2969991374177561	1	1
NUP93	0.02823264948117734	1	6	0	-0.2967596856653143	1	1
PHLDB1	7.140000090115836e-4	1	13	0	0.2963390034946924	1	1
NARF	0.02492125833365447	0.025117431484891425	3	1	0.29630625232758945	1	1
SRSF11	8.522714520549064e-4	1	9	0	0.29612411918546416	1	1
RAPGEF3	0.0014555692385618743	1	13	0	-0.29610048092515434	1	1
ESAM	0.029130543355997598	0.015620720473136817	4	1	-0.29551573021677735	1	1
ADGRL2	0.0015505964211354026	0.03336541552928386	8	1	0.29516766991287374	1	1
DYRK1A	0.03310349052489968	1	11	0	0.2951102381093862	1	1
MFAP5	0.0030146967155122504	0.005150990389490545	4	1	0.2949669054696683	1	1
RALGAPA1	1.906593982525552e-4	0.37238256195238895	8	0	-0.2948066705718374	1	1
PTPN13	0.009996950293302541	1	13	0	0.29451360943421645	1	1
SGCG	3.4146777395308915e-4	0.1167090220882352	7	0	0.29405500369625226	1	1
JADE1	0.014604869428306811	0.10572665280328529	9	0	0.2935590230257767	1	1
ZNF646	0.025988403009236896	0.0057944247835630125	3	1	-0.29333614443534883	1	1
LAMA4	5.932714649101031e-4	1	12	0	0.2931799343626012	1	1
CD34	0.03223522453867761	1	6	0	0.29317427748666897	1	1
PACSIN2	0.041684021972872895	1	10	0	-0.2927489393827346	1	1
PTPRF	0.037944668186806335	1	4	0	0.29225501773514356	1	0.8333333333333334
ATP11B	2.3875773108340846e-5	7.227364942759858e-4	7	1	0.2919124753318671	1	1
HPS5	3.221281588062486e-4	0.9466437001621453	17	0	0.2913276686141677	1	1
EIF4A2	9.0766845386797e-10	7.291286754159833e-9	4	2	0.2905364310216323	1	1
ENSA	2.5905813002543635e-10	8.172433066829446e-9	5	1	0.28959414483641677	1	1
DNAJB6	0.019013438419954638	0.697732723271322	9	0	-0.2893555726783555	1	1
COL1A1	0.020276022642454036	0	2	2	0.28869169621793966	1	1
MYO1B	5.5700722949641796e-11	1.4304430024464389e-5	6	2	-0.28801292780730864	1	1
CSNK1A1	5.230261342855414e-31	1.4687825351898247e-20	7	2	0.2859654397405855	1	1
CRTC3	0.007857882150366155	0.00179221234489588	3	1	-0.2858153414623532	1	1
NIPBL	0.008422515966759934	0.19645830753868793	7	0	0.2856498477460382	1	1
BCL6B	0.004049827471622016	0.2734132567658852	11	0	-0.28559188537204266	1	1
ACAA2	3.1231861826027296e-4	1.470270108678168e-4	6	1	0.2848269507041931	1	1
LOC113240981	0.026707233846792272	0.0050723155781930785	4	1	0.2847610178630584	1	1
DHX8	0.03464362323364173	1	5	0	0.28451837758848386	1	1
ESCO1	0.0013860749439712965	0.12107743771658472	12	0	0.28444206693814755	1	1
RBFA	2.114835188524465e-4	1	4	0	-0.2843413702118076	1	1
CELF1	3.647800296861151e-5	1	10	0	0.284179899445835	1	1
MCAM	0.0024772925835686702	0	2	2	0.28298339704037756	1	1
PUM1	0.014619302239696323	0.030972359744435435	10	1	-0.28276585352018485	1	1
TAOK2	0.0030367715003442935	0.35442836748685613	7	0	0.2825883804300979	1	1
FBXO3	8.708578776722539e-7	3.503420788716356e-5	7	2	0.2824014535021799	1	1
HCFC2	0.0431406958103403	0.006612854702565467	4	1	0.2820703696575376	1	1
SDCCAG8	0.01041337145831395	0.7768199293632769	10	0	0.2820038205202072	1	1
DMXL1	0.042611012640492774	0.11470665736129591	5	0	-0.28008684662836314	1	1
PAFAH1B2	1.072809733024109e-6	3.8104075706964e-5	6	2	0.2794123599576133	1	1
NUP98	0.0069542363968286	1	8	0	0.2789986488770183	1	1
TACC1	5.063647228645492e-8	0.0020656575831010603	11	1	0.2789374985107649	1	1
SNRNP48	0.020633326082750345	0.12768819421259078	4	0	0.2785974592392346	1	1
HIBCH	0.03840914353041123	1	9	0	0.27780008975218684	1	1
SCAF11	0.007560932237246302	1	12	0	0.27772018921119557	1	1
NCOA7	0.022514075211387437	1	9	0	-0.2765590026019515	1	1
FAM107A	0.004242380397383303	5.649120978114846e-4	3	2	0.2763714791301469	1	1
IRF1	0.00489664022302654	0.7829632853387894	9	0	0.2760906928916611	1	1
ADGRA3	0.019884677120056465	0	2	2	0.27572365718247066	1	1
JKAMP	0.03229075198055426	0.3411173830296451	10	0	-0.27561039276322563	1	1
ZNF638	1.644277162463812e-7	3.545428899163912e-5	8	1	-0.2749011834873756	1	1
VGLL3	0.002414465039772233	0.47482559155927484	7	0	-0.274389748654897	1	1
SEPT8	6.354920605479875e-4	0.027121671438050724	8	1	0.2743480390870091	1	1
ZRSR2	0.039941995040072155	0.20892512390248974	11	0	-0.2742216377008722	1	1
LOC113253631	0.04117041109660447	0.0869990192595093	5	0	-0.2742188572081056	1	1
ARID1B	0.0028561127031292524	0.030467611757287603	6	1	0.2739823248789119	1	1
VPS50	8.571361695467123e-4	0.0030594252185530348	5	1	-0.273889872230314	1	1
LOC113248376	0.006061657966178631	1	8	0	0.2734415282447785	1	1
APC	2.877065971821321e-20	5.6880244519719124e-11	8	3	-0.2730189177662241	1	1
PLEKHB2	0.008770218676790315	1	7	0	0.2728242479917001	1	1
S100A1	8.442665442098951e-4	0	2	2	0.27203486816095046	1	1
WNK1	3.391411260559789e-31	3.0510558528167564e-14	9	2	0.2715031783227384	1	1
NDRG1	0.04266195506163986	0	2	2	0.2711344033417652	1	1
PGBD1	0.02369843150023991	1	5	0	0.2710154899164997	1	1
RAB3GAP1	1.3585588254035443e-5	0.0847472950129286	10	0	0.27086376887426455	1	1
GTF2H1	0.016915418303535344	0.07834117876851619	10	0	0.2706686137345909	1	1
ATP6V0A1	3.090085681517406e-4	0.2845308962184473	12	0	-0.27001975132434364	1	1
MAP4	3.654677903411644e-30	1.4563356309255113e-7	13	4	0.26981202008977845	1	1
IP6K2	0.024652743870752267	0.068465787480556	13	0	-0.26923368674772963	1	1
RUSC2	0.0012888972625028563	0.2806515780490481	17	0	0.2688450240524416	1	1
UCKL1	5.0203952351875224e-5	0.3392733886776837	17	0	0.2678318493499871	1	1
ADAR	0.031841289508879225	0.34564117778190145	5	0	0.2674012785669512	1	1
PIP5K1A	0.04282476253460935	0.33078214207057444	12	0	-0.2672769214554267	1	1
FAF1	0.0032516833170946873	0.0308672391472455	6	1	-0.26491864550981936	1	1
CTNNB1	0.0019632565578220043	0.013074410205186893	6	1	0.2648615733304184	1	1
JMJD8	0.010594583229166791	0.0055646082071579474	4	1	0.2648275487044087	1	1
NUMA1	0.0023794953126271877	0.021943632511269462	10	1	-0.2645260647414277	1	1
FOXO3	0.01741358407724739	0	2	2	-0.26428765645527486	1	1
SMAD4	0.0015617548727369756	0.008733623254307286	7	1	0.2640090958406201	1	1
NEDD4L	4.475517828853145e-12	0.0018079044816047538	10	2	-0.26383574518375297	1	1
RILPL1	0.02926799444910433	0.013171672429863487	3	1	-0.26362236117360216	1	1
ANKRD27	0.03298934861262846	0.08225647815135628	14	0	0.2635109313178011	1	1
ZNF207	2.424253773097287e-7	0.5937857615191886	8	0	0.2628783355158133	1	1
PLA2G15	0.03924791483171765	0.767283823493071	4	0	0.26245563662806803	1	1
SMYD1	0.005433255840239821	0.3574251945333791	4	0	0.2624115710861542	1	1
G3BP2	0.0030217512763501464	0.16496345911574226	9	0	0.26173783545688567	1	1
IKBKG	0.013014326967079654	1	10	0	-0.26159337480144024	1	1
ATP5PF	0.0025298778673726063	0	2	2	-0.26119160536287267	1	1
HNRNPD	1.6693190952533178e-4	0.07062025233791674	7	0	0.26080499232221765	1	1
MIA3	1.2754008355537527e-6	0.07652675198066622	14	0	0.25992038825136815	1	1
MED1	0.008248096824430154	0.045241049501389415	5	1	-0.25970582849651774	1	1
TNS2	0.0051854793697552505	0.061009920191453834	6	0	-0.25965592882560495	1	1
PARN	0.033637741732181724	0.510403306940132	6	0	-0.25820592138323906	1	1
SCP2	3.78957183368016e-5	9.630614044465011e-5	4	2	0.2580627124890972	1	1
RAB6A	0.006246820771977395	0	2	2	0.25754110055891655	1	1
ECE1	0.02419539568381382	1	5	0	0.2574009278416182	1	1
ATP2C1	0.007560932237246302	0.4824565626659474	10	0	-0.2569786737948724	1	1
TFB1M_LOC113259586	0.047140327407025916	0.01478234590879586	3	1	-0.2568277664585652	1	1
UBAP2L	0.0075481036319724505	1	14	0	0.2567548652132268	1	1
SPPL2A	0.029009735428760033	0.037956608896333045	4	1	0.2566697966847359	1	1
SAR1A	0.015491436933869961	0.005579345557802831	3	1	-0.2565167160311931	1	1
MYOM1	7.974452206190545e-4	0.06941459734903611	15	0	-0.2563292451106611	1	1
USP15	7.481266917557511e-6	0.11154694436106109	14	0	-0.25608370725911334	1	1
LOC113249140	0.01045172107204153	0.029281641284433512	5	1	0.25568881821408207	1	1
DCN	9.973737308331804e-4	0	2	2	-0.25518540463223593	1	1
RAB28	4.1081421170533275e-4	0.015600236613900748	6	1	0.2548973272070527	1	1
PLEKHA2	0.019764752914782236	1	7	0	0.2546668268416929	1	1
STAG1	1.8516882306748296e-5	0.005217188719668926	6	1	0.2545391461192563	1	1
SYNJ2BP	0.0023374768719986233	0.0016050322029394846	5	1	0.25447768855353137	1	1
ZNF582	0.03405967367391666	0.4723724913826355	6	0	0.2543087503387814	1	1
UBQLN1	1.7338775099303875e-5	4.185124329994738e-4	5	1	0.25409215853596845	1	1
CAPN7	6.947115239150475e-4	1	8	0	0.25389664665494494	1	1
NRDC	0.0037643647836760126	0.2992809532760983	11	0	0.2532192609926594	1	1
OXR1	2.3967885217342634e-5	0.018491695775318392	8	1	-0.2528727547778406	1	1
IWS1	0.0012061745747694499	0.018641759511694615	11	1	0.2526268867224052	1	1
FAM98A	0.019119773855608525	1	4	0	0.2520477780575702	1	1
KLHDC2	1.8669219448121002e-4	9.420376965538013e-6	3	2	0.25141871268394067	1	1
FAM129A	0.0012603789840646047	0	2	2	0.25084766252568713	1	1
SESN1	0.021946746477250447	0.19317529642550535	6	0	0.2506769078866327	1	1
ZNF106	3.07522823240275e-4	4.789806189924454e-4	8	1	-0.24991779305799486	1	1
RABGAP1L	0.026339411510306096	0.006752973699353179	5	1	0.24985106920388767	1	1
STAC3	9.37024530176783e-18	3.410822559308524e-5	15	1	-0.24979938615313105	1	0.8333333333333334
MYORG	5.196423617881097e-4	1	7	0	0.24812665674289874	1	1
KIF1C	0.01008002793541165	0	2	2	0.24781784899093806	1	1
SLC25A37	0.02880537069224181	1	9	0	0.24698425682672903	1	1
ACSL1	5.820357964335549e-5	0.9766388349063644	22	0	0.24674172213962037	1	1
ACBD5	0.012014790785780797	1	12	0	0.246376874817973	1	1
VGLL4	0.03886781663580253	0.47045062268598653	3	0	0.24620640947529815	1	1
SBF1	0.0362595068715116	1	3	0	0.24552720680933793	1	1
BZW1	0.003285290985562205	6.568787970713266e-4	5	1	0.2450776783891424	1	1
TMEM87A	0.024868056249011818	0.32044778682146347	8	0	-0.24493212344167178	1	1
ZNF532	0.0018164364018296477	0.14737922112808025	8	0	0.24489213858711456	1	1
IFI44	3.1205738791867157e-10	0.060196970005606205	7	0	0.24471607055381794	1	1
CCDC12	0.009294723871255808	0.4260398339335792	4	0	0.2440848452314831	1	1
ZNF365	0.005890468385833665	0.7919019443694557	4	0	0.24390612885679308	1	1
CTNND1	3.98020858503745e-6	0.06398254423307564	13	0	0.24220233285818984	1	1
RAPGEF5	0.0022455009749476054	0.8082091531188349	4	0	0.24216055784314106	1	1
VSIR	0.04145616443430632	0	2	2	-0.24201238028392957	1	1
ITGA5	0.017268994315558873	0.0047266381905464476	7	1	-0.24076235014925015	1	1
SNRNP70	0.011872248242416669	0.07968656451543595	7	0	-0.2397152424551553	1	1
PLA2G16	8.137323826989979e-4	1	6	0	0.23958835714607063	1	1
MBTPS1	0.0021199133785627555	1	5	0	0.2391137413065062	1	1
FN1	0.001453603651727353	1	12	0	0.23784548559699725	1	1
GPAM	1.9249242253935524e-12	0.04479853235598521	18	1	-0.23781818376443206	1	1
DOCK1	1.2937628159100438e-5	0.02239824019696914	10	1	0.23682889911849872	1	1
UBFD1	0.02823264948117734	1	7	0	0.23675692129679254	1	1
SUPT5H	0.04830103567495284	0.00954604595634845	4	1	-0.2367172657744167	1	1
UTRN	0.03370733225771384	0.058505565743104365	5	0	0.23669943265607374	1	1
COL3A1	3.9980744821804e-4	0.5633367931207577	8	0	0.23557836601925145	1	1
NFE2L2	0.0157407094478233	0.09444637771710655	8	0	-0.23456094817261355	1	1
CCDC93	1.634346763079838e-6	1	6	0	-0.23381618121943468	1	1
RBM39	0.0011733259451364897	2.750318770762815e-4	9	1	0.2332607734438737	1	1
VNN1	4.5592660644948573e-4	0.6355429375629094	8	0	-0.2318940031541973	1	0.8333333333333334
LARP1B	0.009096545671617738	0.3818491023885506	13	0	0.2317164057671623	1	1
ZNF514	4.233597470527244e-4	0.05483615505298193	10	0	0.2313796430220884	1	1
HP1BP3	0.00772157208763125	0.647455949842978	8	0	0.2313318650023815	1	1
STXBP3	6.310721637200667e-4	0.20378634690817554	4	0	-0.2310599153382998	1	1
PPP3CB	0.018814169979842983	1	7	0	0.23008225905715168	1	1
WAC	3.3063649222656656e-4	2.542663197610437e-6	5	1	-0.23006130068111694	1	1
FAM192A	0.012590814848814578	1	9	0	0.23004677592793293	1	1
CEP85	0.01491566556888531	1	16	0	0.23003691780769672	1	0.8333333333333334
ZNF606	0.025402825201037284	0.9337741085324848	5	0	0.2299808571109732	1	1
ARNT	1.254564972037034e-4	0.2280049748765193	10	0	-0.22927651598862786	1	1
MTFR1L	4.674035005726165e-5	0.006109738546143443	8	2	0.22897423324461474	1	1
WWP1	0.0018189009573036403	0.10235181465224609	15	0	0.22886865381298846	1	1
PDCD6IP	0.004099123597467106	0.08415561225227047	13	0	0.2280324248836876	1	1
ARHGEF3	0.04145616443430632	0.26707097643005523	15	0	-0.22751077747365517	1	0.8333333333333334
EPB41L2	6.519963751192737e-7	1.311664351818924e-4	11	1	-0.22741270907558517	1	1
CLASP2	7.600100179177914e-6	0.39631774430517547	15	0	0.22717075879523796	1	1
LOC113267043	0.0069542363968286	0	2	2	-0.2270241451577274	1	1
ARHGEF7	7.136699008268831e-12	1.7763797066940685e-4	16	2	-0.22541535526539982	1	1
PICALM	7.125378123994797e-8	0.003222066517886387	8	1	-0.22539376098229053	1	1
VAMP4	0.006256574740515601	1	12	0	0.22486469504779627	1	1
RPS24	7.840210783073588e-10	1.6661009022377736e-7	3	1	-0.22460651888320704	1	1
KANSL3	7.695692126062363e-9	0.0546563197287079	17	0	-0.22433590093477412	1	0.8333333333333334
NCOR1	0.0019449119774094135	0.04957121765433528	10	1	0.22377417586538914	1	1
ANAPC4	0.044089581290365575	1	7	0	0.223668212801591	1	1
NFIX	0.0018154834976092003	1	6	0	-0.22333106610793757	1	1
SDHD	0.0019449119774094135	5.792670193021834e-4	4	2	0.22323728106439356	1	1
FBXO9	0.0017285522479042231	0.1250434805386097	10	0	0.22320305375124377	1	1
HDAC7	0.04467445308373629	1	6	0	-0.22300693529658783	1	1
DCUN1D1	0.042414703140416364	1	10	0	-0.22270271834526983	1	1
KIAA0355	0.0035266489947504225	1	5	0	0.22258359752529822	1	1
PRPF8	0.04127404486123479	0.08815157204294204	3	0	0.22183834593862684	1	1
CAP1	0.038349751688822965	0.5533237778077336	8	0	0.22172800957845573	1	1
RPL38	6.947115239150475e-4	0.1163445702823219	3	0	0.22142868657551784	1	1
HNRNPH1	0.01041337145831395	1	8	0	0.22133591942399333	1	1
SEC31B	1.4178955397787992e-4	1	19	0	0.21999780381861775	1	1
GLO1	0.008890702143948971	0.004868925652675856	3	2	0.21985565487906567	1	1
DESI2	0.026339411510306096	1	3	0	0.21977231541527353	1	1
CD36	0.038372578765706204	0.3590956323817539	12	0	0.21811486426284465	1	1
PRKAA1	0.0195842103424608	1	8	0	-0.21791669816468193	1	1
NFE2L1	0.003933032498764667	0.003320160682256563	6	1	0.21699373006790032	1	1
DARS	1.9226061647583346e-6	1	8	0	0.21691175734004928	1	1
PUM2	0.016122907802839925	0.6985772212286316	4	0	-0.21589751023003867	1	1
