gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Muscle)	pct_gene_expr	max_pct_tx_expr
FNBP1L	0.0026813341755554535	0.25852938543070964	9	0	-0.2145662873613705	1	1
KAT2B	0.005888217753978511	0.13882113921507272	5	0	-0.21418196551487678	1	1
NR3C1	0.011589018252579443	0.15329256181676618	10	0	-0.21412029775239716	1	1
ABCC9	0.016866455112520336	1	14	0	0.21374793280759502	1	1
SLC2A5	0.043909728507767844	1	5	0	-0.2124004946180753	1	1
TTPAL	0.0055610701102144265	0.05952591010670073	6	0	-0.21203131104408135	1	1
CLK3	0.012967045590770655	1	5	0	0.2119756584488333	1	1
TTLL5	0.03908475365844224	1	9	0	-0.21141169132653126	1	1
NT5C2	6.838280652214441e-5	1	20	0	0.21088689644577213	1	1
OXR1	3.5616076517335025e-8	0.0015580453049098707	8	2	0.21072629923114494	1	1
SDHD	0.005409308312772328	0.0032209891856286015	4	1	-0.20973841966295181	1	1
TSR1	0.017885631691668232	0.07952987851167327	7	0	-0.2095271325553365	1	1
USP14	0.020436327978813514	0.019527892985076054	6	1	0.2090793901034359	1	1
SLC20A2	1.4043025967843762e-5	1	5	0	0.20871903644846018	1	1
CLK4	0.005107018578555412	1	15	0	-0.2082348056986311	1	1
LOC113264927	0.020436327978813514	1	6	0	-0.20792234825045375	1	1
CLOCK	0.023020516410414686	1	8	0	-0.20780106811708454	1	1
TAOK2	0.014757670970620765	0.08884679439746143	6	0	0.20686741499049924	1	1
HIPK3	0.0015126609123266794	0.07694810937856356	7	0	-0.20627686454740168	1	1
SLMAP	3.393466337856336e-20	0.0359158231297562	13	1	0.20622666100850093	1	1
RNF146	0.002932068570523929	0.8061324647930306	6	0	-0.2056764201443143	1	1
MIA3	0.002906726556949911	1	9	0	-0.2051289407686274	1	1
PANK1	0.025778115108722986	1	4	0	0.20480077356903972	1	1
NDUFS2	1.1198136374613556e-4	1.3486918155278192e-4	7	1	0.20295218040841934	1	1
MRPL15	0.013804030327240719	1	8	0	0.2024318959989853	1	1
GTF2H1	7.263502691271277e-4	1	10	0	-0.20162406589906426	1	1
CREM	0.04597593453261302	1	12	0	-0.20044309255193796	1	1
USP15	3.707453549447093e-5	1	12	0	0.20044250466822267	1	1
PUM1	0.031338307433963895	1	9	0	-0.20014439535958192	1	1
SMAD4	0.030028065485359082	0.29487738600891655	8	0	0.19613230085074557	1	1
BNIP3	0.0035669318464778485	0.0013097959407704014	4	1	0.19253223811071687	1	1
MYLK	0.0016269449797806429	0.42840749128354827	8	0	0.1924497042474781	1	1
STXBP3	8.106700695773756e-5	1	5	0	0.1914665899588995	1	1
ATXN7L1	0.046635979038984546	1	9	0	0.19066781790264198	1	1
LOC113246349	0.006573774565718902	0.012379875091958488	5	1	0.1881567735329055	1	1
ACSL1	1.8526078818774727e-4	0.23288157519054514	12	0	-0.18746655236130888	1	1
KIAA0232	0.03898381457543087	1	11	0	0.18687458290967424	1	1
UACA	2.8682462568029905e-4	1	8	0	0.18684834424608018	1	1
PPDPF	0.024864455349053457	0.011702542357319164	3	1	-0.18549645589296282	1	1
YTHDF3	0.01385650316567495	1	7	0	0.18505361996833292	1	1
LOC113246573	0.03177633491475422	1	14	0	0.1849402660927109	1	1
DDX5	0.04049841313391234	1	8	0	-0.18490453129638973	1	1
UBE2D3	4.916040238479094e-5	1	7	0	0.18439278919611357	1	1
LTN1	0.046635979038984546	1	8	0	-0.18382146411693284	1	1
RBMX	0.0043248872083715	0.011804076930871559	5	1	0.18381450064117036	1	1
FAF1	0.029210423195250936	1	5	0	-0.17925363503055353	1	1
MTMR6	0.004718177544562969	0.008554403978111035	5	1	-0.1790802924495711	1	1
VEZT	7.902899381307176e-4	1	11	0	-0.1781291617434664	1	1
FBXO21	0.0451689097298457	0.7207076936794887	9	0	0.17803675753204184	1	1
SMARCA2	0.03570509829148675	0.9531453748754122	10	0	-0.1775457010077913	1	1
IPO5	9.639343620411226e-6	8.428349675931933e-5	8	1	0.1771683654837043	1	1
ASAH1	0.0012178330578761615	0.017306239833632185	6	1	0.1762363992373816	1	1
THRB	0.024231108242810113	1	13	0	0.17530262869647872	1	1
SLC25A3	0.0016193448353322103	0	2	2	0.17448094656140123	1	1
IFI44L	0.04594315833250698	1	11	0	0.17432347637800227	1	1
PKIG	0.033033687437077554	0.006166677618024274	5	1	-0.17385989202012908	1	1
LOC113256842	0.007497729140552565	0.13242998683596954	3	0	-0.17225321963181273	1	1
APPL1	0.010211488937142292	1	7	0	0.17141174284461008	1	1
NAMPT	0.03036897798679106	0.005586202649650143	4	1	0.17105549799230124	1	1
PABPC1	3.285763465374518e-5	1	8	0	0.17037308916031255	1	1
LOC113258542	0.03898381457543087	1	14	0	0.16949010178288812	1	1
STX17	0.04539682086886957	1	10	0	-0.1688348885423188	1	1
UAP1	0.008479776006147513	1	12	0	-0.1683845934928088	1	1
ADIPOR2	0.005338046203242246	1	6	0	-0.16747291814259024	1	1
CAVIN1	5.673281719710392e-5	6.390592050178857e-7	5	1	-0.1665077818626555	1	1
CAPN7	0.045509597739797174	1	6	0	0.16600378601163882	1	1
FBXL17	0.024231108242810113	1	4	0	0.1649347335651876	1	1
EIF4G2	0.024231108242810113	0.004426413216142769	5	1	0.16384980469574995	1	1
HNRNPH3	0.03216391391581824	0.3829732557274616	7	0	0.16282047709682196	1	1
CHD2	0.012967045590770655	1	9	0	0.1616133143655991	1	1
ST6GALNAC6	4.1602225458113227e-4	1	8	0	-0.16156568315095696	1	1
DCAF8	0.011086912457401857	0.05338961904355707	9	0	-0.15798841546445097	1	1
SF1	0.0034831946330514947	0.577301120614786	13	0	-0.15543146654946274	1	1
CPD	0.01656543403494057	1	3	0	-0.15352537480684525	1	1
SH3GLB1	7.004295823151991e-4	1	7	0	0.15286434595488146	1	1
HDLBP	0.026086374839645182	1	7	0	0.1515456050886424	1	1
NAP1L1	6.330901051657834e-12	1	8	0	-0.15031283553604985	1	1
ZNF638	0.04661173457760077	1	10	0	-0.14980824300245293	1	1
TPT1	4.620235667371718e-5	1	4	0	-0.1469263721174848	1	1
STAU1	0.041087317598168346	1	14	0	-0.14658279714109615	1	1
ARHGEF7	0.0055344820283848165	0.43001248085967936	11	0	-0.1462983737374991	1	1
RAD21	0.04800753822148847	1	9	0	-0.1451013743692438	1	1
PSIP1	0.016690463588088383	1	5	0	-0.14456323794749557	1	1
UBFD1	0.026233517287757545	1	7	0	-0.1386276236216728	1	1
UCHL5	0.0053937937917884655	1	6	0	0.13766551428673568	1	1
CCDC93	4.412261331449261e-4	1	4	0	-0.13569714354801993	1	1
LAMTOR3	0.002043630160773353	1	5	0	-0.13556163600304688	1	1
TLN2	5.812694604924433e-4	1	9	0	-0.13380812729544517	1	1
HERC1	0.007094767533103034	1	9	0	0.1256850673178297	1	1
CD99	0.0021517851401654216	1	4	0	-0.12564329742447497	1	1
TSC22D1	0.02150294904820534	1	5	0	0.12456957902110144	1	1
SNRNP200	0.045509597739797174	1	6	0	0.12183599651862131	1	1
ABLIM1	0.009954167221979783	1	5	0	0.1211382293529305	1	1
HNRNPA1	0.006254624566347577	1	5	0	-0.11420073391554597	1	1
CHTOP	0.005975818445675369	1	12	0	-0.11312198655670413	1	1
RPL3	0.0314321960955862	0	2	2	0.11102558734882284	1	1
SERINC3	0.026228111918365223	1	4	0	0.11036192037593504	1	1
GMPS	0.039926672033534234	1	4	0	0.10035581630083053	1	1
PARK7	0.03492561910720243	1	3	0	0.09402629442310528	1	1
VCP	0.021529262608691847	1	5	0	0.07608846353493619	1	1
ANXA5	0.013310393554226713	1	3	0	-0.07468303806579402	1	1
GSN	0.028616018214829946	1	5	0	-0.05055010519524884	1	1
