gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Atrium-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
ZCCHC9	0.030128947692185586	0.015931814792546444	3	1	-0.44487393332508457	1	1
GLI4	0.015794613839747427	0.159665082631868	4	0	0.4448255641964963	1	1
PTPRA	1.47407458127494e-4	0.06391915361943053	6	0	-0.4445936993778861	1	1
PHACTR1	1.1464874282560153e-7	0.0063314791368432296	6	1	0.4444398859280824	1	0.8333333333333334
GRPEL2	0.02381184305318061	0	2	2	0.4444080252917491	1	1
TUBA8	4.011302896336813e-4	8.141407510589624e-5	4	1	-0.44283415742707133	1	1
BTBD1	3.789427938726928e-5	3.881248308039641e-4	4	1	0.44250007044374867	1	1
LRCH1	2.662783318872417e-4	2.635354895847414e-5	6	1	0.4421152758105703	1	1
XPO7	0.04318141125123835	0	2	2	-0.44204039107536036	1	1
DCAF6	1.6691109797752811e-9	0.3244034489769027	13	0	0.44201670732344694	1	1
DDX47	7.579955745972393e-4	0.2781428146616601	7	0	0.4419293101728014	1	1
PDE1C	0.003041009592310194	3.6333548405916477e-4	4	1	-0.44110598191590533	1	1
ZFAND5	0.0030466772846353967	0.0068822708414454994	5	1	0.44105129063065207	1	1
SNX29	0.044024122017714995	0	2	2	0.4398261944255383	1	1
SEC22B	0.002445106525514034	0.001581209492037549	6	1	0.4392535263955043	1	1
FAM185A	0.02710473528279883	0.07958011680371145	5	0	0.4391912061124637	1	1
MRPL1	0.03579594779326373	0	2	2	-0.4388407607024859	1	1
EMD	0.04661901307331949	1	7	0	0.438380254691053	1	1
FERMT2	4.649073237431417e-18	3.5359805853976187e-9	11	2	0.4380164805811302	1	1
TPM2	2.6534568148769526e-32	5.978837372037897e-13	6	2	-0.4379993452207353	1	1
USPL1	0.017213761530613124	0.954905239726395	8	0	0.43741587055897013	1	0.8333333333333334
PCDH17	0.04911142924521378	0.47370024266647554	3	0	-0.4371516652871584	1	0.8333333333333334
PCYT1A	0.010082406380603105	0.06246855351842462	8	0	0.4368762508422571	1	1
TMX1	0.005669287113337914	0.00540044910486331	6	1	0.4367541628308589	1	1
TBC1D23	0.008882329444989385	0.09616129556175651	9	0	0.4366593272889189	1	1
ABLIM2	0.013769689654687443	1	9	0	0.4360536096224429	1	0.6666666666666666
OAZ2	0.0467819899624212	0.6804965362865637	7	0	0.4358559486881635	1	1
SEC31A	0.001742650881265306	1	18	0	0.4356109694541802	1	1
VPS28	0.002381701933257501	1	6	0	0.43504799817627426	1	1
NTN4	0.04875746677071073	0	2	2	-0.43471453230641444	1	1
LOC113240981	8.474710597337593e-6	2.9636603923024156e-8	4	2	0.43454001344107485	1	1
MXI1	0.002853707129041609	1.8691858450570344e-4	3	1	0.4339172273338596	1	1
EIF2D	0.006071581908926218	1	9	0	0.4336599793820719	1	1
BRPF3	0.0146303274610289	1	7	0	0.4333142244361815	1	1
MAD2L1BP	0.007920865808548448	0.17765864791778954	5	0	-0.43252030710409733	1	1
LOC113270558	0.0398497793841715	0.13933962062036492	3	0	-0.4325008140209573	1	1
FBXO9	5.079639094929018e-4	0.002454133572077659	9	1	0.4318989169871829	1	1
NTRK2	0.024412542248576283	0	2	2	0.4318342585208538	1	1
LOC113249140	1.3869326446927842e-5	2.5167262950682647e-6	5	2	0.4315775415980077	1	1
ASAP2	0.0037076881306749277	0.051295078242015235	3	0	0.43110278867576035	1	1
GPD2	1.901210999909231e-5	0.0279962808186225	5	1	0.4309137515795051	1	1
PIGW	0.032307481030398925	1	4	0	0.43089636801841547	1	1
PPP4R3A	1.5523776447449438e-8	2.1461761639903512e-4	7	3	0.43053010284214965	1	1
RUBCN	0.023806192713825572	0.1458980172766009	9	0	0.4304215109528785	1	1
APLP2	6.473068631759108e-14	8.425500008079054e-10	6	3	-0.4302124986329423	1	1
PHF20L1	8.121457223748466e-5	3.686691818178864e-5	5	2	-0.4301693148209972	1	1
ENAH	8.296578687731004e-8	0.0584550685458006	5	0	-0.42973206976330075	1	1
MRTFB	1.7966810233984874e-4	2.3069262079898089e-4	5	2	0.4296034799285253	1	1
PPARA	0.013447452617478125	0.33946941571537353	6	0	0.4293288031296839	1	1
KYAT3	7.502352886747309e-4	0.03879061127374256	7	1	-0.4292894145987416	1	1
LRCH3	0.0011960995848431816	0.0030645095495013836	6	2	-0.42911637101069444	1	1
RETREG1	3.7637384095501347e-4	0.0024483190735645013	6	2	-0.42908661197606507	1	1
LOC113248328	0.036901000981425486	0.8374091321292009	3	0	0.4289779276290254	1	1
LOC113269632	0.015539879114248277	1	5	0	0.42871014766325716	1	1
SPG11	3.5288330659355904e-4	0.009135269980630953	7	1	-0.4262269140734993	1	0.8333333333333334
ETS2	0.024710547200085496	0.03475216686535565	4	1	0.42596266824311946	1	1
AATK	0.019224380002887013	0.06986239816085607	3	0	0.4257722367410996	1	1
TANK	0.002489432703292859	1	11	0	0.4252897786605293	1	0.8333333333333334
MANEA	0.005663439532279151	0.13745844284547212	11	0	0.424660810519249	1	0.8333333333333334
RMND5B	0.0029479306173142332	0.1371590206676339	6	0	0.4246096441676569	1	1
AP5M1	0.001130130094297664	0.00927191474716292	6	1	0.4244691682406704	1	1
MAP2K5	0.044024122017714995	1	6	0	0.42446006969662153	1	1
ATP6V1A	0.03396299584272676	0.09926639251059027	5	0	0.4241155068167702	1	1
PSTPIP2	0.01225820174130847	0.8060551217067103	7	0	0.4240475115855098	1	0.8333333333333334
CCDC141	1.233277111995152e-5	0.004821028147738546	8	1	0.4238521430569447	1	1
ADSS	0.009468462916340743	0.010806047210436815	3	1	0.42259559416450987	1	1
GPD1L	6.202961969079503e-4	0.053778956624276904	6	0	0.4220451125875978	1	1
TDRD3	0.03876630733992785	0.08455943912707378	9	0	0.4214313511172244	1	1
COMMD3	0.021321318478851443	0.34817406747119767	5	0	0.4212375111863606	1	1
GAPVD1	0.0027923343677336704	0.20769758134134916	6	0	0.42122722700500115	1	1
MRPL39	0.012167103713003733	0.38236089701449194	6	0	0.4208001145606051	1	1
LOC113258015	0.008343107519245729	0.0114178278672981	4	1	0.42045091273113444	1	1
HERC3	2.2060797905481543e-4	7.805394710006498e-6	16	1	0.4201003871553134	1	1
LOC113248645	0.047037558496355235	0.16595390806439997	10	0	0.4200116789317036	1	0.8333333333333334
LRRCC1	0.03604555517777368	0.31280562010532675	5	0	-0.4198466479300155	1	1
MGAT5	0.0020388351671947647	0.03253831846204012	5	1	0.41977853901519413	1	1
NIPSNAP2	0.003571449184766835	0.008910158679143304	6	1	0.41922666272857506	1	1
PURA	9.076123959837962e-4	0.004243805152491805	7	2	0.41890046397078784	1	1
SIRT5	0.005100520271455935	0.0779150116878966	6	0	0.4185813298307417	1	1
TGFB1I1	0.01028309104166213	0.008473279806026322	4	1	0.4185572694911317	1	1
MAP1LC3B	9.186192982128389e-8	2.027478303398242e-8	4	2	-0.41680141382637753	1	1
KDM6A	0.019448210019246966	0.2979613675099127	6	0	0.4167709881115942	1	1
LZTS2	0.030076661477124046	0.07321334629486705	3	0	0.4163822350465798	1	1
LOC113251245	0.005422454787528689	1	13	0	0.41556748764614093	1	0.6666666666666666
AARS	0.005339928221342457	0.015160669490065793	7	1	0.4153089162733381	1	1
SRSF2	0.01829253531801725	0.010823424491630592	5	1	-0.41518607663378915	1	1
CAMK2D	1.3892027567418893e-12	0.013071023634806075	8	1	-0.415142577550078	1	1
G3BP1	4.004762000244541e-5	5.867547117498134e-5	5	1	0.41463434800981946	1	1
FBXW2	0.04072300151495374	0.18227597091948647	5	0	0.4145691383804233	1	1
LOC113243631	0.006225026979437944	0.34125756685332953	6	0	-0.4143809701830441	1	0.8333333333333334
LRRC2	0.0032894746513922623	1	15	0	-0.41412984858288016	1	0.8333333333333334
PROX1	2.697732214622709e-7	2.163483706430168e-6	6	1	0.41392991295097453	1	1
VPS33A	2.1700234919919847e-4	0.07402086916083639	4	0	0.41387074902282917	1	1
NSFL1C	0.018699184185458583	0	2	2	-0.41359065170682807	1	1
DHRS7B	8.556685180310534e-4	0.4953094552274919	17	0	0.4129667876216366	1	1
ALKBH5	0.014595828987485852	0.007075677823353032	3	1	0.4128699570656174	1	1
MAFF	0.01998941068644024	0	2	2	0.4122887906632202	1	1
APOO	0.02613318240406796	0.24981689934578985	5	0	0.41220912600393894	1	1
MRPS10	0.014128169419182478	0.15408010168680508	5	0	0.4120135732258664	1	1
PPP1CB	6.3174466091679605e-6	2.5022923508379394e-4	7	1	0.4119795824351999	1	1
KLHL21	7.514541124283602e-4	4.0005772755073e-5	3	2	0.4118168579347033	1	1
EML1	4.694900984878411e-7	0.019490051721312414	6	3	0.4118146856864507	1	1
MADD	0.018219729765410198	1	13	0	0.41166540422734244	1	0.6666666666666666
OSBPL8	4.4489488885449465e-5	0.011543079326171126	14	1	-0.4115680143863435	1	1
PNRC1	1.418167739869093e-4	0	2	2	0.41149694489453614	1	1
SHE	0.03268434600202112	0.09566736968937889	4	0	0.4114368794903311	1	1
ALB	0.010281031101994215	1	16	0	0.41141498618339	1	1
SMIM20	0.03746440034924492	0.30490701317479724	8	0	0.41135889241914075	1	1
ANTXR2	9.682795829294753e-5	3.606959600852448e-4	4	2	0.4112242975713978	1	1
HYOU1	0.03777765617586918	0.7630294486599173	6	0	0.41048701076771593	1	1
COQ10B	0.008135377997368014	0.02743625324591247	3	1	0.4103735076286039	1	1
CCPG1	5.578777767365025e-10	0.0020073529616580483	10	2	-0.41000276573897726	1	1
PAWR	0.028113100338561455	0.021190934338707258	4	1	-0.40905109940417395	1	1
MED27	0.04558309685135761	0.14713845422869662	5	0	0.408986388169708	1	1
ORC3	0.017073750171826923	1	9	0	-0.40897675741659173	1	0.8333333333333334
MTX2	0.021358372873557914	0.0670850493585708	7	0	0.408942568224955	1	1
SDC2	0.0016170125861270951	2.3075999949689798e-4	3	1	0.4088791810089664	1	1
SQLE	0.0479434619594142	0.0727550131001135	3	0	0.40885700706029093	1	1
SLC30A9	0.00697786688411794	0.0681354287841778	4	0	0.4082506817252174	1	1
RNLS	0.0017348340433575307	0.03934629391750148	8	1	0.4082027214258219	1	1
ARHGEF28	0.009378669766563834	0.06487187860599114	3	0	0.40635317261919435	1	1
STK3	0.002770404111334825	1	11	0	0.4058021778102545	1	1
LOC113249190	8.505342762342111e-4	8.715188615786689e-5	3	2	0.40546625511558665	1	1
PXK	0.033559588028392776	1	6	0	-0.4053079100406529	1	1
EOGT	0.023999809842891868	1	4	0	0.40518019068804667	1	1
TARBP1	0.013534827995599514	0.38795808240623064	7	0	0.4049550657956029	1	1
CHCHD5	0.02381184305318061	0.009843062917064837	3	2	0.40480610905763914	1	1
ROCK1	0.03876630733992785	0.05670870936708466	8	0	0.40478970003394177	1	1
OGT	0.01728222992859466	0.009153052065757448	6	1	0.4044808682488692	1	1
GEMIN2	0.019958023128370334	0.04748524512329999	5	1	0.40424594172793926	1	1
NR4A1	2.4447183854287713e-4	0.008025323908988054	5	2	0.404189130355586	1	1
DDX42	0.04128955200892357	0.7752482902973454	7	0	0.40413309456264634	1	1
EMC1	2.55396330103132e-4	0.24678725970435642	9	0	0.40388070815655885	1	1
SEMA3B	0.001920633631546606	0.002400497254020462	6	1	0.40367458312347015	1	1
GLUL	1.0174459339502391e-6	6.51229814978467e-8	5	2	0.4036562084219224	1	1
KDM5A	0.03664355119324553	0	2	2	0.4033173892361988	1	1
PGAP2	0.03991623104482806	1	7	0	-0.40312933277221125	1	0.8333333333333334
RRAS2	0.042943142286007235	0.4744352428094724	4	0	0.4028167602338057	1	1
TMEM220	0.016361628169596826	1	6	0	0.40274277182703533	1	0.8333333333333334
ZC3H18	0.03624937083310068	0.16099806024966862	4	0	0.402375993110474	1	1
PYGB	2.8703328589797137e-6	2.442180775584097e-7	4	2	0.4021385689979934	1	1
TBC1D1	6.543033271444344e-7	0.05029703821177609	13	0	0.40186807715150386	1	0.8333333333333334
KCTD10	0.029637899008216298	1	6	0	0.4015605239284495	1	1
USP47	9.771287883797352e-11	2.080739072449978e-5	12	1	0.40125840432690485	1	1
CLTCL1	0.006189376049291125	0.6181522382730319	7	0	0.4012267877412409	1	1
SOBP	0.007247573963596827	0	2	2	-0.4011231996419	1	1
TEAD1	0.012519717772633516	1	7	0	0.40082585767750634	1	1
HIP1	0.005754691161496571	0.2442582971422743	5	0	0.4007833403138967	1	1
SRP19	0.01119229521902543	0.1040998247904777	3	0	0.400538731309957	1	1
TRPS1	0.0340481005011776	1	6	0	0.4003832660529494	1	1
BAG1	0.013973248402234224	0	2	2	0.40009649018819915	1	1
PHLDB1	0.016211604732934065	1	12	0	0.39995077253628564	1	1
RABGAP1L	0.001731380969837208	4.1469999232703265e-4	4	2	0.3997477441033147	1	1
MAP3K20	0.005627619704451728	0.05808219157053089	4	0	-0.39948704724020323	1	1
XDH	0.008764608548493471	0	2	2	0.39940548398182407	1	1
ENSA	6.3174466091679605e-6	5.460285234885049e-8	6	1	0.39939512389239296	1	1
GMPR	1.2425281047416443e-7	0.003995364330688154	5	1	0.3992336708982761	1	1
COPS4	0.001072036263577328	1	6	0	-0.39877558089015064	1	1
ITFG1	1.0709944913070738e-6	4.215129851913994e-6	4	2	0.3983416795363798	1	1
SERPINH1	0.037430494081479575	0.18851552083774772	5	0	0.39774314290447965	1	1
DLD	0.005033149446136171	0.00506047649843131	5	1	-0.3976449709994203	1	1
GPAA1	0.00782388940087692	0.10218573228149744	5	0	0.39706985637726233	1	1
GTF2IRD1	0.04500549845668166	1	4	0	0.39702507575694	1	1
ABL2	0.047351628972228436	1	6	0	0.39700183286486634	1	1
TMEM30A	0.01816397635855819	0.29553460761286426	6	0	0.3969516042020967	1	1
ERC1	0.014032919169334978	0.046654671659113675	4	1	0.3969415299786806	1	1
MLH1	0.008343107519245729	0.7819013711322202	10	0	0.39674668369143556	1	1
SSU72	0.010286629632833076	0.008959179546153878	5	1	0.39666775279056965	1	1
RBM5	9.410181430921373e-4	0.059706826521473015	14	0	0.39653581031113583	1	1
RGS6	7.376928522699886e-4	9.184601141112893e-4	10	1	0.39644283772425737	1	1
DNTTIP2	0.006972120190865757	0.00931508696720764	4	1	0.39622572611273876	1	1
MCM3AP	0.009378669766563834	0.13628804235258027	8	0	0.3960427132327738	1	1
CREBRF	0.017241823834126088	0.009922596118859863	5	1	0.3958678864379679	1	1
CISD1	0.0011629667286386584	1.9854095232441427e-4	3	2	0.39585058725069894	1	1
CSNK2A1	0.007040957954525927	0.3569699117594726	6	0	0.39565265669341865	1	1
WDR13	0.011542519601946289	0.4750598335082435	10	0	0.3956486124230903	1	1
DYSF	2.3743724752022925e-6	1.0370176166565431e-4	13	1	0.39524631239324426	1	1
EXOC3	5.145578745990462e-4	0.008946645336456352	9	1	0.3946600843471528	1	1
PHYHD1	0.006106192491694971	1	10	0	0.3941820136819432	1	1
CASKIN2	0.04461593979859143	1	7	0	0.3940580101902334	1	1
TRIP4	0.02005739291981965	1	7	0	-0.3940395173036946	1	1
PATJ	0.004567103010596497	0.08431620360120695	7	0	0.3940114408455156	1	1
NFIB	0.00024750648745363734	3.9495310015062236e-4	7	1	0.3937038209895766	1	1
EIF4E2	0.028832060161473192	0.024698328960823836	5	1	-0.39363687356004806	1	1
FAT1	3.419696323170265e-5	0.0013890632159262054	6	1	-0.39361922936005783	1	1
NELFE	0.03414110237154582	0.09736630342843919	3	0	0.3936079553792421	1	1
CUNH19orf47	5.300990522700383e-6	1	12	0	0.3934064177074364	1	1
DDRGK1	0.0456157230614101	0.5244071763388055	4	0	0.3933515999900404	1	1
UGP2	5.031028255473566e-4	1	10	0	0.39299057696659206	1	1
CLU	8.856349911247366e-9	0.01997446936004655	6	1	0.3929138781372522	1	1
PEX26	0.036901000981425486	0.6742571797612974	7	0	0.3926562026308626	1	1
PPP3CB	0.024993276151603662	0.2918852114573498	6	0	0.3924955686144469	1	1
LOC113255141_ATP6AP1L	0.04088634820559073	1	10	0	-0.3924595216730714	1	0.8333333333333334
DAG1	0.002635561192307278	0.20379829541583255	8	0	0.3915704169929166	1	1
HYAL2	0.04763460205592856	0.042020623476918664	3	1	0.3910398245433704	1	1
RCSD1	0.004881447345370273	0.2811838382733089	5	0	0.39090498320207645	1	1
DHX30	0.002489432703292859	0.5348580423945928	9	0	0.39041348890170047	1	0.8333333333333334
GOLGA2	7.159625529564897e-6	1.487401230748876e-4	4	2	0.39035260191385646	1	1
PIGG	0.023241175609813317	0.8357037302834215	5	0	0.39031875825439527	1	1
VIPAS39	0.00427868836376339	1	7	0	-0.3902291720774085	1	0.8333333333333334
TMEM168	0.017968993866907566	0.010418087154283714	6	1	0.39013920544922265	1	1
ADK	0.016526692419937348	0.15826438147614702	10	0	0.3900772734652068	1	0.8333333333333334
SOD2_LOC113259616	2.1368557931747328e-4	0	2	2	-0.38992305991878773	1	1
SRPK1	0.018656945932085823	0.5858495886405279	8	0	0.3893412533979268	1	1
GSTO1	0.011822293385265041	0	2	2	0.38907199416013183	1	1
UBE2Z	0.008175836244508303	0.06920533035637244	3	0	0.3890221187138765	1	1
SPAG9	0.02298264121364285	0.054259179671919414	6	0	0.3888876979150935	1	1
RRP12	0.0456157230614101	0.012311430404263675	5	1	0.38883100280245225	1	1
CASC4	0.03628172155780514	0.3788833520345716	7	0	0.38852181931836927	1	1
NCAM1	0.0025368460763180263	0.16061091835922012	6	0	0.38850038383601226	1	1
NMI	0.002785980173057046	1	11	0	0.3884693207023442	1	1
F8	0.017213761530613124	1	7	0	0.3882968117210239	1	1
EIF1AX	0.03965893645654807	0.018491037701182555	3	1	0.3882892444705386	1	1
LOC113267808	2.133515025670391e-5	0.15883617205714498	10	0	0.38803339596200276	1	1
TOMM40L	0.03037953410483243	0.010779325123739416	3	1	-0.3878697905915652	1	1
SFPQ	5.645358419529585e-4	2.009629346051682e-5	3	2	0.3874098102213509	1	1
ANKRD17	2.4183897261769926e-10	7.411302544348998e-9	7	2	0.3863067629049942	1	1
THAP9	0.003571840999032399	0.2282961364542025	4	0	0.3860521794906575	1	1
USP11	1.060557114671413e-11	0.0025480536154659957	15	2	0.3859813389137563	1	1
CIRBP	1.8913520224492548e-4	0.01366979517129474	8	1	0.3856696871183937	1	1
FAM214A	0.015322166115726604	1	11	0	0.3855016240951299	1	0.8333333333333334
ZSCAN18	0.01905726979128699	1	7	0	0.384885639161926	1	1
STAMBPL1	5.145578745990462e-4	3.5431435005940754e-5	5	1	0.3843983971186408	1	1
PPP1R9B	0.04074524723029415	0.04072414954034697	3	1	0.38361675961906155	1	1
CAMK2A	2.1428102040208562e-4	0.1570439695623901	8	0	-0.38342352628318266	1	0.8333333333333334
LOC113246178	0.015865744939665256	0.3572443045381165	9	0	-0.3833532679724431	1	1
NAMPT	3.1999602257455157e-4	0.9380589066947389	5	0	0.38324244335407226	1	1
HSPA14	3.6100706261928596e-6	3.661992827795688e-4	8	2	0.3823541056060086	1	1
GNAO1	8.40396820285967e-4	6.385131317304352e-5	3	2	-0.38209367973609304	1	1
CCDC136	8.576551920793945e-5	0.051516739893979493	4	0	-0.38207159136581054	1	1
CLK3	0.0016387150047893278	0.23737760701601232	10	0	0.3817564180148899	1	1
PBX3	0.025001491966205436	0.10795855474776316	4	0	0.38164071949877265	1	1
MTOR	4.1887047120852815e-4	0.00495524991101693	7	1	0.3814554171131226	1	1
APOOL	0.014140196423008872	0.011489851295420914	5	1	0.38138064627051316	1	1
GSTK1	7.713983633201031e-4	0.01893611681727426	4	1	0.38128552428524	1	1
FSD1L	0.012898892246232781	0.023673467941797567	5	2	-0.3812412118906393	1	1
MAN2A2	0.03484668934193551	0.037433306563455296	4	1	0.3810210804659843	1	1
SRP54	0.00697786688411794	0.3519880309641985	8	0	0.38082934354380893	1	1
ARHGAP25	0.011257125250151897	0.2051618834410278	6	0	0.380827869716039	1	1
BRMS1	0.03586897846258173	0.28341114651876687	8	0	-0.3807110636400497	1	1
PCNP	4.290694218396922e-4	0.8100063628661969	8	0	0.3806853409898879	1	1
LOC113258426	4.877626725513249e-4	0.0010936636726489436	5	1	0.3804300445957522	1	1
EPN2	0.004816381196982767	0.04504796795099373	3	1	0.3802956585044046	1	1
VPS37A	0.016211604732934065	0.14384716802275677	5	0	-0.3797973245193219	1	1
CSDE1	2.4557945759708388e-11	1	10	0	0.3794955536884833	1	1
SCARB2	8.135801769289421e-4	0	2	2	-0.37935468514256127	1	1
LOC113261698	1.5523519854443985e-8	2.241562503000338e-9	3	2	0.378815785173909	1	1
SLC8A1	0.0032789691864840214	6.637862056235973e-5	6	1	0.3787237905313104	1	1
GMPS	7.482687233998689e-4	4.880488060266393e-4	5	2	0.3786341808281414	1	1
KATNAL1	0.0028841683260203295	0.35811967505346926	6	0	0.37782785675228386	1	1
PSPH	0.002453453578318554	0.4056897953146498	8	0	-0.377557659340532	1	0.8333333333333334
SLC41A3	0.04919629809994772	1	7	0	0.3775071024532802	1	0.6666666666666666
NQO2	0.04763460205592856	1	7	0	0.3772119975770759	1	1
DDX6	0.019305744584137148	0.017128427073036932	5	1	0.37697525517145836	1	1
CUNH1orf198	4.529254258129964e-9	7.031628276941122e-4	6	3	0.3764776605712583	1	1
LAMP2	4.991263575495721e-4	0.001683150521376681	5	2	-0.37593460541373647	1	1
LOC113258594	0.04088634820559073	0.9910486130085802	8	0	-0.3757954859954234	1	0.8333333333333334
BRD8	4.419576795755768e-4	1	19	0	0.3751826504898267	1	0.8333333333333334
KDM8	0.0463775917531051	0.299185817620381	3	0	0.37500479889179567	1	1
CNKSR1	0.04821717855530472	1	13	0	0.3747753904771203	1	0.8333333333333334
THNSL2	0.004666062950445241	1	11	0	0.3747351286378776	1	1
ZNF462	0.018816999228000484	0.22595103121940444	8	0	0.37461311210316284	1	1
ATXN2L	0.01750150405997596	0.4145065026876513	12	0	0.3745878230539421	1	1
DERL2	0.0050249266295013095	0.18177758723712262	8	0	0.37446186842254275	1	1
DOCK7	0.0043583891934450706	0.5917237318246121	7	0	-0.3740136972061614	1	0.8333333333333334
IRS1	0.039658517789335365	0.10444647711327198	5	0	-0.3736996187119077	1	1
PTRHD1	0.044024122017714995	0.0075610118712225	3	1	-0.373339286276715	1	1
SLC20A2	0.0012766783865700002	0.0016425342173236523	4	2	0.3733145449729717	1	1
DCTN1	1.931724940733634e-9	1.25451114242189e-4	15	1	0.3731662454040606	1	1
LOC113262811	0.002770404111334825	0.09096300651581665	5	0	0.37301205978853047	1	1
ARHGAP35	0.0021397770906166724	0	2	2	0.3728423794974917	1	1
GPRC5C	0.020855946012039318	0.2531537135913137	10	0	0.37280154631973106	1	1
NDUFAF4	0.0017121357599704289	0.19322419971918162	3	0	-0.37190578379408146	1	1
SREK1	3.0282842247658734e-7	1.7417860033271575e-6	9	1	0.3711390661637251	1	1
HNRNPA2B1	6.926507087320862e-16	2.0168964543053193e-7	9	2	0.3710718995720263	1	1
CHIC1	0.027996568992392747	0.09760771262162865	3	0	-0.3709072249611398	1	1
ARAP3	3.349164624273731e-5	0.46353538232672425	8	0	0.3704180041030613	1	1
TIPARP	0.012163353554843938	0.003732367609893616	3	1	0.36983941472554327	1	1
UBAP2L	7.342442915335437e-4	0.10065664966851422	13	0	0.3681523866338924	1	1
AKTIP	0.0034790691659595105	0.3521576920916721	7	0	0.3681292758446708	1	0.8333333333333334
USP40	7.147401318578066e-4	0.3503913596842077	10	0	0.3680041848249586	1	0.6666666666666666
ZNF207	0.001716459046067639	0.0016017074351873178	9	1	0.3678641727078426	1	1
CTBP1	0.03694304730555434	0.0286842970025329	4	1	-0.3676317388783861	1	1
GANC	0.010408613086870896	0.4453931464551717	10	0	0.3675311889237851	1	1
CDC42EP4	0.015410660879269383	0.8461953134229102	4	0	0.36734924681161996	1	1
CTSH	0.01182856696466936	0.7772451338954428	8	0	0.36689918141039524	1	1
EPHX2	0.01443922898863825	1	9	0	0.366678174461911	1	1
ABR	3.613496279705363e-7	1.1209168546850945e-4	5	2	-0.3666299567403899	1	1
CCBE1	0.04335040419157824	0	2	2	0.3665673048919964	1	1
TRIM27	0.03046656467706595	0.1352451107594916	3	0	0.36656379197380606	1	1
LMAN2L	0.011498369299343315	0.3211090207254281	8	0	-0.36642714481909555	1	1
WBP1L	0.013529688622202708	0.9449634750512178	3	0	-0.3657494685151052	1	1
DDHD2	0.00378581073705302	0.023557244853276593	8	1	-0.3654586818465506	1	1
FBXO40	0.013193199065395988	0.008101476513947433	10	1	-0.3652303284205882	1	0.8333333333333334
RNF8	0.010365285648984849	0.4398453273719418	6	0	0.36517289235919337	1	1
VPS16	0.04343756851419795	1	5	0	0.3640015889950402	1	1
LOC113248325	0.048080046035737525	0.6054674473485928	4	0	0.3638955898247104	1	1
LOC113263699	0.004736757959460605	3.835396172731583e-4	3	1	0.36372826310082074	1	1
PHLDB2	0.011661603027128622	0.7960788849784501	12	0	0.36354302124456916	1	1
CCT8	4.1780765399268484e-5	0.048171971700108264	6	1	0.36346163853675495	1	1
SNX7	0.008729300748030496	0.0038180307221895478	4	2	0.36291771436748177	1	1
CLCN4	0.04321270609031647	1	7	0	0.3627825070356456	1	1
PHF21A	0.04286812085619395	0.21682928617748745	8	0	0.3625960735739526	1	1
LONP2	5.177477319062866e-6	3.8731880949420387e-4	8	2	0.36224524572766037	1	1
RHOF	0.02381184305318061	0.035946321863008154	12	1	0.36189899708906514	1	0.8333333333333334
CLASP1	2.8289250674277705e-4	0.005753771458604136	9	1	0.361818789836576	1	1
APBA3	0.048683305207242525	0.23996259862760605	5	0	0.36167175841075005	1	0.8333333333333334
ZNF250	0.009714020459689067	1	9	0	0.36090432049411786	1	1
SYTL2	0.0081169238307164885	0.4249693335540326	8	0	0.3608574848593453	1	1
TAF15	0.005447979475947538	0.03491212305046347	3	1	0.3607372663903392	1	1
LOC113242772	0.04438290464443059	1	8	0	0.36064250575690915	1	1
ATF3	0.010734338488104147	0	2	2	0.36046766367816163	1	1
ARRB2	0.002178989192682108	1	6	0	0.35964801538325997	1	1
COMMD9	0.036547647119116546	0.12762447017565376	3	0	0.35932112176489195	1	1
RUFY3	1.4825482997184683e-8	5.781794588981173e-4	9	3	0.3582651266358692	1	1
EPS15	9.68073890799337e-5	0.37884051883745107	11	0	-0.3581004940809057	1	1
RMDN1	0.028850200462366454	1	9	0	0.3578424044095897	1	1
EIF3B	0.007571683531338056	0	2	2	-0.35780682938100616	1	1
CCDC47	5.833677311633638e-6	9.933378174879735e-6	6	2	-0.3573163245390031	1	1
JKAMP	1.8498914189159982e-6	0.021242288139948294	10	2	0.3573108491226694	1	1
TOB1	0.00446088827078733	0.21851765780048457	3	0	0.3570069835412768	1	1
KLHL7	9.12522757833353e-9	0.04934849944099147	13	1	-0.3569635026947499	1	1
HDAC3	0.04392266570525994	1	7	0	0.3564166297054633	1	1
PSME2	0.022697519973244464	0.15044885894626536	3	0	0.35631915270185543	1	1
COL3A1	0.0030596277159030483	0.056119187026118046	6	0	-0.35629586799380886	1	1
KREMEN1	0.043497174341104484	0.08210848584959246	3	0	0.35576430218366173	1	1
DCUN1D3	0.034077109613002116	1	5	0	0.3556506349802936	1	1
CLPTM1L	0.003582291319442316	0.46687322141555293	7	0	0.35560072419629996	1	1
novelGene_LOC113270085_AS	0.005575432152763531	1	7	0	0.3555168968927667	1	1
LMBR1	0.004117926335838058	1	6	0	0.35543888550653274	1	1
UTRN	1.9059572154452484e-4	2.7850714702002962e-5	7	1	0.3552326269493358	1	1
RAPGEF1	7.700611564833484e-6	1	7	0	0.35516720005158886	1	1
RIOK3	1.4825803791656492e-4	1	11	0	0.35416863523446995	1	1
PPP1R13B	0.002770404111334825	1	5	0	0.3541309863553873	1	1
DUSP16	0.01148944020101125	0	2	2	0.3538907137881041	1	1
TIMM17A	0.010158646449216123	0.0026906840003195595	3	2	0.3537232679931226	1	1
