gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Muscle)	pct_gene_expr	max_pct_tx_expr
CCDC90B	0.0037097258518786315	0.05251420748086314	7	0	-0.20536094057345522	1	1
WDTC1	0.011006635316116757	0.03047200551165325	5	1	0.2044102626905997	1	1
DERL1	3.560813001168124e-5	0.6803632181404209	6	0	0.20381837308300105	1	1
UBXN4	0.03785314340952974	1	5	0	-0.2024808281460187	1	1
COPS7A	0.028562470435308865	1	3	0	-0.2013478384567814	1	1
CREM	2.8218368628961225e-4	1	12	0	-0.2007015828874131	1	1
NCOA6	0.015540662027607968	1	7	0	-0.19968308793951964	1	1
FAM13A	0.04266491526353051	1	17	0	-0.1990241847087005	1	1
MYLK	6.508394820412568e-4	1	9	0	-0.19810817603376055	1	1
PLA2G7	0.03234185754779561	1	11	0	0.19779166940230652	1	1
REPS1	0.015035771778694682	0.0188767264507035	4	1	0.19762679189148802	1	1
TMPO	0.03705447688432861	1	4	0	-0.19712167224044794	1	1
GAA	0.014189827421703518	1	10	0	0.1946503739579765	1	1
MYO1B	0.007385769804945507	0.06099241529256445	6	0	0.19230860175552064	1	1
ALKBH5	0.022934113965529166	0.003211596090183337	3	1	0.19034477573903352	1	1
RBMX	7.031199611951183e-4	0.05643768370924669	5	0	0.18933591132237948	1	1
RFK	0.04534569414864923	1	4	0	-0.18586919555680204	1	1
APP	0.004666799286245797	1	5	0	0.1857012659153887	1	1
GYG1	0.029190249923662235	1	5	0	-0.18568026973744467	1	1
HERC1	0.001712462100599425	0.8589429488697888	11	0	0.18496679148449144	1	1
STXBP3	0.007873424816320957	1	5	0	-0.1843154617524207	1	1
ND4	0.004337872676906374	5.599418518281214e-4	3	1	-0.18370446430080944	1	1
ASCC3	3.2978411870935665e-4	1	7	0	0.18310450958662225	1	1
KIAA0232	5.513725522315124e-4	1	11	0	-0.1820774087048341	1	1
TUT4	0.04441422346139173	1	7	0	-0.18160613661620031	1	1
FNIP1	0.004294218527235488	1	4	0	-0.1793706270026123	1	1
HPS1	0.002985921167429426	1	15	0	-0.17844219866908806	1	1
SRSF1	0.008888452408265789	1	10	0	0.17756131097365818	1	1
EIF4G1	0.012457136841286189	1	14	0	-0.175743516980104	1	1
DCAF8	7.762646846433297e-4	0.8488383308177994	11	0	-0.17445895256017702	1	1
SLC25A3	0.004666799286245797	0	2	2	0.1742530675921744	1	1
HNRNPH3	0.04899001389997072	1	10	0	-0.17104295760635033	1	1
MBNL1	9.65634122341526e-5	1	9	0	0.1702009001107164	1	1
SH3GLB1	6.41190114387695e-5	1	7	0	-0.16952141429342943	1	1
PHF14	0.020205122132166724	1	9	0	0.16865577235025764	1	1
SRSF10	0.007939072487857336	1	8	0	-0.1686166090923903	1	1
ABCE1	7.380079059735192e-6	1	6	0	0.16852757807182814	1	1
CAVIN1	3.60767572421761e-4	9.390770013300446e-6	5	1	-0.16752680467991346	1	1
VPS29	0.04001745345741205	1	4	0	0.16427111885530885	1	1
USP8	0.0011033127419276519	0.12261199829594424	5	0	-0.16387593675438028	1	1
COL3A1	0.03761482516898382	1	8	0	-0.16368172431466899	1	1
UBE2D3	1.475041900723568e-6	1	9	0	-0.16281264009551072	1	1
CPD	0.037197769947115725	1	3	0	-0.1612978470084323	1	1
PARD3	0.013254638379905408	1	8	0	-0.16114627469174028	1	1
IVNS1ABP	4.4530203247247486e-4	1	8	0	-0.16076817020296727	1	1
KHNYN	0.018026176372815984	1	5	0	0.1580685641626183	1	1
ZSCAN23	0.025783684512545788	1	9	0	-0.15662310172622235	1	1
FBXL4	0.016508871945276157	1	8	0	-0.15521746039336742	1	1
GRB10	0.044069466807644515	0.03641633086118212	4	1	-0.15385630916275161	1	1
CSE1L	0.01136398338984098	1	8	0	-0.15255697949716293	1	1
PAM	0.0040126810654368935	1	12	0	-0.1510372857025371	1	1
APPL1	0.010126679974984142	1	6	0	-0.15017208138941135	1	1
VAMP4	0.026878298866244543	1	6	0	-0.14977066445855702	1	1
IFI44L	0.031412250456033124	1	10	0	-0.14910656574405476	1	1
ARHGEF10L	0.002296716759031521	1	6	0	0.1488189413098031	1	1
GPRC5C	0.04669250927519421	1	8	0	0.14406106491551915	1	1
CCDC93	0.0027843456906312897	1	4	0	0.14012558659028695	1	1
HDLBP	0.025907099218005936	0.20829416675777132	9	0	-0.13936025414496842	1	1
TM2D1	0.025581431119491335	1	10	0	-0.13800223082993662	1	1
IPO5	8.13920667368728e-4	1	8	0	0.13747107554385118	1	1
CDC42BPA	0.02383778082070653	1	5	0	-0.13743056795136316	1	1
HSPA9	0.015607441708254942	1	5	0	-0.13383211938108797	1	1
CHTOP	0.0019437894318273473	1	12	0	-0.13186492905514538	1	1
KIF16B	0.045939814417957255	1	4	0	-0.13102761651386166	1	1
ABLIM1	1.30970400517743e-7	1	6	0	0.13100771539729447	1	1
LAMTOR3	2.70931611550191e-4	1	5	0	-0.1295303949934436	1	1
NAP1L1	0.013671079251451498	1	7	0	-0.12648480375606735	1	1
EIF4G2	0.028103267646426264	1	5	0	0.12310150738897885	1	1
PPP2R2D	0.03257753441254228	1	4	0	0.11881566025487603	1	1
CD99	0.04558272838271333	1	4	0	-0.11827140503378347	1	1
GSN	9.162072627991472e-4	1	5	0	0.11707314708256503	1	1
ARGLU1	0.042227761004065244	1	8	0	0.09376331152583768	1	1
RPL13A	0.023457681815586127	1	3	0	-0.07241476265354614	1	1
