gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Ventricle)	pct_gene_expr	max_pct_tx_expr
CYLD	2.2356507708585906e-11	0.007225134517088614	10	1	-0.2761783939784734	1	1
SAR1A	0.008338996804313442	1	4	0	-0.27527910189260585	1	1
SEC63	1.183528673285808e-4	0.11345212409991944	7	0	-0.2752680928390584	1	1
USP15	5.89132791720725e-4	1	11	0	-0.27486157057027377	1	1
ZBTB47	0.03223898198479516	0	2	2	-0.27388008951969756	1	1
PDE7A	0.01205371792306396	0.023632714325758225	5	1	-0.27345784939154605	1	1
PDCD6IP	0.016880996243402616	0.22193169237313237	8	0	-0.27344479492746665	1	1
TTLL12	9.190753829647489e-4	0.0668807344078359	5	0	-0.27294147817249326	1	1
CHMP1B	0.0010914570197942813	0.1001328473614181	3	0	0.27252615166199834	1	1
FRY	0.01688305123924119	0.1412325371710974	6	0	-0.27235222965938227	1	1
KAT2B	0.004516263884207645	0.028367335427590918	5	1	-0.2718181584485858	1	1
IDS	8.188884343137596e-4	1	5	0	0.271715623882558	1	1
LSM14A	0.0032633690946714936	0.04497246778076152	7	2	-0.27047810621435553	1	1
ILF3	4.655194012427503e-5	6.951602912643658e-4	6	1	0.2695374743148766	1	1
MFF	4.357450064651804e-12	8.171684591668945e-5	17	1	-0.2693992134509761	1	1
SLC38A2	0.006160003688764986	6.257605290738672e-4	5	1	-0.2691078350149132	1	1
STAU2	0.01883672791858573	1	13	0	-0.267750556784518	1	1
NFX1	0.03793890638196783	1	11	0	-0.2671466786650266	1	1
ZNF7	0.018061436721822085	1	13	0	-0.26701186009340605	1	1
PACSIN2	0.002360170488930511	1	11	0	0.2663792018080966	1	1
AKTIP	0.005507396209512414	0.08267632651632442	7	0	-0.26544836025142715	1	1
IRAK4	0.011670416893396594	1	15	0	-0.2647802664971638	1	1
GLO1	0.032893444242395875	0	2	2	-0.26470304800360467	1	1
TNS1	0.0022231324973746264	0.01390575348712126	8	1	-0.26457053275605624	1	1
SPART	0.033540757379211514	0.029007229316140155	9	1	0.2641468613627062	1	1
ZNF606	4.900790829906583e-4	0.0033659148669894826	5	1	-0.26413515422916034	1	1
LOC113271230	0.03248034285515945	1	4	0	-0.26384446906974307	1	1
DRAM2	0.015465240972464184	1	13	0	-0.2636333341186484	1	1
TENT2	0.01153452365529105	0.2275757194902258	8	0	-0.2631002415741258	1	1
LOC113270979	0.025395621736029467	0.7494434962081029	13	0	0.2629375568323011	1	0.8333333333333334
GPBP1L1	2.633526556755575e-4	0.2531242238520447	10	0	0.26244877924160503	1	1
DDX24	0.01595621478648366	0.008960298831146846	6	1	-0.2623166706133633	1	1
DNAJB4	0.01386694298592232	0.022588405231843578	5	1	-0.2621879534407384	1	1
MECOM	0.01817782349616566	1	11	0	-0.2618242959384443	1	1
PNRC1	0.002053114747193164	0	2	2	0.2611169140049252	1	1
MED24	0.004194308500986282	1	14	0	0.26109742326279883	1	1
ZDHHC20	0.02552206819041734	0.0010613651441887082	6	1	0.2609046370374236	1	1
GLMN	0.009614157908825527	0.46352638801736007	10	0	-0.2607737578694202	1	0.8333333333333334
DLST	0.010738907673723977	1	4	0	-0.25909396590619216	1	1
IWS1	0.016081125011003398	1	11	0	-0.258915203371832	1	1
STX10	0.041507484451096505	1	5	0	-0.2582103459952254	1	1
TSR1	1.6653625699373693e-4	0.07110700559951139	7	0	-0.2578880780167436	1	1
ATP8B2	0.013354507984939914	1	3	0	0.2575755064662004	1	1
MRPL18	0.014312836401429151	1	3	0	0.2574799926746948	1	1
PRPF39	0.03606193171142319	1	14	0	-0.25737436346822706	1	0.6666666666666666
GART	0.04462811221909206	0.782626383149898	9	0	0.25702954370679487	1	1
KPNA4	1.752869537807249e-4	6.399772122314396e-6	4	1	0.2567121160313393	1	1
PLEKHB2	1.4457298311287418e-5	0.005035054153819788	5	1	0.25608148536902486	1	1
PLEKHA5	0.045091516999871246	0.7305976372366833	6	0	-0.25429056764918734	1	1
PPP2R5C	0.021446166179813046	1	10	0	0.2540730611409099	1	1
SLC44A1	0.03806538590639734	0.0032399934843930943	4	1	0.25352706764572996	1	1
PLSCR4	0.0038464268832661885	1	10	0	-0.25334819887662574	1	1
PCBP2	2.4555028130151743e-4	0.2171103547103625	13	0	0.25255641570399856	1	1
BLOC1S1	3.5636294547279683e-4	0	2	2	0.25203052291844547	1	1
S100A1	0.020898083471159085	0	2	2	-0.2515878049985991	1	1
GTPBP8	0.02524670105829137	1	7	0	-0.250459142017592	1	1
NIN	0.04749880717023496	0.028868959920420417	7	1	-0.2504275736391561	1	1
N4BP2L2	1.981137273090229e-5	0.12420004751149825	9	0	0.24867355935721053	1	1
CD36	4.153169434270722e-8	6.4867364757112726e-6	6	1	-0.24865140780100536	1	1
LOC113249727	0.01748351460844383	0.28623952003616265	6	0	-0.24789409720308409	1	1
CSNK1A1	4.837167805332026e-8	8.830183582989217e-6	7	2	-0.24678286648976297	1	1
TIMP4	0.013759043798884282	0.05200478830382801	5	0	0.24652760020959008	1	1
CCPG1	1.3273439121543123e-6	0.0013499265621429188	12	2	-0.24621188825655144	1	1
MAP3K20	1.2371528678709337e-6	1.538886088602754e-5	4	2	0.24592767619007266	1	1
RREB1	0.04339503972871305	0.8562146585892578	7	0	0.24582327976176355	1	1
CNTRL	0.0010973424321770264	1	7	0	-0.24536915413605054	1	1
CLCC1	4.59691806211026e-4	1	15	0	-0.24437162587218955	1	0.8333333333333334
AP2A2	0.0025790174776750283	1	6	0	0.2442630654237968	1	1
BZW2	8.161542064956403e-9	1.9713262176624617e-7	3	2	0.24313923751918978	1	1
CPSF1	0.021698629942878304	1	13	0	-0.24311086639154184	1	1
GOLGA4	3.6472616559514934e-21	4.208229869687473e-7	6	3	0.24303041195309955	1	1
TTN	1.1937275228365283e-22	0.0011652647137400628	18	1	-0.2429816329767199	1	1
BNIP2	0.0026195195004362188	0.03931851726437155	5	1	-0.24155830090638697	1	1
ISCA1	0.021923708195893676	0.02769247030811793	3	1	0.24143516739305027	1	1
ITSN2	0.023777912318921374	1	9	0	-0.2406967604309047	1	1
RENBP	0.02483812384444241	1	6	0	-0.23981760130495777	1	1
PPP2R1B	0.01817473302321161	1	12	0	-0.23880451466757757	1	0.8333333333333334
DDX59	0.04187177578267087	1	4	0	-0.23738469171780374	1	1
MTMR6	0.02180086691996351	0.19285740276740174	6	0	0.23663242923672068	1	1
IFT52	0.011924593492236868	0.13434706605523694	6	0	0.23631994676012485	1	1
LOC113258542	0.043162567060000975	1	13	0	-0.23502602842046127	1	1
STX17	0.03006236259951085	1	8	0	-0.23496034115304076	1	1
FXYD1	4.824713515276752e-5	0.0038027641857079813	4	1	0.23463791881552665	1	1
DARS	4.589818109171032e-5	7.33416145147966e-4	8	1	0.2341973724340406	1	1
HSDL2	2.984001170841514e-7	7.031292517518013e-4	6	1	-0.23383238969224152	1	1
CLK4	1.1215678243274701e-4	1	21	0	-0.23359777720744615	1	0.8333333333333334
CANX	2.2581512625788157e-9	7.790831835573044e-5	6	1	0.2333599007314603	1	1
PHLDB1	0.010765519372198006	1	10	0	-0.23334014498090924	1	1
EFR3A	0.04258953518513472	0.026270146788051237	8	1	-0.23259439939197427	1	1
RBM14	0.04712382788433926	1	6	0	0.23247950010861965	1	1
BIRC6	0.002463890094936118	1	9	0	0.23246164230107513	1	1
CEP63	0.002218450905163737	1	12	0	-0.23197701514826374	1	1
PDIA3	0.03148278831662247	0.002504224776716807	4	1	0.23130253748015384	1	1
SYNCRIP	0.01595621478648366	0.019414442269088464	5	1	-0.23097251335953373	1	1
RPS6KA3	1.0283433417642422e-4	1	9	0	-0.23041263423518063	1	1
PXMP2	0.03935950895736106	1	3	0	-0.22994983383159262	1	1
TSPAN12	0.0012596755805546834	1	15	0	-0.2291081993816313	1	1
UBR5	0.015465240972464184	1	6	0	0.22866019036042068	1	1
LOC113267793	1.9684895800640612e-4	7.093117764320879e-4	5	1	0.22859800217567927	1	1
CPT1B	1.298623368579416e-4	1	12	0	0.22817140336292038	1	1
VLDLR	0.0066056577501764704	1	6	0	-0.22750255073545222	1	1
TMEM182	0.04729126412671355	1	4	0	-0.22705245252224415	1	1
IDE	0.002713362315747823	2.4791980036391814e-4	4	1	0.22653024992093596	1	1
TMF1	0.048057403052799784	1	6	0	0.22647177118720252	1	1
DIS3L	0.032409704181018933	1	4	0	-0.22639664285393146	1	1
ABCA5	0.028690868957379476	0.2944338502927076	6	0	-0.22466930227074003	1	1
FAM219B	0.02829081240538033	0.10598841513875562	9	0	0.22380705860443842	1	1
LOC113254434	3.800005364149474e-4	0.3640301317688939	14	0	0.223456632772018	1	1
TTLL7	0.01874002959548276	1	5	0	-0.2230534539538374	1	1
COPS3	0.030704335225516077	0.8811254705535908	5	0	-0.22255272093279094	1	1
USF1	2.9135836998103444e-4	1	16	0	-0.2224722721830721	1	1
AKAP13	0.03369765722803199	0.9688006747994115	17	0	-0.22233067520679023	1	1
SERBP1	0.010233772423621742	0.0016659520872824404	4	1	0.2212644304412878	1	1
SLC25A11	0.013557409147542101	1	4	0	-0.22112639733321648	1	1
JKAMP	0.03696034233568941	1	9	0	-0.2210057370234924	1	1
INTS10	0.022302516794252727	1	10	0	-0.22044592067097057	1	1
SOX6	0.04111728019609781	1	13	0	-0.2204418149269365	1	0.8333333333333334
HSP90B1	2.45718962838838e-11	8.240314119114166e-8	4	1	0.21994013738354729	1	1
NFE2L1	2.3663849320960044e-7	2.7125443312560244e-6	6	1	0.21987050306471323	1	1
SDHD	4.627730423426925e-6	2.073929478426731e-6	4	1	-0.21892705140853563	1	1
BTRC	0.0010725840777791372	1	7	0	-0.21890792312854443	1	1
ABCC9	0.032251293596398084	0.6781902829304816	15	0	0.21857213714094917	1	1
FAM120B	0.028589451067567533	1	14	0	-0.21851026064226525	1	1
UBE2D3	3.2571088490319445e-4	0.8087089911113787	9	0	0.21832277324302385	1	1
BAG6	0.002360170488930511	1	19	0	0.21592773545234764	1	1
RETREG1	2.4920452471900966e-4	0.18947338846680853	6	0	0.21550684950653148	1	1
ERBIN	7.929618443963722e-4	3.6016545711251356e-5	5	1	-0.21464976361689952	1	1
OSBPL8	3.150101530545883e-6	0.172347565620349	14	0	0.21369048449791117	1	1
MEF2C	3.447560130779734e-4	0.08124057706548002	15	0	0.2133955654719175	1	1
RRN3	9.335544650902064e-6	1	3	0	-0.21303482558105621	1	1
IFI44L	0.016334640323697643	1	13	0	-0.2130096081872346	1	1
M6PR	0.04144242936001848	1	3	0	-0.21174085423209577	1	1
MEIS2	0.01595621478648366	1	5	0	0.21126033555688906	1	1
LTN1	0.009667846239208829	1	10	0	-0.21085838750947736	1	1
CELF2	0.03806538590639734	1	8	0	0.21080189479166656	1	1
SUMO3	0.04339503972871305	1	4	0	-0.21077705275513292	1	1
ANXA6	2.152423047239688e-4	1.1360540817181597e-5	5	1	-0.21019132328545365	1	1
DMD	0.010736296237666096	1	11	0	0.21001082991393197	1	1
SLC20A2	3.975890326304104e-7	1	5	0	0.20982131742385426	1	1
PEAK1	0.016733390538875098	0.10211203723164587	14	0	-0.20974537129797466	1	1
TBRG4	0.00610069081296738	0.14864791945286696	5	0	-0.20713093320285894	1	1
BCL2L11	0.01069101084146539	1	14	0	-0.20629579527907438	1	0.6666666666666666
ANGPT4	0.04749880717023496	0.3599423552353248	4	0	-0.20607199186621783	1	1
NTAN1	9.190753829647489e-4	0.046592842127168604	6	1	0.20577154397591488	1	1
PPM1A	0.013557409147542101	0.002810567702152358	4	1	0.2050695073825678	1	1
FAM217B	0.04371235355336064	1	3	0	-0.20441116194146453	1	1
ZMYM2	0.019395995197092328	1	9	0	-0.2015722033401975	1	1
PHYHD1	0.041174744128975115	1	8	0	-0.20143633102256697	1	1
ARHGAP12	0.012234390860402556	0.13530764163820244	7	0	0.20109257834743371	1	1
DST	3.205854349684413e-13	0.03218496209843058	17	1	-0.2008359461736981	1	1
LOC113246573	0.03148278831662247	1	15	0	-0.19858956856930432	1	0.8333333333333334
NDUFS2	1.183528673285808e-4	3.3119154573431174e-4	7	1	0.1983143346880375	1	1
HNRNPH3	1.5538672159650065e-5	1	9	0	0.19824748530789907	1	1
LOC113244843	0.0013594620980203376	0	2	2	0.1976522021310697	1	1
ACOX3	0.03144325929390544	1	6	0	-0.19690054400183288	1	1
ZC3H11A	0.029294535076785606	1	17	0	-0.19686282633927168	1	1
MRPL15	0.011984174032977319	1	8	0	0.19623310799162008	1	1
GNB4	0.038973106191563106	1	4	0	0.19617485346802188	1	1
LOC113267549	1.6994207044102265e-7	3.968136465216834e-7	4	1	-0.19474715989718552	1	1
UCHL5	0.003446417463149902	0.9347010801717619	5	0	0.19298683739127132	1	1
TAOK2	0.025019547232433242	0.5182157192932184	7	0	0.19255073504286752	1	1
SCP2	1.7811098378188663e-7	7.749775068566244e-5	4	2	-0.1902099354777207	1	1
DAPK3	0.026134005402205375	1	3	0	-0.18996983340152662	1	1
CMC2	0.027411380050612714	1	10	0	0.18991486690515177	1	1
ZNF514	0.04861931407928427	1	12	0	-0.1893761400879409	1	1
ERI2	0.010773201571473032	0.07837744830998866	8	0	-0.1891401590794738	1	1
HADHB	0.01874002959548276	1	9	0	-0.1881008649092919	1	1
YBX1	0.022218253079920643	0	2	2	0.18757224252562832	1	1
NBN	0.0031810446289094363	1	11	0	-0.18712716261971335	1	1
HNRNPDL	6.60877791220679e-4	1	6	0	-0.18710206974225352	1	1
CHTOP	0.008831217791607008	1	16	0	0.18677525003169448	1	1
ND5	0.01874002959548276	0	2	2	-0.18661362898698478	1	1
HDLBP	9.285387515845706e-7	5.488688450140152e-4	8	1	-0.18656903926184104	1	1
AP1S2	5.182086042076061e-7	1	5	0	0.18595665284941382	1	1
NNT	0.0015391836088741232	0.008837155019210044	7	1	-0.18290992840621084	1	1
LOC113261698	0.018620068621052664	0	2	2	-0.1815784119638253	1	1
CLTB	0.028556642238384885	0	2	2	0.18146645309879217	1	1
PPHLN1	0.007629139972254864	1	13	0	-0.1809881828465916	1	0.8333333333333334
BROX	0.027051362530083587	0.5708547044297904	14	0	0.180652986525614	1	1
RBM22	0.0012872312141265722	1	7	0	-0.18045187433944732	1	1
PSMA3	0.003966595014527763	0	2	2	-0.1804197886082154	1	1
MPDZ	0.038973106191563106	0.15670637064428075	11	0	0.17888813110247762	1	1
RNF141	9.418428590817475e-4	1	9	0	-0.17854542729714498	1	1
WIPI1	0.00349177757834949	1	6	0	0.17786300126019744	1	1
LOC113245319	0.023862455346695698	0.5613283885307282	5	0	0.17782048948247126	1	1
DDX5	0.002689390393576707	1	8	0	-0.17735977384554635	1	1
IPO5	1.426741945136005e-4	1	8	0	0.174203454349941	1	1
NAMPT	0.0034564539979258795	0.0074113509244388715	5	1	0.17320832720287094	1	1
FYN	0.049066057505215456	1	5	0	-0.17248124811992013	1	1
PAFAH1B1	1.2690705782775214e-5	1	7	0	-0.17202852075813074	1	1
PAM	1.652092478044581e-17	1	13	0	0.17182875228199196	1	1
PYGM	0.04265447892930588	1	9	0	0.17139332140239405	1	1
LRPPRC	0.028641704629309192	1	5	0	-0.17046801513419513	1	1
ABCE1	0.004423905837122129	0.31749634958300954	7	0	-0.1700987896190732	1	1
ANO6	0.004007269230665901	1	3	0	0.16978009595929572	1	1
BUB3	0.043731270411667876	1	6	0	0.16970179472379826	1	1
LOC113256842	2.633526556755575e-4	1	3	0	-0.1667885964493277	1	1
PARK7	0.03248034285515945	1	4	0	-0.16633653306579932	1	1
YWHAE	3.8352167595237114e-9	1	4	0	0.16578549508624266	1	1
PLA2G16	0.004312623221731051	1	6	0	-0.1657634939322058	1	1
ADAM33	0.005678996039380604	1	10	0	-0.16541581272725842	1	1
HPS1	0.02374446872953868	1	17	0	-0.16517054241893436	1	0.6666666666666666
HERC1	0.021429857423094705	1	10	0	-0.16512589908148234	1	1
GHITM	0.01316542861872801	0.1982295493007294	3	0	0.16510284117240182	1	1
IVNS1ABP	0.011235573474290378	0.0013520785094377815	8	1	0.16489599452736234	1	1
PPP4R3B	0.018620068621052664	1	6	0	0.16422241799654558	1	1
BRWD1	0.022765018147224966	1	3	0	0.1630447212636652	1	1
SLC25A3	5.321538688137094e-9	0	2	2	0.16224639013283815	1	1
TLN2	0.01688305123924119	1	11	0	-0.16223907807382726	1	1
PTEN	0.01595621478648366	0.0019877585797995504	3	1	-0.16069885885538848	1	1
SLAIN2	0.028333160945431958	1	5	0	0.16069434795198892	1	1
LOC113249039	0.02256419578498034	0	2	2	0.15888805150562058	1	1
SIRT3	1.674502609055129e-5	1	9	0	0.15862441299654861	1	1
SKP1	0.0391755447621595	1	4	0	-0.15728531319804806	1	1
PDE3A	2.940291725298766e-4	1	3	0	0.1569089809935572	1	1
AZIN1	0.0032526343444960297	1	7	0	-0.156685692289505	1	1
SNX14	0.014961378708977565	0.8999773730811488	16	0	-0.15660632155330953	1	1
CCDC90B	0.0012160402683744694	1	5	0	0.15637041328431509	1	1
FUBP1	0.043793617606611344	1	11	0	-0.15513983068857723	1	1
PDE1C	0.0354141195074653	1	4	0	-0.1544819996595678	1	1
RAD21	0.001971644122484057	0.12397079064038452	10	0	-0.15402154513448035	1	1
EEF1G	0.03148278831662247	0	2	2	-0.15238700738134414	1	1
MIA3	6.235072152457601e-8	1	8	0	0.14917747583462151	1	1
RAB14	4.714711597974938e-4	1	6	0	-0.1485799670599046	1	1
MGST1	0.04837415411666624	0.31272363273419523	3	0	-0.14725169617460507	1	1
ITSN1	0.017814566909992082	1	10	0	0.14171365056136917	1	1
MATR3	0.002901533920611884	1	6	0	0.14032509489781453	1	1
TJP1	0.04827153309345667	0.5085505771876242	10	0	0.13899477667891974	1	1
ZNF573	0.04636876612119302	0.3444180037215898	8	0	0.1385442183296564	1	1
HSPA9	0.0017096944192014042	1	5	0	0.13615078803082023	1	1
MPRIP	0.002263337318301743	1	4	0	-0.13036183512014302	1	1
ACTG1	3.909851799631247e-4	1	3	0	0.12731737234534013	1	1
GSN	0.010736296237666096	1	6	0	-0.12306574630957824	1	1
CDC42	0.001063734980847414	1	5	0	0.12265108087172907	1	1
ADIPOR2	7.538191308148188e-6	1	8	0	-0.1220218879533288	1	1
CPD	7.868521398907516e-4	1	3	0	-0.12100460931385726	1	1
VIM	0.009686722473323162	1	3	0	0.12065121912009469	1	1
BNIP1	0.004380662746468302	1	6	0	-0.11891746582842644	1	1
UGP2	0.02256419578498034	1	9	0	-0.11641571751021895	1	1
TPT1	3.177670452773123e-8	1	4	0	0.11633457724528458	1	1
BPTF	0.02675231842586713	1	8	0	0.11357106267020109	1	1
LAMTOR3	0.009022983021490377	1	6	0	-0.1106461339232284	1	1
SPTBN1	3.800005364149474e-4	1	5	0	0.10720898669129053	1	1
NAP1L1	6.4814498606439986e-9	1	8	0	-0.10048119189974597	1	1
DOCK1	0.04052865383607431	1	8	0	-0.09771195426707224	1	1
VCP	0.018863500881318683	1	6	0	-0.09548658262422838	1	1
GALM	0.002680230254243678	1	4	0	0.09496988237330718	1	1
LMNA	0.009433301539294107	1	4	0	0.08835632592341294	1	1
LOC113246846	0.036091733417401274	1	3	0	-0.08784128147643173	1	1
RPL13A	0.0012953877902084259	0	2	2	0.0852226845459918	1	1
LOC113249364	0.046478143913884704	1	8	0	-0.08514892639207472	1	1
TMED2	0.04831773407157762	0	2	2	0.07140801920700401	1	1
SDHA	0.022218253079920643	1	5	0	-0.07123765356638949	1	1
ACAD11	0.0189928067160224	1	5	0	-0.07116123749994596	1	1
HSBP1	0.04751106879028749	1	5	0	0.06652184951826728	1	1
