gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
LAMB2	4.700959689653759e-4	0.20794216339638222	8	0	0.3246778968751654	1	1
LAMC1	0.01293356188472509	0.0010315655106958577	3	1	0.3243043273731055	1	1
GPD1L	0.008044429101245176	0.1475197666508256	6	0	0.3237397700018766	1	1
TOMM20	0.0471997856507715	0.036851654412219575	4	2	0.3236265966898758	1	1
SLC16A9	0.023610632488411654	0.13666011186334995	3	0	0.32312849516513065	1	1
ARFGAP2	0.011601788473042109	1	12	0	0.3230150825141036	1	1
ADD1	1.48019820769853e-4	5.963057129687573e-5	5	1	0.3228712865432722	1	1
RAD21	0.022160982523910196	0.21738282760014402	9	0	-0.3217105867705343	1	1
ZNF485	0.04841681770523235	1	7	0	-0.3214743265996827	1	1
ATRX	0.01537882825431645	0.025015506286957926	10	1	-0.32115761884196903	1	1
PARP6	0.012597523824202775	1	10	0	0.3206693057079715	1	1
ZNF217	0.03575870853005708	1	3	0	0.3204678566001293	1	1
SPATS2L	1.0046600537814867e-5	0.026837431664172618	7	1	0.32025908983956913	1	1
RCBTB1	0.015564260047980902	0.4883344007998504	6	0	0.31976540222057803	1	1
NISCH	0.014058213885921449	1	5	0	0.31941960551250126	1	1
TBL1XR1	0.025704121094046285	1	10	0	0.31937830184843274	1	1
SH3TC1	0.013801935909758393	1	7	0	0.31909888063660263	1	1
PCF11	0.011696618194624538	0.0824319995373143	6	0	0.31858810213037253	1	1
TTC3	0.001959056700375133	8.931328566193389e-5	12	1	0.318553622448831	1	1
FAM131A	7.547044875372293e-4	1	5	0	-0.3174794690714557	1	1
CHD9	0.020545474384627758	0.0021882471655084268	9	1	-0.31745257871728255	1	1
CSTF1	0.0058822116136651266	0.8614981412821493	6	0	-0.31676637767138943	1	1
VRK3	0.029535290266663815	1	8	0	0.31664649670173256	1	1
CUNH2orf42	0.032962398599992206	1	9	0	0.3164722894439977	1	1
ERI2	5.020318378989187e-4	1	9	0	0.3158600744872636	1	1
PTEN	4.904709018681347e-4	0.07452633670668225	3	0	-0.3157179004926691	1	1
SPARC	0.02115465089925089	0.2578175075800312	6	0	-0.31537219045746767	1	1
THRAP3	2.2725472289620235e-4	7.581004703694076e-4	7	1	0.3153560993506374	1	1
CCDC47	8.671227978697238e-4	0.0057319988275311646	6	1	-0.3152272540393537	1	1
MNAT1	0.012555400465236894	1	4	0	0.3150252276158069	1	1
FAR1	8.209332441256697e-4	0.3194940211611695	9	0	0.314588328771788	1	1
TMEM43	1.3415388870152128e-6	0.0010025704325962786	5	1	0.3143867965806872	1	1
ACSL1	7.324235544572563e-8	0.013380129103365525	14	1	-0.3142933829119883	1	1
TMEM260	0.025704121094046285	0.10488972253843858	4	0	0.3138551797036998	1	1
LMNTD1	0.040876565463524986	0.05506785058088743	10	0	0.31333363635163963	1	1
MAPK14	7.021116406766633e-4	0.0026420386649278174	13	1	0.31328741836848584	1	1
GTF2IRD1	0.013716997579458705	1	4	0	-0.3124320402055014	1	1
LOC113244742	0.017601409868668507	0.5957808513967869	9	0	0.31110407259340506	1	1
DMPK	0.020731152657018113	1	9	0	0.3105954724562372	1	1
DDOST	0.01970223386284419	0.006767373615208565	4	1	0.3104573844913322	1	1
SLC35C2	0.02971924578985109	0.36162860720828977	11	0	0.30999876056537395	1	1
ARMC9	0.011282286928934862	1	9	0	0.30961427128002345	1	1
RRBP1	2.268459890352812e-5	0.26407436676847246	11	0	0.3093108375733471	1	1
PUDP	0.0032959370891230506	1	9	0	0.3088274379437089	1	1
BET1L	0.021150153203684095	0.23440226676247766	7	0	0.3087093995079491	1	1
CORO1C	0.0074696151819801885	0.06037893148104965	5	0	0.3084826435857786	1	1
CPEB3	0.010212188696267766	0.004493827534442769	5	1	-0.3082359935513964	1	1
FMO2	0.0010621667229950829	0.3514254008658144	8	0	0.30821497465285913	1	1
HBP1	0.02187361508024168	1	8	0	-0.3079104893064684	1	1
PXN	0.017601409868668507	0.5647067544062794	9	0	0.3071248639683686	1	1
YME1L1	0.0034846783800989776	0.050423464570922394	8	0	-0.3057797529611876	1	1
HIBADH	0.00825314597986445	0.23792999308309187	10	0	-0.305339506351717	1	1
MAP7D3	0.015352431794082827	1	9	0	0.3042301750960179	1	1
PLEKHB2	6.466307378901479e-4	0.007887153775658129	7	1	-0.30416936696435026	1	1
LOC113251315	0.0014121663800105452	0.5175109895642148	13	0	0.30258486486476566	1	1
SLC25A36	0.0028295771312599285	0.011956915008618112	8	1	0.302567603388727	1	1
CCDC102B	0.007880950625897883	1	10	0	0.3023689226316545	1	1
ENOSF1	0.013065741305981593	0.03849399026521473	6	1	0.30218742859885117	1	1
ZSCAN22	0.0020006768813975884	1	8	0	0.301327273284979	1	1
PAPOLA	0.02277280002355336	0.08603480613932547	11	0	0.3012821301440765	1	1
TIMP2	0.008448817543199929	0	2	2	-0.30114757046411067	1	1
AP2B1	0.044494802222951546	0.015267731809602154	5	1	0.30078026950950343	1	1
THOC2	8.841937959972164e-8	0.13919487496130542	11	0	-0.3003543838441144	1	1
PBRM1	0.034111931915193794	0.05385483203311193	7	0	0.2999041453507089	1	1
TANC2	0.003535150563552641	0.11017345545830563	7	0	-0.29954325108317914	1	1
ADK	0.008168549786320152	1	11	0	-0.29920281839213225	1	0.75
ARHGEF12	0.03922758093035311	0.01530062982121356	4	1	0.29917299846995055	1	1
AZIN1	0.006899891495152155	0.8807734069016453	9	0	-0.2990668717804032	1	1
SYTL2	0.008458449561893112	0.6049697972007795	8	0	0.2983404136092064	1	1
HNRNPF	0.012420536297663487	0.3648451594143544	11	0	0.2975179910477903	1	1
GHITM	0.010871006946646859	0.03249174286910451	6	1	0.29691137132042383	1	1
RUSC2	0.005394261990133259	0.41783130249176476	13	0	0.295907749933046	1	1
SRBD1	0.03806580026391995	1	7	0	0.29539433787482255	1	1
SLC20A2	0.04688782752496538	0.5094731717761436	4	0	0.2952872094634577	1	1
MIER1	0.032486309841697474	1	12	0	0.29491722784490815	1	1
TNC	0.03585942857921253	0.006091877610921206	4	1	0.2946464721114169	1	1
KANK2	0.04154328663526902	1	6	0	0.2943447913203991	1	1
TMX1	0.029640567767554398	0.07594426768924874	6	0	0.29382282046447283	1	1
G3BP1	0.030785175408892872	0.12217618430056494	5	0	0.2935738124854752	1	1
GPR108	0.03273159654183804	1	7	0	0.29353609362777155	1	1
CD93	0.021066688507455602	0	2	2	0.2934204548543027	1	1
HPS5	0.04791396707930898	0.14867721694807393	12	0	0.2928192220687595	1	1
MAP4	0.027187665030363767	0.09105066458161529	11	0	0.29272879597855606	1	1
IPO7	0.024775312866612907	0.05393649785045431	7	0	0.29268679307438056	1	1
GLO1	0.023374001145987963	0	2	2	0.29214852808256153	1	1
STAU2	0.0180148473019329	0.38525797935390055	9	0	-0.2911845095745882	1	1
RAB11FIP3	0.03139826536946667	0.0025626845106219943	5	1	0.2902565862371572	1	1
EIF4G2	2.478464494928185e-4	0.021044020334308057	6	1	-0.28936794142045025	1	1
SYNE1	0.022160982523910196	0.5101257177651818	8	0	0.28925968933001395	1	1
CLSTN1	0.019476771329815703	0.1860443133264092	8	0	0.28842980214809233	1	1
PAH	0.006761991495280788	0.2623192768820032	6	0	0.2880978848101856	1	1
NID2	1.0611381990030663e-8	1	7	0	-0.28788535560006434	1	1
PARN	0.03810518549354483	1	7	0	-0.28502992084041456	1	1
GK	0.0302848335699471	1	7	0	-0.2842309546108359	1	1
EPB41L2	1.6738984237262084e-4	0.09331638947107018	10	0	0.2839587422490286	1	1
MEF2A	0.028660907960971132	0.22209206874737536	8	0	0.2834364760958943	1	1
MIA3	5.240023837677302e-7	0.3892784114508626	12	0	-0.28311837845527543	1	1
CUNH4orf19	3.620754000259273e-4	0.02848125929420402	8	1	0.28275322990070473	1	1
DNTTIP2	0.03503989797569481	0.34363792033882673	4	0	0.2827126311359386	1	1
MAP2K5	0.033266008677955594	0.06324017045459861	6	0	-0.28197453870841016	1	1
PABPC1	7.324235544572563e-8	0.17075239700217693	7	0	0.2805013015845835	1	1
SORBS2	4.3857647111070436e-4	0.0912136486979159	10	0	0.28005878537020445	1	1
COL4A4	0.0471997856507715	1	7	0	-0.27973224197626273	1	1
NMI	0.006545956856407992	0.2702967480746288	10	0	0.27921775807470456	1	1
PPP2R5B	0.02560787748115947	1	7	0	0.2781032241742983	1	1
SMARCA2	8.997016347368073e-4	2.9324992598702315e-4	10	1	0.2780676217257575	1	1
CDC5L	0.006543516817571013	3.581654853479678e-4	3	1	-0.27797570530107973	1	1
NEURL4	0.03989031110302823	0.8541839698671219	3	0	0.2776235611532445	1	1
SERINC3	4.537121895561793e-9	2.4760690142354435e-5	7	1	0.27740932268940116	1	1
DTNB	0.012172808674547557	1	9	0	-0.2771215140725474	1	1
MAST4	0.017884542871295525	1	4	0	-0.2763618386576551	1	1
HECTD1	4.540298961683576e-4	0.59905311910057	9	0	-0.2762711818694514	1	1
CNTLN	0.009826245036017558	0.8477814374425934	7	0	0.27624538640239	1	1
SNX14	1.988007240956875e-5	0.05543319815254221	17	0	0.2751331422040357	1	1
EMP1	0.011957300635280282	1	4	0	-0.27495230152955263	1	1
SECISBP2L	0.0012208330045283854	4.081938455359544e-4	6	1	-0.2740229427444023	1	1
CEMIP2	0.013852904601569611	0.8541186552302623	10	0	0.27389289063105227	1	1
TTC38	0.020545474384627758	0.12474724979826284	6	0	0.2735995665854407	1	1
TDRD3	0.026441770071217847	1	9	0	0.27301459843595477	1	1
STOM	1.7446172312212417e-7	3.4691997793410864e-4	9	1	0.2714036994637165	1	1
ATP11A	0.007037880224555328	0.26579929727779184	10	0	0.27080008222163976	1	1
PICALM	9.401065609037539e-7	1.1990315898434302e-4	7	2	0.2696590450241238	1	1
PHKB	0.003323577602211606	1	15	0	0.26863274410297994	1	1
MPHOSPH8	0.023374001145987963	0.08050322877980225	5	0	-0.26855421619017866	1	1
LOC113242772	0.0014995372280195733	0.03583760602866337	8	1	-0.26758884616009315	1	1
SEMA3B	0.049076970257432635	1	6	0	0.26624116176745494	1	1
SKAP2	0.041227629745291906	1	8	0	0.2659393102333226	1	1
STX6	0.023333222008710918	0.20581985271738903	6	0	0.26572729688239083	1	1
RAPGEF3	0.01708977903078798	1	13	0	0.26534656902799764	1	1
PRKAR1A	4.975579656233914e-5	8.45900264087107e-6	6	1	0.26531618774477733	1	1
PPP4R3B	7.021116406766633e-4	1	6	0	-0.26477194901858375	1	1
ALDH9A1	0.014600722276636814	0.009393934777012239	6	1	0.264679676265387	1	1
HNRNPDL	0.03458778813202644	0.7839648660892133	7	0	0.2644488734914259	1	1
HSD17B6	0.030785175408892872	1	8	0	-0.2642861595116311	1	1
ANXA6	0.025151942656365597	0.27178717607052144	5	0	-0.2642501492344737	1	1
CA12	0.005423333354246908	0.01503156199842323	4	1	0.26377447460435494	1	1
NECAP1	0.0060819493326062	1	7	0	0.26363042605994214	1	1
GFM2	0.04555696570441757	1	13	0	-0.2635425414781095	1	1
NADSYN1	0.02404815727297549	1	11	0	0.26333485679600055	1	1
MTUS1	3.266664704850758e-5	0.9995523329204477	14	0	0.26259628158117604	1	1
DCUN1D1	2.454318720941329e-4	0.021867264518068207	14	1	0.26246739760652593	1	1
AMZ2	0.004672543822715516	0.004234853101012279	4	1	-0.2614733998234111	1	1
GPATCH8	9.565516579946637e-4	1	4	0	0.2614613360272973	1	1
ARMT1	0.02404815727297549	1	7	0	0.26111652633028076	1	1
DDX41	0.016693366231387976	0.9429332865561731	13	0	0.2596303221866778	1	1
PEPD	0.01832370985546872	0.5815321627853316	5	0	0.25876166050885874	1	1
TARS	9.578159164986377e-4	0.007499000654693704	7	1	0.2577941547715692	1	1
CXCL12	4.0091214021122724e-4	0.1963127980571083	4	0	0.2577181160395473	1	1
HNRNPL	0.046761539472642735	0.7916698797974022	6	0	0.2567929158187153	1	1
TUBGCP3	0.019546620066684648	1	12	0	0.2560917097791771	1	1
STARD9	0.02807091559194947	1	4	0	0.25603374123856526	1	1
TEX10	0.0014046153381871008	0.06810415602998884	8	0	-0.2557574219628852	1	1
ATP11C	0.04369369761525356	1	5	0	-0.2551398945137697	1	1
BTBD1	0.0060819493326062	1	4	0	0.25507363713441883	1	1
PKP4	6.0495282124454626e-5	0.0057889614361364625	8	2	0.25457973749651924	1	1
GNAI3	0.027194690886512652	0.015008739344788148	4	1	-0.25438849423211474	1	1
TRAP1	0.042160358699527674	0.5080248144250675	11	0	0.2543253187577087	1	1
SRRM1	0.03691051929114761	1	12	0	0.253722594663533	1	1
TMCO3	0.022276063760025073	1	14	0	0.2536740061885642	1	1
PPP2R5C	7.102012672612755e-6	0.49135500230535734	15	0	0.2536030916789952	1	1
COL12A1	0.004813922663059685	0.22659118566975386	7	0	0.2530901611616647	1	1
HSD17B11	0.008168549786320152	1	4	0	0.2526267788484495	1	1
LOC113261047	4.745894957697286e-4	0.1769367277722029	6	0	-0.25149721981146844	1	1
WDR75	0.03311923887498922	1	9	0	-0.25136602691575777	1	1
RPL11	0.030820061442310698	0	2	2	0.25077992250353354	1	1
ATG13	0.006878129233896141	0.5359320909499155	12	0	0.25057382148134444	1	1
PEX11A	0.030334307677021003	0.8355287638667451	7	0	-0.25032677134587367	1	1
ZFAND5	0.013099791996949604	0.09100484800095104	5	0	0.2501212067130322	1	1
LOC113248518	8.209332441256697e-4	1	17	0	0.2501040294142134	1	1
LOC113252091	0.02821492584619255	1	8	0	0.2500563149086037	1	1
LMO7	0.025704121094046285	0.4972771242138236	9	0	0.24911231076293297	1	1
PSMC1	0.013386074761397004	0.23101392270376989	6	0	0.2489527449210931	1	1
VPS26B	0.04135517409780936	0.4745402031983071	4	0	0.2477394168872417	1	1
P4HB	0.010527256171657173	0	2	2	-0.24766227256936646	1	1
MIA2	0.02961567611090617	0.08916840618281488	9	0	-0.24720121466288628	1	1
HNRNPA1	4.509725185013104e-4	0.003629049629824286	6	2	-0.2470145600130001	1	1
FYCO1	0.03995366739977787	0.34886970022192765	5	0	-0.24697161643389276	1	1
TCF7L2	0.019894169829048566	1	13	0	0.24667725331168566	1	0.75
GCLC	0.002367742242300518	0.0243408929586318	4	1	-0.2464540683368863	1	1
ATL2	0.03511884626801419	1	9	0	0.24579632856577932	1	1
APBB3	0.04095586249790682	1	11	0	0.24560658309141828	1	1
PKIA	0.0477954397307682	1	8	0	-0.24507379276343455	1	1
LOC113244112	5.316380197885672e-4	0.14420126145092924	7	0	-0.2448221341413691	1	1
ACTR3	0.01162085491195585	9.006164809410511e-4	4	1	0.24466113322683514	1	1
LAMA4	4.975579656233914e-5	0.016286384596220838	9	1	-0.24430436401485134	1	1
FAM120B	0.004836037537997121	1	12	0	0.24417366930317336	1	1
TMEM72	0.04695269989534818	0.019141556691706807	4	1	0.24381022452103637	1	1
DENND4C	0.04693748791016432	1	5	0	0.2437693079505487	1	1
LOC113246261	0.008353839491612157	1	10	0	0.24362529965311966	1	1
RNF10	0.04996755466104709	0.7143706262384644	6	0	0.24290677465105814	1	1
SH3BGRL2	0.007037880224555328	0.9252137228270162	4	0	-0.24288256952825527	1	1
APBA3	0.04177573797920135	1	5	0	-0.24207067705422983	1	1
APPL2	0.020545474384627758	0.2079930180308205	14	0	0.24195071646845434	1	1
PRPF3	0.013119617148734488	0.6190421372648209	15	0	0.24178822650203785	1	1
ADGRF5	5.240023837677302e-7	0.07030422934067694	6	0	0.24073107392180026	1	1
CNBP	0.032486309841697474	0.11603332358337021	9	0	0.2403241471457747	1	1
ABI1	0.01222986632450102	1	11	0	0.2401423361172977	1	1
JCAD	0.028214722770283085	0.012093522520610408	3	1	0.2398037418551209	1	1
FAM172A	0.025221165438077703	0.6063575456398015	9	0	0.23936770726841944	1	1
TMEM254	0.03514240474636052	0.18625868938295348	7	0	-0.23870233968642166	1	1
GPBP1L1	0.0463100622674498	0.5995395587091931	13	0	-0.23827368808562244	1	1
SSBP2	0.012672625988930986	1	11	0	0.23816462485118806	1	1
KCTD10	8.818185657312661e-4	0.9072153312947803	6	0	0.23815261697799295	1	1
DPH2	0.028660907960971132	1	5	0	0.2359628048502029	1	1
SMU1	0.014482331884027222	0.07000696448268363	7	0	0.23583171568880584	1	1
TGFBR3	0.011151715776467909	1	7	0	0.23571808892991397	1	1
ESYT2	0.02741810392276765	0.23271213277327402	9	0	0.2344576076660851	1	1
SF1	9.090629394052824e-4	1	16	0	0.23438278584899372	1	1
TBCK	0.018098335089963995	1	6	0	-0.23427495359705686	1	1
AP2A2	0.010856630841816149	1	9	0	0.23422329471920605	1	1
ZNF184	0.0060819493326062	0.13896060318101508	8	0	-0.23419710927038256	1	1
MTG1	0.047429648798409454	1	6	0	-0.2339752097256994	1	1
SH3GLB1	0.04109560480000569	0.3959631119365702	7	0	0.23250392689023816	1	1
GPD1	0.040349478928587534	1	8	0	0.2321321793119753	1	1
KLHL24	0.016744631212345474	1	11	0	0.23197325451395384	1	1
CCDC14	0.03851355907468651	1	6	0	-0.23177406402755732	1	1
LOC113251518	0.010722241718328222	0.7062743457901104	10	0	-0.23156198527484367	1	1
SPTAN1	0.04177573797920135	1	10	0	0.2307427343045281	1	1
ZNF507	0.030820061442310698	0.07761346392995232	12	0	0.23057621722272964	1	1
LOC113247645	0.012953003309042074	0.08961248611174476	7	0	-0.23008526085551817	1	1
FOXRED1	0.03311923887498922	1	9	0	-0.22970020170997346	1	1
ANKRD17	8.5812261009887e-4	0.08561386226990693	7	0	-0.22906060675491224	1	1
CASKIN2	0.03619955676081811	1	7	0	0.22792297672125278	1	1
RTEL1	0.038287874644699724	0.9931843843092216	7	0	-0.22712687542939214	1	1
NCL	0.040688068120356906	1	8	0	0.22684540828552407	1	1
ARHGAP29	6.09469426629839e-5	0.11216777723018002	11	0	-0.22614864537292922	1	1
TEK	0.013852904601569611	0.016654425442647985	4	1	-0.22596484066336991	1	1
KLC1	0.006957753166872756	0.9084877750525223	14	0	0.2257140316708075	1	1
CYFIP1	0.01453737298791977	1	13	0	-0.22540199322127077	1	1
ATP2B1	0.002293516526974246	1	5	0	-0.22338415651570162	1	1
ARHGDIA	0.02577749886989912	0.41360578821502014	3	0	0.2230685080682798	1	1
TGM2	0.015275310248944532	0.03514558390580713	4	1	0.22258858568953707	1	1
PRKAG1	0.0034370600704467253	1	6	0	0.22248561724742003	1	1
FBXO21	0.007086716875376651	1	9	0	0.22225106783067985	1	1
MTOR	0.012938539894776058	0.00960245641125299	7	1	-0.22192791943983856	1	1
PC	0.036353002869595655	1	13	0	0.22135979085945864	1	1
NDUFS2	0.01837321052856872	1	10	0	0.21969610385659255	1	1
PGGHG	0.004192247600839075	1	15	0	0.2188510941296957	1	1
ANKRD27	0.006236855144031405	1	12	0	0.21787134123461593	1	1
FAM13B	0.03651353418614827	0.6197335270427464	6	0	-0.21754565564994444	1	1
RNF43	0.04177573797920135	1	6	0	-0.217439173125398	1	1
FSTL1	0.035189287136055014	0.007475003446094416	3	2	0.2171398655119684	1	1
FAM156A	0.018574652748315854	0.8093993238967584	13	0	0.21684666099318328	1	1
MAU2	0.0249740348246552	1	3	0	0.21657048819230768	1	1
FLT1	0.00968160727449396	0.07207319458220478	5	0	0.21588042672684082	1	1
ETFDH	0.03067149993315687	1	10	0	-0.21515299761158607	1	1
ADNP	0.0043191148936808504	0.5248708356392606	6	0	0.21514925864272103	1	1
RBM39	0.013781867643736515	0.3998768428591266	9	0	0.21446121287516462	1	1
BNIP2	0.02344000642911147	1	10	0	0.21434096336993644	1	1
RBM6	0.004167677337787209	1	15	0	0.21420841248542485	1	1
CALD1	0.003280313283654718	1	11	0	0.21399127508883373	1	1
RBM26	0.005917919033244342	0.21875803443030092	9	0	0.21379326509401908	1	1
ZZZ3	0.019164076005119688	1	15	0	-0.21229105097510576	1	1
FNTA	0.0024050588863037564	0.24692563244005364	5	0	0.21218544157557365	1	1
ZNF280D	0.02324691042885229	1	15	0	-0.21166827974138702	1	1
LOC113258542	4.537153525112689e-5	1	13	0	0.21166796852257558	1	1
CDK20	0.04948292837121306	0.08062375308518566	10	0	0.2109579488838521	1	1
DGKZ	0.023598727081906398	1	8	0	0.20925679666051217	1	1
RNF41	5.206158229656826e-4	0.8471451823317073	5	0	-0.20921912329307038	1	1
USP47	0.034328237800635784	1	9	0	0.20726239091393076	1	1
PABPC4	0.04053475724193418	1	6	0	0.20691985934007928	1	1
CLIP1	0.002003306273656763	0.026803537751967227	11	1	0.20681786486134152	1	1
SLC25A51	0.015352431794082827	1	15	0	-0.20555062630144713	1	0.75
RFC1	0.009464053908699399	0.002027970261929001	4	1	0.20530173382572758	1	1
CFLAR	0.025151942656365597	0.020588809587244537	9	1	-0.204725470113796	1	1
EED	0.0030705529608346465	1	7	0	-0.20431338780952077	1	1
STAT1	8.032596142200229e-5	1	7	0	-0.20422544962451078	1	1
NR1H2	0.048638630250077614	1	5	0	0.20385606736991535	1	1
SF3B1	0.01981323777187207	1	10	0	-0.20264363704372085	1	1
AFDN	0.014681384170853047	1	12	0	0.20252064221102473	1	1
SAFB2	0.029640567767554398	0.07241108687932707	6	0	0.20197254694263994	1	1
SPARCL1	0.0060819493326062	0.2911023186465044	9	0	0.20182104287148148	1	1
MYOM1	0.0029484944165259065	1	15	0	0.2014975451806912	1	1
DNAJC10	0.026521928357568655	1	7	0	-0.20108194234882026	1	1
SND1	0.03581545402648216	1	10	0	-0.19938089457181032	1	1
PTPN13	0.0406952705993973	0.987542815404143	10	0	-0.1983861021506954	1	1
EWSR1	0.005357357080814347	1	9	0	0.19837148347458217	1	1
LOC113249104	0.006899891495152155	0.6694002501574281	9	0	-0.19749570723394028	1	1
DPYD	0.015165986909811541	1	3	0	-0.19725459999200212	1	1
THOC1	0.025151942656365597	1	10	0	0.19695672370093542	1	1
IPO11	0.02344000642911147	1	12	0	0.1964124782097593	1	1
IP6K2	0.006592519249604918	1	12	0	0.195957612115347	1	1
HNRNPU	0.02670853963798667	0.03091033306065981	6	1	0.1958365291759765	1	1
BRD2	0.014826535941799205	1	12	0	-0.19536041143597474	1	1
BORCS8	0.012420536297663487	1	8	0	0.1951929003054801	1	1
RDX	4.3076644495511056e-5	5.413355363010695e-6	5	1	-0.19515777659917244	1	1
WWP1	0.0034370600704467253	1	13	0	-0.19459557593266302	1	1
CELF1	0.03311923887498922	1	13	0	0.19257722639033958	1	1
KDM3A	5.020318378989187e-4	0.05439031604034105	6	0	-0.1924905853666732	1	1
CHD8	0.005627175670735508	0.14080109404633787	7	0	-0.1899713789838135	1	1
ALB	0.0058822116136651266	1	19	0	-0.18959870267086468	1	1
CAT	0.0072042438652633696	1	15	0	-0.18957926208812031	1	1
LMCD1	0.041589629663704594	0.3423827772426083	5	0	0.18886826616521013	1	1
NCOR1	0.0014598665071078282	0.0026747468118819505	9	1	-0.18859037116846383	1	1
SEC31A	0.013099791996949604	1	16	0	0.18814088334620657	1	1
PANK4	0.012555400465236894	1	15	0	0.1841377918527366	1	1
PPP6R3	3.8546718434672185e-7	0.3330164661798157	19	0	0.1838074510737145	1	1
SIK3	0.04734746993404728	1	6	0	-0.1830448097093851	1	1
RAB1A	0.006543516817571013	0.009460709154804342	5	1	0.1827750856718378	1	1
TRPS1	0.048956996170854625	1	6	0	0.18065150597110047	1	1
RNF141	0.025151942656365597	1	9	0	0.180550169219772	1	1
RAI14	0.0031088318842952107	1	12	0	-0.17980314245400691	1	1
CLIC4	1.4194077516547544e-4	0.2959131249411866	4	0	0.17796011129479777	1	1
NET1	0.032516373077379854	1	4	0	-0.17684117608373986	1	1
HSDL2	0.04841681770523235	0.12004535035650435	7	0	-0.17638827350938804	1	1
CDC42	0.02946578811589835	0.3694995175429685	6	0	0.1752483893341116	1	1
SEPT11	0.04555696570441757	1	5	0	0.17412490844722314	1	1
SDHA	0.014681384170853047	1	8	0	0.16937151242181192	1	1
CCT5	0.021555074001593368	1	7	0	0.16731424407114148	1	1
ARRDC3	0.02324048233652571	0.02657671164280985	9	1	0.16672785556515324	1	1
BAZ2B	1.7269974764138907e-4	1	21	0	0.16338689067160458	1	1
CUL4A	0.012048806594650336	1	6	0	0.1631551639867187	1	1
TLN1	0.0473329976818696	1	7	0	0.16301663756056153	1	1
ATP2C1	8.740936742050948e-4	1	10	0	-0.15990764807558813	1	1
MED24	0.03651353418614827	1	16	0	-0.158743997115913	1	1
CHPT1	0.03525214373988789	1	3	0	0.156565257386176	1	1
HNF1B	0.01981323777187207	1	10	0	-0.15574074321913525	1	1
TENT2	0.006957753166872756	1	9	0	-0.15140167945489366	1	1
DST	0.03758722951706374	1	18	0	-0.14309462832663067	1	1
ARHGEF16	0.04198714067509794	1	6	0	-0.13840411844363296	1	1
LOC113265994	0.0026686365881763412	1	10	0	0.13547271232043673	1	1
FARP1	0.019326997441014654	1	6	0	0.1276994391970686	1	1
SRRM2	0.03127299514204122	0.003252826463230178	5	1	0.12687007619710883	1	1
TRIP12	0.02835134330990728	1	11	0	0.12686388116878006	1	1
GPI	0.031854521198624385	1	5	0	-0.12227188646117906	1	1
PLXNB2	1.3357921592838207e-4	1	9	0	0.12222334732774975	1	1
MTCH2	0.007760984359489042	1	7	0	0.11554920808413616	1	1
LMNA	0.04666671085204692	1	4	0	0.1114884730088338	1	1
NSD1	0.005217955399501642	1	7	0	0.1096648366253	1	1
BIRC6	0.03366434498301846	1	7	0	0.09972828672843742	1	1
