gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Spleen-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
EPS8	0.013196600444017994	0.06119570328157095	10	0	0.25828170358674885	1	1
CCNH	0.04571446323946903	1	4	0	0.2579598903881782	1	1
DNAJC10	0.0028715541166566276	0.5425405691237468	6	0	0.25795976244643704	1	1
NID2	0.003116663418693653	0.05768244578101924	6	0	-0.2577558348337232	1	1
PML	6.922844049469462e-4	0.024834937343965115	11	1	0.2574263223712846	1	1
ATL2	0.007204599390825351	0.6292184032883907	8	0	-0.25734884686494897	1	1
SMG5	0.014910566118677455	0.0014270994845596708	3	1	-0.2570355001815448	1	1
EWSR1	5.479763636844653e-4	1	10	0	0.25674747527667346	1	1
HECTD1	0.023515455700769742	0.20234172140634996	7	0	0.25672349044671133	1	1
XDH	0.039795625622370184	0	2	2	0.2566439782970523	1	1
KANK2	0.0020903262809329245	0.035100529794845514	5	1	0.2564871646018691	1	1
PIK3R1	0.006847908540720825	0.02740871501645682	5	1	0.2562559098975595	1	1
SIRT3	0.0030257411087234853	0.011224730192294625	9	1	0.25622880796610137	1	1
SUPT16H	0.022247318282907498	1	4	0	-0.25565336551945894	1	1
EMC3	0.02774908377529596	1	5	0	0.2555719673655264	1	1
CUNH17orf80	0.047615769752479255	1	11	0	-0.25551845106016247	1	1
LOC113243115	8.940327915964782e-4	0.08570960150812301	13	0	-0.25501949236508975	1	1
PAFAH1B1	0.0021978048083440838	0.002319507729382148	9	1	0.25489805377192826	1	1
PCF11	0.001258572087035463	0.01233694217099768	6	1	0.2546843677554138	1	1
ADAM15	0.047615769752479255	0.6784573100033403	10	0	0.2546758788491917	1	1
PPIP5K2	0.009694382686806245	1	17	0	-0.2542618716743242	1	1
FOPNL	0.003967246327002027	0.1207045503358194	6	0	-0.253866222188429	1	1
EMD	0.012962503329013955	0.029255188383884675	5	1	0.2536662439480347	1	1
COL1A2	0.044967453122844274	0	2	2	0.2531816293783411	1	1
VIM	1.0992533931848174e-5	1.7495956085672624e-4	3	2	-0.2526679687070811	1	1
GPATCH8	2.095098816820448e-4	1	4	0	0.2511432904405785	1	1
ARGLU1	3.307762131398918e-6	7.661923924766027e-4	7	2	-0.2509847634785689	1	1
ARNT	1.056102884025583e-4	5.597211927238342e-4	9	1	0.2501463770895922	1	1
PCYT1A	0.0150458094578544	0.2262275500761255	7	0	0.2501106656387366	1	1
TARBP1	1.035747073709775e-5	0.2812409528704414	8	0	0.24970567619873074	1	1
LOC113264370	0.040511309941293816	1	11	0	0.2495380869207742	1	1
SREK1	0.010552836399521695	0.012119782336279016	9	1	0.24769498787551336	1	1
LOC113251518	6.380892580078433e-4	0.04387717310388182	10	1	-0.24707006297282447	1	1
LRCH3	0.03323004238978515	1	6	0	-0.24641494761349392	1	1
UBA3	0.027214829776941472	0.9538276634344949	6	0	-0.24598607662571254	1	1
TBC1D15	0.0018774067365377313	0.6079030079170847	9	0	0.2450489105692384	1	1
LOC113246855	0.023235083197383294	0.741757875618837	6	0	-0.24472147722513365	1	1
DPYD	0.0024815401475584728	1	3	0	0.24437186866678862	1	1
B2M	0.006847908540720825	5.417487407455201e-4	3	2	0.24434425687698189	1	1
HAUS3	0.03560933582952191	1	6	0	0.24414680482867412	1	1
IP6K2	0.030512215052499538	0.2263937856275734	10	0	0.24395070594731855	1	1
RRP1B	0.013312721067860488	0.22107207694491332	3	0	-0.2438633246735469	1	1
CASP8AP2	0.017080920786570534	1	7	0	-0.24353357863664604	1	1
SECISBP2L	0.02293080578821977	0.18808473503148293	6	0	-0.24316143917707222	1	1
SYNPO2	0.0063368192844872485	0.30639306367639507	8	0	0.243119139318051	1	1
FERMT2	0.03556840054294217	1	10	0	0.24251358500032608	1	1
TEK	0.020655683367798078	0.018677898942577258	4	1	0.24231286701777394	1	1
CDV3	1.930671615438658e-6	0.058236512400982605	5	0	0.2417835832271228	1	1
RNFT1	0.01202063580166974	1	7	0	-0.24130414931758126	1	1
EEA1	0.041337561264559584	1	8	0	-0.2404729065494535	1	1
PICALM	0.0034279421365735595	0.005168343897049118	6	1	0.24033826802766706	1	1
GPBP1L1	0.02784305688702249	1	12	0	-0.24032804433920807	1	1
LRCH1	0.036022560271003	1	6	0	0.24024771596143124	1	1
EIF4G2	4.8361353516616153e-4	0.024652059741801596	6	1	0.2392478257605936	1	1
TANK	0.002401725272310653	1	10	0	0.23914536156585406	1	1
TUT7	0.01687586991365077	1	11	0	-0.23884546367132956	1	1
HPS5	0.007550615072607534	0.23351828817150624	13	0	-0.23874061080598366	1	1
TAX1BP1	0.020504577939842634	0.06335475263270046	9	0	0.23626993669858226	1	1
PRELP	0.004260155597457224	2.4209534934719666e-4	3	1	0.23587329439979254	1	1
EPS15L1	0.027753612859849258	1	8	0	0.23445264988341102	1	1
FMNL3	0.03614810392614435	0.5981241050688313	7	0	0.23410523265850072	1	1
PACS1	0.027436837507562137	1	3	0	-0.2340562288466645	1	1
ELF1	0.019066611831341285	0.638975133251222	8	0	0.2338778387812821	1	1
PITPNC1	0.0095547033168202275	1	5	0	0.23348803295187565	1	1
MPDZ	0.002216279036330073	0.0018416422051068103	10	1	-0.23296315679241406	1	1
UBE3A	0.019063712868227087	0.4146133018393357	4	0	0.23279059273718677	1	1
VCAM1	0.009171921180932302	0	2	2	0.2314212971481301	1	1
RAB11FIP3	0.019578188509410246	0.012870684746784477	5	1	0.2312369445859682	1	1
PCNP	0.030268967422428007	0.9554617510433406	8	0	0.2307080278823381	1	1
PLEKHA2	0.0078382934937687	0.4812274273082398	7	0	-0.2303656992154172	1	1
CTSH	6.601749854403365e-4	0.3968177976974645	8	0	0.23029675617212028	1	1
DHRS7B	0.03794630410308764	1	16	0	0.22968520611609144	1	1
HIF1A	0.0020864686912560283	7.901578929180396e-4	10	1	0.2293652093866012	1	1
ZNF532	0.012784359725875317	1	6	0	0.22888968833576526	1	1
SYNE3	0.027234841765810983	1	6	0	-0.22846754942881287	1	1
TNC	0.02256989423658387	0.014973019363832711	4	1	0.22842147401620538	1	1
MBNL1	0.0011319284113458174	0.020111517785462916	11	1	-0.2269719022557326	1	1
RBM25	0.03780742546436251	1	9	0	-0.2265820511289997	1	1
HNRNPL	0.005276515753411081	0.09422799462101715	5	0	0.22645362373626482	1	1
SAT1	0.0013690946467544633	1	9	0	0.22527305402350592	1	1
UBTF	0.04093008620270827	0.32231786137847507	4	0	-0.22499678175864046	1	1
SLC25A12	0.02249115800931835	0.2916479061631314	15	0	0.22437020694722498	1	1
AMPD2	0.01375896736599424	1	13	0	0.22411830080809844	1	1
TGFBI	0.0021966654421046246	6.388833332001384e-5	4	1	-0.22352701485762064	1	1
ARF1	3.655244895902084e-4	3.5032738709574406e-6	4	1	0.22218988841442544	1	1
TTC3	0.0022415908586713223	1.9585545443809432e-5	11	1	0.22195214129880092	1	1
CLOCK	0.012513814934426267	1	7	0	0.22175400521195493	1	1
ABI1	5.749688535158612e-7	1	10	0	0.22158280677181696	1	1
BCR	0.01545652873736138	0.07539594715396458	4	0	0.2214347247067685	1	1
DNAJB6	0.01184508825796147	0.7707970899884937	9	0	0.2213399820119662	1	1
CDC5L	0.042335990755109326	0.009835970988862306	3	1	-0.22082095484201059	1	1
ACSL4	0.0222348469818328	0.8107269183262295	10	0	-0.2203830780950903	1	1
KIAA0408	0.01545652873736138	1	4	0	0.21930506230890506	1	1
HADHA	0.04375298556479045	1	11	0	0.21896208233994652	1	1
WSB1	0.011874974162692961	1	8	0	0.21787333062974398	1	1
CPSF1	8.940327915964782e-4	0.9189957461123536	14	0	0.21686257439506773	1	1
SF3B1	0.039604699612524386	0.5090203784865729	9	0	-0.21677680599439764	1	1
DDX39B	0.0078113451282719884	1	8	0	0.21677084438712485	1	1
ST6GAL1	0.020421692162950693	1	10	0	0.2152217088372321	1	1
SAFB2	6.249047031026777e-4	0.004848624061987623	6	2	-0.21492033542922795	1	1
PECAM1	0.011231345310073143	1	6	0	0.21460072312055942	1	1
NAPA	0.022766092040003964	0.22712790257893764	5	0	0.21443493080561993	1	1
CRBN	0.007881444418674461	1	7	0	0.21325326900393055	1	1
TTC14	0.019811737336383993	1	10	0	0.21077090296866102	1	1
LOC113249365	0.005862082429478494	1	15	0	0.20861654694569912	1	1
NET1	9.530062244863667e-4	1.6273288309349957e-5	4	1	0.20860981944474902	1	1
CCNL2	0.03554386115791211	1	10	0	-0.20740784707748225	1	1
LOC113245198	0.020384959176343153	1	4	0	0.20717509617899435	1	1
PPP4R3B	0.019588371865042916	0.8289673083920267	5	0	0.20667917813170034	1	1
CSNK1A1	1.5402522622226484e-8	8.923570088106652e-10	8	1	0.20648085981869202	1	1
FAM172A	0.0027392238784641823	0.9107334491678619	10	0	0.20622629022300937	1	1
CLIC4	5.852588034822979e-4	1	3	0	0.20608403347545204	1	1
ZNF184	0.01581026895445273	0.14801630323707227	8	0	-0.20512262606887388	1	1
CLK1	0.04996393049742959	1	6	0	0.20413623942550177	1	1
COL12A1	0.040207767890536546	1	7	0	0.20352244711970008	1	1
RAB1A	0.006265625922526432	4.165288301407329e-4	5	1	0.20350383727428872	1	1
KDM3A	0.03727376636593278	0.011194890427410509	7	1	-0.2031001985797003	1	1
MTDH	0.02649682495977943	0.7340002730518119	3	0	0.20308311342186736	1	1
SLMAP	0.012995844000171161	0.5773267600531181	10	0	0.20164527658363424	1	1
TBL1XR1	0.03509690655799281	1	10	0	0.2009694382393958	1	1
PRPF38B	0.043096301857621845	1	7	0	0.20096313156601908	1	1
ZMYM2	8.195734287698672e-4	1	10	0	0.20095292800839523	1	1
EIF2D	0.012809033657148623	1	10	0	0.19960897720888804	1	1
TSN	0.03674374067551267	1	3	0	0.19920831575016323	1	1
TCF12	0.04896768215634584	1	6	0	-0.19873489347245998	1	1
CCDC88C	0.005367662660435882	1	5	0	0.19851325916443802	1	1
CDC42BPA	3.560478399817917e-5	2.9760037452374982e-5	7	1	-0.19802007643654382	1	1
FAXDC2	0.0036206620056868375	1	16	0	-0.19709231847923514	1	1
HNRNPA1	0.012886689416107306	0.0046440512727408834	6	1	0.19681856864207414	1	1
WWP1	0.03357867778647652	1	12	0	0.1960431803976424	1	1
ADNP	0.02792484496607929	1	6	0	0.19455043262243762	1	1
HSDL2	0.019588371865042916	1	8	0	-0.1944986488453289	1	1
CTDSPL2	0.031636910632325016	1	8	0	0.19439647847566582	1	1
AP1S2	0.03556157182913315	0.019875001593070485	5	1	0.19315532765214194	1	1
CSRP1	4.762849312135579e-4	0.1665637572721672	5	0	0.1929197958367675	1	1
FAM13A	0.0014997821519673017	1	16	0	0.19153462823564388	1	1
NRP1	0.027234841765810983	0.001813816309034448	6	1	0.19095298999538685	1	1
PHYKPL	0.00939093419837483	1	12	0	0.19031701054900685	1	1
DIDO1	0.0031893677554911937	0.1240322600113094	10	0	-0.19030169305928984	1	1
RDX	3.5721944959160283e-5	2.3137989774211994e-4	5	1	-0.18811675547894302	1	1
PBRM1	0.02456641164543301	0.1504403200983802	6	0	0.187809072602882	1	1
BRD8	0.019588371865042916	1	21	0	0.1877104484594512	1	1
EXOC2	0.019588371865042916	1	12	0	0.1876707768752089	1	1
PPIP5K1	0.024588675431888418	1	12	0	0.18727531075187465	1	0.75
TMEM43	2.6087311613969276e-4	1	5	0	-0.18716841876024953	1	1
ACTG2	8.940327915964782e-4	4.078758032954596e-5	3	1	0.18621928198061743	1	1
ADGRE5	0.0011319284113458174	0.021569755944360846	10	1	0.1852051978994157	1	1
PI4KB	0.0024578171992400383	1	12	0	-0.18499755370972623	1	1
SH3KBP1	0.027391107612525094	1	4	0	-0.18498669637091547	1	1
EPC1	0.0029567145078122953	0.42782656816065323	6	0	-0.18442352074728086	1	1
RASA4B	0.04002814894423821	1	16	0	0.1831595106043696	1	1
FAM156A	0.006895252653320976	1	16	0	0.1828566309054841	1	1
SMARCA4	0.030582340483426295	0.4945902324513501	10	0	0.1827377106297166	1	1
MTUS1	3.832944066134794e-5	1	15	0	0.18189519301054535	1	1
MRPS31	0.031062350920787647	1	5	0	-0.18081939443586637	1	1
DHX30	0.029678476268600085	1	9	0	-0.18023127049806023	1	1
RBFOX2	2.478693445097042e-4	6.113373129496393e-4	9	1	0.18002307879245175	1	1
PPP6R3	2.657042472900559e-15	1	15	0	-0.17919169690879871	1	1
UACA	2.9799013068560474e-4	0.044767010989573926	10	1	0.1787236599680983	1	1
SMC1A	0.04476912948135491	0.7575522867561677	7	0	0.17816215665969126	1	1
GLRX3	0.03695592400228144	1	5	0	0.17730326159907683	1	1
RNF10	0.02700384749903391	0.04419798316382845	7	1	0.17678228919198122	1	1
SVEP1	0.009718240267932604	1	3	0	0.176526912417931	1	1
BORCS8	0.008800362200271479	0.7832169106693749	8	0	0.1759129974176922	1	1
HNRNPU	0.020421692162950693	0.32129819247519453	6	0	-0.17456000503744032	1	1
LOC113258542	0.04356711131581059	0.5780944243938806	13	0	-0.17454915124410833	1	1
TMCO3	0.0042080943293944925	1	15	0	0.17403931208417725	1	1
USP25	0.049050899049256615	1	6	0	0.173636438829112	1	1
ANKRD27	0.003280670338904063	1	15	0	-0.1728871825366513	1	1
FUS	0.031020566307597405	0.46965342566479246	12	0	0.17137186599431375	1	1
SNX14	4.811288248547457e-6	1	21	0	-0.1705203645336686	1	1
DELE1	0.030639614389814978	1	5	0	0.17028136972490016	1	1
PLXNB2	0.04511623144317617	0.21429839647119672	10	0	-0.1690467488717673	1	1
PTCD3	0.016756813796670843	1	14	0	-0.16809075409491206	1	1
PTPRG	3.7266150964894616e-5	1	4	0	-0.1671355211395263	1	1
ZNF655	0.013134782782253185	0.6321456561325415	14	0	0.1665097968437158	1	1
RIOK3	0.002620825451713625	1	9	0	-0.16610064012123207	1	1
MYO18A	6.601749854403365e-4	1	9	0	-0.16541536642298615	1	1
GPI	1.34733697641875e-4	0.048377277994514745	5	1	0.1645690998389343	1	1
RBM26	0.045152582188482254	1	9	0	-0.16410502678095584	1	1
LOC113251315	0.018975562982808426	1	14	0	-0.16397077358983886	1	1
TCF7L2	0.007227900133548595	1	20	0	-0.16111206948562337	1	1
ADD1	0.004465123255381589	1	6	0	0.160838285707098	1	1
SLC6A6	1.3552689660931398e-6	1	7	0	-0.16056334029899222	1	1
LOC113252869	0.02456641164543301	1	5	0	-0.15969999917810024	1	1
R3HDM4	0.024666008729587602	0.4665896603975839	4	0	-0.15956879657827555	1	1
C7	0.016864520789618708	1	5	0	0.15776324950132992	1	1
FAM193B	0.03740653427263054	1	8	0	0.15765832522707104	1	1
ITGA7	0.02774908377529596	1	16	0	0.15753580065364658	1	1
DOCK1	0.027288249365517388	0.07286116225211323	11	0	0.15724197196347633	1	1
ARHGAP24	0.011343157557317149	1	6	0	0.15680610698088782	1	1
LOC113248518	0.0010738807669507444	1	17	0	0.1566217966951971	1	1
CAST	0.04580482833172271	1	13	0	-0.15603351176230437	1	1
AZIN1	0.03774509739643802	1	9	0	-0.1554209122223748	1	1
PRKAR1A	0.0063032720977597555	1	6	0	-0.15528170069444092	1	1
PPP2R5C	5.788065021515915e-4	1	15	0	0.15417754718872817	1	1
TLN1	1.7756795317781048e-6	1	6	0	0.15362007004459158	1	1
FGFR1	0.013635492197154521	1	5	0	-0.15248578978250504	1	1
FNTA	0.0073554086800117656	1	5	0	-0.15184129787680944	1	1
CIAO1	0.04353897425996124	1	7	0	-0.15039185131895372	1	1
SPTAN1	2.0600331025273428e-05	1	11	0	-0.14848815151485464	1	1
NFE2L1	0.04996393049742959	1	6	0	0.14831536628673891	1	1
ADRM1	0.027609348112953184	1	11	0	0.14765620748741443	1	1
ZNF664	0.001304458803822885	1	7	0	0.14758349089154507	1	1
DAB2	0.024588675431888418	1	7	0	0.14484108122030104	1	1
USP34	0.004569358314097675	1	7	0	-0.14444898123252198	1	1
SMARCA2	0.04303455418461467	1	11	0	0.1428996106883611	1	1
BAZ2B	0.012477100562441461	1	19	0	-0.14270024329937991	1	1
FAM107A	0.018132442178748785	1	3	0	-0.14041410493774412	1	1
LOC113244552	0.043110925284067396	1	4	0	0.13988430732624435	1	1
BZW1	0.013673889246422556	1	7	0	0.13887414560357125	1	1
AKAP13	0.015008311027766544	1	11	0	0.1388376432715328	1	1
MYOM1	0.003146846829647917	1	16	0	0.1383965992068635	1	1
LNPEP	0.011752114893823065	1	6	0	0.13794598753569348	1	1
TRIP12	0.043474845900013034	1	12	0	0.13405172528388998	1	1
TRAK1	1.027228758421048e-4	1	8	0	0.12877244764892637	1	1
PIGG	0.013134782782253185	1	5	0	-0.1279529887358396	1	1
CUL4A	0.0400233128553793	1	6	0	0.1278395492022295	1	1
CDK12	8.239580754451588e-4	1	11	0	0.12596614533635297	1	1
SPARCL1	0.004235734654510516	1	6	0	0.1235803768797584	1	1
AK1	0.04571446323946903	1	3	0	-0.11902355319022073	1	1
UNK	0.022483200874274595	1	15	0	0.11890957368300484	1	1
SORBS2	0.010160852613112408	1	8	0	-0.1184243557342667	1	1
ZC3H7A	6.147050375994057e-4	1	8	0	0.11813894098303501	1	1
KLC1	0.04475233096894577	1	15	0	-0.11717628290082681	1	1
ATP13A3	0.014272558877017031	1	5	0	-0.1017014507690513	1	1
EEF1A1	0.046170043074599626	1	3	0	-0.10000492148661244	1	1
THOC2	0.006951524624892805	1	12	0	0.0824894293284861	1	1
AHNAK	0.007872851041009033	1	5	0	-0.07673989336846458	1	1
