gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Atrium)	pct_gene_expr	max_pct_tx_expr
RHOA	1.2004678185268667e-9	0	2	2	-0.3743554145636434	1	1
RALGAPA1	2.911932466013947e-17	2.2398403559350086e-5	7	2	-0.3740524928058291	1	1
LOC113248582	0.004925969511856928	0.036240311454054736	4	1	-0.3739307234892416	1	1
MLF1	0.028125150380369484	0.045481093001195176	4	1	0.3738195055500684	1	1
SLC35B3	0.02866921832465288	0.08047638160213763	7	0	-0.37370595661394573	1	1
PDSS2	0.00975989969877307	0.006549099754968796	4	1	-0.3732803050280466	1	1
SAMD4A	5.2731501097947974e-5	0	2	2	0.37316447551139165	1	1
OSBPL9	5.065810560278154e-5	0.003106838128256007	7	1	-0.37313946705070306	1	1
VWA5A	0.04758171485820351	0.17145541423856367	6	0	-0.3728794587084007	1	1
ZFYVE16	0.00361679467610008	0.39290509864091944	4	0	-0.37105984222027466	1	1
ESR1	0.02047532105951853	0.38617883035028305	5	0	-0.3702353305088964	1	0.875
ZFYVE27	0.011391002347685674	1	7	0	-0.37006693458143414	1	1
WBP1L	0.015213470880493834	0	2	2	0.36964053983032896	1	1
LDB3	6.822072521070057e-12	1.4038823327575711e-6	8	2	0.3695877163325533	1	1
LOC113257115	0.029437127571735548	0.22235812817255576	7	0	0.3691678606297604	1	0.875
ASPSCR1	1.93068901839136e-14	0.004268084767626768	13	1	0.3691082613029178	1	0.875
KIAA0355	0.034432796295662343	1	5	0	-0.3689806972095697	1	1
ZNF692	0.015082281610875378	0.3551582269238701	8	0	0.36883717527630117	1	0.625
ITGB6	3.0015085343458134e-7	2.860089297092395e-4	7	2	-0.3680072226927518	1	1
POPDC2	0.01929218562607552	0.005938743657643454	4	1	-0.36770455768046234	1	1
TMEM53	0.035495565838999044	0.5812776983610745	3	0	0.3677006306732006	1	0.875
BCAS3	0.01091424457798567	0.2663613671757804	7	0	-0.36765712288558844	1	0.875
MYO9B	0.021729825976184662	1	4	0	0.3676338764973735	1	0.875
SLC38A2	0.010762807607093017	0.31499294650687903	6	0	-0.3673444213068938	1	1
UBAP2L	0.011111025053137153	0.060360231959980165	8	0	0.3669183431914437	1	1
OLFML2A	0.012232406548702154	0	2	2	-0.36689647048698393	1	1
SLC8A1	2.759530032865317e-4	3.134088316806688e-5	5	2	-0.366804573261179	1	1
PRPF3	0.0014732465313290568	0.13080375956680715	8	0	-0.3665588931167574	1	0.875
CDH6	0.004955045986311055	0.1033286232397256	4	0	0.3662483244045403	1	0.875
MUM1L1	0.01782708552811892	1	6	0	0.3660034169027956	1	0.75
LOC113258594	0.025918239413095952	0.264765764436527	7	0	-0.36594671784527516	1	0.625
NFKB1	0.038021771065908073	0.0789834781928493	4	0	0.36573438439147954	1	1
CHD8	0.03330235161282012	0.9207280376277918	6	0	-0.3655733099915598	1	1
LOC113262635	0.03220336727066254	0.009021842740867978	4	1	0.36486516280331155	1	1
MRPL22	0.018775160153171093	0.12792705845834165	5	0	-0.36414819518293895	1	1
PACSIN2	1.9118519414386647e-6	0.043889829507801674	11	1	0.3638494028480908	1	1
TPM2	8.838122088293402e-43	6.572592364990792e-18	5	4	0.3627013519951519	1	1
IQSEC2	0.022060854587715815	0.007982318630542471	4	1	-0.3626839271429565	1	1
PDE1C	2.933545580539192e-10	1.9129495603847327e-8	4	1	0.3624287514685539	1	1
HNRNPA2B1	1.624403682160161e-13	2.564203604439011e-7	5	2	-0.36238968492991974	1	1
TPMT	1.2967911448211265e-5	1.0370865012862886e-4	6	1	-0.3620842435258962	1	1
ZNF25	0.007271597718634965	0.001079470138843425	8	1	-0.36205841931519306	1	1
VPS37C	0.03721545470918534	0.030333597243885575	4	1	-0.36179576232515975	1	1
CCPG1	1.3598064848704487e-9	2.2005109300500457e-6	7	2	-0.36157340688744705	1	1
TMEM63B	0.047668319189516375	0.2785069277547302	7	0	0.3610958410791047	1	0.625
ARL8A	0.009615763629448439	8.521726178801549e-4	3	1	0.36071369960790445	1	1
PTPRC	0.049499215732624134	0.016342977995734646	7	1	0.36067441607899603	1	0.875
TBL1XR1	0.019497272540174335	0.04341478362999177	9	1	-0.3605523503087623	1	1
EIF2B1	0.004425626448647922	0.018368457179093932	4	2	0.36038641504211977	1	1
ATG4A	0.03290690626714965	0.04298515134462769	5	1	-0.3591238311913531	1	1
PCDH7	2.5056729028752802e-11	1.230889934021977e-11	3	2	-0.35842905999005514	1	1
PRKAG1	0.005842119308502138	0.07092101798638882	5	0	-0.3584182062564897	1	1
SLC35C2	0.018672339269051482	0.24095432010534235	9	0	-0.3581057970985931	1	0.625
GMPR	0.004583407456691961	4.4769653349777594e-4	5	1	-0.35731114764542116	1	1
MANEA	0.0017717643778400753	0.09466031118663339	8	0	-0.35726820581777563	1	1
SPSB3	0.02879283549567505	0.843609435474733	6	0	-0.3571661026148697	1	1
BIN1	1.254145378974364e-4	0.12428173057466624	9	0	0.3568397764481126	1	0.75
PRKD3	0.02224533779969697	1	5	0	-0.3568181633824955	1	1
DHX8	0.0071540116711590225	0.0676394995579801	4	0	-0.3565537576835527	1	1
HSPB2	0.018672339269051482	0	2	2	0.355682765621079	1	1
ENSA	4.1443665065004756e-19	1.2726966367876402e-19	5	2	-0.3555977485331199	1	1
KTN1	3.6248414038814253e-8	3.7371921793542674e-6	6	2	0.35546886701590497	1	1
SYNRG	0.04254128341633934	0.06533377256177335	7	0	0.3550375692344301	1	0.875
BCL6	0.00739076692952801	0.05714618991104073	4	0	-0.35487154851118174	1	1
DAB2	0.0027383953982599955	0.0887675553068526	7	0	0.35475598044842493	1	1
GK	0.008497266911769412	0.11542586663305386	6	0	-0.3546726659015763	1	1
TIE1	0.005891765174821273	0.2034234955472415	5	0	0.35451789700329317	1	1
UNC13B	2.3885974310431057e-4	0.04954802799931239	8	1	-0.35445541339281184	1	0.875
FBXL17	0.00400386596166213	0.011323660982029716	4	1	-0.35441805346409877	1	1
NRAS	0.011429523641849687	0.007228073927020008	6	1	-0.35438713537510386	1	1
HERC3	0.018761361417302697	0.022040361928964216	7	1	-0.3539391956208808	1	1
GPR157	0.03326245301279987	0	2	2	-0.3537949187308369	1	1
ATP2B4	6.112474771853284e-17	3.094175104285236e-9	8	3	-0.3535510083075958	1	1
BAIAP2	0.009186225885776259	0.06400733234712168	5	0	0.35311133711567977	1	1
KIZ	0.02615412537713104	0.019231752407345194	4	1	-0.35305170919610857	1	1
C1QA	0.02925905557720994	0	2	2	0.3526849098539016	1	1
SUGP1	0.013195590242127601	0.031117371916368576	4	1	-0.35245964226930737	1	1
MEF2C	1.822593149411416e-5	0.001658331260329032	14	1	0.35235838260617264	1	1
DHDDS	1.225454791315142e-4	0.0349224854696733	7	1	-0.3522061721382546	1	1
RAI14	0.016359501038430643	0.3062218410945377	8	0	-0.3520026750135411	1	0.875
RRP12	0.02615412537713104	0.005129293901426205	5	1	-0.35185160908037144	1	1
PCNP	0.002167612167377724	0.025694279269159768	7	1	-0.3518057603187468	1	1
ARAP3	9.852754086830101e-10	1.0896051690578057e-8	9	2	0.35056405243054634	1	1
IFT46	0.04959933583864383	0.07190792253156865	4	0	-0.35011211079820603	1	1
CIAO1	7.166302681498675e-4	0.003447520558866319	5	1	-0.3497134616841786	1	1
DNASE1	0.01528393274013094	0.1121544728434411	8	0	0.3495441822365928	1	1
CAPN7	2.3285200785311006e-4	0.013644419936264963	8	1	-0.3490952007510601	1	1
KANSL2	0.004682502498093569	0.48777964511913846	10	0	-0.34894197044991093	1	0.875
SNX8	0.04758171485820351	0.29283631353045453	4	0	-0.34877584065379696	1	1
ELN	2.5692396321390387e-4	0.002787173354513107	7	1	-0.3475525189524965	1	1
LOC113247645	1.3530156715246151e-9	9.463611936200203e-7	8	3	0.34737295517927935	1	1
LRRC39	0.049600665947856906	1	8	0	-0.3472870443443095	1	0.75
ENAH	5.226468062674912e-10	6.118403289614746e-5	5	2	0.34662543234340515	1	1
CLIP1	3.134973046765822e-25	1.227079714413429e-7	10	4	0.3466233722723528	1	1
GEMIN8	0.035571374999857124	0.43033241528324895	4	0	-0.3465287633373713	1	1
RAPGEF1	3.182552277372141e-5	1.3355901212883477e-5	7	1	-0.34569789433098647	1	1
PLBD1	0.024894098436415685	0	2	2	-0.34549160872077966	1	1
ZNF662	0.01706573804133851	0.8584511982095766	6	0	0.3451095357956425	1	0.875
PDCD6IP	0.00739076692952801	0.0358731570322521	10	1	-0.3449763671654941	1	1
DGAT2	0.03836208497020722	0.07063439046884451	3	0	0.344609225294445	1	1
S100PBP	3.0620765929299603e-4	0.1252498048312555	11	0	-0.34424454515517533	1	1
HOGA1	0.024061433105800976	1	8	0	-0.3435797354913793	1	1
PFKFB2	3.115422826979984e-4	0.8454043184631291	7	0	-0.34279254749733257	1	1
FAM131A	0.023223878813016414	0.12666309701600573	5	0	-0.3427759894333987	1	1
AKAP9	6.922110229352115e-12	0.0010795523237495945	8	5	0.34276818582972407	1	1
DAPK2	0.015374529438406458	0.001209889776748109	5	1	0.34085180603923837	1	1
PIP4K2C	0.040222679794150645	0.02185310762323526	6	1	0.3406381345111132	1	1
CCDC82	0.005520785693478389	0.011547977832782103	6	1	-0.3405573287167669	1	1
CDK6	1.6035330702901787e-6	4.036193166259853e-5	4	2	-0.3404125766230083	1	1
HIVEP2	0.0446645776496158	0.9143291790436963	5	0	-0.34037392413915674	1	1
CPEB3	0.033629909158413705	0.688360313481111	5	0	0.3403334752876955	1	0.875
CD47	4.276775351624622e-5	0.003111139432473859	6	2	-0.34015017893783234	1	1
SMYD1	1.2597625756607508e-4	3.991874106616329e-4	4	1	-0.33999064201953166	1	1
SGK1	0.003950925446830588	1	9	0	-0.33899555385141067	1	1
TANK	0.023145999594489996	0.8094487791330666	8	0	-0.33890668162252574	1	0.875
TAOK2	0.0018647319863547489	0.12381564458564116	7	0	-0.3386666697929802	1	1
DNMBP	0.0011185678501189548	8.347038669822274e-5	3	3	-0.3386107282125279	1	1
NECTIN2	0.01716779602154546	0	2	2	0.33856434377630784	1	1
IMPDH2	5.890689858500852e-6	0	2	2	0.33849855991227196	1	1
TCN2	0.011434426751068257	0.003465139684692176	4	1	-0.33810715683388415	1	1
HM13	0.002887677956956774	0.41541636256099634	6	0	0.33786074787967535	1	1
THAP9	9.691679921469263e-4	0.002253921106807596	4	1	-0.3372029239982269	1	1
CCNT2	4.337848376623143e-5	3.222012171634506e-5	9	1	-0.33662644519120827	1	1
ANKRD12	0.04562574582827232	0.04188127949638236	4	1	0.33607712606197854	1	1
BMI1	0.024012669550936602	0.0075979145027525626	3	1	0.336044418578873	1	1
DUS1L	0.028755716389564697	0.006584436887598309	5	1	-0.3346176319380427	1	1
MARCH8	0.021755649258533013	0.04747033059745948	5	1	0.33379046626893805	1	1
ZNF268	0.042303778481722176	0	2	2	-0.33348771623816365	1	1
TELO2	0.014998740073895504	0.6119608262964975	5	0	-0.33287769834475534	1	0.75
ERP44	0.02584865673900884	0.23895193080422436	6	0	-0.3326206665139963	1	1
CELF1	5.287112583178558e-6	0.3161430675962156	8	0	0.3324369980945536	1	1
TOMM40L	0.015351506714311947	0.007181893216608172	3	1	-0.33232581712568554	1	1
GPS1	0.036142624064701125	0.35744637530048795	6	0	-0.3320496852643109	1	1
CUNH17orf58	0.0024881634881309227	4.4581802859818475e-4	3	2	-0.3313006918157376	1	1
LOC113258426	0.02224533779969697	0.07949580294140401	5	0	0.3307940468473648	1	1
KIAA0408	0.021101187337321286	0.3825000195974385	4	0	-0.3300743946885171	1	1
AKAP2	2.2511082801701312e-5	1.9682099141310362e-6	4	2	-0.32998921336532094	1	1
LOC113246261	2.0874687779957446e-13	2.726492552298149e-5	12	1	-0.32876372655073927	1	1
OXR1	1.6205486126473492e-5	1.8376445980344068e-4	9	1	-0.32835583499768817	1	1
CEP128	0.0390429568204047	0.3645298385031098	3	0	0.3281054687883197	1	1
MARK2	0.037425296778070695	0.011524469168412425	7	1	-0.3279171386499401	1	1
LOC113246267	0.004913184566064118	0.6345077013108554	6	0	-0.32782163402567366	1	0.875
TLE2	0.01612440517195362	0.6269505427352201	5	0	-0.327699085014939	1	0.875
ZFP14	0.004688388115680249	0.7158379505312937	5	0	-0.3276193103563151	1	1
DIPK1A	0.036827623735225204	0.0527032132388535	3	0	-0.3276037254511943	1	1
MRPL9	0.04083792575166306	0.1788136199032354	3	0	-0.32724209844442986	1	1
GPD1	0.03160156039912713	0.14813806303215513	10	0	0.32674952326238066	1	0.875
CDC14B	2.27041704394112e-5	1	6	0	-0.3264354595075594	1	1
SUPT20H	9.743674967980324e-8	0.005910669769458215	16	1	-0.32582903384082773	1	0.875
LOC113241646	0.0034110764608375472	0.08880355036311469	4	0	0.3258118119659654	1	1
ARHGEF10L	0.003010960952708513	0.010240880731186649	6	1	0.3253823880981179	1	1
LOC113257049	0.04528174010870112	0.04356170251733115	3	1	-0.32513070056123994	1	1
RMDN1	0.046794754041506154	0.8791589451518823	7	0	-0.3250079329314852	1	1
CCDC9B	0.005027079007229708	0.7577611814664419	4	0	-0.3247836637715619	1	1
LOC113240981	5.065810560278154e-5	1.3083307486956116e-6	3	3	-0.32430333275691536	1	1
LRCH1	0.040666088432127774	0.021823927917543954	3	1	-0.3237698991376952	1	1
DDX20	0.0255755527633434	0.21500082791625344	4	0	-0.3236706129683452	1	1
HDAC8	0.014278934136795506	0.27345114164798023	4	0	-0.3235879715522289	1	1
RBFOX2	0.0010043367186780105	0.07238280156775498	7	0	-0.32353683456495486	1	1
LIPE	0.038115223372662786	1	5	0	-0.32352969881956795	1	0.75
GANC	8.349367217855124e-4	0.2797423602659326	10	0	-0.32345265910901777	1	1
DGKZ	0.03684525775611009	0.09488650912529574	9	0	0.32296362344493335	1	1
BRD2	0.03598603532876199	1	12	0	-0.3229359215370292	1	1
S100A16	0.007969073152393683	0	2	2	-0.32267516461576173	1	1
SNX14	1.9130304688821845e-7	3.2062729975807454e-5	11	1	0.3224982899228426	1	1
RIPOR2	0.006353959580418463	0.030351596278069732	5	1	-0.321916110543946	1	1
PMS1	0.014392750611558638	0.5052569562655242	7	0	0.3216490808453453	1	0.75
SOAT1	0.004073923365676857	3.845389391333929e-4	5	1	-0.3212624258192214	1	1
SEC31B	3.0326744352328464e-4	0.11439176337769229	14	0	-0.3204545304595171	1	1
FAN1	8.317001605884585e-4	0.028459544752893494	5	1	-0.3203877491456074	1	1
TRA2B	0.005027079007229708	9.892343986202881e-4	5	1	-0.32027575951430376	1	1
EIF4E2	0.01415355726340612	5.648299546125915e-4	4	2	-0.31978651204788405	1	1
TBC1D8	1.2838189525659142e-8	6.707783112295467e-5	5	2	-0.3196230933219689	1	1
ZNF410	0.04068344592554228	0.6615222764329358	8	0	-0.31957362194685685	1	1
KLHL21	0.0027331589234878455	2.241386896958461e-4	3	2	-0.3195613495011519	1	1
UGGT1	0.027861481463545563	0.004889038880606443	6	1	-0.31920180182148095	1	1
ACSF3	0.013453580194831703	0.5118835718470778	8	0	-0.31910750873884264	1	0.875
CUNH14orf28	0.036354925961499356	0.15704262489278906	5	0	-0.31906921949630024	1	1
CUNH6orf106	1.9359913359659803e-4	6.493512881845428e-6	3	2	0.31889192218791135	1	1
FXR1	4.5261160049727944e-51	1.2798255100977187e-14	7	4	0.3187879255124661	1	1
NISCH	7.699533511008851e-4	1.7837724579720634e-4	5	1	0.31824540019673314	1	1
SORBS2	3.982022764323019e-17	1.4413921653067e-7	9	4	0.3180650502477947	1	1
ST5	0.03949249776506558	1	7	0	-0.3177823433687341	1	1
ARHGAP25	0.00191397905132201	0.025829401654015555	6	1	-0.31722111848190637	1	1
ACTR3B	0.01291011099360858	0.189210787209083	5	0	-0.3165530568837861	1	1
MECP2	7.610319405373293e-4	8.854641109379616e-4	3	1	0.3151696798970612	1	1
RHOBTB2	0.049499215732624134	0	2	2	0.3151651939922232	1	1
CALM3	8.359660310484569e-4	0	2	2	0.3147162544610552	1	1
ACSL6	0.004905572934202936	1	4	0	-0.314543958680946	0.875	0.875
POMT1	0.0031777014991054833	1	12	0	-0.31437350977788725	1	0.75
CRAT	2.5279306941137115e-4	3.4829348856296994e-5	3	2	0.31432438744309665	1	1
VTN	0.01763625763294388	1	7	0	-0.3139919922381581	1	1
PIP5K1A	0.047631337871246605	1	7	0	-0.31395311950668797	1	1
LOC113243636	5.474765076835228e-4	1	11	0	-0.3135466278838383	1	1
RHOF	0.0280034287479739	1	11	0	0.3134663586178206	1	0.875
DMXL1	0.0011833620002266788	4.8569936973687076e-5	5	1	0.3132216548946818	1	1
FAM192A	0.016610543849001767	1	8	0	-0.31315730201897235	1	1
AFTPH	0.002053223786837687	0.0076343981223453185	7	1	-0.3131490792525671	1	1
ATP9B	0.011561536581286065	0.0033739929614816327	3	2	-0.31015980834793805	1	1
LOC113260620	0.01968473842636317	0.3699252834924771	3	0	0.30941677787455235	1	1
INPP5K	3.809451101949832e-5	0.32296739934120355	5	0	-0.3090624974187107	1	1
SAMD4B	0.003064596071152852	0	2	2	0.30902297995419464	1	1
SETD4	0.013693547402565018	1	9	0	-0.30859346667187426	1	1
TOB1	0.00101253687974537	0.001990313975034927	3	1	-0.30827652162520924	1	1
MYH10	0.002127390500389329	0.09570383610550724	8	0	0.3079296025683488	1	1
PQLC1	0.03532275745148169	1	6	0	-0.30787918569280254	1	1
MRC2	0.022345919039996477	0	2	2	-0.3077796094607985	1	1
NQO1	5.022262997318677e-10	3.085481373848035e-11	4	2	-0.30731891117033105	1	1
CSTF3	0.03218412548017551	1	7	0	-0.307202631418971	1	1
MYO1C	0.013693547402565018	0.001516904640702341	3	2	0.3068117929215309	1	1
MEF2A	4.041611286399033e-28	8.54782966336378e-6	12	1	0.30677123227974695	1	1
ZNF432	0.0306111287956076	0.0037062689484419595	4	1	0.3066958318802927	1	1
CDIP1	0.007852723337244547	0.04899468557029065	8	1	-0.306670490092645	1	0.875
UPF3A	0.0042388688184155695	0.04369037656674511	9	1	-0.3063485080894672	1	1
AK4	0.01007665096960858	0.0039162223215370075	7	1	0.3058272568903879	1	0.875
CASC4	0.007589522489961451	0.05439376939173919	4	0	-0.30557723559588723	1	1
SLC33A1	0.019750488596038	0.5189440143559101	6	0	0.30534202284023987	1	1
COMTD1	1.4260959981932217e-4	0.03556643646001189	6	1	0.30449382527484314	1	1
FAM13B	0.007330766263252768	0.0058421800209476574	5	1	0.30394859290063464	1	1
PTPN3	0.007621894293021782	0.5089051261095489	9	0	-0.3037157425287704	1	1
AKAP13	3.543344255286598e-22	4.041743164088162e-10	9	3	-0.30334158948964246	1	1
SLC25A37	0.0017145433481486612	0.0028094936810046773	9	1	-0.30251455077140244	1	1
MYO9A	1.8133485038905384e-7	7.206278359062521e-5	6	1	-0.3013646954129344	1	1
PPIG	9.94999880638856e-5	6.824563841021142e-4	5	2	-0.3013142302927322	1	1
TWF2	1.0565115196643537e-6	7.007098089831097e-6	4	2	-0.30053183465725686	1	1
CIAO3	0.027959876988027838	1	7	0	-0.3004762963350842	1	1
KIAA1551	0.021792893070486995	0.3389053560179962	5	0	-0.29993829083341705	1	1
SLC9A3R2	3.619460409175592e-4	0	2	2	0.29957722459277547	1	1
MFSD8	0.023744003420986676	0.24061407428598242	6	0	0.299284327087126	1	0.875
PDK2	0.03850675124929198	0.022825308406679217	3	1	-0.2990672999641061	1	1
CCSER2	8.955780182132087e-5	1.4385196913965816e-4	7	2	-0.2988833105810259	1	1
DEAF1	0.02224533779969697	0.016699623382720987	3	2	-0.2982121157770702	1	1
CNTRL	5.929043423897969e-7	0.1071202033111176	7	0	-0.2981135383817553	1	1
SEC23B	0.018131965424201577	0.043436260026744195	8	1	0.2971868343217112	1	1
ABL2	0.01244637332819118	1	7	0	-0.29688136547295174	1	1
LARP4B	4.196680765142674e-5	0	2	2	0.29667217169418314	1	1
ATL2	0.010320079634904895	0.10579060734451881	6	0	-0.2963966711361341	1	1
RPRD1B	0.015469842095176687	0.5512635671908669	4	0	-0.2963656888732502	1	1
CSNK1G3	6.921560330453145e-4	1	7	0	-0.29611629467453476	1	1
MFSD1	0.005410989323854572	0.004983246582422201	6	1	-0.2956555211585336	1	1
NDUFAF5	3.0294059143621345e-4	0.03889252699690134	8	1	-0.2952990704641598	1	1
C2CD5	7.684388942253349e-11	9.87970192997217e-4	9	1	0.29483684627123957	1	0.875
RASSF3	7.763504145517181e-4	1.2054162583260031e-4	3	2	-0.29426530685851826	1	1
EIF4A2	1.8070565391309502e-8	2.2075602233177424e-9	4	2	-0.29408341690233786	1	1
TMEM237	0.018616811588512014	0.03904729490126809	5	1	-0.29384459327648715	1	1
GPBP1L1	1.3678615377858596e-6	1.6905147731957005e-6	9	1	-0.2935672356678706	1	1
GOLGA4	1.2892654734854054e-15	6.911086228857011e-10	5	2	0.2933940012012462	1	1
SGCG	3.2981404540749726e-4	0.031025446092608343	6	2	-0.2933491171195711	1	1
ACACA	0.02355366897291596	0.033783154020457604	8	1	-0.2930170351899102	1	1
WNK1	1.1418684643270906e-20	3.224285017493336e-5	6	3	-0.29290853981721593	1	1
CTTN	8.038023751994859e-6	5.2923514976539854e-5	5	1	-0.2928525085311945	1	1
GHR	1.1074923435170599e-4	0.009837930830885935	9	1	-0.2926611110990017	1	1
PREPL	1.3713628454765354e-10	0.0014050033815952666	9	2	0.29265920560512654	1	1
WDR13	1.7777514842987605e-4	0.16964659991188086	6	0	-0.2925056883120427	1	1
PRRC1	0.007939796646479987	0.1593811575448	4	0	0.29249884876489873	1	1
RPS6KC1	0.013147665056553627	0.24027341891993725	9	0	0.29247344883375076	1	1
SORD	0.03173911154307817	0.009360525103659603	10	1	-0.2921729407566099	1	1
UAP1	0.026758234195503564	0.10641005618803076	10	0	0.29207981587384685	1	1
FBXO7	0.0461126914123438	1	5	0	-0.2905576500274865	1	1
ABCD3	0.03442904097969735	0.04098092255410391	8	1	-0.29030908492875795	1	1
KCNIP2	1.7142884809569564e-6	6.721083304492893e-5	7	1	-0.2897503943050377	1	1
DDX56	0.03775314558115325	1	10	0	-0.289306923752481	1	1
INTS1	0.013216679261699745	0.0022209817059428362	3	2	-0.2891538894827995	1	1
SNRNP48	0.028029171598670535	0.0030018598004116085	4	1	-0.2885940829582406	1	1
N4BP2L2	4.830389203277013e-15	3.343425280543831e-4	7	2	0.2884300076388363	1	1
SUOX_RAB5B	2.7589304327841845e-7	3.2013246170044516e-9	3	1	0.28820346361251625	1	1
GATAD1	4.574967952689999e-4	1	5	0	-0.28799490553622187	1	1
USP11	0.008599057879881414	0.21891054868723478	8	0	-0.28769401863864885	1	1
USP25	1.661326670602939e-6	0.03200177009262164	5	1	0.28767709062232005	1	1
APLP2	0.002478195055018943	0.002627816011504983	4	2	-0.2876518451197161	1	1
WARS	0.0041672439267624655	0.03158891243663079	7	1	-0.28741671179977873	1	1
EMC1	0.008020290162328185	1	8	0	-0.2865569236598712	1	1
VPS29	7.200033363037665e-4	3.109133422417557e-5	4	1	-0.28639659340069823	1	1
CAST	1.8008536781618154e-14	0.0035764646796710045	11	3	0.2862162515020935	1	1
TP53	0.00418164453591933	0.0010124455017638204	4	1	0.2850845118692431	1	1
ATP10D	0.030285811330067754	1	5	0	-0.2849827753805859	1	1
TIMM44	0.029753677475298432	0.015010717380333872	4	1	-0.2849003399449438	1	1
MBD4	0.01612440517195362	0.5310842873724477	9	0	-0.2848345320061494	1	1
RRP1	0.0378662110507977	1	6	0	-0.28455472608273147	1	1
PEX26	0.011057246443432183	0.3875831979358845	5	0	-0.28400792462754	1	1
LOC113246573	0.0027275274099538187	1	12	0	-0.2839947303366777	1	0.875
NFX1	9.816137036371777e-4	0.29663180425653657	10	0	-0.2839390317764225	1	1
MYO18A	2.2389522890688388e-17	9.66380885250518e-6	8	3	-0.28347791169009917	1	1
SLC36A1	8.010591450294939e-4	0.26625220469433486	6	0	-0.28344642479907506	1	1
STX17	0.007271597718634965	0.24038447125772394	6	0	0.2834426954743363	1	1
PLEKHM3	0.0077263370388407195	0.04228204315915846	6	1	-0.2831140211941175	1	1
RBM18	0.04068344592554228	0.038858129371886714	5	1	-0.2826106090127316	1	1
RORC	0.007961648367254534	0.1947825044747893	7	0	-0.28247690177734863	1	0.875
RUFY3	4.2669100471156576e-5	0.8190909290646075	7	0	-0.2823037003507655	1	1
MROH1	0.005086286104968725	0.023974656738336535	7	1	0.2819812852516976	1	1
ADK	2.5071515430638418e-5	0.003689391611043764	5	2	-0.28179647128323865	1	1
GAA	2.524604788530934e-4	0.7938598610705137	10	0	-0.28176277573298963	1	0.75
ZFP90	0.002836232357813843	0.018618838521623382	6	1	-0.28157999398109923	1	1
MTMR10	0.006192718036308565	0.08855000632799176	5	0	-0.280894422708988	1	1
CXADR	0.0070572870017762725	0	2	2	0.2807530315080291	1	1
HMGCL	0.04917814525428447	0.38953381468148757	6	0	-0.28034327379529334	1	1
DLC1	4.3903989949245926e-4	0.019940618526355168	6	1	-0.2802385266519778	1	1
HPS5	2.681069054474307e-4	0.0609910519967073	12	0	0.2799565724062814	1	0.875
GDAP1L1	0.04354400594020165	0.0811159155999848	7	0	-0.2787939644081682	1	1
PAFAH2	0.02069280583735121	0.31922556654672496	7	0	0.27833767411461974	1	1
ARHGEF26	7.184792849921086e-5	0.025483376646190412	4	1	-0.2779906318877338	1	1
KATNAL1	0.04126596881937018	0.02548213482076484	5	1	0.27784365255601423	1	1
STOX2	0.02780154431915798	0.6708808925202393	4	0	-0.27770824576164965	1	1
LIMS1	1.7878033984298493e-9	1.8545245202728395e-7	4	2	-0.2773718352170268	1	1
CACNA2D1	3.510264181482988e-5	0.005171900259096866	7	2	0.2769030344802124	1	1
CUNH11orf54	0.0280034287479739	1	11	0	-0.2768823743578344	1	0.75
SLC25A40	0.015765485242819698	0.014549878281666208	11	1	-0.2766201200648158	1	1
novelGene_LOC113270085_AS	0.00511440500894226	1	7	0	-0.276454235052927	1	1
ATG13	4.157206395389299e-8	0.046397270594249515	16	1	-0.27637051285145187	1	0.875
LPIN3	0.04865556655513101	0.38907195654686544	5	0	-0.2760758605938675	1	1
ACAA2	5.642615233108923e-6	5.031617529760861e-8	4	1	-0.2754844620918796	1	1
LOC113245319	3.0000904654194703e-5	0.0029840243265043726	5	2	-0.27538184949976785	1	1
RBM10	0.0037598561468631863	1	10	0	-0.27538111819039873	1	1
HCFC2	0.045639860935372756	0.008587161051778331	4	1	-0.27484340019350106	1	1
PPP2R1B	0.004989685229141528	0.514609498204932	12	0	-0.27457263232309936	1	0.875
SPINT2	0.043238668370369895	0.011221571048779109	3	1	-0.2740830223515399	1	1
DYNLL2	0.02069280583735121	0	2	2	0.2738854497655633	1	1
ZNF582	0.001344365351075103	0.231693651138286	6	0	-0.273763986637693	1	1
KIF21A	2.3976327352627793e-11	0.0019143194658005971	9	2	0.2736294201746343	1	1
KLHL31	0.01763625763294388	0.01098485180389406	5	1	-0.2735633616918527	1	1
DCP1A	0.03022456088493133	1	5	0	-0.2734064220349093	1	1
LOC113262286	0.013775529062881302	0.43440137421132985	11	0	-0.2729898282611896	1	0.875
CETN2	0.0016020814356632143	0.0016235218443244736	3	1	-0.27298669776094964	1	1
SENP7	0.015783795414306453	0.002893671308396899	4	1	-0.2729682936732094	1	1
ATAT1	2.776600437887108e-4	0.5531797253726992	8	0	0.2728562735244523	1	0.75
SLC26A11	0.0141534537208785	0.09696390298487449	4	0	0.27260139479160234	1	0.875
NFE2L2	0.003197339228561652	0.019240841300448935	7	2	-0.2723494598270634	1	1
DCUN1D3	0.026524973061040923	1	5	0	-0.2723042633327636	1	1
DGUOK	0.004478742416584115	1	5	0	0.2719774478619721	1	1
SLC25A12	1.887620628226537e-5	0.004598514011652845	11	2	-0.27181343341453373	1	1
SNX1	0.012928547997503658	0.05226003663592956	5	0	0.2716751447081082	1	1
