gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Ventricle)	pct_gene_expr	max_pct_tx_expr
CLASP1	2.0875980829736624e-10	8.065266617586465e-5	9	2	0.3929693633539704	1	1
CRIP3	0.010637156986575502	0.11847649678476316	5	0	-0.39240292881641253	1	1
CELF1	2.854184916421256e-5	1	9	0	-0.392311257787893	1	1
DCTN1	5.4241471067373615e-6	2.3918452283369387e-5	10	2	-0.3922005799193537	1	1
ND6	2.3200801812333225e-4	0.03325521849736027	5	1	0.39209427189239493	1	1
MYOM1	1.4758977732615943e-14	6.281391598092044e-5	10	2	0.391893548084773	1	1
RALGAPA1	1.5311222706850393e-21	9.64650512580564e-8	6	2	0.3913743824293997	1	1
CLIC5	2.696060125651e-8	9.246016100814347e-6	4	2	-0.39132076105761193	1	1
U2AF2	0.0399826056710679	1	6	0	-0.3907524925141351	1	1
LOC113257633	1.9912316885202627e-10	0.0023723430491334714	3	1	0.3904082640398374	1	1
ZFYVE1	0.014701065509151677	1	8	0	-0.3897510500860186	1	1
RAB1A	2.5410913425784265e-5	6.841714566544491e-4	3	2	-0.38965759965695146	1	1
LOC113241646	0.047590827856687494	0.26225993627524263	3	0	0.3890635690008688	1	1
LOC113250367	6.478661700864876e-4	0.01948851792056196	8	1	-0.3885903026872754	1	1
ENSA	1.3788408820779263e-29	2.0674197999301662e-26	4	2	-0.38848231525199384	1	1
CEP112	0.0055006437408559984	0.45674952357062804	5	0	-0.3877139397739353	1	0.875
SEC31A	1.572177380022608e-4	0.002751412334005117	9	2	-0.38658545639269554	1	1
MAST4	2.521510057295072e-7	8.662501252886614e-7	4	2	-0.38657012431449966	1	1
ODF2	0.046965726831082306	0.029358091569449515	9	1	-0.38643619646990296	1	1
ATXN3	0.005309680793043453	0.42005292991697996	5	0	-0.3861277487648593	1	1
ITGB1	2.876613423165292e-37	0	2	2	0.3860181116735173	1	1
NDRG2	3.910871149344719e-13	1.2218436622761353e-8	5	2	-0.3858943459777154	1	1
ZFYVE16	6.476620921399232e-4	0.0018621186235699158	4	2	-0.3853817863880492	1	1
ZNF287	0.048208250330523526	0.2611484751367283	3	0	-0.3849565107646028	1	0.875
RGN	0.012529526628345115	0.2074809664224748	6	0	-0.38494072499065773	1	1
SPHK2	0.04550202880848457	1	6	0	-0.3848488215957621	1	0.5
RHOBTB1	0.002581105260396826	0.003026609168678268	8	1	-0.3846050805565093	1	1
FAM53C	1.2925622775206055e-4	0.0905925778089693	5	0	-0.38427449280583936	1	1
EGF	1.979020131394091e-4	0.20048831087353683	5	0	-0.38419717335716536	1	0.875
AK2	5.283661572923596e-10	1.441152371701056e-6	4	1	0.3841703561343447	1	1
PAPLN	0.0429401402600501	0.10641733833544091	5	0	-0.38377156924516	1	0.875
SLC8A1	3.8826215695175195e-4	8.999458045628614e-6	5	2	-0.38349353425061994	1	1
KLHDC3	4.214714016998694e-7	5.038882129679203e-7	9	2	-0.3834349900864794	1	1
LOC113268691	0.02913543505989966	0	2	2	-0.3833902364658136	1	1
CLSTN1	1.710108065018582e-8	5.52911989352664e-5	6	2	-0.38329915608711096	1	1
SUPT5H	0.009503395586659477	0.0021008734001402496	3	1	-0.3831198541059705	1	1
LOC113249140	9.090111145241174e-7	7.894411768581214e-7	5	2	-0.38310745664007356	1	1
SLC52A2	0.007200097703817213	1	5	0	-0.3830290212787163	1	0.75
SAMM50	4.971338413364012e-7	7.320300917035523e-8	3	2	-0.38295198286741083	1	1
WDR41	2.3467500783597481e-4	0.0016249848268220866	8	1	-0.38282261752681523	1	1
ZMYM2	3.37081630272028e-6	5.261197182004821e-4	8	1	-0.38261989422303144	1	1
LRRC8A	0.010713029164274818	0.0025182280999540116	3	1	-0.38253985467923857	1	1
RNPEPL1	0.0028643547647199236	0.0014939729548670282	3	2	-0.38239516472879453	1	1
NCAPG2	0.013730315868878767	1	5	0	-0.3823598328611311	1	0.75
METAP1	4.7742285088842675e-5	5.508266149328502e-4	4	2	-0.38220604128762226	1	1
KLF12	0.018425548147042163	0.013573599102045694	4	1	0.3819388907240644	1	0.875
BRAF	0.009618904668304283	0.0015366830432713456	4	2	-0.38184135714535694	1	1
HACD4	3.0642039180586657e-4	3.095892919599668e-4	3	2	-0.3816103131830705	1	1
PPIP5K2	1.750633917553889e-7	0.07391806082227144	10	0	-0.38143396110562705	1	0.75
IPMK	0.02401995164108592	0	2	2	-0.3809651215699775	1	1
TMEM237	9.77542001653775e-4	0.0016675312929651043	6	1	-0.3799935580505521	1	1
MIB2	0.019389542446321156	0.0021654234598863474	3	1	-0.3798405635482986	1	1
NSRP1	0.00578674722626278	5.17526773819089e-4	5	1	-0.3796613938088486	1	1
SPINT2	4.452007228810038e-5	2.6754227916300447e-6	3	2	-0.37959257246559086	1	1
ACYP1	0.014455945529523725	0	2	2	-0.3793705938021149	1	1
USO1	1.5831778447358275e-7	4.914801504677744e-6	6	3	0.3792396495482065	1	1
NCOA6	3.646313485680232e-11	1.7278880247780218e-7	6	3	0.3790820805278753	1	1
FBXO21	2.2513476038834524e-4	0.08395646948143741	9	0	-0.3784299264021572	1	1
LOC113252908_LOC113252909	0.008163863878671313	0.08571811672860724	5	0	-0.37826845979382817	1	1
PLSCR3	0.009604805348908903	0.048091120720367614	6	1	0.3777893382566887	1	0.625
GSR	0.014627074622881086	0	2	2	-0.3777530060899762	1	1
LOC113252152	0.03668575729862923	0.37470556372014524	10	0	-0.3776643839075679	1	1
WWP2	0.010647257085781917	0	2	2	0.37756743747774235	1	1
HIBCH	1.7948185885017242e-10	7.637040530082177e-9	4	2	-0.37754155699208447	1	1
RAPGEF6	5.6910677181401526e-5	9.058226790996508e-4	7	2	0.37715693484118584	1	1
COMMD10	0.002177468093817127	0.01097327450449781	5	1	-0.37711935861593415	1	1
VPS29	1.0957641695075429e-14	1.0638348721069753e-12	4	1	-0.37673676358091535	1	1
LOC113241073	0.0475935660874978	0.03587782895755043	4	1	-0.37553374970432074	1	1
POPDC2	0.011793009055213393	0.004650907930988503	4	1	-0.37545507493529906	1	1
CCSER2	3.8191113851642665e-6	1.642318099475046e-5	7	2	-0.3738121395084527	1	1
LOC113261185	0.041970520066689054	0.47413975370781547	4	0	0.37355424352305455	1	0.875
PHKB	0.008452361268775486	0.0802823498143441	6	0	-0.3730343219639883	1	1
RTN4	4.949251417257094e-13	1.3142710460745908e-4	7	2	0.37279788637978684	1	1
USP2	4.577665525441163e-4	0	2	2	-0.3727013353339206	1	1
LOC113248379	1.0196316587725882e-5	4.746662935366511e-5	3	2	-0.37249603749905985	1	1
NSMAF	4.931392505633117e-4	0.28895168518262115	8	0	-0.37230621152883464	1	1
IMMP1L	0.036818979910015016	0.14241972634681985	8	0	-0.371430582204448	1	1
ZNF275	0.012267759115088667	0.010845867477992398	4	1	0.37138167253801735	1	1
MAOB	0.018107990041669256	0	2	2	-0.3708198404316366	1	1
NUP43	0.04031035384826197	0.09075867144951026	3	0	0.3705179753523512	1	1
UBE4B	0.04611612192629855	0.030617058917821502	3	1	-0.370009391939036	1	1
ZNF207	3.904350236662069e-7	2.3326279002668492e-4	7	1	-0.3698066914389544	1	1
CCPG1	3.82154175920877e-21	2.0152121821977638e-9	7	5	0.3697460114862653	1	1
PDHX	3.211100083203181e-5	0.21524132627665948	8	0	-0.36969656006105406	1	1
LRRC39	6.555676459370457e-4	0.002845039206819846	5	1	0.36961661349991326	1	0.875
GPD1	3.8180608068017136e-4	0.050694615289483685	10	0	0.3690214808586093	1	0.875
RUSC2	7.645365662261906e-4	0.01603192334983449	10	1	-0.3686996481675825	1	0.875
TBL1XR1	0.002871237806267045	0.6870100885735727	9	0	-0.3686865301069413	1	1
TARBP1	2.7273161900448163e-7	2.1141412729417194e-6	6	2	-0.36857451918858813	1	1
SEMA3F	0.02228978951608597	0	2	2	0.3684721904301444	1	1
TSC22D3	1.2533033245880505e-4	1.721263548217654e-5	5	2	-0.36834256458513215	1	1
DNMBP	3.088606788246382e-5	1.0343002283105926e-5	3	3	-0.3680025890208144	1	1
SLC35B2	0.023118557676024106	0.02669975221102972	3	1	-0.36786996968701635	1	1
IDO2	0.02319364261838285	0.7781591502090914	4	0	0.3673030279504634	1	0.875
PEX5	0.0036997508549365507	1	9	0	0.36624665126522327	1	0.75
MIPOL1	0.03820082912058718	1	5	0	-0.3660988036057923	1	1
APP	0.002593569043499679	0.0020860170177948636	4	2	-0.36609085656348306	1	1
COBLL1	0.002042204470170145	0.002917932589330358	7	1	-0.3660223341339707	1	0.875
DST	1.5262067547758227e-46	3.85377091683727e-13	12	2	0.3658892217210967	1	1
UIMC1	0.006918938452746555	0.004355710474642495	7	1	0.365276978582386	1	1
OTUD7B	1.3592350611498188e-4	0	2	2	0.3652423957234408	1	1
C1QA	0.022615401261486263	0	2	2	-0.36521952724382956	1	1
FOS	0.030001435496716956	0.04179994251531227	4	1	-0.36474988380032036	1	1
NEDD4L	2.4423221163230533e-13	1.572613300228329e-5	7	4	-0.3642973837980494	1	1
WHAMM	0.007385330660979666	0.18839425508315455	8	0	-0.3642509408232845	1	0.875
TCERG1	0.011134532640476112	0.009410884956348597	9	1	-0.36416917313331604	1	1
RPRD1A	1.2464713878280564e-6	0.009046936675555558	10	2	-0.36412456340395455	1	1
CTSS	0.0067539197648364266	0.0034641582441285236	3	2	0.36401186952021614	1	0.75
SLC25A36	4.368153734305418e-4	0.0014951735761328105	7	1	-0.3636000770694668	1	1
DCUN1D3	1.2463657507859169e-5	0.024684163077318872	5	1	-0.36351600308155885	1	1
GPCPD1	0.007611898618630673	0.0030919196884347426	5	1	-0.36315077314393773	1	1
KIAA0319L	4.1009385733015196e-4	0.0010837131915450206	7	1	-0.3630214469761168	1	1
ADCK2	0.007792598029322128	0.46283397660335024	8	0	-0.3628789387802803	1	0.75
SLC25A30	6.499185167925052e-7	0.005739523908688164	7	1	0.3618101112243079	1	1
NPC1	0.0021146223860232663	0.763889630570204	5	0	-0.361757298583484	1	1
AGL	6.1767936047308155e-9	2.9423249152710145e-7	7	2	-0.3611098770502481	1	1
PHOSPHO2	0.0033623678297742925	2.669155025403618e-4	3	2	-0.36106595736825736	1	1
IQSEC2	0.006687037158247071	0.00570305408826386	4	1	-0.3608032573036636	1	1
LOC113261710	0.004472318977477114	0.6290469807919916	8	0	-0.3605449156095011	1	0.875
CTTN	1.9236641294580512e-5	4.559939224343801e-5	5	1	-0.35983303971037045	1	1
PHKA2	1.3817102989309627e-4	0.2880772895229027	9	0	-0.3596736553362463	1	1
AP5Z1	0.04346354647178845	0.31497976477720996	6	0	0.3593492017641011	1	0.625
TOR1AIP1	0.01647969879338816	0.001928552675245048	4	1	-0.35907974971722245	1	1
ABCD3	3.085356928952693e-4	4.419522837721439e-5	7	1	-0.3587645165619621	1	1
TRUB2	0.016649327923883787	0.012643083350549677	5	1	-0.35872674757890355	1	1
PCDH7	2.8580473551087093e-22	1.39046615407599e-20	3	2	-0.35857232273240214	1	1
HAX1	0.0028310058008735287	0.003256551200099643	3	2	-0.3581630472757427	1	1
ITGB6	2.1576258849301178e-10	1.716073354441385e-5	6	3	-0.35803566154424815	1	1
RREB1	0.03121149712023793	0.23837320593171896	7	0	-0.35689275731916487	1	1
PAN2	2.5109943028209974e-5	0.015506457706557973	12	1	-0.3563563725788308	0.875	0.625
METTL25	0.004973882963240658	1	10	0	-0.3563562059430245	1	0.875
DUSP19	0.002129947032676063	1.5986257888735866e-4	3	1	0.3559178856202584	1	1
ADCY4	0.006711791175445864	0.01845708434716112	8	1	-0.3556491022280079	1	0.875
EPG5	3.676995147386618e-5	5.360876140240535e-4	5	1	-0.3552124349312974	1	1
ZFP69	9.907675945016795e-4	0	2	2	-0.35473532079792336	1	1
RUFY3	1.0029570780011022e-5	0.8414544732910508	7	0	-0.35378376716855814	1	1
KIT	0.015074096816283902	0.04892237808520345	3	1	0.3537358155954195	1	1
MYH10	1.8214840559891196e-4	0.015673213870701717	5	1	0.35357243356801416	1	1
ADCY6	0.036818979910015016	0.13222115997380052	7	0	0.3535324752315001	1	1
LOC113260612	1.4392163733064442e-6	0.006330962796939354	8	2	-0.35342166254675433	1	0.75
IKBKG	0.03794283474562658	1	7	0	-0.3532737177934163	1	0.875
LENG8	0.04955029637161996	0.025340911679873356	4	1	-0.35304660049920217	1	1
PRMT3	0.03526589156019028	1	4	0	0.3527076491396409	1	0.875
DYRK1A	0.028746646695401366	0.8108373443953738	9	0	-0.35263518407103306	1	1
HEATR5A	0.008132712463364094	1	9	0	-0.3525231440372643	1	0.875
MYLK	8.080532051603155e-15	1.1975328774297612e-10	7	1	-0.35220102576834106	1	1
MCCC1	0.012895213506022754	0.17428832500659677	6	0	-0.3520959074415475	1	1
ZNF662	0.0014541828181523235	0.049044134409707826	7	1	0.3510844594279641	1	0.625
USP32	0.015378602216831825	0.026497196440733	3	2	0.3510396687288125	1	1
CD44	6.9549050884791655e-15	2.331382193797165e-9	5	2	-0.35097792360924396	1	1
GGPS1	0.019978584352659267	0.8189856760846986	5	0	-0.3504513970969091	1	1
ERBB2	0.003988522155556027	1	6	0	-0.350409319866947	1	1
ARL2BP	0.012873157587640306	0.06039179922666569	5	0	-0.35036562107820046	1	1
LOC113254033	0.0059590406479719405	1	9	0	-0.3498537878943048	1	0.75
MYO6	2.170791844071013e-6	2.802526577281355e-4	6	1	-0.34952710809705484	1	1
LTBP3	0.007122662423214121	0.0010699836867920616	3	1	-0.34934965782096117	1	1
VEGFB	0.0015033106564084004	0	2	2	-0.34910178017593124	1	1
XPO4	2.750562478637444e-9	1.3833320992052013e-9	6	2	-0.34909343673784166	1	1
NUDT17	0.00131226134155011	0.06816639363614203	10	0	-0.348897751297493	1	0.75
ZNF358	0.015681026732327578	0.009320649278254812	3	2	-0.34788776449607084	1	1
PRKD2	0.0033573760557482043	0.155790067593136	4	0	0.34773706201465465	1	1
KIDINS220	1.9306947310849971e-16	1.6580737005372905e-6	8	2	0.34738310628395813	1	1
LOC113270979	0.00985697285098663	1	9	0	0.34729985809644504	1	1
LMAN2L	1.612700573111207e-5	0.018839026219189436	7	1	-0.3470449071919801	1	1
MGAT1	0.00234531390038506	0.0012960406584485592	3	2	-0.3470270216660659	1	1
RNLS	0.003964496983232751	0.05323481300423369	8	0	-0.3467130649180062	1	1
GORAB	0.00471095886223237	0.026887871702103657	5	1	-0.3465824773625289	1	0.875
FARP1	0.006151406491863925	0.010095014168102314	6	1	-0.34654991452692635	1	1
NIPA2	0.002908862519876739	0.014997341544637588	4	2	-0.3459727219206823	1	1
RHOA	7.855297588469913e-11	0	2	2	-0.3449678513037757	1	1
LOC113245930	0.002008548754920766	0.0011933592782517437	6	1	-0.3448714222046453	1	1
PQLC2	0.04088867100509529	0.4229724932381078	4	0	-0.34481326859851785	1	1
HDAC9	0.004191903565617962	0.12347713592178423	9	0	-0.34375215928034036	1	1
SSBP4	0.002240692622774846	0.0041642721686269285	5	1	-0.34313800954237383	1	1
AP2A2	0.0018755841515275056	2.7430279789484983e-4	4	1	0.3430844661581489	1	1
DCUN1D1	0.03708887649121541	0.03160450468593349	5	1	0.3425953679804828	1	1
KNOP1	0.028746646695401366	0.2002089326983942	6	0	0.34199271442561685	1	1
LRCH3	0.004823177300820444	0.07215175431503318	5	0	-0.3419709689283265	1	1
CUNH11orf54	5.277845056819009e-4	1	10	0	0.34129650653378263	0.875	0.75
LOC113251647	0.0402996275254199	0.02142333253588422	4	1	-0.34124441950832324	1	1
SNU13	0.011528220989065028	0	2	2	-0.34121173390856374	1	1
ZFYVE27	0.00789523223148777	1	6	0	-0.34116375650787767	1	1
ITGA7	3.6900907861521585e-4	0.002347694946659348	11	1	-0.3408632090556881	1	1
USP54	0.0017065668315770824	0.002238053727231295	6	1	0.3399600306529049	1	1
CSTF1	0.00474462966667841	0.023380744685288606	5	1	-0.3395491047851788	1	1
CEP70	0.029519899716872428	0.0570950326189102	5	0	-0.33954655292287006	1	1
TMTC4	0.03832121925565882	0.2502707561202609	7	0	-0.33942366607547897	1	0.75
PTPRS	7.219577381653201e-4	1.429131850049959e-4	3	1	0.3384884909691168	1	1
MRS2	0.0019059034518569692	0.04825408720232296	4	1	0.3383233630754833	1	1
RELCH	0.006044502093252606	0.2828649832242168	8	0	-0.33820051897548914	1	1
MANBA	0.0048757797007645725	0.02335040526206632	5	1	-0.3379940119565562	1	1
LOC113268059	0.001514525412001508	0.002884140324040543	4	1	0.3374721308696409	1	0.875
SORBS2	6.668594310607201e-28	2.4618026590346787e-13	9	4	0.33677417260365694	1	1
ZNF202	0.02479602094215156	0.7790473564560302	7	0	-0.3366783125183528	1	0.75
FAM177A1	0.009980142538690054	0.09276433969321755	4	0	-0.3366089951809764	1	1
MYO18A	1.3471703866664636e-16	1.2300181990133315e-5	8	2	0.3362693070082834	1	1
CDC14B	4.477629102769365e-10	1	7	0	-0.3361772908309772	1	1
RNF167	0.02305072157918776	0.8466921097051888	7	0	-0.3360892864945353	1	1
ZNF384	0.03526589156019028	0.513865825955154	6	0	-0.335794664232939	1	1
FAM214A	0.008800298070213864	0.23347374611142985	8	0	-0.3356361799424158	1	1
TBC1D19	0.014499510532642078	0.3760689086610868	4	0	-0.33554747426045217	1	0.75
NAPEPLD	0.0061200327836087014	0.015727548108440504	5	1	-0.33553429114108946	1	1
GBF1	0.0039885556089227165	0.2273772841198706	7	0	-0.33524421489438233	1	0.875
SMG6	0.019568046744191978	0.6417137633101387	4	0	0.3350749256020274	1	0.875
ACACA	0.013340342102383072	0.04363104790533165	6	1	0.33486440920316374	1	0.75
MRPS35	0.02253691569527153	0	2	2	0.3347864428369063	1	1
TSPAN9	1.530627451905549e-8	4.372770299613675e-9	5	1	-0.33438072656627155	1	1
MLXIP	5.3855917887682614e-5	0	2	2	-0.33422616558552565	1	1
GSS	0.02448481639385169	0.10561256685377791	4	0	-0.33411352198751243	1	1
SMAD4	0.019969326784835168	0.36249689379305194	7	0	-0.33321084068119833	1	1
PDSS2	0.0063253848774027415	0.008958514198795148	4	1	-0.33319101735262346	1	1
CSRNP1	0.04000982023125118	0.025361109008366436	5	1	-0.3328127190130099	1	1
MRC2	4.101489532571387e-4	0	2	2	0.33266408132274594	1	1
PLPP1	0.008487750560915507	0.01265038513852951	6	1	-0.3324945938788495	1	1
LOC113257115	0.022354084037478017	0.26969868742792036	11	0	0.33233287987485405	1	0.75
HNRNPH1	8.84478350998037e-4	0.0378859031229996	5	2	-0.33217391246928596	1	1
TFPI	0.04410888038412913	1	7	0	0.3314410851813252	1	0.875
DGKH	0.044219513670494384	0.03509199436516522	3	1	-0.33110776825423294	1	1
SNX8	0.028746646695401366	0.22984173010639578	4	0	-0.3308852937941086	1	1
PRKAG1	0.00863969322786842	0.10560704455206402	5	0	-0.33057260275522876	1	1
CORO1A	0.03979362024826821	0.020233308409607038	3	1	-0.33020324908548915	1	1
ASB3	2.2808065398608613e-5	1	9	0	-0.3300389930356505	1	1
PCMT1	0.012051809889118829	0.007547075680058798	5	1	-0.3299047128786621	1	1
RGL2	2.9404286457364293e-4	1	9	0	-0.32960882232886285	1	1
SMARCA2	0.017693477840811992	0.2871846600551185	10	0	-0.32868781602359687	1	1
ARMC8	0.026989947345931565	0.3064160809730938	6	0	-0.3286760096887239	1	1
CREB3	0.021458552425708738	0.19004420698819025	4	0	-0.32863385815534574	1	1
SYNE1	6.649115398649348e-27	6.684806750570195e-13	9	2	-0.3279578795329523	1	1
RTN3	0.0016505608772946084	0	2	2	0.32766853991465794	1	1
SFXN4	0.013764251917921766	0.20429963959109856	8	0	-0.3274928713538975	1	1
USP33	2.1451935266410707e-8	1.132498682950164e-8	3	2	-0.32720310884457093	1	1
ANKRA2	0.010675406654636569	1	6	0	-0.326472225183406	1	1
MRPL9	0.004900492758706692	0.0025185281060046503	3	2	-0.3262630733512646	1	1
ANAPC5	5.145683240849448e-4	7.263403521639257e-5	5	1	-0.3260995598801849	1	1
KLC4	0.003902220188965142	0.0010863524311315578	4	1	0.32576430280432295	1	1
ZNF322	0.021797806767592333	0.0330098366890216	7	1	0.32573695873280933	1	1
EXOC1	0.006799762937528114	0.054950863119930214	6	0	0.3253605450179876	1	1
IDE	2.435898263944185e-8	2.8089345551589945e-10	4	1	0.3251943159163725	1	1
DTYMK	0.047590827856687494	0.03648377117178584	3	1	-0.32514877099711526	1	1
LIMS1	9.407522985170026e-7	0.20328192901399658	4	0	-0.32503859026724713	1	1
RILP	0.03427922922942309	0	2	2	-0.3249119540426507	1	1
FGF7	0.0014913465580006808	1.3022711776352266e-4	5	1	-0.32454859005631187	1	1
DCAF8	0.005439165176197909	0.007653384207953407	7	1	-0.324431914146778	1	1
TFG	0.02683343479476507	0.08206568685889508	4	0	-0.32361920076312334	1	1
PDGFB	0.023692283765334925	0.028919884542086827	4	1	-0.3233781472940669	1	1
WIPI1	0.006358994217695867	0.06746522241504369	5	0	0.3232111138897322	1	1
RAF1	4.146643972467122e-11	0.011591699947036295	5	1	-0.3229546267620073	1	1
LOC113240981	2.2909612015944033e-7	2.366121438561945e-9	3	3	-0.32274331410458446	1	1
DDX6	0.04178236492378766	0.0202270646775243	5	1	-0.32269793458090296	1	1
LOC113270188	0.012117585518544452	0.13214291234415532	5	0	-0.3226726839017586	1	1
LOC113265291	2.5949098475650233e-4	6.314992177779834e-4	5	1	-0.32211428527496044	1	1
PKIB	0.007792598029322128	1	9	0	0.32147353021952835	1	0.75
FXR1	4.084809305060652e-45	8.070924193447772e-15	7	3	0.32142197841020315	1	1
RBFOX2	7.724195526744423e-4	0.019171678704108523	6	2	-0.3213487127862398	1	1
PRKAB2	3.607470211778937e-5	0.007194496644261946	10	1	-0.321336807936024	1	1
EIF4A2	3.688972680762367e-20	1.9858199003325904e-21	4	2	-0.3211702209065139	1	1
PLXNB2	0.004980698850024205	1	13	0	-0.32105463321081007	1	0.875
ARFGAP2	0.01860652617808394	0.21655181385673195	9	0	-0.3208886146982556	1	1
TRMO	0.039881235074990744	0.33040427781088616	6	0	-0.3208756680365404	1	0.875
CRAT	5.140557303602532e-4	5.526680607451012e-5	3	2	0.320473375372184	1	1
MYORG	0.005161574807541655	0.8768689448258895	5	0	-0.320060325675824	1	1
PLRG1	0.030001435496716956	0	2	2	-0.31997016531632994	1	1
AFDN	7.005711336204689e-13	3.0190574600442905e-9	9	1	-0.3199602377500943	1	1
MAP4	3.546894604389772e-33	2.395068217605982e-7	9	4	-0.3199017091134879	1	1
ZNF367	0.021691344487350904	0.006218222111986047	3	1	-0.3194613297665229	1	1
PRKCSH	0.047724233566964605	1	4	0	-0.31938232750938955	1	1
ATXN2L	0.01772987764783751	0.5131220033301406	7	0	0.3187989492030859	1	0.75
RHOBTB2	0.03004951778270136	0	2	2	0.31825394415257113	1	1
NQO1	2.3867239762493437e-16	3.662684960093986e-13	4	1	-0.31814483575803276	1	1
EMC1	0.0018148661417494369	0.014093532321421447	8	1	-0.31792152415705244	1	1
TMEM170A	3.494127976408948e-6	3.1330776673920718e-6	5	2	0.3176603925650734	1	1
MBD1	2.0207741710922844e-6	0.5213221386053937	15	0	-0.31755852628200776	1	0.875
SLC1A2	0.0026789840611655814	0.2201376862251291	6	0	-0.3175463378548976	1	1
PLD1	0.00474462966667841	0.0062961941675860585	5	1	-0.31710074834652024	1	1
SHISA5	0.008123964593452576	0.14695484981817772	4	0	-0.31708755544279266	1	1
CPSF1	0.0016505608772946084	0.261895654655116	9	0	-0.3167558964796806	1	1
SEC23IP	0.015451706517487085	0.03313551375860176	7	1	-0.31645200593884204	1	1
MECP2	0.03311255092133234	0.008960442277220157	3	1	0.3161859152198687	1	1
GAB1	0.006832804195321181	0.030989391752217307	6	1	-0.3161040202984477	1	1
SPIRE1	0.002073214980402183	0	2	2	0.3159917206080024	1	1
VNN1	0.04969860410489923	0.03532331133468551	5	1	-0.3159878096541173	1	1
LRIF1	5.311850962262626e-4	0	2	2	-0.31588336269627526	1	1
MOB2	0.01734849624826449	0.042244815086726374	4	1	-0.31579596403539556	1	1
SMYD1	3.580759644828346e-5	3.9712233733894673e-4	4	1	-0.3156330532110266	1	1
MLF1	0.01848816799176905	0.7596865419802782	5	0	0.31561730061306786	1	1
ZFP14	0.01067775029511535	0.749285769646386	5	0	-0.31555945828433046	1	1
GPR155	2.288222521291732e-4	8.364565129423964e-5	4	1	-0.3155323311910745	1	1
HUS1	0.021990528901923198	0.2911206028048673	6	0	-0.3153161296378175	1	1
CUNH6orf106	0.009091159228671392	5.02976384214889e-4	3	1	0.31514712638201653	1	1
ICE2	0.004186603707453528	1	6	0	-0.31467964317213337	1	0.75
TRAPPC1	0.028231429376280346	0	2	2	-0.3142745405405878	1	1
NDUFAF5	8.512326327590765e-7	0.0030715476702443015	7	2	-0.3142236001869757	1	1
ACSL1	1.3350465299713622e-6	0.09498136936404132	8	0	0.3132751630907149	1	0.75
RANBP9	0.008002166154251995	0	2	2	-0.3126236978662881	1	1
VWA5A	0.037817611633625056	0.13902641489672413	8	0	-0.31232769686896256	1	1
PEX26	7.687077877778801e-5	0.043471163309022315	6	1	-0.3120219583472652	1	1
GCDH	0.048589027431661776	0.3570541918067808	7	0	0.31182675453195685	1	1
TMEM68	0.04187695148141689	0.5799678441962959	8	0	-0.3115617916240929	1	1
TTC17	9.74512453768565e-6	8.017665336586339e-8	4	1	-0.3114436410325752	1	1
CTSH	0.0328007125973403	0.013014848074195971	7	1	0.31144055273381627	1	0.875
LOC113261057	0.022647053281285936	0.7140610123503396	6	0	-0.3112508257471901	1	0.625
TRAPPC2L	0.004670960034803849	0.0018621187846541254	5	1	-0.31121672937465095	1	1
LETMD1	0.031325822824012216	0.08047924852322659	6	0	-0.3107835183682198	1	1
CHIC2	0.0033318327485621175	0.22730144744775946	8	0	-0.31020629736472777	1	1
TAPBPL	0.032191690113030524	0.5767679497293834	5	0	-0.31008333046698444	1	1
NEK3	0.03724664423133424	1	7	0	-0.3097781778136961	1	0.75
CTNNAL1	7.600998671366839e-4	0.003615283310385288	4	1	-0.30975711405243606	1	1
MADD	0.006926514983842368	1	12	0	-0.30970219413355227	1	0.625
ERGIC2	1.2173783543555753e-6	3.740291414275674e-8	3	2	-0.30968461401896963	1	1
RRM1	0.038675959490598065	0.07648054299395897	4	0	0.3094864879289886	1	1
LOC113249419	0.010707305080179067	0.01635401606773702	4	2	-0.3093050988304	1	1
TMEM134	0.02342816979933303	0	2	2	-0.3089008239520772	1	1
ABRAXAS1	0.0039986155683124445	0.09539966567690561	8	0	-0.3087017881597518	1	1
ENOSF1	0.018534783918610687	0.05726174348930397	5	0	-0.30865733044218713	1	0.875
PRKD3	0.011673991397373969	0.03762516592585219	5	1	0.3084059979855557	1	1
RORC	0.0037903375681248414	0.07736641385413015	8	0	-0.30802820246345625	1	1
NDFIP2	0.01925298780719414	0	2	2	0.30792469617009727	1	1
DUS1L	0.003646347557263274	0.030374697549082966	5	1	-0.30780943488799845	1	1
BCL6	7.53641679158823e-4	0.008418708638553006	4	1	-0.3076429212752877	1	1
LOC113257049	0.021990528901923198	0.005351986434306536	3	1	-0.3075994774225218	1	1
ATAT1	0.009018915519835666	0.13621699563081738	7	0	-0.3073275526720227	1	0.875
BHLHB9	0.008309868874064593	0.022073119844133012	9	1	-0.306831219358603	1	0.875
PKIA	9.659521433790818e-10	5.505572947335651e-5	6	1	-0.3066575009449483	1	1
STK3	0.03605421914475964	0.0033115008547521143	6	1	-0.30640317621141017	1	1
AGPAT1	0.0010527598486760985	1	6	0	-0.3063927450970175	1	1
MOB3B	0.021290009969876317	0.01973663329196758	3	1	-0.306360285275151	1	1
FZD6	0.021681188752527256	0.0049897344150190495	3	1	0.30635328977807147	1	1
RAB28	0.014973646455055067	0.027623528956341036	6	1	0.3060355954309516	1	1
