gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
TTLL12	0.025374938481875706	1	5	0	0.1851398905246634	1	1
HNRNPD	0.03514966093375232	1	7	0	0.1838699851239461	1	1
ABCB7	0.04301129347935169	1	6	0	0.18354116273729282	1	1
USP19	3.112909244528466e-4	1	8	0	-0.1832142474822826	1	1
UBXN4	0.010783339525516664	0.10736220845984565	5	0	-0.18263375223362416	1	1
CAPG	0.013313797579309372	0.0014357600215456274	4	1	0.18246918709388668	1	1
BIRC6	0.010331549201570488	1	9	0	0.18108262304672423	1	1
SEC63	0.01661699499844839	1	8	0	0.18066677056814864	1	1
CREBZF	0.01574288173486267	1	9	0	-0.1804556477713859	1	1
PPP4R3B	6.128977507333807e-5	1	5	0	0.17971521491085707	1	1
RBM12B	0.016308246335114577	1	12	0	-0.17943075259176017	1	1
TRAM1	0.003493163952917436	1	4	0	0.17939001703668525	1	1
CPD	0.02595985103830372	1	3	0	0.17894897085808592	1	1
BBS7	0.026878296155421644	1	4	0	0.17539605897135122	1	1
PPP2R1B	0.04841523254134858	0.5146893970587951	11	0	-0.17486983487478722	1	1
TLN1	3.2951088210201354e-5	0.13223437302083646	5	0	-0.1742210504155733	1	1
VAPA	0.042875002363654484	0.17579822996612457	4	0	0.17378248242862734	1	1
ASB3	0.007173500320669316	1	8	0	-0.17290040196205703	1	1
GPBP1	0.01784254793790604	1	7	0	-0.17272581462152248	1	1
C2CD5	0.038509995005534425	1	13	0	0.1720160806063662	1	1
FAM217B	0.034110292650964054	1	3	0	0.1707890283170026	1	1
FAM13A	6.698085420125971e-4	1	14	0	-0.17058514757588095	1	1
SLC11A2	0.024279103518350414	1	15	0	0.17046413134382135	1	1
HNRNPDL	3.137412652096208e-4	0.023238269799645953	5	1	0.16972077034530994	1	1
CNBP	0.035444938386333884	0.03344861807557769	7	1	-0.16694904004444056	1	1
SEPT2	0.01071646762624315	0	2	2	0.16666805166320797	1	1
PTEN	2.6636612958835748e-5	1	3	0	-0.16611256335700275	1	1
UBTF	0.030986235669586616	1	9	0	0.16576506771339425	1	1
SEC31A	0.0185485337672994	1	16	0	0.16545937215432527	1	1
ITSN1	4.757151181502543e-5	0.001630902359812269	11	1	-0.16374909365199544	1	1
LRPPRC	0.01959143927737827	1	5	0	-0.16330646132777574	1	1
DCAF8	0.03043857729581496	1	9	0	-0.1628118397754953	1	1
HNRNPM	0.0065793057900774225	1	7	0	0.1625539625850691	1	1
WASHC5	0.04243008648038529	0.9595333875722788	8	0	0.16202354320443804	1	1
TMBIM1	4.2188696320436955e-8	1	4	0	0.1613573561689852	1	1
ZC3H11A	0.04562763210368441	1	12	0	-0.16108236106301257	1	1
PTPRF	0.024420062796052754	1	3	0	-0.16014336212354813	1	1
IVNS1ABP	0.03923168488300073	0.01163302964355409	8	1	0.15932917863625315	1	1
HNRNPC	0.001501853303148869	1	13	0	-0.15866211779924577	1	1
FUBP1	0.004489000927066225	1	7	0	-0.1564562525862134	1	1
LAMB1	0.016581452131971413	1	12	0	-0.1558574668042645	1	1
WTAP	1.749525392625004e-4	1	7	0	-0.15407614803885983	1	1
TRA2A	0.011586431729535931	1	11	0	0.15331752688669603	1	1
CTNND1	0.03471822032468456	1	8	0	0.15265044092351512	1	1
COPB2	4.7150213538583807e-4	3.0206643357775615e-5	5	1	0.15209005354021685	1	1
ZNF655	8.105440609096496e-8	1	15	0	-0.15120009323905045	1	1
ARAP2	0.04798445113456102	1	5	0	0.15055782340633442	1	1
TOMM40	0.04943524789256253	1	3	0	-0.1469703650599039	1	1
EFCAB14	4.478009504938288e-4	1	8	0	-0.14641589371951724	1	1
ARNT	0.019496967058817042	1	11	0	0.14633753997156027	1	1
ZNF311	0.00831043617683862	1	9	0	0.1449441458472923	1	1
STOM	9.162316706083075e-4	1	7	0	-0.14120531647636725	1	1
ASPSCR1	0.0266967169437443	1	10	0	-0.13971720850664984	1	1
LOC113243115	0.0011480552924602776	1	15	0	-0.13461089224141523	1	1
GPRC5C	0.006165652305175815	1	9	0	0.13251870305932828	1	1
RPL5	1.1419109984622408e-5	1	4	0	0.12928757166674948	1	1
SCP2	0.01374621931656596	1	5	0	0.12607890473092787	1	1
CGNL1	0.01693833836452215	1	7	0	0.12231279832367614	1	1
PICALM	0.037919502760778406	1	7	0	-0.1214848566485523	1	1
ZDHHC20	0.00562388148401713	1	6	0	-0.12054406652493913	1	1
HSP90B1	0.006390501428142479	1	4	0	-0.1195573833759167	1	1
CSRP1	0.0030898918780724776	1	4	0	-0.1195075135865532	1	1
LOC113262256	0.041495773066546164	1	14	0	-0.11933513896073907	1	1
RBMX	0.0048940719783198165	1	5	0	0.1175126253892652	1	1
LOC113250606	0.009019872247253027	1	14	0	0.11589099169313606	1	1
RNF141	0.03471822032468456	1	8	0	0.1155353045789784	1	1
PAM	9.352675132452353e-4	1	13	0	-0.11359349440938624	1	1
NDE1	0.03218406881261501	1	3	0	0.10988789434322051	1	1
CSNK1A1	0.006475851582571514	1	7	0	-0.10974572356409357	1	1
WDFY3	0.04930915643016806	1	5	0	0.10832504436854418	1	1
CCDC47	0.001005801547070558	1	6	0	0.10770470206174608	1	1
MARK3	0.0030753387869370975	1	8	0	-0.10232605721653044	1	1
KIAA1191	0.0035096573629149488	1	7	0	0.09034824044550893	1	1
AHNAK	0.02863113570933904	1	4	0	-0.08475435020248379	1	1
RPL13A	0.04844416811065279	1	3	0	-0.06409989386792583	1	1
