gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Lung)	pct_gene_expr	max_pct_tx_expr
RBM10	1.2588999418205724e-5	0.20250208324679136	13	0	0.21670344215983234	1	1
SPICE1	0.002603262730543926	0.11864737883938899	7	0	0.21637058870242235	1	1
STK3	0.003181074411564033	1	9	0	-0.2158953657768048	1	1
MAP4	0.014657063203551817	9.885286819658415e-4	11	1	0.21562489617047653	1	1
TIAL1	0.01735333849075779	1	13	0	-0.21488114572419847	1	1
PMP22	0.038362385300654396	0	2	2	0.2133824126618138	1	1
MAP2	0.02948261628020082	0.6097130710046272	5	0	-0.21314819189896217	1	1
ADA	3.153587809355683e-4	0.10646876189831614	11	0	0.21254269953753602	1	1
NCL	0.0019442285332418275	0.9420521505425876	6	0	-0.21248403494104187	1	1
VNN1	8.124729296836937e-8	0.004183828709510805	8	1	-0.21224648139976815	1	1
NRAS	3.104817798864186e-5	3.050485169749321e-7	8	1	-0.21218035465319762	1	1
TFPI	0.03703198563716784	0.8305289495792679	12	0	0.21103451854208413	1	1
PRKAA1	4.86370137896157e-6	1.0492739047108332e-4	7	1	-0.2103791898392454	1	1
GNG12	8.003692831715101e-4	0.0044747273471450405	6	1	-0.20936844143348832	1	1
CFH	2.5702667698776258e-12	1	7	0	-0.20848518054935292	1	1
ABCE1	0.00210585983885536	0.12482084449832047	5	0	-0.2081766956123423	1	1
CTBP2	0.027754868827965254	1	5	0	-0.2078502957981033	1	1
WDR19	0.027021557491896372	1	9	0	0.2074011187452432	1	1
FZD6	2.503534010368078e-4	9.812327264310414e-6	3	1	-0.2063247175505988	1	1
LSM14A	0.0013476178072781464	1.9960429789348393e-5	7	1	-0.2053038035580591	1	1
LOC113246573	0.016490742622477125	0.31495734996733765	13	0	0.20525348314052658	1	1
AQP9	0.02948261628020082	0.9928526055623835	7	0	0.2050401029283668	1	1
HNRNPF	2.598754396171063e-5	1.8861751848781735e-6	7	1	-0.20493059506778188	1	1
MTSS1	0.0058426717975546116	1	11	0	0.2032473285644983	1	1
CCDC186	0.04082155210040554	0.008236386578540266	4	1	0.20310122544099435	1	1
TAF1	0.03931676991238115	0.17342420273011025	13	0	-0.20273291682585698	1	1
ARHGEF12	5.800110641454791e-6	7.716341528061206e-8	3	1	0.20238829107170564	1	1
TM2D1	2.643338548835093e-4	0.01337183348105211	10	1	0.20199441731716017	1	1
LTBP2	0.021036003312290497	0.09033606602492789	4	0	-0.20177584025855333	1	1
THOC1	0.0391486700606257	0.016146915600655423	10	1	0.2016189721199626	1	1
RAPGEF2	8.052839899958887e-5	0.11672006102026673	9	0	0.20156735846070892	1	1
LOC113248376	1.7521937856538062e-6	0.00130564422407528	9	1	-0.20138148465246017	1	1
PPP1R12A	0.021977817310464897	0.9360798706743089	5	0	0.2008583573119027	1	1
ZNF638	0.021954073905664295	0.20443520936438067	12	0	-0.20003924735816023	1	1
HTRA3	0.048403788953384985	1	6	0	-0.19997403145686565	1	1
GOLGA4	0.0012852328478171597	1	7	0	0.19956905808885952	1	1
ZMYND8	0.02150777911609125	1	14	0	0.1994482547263995	1	1
POLR3E	0.008918501732337235	0.32362827164099167	7	0	0.19842009026797214	1	1
MPRIP	0.00987156783824826	0.002486691873860979	6	1	0.19800290598735565	1	1
EMP1	0.006869847510785818	8.630864416547394e-4	5	1	0.19778696343858398	1	1
RCN1	0.0028493318284870863	2.1194587931430537e-4	3	1	0.19776115230312277	1	1
PPP2R5C	0.0016241389603303409	0.08908482254696135	12	0	0.19746656218416658	1	1
RPE	0.020446049758274163	1	7	0	0.19733807214577823	1	1
EIF4G1	1.9440826224677638e-4	0.19270480395624964	15	0	-0.19724556219414469	1	1
CELF2	0.049058895021538894	0.14104774440448634	11	0	0.19662819819337365	1	1
VAPA	0.0028139072928095124	0.021882251482941897	4	1	0.196311505549513	1	1
MTFR1L	0.023907427139563977	0.06517513527058476	8	0	-0.19601346231875974	1	1
ZNF7	0.04583928066819077	0.08021926821463196	16	0	-0.19572920766345292	1	1
HNRNPH3	1.0024394016427212e-5	0.013021875449528802	13	1	0.19572560455167373	1	1
SMAD5	2.5296244423660667e-4	5.118248452256336e-6	4	1	0.1949106774928735	1	1
HTATSF1	0.022637383663598656	1	6	0	-0.19485936994033354	1	1
PCDH1	0.04494787572444453	0.011472728070019934	3	1	-0.1947919592340066	1	1
N4BP2	0.039701966888775	1	10	0	0.193710379352293	1	1
ARHGAP12	0.005716558123083149	1	8	0	-0.19367817913202418	1	1
LOC113245319	0.0055570531690800765	0.05149985618143257	5	0	0.19362813429945583	1	1
CPEB4	0.017588922686641507	1	3	0	0.19320178846577665	1	1
AGAP1	0.00987156783824826	0.15604421510404295	6	0	0.19300253463538816	1	1
EIF5	0.006042778200782741	1	8	0	-0.1929342936069613	1	1
CREM	0.004534088011217591	1	12	0	-0.19290135126956	1	1
MTHFSD	0.004497089853817218	0.910938202780067	13	0	-0.19288881548764758	1	1
RGL1	0.003772604855145227	1	3	0	-0.1927817750143756	1	1
TLN1	0.020483220442667264	0.06013819564876543	5	0	-0.19275489484960046	1	1
SBNO2	0.005166272696776109	1	3	0	-0.19271775617448705	1	1
HNRNPC	9.91827950329816e-4	0.19003536412349656	14	0	-0.1924739203852631	1	1
RBPJ	0.004537580514204492	1	6	0	-0.1917471221638881	1	1
ACTN1	0.00866031628933496	1	4	0	0.1912562914901746	1	1
MCRS1	6.375942407008415e-4	1	13	0	0.19110694769420594	1	1
ABCG2	0.04018302690699252	1	13	0	0.19103385244951954	1	1
ENDOV	0.01353760357982067	1	16	0	0.19085582088579905	1	0.8333333333333334
TACC2	1.710065883568448e-4	1	13	0	-0.1902555644536745	1	1
RDH10	0.030462281642227397	1	3	0	-0.18983978382241273	1	1
DMTF1	0.005662283233399432	0.3331885112216263	16	0	0.18950570692698698	1	1
INTS3	0.01761709720272596	1	6	0	-0.18947599333089013	1	1
ND5	0.027119229670276704	0.337047329410212	3	0	-0.18937803493665648	1	1
BAZ2B	2.5556303138158358e-5	1	19	0	0.1893686707545196	1	1
EIF4G2	5.964795057826602e-4	0.07226917152895995	4	0	0.1892836422822708	1	1
CREBZF	0.005726690946213894	0.5889987331777289	9	0	-0.1891392549712193	1	1
HNRNPM	2.1729727428726182e-4	0.021169629958135316	8	1	0.1871073404918711	1	1
SH3GLB1	0.008510924342570001	0.458312743431362	8	0	-0.18697361531827675	1	1
RBM5	2.928461085258003e-7	0.12364834749859435	17	0	-0.18627191742566787	1	1
IMP4	0.004289123096917384	1	8	0	-0.18610551639682088	1	1
LTN1	0.0068197903256738916	1	8	0	-0.18575729009024106	1	1
YTHDC1	0.002970211086084805	0.23310074776416967	8	0	0.18536713301624408	1	1
TSNARE1	0.01127371893610749	1	8	0	0.18462017869710437	1	1
LOC113265233	3.1333235844837107e-4	2.3045833628840783e-4	14	1	-0.18459361671984187	1	1
LOC113268059	0.017892655517320655	0.9034828740116785	4	0	0.18432480079578395	1	1
CALCOCO2	0.026919693607016213	1	3	0	-0.18322626737469094	1	1
SYNJ2	0.0496489387511628	0	2	2	-0.18320949084166482	1	1
ASH1L	0.021977817310464897	0.1720740907751082	5	0	0.18289912594571522	1	1
NDUFA10	0.04717482404866177	1	9	0	-0.1818113059835728	1	1
NUP98	0.012639170252358164	1	11	0	0.1815850215069146	1	1
NADK	0.012926196302905035	1	6	0	-0.1813960727438804	1	1
FXR1	7.126995220629996e-4	1	7	0	-0.18129710343243835	1	1
SEC63	3.431102035619009e-5	1	9	0	-0.18100505602331898	1	1
ZNF331	0.010806551037917058	1	17	0	0.18037934130466993	1	1
UBE3A	0.015228079136722491	0.26966835005310763	4	0	-0.18002396933454837	1	1
ABCB7	0.0016778468815596837	1	7	0	0.1800229554840786	1	1
RASSF1	0.007584288027119201	1	4	0	-0.17938636292916177	1	1
TRIP12	7.362572722921218e-6	0.002468280360369514	9	1	-0.17921467815858877	1	1
ABHD4	0.004593882275017832	1	8	0	-0.17897480502287783	1	1
HSPA9	0.018589662380366485	1	5	0	-0.17877605856290046	1	1
ARHGAP29	0.03804850477756724	0.0017260969040664579	6	1	-0.1770589014425587	1	1
NCK1	3.6230278561761274e-5	1	6	0	-0.17678604676874413	1	1
TSC2	0.016844228662024174	1	10	0	-0.17635443736821427	1	1
RANBP3	0.012838333997535303	1	14	0	-0.17633034474553805	1	1
SLMAP	0.001471789566657454	0.3124373138754556	14	0	-0.17622722291503745	1	1
KANSL2	0.018931842308183122	1	18	0	0.17606684046760013	1	1
USP47	0.018671324129007984	0.09238831499656981	10	0	0.17575356423073207	1	1
ZSCAN22	0.01676857679427793	1	8	0	-0.17510872256946364	1	1
MBNL1	3.179510225700369e-7	1	8	0	0.17506919321938874	1	1
ELF2	0.0474424191684389	0.14098564200274424	6	0	-0.17309283444092105	1	1
PLXNB2	0.03201293393293151	1	14	0	0.1722849542004257	1	1
SRD5A3	0.03158380060645632	0.9872075204875875	4	0	-0.171851733700642	1	1
PPP4R3B	4.749882194127414e-11	0.2534872884054085	6	0	0.17161267198896252	1	1
FOXN3	0.030791382131377047	1	4	0	0.1715656115249922	1	1
TPT1	1.86197757366526e-6	1	4	0	-0.17151537450059973	1	1
ENAH	0.0016265172262118883	1	4	0	0.17108960973862952	1	1
ZNF146	0.039541051925439524	1	5	0	0.17070362518695376	1	1
NDRG2	0.0035912656494957	1	7	0	-0.17009383705459352	1	1
XG	9.0480912441093e-5	1	5	0	-0.1696713932031657	1	1
PDIA6	0.00720373160916696	1	3	0	0.16961176363613464	1	1
GALNT11	0.007287524300714737	1	16	0	0.16943438856343968	1	1
CUNH1orf123	0.035984270758418084	1	6	0	-0.16940343683210457	1	1
GATAD1	0.037811274822828735	1	5	0	0.16877236576689403	1	1
WDFY3	9.60588444955073e-7	1	5	0	0.16816738760700756	1	1
NET1	0.03835271554627507	0.581532945181796	4	0	0.16697068863963915	1	1
STAT1	7.084703177212379e-4	1	7	0	-0.16619051522895195	1	1
AMMECR1L	0.03303319219379883	0.4033621256438594	4	0	0.16500953132855822	1	1
MYO18A	0.047794962397519715	1	8	0	-0.16467951168054185	1	1
RUSC2	0.0023965820494277036	0.36331467342257767	20	0	-0.16376371125797798	1	1
BBS7	0.02355442593992398	1	5	0	0.16354701870053695	1	1
HSP90B1	2.715437966054147e-7	1	4	0	-0.16016791077513615	1	1
LOC113266361	0.04960028756774806	0	2	2	0.1599026682732082	1	1
EIF3L	0.042983571377564055	1	6	0	0.15873499222004456	1	1
F8	5.760633655071321e-4	1	7	0	-0.15872704446838243	1	1
USP8	1.1302360504792092e-4	1	5	0	-0.15798338671371615	1	1
HNRNPDL	1.968636668074252e-6	1	6	0	0.1578604691496006	1	1
CDC27	0.02088105879657616	1	11	0	0.1565283365448956	1	1
SLC26A11	0.01786846594431528	1	3	0	-0.15650099512230922	1	1
CCNL1	0.0012405792051521094	1	20	0	0.1562018974272974	1	1
NEBL	0.021394779157862392	1	5	0	-0.15589527580739015	1	1
APOE	0.0053556000940707185	0	2	2	-0.15588482928308633	1	1
ASPSCR1	0.012516778401200766	1	12	0	0.15582819809932416	1	1
TMBIM1	5.541394609361166e-5	1	4	0	0.15571217476395036	1	1
ELN	0.04382431296019538	0.4332993524856081	9	0	-0.15535250377982313	1	1
ASCC3	0.007597356962501478	1	9	0	0.15399230375792963	1	1
GPBP1	0.00404627203587536	1	7	0	-0.15323679534511073	1	1
DDX5	2.582208944407602e-4	1	7	0	-0.15309899245307268	1	1
TMPO	3.741446386706473e-4	1	5	0	0.15205982032909016	1	1
AZIN1	1.9407448655487398e-5	1	9	0	0.1517113962323865	1	1
LOC113250851	3.7599353518101246e-7	1	12	0	-0.15102067944813066	1	1
PDLIM7	0.026625375464912147	1	13	0	-0.1508856660929782	1	1
GAB1	0.00527002935596531	1	6	0	0.15083595913646403	1	1
CD47	7.368539723214691e-5	6.098989769621858e-5	8	1	-0.15038179012673344	1	1
EFCAB14	0.005025265871432134	1	11	0	-0.14977877387512384	1	1
SYNCRIP	1.759307796907002e-4	7.77902910050116e-6	5	1	-0.14929168404492787	1	1
BICD2	0.027708087150310746	1	3	0	-0.14720669870820408	1	1
ZNF655	2.59965846204819e-6	1	20	0	-0.14717475707961195	1	1
GLOD4	0.02754947933458212	1	11	0	0.14615965308029635	1	1
MARK3	5.335071242528472e-4	1	9	0	-0.14400228522866712	1	1
ZNF311	0.02919207727529556	1	9	0	0.14200974908397115	1	1
YES1	0.0016829252416432961	1	5	0	-0.14165848730699615	1	1
CPE	6.575102914484933e-4	1	4	0	-0.14096267127474338	1	1
FKBP4	0.049058895021538894	1	5	0	-0.1407733692868962	1	1
SRSF10	0.037297151403617966	1	11	0	-0.13998922453755117	1	1
LOC113246261	0.029648290765901204	1	12	0	-0.13974224046792677	1	1
ZNF514	0.01665553697039532	1	8	0	-0.13964229424970004	1	1
FYCO1	0.02018515496376692	1	4	0	-0.13935614060367305	1	1
IFI44L	0.010748463184874385	1	11	0	-0.13869095566382866	1	1
KIAA0408	0.014211663921153733	1	4	0	0.13717306399204288	1	1
PAM	5.289971765783931e-6	1	15	0	-0.13682727900489505	1	1
ZNRF1	0.006930820189131182	1	4	0	0.13580450950367906	1	1
BPNT1	0.003772604855145227	1	7	0	-0.13514396561964076	1	1
MSANTD2	0.047847129366445765	1	7	0	0.13380414591244882	1	1
CDC42	0.0010244820512506578	1	4	0	-0.1335191502420586	1	1
LIMCH1	7.19389329092583e-10	1	8	0	0.13337184397257126	1	1
MBD1	0.02679711721155423	1	34	0	0.1318245221097725	1	1
EPS15	0.023442334234481874	1	11	0	0.1311961884950912	1	1
SEPT2	0.02083206505845216	0	2	2	-0.13110803448819597	1	1
SON	0.002830824338195261	1	8	0	0.13053766485385432	1	1
GLT8D2	0.030791382131377047	1	10	0	0.13046393587600638	1	1
WAC	0.0377229426368611	1	4	0	-0.129430068789598	1	1
MYLK	0.0474535782636526	1	7	0	-0.12684683064885272	1	1
SZRD1	5.457725613642073e-4	1	6	0	-0.1264897009351147	1	1
CPD	1.5382137685569973e-5	1	3	0	-0.1260496662696493	1	1
CSRP1	0.03380844405236605	1	3	0	-0.12580886362437305	1	1
SPTBN1	1.7495869558616008e-6	1	7	0	-0.12577209027308955	1	1
CTDSP1	0.009912471763757286	1	5	0	0.12498569933148776	1	1
BIRC2	0.029585391720544786	1	7	0	0.1241446064441904	1	1
PICALM	1.7802299247516855e-7	1	7	0	-0.12035276165115116	1	1
PARD3	0.011084978996976228	1	8	0	-0.12006582517251499	1	1
RRN3	0.03532897765371787	1	9	0	-0.1196681084150833	1	1
PPP6R3	8.051611733612057e-6	1	22	0	0.11913737881180833	1	1
PPP4R2	0.010469403104492674	1	4	0	-0.11782462417888262	1	1
PTEN	1.733254908182925e-8	1	3	0	-0.11772362428465025	1	1
CTSA	0.031894890150325615	1	4	0	0.11616811973952001	1	1
HNRNPD	0.030659192751412587	1	8	0	0.11597804707806669	1	1
LTA4H	0.037811274822828735	1	3	0	-0.115837209805704	1	1
FN1	0.003298029650629955	1	11	0	0.11216565911413584	1	1
CHTOP	0.005200555627671125	1	15	0	0.11129848864651307	1	1
PHF21A	0.019875534241074008	1	6	0	0.1084924065103896	1	1
CES1	0.02083206505845216	1	4	0	-0.10809908086256975	1	1
SRGN	0.03242119588002451	1	3	0	0.10803725906391994	1	1
MXI1	0.046048978585349745	1	4	0	-0.10724241965556171	1	1
RPL5	3.6721170117261325e-6	1	4	0	0.10473767752462448	1	1
PPIE	0.01591173509367468	1	7	0	0.1046137988908456	1	1
STOM	0.006786365050884049	1	7	0	0.10435503957897083	1	1
EPHX1	0.04940663064226759	1	4	0	-0.1030413751428505	1	1
CNBP	0.047934729200789575	1	7	0	-0.102395031170748	1	1
PPP2R1A	0.027222945175210646	1	5	0	0.09983820418590292	1	1
TMEM9B	0.007584288027119201	1	3	0	-0.0992012252464418	1	1
CAV1	0.03251590734301028	1	5	0	-0.096265136822554	1	1
TSC22D1	0.01585685566894439	1	4	0	0.09561009813198745	1	1
FUBP1	2.3090404241323713e-4	1	13	0	-0.09402144644843753	1	1
ARGLU1	0.01461510742775717	1	7	0	0.09178635361495116	1	1
TARS	0.030080987551448404	1	6	0	-0.08705369675800588	1	1
ABLIM1	4.864149558796907e-4	1	5	0	-0.08657846205960931	1	1
KDR	0.0021288030320284618	1	5	0	-0.08380611235497874	1	1
C7	0.014963389745490946	1	4	0	0.08223570185239593	1	1
LOC113249364	0.007932344878128503	1	8	0	0.08175933117073993	1	1
RBMX	7.080641419559662e-4	1	6	0	0.08127103947492606	1	1
ENSA	0.003583979435641834	1	5	0	-0.08083349766240722	1	1
LOC113253249	0.019224000862197638	1	5	0	-0.08029320916646865	1	1
CSNK1A1	0.01127371893610749	1	7	0	0.07950942785626625	1	1
PDXDC1	0.04053778420212774	1	9	0	-0.07750857975118473	1	1
LOC113267793	0.043774883678528595	1	5	0	0.07600871100945326	1	1
ZNF532	0.001373566912861701	1	7	0	-0.07379890522294646	1	1
AHNAK	0.0032316642438803343	1	4	0	0.06446630265701116	1	1
RPL13A	0.0022383506653762338	1	3	0	-0.059339640314201636	1	1
