gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Kidney_cortex)	pct_gene_expr	max_pct_tx_expr
RABGAP1L	0.002225238705992366	1	4	0	0.13766234336668703	1	1
HECTD1	0.03662019716707046	1	10	0	0.13668553373143594	1	1
RCL1	0.042617549813805215	1	11	0	0.13300018701572128	1	1
ZMYND8	0.02952844099687491	1	10	0	-0.12908828155086927	1	1
RDX	0.003012535344673545	1	5	0	-0.12863189473112513	1	1
DST	5.481282301273152e-6	1	18	0	0.12210440426145615	1	1
PTPN11	0.009608289301399155	1	3	0	-0.11736278740752648	1	1
HDLBP	0.0033327506974193846	1	8	0	0.11595334772984446	1	1
PAM	0.0285752902359661	1	12	0	0.11094971915559552	1	1
NSD1	1.0371801675781326e-5	1	8	0	-0.09706665503207948	1	1
CBX3	0.04420059793041832	1	3	0	-0.09480362170215445	1	1
LOC113249364	0.022760972607480553	1	7	0	-0.08816494597841965	1	1
RPL5	5.9842790625905525e-5	1	4	0	0.086671217787535	1	1
LMNA	0.014520302448162457	1	4	0	-0.07901026546915746	1	1
RPL13A	0.032206373531310575	1	3	0	0.07888280602732922	1	1
