gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
RHOBTB1	2.3825815842332754e-5	0.04941734104912537	13	1	-0.1991994228402316	1	1
PDE3A	2.467834486400719e-4	0.8648447572457425	4	0	-0.19881617155861372	1	1
CANX	3.278585682039051e-11	1.15237057046838e-9	5	2	-0.19854115417046458	1	1
USP15	0.01522782335093283	1	12	0	-0.1984684530154721	1	1
LOC113246025	0.03596210731871099	0.013355383416522674	3	1	-0.19846726390777902	1	1
BRPF1	0.009266150421524871	1	7	0	-0.19812664108197733	1	1
LOC113248381	0.0020901145500364956	0.1634234194748185	8	0	-0.19722792375750398	1	1
HNRNPH3	8.619845463433286e-9	1	9	0	0.19686033041848147	1	1
IPO5	0.00821233835696087	0.9980321875081437	7	0	-0.1964259479536799	1	1
PSKH1	4.8410771165379547e-4	1	7	0	0.19525394784384484	1	1
VEZT	0.023232919238969738	0.0830592282552564	11	0	-0.1951769871157209	1	1
RABGAP1	0.029945806983516527	0.06387193900924248	4	0	0.19505340961793782	1	1
CNOT2	1.4546439847922845e-5	0.08144201012977074	14	0	0.19480700076850274	1	1
PPP4R3B	0.0023666259740860365	1	5	0	0.1946563816161639	1	1
HMOX2	0.026206693980928664	0.22444275445409873	4	0	0.19461486408314765	1	1
NFX1	0.007101103021144904	1	11	0	-0.19385506177257736	1	1
HACL1	0.04214110599544029	1	8	0	0.19346600611290082	1	1
TMPO	0.01180270791640584	0.7521158469797063	4	0	-0.19324095863109453	1	1
KANSL3	0.04822269242571503	1	10	0	0.1926486641022038	1	1
ZNF606	0.016041239406968572	0.0015338980865612132	6	1	0.1910378028352336	1	1
ARHGAP12	0.01348270600303925	0.03242618558336812	8	1	-0.18980355718726333	1	1
GPC3	0.013030631835113316	0	2	2	-0.18934393523161863	1	1
TAB1	0.02230359528607089	1	3	0	0.18844790076465093	1	1
CNBP	0.01002062435567925	0.0027521429436379984	7	1	-0.18730317653328782	1	1
HSP90B1	0.0049768005220285055	0.022918506134713683	4	1	0.1870604343805921	1	1
NCOA4	0.005062350838407399	1.8818668106170504e-4	5	1	-0.18676214423341353	1	1
CNOT1	0.010739224005319445	4.790914961949957e-4	6	1	-0.18670248054324914	1	1
KIDINS220	0.01850063295363605	0.23555976927299435	6	0	-0.1856189183879581	1	1
MAP4	0.0014230287949851732	1	12	0	-0.18382259309065696	1	1
MBNL1	3.8024687836982305e-4	1	9	0	-0.18303836438067675	1	1
MARCH7	0.022979166352165944	0.6609350733639162	6	0	0.1819886603399894	1	1
TSC2	0.028657924636517642	1	7	0	0.1812041536425753	1	1
DDX41	0.0026283509511749064	1	12	0	0.1802144457514082	1	1
ACSL4	6.114490049039637e-5	0.0021497436472784335	8	1	-0.18011002894024003	1	1
EPB41L3	0.017448354907310806	1	6	0	-0.17939645334784665	1	1
NBN	0.04310009552426226	1	10	0	-0.17867729158471723	1	1
SEPT11	0.02731276221778778	1	5	0	-0.1771465454758896	1	1
STXBP6	0.04412394325163593	1	3	0	0.1768786290725869	1	1
CREB3	0.017156903908509755	1	4	0	-0.17431296278266228	1	1
CWF19L2	1.0577892141164448e-4	1	6	0	-0.17428993555679315	1	1
SNX14	3.46707242008163e-5	0.03261058902848592	13	1	-0.1740997811907401	1	1
ELF1	0.012150125684821616	1	6	0	0.17394550940396136	1	1
LAMB1	0.028105969559219315	1	13	0	0.17323026957439372	1	1
PHF3	0.002031057283966203	0.037752642066556784	8	1	0.1727544688447542	1	1
PNISR	0.03382941040565753	1	12	0	0.17181131151251172	1	1
AXL	0.020533038168907173	1	4	0	0.17033471821133522	1	1
WAC	0.01975347343662542	0.0027385111381362758	5	1	-0.1685875134650464	1	1
PLXNB2	0.0033777490709655978	0.5597712791233668	10	0	0.16836845876348439	1	1
LRPPRC	0.010237118293175126	1	5	0	-0.16689230049269485	1	1
EFR3A	6.678695453004564e-6	0.1342069465247321	7	0	0.16625347441536859	1	1
WDR33	0.010454709794450415	1	5	0	0.1642635403573356	1	1
MTMR6	0.00961133703253062	1	5	0	0.16332662818929822	1	1
OAZ1	0.01811878478461611	1	3	0	0.16310368050334662	1	1
LRRC41	0.04676300788471313	1	3	0	0.16303768218253148	1	1
USP3	0.011118515356586912	1	9	0	0.1609860959940526	1	1
LRRC61	0.04772493277034248	1	5	0	0.1602429212810944	1	1
ANXA6	0.0010682387138401463	0.0040517507414246584	5	1	-0.16020249675558149	1	1
RBM22	3.938881618255952e-6	1	6	0	-0.15976837957601675	1	1
ANXA5	3.55390331011401e-4	1	4	0	-0.15861293325104697	1	1
CFLAR	0.0330777159180081	1	10	0	-0.15780196722330808	1	1
PIP5K1A	0.009256086646581556	1	8	0	0.15631698405725153	1	1
DNAJC9_MRPS16	0.023834181582990034	1	5	0	0.15540844535596804	1	1
ZNF7	0.015163894245842	1	15	0	-0.1545115917573642	1	1
CPD	0.01850063295363605	1	3	0	0.15308155382449293	1	1
G3BP1	8.286482319313615e-5	1	4	0	0.15259226077912402	1	1
MIA3	6.845307483070433e-4	1	11	0	-0.15092001785268896	1	1
ITSN1	5.952069518922658e-4	0.021003951893981507	11	1	-0.14998344659643462	1	1
ANKRD13C	2.5425630862294275e-4	1	5	0	0.14703638918865944	1	1
SLAIN2	0.0020028975224855197	1	7	0	0.14668569236740842	1	1
PCNT	0.021523371098521503	1	11	0	-0.1438304560574675	1	1
HECTD1	2.4435073198701256e-4	1	7	0	-0.14256128982550645	1	1
BFAR	0.04146851498298174	1	5	0	0.13808877899786332	1	1
NSD1	0.029110138858391733	1	9	0	0.1369714338297871	1	1
BBS2	0.02157353679232218	1	5	0	0.13688621724693312	1	1
TAX1BP1	0.018677323322160638	1	8	0	0.1367938330162218	1	1
FAM81A	0.024252077321098017	1	5	0	-0.136203906967863	1	1
LOC113266825	1.328218566517541e-4	1	15	0	0.13498240784598153	1	1
RPL5	7.37455618212583e-7	1	4	0	0.13382213674602622	1	1
RNF141	0.03576825784869614	1	9	0	0.13211657718933612	1	1
PAM	0.0020028975224855197	1	12	0	0.13109009994666027	1	1
ATP1A1	0.03202167602197525	0	2	2	-0.1302271430917722	1	1
DST	0.003640590986509843	0.43771386515683747	19	0	-0.1301467435853257	1	1
UBR5	0.030093160952592356	1	5	0	-0.1286239120487337	1	1
HNRNPC	0.021024769858138326	1	12	0	-0.1286227352307817	1	1
MATR3	0.004211832643340125	0.15212573884100966	6	0	0.12794148408610795	1	1
VAPA	0.029835033303644384	1	3	0	0.1270631952453466	1	1
PPIP5K2	0.02578911640687649	1	10	0	0.12700105277859422	1	1
ARHGEF12	0.001630094657635792	1	4	0	0.12654561405468057	1	1
SPTBN1	0.03323782308877614	1	7	0	-0.12634539711751508	1	1
MARK3	0.01929169320151593	0.18813942259303235	7	0	0.1246310733780809	1	1
VIM	5.669818323403708e-4	1	3	0	0.12198385666626566	1	1
HNRNPDL	1.6490102583241912e-4	1	6	0	-0.1213014087935661	1	1
ADIPOR2	0.03427074705753924	1	8	0	-0.12114782588475304	1	1
TMBIM1	0.03547296795039735	1	4	0	-0.1191656296926715	1	1
CDC42SE2	0.0010349937035957638	1	17	0	-0.11913411481045984	1	1
VCP	0.008282721469292792	1	5	0	-0.11825010586784691	1	1
LOC113253249	0.023760446302424614	1	5	0	-0.11355592021768002	1	1
DDX5	0.0031405618811898668	1	7	0	0.11160085248904457	1	1
SCD	0.002596441030624862	1	6	0	0.11138265389343609	1	1
FNTA	0.04081077379233986	1	4	0	-0.10476582726472108	1	1
ISOC1	0.028105969559219315	1	3	0	0.10420896837585183	1	1
CCDC47	0.001616840645456626	1	6	0	0.10107243638547037	1	1
SP3	0.03382941040565753	1	6	0	-0.09330178646573642	1	1
SNU13	0.03254077108204297	1	3	0	-0.0909177469162622	1	1
RPL13A	0.029616595958368727	1	3	0	0.06762302632177186	1	1
IST1	0.023834181582990034	1	6	0	-0.057719711251969286	1	1
