Orthogroup	ailMel.longCDS.prots	ursArc.longCDS.prots
OG0004958	rna-XM_002928508.4	rna44040
OG0004959	rna-XM_034638067.1	rna44041
OG0004960	rna-XM_002928498.3	rna44046
OG0004961	rna-XM_002928499.4	rna44048
OG0004962	rna-XM_002928500.3	rna44049
OG0004963	rna-XM_002928501.4	rna44050
OG0004964	rna-XM_002928512.4	rna44051
OG0004965	rna-XM_034638072.1	rna44054
OG0004966	rna-XM_011236376.3	rna44062
OG0004967	rna-XM_034638093.1	rna44064
OG0004968	rna-XM_034638096.1	rna44067
OG0004969	rna-XM_002928504.4	rna44068
OG0004970	rna-XM_034639304.1	rna44070
OG0004971	rna-XM_034638542.1	rna44073
OG0004972	rna-XM_034638833.1	rna44079
OG0004973	rna-XM_034638822.1	rna44080
OG0004974	rna-XM_034638821.1	rna44082
OG0004975	rna-XM_002924259.4	rna44083
OG0004976	rna-XM_019804860.2	rna44085
OG0004977	rna-XM_002924239.3	rna44086
OG0004978	rna-XM_034672874.1	rna44087
OG0004979	rna-XM_034638479.1	rna44091
OG0004980	rna-XM_034639002.1	rna44097
OG0004981	rna-XM_002924243.4	rna44101
OG0004982	rna-XM_034637846.1	rna44105
OG0004983	rna-XM_011231070.3	rna44106
OG0004984	rna-XM_034637849.1	rna44117
OG0004985	rna-XM_034637847.1	rna44118
OG0004986	rna-XM_011231074.3	rna44122
OG0004987	rna-XM_034639284.1	rna44123
OG0004988	rna-XM_034639426.1	rna44125
OG0004989	rna-XM_019804886.2	rna44127
OG0004990	rna-XM_034638663.1	rna44132
OG0004991	rna-XM_019804890.2	rna44134
OG0004992	rna-XM_034639004.1	rna44135
OG0004993	rna-XM_034639005.1	rna44137
OG0004994	rna-XM_034638649.1	rna44138
OG0004995	rna-XM_011231079.3	rna44140
OG0004996	rna-XM_034637769.1	rna44143
OG0004997	rna-XM_034637773.1	rna44150
OG0004998	rna-XM_019804880.2	rna44151
OG0004999	rna-XM_034672731.1	rna44159
OG0005000	rna-XM_002929693.4	rna44164
OG0005001	rna-XM_034638055.1	rna44276
OG0005002	rna-XM_034638052.1	rna44263
OG0005003	rna-XM_011230715.3	rna44260
OG0005004	rna-XM_034638149.1	rna44259
OG0005005	rna-XM_034638145.1	rna44257
OG0005006	rna-XM_002923943.4	rna44256
OG0005007	rna-XM_034639008.1	rna44254
OG0005008	rna-XM_034638502.1	rna44253
OG0005009	rna-XM_011230708.3	rna44247
OG0005010	rna-XM_034638853.1	rna44245
OG0005011	rna-XM_019804557.2	rna44243
OG0005012	rna-XM_034638654.1	rna44239
OG0005013	rna-XM_011230696.3	rna44238
OG0005014	rna-XM_034639459.1	rna44235
OG0005015	rna-XM_002923937.4	rna44232
OG0005016	rna-XM_034638670.1	rna44230
OG0005017	rna-XM_019804578.2	rna44228
OG0005018	rna-XM_002923953.4	rna44226
OG0005019	rna-XM_019804548.2	rna44218
OG0005020	rna-XM_002923951.4	rna44217
OG0005021	rna-XM_034639432.1	rna44216
OG0005022	rna-XM_034639438.1	rna44212
OG0005023	rna-XM_034638949.1	rna44204
OG0005024	rna-XM_034639690.1	rna44202
OG0005025	rna-XM_034639691.1	rna44197
OG0005026	rna-XM_002923948.4	rna44194
OG0005027	rna-XM_002923928.4	rna44193
OG0005028	rna-XM_019804576.2	rna44191
OG0005029	rna-XM_034672466.1	rna44186
OG0005030	rna-XM_034672467.1	rna44184
OG0005031	rna-XM_034638837.1	rna44183
OG0005032	rna-XM_034639689.1	rna44287
OG0005033	rna-XM_034639686.1	rna44288
OG0005034	rna-XM_002923680.4	rna44293
OG0005035	rna-XM_002923682.4	rna44296
OG0005036	rna-XM_034638199.1	rna44298
OG0005037	rna-XM_011230403.3	rna44299
OG0005038	rna-XM_034672323.1	rna44302
OG0005039	rna-XM_034672325.1	rna44304
OG0005040	rna-XM_019804272.2	rna44305
OG0005041	rna-XM_002923685.4	rna44307
OG0005042	rna-XM_034672321.1	rna44308
OG0005043	rna-XM_002923690.4	rna44315
OG0005044	rna-XM_019804283.2	rna44329
OG0005045	rna-XM_034638210.1	rna44336
OG0005046	rna-XM_034638458.1	rna44338
OG0005047	rna-XM_034638196.1	rna44343
OG0005048	rna-XM_019804294.2	rna44344
OG0005049	rna-XM_002923698.4	rna44348
OG0005050	rna-XM_002923699.4	rna44349
OG0005051	rna-XM_002923700.4	rna44350
OG0005052	rna-XM_034638065.1	rna44352
OG0005053	rna-XM_002923701.4	rna44355
OG0005054	rna-XM_019804301.2	rna44356
OG0005055	rna-XM_011230421.3	rna44365
OG0005056	rna-XM_011230440.3	rna44374
OG0005057	rna-XM_034638137.1	rna44375
OG0005058	rna-XM_002923705.4	rna44381
OG0005059	rna-XM_034638625.1	rna44382
OG0005060	rna-XM_034638696.1	rna44390
OG0005061	rna-XM_034639458.1	rna44394
OG0005062	rna-XM_034639457.1	rna44395
OG0005063	rna-XM_002927380.4	rna44396
OG0005064	rna-XM_019808066.2	rna44402
OG0005065	rna-XM_002927382.4	rna44409
OG0005066	rna-XM_002927383.4	rna44410
OG0005067	rna-XM_002927384.4	rna44411
OG0005068	rna-XM_002927385.4	rna44412
OG0005069	rna-XM_011234941.3	rna44414
OG0005070	rna-XM_034672389.1	rna44416
OG0005071	rna-XM_011234954.2, rna-XM_034639014.1	rna54442
OG0005072	rna-XM_011234956.3	rna44422
OG0005073	rna-XM_019808084.2	rna44427
OG0005074	rna-XM_034638933.1	rna44429
OG0005075	rna-XM_002927390.4	rna44434
OG0005076	rna-XM_034638931.1	rna44437
OG0005077	rna-XM_002927391.4	rna44439
OG0005078	rna-XM_002927392.4	rna44441
OG0005079	rna-XM_019808062.2	rna44445
OG0005080	rna-XM_034638630.1	rna44451
OG0005081	rna-XM_011233113.3	rna44452
OG0005082	rna-XM_034639205.1	rna44456
OG0005083	rna-XM_034639427.1	rna44462
OG0005084	rna-XM_011233116.3	rna44465
OG0005085	rna-XM_034672821.1	rna44466
OG0005086	rna-XM_034637980.1	rna44468
OG0005087	rna-XM_034672458.1	rna44471
OG0005088	rna-XM_034637871.1	rna44477
OG0005089	rna-XM_034638697.1	rna44479
OG0005090	rna-XM_034638789.1	rna44485
OG0005091	rna-XM_034638745.1	rna44486
OG0005092	rna-XM_034638669.1	rna44487
OG0005093	rna-XM_011217905.3	rna44505
OG0005094	rna-XM_034638277.1	rna44512
OG0005095	rna-XM_019793541.2	rna44514
OG0005096	rna-XM_034638386.1	rna46716
OG0005097	rna-XM_011217600.3	rna46713
OG0005098	rna-XM_034638365.1	rna46701
OG0005099	rna-XM_019793323.2	rna46698
OG0005100	rna-XM_034638391.1	rna46691
OG0005101	rna-XM_019793251.2	rna46688
OG0005102	rna-XM_034638404.1	rna46674
OG0005103	rna-XM_019801436.2	rna46662
OG0005104	rna-XM_011227147.3	rna46649
OG0005105	rna-XM_034638289.1	rna46648
OG0005106	rna-XM_034638374.1	rna46631
OG0005107	rna-XM_002920932.4	rna46630
OG0005108	rna-XM_002920921.4	rna46626
OG0005109	rna-XM_019801406.2	rna46621
OG0005110	rna-XM_034638424.1	rna46619
OG0005111	rna-XM_034638335.1	rna46618
OG0005112	rna-XM_034638418.1	rna46610
OG0005113	rna-XM_011227111.3	rna46606
OG0005114	rna-XM_011227108.3	rna46604
OG0005115	rna-XM_002920905.4	rna46601
OG0005116	rna-XM_002920925.4	rna46600
OG0005117	rna-XM_011227104.3	rna46597
OG0005118	rna-XM_011227101.3	rna46596
OG0005119	rna-XM_034638283.1	rna46593
OG0005120	rna-XM_011227098.3	rna46591
OG0005121	rna-XM_034638253.1	rna46586
OG0005122	rna-XM_002920912.4	rna46578
OG0005123	rna-XM_034638256.1	rna46573
OG0005124	rna-XM_034638260.1	rna46568
OG0005125	rna-XM_034638443.1	rna46567
OG0005126	rna-XM_002920915.4	rna46566
OG0005127	rna-XM_002920874.4	rna46564
OG0005128	rna-XM_034638442.1	rna46557
OG0005129	rna-XM_034638250.1	rna46556
OG0005130	rna-XM_034638380.1	rna46553
OG0005131	rna-XM_034638405.1	rna46552
OG0005132	rna-XM_002920875.4	rna46550
OG0005133	rna-XM_002920909.4	rna46546
OG0005134	rna-XM_034638300.1	rna46545
OG0005135	rna-XM_019801456.2	rna46540
OG0005136	rna-XM_019801439.2	rna46539
OG0005137	rna-XM_002920922.4	rna46537
OG0005138	rna-XM_002920888.2	rna46531
OG0005139	rna-XM_002920903.4	rna46526
OG0005140	rna-XM_002920879.4	rna46523
OG0005141	rna-XM_034638413.1	rna46522
OG0005142	rna-XM_034638317.1	rna46521
OG0005143	rna-XM_002920923.3	rna46518
OG0005144	rna-XM_034638430.1	rna46516
OG0005145	rna-XM_034638437.1	rna46515
OG0005146	rna-XM_034638342.1	rna46511
OG0005147	rna-XM_034638441.1	rna46503
OG0005148	rna-XM_011227058.3	rna46500
OG0005149	rna-XM_034638263.1	rna46499
OG0005150	rna-XM_002920914.4	rna46495
OG0005151	rna-XM_002920906.4	rna46489
OG0005152	rna-XM_034638599.1	rna46486
OG0005153	rna-XM_002925186.4	rna46485
OG0005154	rna-XM_034639329.1	rna46455
OG0005155	rna-XM_002925190.4	rna46452
OG0005156	rna-XM_034638539.1	rna46449
OG0005157	rna-XM_034639200.1	rna46448
OG0005158	rna-XM_019792783.2	rna46445
OG0005159	rna-XM_002929731.3	rna46435
OG0005160	rna-XM_002929730.4	rna46434
OG0005161	rna-XM_034639351.1	rna46432
OG0005162	rna-XM_019810438.2	rna46430
OG0005163	rna-XM_034672537.1	rna46422
OG0005164	rna-XM_034672543.1	rna46421
OG0005165	rna-XM_011220815.3	rna46420
OG0005166	rna-XM_002916070.4	rna46417
OG0005167	rna-XM_002916063.4	rna46415
OG0005168	rna-XM_034639608.1	rna46409
OG0005169	rna-XM_034672658.1	rna46403
OG0005170	rna-XM_019796239.2	rna46393
OG0005171	rna-XM_034638106.1	rna46386
OG0005172	rna-XM_002913393.4	rna8823
OG0005173	rna-XM_011229891.3	rna8824
OG0005174	rna-XM_034672749.1	rna8826
OG0005175	rna-XM_034672748.1	rna8829
OG0005176	rna-XM_011237135.3	rna8838
OG0005177	rna-XM_034638524.1	rna8840
OG0005178	rna-XM_034639023.1	rna8843
OG0005179	rna-XM_034638965.1	rna8847
OG0005180	rna-XM_034638963.1	rna8849
OG0005181	rna-XM_019809234.2	rna8855
OG0005182	rna-XM_019794111.2	rna8860
OG0005183	rna-XM_002914217.4	rna8866
OG0005184	rna-XM_034639024.1	rna8869
OG0005185	rna-XM_011218422.3	rna8873
OG0005186	rna-XM_034637811.1	rna8875
OG0005187	rna-XM_019794107.2	rna8876
OG0005188	rna-XM_011218425.3	rna8880
OG0005189	rna-XM_034638656.1	rna8884
OG0005190	rna-XM_034638651.1	rna8900
OG0005191	rna-XM_019808744.2	rna8915
OG0005192	rna-XM_034638936.1	rna8929
OG0005193	rna-XM_034638922.1	rna8934
OG0005194	rna-XM_034639225.1	rna8945
OG0005195	rna-XM_019797025.2	rna8946
OG0005196	rna-XM_034638693.1	rna8948
OG0005197	rna-XM_002912240.4	rna8949
OG0005198	rna-XM_034638694.1	rna8950
OG0005199	rna-XM_002912243.4	rna8952
OG0005200	rna-XM_034638564.1	rna8953
OG0005201	rna-XM_034638457.1	rna8960
OG0005202	rna-XM_011232883.3	rna8961
OG0005203	rna-XM_002912247.4	rna8962
OG0005204	rna-XM_019804007.2	rna8964
OG0005205	rna-XM_019806078.2	rna8979
OG0005206	rna-XM_002912285.4	rna8988
OG0005207	rna-XM_034639300.1	rna8990
OG0005208	rna-XM_002912257.4	rna8996
OG0005209	rna-XM_011219291.3	rna8999
OG0005210	rna-XM_034672308.1	rna9020
OG0005211	rna-XM_034638661.1	rna9021
OG0005212	rna-XM_002912263.4	rna9022
OG0005213	rna-XM_002912265.4	rna9025
OG0005214	rna-XM_034639580.1	rna9027
OG0005215	rna-XM_011220363.3	rna9030
OG0005216	rna-XM_019795299.2	rna9036
OG0005217	rna-XM_011220467.3	rna9037
OG0005218	rna-XM_019798344.2	rna9039
OG0005219	rna-XM_034672781.1	rna9040
OG0005220	rna-XM_034672776.1	rna9042
OG0005221	rna-XM_034638969.1	rna9047
OG0005222	rna-XM_034639028.1	rna9048
OG0005223	rna-XM_019795814.2	rna9052
OG0005224	rna-XM_034638245.1	rna9054
OG0005225	rna-XM_002912295.4	rna9060
OG0005226	rna-XM_011221490.3	rna9062
OG0005227	rna-XM_034638540.1	rna9063
OG0005228	rna-XM_034638794.1	rna9071
OG0005229	rna-XM_011221801.3	rna9077
OG0005230	rna-XM_002912278.4	rna9087
OG0005231	rna-XM_002918397.4	rna9104
OG0005232	rna-XM_034638777.1	rna9105
OG0005234	rna-XM_019798833.2	rna9120
OG0005235	rna-XM_034639031.1	rna9122
OG0005236	rna-XM_034639032.1	rna9123
OG0005237	rna-XM_034672436.1	rna9124
OG0005238	rna-XM_034672848.1	rna9125
OG0005239	rna-XM_002918441.4	rna9126
OG0005240	rna-XM_002918399.4	rna9127
OG0005241	rna-XM_034638792.1	rna9129
OG0005242	rna-XM_034638044.1	rna9131
OG0005243	rna-XM_034639399.1	rna9142
OG0005244	rna-XM_019798822.2	rna9144
OG0005245	rna-XM_002918402.4	rna9145
OG0005246	rna-XM_002918403.4	rna9146
OG0005247	rna-XM_002918404.4	rna9148
OG0005248	rna-XM_034672824.1	rna9151
OG0005249	rna-XM_002918405.4	rna9154
OG0005250	rna-XM_034638181.1	rna9155
OG0005251	rna-XM_019798841.2	rna9158
OG0005252	rna-XM_011223905.3	rna9165
OG0005253	rna-XM_002918445.4	rna9168
OG0005254	rna-XM_034638187.1	rna9170
OG0005255	rna-XM_011223911.3	rna9171
OG0005256	rna-XM_019798814.2	rna9177
OG0005257	rna-XM_011223925.3	rna9178
OG0005258	rna-XM_011223917.3	rna9183
OG0005259	rna-XM_002918414.4	rna9186
OG0005260	rna-XM_034672449.1	rna9187
OG0005261	rna-XM_019798855.2	rna9188
OG0005262	rna-XM_034672455.1	rna9189
OG0005263	rna-XM_002918415.4	rna9190
OG0005264	rna-XM_019798865.2	rna9193
OG0005265	rna-XM_002918417.4	rna9198
OG0005266	rna-XM_019798871.2	rna9206
OG0005267	rna-XM_034638231.1	rna9209
OG0005268	rna-XM_034638223.1	rna9216
OG0005269	rna-XM_034638236.1	rna9218
OG0005270	rna-XM_002918420.4	rna9220
OG0005271	rna-XM_002918421.4	rna9222
OG0005272	rna-XM_011223937.3	rna9226
OG0005273	rna-XM_034638238.1	rna9228
OG0005274	rna-XM_002918454.4	rna9232
OG0005275	rna-XM_019798824.2	rna9237
OG0005276	rna-XM_034638610.1	rna9238
OG0005277	rna-XM_034672517.1	rna9239
OG0005278	rna-XM_011223952.3	rna9242
OG0005279	rna-XM_002918431.3	rna9244
OG0005280	rna-XM_011223955.3	rna9248
OG0005281	rna-XM_002931333.4	rna9257
OG0005282	rna-XM_034638490.1	rna9264
OG0005283	rna-XM_002923213.4	rna9271
OG0005284	rna-XM_002923211.4	rna9277
OG0005285	rna-XM_002923210.4	rna9278
OG0005286	rna-XM_002923209.4	rna9282
OG0005287	rna-XM_034672510.1	rna9288
OG0005288	rna-XM_019803773.2	rna9291
OG0005289	rna-XM_002923207.4	rna9292
OG0005290	rna-XM_034638550.1	rna9293
OG0005291	rna-XM_002923204.4	rna9305
OG0005292	rna-XM_034639036.1	rna9306
OG0005293	rna-XM_002923218.4	rna9309
OG0005294	rna-XM_034638735.1	rna9312
OG0005295	rna-XM_011229867.3	rna9315
OG0005296	rna-XM_011230360.3	rna9326
OG0005297	rna-XM_002923651.4	rna9328
OG0005298	rna-XM_002923650.4	rna9329
OG0005299	rna-XM_019804180.2	rna9343
OG0005300	rna-XM_002923601.4	rna9345
OG0005301	rna-XM_019801523.2	rna9348
OG0005302	rna-XM_034639037.1	rna9349
OG0005303	rna-XM_034639038.1	rna9351
OG0005304	rna-XM_011227189.3	rna9355
OG0005305	rna-XM_011227192.3	rna9362
OG0005306	rna-XM_002920951.4	rna9370
OG0005307	rna-XM_019801514.2	rna9373
OG0005308	rna-XM_002920935.4	rna9376
OG0005309	rna-XM_019801501.2	rna9382
OG0005310	rna-XM_002920946.4	rna9390
OG0005311	rna-XM_002920945.4	rna9392
OG0005312	rna-XM_019801491.2	rna9398
OG0005313	rna-XM_034639039.1	rna9402
OG0005314	rna-XM_002920957.4	rna9404
OG0005315	rna-XM_002920943.4	rna9405
OG0005316	rna-XM_002920942.4	rna9408
OG0005317	rna-XM_034638878.1	rna9410
OG0005318	rna-XM_034638889.1	rna9413
OG0005319	rna-XM_002930825.4	rna9419
OG0005320	rna-XM_034638920.1	rna9432
OG0005321	rna-XM_034672914.1	rna9435
OG0005322	rna-XM_034672904.1	rna9436
OG0005323	rna-XM_019807879.2	rna9441
OG0005324	rna-XM_034672635.1	rna9449
OG0005325	rna-XM_034672630.1	rna9453
OG0005326	rna-XM_011234684.3	rna9457
OG0005327	rna-XM_034672682.1	rna9464
OG0005328	rna-XM_002927717.4	rna9469
OG0005329	rna-XM_019808461.2	rna9477
OG0005330	rna-XM_034639228.1	rna9486
OG0005331	rna-XM_011235395.3	rna9492
OG0005332	rna-XM_011235396.3	rna9493
OG0005333	rna-XM_011226915.3	rna9510
OG0005334	rna-XM_002920764.4	rna9512
OG0005335	rna-XM_002920763.4	rna9514
OG0005336	rna-XM_034637803.1	rna9518
OG0005337	rna-XM_034637796.1	rna8807
OG0005338	rna-XM_034637802.1	rna22606
OG0005339	rna-XM_002929784.4	rna9527
OG0005340	rna-XM_034639042.1	rna9528
OG0005341	rna-XM_034639419.1	rna9537
OG0005342	rna-XM_002917716.4	rna9540
OG0005343	rna-XM_002917723.4	rna9558
OG0005344	rna-XM_019798044.2	rna9559
OG0005345	rna-XM_034639567.1	rna9566
OG0005346	rna-XM_034639430.1	rna9572
OG0005347	rna-XM_034639448.1	rna9575
OG0005348	rna-XM_034638514.1	rna9576
OG0005349	rna-XM_002917727.4	rna9581
OG0005350	rna-XM_002917720.4	rna9582
OG0005351	rna-XM_034672816.1	rna9588
OG0005352	rna-XM_034638604.1	rna9593
OG0005353	rna-XM_011232165.2	rna9595
OG0005354	rna-XM_011232164.3	rna9596
OG0005355	rna-XM_034639574.1	rna9597
OG0005356	rna-XM_019805826.2	rna9599
OG0005357	rna-XM_034672890.1	rna9602
OG0005358	rna-XM_019805820.2	rna9606
OG0005359	rna-XM_034672910.1	rna53468
OG0005360	rna-XM_002913389.4	rna8805
OG0005361	rna-XM_034672500.1	rna8804
OG0005362	rna-XM_034639622.1	rna8801
OG0005363	rna-XM_002913409.4	rna8800
OG0005364	rna-XM_034639678.1	rna8797
OG0005365	rna-XM_011229772.3	rna8792
OG0005366	rna-XM_034639699.1	rna8791
OG0005367	rna-XM_034639709.1	rna8788
OG0005368	rna-XM_002913385.4	rna8786
OG0005369	rna-XM_011229740.3	rna8785
OG0005370	rna-XM_011229695.3	rna8784
OG0005371	rna-XM_002913404.4	rna8780
OG0005372	rna-XM_019803678.2	rna8776
OG0005373	rna-XM_034639325.1	rna8775
OG0005374	rna-XM_002913382.4	rna8774
OG0005375	rna-XM_019803632.2	rna8768
OG0005376	rna-XM_034672507.1	rna8766
OG0005377	rna-XM_034639045.1	rna8741
OG0005378	rna-XM_011229551.3	rna8735
OG0005379	rna-XM_034672518.1	rna8729
OG0005380	rna-XM_019803524.2	rna8726
OG0005381	rna-XM_034672532.1	rna8724
OG0005382	rna-XM_034672533.1	rna8722
OG0005383	rna-XM_002913374.4	rna8720
OG0005384	rna-XM_034639047.1	rna8713
OG0005385	rna-XM_002913395.4	rna8710
OG0005386	rna-XM_034672618.1	rna8704
OG0005387	rna-XM_002929849.4	rna8697
OG0005388	rna-XM_019793605.2	rna8688
OG0005389	rna-XM_034639051.1	rna8687
OG0005390	rna-XM_034672669.1	rna8682
OG0005391	rna-XM_034639052.1	rna8679
OG0005392	rna-XM_034672693.1	rna8674
OG0005393	rna-XM_034672699.1	rna8673
OG0005394	rna-XM_034672700.1	rna8672
OG0005395	rna-XM_002926797.4	rna8662
OG0005396	rna-XM_002926798.4	rna8661
OG0005397	rna-XM_034672688.1	rna8659
OG0005398	rna-XM_011234279.3	rna8655
OG0005399	rna-XM_034672701.1	rna8648
OG0005400	rna-XM_011234280.3	rna8647
OG0005401	rna-XM_034672732.1	rna8646
OG0005402	rna-XM_011234283.3	rna8639
OG0005403	rna-XM_034672744.1	rna8636
OG0005404	rna-XM_011234293.2	rna8633
OG0005405	rna-XM_011231254.3	rna38482
OG0005406	rna-XM_034653198.1, rna-XM_034649140.1	rna51842
OG0005407	rna-XM_034652097.1	rna15890
OG0005408	rna-XM_034651131.1	rna23600
OG0005409	rna-XM_019793342.2	rna23701
OG0005410	rna-XM_034650553.1	rna29738
OG0005411	rna-XM_034653237.1, rna-XM_034652921.1	rna51596
OG0005412	id-LOC117797806	id553435
OG0005413	rna-XM_011216980.3	rna21444
OG0005414	rna-XM_002931369.3	rna2135
OG0005415	rna-XM_034650409.1, rna-XM_002929380.4	rna28899
OG0005416	rna-XM_034651217.1, rna-XM_034642763.1	rna50266
OG0005417	rna-XM_034648821.1, rna-XM_034649878.1	rna39903
OG0005418	rna-XM_034648842.1	rna39904
OG0005419	rna-XM_011226973.3	rna39895
OG0005420	rna-XM_034649551.1, rna-XM_034649236.1	rna39881
OG0005421	rna-XM_034649291.1	rna39874
OG0005422	rna-XM_034649143.1	rna39864
OG0005423	rna-XM_034649454.1	rna39843
OG0005424	rna-XM_034649457.1	rna39835
OG0005425	rna-XM_002929623.4	rna39828
OG0005426	rna-XM_002928932.4	rna24809
OG0005427	rna-XM_034649253.1	rna24811
OG0005428	rna-XM_002928929.4	rna24813
OG0005429	rna-XM_034649300.1	rna39815
OG0005430	rna-XM_034649886.1	rna39813
OG0005431	rna-XM_002915065.4	rna39792
OG0005432	rna-XM_019795050.2	rna39786
OG0005433	rna-XM_034649185.1	rna39783
OG0005434	rna-XM_034649249.1	rna39778
OG0005435	rna-XM_034650004.1	rna39776
OG0005436	rna-XM_002915061.4	rna39775
OG0005437	rna-XM_034649299.1	rna39771
OG0005438	rna-XM_019808133.2	rna39768
OG0005439	rna-XM_034649564.1	rna39759
OG0005440	rna-XM_019808143.2	rna39749
OG0005441	rna-XM_034648834.1	rna39741
OG0005442	rna-XM_011232499.3	rna39740
OG0005443	rna-XM_002928960.4	rna39737
OG0005444	rna-XM_002928958.4	rna39734
OG0005445	rna-XM_002928961.4	rna39731
OG0005446	rna-XM_002928957.4	rna39728
OG0005447	rna-XM_034648992.1	rna39725
OG0005448	rna-XM_034649502.1	rna39722
OG0005449	rna-XM_034649890.1	rna39718
OG0005450	rna-XM_034649634.1	rna39717
OG0005451	rna-XM_034649637.1	rna42229
OG0005452	rna-XM_002920143.4	rna42226
OG0005453	rna-XM_002920141.4	rna42224
OG0005454	rna-XM_034649781.1	rna42204
OG0005455	rna-XM_034649222.1	rna42198
OG0005456	rna-XM_034649596.1	rna42189
OG0005457	rna-XM_034649695.1	rna42185
OG0005459	rna-XM_034649699.1	rna42182
OG0005460	rna-XM_011236658.3	rna42167
OG0005461	rna-XM_034648972.1	rna42160
OG0005462	rna-XM_034649450.1	rna42159
OG0005463	rna-XM_002913934.4	rna42148
OG0005464	rna-XM_019809892.1	rna42146
OG0005465	rna-XM_011236503.3	rna42139
OG0005466	rna-XM_034649535.1	rna42138
OG0005467	rna-XM_002929234.3	rna42135
OG0005468	rna-XM_019808241.2	rna42133
OG0005469	rna-XM_034648930.1	rna42129
OG0005470	rna-XM_034649839.1	rna42123
OG0005471	rna-XM_011234121.3	rna42111
OG0005472	rna-XM_019797282.1	rna30504
OG0005473	rna-XM_002917051.4	rna30508
OG0005474	rna-XM_034648792.1	rna30521
OG0005475	rna-XM_034649471.1	rna30541
OG0005476	rna-XM_011229366.1	rna30554
OG0005477	rna-XM_002913479.4	rna30564
OG0005478	rna-XM_002913478.4	rna30565
OG0005479	rna-XM_034649230.1	rna30569
OG0005480	rna-XM_034649231.1	rna30566
OG0005481	rna-XM_002913490.2	rna30568
OG0005482	rna-XM_034648734.1	rna30575
OG0005483	rna-XM_002913474.4	rna30576
OG0005484	rna-XM_034648800.1	rna30587
OG0005485	rna-XM_034649219.1	rna30596
OG0005486	rna-XM_002913484.3	rna30603
OG0005487	rna-XM_011230584.3	rna30632
OG0005488	rna-XM_034648757.1	rna30634
OG0005489	rna-XM_011229491.3	rna30640
OG0005490	rna-XM_034649558.1	rna30650
OG0005491	rna-XM_002929207.4	rna30665
OG0005492	rna-XM_011235029.3	rna30688
OG0005493	rna-XM_002927462.4	rna30695
OG0005494	rna-XM_034649767.1	rna30697
OG0005495	rna-XM_034649005.1	rna30701
OG0005496	rna-XM_034648905.1	rna30718
OG0005497	rna-XM_011223132.3	rna30722
OG0005498	rna-XM_034649379.1	rna30733
OG0005499	rna-XM_019798117.2	rna30737
OG0005500	rna-XM_034649380.1	rna30738
OG0005501	rna-XM_002917772.4	rna30740
OG0005502	rna-XM_034649073.1	rna30749
OG0005503	rna-XM_019798103.2	rna30751
OG0005504	rna-XM_034649321.1	rna30757
OG0005505	rna-XM_002917766.4	rna30760
OG0005506	rna-XM_002917789.4	rna30762
OG0005507	rna-XM_034649103.1	rna30763
OG0005508	rna-XM_034649211.1	rna30767
OG0005509	rna-XM_034649469.1	rna30770
OG0005510	rna-XM_002917787.4	rna30777
OG0005511	rna-XM_002917761.4	rna30778
OG0005512	rna-XM_019798079.2	rna30779
OG0005513	rna-XM_019798056.2	rna30786
OG0005514	rna-XM_002917757.4	rna30800
OG0005515	rna-XM_011223100.3	rna30801
OG0005516	rna-XM_002917756.4	rna30803
OG0005517	rna-XM_002917783.4	rna30814
OG0005518	rna-XM_002917754.4	rna30815
OG0005519	rna-XM_034649087.1	rna30820
OG0005520	rna-XM_034649084.1	rna30824
OG0005521	rna-XM_034649301.1	rna30826
OG0005522	rna-XM_034649772.1	rna30827
OG0005523	rna-XM_011223075.3	rna30836
OG0005524	rna-XM_002917741.4	rna30845
OG0005525	rna-XM_034649500.1	rna30846
OG0005526	rna-XM_034649348.1	rna30848
OG0005527	rna-XM_002930506.3	rna30849
OG0005528	rna-XM_019793537.2	rna53095
OG0005529	rna-XM_034649022.1, rna-XM_002917984.4	rna54082
OG0005530	rna-XM_034649314.1	rna51050
OG0005531	rna-XM_011234265.3	rna51053
OG0005532	rna-XM_002926787.4	rna51073
OG0005533	rna-XM_034649802.1	rna51074
OG0005534	rna-XM_002926785.4	rna51078
OG0005535	rna-XM_034649608.1	rna51079
OG0005536	rna-XM_034649343.1	rna51090
OG0005537	rna-XM_034649335.1	rna51097
OG0005538	rna-XM_034649334.1	rna51104
OG0005539	rna-XM_002929669.4	rna51105
OG0005540	rna-XM_034649001.1	rna51106
OG0005541	rna-XM_002929670.4	rna51107
OG0005542	rna-XM_002931173.4	rna52881
OG0005543	rna-XM_034648859.1	rna52879
OG0005544	rna-XM_034649023.1	rna51839
OG0005545	rna-XM_034649635.1	rna49954
OG0005546	rna-XM_034649835.1	rna49959
OG0005547	rna-XM_019793266.2	rna49962
OG0005548	rna-XM_002930789.4	rna49969
OG0005549	rna-XM_034649026.1	rna49971
OG0005550	rna-XM_034649667.1	rna49976
OG0005551	rna-XM_002929171.4	rna47976
OG0005552	rna-XM_002930156.4	rna47986
OG0005553	rna-XM_019793568.2	rna47987
OG0005554	rna-XM_002918003.4	rna47989
OG0005555	rna-XM_011223390.3	rna47991
OG0005556	rna-XM_002918005.4	rna47995
OG0005557	rna-XM_034649128.1	rna47996, rna47997
OG0005558	rna-XM_002918007.3	rna47998
OG0005559	rna-XM_002918010.4	rna48003
OG0005560	rna-XM_002918011.2	rna48004
OG0005561	rna-XM_034649095.1	rna48005
OG0005562	rna-XM_034649027.1	rna48006
