Orthogroup	ailMel.longCDS.prots	ursMar.longCDS.prots
OG0007571	rna-XM_002921356.4	rna30948
OG0007572	rna-XM_034657800.1	rna30946
OG0007573	rna-XM_019801905.2	rna30945
OG0007574	rna-XM_034660034.1	rna30943
OG0007575	rna-XM_002921352.4	rna30941
OG0007576	rna-XM_002921348.3	rna30934
OG0007577	rna-XM_002921347.4	rna30933
OG0007578	rna-XM_034660035.1	rna30932
OG0007579	rna-XM_034657816.1	rna30931
OG0007580	rna-XM_002930828.4	rna30926
OG0007581	rna-XM_002930830.4	rna30922
OG0007582	rna-XM_034657825.1	rna30921
OG0007583	rna-XM_011227213.3	rna34914
OG0007584	rna-XM_002920998.4	rna34913
OG0007585	rna-XM_034657842.1	rna34912
OG0007586	rna-XM_034657838.1	rna34910
OG0007587	rna-XM_019801546.2	rna34908
OG0007588	rna-XM_002921001.4	rna34907
OG0007590	rna-XM_002921006.4	rna34900
OG0007591	rna-XM_002921008.4	rna34898
OG0007592	rna-XM_002921009.4	rna34894
OG0007593	rna-XM_034657857.1	rna34892
OG0007594	rna-XM_034657859.1	rna34891
OG0007595	rna-XM_002920985.1	rna34890
OG0007596	rna-XM_002920986.3	rna34887
OG0007597	rna-XM_011227225.3	rna34886
OG0007598	rna-XM_011227229.3	rna34882
OG0007599	rna-XM_002921016.4	rna34874
OG0007600	rna-XM_002921017.4	rna34873
OG0007601	rna-XM_002921018.4	rna34872
OG0007602	rna-XM_011227234.3	rna34870
OG0007603	rna-XM_019801567.2	rna34868
OG0007604	rna-XM_034657872.1	rna34865
OG0007605	rna-XM_034657875.1	rna34864
OG0007606	rna-XM_002921020.4	rna34863
OG0007607	rna-XM_034657162.1	rna34862
OG0007608	rna-XM_034657891.1	rna34861
OG0007609	rna-XM_011227236.3	rna34860
OG0007610	rna-XM_034657892.1	rna34859
OG0007611	rna-XM_011227237.3	rna34856
OG0007612	rna-XM_034657163.1	rna34855
OG0007613	rna-XM_002920970.4	rna34853
OG0007614	rna-XM_002920974.4	rna34843
OG0007615	rna-XM_034657907.1	rna34833
OG0007616	rna-XM_034657165.1	rna34831
OG0007617	rna-XM_002928166.3	rna29097
OG0007618	rna-XM_002928165.2	rna29096
OG0007619	rna-XM_011236022.2	rna29095
OG0007620	rna-XM_034657929.1	rna29093
OG0007621	rna-XM_019808962.2	rna29092
OG0007622	rna-XM_034657931.1	rna29090
OG0007623	rna-XM_034657936.1	rna29089
OG0007624	rna-XM_034657934.1	rna29084
OG0007625	rna-XM_002928163.4	rna29083
OG0007626	rna-XM_034657942.1	rna29082
OG0007627	rna-XM_034657943.1	rna29080
OG0007628	rna-XM_002928168.4	rna29078
OG0007629	rna-XM_002912702.4	rna29053
OG0007630	rna-XM_011221758.3	rna29051
OG0007631	rna-XM_002912703.4	rna29049
OG0007632	rna-XM_002912704.4	rna29048
OG0007634	rna-XM_034657978.1	rna29045
OG0007635	rna-XM_019798279.2	rna29041
OG0007636	rna-XM_019797048.2	rna29040
OG0007637	rna-XM_002912777.4	rna29033
OG0007638	rna-XM_019798057.2	rna26450
OG0007639	rna-XM_034657995.1	rna26449
OG0007640	rna-XM_034657997.1	rna26448
OG0007641	rna-XM_011221896.3	rna26447
OG0007642	rna-XM_034658001.1	rna26446
OG0007643	rna-XM_011221905.3	rna26445
OG0007644	rna-XM_034658003.1	rna26444
OG0007645	rna-XM_002912712.4	rna26443
OG0007646	rna-XM_002912784.3	rna26442
OG0007648	rna-XM_034658014.1	rna26440
OG0007649	rna-XM_034658015.1	rna26437
OG0007650	rna-XM_002912715.4	rna26436
OG0007651	rna-XM_011221963.3	rna26434
OG0007652	rna-XM_034658021.1	rna26433
OG0007653	rna-XM_011221969.3	rna26432
OG0007654	rna-XM_011221973.3	rna26431
OG0007655	rna-XM_034658027.1	rna26430
OG0007656	rna-XM_002912719.4	rna26429
OG0007657	rna-XM_019798101.2	rna26427
OG0007658	rna-XM_019797187.2	rna26425
OG0007659	rna-XM_034658030.1	rna26424
OG0007660	rna-XM_002912795.4	rna26421
OG0007661	rna-XM_034658044.1	rna26420
OG0007662	rna-XM_011222075.3	rna26418
OG0007663	rna-XM_034658048.1	rna26417
OG0007664	rna-XM_011222039.3	rna26415
OG0007665	rna-XM_034658049.1	rna26413
OG0007666	rna-XM_034658050.1	rna26412
OG0007667	rna-XM_002912725.4	rna26410
OG0007668	rna-XM_034658058.1	rna26409
OG0007669	rna-XM_011223162.2	rna26405
OG0007670	rna-XM_011222192.3	rna26404
OG0007671	rna-XM_011222215.3	rna26398
OG0007672	rna-XM_034658081.1	rna26396
OG0007673	rna-XM_034658085.1	rna26390
OG0007674	rna-XM_034658088.1	rna26389
OG0007675	rna-XM_002912732.4	rna26388
OG0007676	rna-XM_002912734.4	rna26386
OG0007677	rna-XM_034657199.1	rna26385
OG0007678	rna-XM_011223206.2	rna26384
OG0007679	rna-XM_002912810.4	rna26383
OG0007680	rna-XM_011222304.3	rna26382
OG0007681	rna-XM_034658100.1	rna26378
OG0007682	rna-XM_002912737.4	rna26376
OG0007683	rna-XM_034658101.1	rna26375
OG0007684	rna-XM_034658105.1	rna26369
OG0007685	rna-XM_034658109.1	rna26366
OG0007686	rna-XM_011222401.3	rna26364
OG0007687	rna-XM_011222463.3	rna26356
OG0007688	rna-XM_019797618.2	rna26354
OG0007689	rna-XM_002912744.4	rna26353
OG0007690	rna-XM_019797647.2	rna26352
OG0007691	rna-XM_034658120.1	rna26351
OG0007692	rna-XM_034658121.1	rna26350
OG0007693	rna-XM_034658128.1	rna26347
OG0007694	rna-XM_002912748.4	rna26346
OG0007695	rna-XM_034658136.1	rna26344
OG0007696	rna-XM_034658133.1	rna26343
OG0007697	rna-XM_019797700.2	rna26342
OG0007698	rna-XM_034658149.1	rna26341
OG0007699	rna-XM_034658140.1	rna26337
OG0007700	rna-XM_034658157.1	rna26333
OG0007701	rna-XM_034658163.1	rna26330
OG0007702	rna-XM_034658164.1	rna26328
OG0007703	rna-XM_034658165.1	rna26323
OG0007704	rna-XM_011222637.3	rna26322
OG0007705	rna-XM_011222658.3	rna26321
OG0007706	rna-XM_034658169.1	rna26320
OG0007707	rna-XM_002912754.4	rna26319
OG0007708	rna-XM_002912827.4	rna26318
OG0007709	rna-XM_034658172.1	rna26316
OG0007710	rna-XM_002912755.4	rna26315
OG0007711	rna-XM_002912757.4	rna26310
OG0007712	rna-XM_002912758.4	rna26309
OG0007713	rna-XM_034658176.1	rna26306
OG0007714	rna-XM_002912759.4	rna26307
OG0007715	rna-XM_011222736.3	rna26305
OG0007716	rna-XM_011222757.3	rna26302
OG0007717	rna-XM_034658182.1	rna26292
OG0007718	rna-XM_011222821.3	rna26283
OG0007719	rna-XM_034658190.1	rna26280
OG0007720	rna-XM_034658189.1	rna26278
OG0007721	rna-XM_034657200.1	rna26277
OG0007722	rna-XM_034658193.1	rna26271
OG0007723	rna-XM_034658199.1	rna26269
OG0007724	rna-XM_034657201.1	rna26266
OG0007725	rna-XM_034657203.1	rna26258
OG0007726	rna-XM_019797932.2	rna26256
OG0007727	rna-XM_002912844.4	rna26253
OG0007728	rna-XM_002912769.4	rna26250
OG0007729	rna-XM_002912771.4	rna26248
OG0007730	rna-XM_011223006.3	rna26247
OG0007731	rna-XM_034657205.1	rna26246
OG0007732	rna-XM_002912772.4	rna26244
OG0007733	rna-XM_019798010.2	rna26243
OG0007734	rna-XM_034658236.1	rna26241
OG0007735	rna-XM_034658240.1	rna26238
OG0007736	rna-XM_002926030.4	rna26237
OG0007737	rna-XM_011233383.3	rna26234
OG0007738	rna-XM_034658251.1	rna26220
OG0007739	rna-XM_011233376.3	rna26213
OG0007740	rna-XM_011233371.3	rna26209
OG0007741	rna-XM_034658268.1	rna26203
OG0007742	rna-XM_002926037.4	rna26201
OG0007743	rna-XM_002926036.4	rna26200
OG0007744	rna-XM_034658276.1	rna26199
OG0007745	rna-XM_002926034.4	rna26197
OG0007746	rna-XM_034658282.1	rna26193
OG0007747	rna-XM_019801087.2	rna26192
OG0007748	rna-XM_002920572.4	rna26191
OG0007749	rna-XM_034658295.1	rna26190
OG0007750	rna-XM_002920557.4	rna26188
OG0007751	rna-XM_034658305.1	rna26187
OG0007752	rna-XM_034658297.1	rna26184
OG0007753	rna-XM_002920551.4	rna26183
OG0007754	rna-XM_019801085.2	rna26182
OG0007755	rna-XM_002920548.3	rna26177
OG0007756	rna-XM_002920547.2	rna26175
OG0007757	rna-XM_019801066.2	rna26174
OG0007758	rna-XM_019801067.2	rna26173
OG0007759	rna-XM_034658323.1	rna26167
OG0007760	rna-XM_034658322.1	rna26162
OG0007761	rna-XM_034658326.1	rna26159
OG0007762	rna-XM_034657208.1	rna26158
OG0007763	rna-XM_002920540.4	rna26156
OG0007764	rna-XM_034658332.1	rna26154
OG0007765	rna-XM_002920538.4	rna26153
OG0007766	rna-XM_034658337.1	rna26151
OG0007767	rna-XM_019801029.2	rna26150
OG0007768	rna-XM_002920535.4	rna26149
OG0007769	rna-XM_034658343.1	rna26147
OG0007770	rna-XM_002920533.3	rna26146
OG0007771	rna-XM_019801049.2	rna26144
OG0007772	rna-XM_019801048.2	rna26143
OG0007773	rna-XM_002920530.4	rna26138
OG0007774	rna-XM_002920529.4	rna26137
OG0007775	rna-XM_034658353.1	rna26135
OG0007776	rna-XM_002920526.3	rna26133
OG0007777	rna-XM_034658364.1	rna26131
OG0007778	rna-XM_034658371.1	rna26130
OG0007779	rna-XM_019801044.2	rna26125
OG0007780	rna-XM_034658368.1	rna26124
OG0007781	rna-XM_034658369.1	rna26117
OG0007782	rna-XM_034658357.1	rna26116
OG0007783	rna-XM_002920519.4	rna26113
OG0007784	rna-XM_011226604.3	rna26112
OG0007785	rna-XM_002920518.4	rna26110
OG0007786	rna-XM_002920578.4	rna26108
OG0007787	rna-XM_002920577.4	rna26104
OG0007788	rna-XM_002920576.4	rna26103
OG0007789	rna-XM_002920575.4	rna26100
OG0007790	rna-XM_002920559.4	rna26095
OG0007791	rna-XM_002920574.4	rna26093
OG0007792	rna-XM_011226589.3	rna26091
OG0007793	rna-XM_034657210.1	rna26088
OG0007794	rna-XM_011224666.3	rna26086
OG0007795	rna-XM_034658388.1	rna26085
OG0007796	rna-XM_034658390.1	rna26084
OG0007797	rna-XM_034657241.1	rna26082
OG0007798	rna-XM_002918958.3	rna26078
OG0007799	rna-XM_011224661.2	rna26077
OG0007800	rna-XM_019799384.2	rna26075
OG0007801	rna-XM_034658396.1	rna26074
OG0007802	rna-XM_034658393.1	rna26073
OG0007803	rna-XM_002918953.4	rna26070
OG0007804	rna-XM_011224652.3	rna26069
OG0007805	rna-XM_034658405.1	rna26064
OG0007806	rna-XM_002918952.4	rna26063
OG0007807	rna-XM_034657212.1	rna26060
OG0007808	rna-XM_002918951.4	rna26059
OG0007809	rna-XM_034658415.1	rna26054
OG0007810	rna-XM_034658420.1	rna26050
OG0007811	rna-XM_034658425.1	rna26049
OG0007812	rna-XM_002918998.4	rna26048
OG0007813	rna-XM_034657213.1	rna26046
OG0007814	rna-XM_034658428.1	rna26045
OG0007815	rna-XM_002918996.4	rna26043
OG0007816	rna-XM_034658431.1	rna26042
OG0007817	rna-XM_011224626.3	rna26041
OG0007818	rna-XM_034658454.1	rna26040
OG0007819	rna-XM_002918993.4	rna26039
OG0007820	rna-XM_034658456.1	rna26037
OG0007821	rna-XM_002918990.4	rna26036
OG0007822	rna-XM_002918989.4	rna26035
OG0007823	rna-XM_011224621.3	rna26028
OG0007824	rna-XM_034658467.1	rna26019
OG0007825	rna-XM_002918986.4	rna26011
OG0007826	rna-XM_034658474.1	rna26006
OG0007827	rna-XM_011236954.3	rna26004
OG0007828	rna-XM_002928977.4	rna26002
OG0007829	rna-XM_019809681.2	rna26000
OG0007830	rna-XM_034659989.1	rna25997
OG0007831	rna-XM_011231206.3	rna25985
OG0007832	rna-XM_034658489.1	rna25983
OG0007833	rna-XM_011231271.3	rna25973
OG0007834	rna-XM_034658497.1	rna25971
OG0007835	rna-XM_019805231.2	rna25970
OG0007836	rna-XM_034658500.1	rna25969
OG0007837	rna-XM_019805619.2	rna25968
OG0007838	rna-XM_019805267.2	rna25337
OG0007839	rna-XM_002913526.4	rna25349
OG0007840	rna-XM_019805385.2	rna25353
OG0007841	rna-XM_034658544.1	rna25358
OG0007842	rna-XM_002913529.4	rna25359
OG0007843	rna-XM_034658555.1	rna25360
OG0007844	rna-XM_034658539.1	rna25362
OG0007845	rna-XM_011231553.3	rna25363
OG0007846	rna-XM_034658558.1	rna25367
OG0007847	rna-XM_011231580.3	rna25371
OG0007848	rna-XM_019795515.2	rna25383
OG0007849	rna-XM_019795519.2	rna25385
OG0007850	rna-XM_002915445.3	rna25389
OG0007851	rna-XM_034657250.1	rna25392
OG0007852	rna-XM_034658590.1	rna25394
OG0007853	rna-XM_034658620.1	rna25399
OG0007854	rna-XM_002920762.4	rna25400
OG0007855	rna-XM_034658626.1	rna25403
OG0007856	rna-XM_034658629.1	rna25405
OG0007857	rna-XM_002924401.4	rna25409
OG0007858	rna-XM_034658631.1	rna25410
OG0007859	rna-XM_002924400.4	rna25411
OG0007860	rna-XM_002924399.4	rna25412
OG0007861	rna-XM_011235225.2	rna25418
OG0007862	rna-XM_034657320.1	rna25421
OG0007863	rna-XM_011218962.3	rna25422
OG0007864	rna-XM_019794573.2	rna25425
OG0007865	rna-XM_034657220.1	rna25427
OG0007866	rna-XM_034657251.1	rna25431
OG0007867	rna-XM_034658644.1	rna25436
OG0007868	rna-XM_019805547.2	rna25441
OG0007869	rna-XM_011220651.3	rna25446
OG0007870	rna-XM_019796095.2	rna25449
OG0007871	rna-XM_002915943.4	rna25450
OG0007872	rna-XM_002915944.4	rna19639
OG0007873	rna-XM_034658668.1	rna19636
OG0007874	rna-XM_034658669.1	rna19633
OG0007875	rna-XM_034658679.1	rna19624
OG0007876	rna-XM_019800882.2	rna19621
OG0007877	rna-XM_034658689.1	rna19620
OG0007878	rna-XM_002920378.4	rna19619
OG0007879	rna-XM_034658694.1	rna19618
OG0007880	rna-XM_034658710.1	rna19614
OG0007881	rna-XM_034658703.1	rna19612
OG0007882	rna-XM_002929988.3	rna19606
OG0007883	rna-XM_002925044.4	rna19605
OG0007884	rna-XM_019805744.2	rna19603
OG0007885	rna-XM_034658733.1	rna19594
OG0007886	rna-XM_011232051.3	rna19593
OG0007887	rna-XM_002925042.3	rna19591
OG0007888	rna-XM_019805702.2	rna19589
OG0007889	rna-XM_011232048.3	rna19588
OG0007890	rna-XM_019805713.2	rna19584
OG0007891	rna-XM_019805750.2	rna19582
OG0007892	rna-XM_034658737.1	rna19581
OG0007893	rna-XM_002925025.4	rna19579
OG0007894	rna-XM_034658760.1	rna19578
OG0007895	rna-XM_034658762.1	rna19577
OG0007896	rna-XM_034658764.1	rna19574
OG0007897	rna-XM_011232039.3	rna19573
OG0007898	rna-XM_034657153.1	rna19570
OG0007899	rna-XM_034658769.1	rna19568
OG0007900	rna-XM_034658774.1	rna19555
OG0007901	rna-XM_034658778.1	rna19552
OG0007902	rna-XM_002928036.4	rna19549
OG0007903	rna-XM_002928033.4	rna19544
OG0007904	rna-XM_011227530.3	rna19543
OG0007905	rna-XM_034658791.1	rna19538
OG0007906	rna-XM_002921265.4	rna19529
OG0007907	rna-XM_002921273.4	rna19528
OG0007908	rna-XM_011227521.3	rna19527
OG0007909	rna-XM_002921253.4	rna19520
OG0007910	rna-XM_011227513.3	rna19518
OG0007911	rna-XM_019801834.2	rna19513
OG0007912	rna-XM_002921248.4	rna19501
OG0007913	rna-XM_002921247.4	rna19500
OG0007914	rna-XM_002921246.4	rna19499
OG0007915	rna-XM_002921245.4	rna19497
OG0007916	rna-XM_034658814.1	rna19495
OG0007917	rna-XM_002920680.4	rna19491
OG0007918	rna-XM_011226820.3	rna19487
OG0007919	rna-NM_001304870.1	rna19484
OG0007920	rna-XM_002920685.4	rna19483
OG0007921	rna-XM_002920688.4	rna19481
OG0007922	rna-XM_034658843.1	rna19477
OG0007923	rna-XM_034658845.1	rna19476
OG0007924	rna-XM_034658859.1	rna19470
OG0007925	rna-XM_034657255.1	rna19468
OG0007926	rna-XM_034658863.1	rna19456
OG0007927	rna-XM_002917639.4	rna19454
OG0007928	rna-XM_034658869.1	rna19450
OG0007929	rna-XM_002917637.4	rna19449
OG0007930	rna-XM_034658870.1	rna19446
OG0007931	rna-XM_034658872.1	rna19444
OG0007932	rna-XM_019797979.2	rna19441
OG0007933	rna-XM_034658877.1	rna19436
OG0007934	rna-XM_002917647.3	rna19432
OG0007935	rna-XM_002917645.3	rna19430
OG0007936	rna-XM_002917644.4	rna19429
OG0007937	rna-XM_011222939.3	rna19428
OG0007938	rna-XM_034658882.1	rna19421
OG0007939	rna-XM_019803647.2	rna19419
OG0007940	rna-XM_019803650.2	rna19417
OG0007941	rna-XM_034657259.1	rna19411
OG0007942	rna-XM_034657260.1	rna19410
OG0007943	rna-XM_034658887.1	rna19408
OG0007944	rna-XM_011217776.3	rna19395
OG0007945	rna-XM_019793675.2	rna19397
OG0007946	rna-XM_034658891.1	rna19403
OG0007947	rna-XM_034658902.1	rna35374
OG0007948	rna-XM_034657262.1	rna35369
OG0007949	rna-XM_011234372.3	rna35367
OG0007950	rna-XM_011237410.3	rna20859
OG0007951	rna-XM_002929382.4	rna20861
OG0007952	rna-XM_034657264.1	rna20864
OG0007953	rna-XM_034658918.1	rna20865
OG0007954	rna-XM_011231156.3	rna20867
OG0007955	rna-XM_002913503.4	rna20868
OG0007956	rna-XM_034658923.1	rna20869
OG0007957	rna-XM_002913501.4	rna20876
OG0007958	rna-XM_002913500.4	rna20879
OG0007959	rna-XM_002913499.4	rna20886
OG0007960	rna-XM_002913498.4	rna20887
OG0007961	rna-XM_002913497.4	rna20888
OG0007962	rna-XM_002913496.4	rna20895
OG0007963	rna-XM_034658937.1	rna20896
OG0007964	rna-XM_034658936.1	rna20897
OG0007965	rna-XM_002913495.4	rna20898
OG0007966	rna-XM_002913509.4	rna20901
OG0007967	rna-XM_034657265.1	rna20903
OG0007968	rna-XM_019804939.2	rna20904
OG0007969	rna-XM_034658953.1	rna20905
OG0007970	rna-XM_019804867.2	rna20908
OG0007971	rna-XM_034658978.1	rna21571
OG0007972	rna-XM_019799616.2	rna21572
OG0007973	rna-XM_034658982.1	rna21575
OG0007974	rna-XM_019799626.2	rna21576
OG0007975	rna-XM_034658983.1	rna21584
OG0007976	rna-XM_034658984.1	rna21587
OG0007977	rna-XM_034657267.1	rna21594
OG0007978	rna-XM_034658997.1	rna21599
OG0007979	rna-XM_002919956.4	rna21600
OG0007980	rna-XM_002919957.1	rna21601
OG0007981	rna-XM_019800413.2	rna21603
OG0007982	rna-XM_034659006.1	rna21608
OG0007983	rna-XM_002919961.4	rna21610
OG0007984	rna-XM_034659010.1	rna21611
OG0007985	rna-XM_011225880.3	rna21614
OG0007986	rna-XM_034659014.1	rna21615
OG0007987	rna-XM_011225885.3	rna21616
OG0007988	rna-XM_002919965.4	rna21623
OG0007989	rna-XM_002919966.4	rna21624
OG0007990	rna-XM_034659016.1	rna21625
OG0007991	rna-XM_034657268.1	rna21628
OG0007992	rna-XM_002928116.4	rna21629
OG0007993	rna-XM_034659027.1	rna21633
OG0007994	rna-XM_034659037.1	rna21634
OG0007995	rna-XM_034657269.1	rna21637
OG0007996	rna-XM_034659051.1	rna21639
OG0007997	rna-XM_034657270.1	rna21641
OG0007998	rna-XM_034659043.1	rna21642
OG0007999	rna-XM_019793140.2	rna21643
OG0008000	rna-XM_034659054.1	rna21644
OG0008001	rna-XM_034659055.1	rna21665
OG0008002	rna-XM_019809016.2	rna21667
OG0008003	rna-XM_019809230.2	rna21668
OG0008004	rna-XM_002912401.4	rna21669
OG0008005	rna-XM_002912436.4	rna21670
OG0008006	rna-XM_002912403.4	rna21678
OG0008007	rna-XM_002912404.4	rna21679
OG0008008	rna-XM_019809438.2	rna21681
OG0008009	rna-XM_002912408.4	rna21682
OG0008010	rna-XM_034659076.1	rna21687
OG0008011	rna-XM_011237191.3	rna21691
OG0008012	rna-XM_002912438.3	rna21693
OG0008013	rna-XM_034659080.1	rna21694
OG0008014	rna-XM_002912413.4	rna21696
OG0008015	rna-XM_002912414.4	rna21698
OG0008016	rna-XM_034659084.1	rna21700
OG0008017	rna-XM_002912423.4	rna21718
OG0008018	rna-XM_002912424.4	rna21719
OG0008019	rna-XM_011217289.3	rna21722
OG0008020	rna-XM_034659098.1	rna21725
OG0008021	rna-XM_002928295.4	rna21730
OG0008022	rna-XM_002914053.4	rna21736
OG0008023	rna-XM_034659127.1	rna21738
OG0008024	rna-XM_034659124.1	rna21739
OG0008025	rna-XM_034659133.1	rna21740
OG0008026	rna-XM_002914049.4	rna21741
OG0008027	rna-XM_034659138.1	rna21744
OG0008028	rna-XM_019792852.2	rna21751
OG0008029	rna-XM_011237833.3	rna21754
OG0008030	rna-XM_002914040.4	rna21759
OG0008031	rna-XM_002914036.4	rna21771
OG0008032	rna-XM_002914035.4	rna21783
OG0008033	rna-XM_002914034.4	rna21784
OG0008034	rna-XM_034659165.1	rna21787
OG0008035	rna-XM_011221545.3	rna21790
OG0008036	rna-XM_002927156.4	rna21795
OG0008037	rna-XM_011234710.3	rna21808
OG0008038	rna-XM_034659182.1	rna21810
OG0008039	rna-XM_002927158.4	rna21817
OG0008040	rna-XM_019807896.2	rna21819
OG0008041	rna-XM_034659184.1	rna21822
OG0008042	rna-XM_034659195.1	rna21824
OG0008043	rna-XM_034659197.1	rna21825
OG0008044	rna-XM_002928406.4	rna21826
OG0008045	rna-XM_034659201.1	rna21829
OG0008046	rna-XM_034659213.1	rna21836
OG0008047	rna-XM_002921807.4	rna21839
OG0008048	rna-XM_034657274.1	rna21840
OG0008049	rna-XM_034659221.1	rna21852
OG0008050	rna-XM_034659222.1	rna21854
OG0008051	rna-XM_011235315.3	rna21861
OG0008052	rna-XM_019808378.2	rna21862
OG0008053	rna-XM_002917734.4	rna21864
OG0008054	rna-XM_002917740.4	rna21869
OG0008055	rna-XM_002925305.4	rna21871
OG0008056	rna-XM_002925306.4	rna21884
OG0008057	rna-XM_002925307.4	rna21885
OG0008058	rna-XM_002925301.4	rna21887
OG0008059	rna-XM_002925302.4	rna21889
OG0008060	rna-XM_034659238.1	rna21893
OG0008061	rna-XM_034659241.1	rna21896
OG0008062	rna-XM_002928802.4	rna21898
OG0008063	rna-XM_019809506.2	rna21899
OG0008064	rna-XM_011236724.3	rna21902
OG0008065	rna-XM_034659250.1	rna21906
OG0008066	rna-XM_034657276.1	rna21911
OG0008067	rna-XM_002914905.4	rna21913
OG0008068	rna-XM_034659305.1	rna21920
OG0008069	rna-XM_011219319.3	rna21929
OG0008070	rna-XM_002914900.4	rna21931
OG0008071	rna-XM_034659321.1	rna21933
OG0008072	rna-XM_034659324.1	rna21934
OG0008073	rna-XM_011219318.2	rna21937
OG0008074	rna-XM_019794861.2	rna21938
OG0008075	rna-XM_034659328.1	rna21939
OG0008076	rna-XM_034659335.1	rna21942
OG0008077	rna-XM_002914914.4	rna21946
OG0008078	rna-XM_011219299.3	rna21952
OG0008079	rna-XM_019794838.2	rna21953
OG0008080	rna-XM_019794833.2	rna21956
OG0008081	rna-XM_034659345.1	rna21961
OG0008082	rna-XM_019794860.2	rna21965
OG0008083	rna-XM_002914877.4	rna21966
OG0008084	rna-XM_034659351.1	rna21967
OG0008085	rna-XM_034659352.1	rna21968
OG0008086	rna-XM_002914875.4	rna21969
OG0008087	rna-XM_002914873.4	rna21970
OG0008088	rna-XM_019794864.2	rna21973
OG0008089	rna-XM_019802032.2	rna21974
OG0008090	rna-XM_002921488.4	rna21978
OG0008091	rna-XM_002921501.4	rna21980
OG0008092	rna-XM_002921500.2	rna21981
OG0008093	rna-XM_002921487.4	rna21982
OG0008094	rna-XM_002921485.4	rna21988
OG0008095	rna-XM_019802023.2	rna21991
OG0008096	rna-XM_002921478.4	rna22006
OG0008097	rna-XM_002921476.4	rna22007
OG0008098	rna-XM_019802008.2	rna22011
OG0008099	rna-XM_002921471.4	rna22012
OG0008100	rna-XM_002921470.4	rna22014
OG0008101	rna-XM_011227758.3	rna22015
OG0008102	rna-XM_034659392.1	rna22016
OG0008103	rna-XM_002921493.4	rna22017
OG0008104	rna-XM_034659419.1	rna22019
OG0008105	rna-XM_034659418.1	rna22022
OG0008106	rna-XM_002921467.4	rna22023
OG0008107	rna-XM_002921466.4	rna22024
OG0008108	rna-XM_002921465.4	rna22025
OG0008109	rna-XM_019801992.2	rna22026
OG0008110	rna-XM_002921463.4	rna22028
OG0008111	rna-XM_034659424.1	rna22029
OG0008112	rna-XM_002921462.4	rna22031
OG0008113	rna-XM_034659428.1	rna11876
OG0008114	rna-XM_034659429.1	rna22041
OG0008115	rna-XM_002927696.4	rna22042
OG0008116	rna-XM_034659434.1	rna22043
OG0008117	rna-XM_034659443.1	rna22045
OG0008118	rna-XM_002918944.4	rna22053
OG0008119	rna-XM_034659450.1	rna22056
OG0008120	rna-XM_034659454.1	rna22062
OG0008121	rna-XM_034657283.1	rna22063
OG0008122	rna-XM_002922848.4	rna22064
OG0008123	rna-XM_034659459.1	rna22065
OG0008124	rna-XM_019803358.2	rna22068
OG0008125	rna-XM_002922852.4	rna22070
OG0008126	rna-XM_002922854.4	rna22071
OG0008127	rna-XM_034659465.1	rna22073
OG0008128	rna-XM_002922855.4	rna22074
OG0008129	rna-XM_034659466.1	rna22075
OG0008130	rna-XM_002922858.4	rna22079
OG0008131	rna-XM_002922859.4	rna22080
OG0008132	rna-XM_034657284.1	rna22081
OG0008133	rna-XM_034659472.1	rna22083
OG0008134	rna-XM_019809340.2	rna22085
OG0008135	rna-XM_034659474.1	rna22086
OG0008136	rna-XM_002928633.4	rna22089
OG0008137	rna-XM_002928634.4	rna22090
OG0008138	rna-XM_002928635.4	rna22091
OG0008139	rna-XM_002928636.4	rna22092
OG0008140	rna-XM_034659480.1	rna22093
OG0008141	rna-XM_002922335.4	rna22094
OG0008142	rna-XM_002922337.4	rna22099
OG0008143	rna-XM_034659484.1	rna22107
OG0008144	rna-XM_034659486.1	rna22110
OG0008145	rna-XM_002922340.4	rna22112
OG0008146	rna-XM_002922341.4	rna22113
OG0008147	rna-XM_034659490.1	rna22115
OG0008148	rna-XM_002922331.4	rna22118
OG0008149	rna-XM_034659492.1	rna22119
OG0008150	rna-XM_002922333.4	rna22120
OG0008151	rna-XM_011228831.3	rna22122
OG0008152	rna-XM_034659505.1	rna22125
OG0008153	rna-XM_002926328.3	rna22126
OG0008154	rna-XM_002926339.4	rna22127
OG0008155	rna-XM_034659511.1	rna22129
OG0008156	rna-XM_002926330.4	rna22132
OG0008157	rna-XM_011233738.3	rna22133
OG0008158	rna-XM_002926333.4	rna22134
OG0008159	rna-XM_002926335.4	rna22140
OG0008160	rna-XM_034659518.1	rna22144
OG0008161	rna-XM_011231153.3	rna22145
OG0008162	rna-XM_034659522.1	rna22146
OG0008163	rna-XM_034659524.1	rna22148
OG0008164	rna-XM_034659527.1	rna22149
OG0008165	rna-XM_011231159.3	rna22150
OG0008166	rna-XM_034659532.1	rna22151
OG0008167	rna-XM_019792663.2	rna22175
OG0008168	rna-XM_034659538.1	rna22181
OG0008169	rna-XM_034659552.1	rna22182
OG0008170	rna-XM_011234541.3	rna22185
OG0008171	rna-XM_002927050.4	rna22186
OG0008172	rna-XM_002927051.4	rna22187
OG0008173	rna-XM_002927052.4	rna22188
OG0008174	rna-XM_019807795.2	rna22196
OG0008175	rna-XM_034659562.1	rna22219
OG0008176	rna-XM_034659571.1	rna22223
OG0008177	rna-XM_034659579.1	rna22224
OG0008178	rna-XM_002926487.3	rna22225
OG0008179	rna-XM_034657289.1	rna22227
OG0008180	rna-XM_034659582.1	rna22228
