Orthogroup	ailMel.longCDS.prots	ursAme.longCDS.prots
OG0008675	rna-XM_002917594.4	transcript_ENSUAMT00000028369
OG0008676	rna-XM_034643161.1	transcript_ENSUAMT00000028371
OG0008677	rna-XM_034643164.1	transcript_ENSUAMT00000028373
OG0008678	rna-XM_002917592.4	transcript_ENSUAMT00000037676
OG0008679	rna-XM_002924664.4	transcript_ENSUAMT00000035617
OG0008680	rna-XM_011231615.3	transcript_ENSUAMT00000023948
OG0008681	rna-XM_034642765.1	transcript_ENSUAMT00000023945
OG0008682	rna-XM_002924667.4	transcript_ENSUAMT00000023930
OG0008683	rna-XM_034642202.1	transcript_ENSUAMT00000019854
OG0008684	rna-XM_034643277.1	transcript_ENSUAMT00000010419
OG0008685	rna-XM_034643054.1	transcript_ENSUAMT00000010414
OG0008686	rna-XM_002929887.4	transcript_ENSUAMT00000002530
OG0008687	rna-XM_034642203.1	transcript_ENSUAMT00000036177
OG0008688	rna-XM_019805470.2	transcript_ENSUAMT00000037276
OG0008689	rna-XM_034643398.1	transcript_ENSUAMT00000029177
OG0008690	rna-XM_034642538.1	transcript_ENSUAMT00000014023
OG0008691	rna-XM_011223500.3	transcript_ENSUAMT00000016092
OG0008692	rna-XM_034643360.1	transcript_ENSUAMT00000024791
OG0008693	rna-XM_002918120.4	transcript_ENSUAMT00000025964
OG0008694	rna-XM_034643212.1	transcript_ENSUAMT00000024772
OG0008695	rna-XM_034642682.1	transcript_ENSUAMT00000024773
OG0008696	rna-XM_002918122.1	transcript_ENSUAMT00000024775
OG0008697	rna-XM_019798454.2	transcript_ENSUAMT00000011632
OG0008698	rna-XM_034643219.1	transcript_ENSUAMT00000011592
OG0008699	rna-XM_002918126.4	transcript_ENSUAMT00000011817
OG0008700	rna-XM_034642071.1	transcript_ENSUAMT00000029629
OG0008701	rna-XM_034643196.1	transcript_ENSUAMT00000009801
OG0008702	rna-XM_019804209.2	transcript_ENSUAMT00000030346
OG0008703	rna-XM_034642813.1	transcript_ENSUAMT00000024468
OG0008704	rna-XM_034642508.1	transcript_ENSUAMT00000003101
OG0008705	rna-XM_019808524.2	transcript_ENSUAMT00000011872
OG0008706	rna-XM_002927779.4	transcript_ENSUAMT00000011859
OG0008707	rna-XM_002930112.4	transcript_ENSUAMT00000006054
OG0008708	rna-XM_019792921.2	transcript_ENSUAMT00000006056
OG0008709	rna-XM_002930113.4	transcript_ENSUAMT00000006987
OG0008710	rna-XM_034642437.1	transcript_ENSUAMT00000031105
OG0008711	rna-XM_002916787.4	transcript_ENSUAMT00000022041
OG0008712	rna-XM_019797026.2	transcript_ENSUAMT00000020579
OG0008713	rna-XM_034643294.1	transcript_ENSUAMT00000026422
OG0008714	rna-XM_034642697.1	transcript_ENSUAMT00000021745
OG0008715	rna-XM_019794608.2	transcript_ENSUAMT00000006690
OG0008716	rna-XM_034642555.1	transcript_ENSUAMT00000000594
OG0008718	rna-XM_034642379.1	transcript_ENSUAMT00000015503
OG0008719	rna-XM_034642376.1	transcript_ENSUAMT00000015245
OG0008720	rna-XM_011218992.3	transcript_ENSUAMT00000032602
OG0008721	rna-XM_034642536.1	transcript_ENSUAMT00000004829
OG0008722	rna-XM_019800741.2	transcript_ENSUAMT00000002067
OG0008723	rna-XM_002920258.4	transcript_ENSUAMT00000038003
OG0008724	rna-XM_034642207.1	transcript_ENSUAMT00000007471
OG0008725	rna-XM_002920260.4	transcript_ENSUAMT00000000856
OG0008726	rna-XM_002920262.4	transcript_ENSUAMT00000000843
OG0008727	rna-XM_002920263.4	transcript_ENSUAMT00000025198
OG0008728	rna-XM_034643335.1	transcript_ENSUAMT00000006032
OG0008729	rna-XM_034642112.1	transcript_ENSUAMT00000012623
OG0008730	rna-XM_034641950.1	transcript_ENSUAMT00000000662
OG0008731	rna-XM_002925722.4	transcript_ENSUAMT00000000589
OG0008732	rna-XM_034642209.1	transcript_ENSUAMT00000040140
OG0008733	rna-XM_002924682.4	transcript_ENSUAMT00000040137
OG0008734	rna-XM_002924681.4	transcript_ENSUAMT00000040135
OG0008735	rna-XM_011231631.3	transcript_ENSUAMT00000040036
OG0008736	rna-XM_002924679.4	transcript_ENSUAMT00000021968
OG0008737	rna-XM_034642672.1	transcript_ENSUAMT00000037804
OG0008738	rna-XM_034642211.1	transcript_ENSUAMT00000007315
OG0008739	rna-XM_034642212.1	transcript_ENSUAMT00000028275
OG0008740	rna-XM_034642743.1	transcript_ENSUAMT00000028330
OG0008741	rna-XM_034642537.1	transcript_ENSUAMT00000013342
OG0008742	rna-XM_034642142.1	transcript_ENSUAMT00000013355
OG0008743	rna-XM_034642458.1	transcript_ENSUAMT00000017154
OG0008744	rna-XM_034643005.1	transcript_ENSUAMT00000017150
OG0008745	rna-XM_019797811.2	transcript_ENSUAMT00000017097
OG0008746	rna-XM_034642844.1	transcript_ENSUAMT00000015830
OG0008747	rna-XM_019807104.2	transcript_ENSUAMT00000015824
OG0008748	rna-XM_002926360.4	transcript_ENSUAMT00000015823
OG0008749	rna-XM_002926359.4	transcript_ENSUAMT00000015821
OG0008750	rna-XM_002922054.4	transcript_ENSUAMT00000027449
OG0008751	rna-XM_002922053.4	transcript_ENSUAMT00000003865
OG0008752	rna-XM_034642249.1	transcript_ENSUAMT00000036031
OG0008753	rna-XM_034642816.1	transcript_ENSUAMT00000002350
OG0008754	rna-XM_034642215.1	transcript_ENSUAMT00000011847
OG0008755	rna-XM_019801804.2	transcript_ENSUAMT00000027290
OG0008756	rna-XM_019801800.2	transcript_ENSUAMT00000039285
OG0008757	rna-XM_002921220.4	transcript_ENSUAMT00000039286
OG0008758	rna-XM_002921223.2	transcript_ENSUAMT00000013137
OG0008759	rna-XM_002924350.4	transcript_ENSUAMT00000013128
OG0008760	rna-XM_034643292.1	transcript_ENSUAMT00000013126
OG0008761	rna-XM_002924352.4	transcript_ENSUAMT00000027505
OG0008762	rna-XM_034642387.1	transcript_ENSUAMT00000027507
OG0008763	rna-XM_034642170.1	transcript_ENSUAMT00000027508
OG0008764	rna-XM_011233016.3	transcript_ENSUAMT00000021881
OG0008765	rna-XM_034642345.1	transcript_ENSUAMT00000029124
OG0008766	rna-XM_002929303.2	transcript_ENSUAMT00000029118
OG0008767	rna-XM_034642218.1	transcript_ENSUAMT00000024083
OG0008768	rna-XM_034643045.1	transcript_ENSUAMT00000012797
OG0008769	rna-XM_011226400.3	transcript_ENSUAMT00000012819
OG0008770	rna-XM_034642121.1	transcript_ENSUAMT00000013920
OG0008771	rna-XM_002920368.4	transcript_ENSUAMT00000004761
OG0008772	rna-XM_002920374.4	transcript_ENSUAMT00000037791
OG0008773	rna-XM_034651337.1	transcript_ENSUAMT00000037062
OG0008774	rna-XM_011218387.1	transcript_ENSUAMT00000033619
OG0008775	rna-XM_034652073.1	transcript_ENSUAMT00000032277
OG0008776	rna-XM_002912318.4	transcript_ENSUAMT00000006425
OG0008778	rna-XM_034650683.1, rna-XM_034640404.1	transcript_ENSUAMT00000025677
OG0008779	rna-XM_019809722.2	transcript_ENSUAMT00000003991
OG0008780	rna-XM_002926665.4	transcript_ENSUAMT00000002956
OG0008781	rna-XM_034652448.1	transcript_ENSUAMT00000002938
OG0008782	rna-XM_019807419.2	transcript_ENSUAMT00000003299
OG0008783	rna-XM_002926668.4	transcript_ENSUAMT00000003281
OG0008784	rna-XM_002926663.4	transcript_ENSUAMT00000003235
OG0008785	rna-XM_034652449.1	transcript_ENSUAMT00000033255
OG0008786	rna-XM_034652224.1, rna-XM_002928227.4	transcript_ENSUAMT00000016607
OG0008789	rna-XM_034640865.1	transcript_ENSUAMT00000019838
OG0008790	rna-XM_002928321.4	transcript_ENSUAMT00000019828
OG0008791	rna-XM_034640845.1	transcript_ENSUAMT00000019807
OG0008792	rna-XM_034640839.1	transcript_ENSUAMT00000019795
OG0008793	rna-XM_002928320.4	transcript_ENSUAMT00000019774
OG0008794	rna-XM_034640854.1	transcript_ENSUAMT00000019771
OG0008795	rna-XM_034640851.1	transcript_ENSUAMT00000019763
OG0008796	rna-XM_019809065.2	transcript_ENSUAMT00000041203
OG0008797	rna-XM_019809067.2	transcript_ENSUAMT00000041226
OG0008798	rna-XM_011236168.3	transcript_ENSUAMT00000041229
OG0008799	rna-XM_002931218.4	transcript_ENSUAMT00000006080, transcript_ENSUAMT00000001832
OG0008801	rna-XM_034640330.1	transcript_ENSUAMT00000021791
OG0008802	rna-XM_034640421.1	transcript_ENSUAMT00000018105
OG0008803	rna-XM_034641658.1	transcript_ENSUAMT00000018093
OG0008804	rna-XM_002918022.4	transcript_ENSUAMT00000036820
OG0008805	rna-XM_002918023.4	transcript_ENSUAMT00000036819
OG0008806	rna-XM_002918026.4	transcript_ENSUAMT00000036772
OG0008807	rna-XM_002918028.4	transcript_ENSUAMT00000036754
OG0008808	rna-XM_034641820.1	transcript_ENSUAMT00000036742
OG0008809	rna-XM_034641825.1	transcript_ENSUAMT00000036746
OG0008810	rna-XM_011223410.3	transcript_ENSUAMT00000027581
OG0008811	rna-XM_002918029.4	transcript_ENSUAMT00000023552
OG0008812	rna-XM_034640328.1	transcript_ENSUAMT00000022152
OG0008813	rna-XM_019798358.2	transcript_ENSUAMT00000022151
OG0008814	rna-XM_011223413.3	transcript_ENSUAMT00000022149
OG0008815	rna-XM_034639777.1	transcript_ENSUAMT00000022148
OG0008816	rna-XM_002918038.4	transcript_ENSUAMT00000022143
OG0008817	rna-XM_034641241.1	transcript_ENSUAMT00000041462
OG0008818	rna-XM_019798363.2	transcript_ENSUAMT00000018678
OG0008819	rna-XM_019798365.2	transcript_ENSUAMT00000018667
OG0008820	rna-XM_034639929.1	transcript_ENSUAMT00000018651
OG0008822	rna-XM_019798370.2	transcript_ENSUAMT00000031079
OG0008823	rna-XM_019798373.2	transcript_ENSUAMT00000031074
OG0008824	rna-XM_002918044.4	transcript_ENSUAMT00000013164
OG0008825	rna-XM_034640123.1	transcript_ENSUAMT00000013161
OG0008826	rna-XM_002918045.4	transcript_ENSUAMT00000013156
OG0008827	rna-XM_034640311.1	transcript_ENSUAMT00000019250
OG0008828	rna-XM_002918061.4	transcript_ENSUAMT00000019248
OG0008829	rna-XM_034641929.1	transcript_ENSUAMT00000019246
OG0008830	rna-XM_002912299.4	transcript_ENSUAMT00000019242
OG0008831	rna-XM_034641818.1	transcript_ENSUAMT00000019221
OG0008832	rna-XM_011232331.3	transcript_ENSUAMT00000017473
OG0008833	rna-XM_002912304.4	transcript_ENSUAMT00000027961
OG0008834	rna-XM_034640499.1	transcript_ENSUAMT00000027963
OG0008835	rna-XM_034640207.1	transcript_ENSUAMT00000027964
OG0008836	rna-XM_011225237.3	transcript_ENSUAMT00000032330
OG0008837	rna-XM_034639903.1	transcript_ENSUAMT00000032241
OG0008838	rna-XM_002912364.4	transcript_ENSUAMT00000032236
OG0008839	rna-XM_011225918.3	transcript_ENSUAMT00000020562
OG0008840	rna-XM_002912311.4	transcript_ENSUAMT00000020561
OG0008841	rna-XM_034641152.1	transcript_ENSUAMT00000020555
OG0008842	rna-XM_002912312.4	transcript_ENSUAMT00000021293
OG0008843	rna-XM_011226816.3	transcript_ENSUAMT00000022244
OG0008844	rna-XM_002912313.4	transcript_ENSUAMT00000022515
OG0008845	rna-XM_034640087.1	transcript_ENSUAMT00000022519
OG0008846	rna-XM_002912314.4	transcript_ENSUAMT00000022524
OG0008847	rna-XM_034641834.1	transcript_ENSUAMT00000022526
OG0008848	rna-XM_002912316.4	transcript_ENSUAMT00000022533
OG0008849	rna-XM_034641016.1	transcript_ENSUAMT00000022537
OG0008850	rna-XM_019801416.2	transcript_ENSUAMT00000006403
OG0008851	rna-XM_019801156.2	transcript_ENSUAMT00000006398
OG0008852	rna-XM_034640267.1	transcript_ENSUAMT00000006317
OG0008853	rna-XM_002912324.4	transcript_ENSUAMT00000003856
OG0008854	rna-XM_034640261.1	transcript_ENSUAMT00000003815
OG0008855	rna-XM_002912327.4	transcript_ENSUAMT00000006472
OG0008856	rna-XM_034640758.1	transcript_ENSUAMT00000016658
OG0008857	rna-XM_002912331.4	transcript_ENSUAMT00000026302
OG0008858	rna-XM_034640479.1	transcript_ENSUAMT00000026303
OG0008859	rna-XM_011232791.3	transcript_ENSUAMT00000026305
OG0008860	rna-XM_002912333.4	transcript_ENSUAMT00000026306
OG0008861	rna-XM_002912376.4	transcript_ENSUAMT00000026308
OG0008862	rna-XM_002912336.4	transcript_ENSUAMT00000026354
OG0008863	rna-XM_034640993.1	transcript_ENSUAMT00000009344
OG0008864	rna-XM_034641847.1	transcript_ENSUAMT00000009348
OG0008865	rna-XM_034640640.1	transcript_ENSUAMT00000026953
OG0008866	rna-XM_002912343.4	transcript_ENSUAMT00000026965
OG0008867	rna-XM_002912342.4	transcript_ENSUAMT00000026966
OG0008868	rna-XM_034640567.1	transcript_ENSUAMT00000026970
OG0008869	rna-XM_019803856.2	transcript_ENSUAMT00000001850
OG0008870	rna-XM_034640236.1	transcript_ENSUAMT00000020065
OG0008871	rna-XM_034641366.1	transcript_ENSUAMT00000020066
OG0008872	rna-XM_002912346.4	transcript_ENSUAMT00000000158
OG0008873	rna-XM_034641927.1	transcript_ENSUAMT00000002619
OG0008874	rna-XM_011230606.3	transcript_ENSUAMT00000002600
OG0008875	rna-XM_034641170.1	transcript_ENSUAMT00000002850
OG0008876	rna-XM_011231096.3	transcript_ENSUAMT00000002828
OG0008877	rna-XM_019804911.2	transcript_ENSUAMT00000002764
OG0008878	rna-XM_011231197.3	transcript_ENSUAMT00000002729
OG0008879	rna-XM_011231372.2	transcript_ENSUAMT00000002667
OG0008880	rna-XM_034641173.1	transcript_ENSUAMT00000002648
OG0008881	rna-XM_002912391.3	transcript_ENSUAMT00000002642
OG0008882	rna-XM_002912354.4	transcript_ENSUAMT00000013613
OG0008883	rna-XM_002912355.4	transcript_ENSUAMT00000013615
OG0008884	rna-XM_002912356.4	transcript_ENSUAMT00000013617
OG0008885	rna-XM_002912357.4	transcript_ENSUAMT00000013619
OG0008886	rna-XM_011232111.3	transcript_ENSUAMT00000013622
OG0008887	rna-XM_034640648.1	transcript_ENSUAMT00000033542
OG0008888	rna-XM_002923605.4	transcript_ENSUAMT00000017309
OG0008889	rna-XM_019804182.2	transcript_ENSUAMT00000034050
OG0008890	rna-XM_034641278.1	transcript_ENSUAMT00000032511
OG0008891	rna-XM_034640821.1	transcript_ENSUAMT00000015520
OG0008892	rna-XM_034640820.1	transcript_ENSUAMT00000015522
OG0008893	rna-XM_011230327.3	transcript_ENSUAMT00000012269
OG0008894	rna-XM_002923609.4	transcript_ENSUAMT00000012234
OG0008895	rna-XM_034640695.1	transcript_ENSUAMT00000004252
OG0008896	rna-XM_034641003.1	transcript_ENSUAMT00000011842
OG0008897	rna-XM_002923623.4	transcript_ENSUAMT00000006323
OG0008898	rna-XM_002923624.4	transcript_ENSUAMT00000006320
OG0008899	rna-XM_002924885.4	transcript_ENSUAMT00000019073
OG0008900	rna-XM_034641632.1	transcript_ENSUAMT00000017348
OG0008901	rna-XM_019805575.2	transcript_ENSUAMT00000010595
OG0008902	rna-XM_019805578.2	transcript_ENSUAMT00000011095
OG0008903	rna-XM_019805584.2	transcript_ENSUAMT00000011111
OG0008904	rna-XM_011231911.3	transcript_ENSUAMT00000040355
OG0008905	rna-XM_034640408.1	transcript_ENSUAMT00000033613
OG0008906	rna-XM_019803948.2	transcript_ENSUAMT00000033616
OG0008907	rna-XM_034640416.1	transcript_ENSUAMT00000033617
OG0008908	rna-XM_034640394.1	transcript_ENSUAMT00000033693
OG0008909	rna-XM_034641913.1	transcript_ENSUAMT00000016943
OG0008910	rna-XM_011230049.3	transcript_ENSUAMT00000036922
OG0008911	rna-XM_034640130.1	transcript_ENSUAMT00000011699
OG0008912	rna-XM_034640661.1	transcript_ENSUAMT00000033073
OG0008913	rna-XM_019804981.2	transcript_ENSUAMT00000001534
OG0008914	rna-XM_034641831.1	transcript_ENSUAMT00000001472
OG0008915	rna-XM_002924348.4	transcript_ENSUAMT00000033302
OG0008916	rna-XM_002923312.4	transcript_ENSUAMT00000025126
OG0008917	rna-XM_011229986.3	transcript_ENSUAMT00000023538
OG0008918	rna-XM_002923315.4	transcript_ENSUAMT00000013425
OG0008919	rna-XM_002923320.4	transcript_ENSUAMT00000013934
OG0008920	rna-XM_034641013.1	transcript_ENSUAMT00000005430
OG0008921	rna-XM_034641112.1	transcript_ENSUAMT00000005427
OG0008922	rna-XM_034641097.1	transcript_ENSUAMT00000010166
OG0008923	rna-XM_034641110.1	transcript_ENSUAMT00000010175
OG0008924	rna-XM_002929404.4	transcript_ENSUAMT00000006638
OG0008925	rna-XM_034640662.1	transcript_ENSUAMT00000006627
OG0008926	rna-XM_002929397.4	transcript_ENSUAMT00000006618
OG0008927	rna-XM_002929398.4	transcript_ENSUAMT00000006615
OG0008928	rna-XM_034640453.1	transcript_ENSUAMT00000006568
OG0008929	rna-XM_002929399.4	transcript_ENSUAMT00000007299
OG0008930	rna-XM_002929401.4	transcript_ENSUAMT00000007246
OG0008931	rna-XM_034641362.1	transcript_ENSUAMT00000013651
OG0008932	rna-XM_034641360.1	transcript_ENSUAMT00000013652
OG0008933	rna-XM_034640663.1	transcript_ENSUAMT00000020195
OG0008934	rna-XM_002915625.4	transcript_ENSUAMT00000020212
OG0008935	rna-XM_011220292.2	transcript_ENSUAMT00000000799
OG0008936	rna-XM_019795739.2	transcript_ENSUAMT00000009707
OG0008937	rna-XM_034641248.1	transcript_ENSUAMT00000009695
OG0008938	rna-XM_034640504.1	transcript_ENSUAMT00000009649
OG0008939	rna-XM_002915642.4	transcript_ENSUAMT00000009641
OG0008940	rna-XM_034640218.1	transcript_ENSUAMT00000019820
OG0008941	rna-XM_019795727.2	transcript_ENSUAMT00000001935
OG0008942	rna-XM_034640636.1	transcript_ENSUAMT00000002758
OG0008943	rna-XM_019806277.2	transcript_ENSUAMT00000035172
OG0008944	rna-XM_011232739.3	transcript_ENSUAMT00000036531
OG0008945	rna-XM_002925536.4	transcript_ENSUAMT00000012368
OG0008946	rna-XM_002925535.4	transcript_ENSUAMT00000012331
OG0008947	rna-XM_002926068.3	transcript_ENSUAMT00000004993
OG0008948	rna-XM_034641268.1	transcript_ENSUAMT00000039925
OG0008949	rna-XM_034640665.1	transcript_ENSUAMT00000035801
OG0008950	rna-XM_034641532.1	transcript_ENSUAMT00000035799
OG0008951	rna-XM_002925979.3	transcript_ENSUAMT00000013069
OG0008952	rna-XM_019806679.2	transcript_ENSUAMT00000013080
OG0008953	rna-XM_019806672.2	transcript_ENSUAMT00000013083
OG0008954	rna-XM_034641367.1	transcript_ENSUAMT00000014243
OG0008955	rna-XM_034640834.1	transcript_ENSUAMT00000014257
OG0008956	rna-XM_034640827.1	transcript_ENSUAMT00000014475
OG0008957	rna-XM_019804343.2	transcript_ENSUAMT00000014520
OG0008958	rna-XM_011230449.3	transcript_ENSUAMT00000014526
OG0008959	rna-XM_002923725.4	transcript_ENSUAMT00000015803
OG0008960	rna-XM_034641504.1	transcript_ENSUAMT00000015795
OG0008961	rna-XM_002923727.4	transcript_ENSUAMT00000015790
OG0008962	rna-XM_002923728.4	transcript_ENSUAMT00000039301
OG0008963	rna-XM_002923730.4	transcript_ENSUAMT00000039324
OG0008964	rna-XM_034641373.1	transcript_ENSUAMT00000039340
OG0008965	rna-XM_019804337.2	transcript_ENSUAMT00000039341
OG0008966	rna-XM_034640424.1	transcript_ENSUAMT00000020125
OG0008967	rna-XM_002923732.4	transcript_ENSUAMT00000020121
OG0008968	rna-XM_019804345.2	transcript_ENSUAMT00000020120
OG0008969	rna-XM_002923733.4	transcript_ENSUAMT00000027167
OG0008970	rna-XM_034641168.1	transcript_ENSUAMT00000027166
OG0008971	rna-XM_002923734.4	transcript_ENSUAMT00000027165
OG0008972	rna-XM_002923736.4	transcript_ENSUAMT00000026370
OG0008973	rna-XM_034641027.1	transcript_ENSUAMT00000026368
OG0008974	rna-XM_034641665.1	transcript_ENSUAMT00000035819
OG0008975	rna-XM_034640666.1	transcript_ENSUAMT00000033829
OG0008976	rna-XM_011221850.3	transcript_ENSUAMT00000033836
OG0008977	rna-XM_019797114.2	transcript_ENSUAMT00000033840
OG0008978	rna-XM_011221823.3	transcript_ENSUAMT00000033841
OG0008979	rna-XM_002916824.4	transcript_ENSUAMT00000022637
OG0008980	rna-XM_019797055.2	transcript_ENSUAMT00000003583
OG0008981	rna-XM_034641767.1	transcript_ENSUAMT00000031647
OG0008982	rna-XM_019797113.2	transcript_ENSUAMT00000031638
OG0008983	rna-XM_002916822.4	transcript_ENSUAMT00000031637
OG0008984	rna-XM_002916820.3	transcript_ENSUAMT00000012184
OG0008985	rna-XM_034640512.1	transcript_ENSUAMT00000024317
OG0008986	rna-XM_002916817.4	transcript_ENSUAMT00000024328
OG0008987	rna-XM_034641765.1	transcript_ENSUAMT00000024332
OG0008988	rna-XM_019797099.2	transcript_ENSUAMT00000024337
OG0008989	rna-XM_002916815.4	transcript_ENSUAMT00000024343
OG0008990	rna-XM_002916814.4	transcript_ENSUAMT00000024346
OG0008991	rna-XM_011221807.3	transcript_ENSUAMT00000024351
OG0008992	rna-XM_034640226.1	transcript_ENSUAMT00000024359
OG0008993	rna-XM_002916812.4	transcript_ENSUAMT00000024365
OG0008994	rna-XM_002916811.4	transcript_ENSUAMT00000024388
OG0008995	rna-XM_002916810.4	transcript_ENSUAMT00000003471
OG0008996	rna-XM_034640675.1	transcript_ENSUAMT00000003527
OG0008997	rna-XM_011221803.3	transcript_ENSUAMT00000037048
OG0008998	rna-XM_034639933.1	transcript_ENSUAMT00000037041
OG0008999	rna-XM_002916809.4	transcript_ENSUAMT00000037035
OG0009000	rna-XM_002916837.4	transcript_ENSUAMT00000037032
OG0009001	rna-XM_019797042.2	transcript_ENSUAMT00000037014
OG0009002	rna-XM_034640676.1	transcript_ENSUAMT00000016692
OG0009003	rna-XM_034640537.1	transcript_ENSUAMT00000041476
OG0009004	rna-XM_034640022.1	transcript_ENSUAMT00000041445
OG0009005	rna-XM_034640033.1	transcript_ENSUAMT00000041418
OG0009006	rna-XM_034640028.1	transcript_ENSUAMT00000041417
OG0009007	rna-XM_034640031.1	transcript_ENSUAMT00000007193
OG0009008	rna-XM_002916807.4	transcript_ENSUAMT00000007186
OG0009009	rna-XM_019797050.2	transcript_ENSUAMT00000007184
OG0009010	rna-XM_002916803.4	transcript_ENSUAMT00000003180
OG0009011	rna-XM_034640677.1	transcript_ENSUAMT00000017216
OG0009012	rna-XM_034640461.1	transcript_ENSUAMT00000017183
OG0009013	rna-XM_034640940.1	transcript_ENSUAMT00000037974
OG0009014	rna-XM_019797071.2	transcript_ENSUAMT00000037932
OG0009015	rna-XM_002916794.4	transcript_ENSUAMT00000037923
OG0009016	rna-XM_034641420.1	transcript_ENSUAMT00000037917
OG0009017	rna-XM_034641436.1	transcript_ENSUAMT00000021912
OG0009018	rna-XM_011237389.3	transcript_ENSUAMT00000012963
OG0009019	rna-XM_011237387.3	transcript_ENSUAMT00000012961
OG0009020	rna-XM_002929358.4	transcript_ENSUAMT00000012959
OG0009021	rna-XM_002929357.3	transcript_ENSUAMT00000012956
OG0009022	rna-XM_002929356.4	transcript_ENSUAMT00000012953
OG0009023	rna-XM_002929354.4	transcript_ENSUAMT00000012942
OG0009024	rna-XM_034641342.1	transcript_ENSUAMT00000012939
OG0009025	rna-XM_011237382.3	transcript_ENSUAMT00000012934
OG0009026	rna-XM_019810031.2	transcript_ENSUAMT00000021847
OG0009027	rna-XM_034640678.1	transcript_ENSUAMT00000021837
OG0009028	rna-XM_011237374.3	transcript_ENSUAMT00000021831
OG0009029	rna-XM_019810037.2	transcript_ENSUAMT00000021829
OG0009030	rna-XM_011237390.3	transcript_ENSUAMT00000021827
OG0009031	rna-XM_034640079.1	transcript_ENSUAMT00000021826
OG0009032	rna-XM_019810042.2	transcript_ENSUAMT00000021822
OG0009033	rna-XM_002924928.4	transcript_ENSUAMT00000021605
OG0009034	rna-XM_002924930.4	transcript_ENSUAMT00000021597
OG0009035	rna-XM_002924931.4	transcript_ENSUAMT00000021589
OG0009036	rna-XM_034640679.1	transcript_ENSUAMT00000021387
OG0009037	rna-XM_034639896.1	transcript_ENSUAMT00000021381
OG0009038	rna-XM_019805637.2	transcript_ENSUAMT00000021378
OG0009039	rna-XM_002924936.4	transcript_ENSUAMT00000000904
OG0009040	rna-XM_002924937.4	transcript_ENSUAMT00000001152
OG0009041	rna-XM_002924938.4	transcript_ENSUAMT00000022576
OG0009042	rna-XM_019805634.2	transcript_ENSUAMT00000022653
OG0009043	rna-XM_002924944.4	transcript_ENSUAMT00000041031
OG0009044	rna-XM_034639732.1	transcript_ENSUAMT00000041032
OG0009045	rna-XM_002924945.4	transcript_ENSUAMT00000017661
OG0009046	rna-XM_002924962.4	transcript_ENSUAMT00000017427
OG0009047	rna-XM_002924948.4	transcript_ENSUAMT00000017415
OG0009048	rna-XM_011228590.2	transcript_ENSUAMT00000025380
OG0009049	rna-XM_002922117.3	transcript_ENSUAMT00000035903
OG0009050	rna-XM_034640686.1	transcript_ENSUAMT00000035898
OG0009051	rna-XM_002922122.4	transcript_ENSUAMT00000035893
OG0009052	rna-XM_034641857.1	transcript_ENSUAMT00000035892
OG0009053	rna-XM_034641855.1	transcript_ENSUAMT00000035888
OG0009054	rna-XM_011228611.3	transcript_ENSUAMT00000035886
OG0009055	rna-XM_034641796.1	transcript_ENSUAMT00000035882
OG0009056	rna-XM_002922125.4	transcript_ENSUAMT00000035878
OG0009057	rna-XM_034640182.1	transcript_ENSUAMT00000035867
OG0009058	rna-XM_034640687.1	transcript_ENSUAMT00000035690
OG0009059	rna-XM_002922130.4	transcript_ENSUAMT00000035459
OG0009060	rna-XM_019802715.2	transcript_ENSUAMT00000035457
OG0009061	rna-XM_034641683.1	transcript_ENSUAMT00000009882
OG0009062	rna-XM_002922133.4	transcript_ENSUAMT00000009820
OG0009063	rna-XM_034640420.1	transcript_ENSUAMT00000009836
OG0009064	rna-XM_034640419.1	transcript_ENSUAMT00000009838
OG0009065	rna-XM_034641812.1	transcript_ENSUAMT00000009840
OG0009066	rna-XM_034641814.1	transcript_ENSUAMT00000009850
OG0009067	rna-XM_002922141.4	transcript_ENSUAMT00000009862
OG0009068	rna-XM_034640777.1	transcript_ENSUAMT00000009877
OG0009069	rna-XM_034639819.1	transcript_ENSUAMT00000009879
OG0009070	rna-XM_034639817.1	transcript_ENSUAMT00000009880
OG0009071	rna-XM_034640195.1	transcript_ENSUAMT00000018488
OG0009072	rna-XM_011228635.3	transcript_ENSUAMT00000018506
OG0009073	rna-XM_034640190.1	transcript_ENSUAMT00000018537
OG0009074	rna-XM_002922147.4	transcript_ENSUAMT00000018538
OG0009075	rna-XM_011228646.3	transcript_ENSUAMT00000018539
OG0009076	rna-XM_011228640.3	transcript_ENSUAMT00000018540
OG0009077	rna-XM_011216757.3	transcript_ENSUAMT00000018461
OG0009078	rna-XM_034640199.1	transcript_ENSUAMT00000018470
OG0009079	rna-XM_019792851.2	transcript_ENSUAMT00000018473
OG0009080	rna-XM_019792855.2	transcript_ENSUAMT00000018476
OG0009081	rna-XM_034640163.1	transcript_ENSUAMT00000018482
OG0009082	rna-XM_034641052.1	transcript_ENSUAMT00000018484
OG0009083	rna-XM_034641123.1	transcript_ENSUAMT00000018486
OG0009084	rna-XM_011216745.3	transcript_ENSUAMT00000019311
OG0009085	rna-XM_011216743.3	transcript_ENSUAMT00000025605
OG0009086	rna-XM_034641262.1	transcript_ENSUAMT00000025609
OG0009087	rna-XM_019800202.2	transcript_ENSUAMT00000026318
OG0009088	rna-XM_034640801.1	transcript_ENSUAMT00000025795
OG0009089	rna-XM_019800204.2	transcript_ENSUAMT00000025790
