Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots
OG0004485	rna-XM_011237229.3	ENST00000281830.3
OG0004486	rna-XM_011224091.3	ENST00000305409.2
OG0004487	rna-XM_034655267.1	ENST00000443700.5
OG0004488	rna-XM_002918553.4	ENST00000258383.3
OG0004489	rna-XM_011224090.3	ENST00000447280.6
OG0004490	rna-XM_034655271.1	ENST00000264414.8
OG0004491	rna-XM_019798985.2	ENST00000636099.1
OG0004492	rna-XM_019800192.2	ENST00000305123.5
OG0004493	rna-XM_034655289.1	ENST00000341329.7
OG0004494	rna-XM_034655294.1	ENST00000353339.7
OG0004495	rna-XM_002919717.4	ENST00000304568.3
OG0004496	rna-XM_019800183.2	ENST00000409979.6
OG0004497	rna-XM_019805367.2	ENST00000358813.4
OG0004498	rna-XM_034644574.1	ENST00000309931.2
OG0004499	rna-XM_034655304.1	ENST00000392056.7
OG0004500	rna-XM_034655310.1	ENST00000354069.6
OG0004501	rna-XM_034655313.1	ENST00000341772.4
OG0004502	rna-XM_034655317.1	ENST00000389044.8
OG0004503	rna-XM_034655329.1	ENST00000283946.7
OG0004504	rna-XM_019797750.2	ENST00000258381.10
OG0004505	rna-XM_002917443.4	ENST00000258418.9
OG0004506	rna-XM_034655366.1	ENST00000444078.5
OG0004507	rna-XM_019797726.2	ENST00000424440.5
OG0004508	rna-XM_011222659.3	ENST00000308696.10
OG0004509	rna-XM_002917440.4	ENST00000258400.3
OG0004510	rna-XM_034655372.1	ENST00000614261.4
OG0004511	rna-XM_034642663.1	ENST00000287590.5
OG0004512	rna-XM_011222650.3	ENST00000305141.4
OG0004513	rna-XM_002917442.4	ENST00000287600.8
OG0004514	rna-XM_034655392.1	ENST00000410017.5
OG0004515	rna-XM_011223357.3	ENST00000409852.1
OG0004516	rna-XM_002917970.4	ENST00000325385.11
OG0004517	rna-XM_034655396.1	ENST00000304546.5
OG0004518	rna-XM_034655401.1	ENST00000449534.6
OG0004519	rna-XM_034655397.1	ENST00000258385.7
OG0004520	rna-XM_002917956.3	ENST00000389494.7
OG0004521	rna-XM_002917967.4	ENST00000629305.2
OG0004522	rna-XM_011223341.3	ENST00000233826.3
OG0004523	rna-XM_034655406.1	ENST00000264051.7
OG0004524	rna-XM_034655407.1	ENST00000233840.3
OG0004525	rna-XM_034655413.1	ENST00000445964.5
OG0004526	rna-XM_034655422.1	ENST00000392018.1
OG0004527	rna-XM_011223332.3	ENST00000409110.5
OG0004528	rna-XM_034655427.1	ENST00000450966.5
OG0004529	rna-XM_034642690.1	ENST00000610772.4
OG0004530	rna-XM_011223321.3	ENST00000324695.8
OG0004531	rna-XM_011223319.3	ENST00000373368.5
OG0004532	rna-XM_011223317.3	ENST00000339728.5
OG0004533	rna-XM_034655459.1	ENST00000306318.4
OG0004534	rna-XM_034655460.1	ENST00000431676.6
OG0004535	rna-XM_019793124.2	ENST00000272928.3
OG0004536	rna-XM_002929792.4	ENST00000354371.6
OG0004537	rna-XM_034655462.1	ENST00000264605.7
OG0004538	rna-XM_019806913.2	ENST00000264601.7
OG0004539	rna-XM_034642694.1	ENST00000254663.10
OG0004540	rna-XM_034655499.1	ENST00000343063.7
OG0004541	rna-XM_002930231.3	ENST00000409223.1
OG0004542	rna-XM_011216983.3	ENST00000254654.7
OG0004543	rna-XM_034655504.1	ENST00000254657.7
OG0004544	rna-XM_034655508.1	ENST00000373327.4
OG0004545	rna-XM_034655532.1	ENST00000264607.8
OG0004546	rna-XM_002922477.4	ENST00000307266.7
OG0004547	rna-XM_002922476.4	ENST00000391989.6
OG0004548	rna-XM_034655540.1	ENST00000264039.6
OG0004549	rna-XM_034642708.1	ENST00000401804.5
OG0004550	rna-XM_034642719.1	ENST00000270357.9
OG0004551	rna-XM_034655542.1	ENST00000391984.6
OG0004552	rna-XM_002923140.4	ENST00000307503.3
OG0004553	rna-XM_002923157.4	ENST00000388934.4
OG0004554	rna-XM_034642725.1	ENST00000443866.2
OG0004555	rna-XM_034642731.1	ENST00000310397.12
OG0004556	rna-XM_002923154.4	ENST00000241527.10
OG0004557	rna-XM_034655579.1	ENST00000358649.8
OG0004558	rna-XM_034655587.1	ENST00000274979.12
OG0004559	rna-XM_034655590.1	ENST00000318407.4
OG0004560	rna-XM_034642746.1	ENST00000616972.4
OG0004561	rna-XM_011229771.3	ENST00000407315.5
OG0004562	rna-XM_034655599.1	ENST00000305784.6
OG0004563	rna-XM_019803688.2	ENST00000636051.1
OG0004564	rna-XM_002923146.4	ENST00000321264.8
OG0004565	rna-XM_034655602.1	ENST00000192314.6
OG0004566	rna-XM_034642757.1	ENST00000325935.10
OG0004567	rna-XM_002923135.4	ENST00000334409.9
OG0004568	rna-XM_034642764.1	ENST00000343216.3
OG0004571	rna-XM_034653578.1	ENST00000394780.7
OG0004572	rna-XM_034652477.1	ENST00000370501.3
OG0004573	rna-XM_002927465.4, rna-XM_034653112.1	ENST00000276055.3
OG0004574	rna-XM_034650866.1	ENST00000620284.4
OG0004575	rna-XM_011234619.3	ENST00000594369.5
OG0004576	rna-XM_011229814.3	ENST00000536435.6
OG0004577	rna-XM_034672347.1	ENST00000355557.6
OG0004578	rna-XM_034672341.1	ENST00000328654.9
OG0004579	rna-XM_019803737.2	ENST00000392321.3
OG0004580	rna-XM_002923178.4	ENST00000432561.6
OG0004581	rna-XM_034638897.1	ENST00000204726.7
OG0004582	rna-XM_034637891.1	ENST00000357997.9
OG0004583	rna-XM_034672685.1	ENST00000498926.6
OG0004584	rna-XM_034637892.1	ENST00000320574.9
OG0004585	rna-XM_034637895.1	ENST00000330579.5
OG0004586	rna-XM_011229846.3	ENST00000397333.3
OG0004587	rna-XM_034638629.1	ENST00000389561.6
OG0004588	rna-XM_034639320.1	ENST00000376649.7
OG0004589	rna-XM_034637897.1	ENST00000321867.5
OG0004590	rna-XM_034639323.1	ENST00000360564.5
OG0004591	rna-XM_019803757.2	ENST00000541286.5
OG0004592	rna-XM_034637898.1	ENST00000535015.5
OG0004593	rna-XM_034638757.1	ENST00000537468.1
OG0004594	rna-XM_034637907.1	ENST00000266771.9
OG0004595	rna-XM_034637938.1	ENST00000316519.10
OG0004596	rna-XM_034637845.1	ENST00000341446.8
OG0004597	rna-XM_019800999.2	ENST00000308736.6
OG0004598	rna-XM_034639650.1	ENST00000415380.6
OG0004599	rna-XM_034639630.1	ENST00000405201.5
OG0004600	rna-XM_034638951.1	ENST00000409039.7
OG0004601	rna-XM_011226562.3	ENST00000330342.7
OG0004602	rna-XM_019800933.2	ENST00000303372.6
OG0004603	rna-XM_002913137.4	ENST00000543341.6
OG0004604	rna-XM_011226519.3	ENST00000424014.6
OG0004605	rna-XM_002913099.4	ENST00000238146.8
OG0004606	rna-XM_019800873.2	ENST00000376874.8
OG0004607	rna-XM_011226460.3	ENST00000412157.2
OG0004608	rna-XM_002913136.4	ENST00000280571.9
OG0004609	rna-XM_034672367.1	ENST00000402868.7
OG0004610	rna-XM_002913096.4	ENST00000420886.6
OG0004611	rna-XM_034639283.1	ENST00000261692.6
OG0004612	rna-XM_019800838.2	ENST00000253233.5
OG0004613	rna-XM_019800821.2	ENST00000606320.5
OG0004614	rna-XM_034638689.1	ENST00000315580.9
OG0004615	rna-XM_002913092.4	ENST00000228922.11
OG0004616	rna-XM_034638608.1	ENST00000442028.6
OG0004617	rna-XM_002913091.4	ENST00000267202.6
OG0004618	rna-XM_034637946.1	ENST00000253083.8
OG0004619	rna-XM_011226333.3	ENST00000253079.10
OG0004620	rna-XM_034672326.1	ENST00000432564.2
OG0004621	rna-XM_019801157.2	ENST00000333479.11
OG0004622	rna-XM_011226272.3	ENST00000331738.11
OG0004623	rna-XM_034672525.1	ENST00000633063.1
OG0004624	rna-XM_019800661.2	ENST00000620786.4
OG0004625	rna-XM_002913083.4	ENST00000443649.7
OG0004626	rna-XM_034638129.1	ENST00000324189.4
OG0004627	rna-XM_034638128.1	ENST00000339777.4
OG0004628	rna-XM_034637950.1	ENST00000377035.1
OG0004629	rna-XM_034638127.1	ENST00000319080.11
OG0004630	rna-XM_034672333.1	ENST00000288912.8
OG0004631	rna-XM_011226128.3	ENST00000289004.8
OG0004632	rna-XM_034637953.1	ENST00000604567.5
OG0004633	rna-XM_034637904.1	ENST00000617316.1
OG0004634	rna-XM_034637903.1	ENST00000377071.8
OG0004635	rna-XM_002913076.4	ENST00000392464.3
OG0004636	rna-XM_011226062.3	ENST00000261819.7
OG0004637	rna-XM_034672428.1	ENST00000324774.9
OG0004638	rna-XM_034672432.1	ENST00000359949.11
OG0004639	rna-XM_034672421.1	ENST00000328963.9
OG0004640	rna-XM_034672415.1	ENST00000552912.5
OG0004641	rna-XM_011225965.3	ENST00000455511.7
OG0004642	rna-XM_002913068.4	ENST00000228825.11
OG0004643	rna-XM_002913066.4	ENST00000543199.5
OG0004644	rna-XM_011225934.3	ENST00000377673.9
OG0004645	rna-XM_011225929.3	ENST00000392672.8
OG0004646	rna-XM_002913114.4	ENST00000354300.4
OG0004647	rna-XM_034637887.1	ENST00000397659.8
OG0004648	rna-XM_019800410.2	ENST00000308208.9
OG0004649	rna-XM_019800406.2	ENST00000261726.10
OG0004650	rna-XM_034637959.1	ENST00000341259.6
OG0004651	rna-XM_034672407.1	ENST00000377617.7
OG0004652	rna-XM_002913055.4	ENST00000419234.8
OG0004653	rna-XM_019800356.2	ENST00000455480.6
OG0004654	rna-XM_011225845.3	ENST00000551404.6
OG0004655	rna-XM_034637965.1	ENST00000552374.6
OG0004656	rna-XM_002925234.4	ENST00000261735.3
OG0004657	rna-XM_002925235.4	ENST00000261745.8
OG0004658	rna-XM_002925241.4	ENST00000412615.6
OG0004659	rna-XM_034638577.1	ENST00000377560.9
OG0004660	rna-XM_034639676.1	ENST00000635625.1
OG0004661	rna-XM_019805962.2	ENST00000543106.6
OG0004662	rna-XM_034639226.1	ENST00000228928.11
OG0004663	rna-XM_034672437.1	ENST00000546530.5
OG0004664	rna-XM_034672725.1	ENST00000335621.10
OG0004665	rna-XM_011232429.3	ENST00000314045.11
OG0004666	rna-XM_002925286.4	ENST00000552495.1
OG0004667	rna-XM_002925291.4	ENST00000416617.2
OG0004668	rna-XM_011232414.3	ENST00000550785.5
OG0004669	rna-XM_034637973.1	ENST00000552014.5
OG0004670	rna-XM_002925285.4	ENST00000280800.4
OG0004671	rna-XM_019806019.2	ENST00000403593.8
OG0004672	rna-XM_034637974.1	ENST00000545145.6
OG0004673	rna-XM_002925494.4	ENST00000310346.8
OG0004674	rna-XM_034637976.1	ENST00000257566.7
OG0004675	rna-XM_034637828.1	ENST00000261318.4
OG0004676	rna-XM_034638504.1	ENST00000257575.8
OG0004677	rna-XM_034639303.1	ENST00000309909.9
OG0004678	rna-XM_034637979.1	ENST00000330622.9
OG0004679	rna-XM_002919679.4	ENST00000454402.6
OG0004680	rna-XM_002919678.4	ENST00000441406.6
OG0004681	rna-XM_002919677.4	ENST00000359236.9
OG0004682	rna-XM_019800128.2	ENST00000261313.2
OG0004683	rna-XM_034638598.1	ENST00000267260.4
OG0004684	rna-XM_002919673.4	ENST00000281938.6
OG0004685	rna-XM_034637989.1	ENST00000327554.2
OG0004686	rna-XM_019800122.2	ENST00000426426.2
OG0004687	rna-XM_034672353.1	ENST00000392521.6
OG0004688	rna-XM_034638942.1	ENST00000229340.9
OG0004689	rna-XM_034672315.1	ENST00000300648.6
OG0004690	rna-XM_034638816.1	ENST00000637617.1
OG0004691	rna-XM_034638820.1	ENST00000202967.4
OG0004692	rna-XM_002929971.4	ENST00000308366.8
OG0004693	rna-XM_002930398.4	ENST00000546954.1
OG0004694	rna-XM_034639356.1	ENST00000229390.7
OG0004695	rna-XM_034672335.1	ENST00000413266.6
OG0004696	rna-XM_002928882.4	ENST00000357500.4
OG0004697	rna-XM_034672856.1	ENST00000228506.7
OG0004698	rna-XM_002928886.4	ENST00000344651.4
OG0004699	rna-XM_034672620.1	ENST00000242592.8
OG0004700	rna-XM_002928879.4	ENST00000353487.6
OG0004701	rna-XM_034637977.1	ENST00000541395.5
OG0004702	rna-XM_002928877.4	ENST00000537817.5
OG0004703	rna-XM_011236796.3	ENST00000257570.9
OG0004704	rna-XM_034672371.1	ENST00000549903.1
OG0004705	rna-XM_002929882.4	ENST00000412676.5
OG0004706	rna-XM_002921224.4	ENST00000552695.5
OG0004707	rna-XM_034672364.1	ENST00000228284.7
OG0004708	rna-XM_002921226.4	ENST00000311893.13
OG0004709	rna-XM_034638729.1	ENST00000392806.3
OG0004710	rna-XM_011227485.3	ENST00000228463.6
OG0004711	rna-XM_034638712.1	ENST00000326495.9
OG0004712	rna-XM_034639425.1	ENST00000228476.7
OG0004713	rna-XM_034638662.1	ENST00000610966.4
OG0004714	rna-XM_002921228.4	ENST00000257548.9
OG0004715	rna-XM_002921229.4	ENST00000343075.7
OG0004716	rna-XM_034672793.1	ENST00000242576.6
OG0004717	rna-XM_034639209.1	ENST00000299162.9
OG0004718	rna-XM_019801824.2	ENST00000434735.6
OG0004719	rna-XM_002921235.4	ENST00000545712.6
OG0004720	rna-XM_002921236.4	ENST00000228510.7
OG0004721	rna-XM_034637997.1, rna-XM_034638503.1	ENST00000538780.1
OG0004722	rna-XM_034638664.1	ENST00000418703.6
OG0004723	rna-XM_002930374.4	ENST00000544838.5
OG0004724	rna-XM_019795621.2	ENST00000400246.5
OG0004725	rna-XM_002915593.4	ENST00000327423.10
OG0004726	rna-XM_034639671.1	ENST00000439502.6
OG0004727	rna-XM_034639663.1	ENST00000400288.6
OG0004728	rna-XM_034639666.1	ENST00000397525.5
OG0004729	rna-XM_002915550.4	ENST00000266269.9
OG0004730	rna-XM_002915552.4	ENST00000215912.9
OG0004731	rna-XM_011220152.2	ENST00000340552.4
OG0004732	rna-XM_011220162.3	ENST00000326132.10
OG0004733	rna-XM_002915555.4	ENST00000215885.3
OG0004734	rna-XM_034638658.1	ENST00000331075.9
OG0004735	rna-XM_011220164.3	ENST00000402395.5
OG0004736	rna-XM_011220165.3	ENST00000619644.4
OG0004737	rna-XM_034638738.1	ENST00000397641.7
OG0004738	rna-XM_002915598.4	ENST00000409999.3
OG0004739	rna-XM_002915559.4	ENST00000343605.4
OG0004740	rna-XM_011220173.3	ENST00000215838.7
OG0004741	rna-XM_002915562.4	ENST00000354694.11
OG0004742	rna-XM_034639706.1	ENST00000382363.7
OG0004743	rna-XM_002915568.4	ENST00000215793.12
OG0004744	rna-XM_002915570.3	ENST00000403477.7
OG0004745	rna-XM_002915571.4	ENST00000215781.2
OG0004746	rna-XM_034638875.1	ENST00000249075.3
OG0004747	rna-XM_034638815.1	ENST00000336726.10
OG0004748	rna-XM_011220190.3	ENST00000401950.6
OG0004749	rna-XM_011220202.3	ENST00000307790.7
OG0004750	rna-XM_034637954.1	ENST00000330029.6
OG0004751	rna-XM_002915578.4	ENST00000344318.3
OG0004752	rna-XM_019795676.2	ENST00000216144.3
OG0004753	rna-XM_034639696.1	ENST00000338641.8
OG0004754	rna-XM_011220214.3	ENST00000490103.5
OG0004755	rna-XM_034638462.1	ENST00000404820.7
OG0004756	rna-XM_034638027.1	ENST00000327813.9
OG0004757	rna-XM_034638028.1	ENST00000216071.4
OG0004758	rna-XM_011220229.3	ENST00000544604.6
OG0004759	rna-XM_034638164.1	ENST00000249064.8
OG0004760	rna-XM_002915590.4	ENST00000216027.7
OG0004761	rna-XM_034638160.1	ENST00000382580.6
OG0004762	rna-XM_034638032.1	ENST00000302326.4
OG0004763	rna-XM_034638902.1	ENST00000215939.2
OG0004764	rna-XM_034639346.1	ENST00000338754.8
OG0004765	rna-XM_011229341.3	ENST00000619735.4
OG0004766	rna-XM_011229340.3	ENST00000215917.11
OG0004767	rna-XM_034639315.1	ENST00000398145.6
OG0004768	rna-XM_002922774.4	ENST00000215906.5
OG0004769	rna-XM_034638595.1	ENST00000248933.10
OG0004770	rna-XM_034638624.1	ENST00000407587.6
OG0004771	rna-XM_011229336.1	ENST00000398215.2
OG0004772	rna-XM_002922771.2	ENST00000215855.6
OG0004773	rna-XM_019807807.2	ENST00000215057.6
OG0004774	rna-XM_011234637.3	ENST00000253023.7
OG0004775	rna-XM_034638035.1	ENST00000253024.9
OG0004776	rna-XM_019807823.2	ENST00000354590.7
OG0004777	rna-XM_002927060.4	ENST00000263093.6
OG0004778	rna-XM_019807820.2	ENST00000427624.2
OG0004779	rna-XM_034639373.1	ENST00000263100.7
OG0004780	rna-XM_011234610.3	ENST00000329665.4
OG0004781	rna-XM_034639360.1	ENST00000637233.1, ENST00000596652.5
OG0004782	rna-XM_011234589.3	ENST00000617501.4
OG0004783	rna-XM_034639392.1	ENST00000600404.1
OG0004784	rna-XM_034639365.1	ENST00000401053.8
OG0004785	rna-XM_034638040.1	ENST00000282326.5
OG0004787	rna-XM_034639394.1	ENST00000317398.10
OG0004788	rna-XM_011231654.3	ENST00000299871.9
OG0004789	rna-XM_034639343.1	ENST00000396161.9
OG0004790	rna-XM_011231661.3	ENST00000457177.5
OG0004791	rna-XM_034639498.1	ENST00000443917.6
OG0004792	rna-XM_034639471.1	ENST00000326441.13
OG0004793	rna-XM_034639502.1	ENST00000537055.3
OG0004794	rna-XM_019792546.2	ENST00000598409.5
OG0004795	rna-XM_011237850.3	ENST00000330619.12
OG0004796	rna-XM_011237978.3	ENST00000301310.8
OG0004797	rna-XM_019792693.2	ENST00000291598.11
OG0004798	rna-XM_019792700.2	ENST00000357330.6
OG0004799	rna-XM_034638071.1	ENST00000337080.7
OG0004800	rna-XM_034639488.1	ENST00000621651.4
OG0004801	rna-XM_019793532.2	ENST00000291971.7
OG0004802	rna-XM_034638081.1	ENST00000342929.3
OG0004803	rna-XM_034639489.1	ENST00000332836.6
OG0004804	rna-XM_034639530.1	ENST00000308924.8
OG0004805	rna-XM_011233802.3	ENST00000308964.7
OG0004806	rna-XM_019807135.2	ENST00000587252.5
OG0004807	rna-XM_011233804.2	ENST00000325333.9
OG0004808	rna-XM_034639544.1	ENST00000301073.3
OG0004809	rna-XM_034638710.1	ENST00000325421.6
OG0004810	rna-XM_019807116.1	ENST00000612221.1
OG0004811	rna-XM_034638086.1	ENST00000424985.3, ENST00000591954.3
OG0004812	rna-XM_011233813.3	ENST00000344158.4
OG0004813	rna-XM_034639404.1	ENST00000389623.10
OG0004814	rna-XM_034639413.1	ENST00000205194.4
OG0004815	rna-XM_034638087.1	ENST00000598519.1
OG0004816	rna-XM_034638088.1	ENST00000376325.8
OG0004817	rna-XM_002926382.4	ENST00000264552.13
OG0004818	rna-XM_002926381.3	ENST00000291934.3
OG0004819	rna-XM_034638791.1	ENST00000264563.6
OG0004820	rna-XM_034638090.1	ENST00000588572.6
OG0004821	rna-XM_002926403.4	ENST00000255613.7
OG0004822	rna-XM_019807132.2	ENST00000326652.8
OG0004823	rna-XM_002926379.4	ENST00000255631.9
OG0004824	rna-XM_034672408.1	ENST00000412770.6
OG0004825	rna-XM_011233785.3	ENST00000327042.4
OG0004826	rna-XM_034638485.1	ENST00000354308.7
OG0004827	rna-XM_034639195.1	ENST00000588981.5
OG0004828	rna-XM_034638091.1	ENST00000263433.7
OG0004829	rna-XM_019807125.2	ENST00000201647.10
OG0004830	rna-XM_011233775.3	ENST00000415061.7
OG0004831	rna-XM_034672545.1	ENST00000610347.1
OG0004832	rna-XM_034638103.1	ENST00000376531.3
OG0004833	rna-XM_034672603.1	ENST00000429671.6
OG0004834	rna-XM_034672589.1	ENST00000245615.5
OG0004835	rna-XM_002927967.4	ENST00000617472.4
OG0004836	rna-XM_002927966.4	ENST00000222224.3
OG0004837	rna-XM_034672553.1	ENST00000221232.9
OG0004838	rna-XM_034672587.1	ENST00000321030.8
OG0004839	rna-XM_002927955.4	ENST00000391759.5
OG0004840	rna-XM_002927954.4	ENST00000419113.5
OG0004841	rna-XM_034672604.1	ENST00000359649.8
OG0004842	rna-XM_034637779.1	ENST00000338372.6
OG0004843	rna-XM_019808716.2	ENST00000336967.7
OG0004844	rna-XM_002927960.4	ENST00000391773.5
OG0004845	rna-XM_011217247.3	ENST00000253144.13
OG0004846	rna-XM_034637872.1	ENST00000308062.7, ENST00000443774.5, ENST00000504750.5
OG0004848	rna-XM_011235654.3	ENST00000301399.11
OG0004849	rna-XM_034639123.1	ENST00000601714.5
OG0004850	rna-XM_011235631.3	ENST00000574814.1
OG0004851	rna-XM_034639184.1	ENST00000221973.7
OG0004852	rna-XM_011235630.3	ENST00000221978.9
OG0004853	rna-XM_002927921.4	ENST00000354232.8
OG0004854	rna-XM_034639068.1	ENST00000335624.4
OG0004855	rna-XM_002927930.4	ENST00000270642.8
OG0004856	rna-XM_011237872.3	ENST00000396477.4
OG0004857	rna-XM_034639167.1	ENST00000156499.6
OG0004858	rna-XM_011237877.3	ENST00000595793.5
OG0004859	rna-XM_002929778.4	ENST00000250351.4
OG0004860	rna-XM_034639171.1	ENST00000594768.5
OG0004861	rna-XM_002929770.4	ENST00000309958.7
OG0004862	rna-XM_019792595.1	ENST00000391806.6
OG0004863	rna-XM_019792606.1	ENST00000391807.5
OG0004864	rna-XM_019792607.2	ENST00000376851.7
OG0004865	rna-XM_002929781.4	ENST00000391809.6
OG0004866	rna-XM_034639164.1	ENST00000324041.5
OG0004867	rna-XM_019792603.2	ENST00000598239.5
OG0004868	rna-XM_034639194.1	ENST00000270593.1
OG0004869	rna-XM_002917817.4	ENST00000250340.8
OG0004870	rna-XM_002917818.4	ENST00000338916.8
OG0004871	rna-XM_034639091.1	ENST00000599957.5
OG0004872	rna-XM_011223165.3	ENST00000389208.8
OG0004873	rna-XM_011223168.3	ENST00000601423.5
OG0004874	rna-XM_019798159.2	ENST00000598585.1
OG0004875	rna-XM_019798161.2	ENST00000600100.5
OG0004876	rna-XM_002917819.4	ENST00000357701.5
OG0004877	rna-XM_034639055.1	ENST00000613923.4
OG0004878	rna-XM_019798167.2	ENST00000253727.9
OG0004879	rna-XM_002917890.4	ENST00000253719.6
OG0004880	rna-XM_019798146.1	ENST00000600293.5
OG0004881	rna-XM_011223179.3	ENST00000595661.5
OG0004882	rna-XM_034639615.1	ENST00000316763.7
OG0004883	rna-XM_019798179.2	ENST00000595125.5
OG0004884	rna-XM_034637878.1	ENST00000595948.5
OG0004885	rna-XM_034637876.1	ENST00000221543.9
OG0004886	rna-XM_034638975.1	ENST00000391835.1
OG0004887	rna-XM_019798181.2	ENST00000322344.7
OG0004888	rna-XM_034637885.1	ENST00000391842.5
OG0004889	rna-XM_034637933.1	ENST00000312865.10
OG0004890	rna-XM_002917828.4	ENST00000313777.8
OG0004891	rna-XM_019798147.1	ENST00000246801.7
OG0004892	rna-XM_034637994.1	ENST00000323446.9
OG0004893	rna-XM_011223192.3	ENST00000420022.3
OG0004894	rna-XM_034638976.1	ENST00000360565.7
OG0004895	rna-XM_019798133.2	ENST00000246792.3
OG0004896	rna-XM_034638709.1	ENST00000418929.6
OG0004897	rna-XM_019798135.2	ENST00000246794.9
OG0004898	rna-XM_002917836.4	ENST00000339093.7
OG0004899	rna-XM_002917837.4	ENST00000270645.7
OG0004900	rna-XM_034638977.1	ENST00000221466.9
OG0004901	rna-XM_019798197.2	ENST00000262265.9
OG0004902	rna-XM_011223220.3	ENST00000576655.5
OG0004903	rna-XM_034672883.1	ENST00000221498.6
OG0004904	rna-XM_002917850.4	ENST00000598810.5
OG0004905	rna-XM_034672877.1	ENST00000323906.8
OG0004906	rna-XM_034638565.1	ENST00000335875.8
OG0004908	rna-XM_011223232.3	ENST00000252825.8
OG0004909	rna-XM_002917855.4	ENST00000595090.5
OG0004910	rna-XM_034672411.1	ENST00000293288.12
OG0004911	rna-XM_002917860.4	ENST00000221403.6
OG0004912	rna-XM_034637957.1	ENST00000405315.8
OG0004913	rna-XM_019798155.2	ENST00000221399.7
OG0004914	rna-XM_002917917.4	ENST00000200453.5
OG0004915	rna-XM_034637759.1	ENST00000263265.10
OG0004916	rna-XM_011223238.3	ENST00000263278.8
OG0004917	rna-XM_034638456.1	ENST00000593515.5
OG0004918	rna-XM_034637944.1	ENST00000593756.5
OG0004919	rna-XM_034637939.1	ENST00000310160.7
OG0004920	rna-XM_011223243.3	ENST00000332955.6
OG0004921	rna-XM_034638982.1	ENST00000222145.8
OG0004922	rna-XM_034638534.1	ENST00000318083.10
OG0004923	rna-XM_019798245.2	ENST00000084798.8
OG0004924	rna-XM_019798233.2	ENST00000599029.2
OG0004925	rna-XM_034639584.1	ENST00000263266.3
OG0004926	rna-XM_002917871.3	ENST00000321762.2
OG0004927	rna-XM_034652148.1, rna-XM_034638984.1	ENST00000270238.3
OG0004928	rna-XM_002917873.4	ENST00000342291.2
OG0004929	rna-XM_002917874.4	ENST00000253237.9
OG0004930	rna-XM_002917876.4	ENST00000344846.6
OG0004931	rna-XM_011223262.3	ENST00000293261.7
OG0004932	rna-XM_011223261.3	ENST00000270221.10
OG0004933	rna-XM_034638986.1	ENST00000315396.7
OG0004934	rna-XM_019798156.1	ENST00000595607.5
OG0004935	rna-XM_034637948.1	ENST00000391898.7
OG0004936	rna-XM_034638987.1	ENST00000614654.1
OG0004937	rna-XM_034672807.1	ENST00000263274.11
OG0004938	rna-XM_011223271.3	ENST00000339841.6
OG0004939	rna-XM_019798143.2	ENST00000344839.3
OG0004940	rna-XM_011223272.3	ENST00000509570.6
OG0004941	rna-XM_034638003.1	ENST00000246802.9
OG0004942	rna-XM_034638988.1	ENST00000396720.7
OG0004943	rna-XM_011229657.3	ENST00000338134.7
OG0004944	rna-XM_034638989.1	ENST00000561096.5
OG0004945	rna-XM_019803579.2	ENST00000328771.8
OG0004946	rna-XM_019803580.2	ENST00000595464.2
OG0004947	rna-XM_002923041.4	ENST00000355085.3
OG0004948	rna-XM_034638143.1	ENST00000221922.10
OG0004949	rna-XM_019803585.2	ENST00000253048.9
OG0004950	rna-XM_002923043.4	ENST00000614079.1
OG0004951	rna-XM_002923045.4	ENST00000542575.6
OG0004952	rna-XM_034638218.1	ENST00000391910.7
OG0004953	rna-XM_002923047.4	ENST00000300873.4
OG0004954	rna-XM_002923048.4	ENST00000291294.6
OG0004955	rna-XM_019803591.2	ENST00000307522.3
OG0004956	rna-XM_034638994.1	ENST00000313683.14
OG0004957	rna-XM_034672784.1	ENST00000377670.8
OG0004958	rna-XM_002928508.4	ENST00000008938.4
OG0004959	rna-XM_034638067.1	ENST00000595358.5
OG0004960	rna-XM_002928498.3	ENST00000341294.3
OG0004961	rna-XM_002928499.4	ENST00000302165.4
OG0004962	rna-XM_002928500.3	ENST00000302177.2
OG0004963	rna-XM_002928501.4	ENST00000245934.11
OG0004964	rna-XM_002928512.4	ENST00000221538.7
OG0004965	rna-XM_034638072.1	ENST00000343373.8
OG0004966	rna-XM_011236376.3	ENST00000317578.6
OG0004967	rna-XM_034638093.1	ENST00000317683.3
OG0004968	rna-XM_034638096.1	ENST00000012049.9
OG0004969	rna-XM_002928504.4	ENST00000342669.7
OG0004970	rna-XM_034639304.1	ENST00000590918.5
OG0004971	rna-XM_034638542.1	ENST00000323040.4
OG0004972	rna-XM_034638833.1	ENST00000245932.10
OG0004973	rna-XM_034638822.1	ENST00000451287.6
OG0004974	rna-XM_034638821.1	ENST00000245923.8
OG0004975	rna-XM_002924259.4	ENST00000353609.7
OG0004976	rna-XM_019804860.2	ENST00000013807.9
OG0004977	rna-XM_002924239.3	ENST00000589804.1
OG0004978	rna-XM_034672874.1	ENST00000360957.9
OG0004979	rna-XM_034638479.1	ENST00000470402.1
OG0004980	rna-XM_034639002.1	ENST00000413988.2
OG0004981	rna-XM_002924243.4	ENST00000006275.8
OG0004982	rna-XM_034637846.1	ENST00000221462.8
OG0004983	rna-XM_011231070.3	ENST00000591607.1
OG0004984	rna-XM_034637849.1	ENST00000303809.6
OG0004985	rna-XM_034637847.1	ENST00000221455.7
