Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0009069	rna-XM_034639819.1	ENST00000332438.4	transcript_ENSUAMT00000009879	rna29951	rna23392
OG0009070	rna-XM_034639817.1	ENST00000264638.8	transcript_ENSUAMT00000009880	rna29950	rna23393
OG0009071	rna-XM_034640195.1	ENST00000587142.5	transcript_ENSUAMT00000018488	rna29942	rna23396
OG0009072	rna-XM_011228635.3	ENST00000253794.6	transcript_ENSUAMT00000018506	rna29941	rna23397
OG0009073	rna-XM_034640190.1	ENST00000246914.9	transcript_ENSUAMT00000018537	rna29938	rna23398
OG0009074	rna-XM_002922147.4	ENST00000328434.7	transcript_ENSUAMT00000018538	rna29934	rna23399
OG0009075	rna-XM_011228646.3	ENST00000588408.5	transcript_ENSUAMT00000018539	rna29933	rna23400
OG0009076	rna-XM_011228640.3	ENST00000361523.8	transcript_ENSUAMT00000018540	rna29925	rna23401
OG0009077	rna-XM_011216757.3	ENST00000253801.6	transcript_ENSUAMT00000018461	rna29920	rna23412
OG0009078	rna-XM_034640199.1	ENST00000591916.5	transcript_ENSUAMT00000018470	rna29915	rna23417
OG0009079	rna-XM_019792851.2	ENST00000361677.5	transcript_ENSUAMT00000018473	rna29914	rna23418
OG0009080	rna-XM_019792855.2	ENST00000438323.2	transcript_ENSUAMT00000018476	rna29912	rna23420
OG0009081	rna-XM_034640163.1	ENST00000355653.7	transcript_ENSUAMT00000018482	rna29910	rna23421
OG0009082	rna-XM_034641052.1	ENST00000587250.3	transcript_ENSUAMT00000018484	rna29908	rna23422
OG0009083	rna-XM_034641123.1	ENST00000471181.6	transcript_ENSUAMT00000018486	rna29907	rna23423
OG0009084	rna-XM_011216745.3	ENST00000341165.10	transcript_ENSUAMT00000019311	rna29902	rna23424
OG0009085	rna-XM_011216743.3	ENST00000588659.5	transcript_ENSUAMT00000025605	rna29899	rna23427
OG0009086	rna-XM_034641262.1	ENST00000320033.4	transcript_ENSUAMT00000025609	rna29897	rna14584
OG0009087	rna-XM_019800202.2	ENST00000262415.7	transcript_ENSUAMT00000026318	rna29896	rna14585
OG0009088	rna-XM_034640801.1	ENST00000319349.9	transcript_ENSUAMT00000025795	rna29895	rna14586
OG0009089	rna-XM_019800204.2	ENST00000318579.8	transcript_ENSUAMT00000025790	rna29892	rna14589
OG0009090	rna-XM_011225631.3	ENST00000226004.7	transcript_ENSUAMT00000025794	rna29888	rna14590
OG0009091	rna-XM_002919729.4	ENST00000398393.5	transcript_ENSUAMT00000009720	rna29885	rna14592
OG0009092	rna-XM_002919730.4	ENST00000587070.5	transcript_ENSUAMT00000008198	rna29878	rna14600
OG0009093	rna-XM_011225669.3	ENST00000293404.7	transcript_ENSUAMT00000008210	rna29874	rna14602
OG0009094	rna-XM_002919731.4	ENST00000589334.5	transcript_ENSUAMT00000008199	rna29872	rna14603
OG0009095	rna-XM_002919732.4	ENST00000585388.1	transcript_ENSUAMT00000008216	rna29871	rna14605
OG0009096	rna-XM_011225637.3	ENST00000269097.8	transcript_ENSUAMT00000008218	rna29869	rna14606
OG0009097	rna-XM_019800200.2	ENST00000293414.5	transcript_ENSUAMT00000034350	rna29862	rna14609
OG0009098	rna-XM_002919734.4	ENST00000538716.6	transcript_ENSUAMT00000034352	rna29859	rna14612
OG0009099	rna-XM_019800207.2	ENST00000454077.6	transcript_ENSUAMT00000034355	rna29855	rna14616
OG0009100	rna-XM_034640287.1	ENST00000302904.8	transcript_ENSUAMT00000035413	rna29849	rna14618
OG0009101	rna-XM_019800201.2	ENST00000262418.10	transcript_ENSUAMT00000012679	rna29845	rna14619
OG0009102	rna-XM_034640804.1	ENST00000426726.7	transcript_ENSUAMT00000014457	rna29838	rna14623
OG0009103	rna-XM_034640811.1	ENST00000377095.9	transcript_ENSUAMT00000014451	rna29830	rna14624
OG0009104	rna-XM_034640701.1	ENST00000053867.7	transcript_ENSUAMT00000007998	rna29828	rna14625
OG0009105	rna-XM_034640697.1	ENST00000293443.11	transcript_ENSUAMT00000007995	rna29826	rna14629
OG0009106	rna-XM_011225653.3	ENST00000262407.5	transcript_ENSUAMT00000007854	rna29825	rna14630
OG0009107	rna-XM_002919743.4	ENST00000591680.5	transcript_ENSUAMT00000005850	rna29821	rna14631
OG0009108	rna-XM_034641279.1	ENST00000409122.6	transcript_ENSUAMT00000002270	rna29817	rna14634
OG0009109	rna-XM_002919744.4	ENST00000588210.1	transcript_ENSUAMT00000002253	rna29815	rna14635
OG0009110	rna-XM_034640457.1	ENST00000315005.7	transcript_ENSUAMT00000002229	rna29814	rna14636
OG0009111	rna-XM_034640514.1	ENST00000200557.10	transcript_ENSUAMT00000002042	rna29812	rna14637
OG0009112	rna-XM_034640148.1	ENST00000426333.6	transcript_ENSUAMT00000001236	rna29802	rna14644
OG0009113	rna-XM_011225660.3	ENST00000591513.5	transcript_ENSUAMT00000001268	rna29804	rna14642
OG0009114	rna-XM_019800227.2	ENST00000410006.6	transcript_ENSUAMT00000000398	rna29798	rna14645
OG0009115	rna-XM_002919768.4	ENST00000331733.4	transcript_ENSUAMT00000000386	rna29797	rna14648
OG0009116	rna-XM_034640149.1	ENST00000639277.1	transcript_ENSUAMT00000000357	rna29795	rna14649
OG0009117	rna-XM_034640961.1	ENST00000593135.5	transcript_ENSUAMT00000000345	rna29794	rna14650
OG0009118	rna-XM_002919770.4	ENST00000452796.6	transcript_ENSUAMT00000025799	rna29789	rna14651
OG0009119	rna-XM_034641735.1	ENST00000619929.4	transcript_ENSUAMT00000034977	rna29780	rna14653
OG0009120	rna-XM_034640765.1	ENST00000431281.5	transcript_ENSUAMT00000034970	rna29776	rna14654
OG0009121	rna-XM_002919753.4	ENST00000332499.3	transcript_ENSUAMT00000034967	rna29772	rna14655
OG0009122	rna-XM_011225677.3	ENST00000307275.7	transcript_ENSUAMT00000034966	rna29766	rna14656
OG0009123	rna-XM_034641235.1	ENST00000331780.4	transcript_ENSUAMT00000034289	rna29757	rna14659
OG0009124	rna-XM_034641233.1	ENST00000344686.6	transcript_ENSUAMT00000034285	rna29751	rna14661
OG0009125	rna-XM_034641354.1	ENST00000428638.5	transcript_ENSUAMT00000040069	rna29746	rna14663
OG0009126	rna-XM_034641356.1	ENST00000430334.7	transcript_ENSUAMT00000040057	rna29741	rna14664
OG0009127	rna-XM_019809479.2	ENST00000398238.8	transcript_ENSUAMT00000040017	rna29731	rna14673
OG0009128	rna-XM_011235065.3	ENST00000432791.6	transcript_ENSUAMT00000025764	rna29710	rna14678
OG0009129	rna-XM_019808182.2	ENST00000531206.5	transcript_ENSUAMT00000012056	rna29708	rna14680
OG0009130	rna-XM_034640938.1	ENST00000450662.7	transcript_ENSUAMT00000031888	rna29697	rna14688
OG0009131	rna-XM_019802609.2	ENST00000583600.5	transcript_ENSUAMT00000021337	rna29685	rna14695
OG0009132	rna-XM_034641081.1	ENST00000389520.8	transcript_ENSUAMT00000021108	rna29674	rna14696
OG0009133	rna-XM_002922034.4	ENST00000542042.5	transcript_ENSUAMT00000018597	rna29665	rna14697
OG0009134	rna-XM_034640093.1	ENST00000614556.4	transcript_ENSUAMT00000013731	rna29654	rna14707
OG0009135	rna-XM_034640132.1	ENST00000336174.11	transcript_ENSUAMT00000009813	rna29643	rna14714
OG0009136	rna-XM_019805187.2	ENST00000578681.5	transcript_ENSUAMT00000009818	rna29638	rna14719
OG0009137	rna-XM_002924515.4	ENST00000427159.6	transcript_ENSUAMT00000009947	rna29637	rna14720
OG0009138	rna-XM_002924514.4	ENST00000310144.10	transcript_ENSUAMT00000009964	rna29635	rna14721
OG0009139	rna-XM_002924511.4	ENST00000392795.7	transcript_ENSUAMT00000009979	rna29629	rna14728
OG0009140	rna-XM_034640795.1	ENST00000449662.6	transcript_ENSUAMT00000009983	rna29624	rna14733
OG0009141	rna-XM_019805168.2	ENST00000433197.3	transcript_ENSUAMT00000010017	rna29622	rna14736
OG0009142	rna-XM_034640787.1	ENST00000258991.7	transcript_ENSUAMT00000010035	rna29617	rna14738
OG0009143	rna-XM_034641872.1	ENST00000563924.5	transcript_ENSUAMT00000039177	rna29610	rna14742
OG0009144	rna-XM_019805172.2	ENST00000615220.4	transcript_ENSUAMT00000039179	rna29606	rna14745
OG0009145	rna-XM_034640885.1	ENST00000539111.6	transcript_ENSUAMT00000033987	rna29605	rna14748
OG0009146	rna-XM_002924506.4	ENST00000556440.6	transcript_ENSUAMT00000019128	rna29601	rna14751
OG0009147	rna-XM_002924627.4	ENST00000580729.2	transcript_ENSUAMT00000000159	rna29591	rna14760
OG0009148	rna-XM_019805309.2	ENST00000321892.8	transcript_ENSUAMT00000039791	rna29579	rna14761
OG0009149	rna-XM_034640926.1	ENST00000253247.8	transcript_ENSUAMT00000041257	rna29575	rna14762
OG0009150	rna-XM_034641400.1	ENST00000581322.5	transcript_ENSUAMT00000041258	rna29573	rna14763
OG0009151	rna-XM_002924625.4	ENST00000356126.7	transcript_ENSUAMT00000041260	rna29567	rna14765
OG0009152	rna-XM_034641000.1	ENST00000580168.5	transcript_ENSUAMT00000007138	rna29561	rna14769
OG0009153	rna-XM_034641371.1	ENST00000226021.4	transcript_ENSUAMT00000016342	rna29559	rna14770
OG0009154	rna-XM_034641041.1	ENST00000533854.5	transcript_ENSUAMT00000028258	rna29557	rna14772
OG0009155	rna-XM_002921716.4	ENST00000205948.10	transcript_ENSUAMT00000024580	rna29552	rna14774
OG0009156	rna-XM_034641414.1	ENST00000535342.6	transcript_ENSUAMT00000024576	rna29544	rna14775
OG0009157	rna-XM_034640593.1	ENST00000307078.9	transcript_ENSUAMT00000001474	rna29543	rna14782
OG0009158	rna-XM_034640896.1	ENST00000635833.1	transcript_ENSUAMT00000007747	rna29540	rna14783
OG0009159	rna-XM_034641775.1	ENST00000439174.6	transcript_ENSUAMT00000007113	rna29537	rna14785
OG0009160	rna-XM_034641220.1	ENST00000359904.7	transcript_ENSUAMT00000037841	rna29530	rna14788
OG0009161	rna-XM_034641210.1	ENST00000448504.6	transcript_ENSUAMT00000037836	rna29521	rna14790
OG0009162	rna-XM_034641216.1	ENST00000327268.8	transcript_ENSUAMT00000037840	rna29528	rna14800
OG0009163	rna-XM_019806356.2	ENST00000262139.9	transcript_ENSUAMT00000037826	rna29526	rna14803
OG0009164	rna-XM_034641905.1	ENST00000592554.1	transcript_ENSUAMT00000037512	rna29508	rna14810
OG0009165	rna-XM_034641177.1	ENST00000392676.7	transcript_ENSUAMT00000037412	rna29490	rna14832
OG0009166	rna-XM_002924218.4	ENST00000590474.5	transcript_ENSUAMT00000030011	rna29488	rna14834
OG0009167	rna-XM_034641378.1	ENST00000586462.1	transcript_ENSUAMT00000036428	rna29475	rna14835
OG0009168	rna-XM_019804528.2	ENST00000245479.2	transcript_ENSUAMT00000029617	rna29472	rna14838
OG0009169	rna-XM_002926182.4	ENST00000357585.3	transcript_ENSUAMT00000010258	rna29468	rna14848
OG0009170	rna-XM_034641477.1	ENST00000299886.8	transcript_ENSUAMT00000010402	rna29458	rna14849
OG0009171	rna-XM_002926184.4	ENST00000405159.7	transcript_ENSUAMT00000010424	rna29456	rna14851
OG0009172	rna-XM_019806873.2	ENST00000359042.6	transcript_ENSUAMT00000010432	rna29455	rna14852
OG0009173	rna-XM_034641482.1	ENST00000344935.8	transcript_ENSUAMT00000010439	rna29454	rna14857
OG0009174	rna-XM_011233540.3	ENST00000335793.3	transcript_ENSUAMT00000015732	rna29449	rna14858
OG0009175	rna-XM_034640717.1	ENST00000269346.8	transcript_ENSUAMT00000011750	rna29437	rna14866
OG0009176	rna-XM_002928962.3	ENST00000579490.5	transcript_ENSUAMT00000001176	rna29436	rna14867
OG0009177	rna-XM_002928963.3	ENST00000389916.4	transcript_ENSUAMT00000001104	rna29435	rna14868
OG0009178	rna-XM_034641040.1	ENST00000335666.4	transcript_ENSUAMT00000000952	rna29433	rna14869
OG0009179	rna-XM_034640623.1	ENST00000392627.5	transcript_ENSUAMT00000000894	rna29423	rna14872
OG0009180	rna-XM_019793805.2, rna-XM_034640307.1		transcript_ENSUAMT00000011783	rna29408	rna14882
OG0009181	rna-XM_034640292.1	ENST00000392619.1	transcript_ENSUAMT00000006463	rna46370	rna14888
OG0009182	rna-XM_034640611.1	ENST00000335464.9	transcript_ENSUAMT00000034429	rna46353	rna14899
OG0009183	rna-XM_019800300.2	ENST00000442102.6	transcript_ENSUAMT00000014514	rna46349	rna14901
OG0009184	rna-XM_002919828.4	ENST00000612771.4	transcript_ENSUAMT00000014522	rna46348	rna14902
OG0009185	rna-XM_034641174.1	ENST00000614341.4	transcript_ENSUAMT00000014527	rna46346	rna14903
OG0009186	rna-XM_002919875.4	ENST00000328801.4	transcript_ENSUAMT00000014544	rna46344	rna14905
OG0009187	rna-XM_034640822.1	ENST00000425042.6	transcript_ENSUAMT00000014548	rna46343	rna14906
OG0009188	rna-XM_002919830.4	ENST00000337231.5	transcript_ENSUAMT00000014558	rna46341	rna14907
OG0009189	rna-XM_011225746.3	ENST00000301585.9	transcript_ENSUAMT00000014564	rna46339	rna14908
OG0009190	rna-XM_002919832.4	ENST00000301587.8	transcript_ENSUAMT00000014572	rna46332	rna14913
OG0009191	rna-XM_034640569.1	ENST00000580123.5	transcript_ENSUAMT00000014600	rna46327	rna14917
OG0009192	rna-XM_002919837.4	ENST00000245543.5	transcript_ENSUAMT00000014606	rna46323	rna14921
OG0009193	rna-XM_002919838.4	ENST00000356033.8	transcript_ENSUAMT00000014612	rna46319	rna14924
OG0009194	rna-XM_019800305.2	ENST00000245544.8	transcript_ENSUAMT00000014618	rna46315	rna14926
OG0009195	rna-XM_034641139.1	ENST00000537686.5	transcript_ENSUAMT00000014623	rna46313	rna14929
OG0009196	rna-XM_002919842.4	ENST00000579002.5	transcript_ENSUAMT00000014629	rna46311	rna14931
OG0009197	rna-XM_034641149.1	ENST00000579297.5	transcript_ENSUAMT00000014633	rna46309	rna14932
OG0009198	rna-XM_019800312.2	ENST00000416858.6	transcript_ENSUAMT00000014639	rna46307	rna14936
OG0009199	rna-XM_034641689.1	ENST00000392564.5	transcript_ENSUAMT00000014249	rna46305	rna14937
OG0009200	rna-XM_019800322.2	ENST00000375248.9	transcript_ENSUAMT00000014246	rna46300	rna14939
OG0009201	rna-XM_034639973.1	ENST00000321617.7	transcript_ENSUAMT00000013946	rna46290	rna14940
OG0009202	rna-XM_034640341.1	ENST00000333213.10	transcript_ENSUAMT00000013940	rna46289	rna14941
OG0009203	rna-XM_034641538.1	ENST00000610510.4	transcript_ENSUAMT00000003490	rna46285	rna14943
OG0009204	rna-XM_034640159.1	ENST00000317905.9	transcript_ENSUAMT00000004014	rna46278	rna14946
OG0009205	rna-XM_002919846.4	ENST00000375215.3	transcript_ENSUAMT00000004107	rna46284	rna14950
OG0009206	rna-XM_034640283.1	ENST00000583536.5	transcript_ENSUAMT00000004128	rna46277	rna14956
OG0009207	rna-XM_034640006.1	ENST00000200181.7	transcript_ENSUAMT00000004270	rna46276	rna14959
OG0009208	rna-XM_002919850.4	ENST00000225614.6	transcript_ENSUAMT00000004279	rna46275	rna14960
OG0009209	rna-XM_034640011.1	ENST00000589666.5	transcript_ENSUAMT00000004536	rna46265	rna14964
OG0009210	rna-XM_034640009.1	ENST00000412096.6	transcript_ENSUAMT00000004553	rna46262	rna14971
OG0009211	rna-XM_002919853.4	ENST00000254806.7	transcript_ENSUAMT00000004559	rna46261	rna14972
OG0009212	rna-XM_034640904.1	ENST00000254816.5	transcript_ENSUAMT00000004568	rna46260	rna14974
OG0009213	rna-XM_002919887.4	ENST00000269383.7	transcript_ENSUAMT00000005326	rna46259	rna14975
OG0009214	rna-XM_034640432.1	ENST00000309352.3	transcript_ENSUAMT00000005320	rna46258	rna14976
OG0009215	rna-XM_011225782.3	ENST00000293217.9	transcript_ENSUAMT00000005097	rna46249	rna14978
OG0009216	rna-XM_034640274.1	ENST00000307877.6	transcript_ENSUAMT00000010943	rna46239	rna14985
OG0009217	rna-XM_002919890.4	ENST00000329003.3	transcript_ENSUAMT00000010942	rna46238	rna14986
OG0009218	rna-XM_019800351.2	ENST00000335146.11	transcript_ENSUAMT00000010072	rna46233	rna14988
OG0009219	rna-XM_034641650.1	ENST00000322957.6	transcript_ENSUAMT00000001783	rna46230	rna14989
OG0009220	rna-XM_019800355.2	ENST00000269391.10	transcript_ENSUAMT00000001775	rna46229	rna14992
OG0009221	rna-XM_034641627.1	ENST00000323374.8	transcript_ENSUAMT00000032660	rna46222	rna15000
OG0009222	rna-XM_034641625.1	ENST00000319380.11	transcript_ENSUAMT00000032641	rna46220	rna15001
OG0009223	rna-XM_011225795.3	ENST00000250615.7	transcript_ENSUAMT00000021751	rna46219	rna15002
OG0009224	rna-XM_034639874.1	ENST00000313080.8	transcript_ENSUAMT00000021757	rna46214	rna15003
OG0009225	rna-XM_002919867.4	ENST00000589342.1	transcript_ENSUAMT00000018865	rna46213	rna15009
OG0009226	rna-XM_034641540.1	ENST00000225276.9	transcript_ENSUAMT00000018872	rna46206	rna15013
OG0009227	rna-XM_034641785.1	ENST00000156626.11	transcript_ENSUAMT00000018879	rna46203	rna15014
OG0009228	rna-XM_011223823.3	ENST00000445478.6	transcript_ENSUAMT00000018890	rna46199	rna15016
OG0009229	rna-XM_019798746.2	ENST00000586622.5	transcript_ENSUAMT00000018902	rna46190	rna15021
OG0009230	rna-XM_034640312.1	ENST00000428789.6	transcript_ENSUAMT00000018905	rna46189	rna15022
OG0009231	rna-XM_034640103.1	ENST00000427177.5	transcript_ENSUAMT00000019368	rna46183	rna15026
OG0009232	rna-XM_034640976.1	ENST00000590602.5	transcript_ENSUAMT00000030647	rna46162	rna15032
OG0009233	rna-XM_034640983.1	ENST00000318430.9	transcript_ENSUAMT00000030621	rna46160	rna15033
OG0009234	rna-XM_034640988.1	ENST00000340363.9	transcript_ENSUAMT00000030619	rna46158	rna15037
OG0009235	rna-XM_011223872.3	ENST00000588282.5	transcript_ENSUAMT00000030616	rna46154	rna15040
OG0009236	rna-XM_034640989.1	ENST00000588734.5	transcript_ENSUAMT00000030612	rna46150	rna15041
OG0009237	rna-XM_034640990.1	ENST00000327898.9	transcript_ENSUAMT00000030610	rna46147	rna15042
OG0009238	rna-XM_002918375.4	ENST00000301633.8	transcript_ENSUAMT00000030609	rna46145	rna15044
OG0009239	rna-XM_034640680.1	ENST00000330871.3	transcript_ENSUAMT00000034265	rna46139	rna15048
OG0009240	rna-XM_034640372.1	ENST00000262764.10	transcript_ENSUAMT00000034266	rna46138	rna15049
OG0009241	rna-XM_011223859.3	ENST00000589225.5	transcript_ENSUAMT00000005975	rna46127	rna15055
OG0009242	rna-XM_019798791.2	ENST00000322630.2	transcript_ENSUAMT00000005950	rna46124	rna15060
OG0009243	rna-XM_011223864.3	ENST00000262776.7	transcript_ENSUAMT00000005945	rna46119	rna15061
OG0009244	rna-XM_011223865.2	ENST00000354124.7	transcript_ENSUAMT00000005937	rna46115	rna15065
OG0009245	rna-XM_034641544.1	ENST00000579016.5	transcript_ENSUAMT00000005930	rna46110	rna15067
OG0009246	rna-XM_034640550.1	ENST00000583458.5	transcript_ENSUAMT00000005923	rna46106	rna15068
OG0009247	rna-XM_034641545.1	ENST00000328313.9	transcript_ENSUAMT00000023448	rna46101	rna15074
OG0009248	rna-XM_002921785.4	ENST00000269385.8	transcript_ENSUAMT00000023450	rna46099	rna15076
OG0009249	rna-XM_011228172.3	ENST00000269397.8	transcript_ENSUAMT00000023452	rna46098	rna15077
OG0009250	rna-XM_019802356.2	ENST00000310924.6	transcript_ENSUAMT00000006540	rna46096	rna15078
OG0009251	rna-XM_034641410.1	ENST00000397545.8	transcript_ENSUAMT00000040303	rna46095	rna15083
OG0009252	rna-XM_034640188.1	ENST00000573882.5	transcript_ENSUAMT00000040317	rna46083	rna15086
OG0009253	rna-XM_019802360.2	ENST00000326317.10	transcript_ENSUAMT00000040321	rna46079	rna15089
OG0009254	rna-XM_019802359.2	ENST00000361193.7	transcript_ENSUAMT00000040346	rna46077	rna15094
OG0009255	rna-XM_034640649.1	ENST00000508628.6	transcript_ENSUAMT00000040450	rna46075	rna15096
OG0009256	rna-XM_019802364.2	ENST00000518137.5	transcript_ENSUAMT00000040464	rna46064	rna15097
OG0009257	rna-XM_034641546.1	ENST00000306773.4	transcript_ENSUAMT00000040466	rna46061	rna15098
OG0009258	rna-XM_002921791.4	ENST00000306801.7	transcript_ENSUAMT00000016678	rna46060	rna15099
OG0009259	rna-XM_019802368.2	ENST00000572778.5	transcript_ENSUAMT00000027761	rna46056	rna15103
OG0009260	rna-XM_034641547.1	ENST00000575245.5	transcript_ENSUAMT00000020504	rna46054	rna15104
OG0009261	rna-XM_034641548.1	ENST00000326724.8	transcript_ENSUAMT00000028262	rna46051	rna15106
OG0009262	rna-XM_034641176.1	ENST00000637878.1	transcript_ENSUAMT00000028265	rna46048	rna15107
OG0009263	rna-XM_034640709.1	ENST00000269392.8	transcript_ENSUAMT00000028657	rna46041	rna15108
OG0009264	rna-XM_034641333.1	ENST00000637944.1	transcript_ENSUAMT00000022710	rna46039	rna15109
OG0009265	rna-XM_034641327.1	ENST00000374759.7	transcript_ENSUAMT00000022723	rna46032	rna15111
OG0009266	rna-XM_034641549.1	ENST00000327787.12	transcript_ENSUAMT00000024016	rna46021	rna15119
OG0009267	rna-XM_034641706.1	ENST00000374747.9	transcript_ENSUAMT00000023950	rna46020	rna15120
OG0009268	rna-XM_034641453.1	ENST00000574882.5	transcript_ENSUAMT00000023902	rna46019	rna15121
OG0009269	rna-XM_034641459.1	ENST00000374741.3	transcript_ENSUAMT00000023888	rna46017	rna15124
OG0009270	rna-XM_034641456.1	ENST00000574107.1	transcript_ENSUAMT00000023883	rna46016	rna15125
OG0009271	rna-XM_019798926.2	ENST00000397498.8	transcript_ENSUAMT00000023880	rna46014	rna15126
OG0009272	rna-XM_034641450.1	ENST00000329138.8	transcript_ENSUAMT00000023874	rna46013	rna15127
OG0009273	rna-XM_019798921.2	ENST00000333676.7	transcript_ENSUAMT00000023870	rna46011	rna15128
OG0009274	rna-XM_034640786.1	ENST00000571730.1	transcript_ENSUAMT00000023866	rna46010	rna15129
OG0009275	rna-XM_034641550.1	ENST00000457257.5	transcript_ENSUAMT00000024108	rna46004	rna15130
OG0009276	rna-XM_002912888.4	ENST00000330261.4	transcript_ENSUAMT00000024107	rna46003	rna15131
OG0009277	rna-XM_034640364.1		transcript_ENSUAMT00000024100, transcript_ENSUAMT00000041398	rna46001	rna15133
OG0009278	rna-XM_034641551.1	ENST00000505490.2	transcript_ENSUAMT00000024099	rna46000	rna15134
OG0009279	rna-XM_034640905.1	ENST00000538721.6	transcript_ENSUAMT00000024093	rna45995	rna15137
OG0009280	rna-XM_011223931.3	ENST00000357736.8	transcript_ENSUAMT00000024084	rna45991	rna15139
OG0009281	rna-XM_002912884.3	ENST00000409745.2	transcript_ENSUAMT00000035733	rna45989	rna15141
OG0009282	rna-XM_034641261.1	ENST00000409678.7	transcript_ENSUAMT00000035734	rna45988	rna15142
OG0009283	rna-XM_034640249.1	ENST00000306729.11	transcript_ENSUAMT00000035738	rna45984	rna15143
OG0009284	rna-XM_034640246.1	ENST00000584347.1	transcript_ENSUAMT00000035743	rna45983	rna15144
OG0009285	rna-XM_034640483.1	ENST00000306688.7	transcript_ENSUAMT00000035746	rna45982	rna15145
OG0009286	rna-XM_034640396.1	ENST00000392358.6	transcript_ENSUAMT00000033108	rna45976	rna15149
OG0009287	rna-XM_034640401.1	ENST00000306796.9	transcript_ENSUAMT00000033111	rna45971	rna15151
OG0009288	rna-XM_034641553.1	ENST00000306749.3	transcript_ENSUAMT00000036323	rna45970	rna15152
OG0009289	rna-XM_034641042.1	ENST00000389641.8	transcript_ENSUAMT00000016252	rna45957	rna15153
OG0009290	rna-XM_034641059.1	ENST00000536311.5	transcript_ENSUAMT00000002654	rna19629	rna8268
OG0009291	rna-XM_002925686.1	ENST00000369768.1	transcript_ENSUAMT00000002673	rna19628	rna8269
OG0009292	rna-XM_019806422.2	ENST00000336866.6	transcript_ENSUAMT00000002684	rna19627	rna8270
OG0009293	rna-XM_002925698.3	ENST00000343484.9	transcript_ENSUAMT00000002707	rna19618	rna8272
OG0009294	rna-XM_034641919.1	ENST00000369886.7	transcript_ENSUAMT00000000674	rna19609	rna8277
OG0009295	rna-XM_034640036.1	ENST00000369888.5	transcript_ENSUAMT00000000632	rna19607	rna8279
OG0009296	rna-XM_034641556.1	ENST00000354216.10	transcript_ENSUAMT00000000575	rna19601	rna8283
OG0009297	rna-XM_034639860.1	ENST00000360864.8	transcript_ENSUAMT00000000564	rna19594	rna8286
OG0009298	rna-XM_034640655.1	ENST00000217121.9	transcript_ENSUAMT00000000535	rna19589	rna8289
OG0009299	rna-XM_011232916.3	ENST00000369916.5	transcript_ENSUAMT00000000513	rna19587	rna8291
OG0009300	rna-XM_034639829.1	ENST00000245663.8	transcript_ENSUAMT00000012986	rna19586	rna8292
OG0009301	rna-XM_034641557.1	ENST00000266077.4	transcript_ENSUAMT00000012988	rna19585	rna8293
OG0009302	rna-XM_034639832.1	ENST00000619493.4	transcript_ENSUAMT00000012794	rna19580	rna8296
OG0009303	rna-XM_002925678.4	ENST00000369996.1	transcript_ENSUAMT00000012804	rna19578	rna8297
OG0009304	rna-XM_002925689.4	ENST00000631920.1	transcript_ENSUAMT00000012977	rna19564	rna8299
OG0009305	rna-XM_034640891.1	ENST00000266068.5	transcript_ENSUAMT00000012984	rna19563	rna8300
OG0009306	rna-XM_019806398.2	ENST00000467148.1	transcript_ENSUAMT00000036871	rna19562	rna8301
OG0009307	rna-XM_019806421.2	ENST00000370098.4	transcript_ENSUAMT00000036866	rna19561	rna8302
OG0009308	rna-XM_034641222.1	ENST00000217188.1	transcript_ENSUAMT00000036865	rna19560	rna8303
OG0009309	rna-XM_034641558.1	ENST00000542869.2	transcript_ENSUAMT00000036862	rna19559	rna8304
OG0009310	rna-XM_034641561.1	ENST00000359125.6	transcript_ENSUAMT00000036828	rna19555	rna8308
OG0009311	rna-XM_034641562.1	ENST00000422202.5	transcript_ENSUAMT00000036496	rna19552	rna8310
OG0009312	rna-XM_034640156.1	ENST00000217169.7	transcript_ENSUAMT00000000851	rna19546	rna8314
OG0009313	rna-XM_019806452.2	ENST00000370351.8	transcript_ENSUAMT00000015399	rna19540	rna8316
OG0009314	rna-XM_002925732.4	ENST00000266069.4	transcript_ENSUAMT00000015404	rna19535	rna8317
OG0009315	rna-XM_034641398.1	ENST00000266070.8	transcript_ENSUAMT00000015408	rna19531	rna8319
OG0009316	rna-XM_034641565.1	ENST00000335351.7	transcript_ENSUAMT00000015412	rna19530	rna8320
OG0009317	rna-XM_034641566.1	ENST00000343916.7	transcript_ENSUAMT00000018094	rna19529	rna8321
OG0009318	rna-XM_034639976.1	ENST00000290291.10	transcript_ENSUAMT00000018086	rna19528	rna8322
OG0009319	rna-XM_011232974.3	ENST00000370487.4	transcript_ENSUAMT00000018080	rna19527	rna8323
OG0009320	rna-XM_034641568.1	ENST00000217159.5	transcript_ENSUAMT00000018065	rna19524	rna8326
OG0009321	rna-XM_034641393.1	ENST00000252998.1	transcript_ENSUAMT00000021078	rna19520	rna8328
OG0009322	rna-XM_011232982.3	ENST00000279101.9	transcript_ENSUAMT00000009237	rna19519	rna8329
OG0009323	rna-XM_034641282.1	ENST00000313733.7	transcript_ENSUAMT00000009209	rna19512	rna8336
OG0009324	rna-XM_002920311.4	ENST00000370823.7	transcript_ENSUAMT00000036933	rna19503	rna8339
OG0009325	rna-XM_034641284.1	ENST00000331758.7	transcript_ENSUAMT00000036934	rna19497	rna8340
