Gene stable ID	Gene stable ID version	Gene name
ENSG00000256671	ENSG00000256671.6	LIMS4
ENSG00000256797	ENSG00000256797.1	KLRF2
ENSG00000256825	ENSG00000256825.4	
ENSG00000256861	ENSG00000256861.1	
ENSG00000256950	ENSG00000256950.2	
ENSG00000256977	ENSG00000256977.12	LIMS3
ENSG00000257008	ENSG00000257008.6	GPR142
ENSG00000257046	ENSG00000257046.5	SLCO1B3-SLCO1B7
ENSG00000257062	ENSG00000257062.6	
ENSG00000257065	ENSG00000257065.1	
ENSG00000257138	ENSG00000257138.1	TAS2R38
ENSG00000257184	ENSG00000257184.3	
ENSG00000257335	ENSG00000257335.8	MGAM
ENSG00000257341	ENSG00000257341.5	
ENSG00000257390	ENSG00000257390.5	
ENSG00000257529	ENSG00000257529.5	RPL36A-HNRNPH2
ENSG00000257950	ENSG00000257950.3	P2RX5-TAX1BP3
ENSG00000258052	ENSG00000258052.1	
ENSG00000258064	ENSG00000258064.1	
ENSG00000258223	ENSG00000258223.6	PRSS58
ENSG00000258311	ENSG00000258311.5	
ENSG00000258315	ENSG00000258315.5	C17orf49
ENSG00000258388	ENSG00000258388.7	PPT2-EGFL8
ENSG00000258417	ENSG00000258417.3	
ENSG00000258436	ENSG00000258436.1	RNASE12
ENSG00000258461	ENSG00000258461.5	
ENSG00000258466	ENSG00000258466.5	
ENSG00000258529	ENSG00000258529.5	
ENSG00000258539	ENSG00000258539.1	
ENSG00000258555	ENSG00000258555.6	SPECC1L-ADORA2A
ENSG00000258588	ENSG00000258588.3	TRIM6-TRIM34
ENSG00000258597	ENSG00000258597.3	SERPINA2
ENSG00000258653	ENSG00000258653.3	
ENSG00000258674	ENSG00000258674.5	
ENSG00000258677	ENSG00000258677.2	
ENSG00000258724	ENSG00000258724.1	PINX1
ENSG00000258728	ENSG00000258728.1	
ENSG00000258790	ENSG00000258790.1	
ENSG00000258817	ENSG00000258817.1	OR4C13
ENSG00000258830	ENSG00000258830.1	
ENSG00000258864	ENSG00000258864.1	
ENSG00000258881	ENSG00000258881.6	
ENSG00000258973	ENSG00000258973.1	
ENSG00000258984	ENSG00000258984.5	UBE2F-SCLY
ENSG00000258989	ENSG00000258989.1	
ENSG00000259024	ENSG00000259024.6	TVP23C-CDRT4
ENSG00000259060	ENSG00000259060.7	
ENSG00000259066	ENSG00000259066.5	
ENSG00000259075	ENSG00000259075.6	POC1B-GALNT4
ENSG00000259112	ENSG00000259112.2	NDUFC2-KCTD14
ENSG00000259132	ENSG00000259132.1	
ENSG00000259164	ENSG00000259164.1	
ENSG00000259171	ENSG00000259171.1	
ENSG00000259224	ENSG00000259224.2	SLC35G6
ENSG00000259305	ENSG00000259305.6	ZHX1-C8orf76
ENSG00000259332	ENSG00000259332.3	ST20-MTHFS
ENSG00000259371	ENSG00000259371.2	
ENSG00000259399	ENSG00000259399.1	TGIF2-RAB5IF
ENSG00000259490	ENSG00000259490.2	IGHV3OR15-7
ENSG00000259522	ENSG00000259522.3	
ENSG00000259680	ENSG00000259680.5	IGHV3OR16-17
ENSG00000259753	ENSG00000259753.1	
ENSG00000259900	ENSG00000259900.5	
ENSG00000259916	ENSG00000259916.1	
ENSG00000260092	ENSG00000260092.1	
ENSG00000260170	ENSG00000260170.1	
ENSG00000260234	ENSG00000260234.5	
ENSG00000260238	ENSG00000260238.6	PMF1-BGLAP
ENSG00000260272	ENSG00000260272.1	
ENSG00000260342	ENSG00000260342.2	
ENSG00000260371	ENSG00000260371.1	
ENSG00000260458	ENSG00000260458.3	KCNJ18
ENSG00000260537	ENSG00000260537.2	
ENSG00000260596	ENSG00000260596.5	DUX4
ENSG00000260643	ENSG00000260643.2	
ENSG00000260729	ENSG00000260729.1	
ENSG00000260802	ENSG00000260802.1	SERTM2
ENSG00000260861	ENSG00000260861.6	
ENSG00000260914	ENSG00000260914.3	
ENSG00000261130	ENSG00000261130.5	
ENSG00000261147	ENSG00000261147.1	
ENSG00000261272	ENSG00000261272.1	MUC22
ENSG00000261582	ENSG00000261582.1	
ENSG00000261587	ENSG00000261587.2	TMEM249
ENSG00000261717	ENSG00000261717.5	
ENSG00000261732	ENSG00000261732.1	
ENSG00000261740	ENSG00000261740.6	BOLA2-SMG1P6
ENSG00000261796	ENSG00000261796.1	ISY1-RAB43
ENSG00000261832	ENSG00000261832.6	
ENSG00000261884	ENSG00000261884.2	
ENSG00000261915	ENSG00000261915.6	
ENSG00000262302	ENSG00000262302.1	
ENSG00000262304	ENSG00000262304.2	
ENSG00000262481	ENSG00000262481.5	TMEM256-PLSCR3
ENSG00000262560	ENSG00000262560.1	
ENSG00000262628	ENSG00000262628.1	OR1D5
ENSG00000262633	ENSG00000262633.2	
ENSG00000262660	ENSG00000262660.1	
ENSG00000263020	ENSG00000263020.6	
ENSG00000263201	ENSG00000263201.1	DPEP2NB
ENSG00000263429	ENSG00000263429.3	TMEM238L
ENSG00000263715	ENSG00000263715.7	LINC02210-CRHR1
ENSG00000263809	ENSG00000263809.1	
ENSG00000264187	ENSG00000264187.1	
ENSG00000264717	ENSG00000264717.5	NPY4R2
ENSG00000264813	ENSG00000264813.6	
ENSG00000265118	ENSG00000265118.5	
ENSG00000265303	ENSG00000265303.1	
ENSG00000265690	ENSG00000265690.7	
ENSG00000265818	ENSG00000265818.1	EEF1E1-BLOC1S5
ENSG00000266200	ENSG00000266200.6	PNLIPRP2
ENSG00000266302	ENSG00000266302.6	
ENSG00000266826	ENSG00000266826.2	IGBP1P2
ENSG00000266953	ENSG00000266953.6	
ENSG00000267001	ENSG00000267001.1	
ENSG00000267059	ENSG00000267059.2	
ENSG00000267110	ENSG00000267110.1	
ENSG00000267120	ENSG00000267120.3	
ENSG00000267127	ENSG00000267127.7	
ENSG00000267157	ENSG00000267157.1	
ENSG00000267168	ENSG00000267168.1	
ENSG00000267173	ENSG00000267173.1	
ENSG00000267179	ENSG00000267179.1	
ENSG00000267216	ENSG00000267216.1	ZNF8-ERVK3-1
ENSG00000267228	ENSG00000267228.7	
ENSG00000267261	ENSG00000267261.5	
ENSG00000267303	ENSG00000267303.1	
ENSG00000267314	ENSG00000267314.1	
ENSG00000267335	ENSG00000267335.2	
ENSG00000267368	ENSG00000267368.1	UPK3BL1
ENSG00000267426	ENSG00000267426.5	
ENSG00000267477	ENSG00000267477.1	
ENSG00000267552	ENSG00000267552.6	
ENSG00000267561	ENSG00000267561.2	
ENSG00000267618	ENSG00000267618.5	
ENSG00000267645	ENSG00000267645.5	
ENSG00000267673	ENSG00000267673.6	FDX2
ENSG00000267699	ENSG00000267699.2	
ENSG00000267706	ENSG00000267706.3	
ENSG00000267740	ENSG00000267740.5	
ENSG00000267748	ENSG00000267748.4	
ENSG00000267952	ENSG00000267952.1	
ENSG00000268083	ENSG00000268083.5	
ENSG00000268133	ENSG00000268133.1	
ENSG00000268163	ENSG00000268163.1	
ENSG00000268173	ENSG00000268173.3	
ENSG00000268193	ENSG00000268193.5	
ENSG00000268279	ENSG00000268279.4	
ENSG00000268361	ENSG00000268361.1	
ENSG00000268434	ENSG00000268434.5	
ENSG00000268790	ENSG00000268790.5	
ENSG00000268870	ENSG00000268870.1	
ENSG00000269026	ENSG00000269026.2	
ENSG00000269035	ENSG00000269035.1	
ENSG00000269095	ENSG00000269095.1	
ENSG00000269179	ENSG00000269179.1	
ENSG00000269226	ENSG00000269226.7	TMSB15B
ENSG00000269237	ENSG00000269237.1	
ENSG00000269242	ENSG00000269242.1	
ENSG00000269307	ENSG00000269307.1	
ENSG00000269313	ENSG00000269313.5	MAGIX
ENSG00000269403	ENSG00000269403.1	
ENSG00000269433	ENSG00000269433.3	OPN1MW3
ENSG00000269469	ENSG00000269469.1	
ENSG00000269533	ENSG00000269533.5	
ENSG00000269547	ENSG00000269547.1	
ENSG00000269590	ENSG00000269590.1	
ENSG00000269711	ENSG00000269711.1	
ENSG00000269720	ENSG00000269720.2	CCDC194
ENSG00000269741	ENSG00000269741.5	
ENSG00000269891	ENSG00000269891.2	ARHGAP19-SLIT1
ENSG00000269897	ENSG00000269897.5	COMMD3-BMI1
ENSG00000269955	ENSG00000269955.2	FMC1-LUC7L2
ENSG00000270099	ENSG00000270099.1	
ENSG00000270149	ENSG00000270149.5	
ENSG00000270276	ENSG00000270276.2	H4C15
ENSG00000270316	ENSG00000270316.1	BORCS7-ASMT
ENSG00000270467	ENSG00000270467.1	IGHV3OR16-12
ENSG00000270505	ENSG00000270505.1	IGHV1OR15-1
ENSG00000270550	ENSG00000270550.1	IGHV3-30
ENSG00000270617	ENSG00000270617.1	URGCP-MRPS24
ENSG00000270757	ENSG00000270757.1	HSPE1-MOB4
ENSG00000270882	ENSG00000270882.2	H4C14
ENSG00000271079	ENSG00000271079.1	CTAGE15
ENSG00000271092	ENSG00000271092.5	TLCD4-RWDD3
ENSG00000271130	ENSG00000271130.1	IGHV3OR16-8
ENSG00000271178	ENSG00000271178.1	IGHV3OR16-13
ENSG00000271321	ENSG00000271321.1	CTAGE6
ENSG00000271698	ENSG00000271698.1	
ENSG00000271723	ENSG00000271723.5	MROH7-TTC4
ENSG00000271741	ENSG00000271741.1	
ENSG00000271949	ENSG00000271949.1	
ENSG00000272162	ENSG00000272162.1	
ENSG00000272196	ENSG00000272196.2	H2AC19
ENSG00000272297	ENSG00000272297.2	
ENSG00000272305	ENSG00000272305.5	
ENSG00000272410	ENSG00000272410.5	
ENSG00000272442	ENSG00000272442.2	
ENSG00000272741	ENSG00000272741.1	
ENSG00000272772	ENSG00000272772.1	
ENSG00000272804	ENSG00000272804.3	KRTAP10-7
ENSG00000272897	ENSG00000272897.5	
ENSG00000272916	ENSG00000272916.5	
ENSG00000273003	ENSG00000273003.1	ARL2-SNX15
ENSG00000273025	ENSG00000273025.1	
ENSG00000273047	ENSG00000273047.1	
ENSG00000273154	ENSG00000273154.3	
ENSG00000273155	ENSG00000273155.1	
ENSG00000273167	ENSG00000273167.1	
ENSG00000273171	ENSG00000273171.1	
ENSG00000273173	ENSG00000273173.5	SNURF
ENSG00000273217	ENSG00000273217.1	
ENSG00000273259	ENSG00000273259.3	
ENSG00000273294	ENSG00000273294.1	C1QTNF3-AMACR
ENSG00000273331	ENSG00000273331.1	TM4SF19-DYNLT2B
ENSG00000273398	ENSG00000273398.6	
ENSG00000274049	ENSG00000274049.4	INO80B-WBP1
ENSG00000274180	ENSG00000274180.1	NATD1
ENSG00000274252	ENSG00000274252.1	GGTLC3
ENSG00000274276	ENSG00000274276.4	CBSL
ENSG00000274386	ENSG00000274386.5	TMEM269
ENSG00000274443	ENSG00000274443.4	C8orf89
ENSG00000274529	ENSG00000274529.5	SEBOX
ENSG00000274600	ENSG00000274600.1	RIMBP3B
ENSG00000274749	ENSG00000274749.1	KRTAP7-1
ENSG00000274752	ENSG00000274752.1	TRBV12-3
ENSG00000274810	ENSG00000274810.4	NPHP3-ACAD11
ENSG00000274944	ENSG00000274944.4	
ENSG00000275158	ENSG00000275158.1	TRBV12-5
ENSG00000275163	ENSG00000275163.1	
ENSG00000275243	ENSG00000275243.1	TRBV16
ENSG00000275572	ENSG00000275572.1	GRIFIN
ENSG00000275674	ENSG00000275674.1	
ENSG00000275688	ENSG00000275688.4	CCL15-CCL14
ENSG00000275713	ENSG00000275713.2	H2BC9
ENSG00000275740	ENSG00000275740.1	
ENSG00000275743	ENSG00000275743.1	TRBV14
ENSG00000275793	ENSG00000275793.1	RIMBP3
ENSG00000275969	ENSG00000275969.2	SPATA31A3
ENSG00000276040	ENSG00000276040.4	SPATA31A7
ENSG00000276085	ENSG00000276085.1	CCL3L1
ENSG00000276119	ENSG00000276119.1	OR13C2
ENSG00000276180	ENSG00000276180.1	H4C9
ENSG00000276302	ENSG00000276302.1	
ENSG00000276380	ENSG00000276380.2	UBE2NL
ENSG00000276405	ENSG00000276405.1	TRBV13
ENSG00000276418	ENSG00000276418.5	
ENSG00000276490	ENSG00000276490.1	
ENSG00000276557	ENSG00000276557.1	TRBV18
ENSG00000276566	ENSG00000276566.1	IGKV1D-13
ENSG00000276597	ENSG00000276597.1	TRBV11-3
ENSG00000276747	ENSG00000276747.1	PADI6
ENSG00000276819	ENSG00000276819.1	TRBV15
ENSG00000276950	ENSG00000276950.5	GSTT4
ENSG00000276953	ENSG00000276953.1	TRBV12-4
ENSG00000276966	ENSG00000276966.2	H4C5
ENSG00000277075	ENSG00000277075.2	H2AC8
ENSG00000277224	ENSG00000277224.2	H2BC7
ENSG00000277277	ENSG00000277277.3	FAM243B
ENSG00000277282	ENSG00000277282.1	IGHV1OR21-1
ENSG00000277556	ENSG00000277556.1	OR13C5
ENSG00000277745	ENSG00000277745.1	H2AB3
ENSG00000277880	ENSG00000277880.1	TRBV17
ENSG00000277957	ENSG00000277957.1	SENP3-EIF4A1
ENSG00000278030	ENSG00000278030.1	TRBV7-9
ENSG00000278057	ENSG00000278057.4	TEX28
ENSG00000278196	ENSG00000278196.3	IGLV2-8
ENSG00000278685	ENSG00000278685.4	IQCA1L
ENSG00000278828	ENSG00000278828.1	H3C10
ENSG00000278857	ENSG00000278857.1	IGKV1D-12
ENSG00000278870	ENSG00000278870.2	OR51G1
ENSG00000278889	ENSG00000278889.4	OR2S2
ENSG00000279012	ENSG00000279012.2	OR51B2
ENSG00000279111	ENSG00000279111.2	OR10X1
ENSG00000279395	ENSG00000279395.3	OR5L1
ENSG00000279493	ENSG00000279493.1	
ENSG00000279686	ENSG00000279686.1	
ENSG00000279761	ENSG00000279761.2	OR5D13
ENSG00000279961	ENSG00000279961.2	OR8U3
ENSG00000280094	ENSG00000280094.2	OR1B1
ENSG00000280148	ENSG00000280148.1	
ENSG00000280165	ENSG00000280165.1	PCDH20
ENSG00000280411	ENSG00000280411.1	IGHV1-69D
ENSG00000280537	ENSG00000280537.2	
ENSG00000280893	ENSG00000280893.1	
ENSG00000280987	ENSG00000280987.4	MATR3
ENSG00000281039	ENSG00000281039.1	
ENSG00000281179	ENSG00000281179.1	
ENSG00000281348	ENSG00000281348.1	
ENSG00000281883	ENSG00000281883.1	
ENSG00000281887	ENSG00000281887.3	GIMAP1-GIMAP5
ENSG00000281990	ENSG00000281990.1	IGHV1-69-2
ENSG00000282034	ENSG00000282034.1	
ENSG00000282122	ENSG00000282122.1	IGHV7-4-1
ENSG00000282218	ENSG00000282218.1	
ENSG00000282246	ENSG00000282246.1	
ENSG00000282278	ENSG00000282278.1	
ENSG00000282639	ENSG00000282639.1	IGHV3-64D
ENSG00000282651	ENSG00000282651.2	IGHV5-10-1
ENSG00000282804	ENSG00000282804.1	
ENSG00000282815	ENSG00000282815.1	TEX13C
ENSG00000282939	ENSG00000282939.1	TRBV7-2
ENSG00000283093	ENSG00000283093.1	CENPVL2
ENSG00000283149	ENSG00000283149.1	
ENSG00000283154	ENSG00000283154.2	IQCJ-SCHIP1
ENSG00000283189	ENSG00000283189.2	
ENSG00000283228	ENSG00000283228.1	
ENSG00000283239	ENSG00000283239.1	KBTBD11-OT1
ENSG00000283321	ENSG00000283321.1	
ENSG00000283496	ENSG00000283496.1	ZNF511-PRAP1
ENSG00000283516	ENSG00000283516.1	LITAFD
ENSG00000283526	ENSG00000283526.1	PRRT1B
ENSG00000283528	ENSG00000283528.2	TCAF2C
ENSG00000283563	ENSG00000283563.1	
ENSG00000283586	ENSG00000283586.1	GKN3P
ENSG00000283599	ENSG00000283599.2	
ENSG00000283663	ENSG00000283663.1	
ENSG00000283765	ENSG00000283765.1	
ENSG00000283809	ENSG00000283809.1	
ENSG00000283900	ENSG00000283900.1	TPTEP2-CSNK1E
ENSG00000283930	ENSG00000283930.1	PLD5P1
ENSG00000283977	ENSG00000283977.1	
ENSG00000284057	ENSG00000284057.1	
ENSG00000284292	ENSG00000284292.1	
ENSG00000284299	ENSG00000284299.1	
ENSG00000284341	ENSG00000284341.1	
ENSG00000284393	ENSG00000284393.1	
ENSG00000284431	ENSG00000284431.1	
ENSG00000284505	ENSG00000284505.1	LYNX1-SLURP2
ENSG00000284512	ENSG00000284512.1	
