Orthogroup	ursAme.longCDS.prots	ailMel.longCDS.prots
OG0007339	transcript_ENSUAMT00000029952	rna-XM_034647948.1
OG0007340	transcript_ENSUAMT00000038312	rna-XM_034648121.1
OG0007341	transcript_ENSUAMT00000011117	rna-XM_002915435.4
OG0007342	transcript_ENSUAMT00000034239	rna-XM_034648263.1
OG0007343	transcript_ENSUAMT00000013536	rna-XM_002915423.1
OG0007344	transcript_ENSUAMT00000033893	rna-XM_002915422.4
OG0007345	transcript_ENSUAMT00000033909	rna-XM_002915421.4
OG0007346	transcript_ENSUAMT00000008623	rna-XM_034648265.1
OG0007347	transcript_ENSUAMT00000027153	rna-XM_002915419.4
OG0007348	transcript_ENSUAMT00000027154	rna-XM_019795509.2
OG0007349	transcript_ENSUAMT00000027280	rna-XM_002915418.4
OG0007350	transcript_ENSUAMT00000023340	rna-XM_011219986.3
OG0007351	transcript_ENSUAMT00000023093	rna-XM_034648266.1
OG0007352	transcript_ENSUAMT00000003338	rna-XM_034648083.1
OG0007353	transcript_ENSUAMT00000010183	rna-XM_034648052.1
OG0007354	transcript_ENSUAMT00000010190	rna-XM_011229565.3
OG0007355	transcript_ENSUAMT00000010191	rna-XM_011229566.3
OG0007356	transcript_ENSUAMT00000010193	rna-XM_019803470.1
OG0007357	transcript_ENSUAMT00000027680	rna-XM_034647809.1
OG0007358	transcript_ENSUAMT00000038680	rna-XM_002922955.4
OG0007359	transcript_ENSUAMT00000024021	rna-XM_034648292.1
OG0007360	transcript_ENSUAMT00000004324	rna-XM_034648297.1
OG0007361	transcript_ENSUAMT00000009047	rna-XM_002923073.4
OG0007362	transcript_ENSUAMT00000025211	rna-XM_034648128.1
OG0007363	transcript_ENSUAMT00000018204	rna-XM_011224576.3
OG0007364	transcript_ENSUAMT00000005647	rna-XM_011224581.3
OG0007365	transcript_ENSUAMT00000018853	rna-XM_034648268.1
OG0007366	transcript_ENSUAMT00000018843	rna-XM_034648290.1
OG0007367	transcript_ENSUAMT00000018840	rna-XM_034648046.1
OG0007368	transcript_ENSUAMT00000015206	rna-XM_034648298.1
OG0007369	transcript_ENSUAMT00000002898	rna-XM_019806667.1
OG0007370	transcript_ENSUAMT00000016714	rna-XM_034648154.1
OG0007371	transcript_ENSUAMT00000034392	rna-XM_034648271.1
OG0007372	transcript_ENSUAMT00000029421	rna-XM_034647929.1
OG0007373	transcript_ENSUAMT00000003660	rna-XM_034647823.1
OG0007374	transcript_ENSUAMT00000022045	rna-XM_034648273.1
OG0007375	transcript_ENSUAMT00000018284	rna-XM_019796792.2
OG0007377	transcript_ENSUAMT00000018143	rna-XM_011221495.2
OG0007378	transcript_ENSUAMT00000018129	rna-XM_019796787.2
OG0007379	transcript_ENSUAMT00000007862	rna-XM_034648131.1
OG0007380	transcript_ENSUAMT00000007873	rna-XM_002916574.4
OG0007381	transcript_ENSUAMT00000007880	rna-XM_034648049.1
OG0007382	transcript_ENSUAMT00000035763	rna-XM_034647820.1
OG0007383	transcript_ENSUAMT00000035502	rna-XM_019806204.2
OG0007384	transcript_ENSUAMT00000026992	rna-XM_011232634.3
OG0007385	transcript_ENSUAMT00000041623	rna-XM_034648243.1
OG0007386	transcript_ENSUAMT00000041629	rna-XM_019804526.2
OG0007387	transcript_ENSUAMT00000041637	rna-XM_002923921.4
OG0007388	transcript_ENSUAMT00000014905	rna-XM_002926840.4
OG0007389	transcript_ENSUAMT00000001803	rna-XM_034648279.1
OG0007390	transcript_ENSUAMT00000010693	rna-XM_034648055.1
OG0007391	transcript_ENSUAMT00000010077	rna-XM_002916296.4
OG0007392	transcript_ENSUAMT00000010066	rna-XM_034648091.1
OG0007393	transcript_ENSUAMT00000010032	rna-XM_002916298.4
OG0007394	transcript_ENSUAMT00000021564	rna-XM_011221106.3
OG0007395	transcript_ENSUAMT00000032103	rna-XM_011221108.3
OG0007396	transcript_ENSUAMT00000015219	rna-XM_002916300.4
OG0007397	transcript_ENSUAMT00000015215	rna-XM_034647910.1
OG0007398	transcript_ENSUAMT00000018630	rna-XM_034648284.1
OG0007399	transcript_ENSUAMT00000018628	rna-XM_002925225.4
OG0007400	transcript_ENSUAMT00000015638	rna-XM_034648063.1
OG0007401	transcript_ENSUAMT00000000063	rna-XM_034648188.1
OG0007402	transcript_ENSUAMT00000020510	rna-XM_034648220.1
OG0007403	transcript_ENSUAMT00000023774	rna-XM_034647996.1
OG0007404	transcript_ENSUAMT00000023772	rna-XM_034647988.1
OG0007405	transcript_ENSUAMT00000023758	rna-XM_034648286.1
OG0007406	transcript_ENSUAMT00000015361	rna-XM_002923172.4
OG0007407	transcript_ENSUAMT00000015015	rna-XM_002923170.4
OG0007408	transcript_ENSUAMT00000031340	rna-XM_034653175.1
OG0007409	transcript_ENSUAMT00000016041	rna-XM_002929473.3
OG0007410	transcript_ENSUAMT00000022575	rna-XM_034657322.1
OG0007411	transcript_ENSUAMT00000022568	rna-XM_019804068.2
OG0007412	transcript_ENSUAMT00000022566	rna-XM_019804114.1
OG0007413	transcript_ENSUAMT00000013668	rna-XM_034657327.1
OG0007414	transcript_ENSUAMT00000010625	rna-XM_002923524.1
OG0007415	transcript_ENSUAMT00000005182	rna-XM_019804077.2
OG0007416	transcript_ENSUAMT00000010616	rna-XM_002923525.4
OG0007417	transcript_ENSUAMT00000010608	rna-XM_034659993.1
OG0007418	transcript_ENSUAMT00000028112	rna-XM_011230199.2
OG0007419	transcript_ENSUAMT00000028116	rna-XM_034657337.1
OG0007420	transcript_ENSUAMT00000028118	rna-XM_034659996.1
OG0007421	transcript_ENSUAMT00000028147	rna-XM_011230201.3
OG0007422	transcript_ENSUAMT00000026691	rna-XM_034657342.1
OG0007423	transcript_ENSUAMT00000026693	rna-XM_034657222.1
OG0007424	transcript_ENSUAMT00000007412	rna-XM_011230202.3
OG0007425	transcript_ENSUAMT00000007465	rna-XM_034657355.1
OG0007426	transcript_ENSUAMT00000007470	rna-XM_034657354.1
OG0007427	transcript_ENSUAMT00000007478	rna-XM_034657353.1
OG0007428	transcript_ENSUAMT00000007483	rna-XM_002923508.4
OG0007429	transcript_ENSUAMT00000007501	rna-XM_034657356.1
OG0007430	transcript_ENSUAMT00000007512	rna-XM_034657362.1
OG0007431	transcript_ENSUAMT00000012568	rna-XM_034657357.1
OG0007432	transcript_ENSUAMT00000012596	rna-XM_019804088.2
OG0007433	transcript_ENSUAMT00000012344	rna-XM_034659999.1
OG0007434	transcript_ENSUAMT00000002152	rna-XM_019804080.2
OG0007435	transcript_ENSUAMT00000020679	rna-XM_002923512.4
OG0007436	transcript_ENSUAMT00000020681	rna-XM_034657370.1
OG0007437	transcript_ENSUAMT00000020706	rna-XM_034657373.1
OG0007438	transcript_ENSUAMT00000020712	rna-XM_002923515.3
OG0007439	transcript_ENSUAMT00000020716	rna-XM_011230249.3
OG0007440	transcript_ENSUAMT00000020752	rna-XM_034657383.1
OG0007441	transcript_ENSUAMT00000020755	rna-XM_002923517.4
OG0007442	transcript_ENSUAMT00000020762	rna-XM_034657384.1
OG0007443	transcript_ENSUAMT00000020769	rna-XM_019804095.2
OG0007444	transcript_ENSUAMT00000020779	rna-XM_034657392.1
OG0007445	transcript_ENSUAMT00000006846	rna-XM_034660003.1
OG0007446	transcript_ENSUAMT00000006114	rna-XM_034657408.1
OG0007447	transcript_ENSUAMT00000012652	rna-XM_011233184.3
OG0007448	transcript_ENSUAMT00000039284	rna-XM_034657415.1
OG0007449	transcript_ENSUAMT00000039159	rna-XM_019806611.2
OG0007450	transcript_ENSUAMT00000001221	rna-XM_034657427.1
OG0007451	transcript_ENSUAMT00000001194	rna-XM_002925911.4
OG0007452	transcript_ENSUAMT00000001059	rna-XM_034657428.1
OG0007453	transcript_ENSUAMT00000001054	rna-XM_034657429.1
OG0007454	transcript_ENSUAMT00000001043	rna-XM_034660007.1
OG0007455	transcript_ENSUAMT00000018622	rna-XM_002925899.4
OG0007456	transcript_ENSUAMT00000018620	rna-XM_019806618.2
OG0007457	transcript_ENSUAMT00000015942	rna-XM_034657457.1
OG0007458	transcript_ENSUAMT00000039875	rna-XM_034657469.1
OG0007459	transcript_ENSUAMT00000039878	rna-XM_034657467.1
OG0007460	transcript_ENSUAMT00000039890	rna-XM_034657475.1
OG0007461	transcript_ENSUAMT00000039903	rna-XM_034657482.1
OG0007462	transcript_ENSUAMT00000024481	rna-XM_002923572.4
OG0007463	transcript_ENSUAMT00000024490	rna-XM_002923574.4
OG0007464	transcript_ENSUAMT00000024495	rna-XM_011230295.3
OG0007465	transcript_ENSUAMT00000024448	rna-XM_034657493.1
OG0007466	transcript_ENSUAMT00000031187	rna-XM_034657497.1
OG0007467	transcript_ENSUAMT00000031170	rna-XM_034657503.1
OG0007468	transcript_ENSUAMT00000031166	rna-XM_002923560.4
OG0007469	transcript_ENSUAMT00000031163	rna-XM_034657506.1
OG0007470	transcript_ENSUAMT00000034794	rna-XM_034657513.1
OG0007471	transcript_ENSUAMT00000032414	rna-XM_034657525.1
OG0007472	transcript_ENSUAMT00000027484	rna-XM_034657531.1
OG0007473	transcript_ENSUAMT00000027486	rna-XM_002928459.4
OG0007474	transcript_ENSUAMT00000027488	rna-XM_019809231.2
OG0007475	transcript_ENSUAMT00000027489	rna-XM_002928470.4
OG0007476	transcript_ENSUAMT00000027492	rna-XM_034657536.1
OG0007477	transcript_ENSUAMT00000027482	rna-XM_034657539.1
OG0007478	transcript_ENSUAMT00000027467	rna-XM_034660013.1
OG0007479	transcript_ENSUAMT00000027478	rna-XM_034657319.1
OG0007480	transcript_ENSUAMT00000027447	rna-XM_034657542.1
OG0007481	transcript_ENSUAMT00000027439	rna-XM_034657543.1
OG0007482	transcript_ENSUAMT00000027437	rna-XM_034657544.1
OG0007483	transcript_ENSUAMT00000027434	rna-XM_034657546.1
OG0007484	transcript_ENSUAMT00000027430	rna-XM_034657547.1
OG0007485	transcript_ENSUAMT00000027429	rna-XM_002928454.4
OG0007486	transcript_ENSUAMT00000027425	rna-XM_019809232.2
OG0007487	transcript_ENSUAMT00000036764	rna-XM_034657553.1
OG0007488	transcript_ENSUAMT00000020775	rna-XM_002929369.3
OG0007489	transcript_ENSUAMT00000020774	rna-XM_034660014.1
OG0007490	transcript_ENSUAMT00000020770	rna-XM_034657560.1
OG0007491	transcript_ENSUAMT00000020768	rna-XM_011237400.3
OG0007492	transcript_ENSUAMT00000020763	rna-XM_034657566.1
OG0007493	transcript_ENSUAMT00000021329	rna-XM_034657572.1
OG0007494	transcript_ENSUAMT00000001458, transcript_ENSUAMT00000036049	rna-XM_011235426.3
OG0007495	transcript_ENSUAMT00000035766	rna-XM_002927747.4
OG0007496	transcript_ENSUAMT00000035760	rna-XM_034660017.1
OG0007497	transcript_ENSUAMT00000035759	rna-XM_011235423.3
OG0007498	transcript_ENSUAMT00000035758	rna-XM_034657593.1
OG0007499	transcript_ENSUAMT00000036052	rna-XM_034660018.1
OG0007500	transcript_ENSUAMT00000032898	rna-XM_034657596.1
OG0007501	transcript_ENSUAMT00000032902	rna-XM_034657606.1
OG0007502	transcript_ENSUAMT00000001174	rna-XM_011235438.3
OG0007503	transcript_ENSUAMT00000038778	rna-XM_002927760.4
OG0007504	transcript_ENSUAMT00000038777	rna-XM_034657614.1
OG0007505	transcript_ENSUAMT00000038775	rna-XM_002927762.4
OG0007506	transcript_ENSUAMT00000038771	rna-XM_034657616.1
OG0007507	transcript_ENSUAMT00000033536	rna-XM_034660021.1
OG0007508	transcript_ENSUAMT00000033537	rna-XM_002927763.4
OG0007509	transcript_ENSUAMT00000033539	rna-XM_011235455.3
OG0007510	transcript_ENSUAMT00000033547	rna-XM_019808515.2
OG0007511	transcript_ENSUAMT00000033550	rna-XM_002927764.4
OG0007512	transcript_ENSUAMT00000034944	rna-XM_002927766.4
OG0007513	transcript_ENSUAMT00000035097	rna-XM_034660023.1
OG0007514	transcript_ENSUAMT00000035105	rna-XM_034657634.1
OG0007515	transcript_ENSUAMT00000035113	rna-XM_034657630.1
OG0007516	transcript_ENSUAMT00000035147	rna-XM_034657627.1
OG0007517	transcript_ENSUAMT00000004985	rna-XM_034657637.1
OG0007518	transcript_ENSUAMT00000005026	rna-XM_002928358.2
OG0007519	transcript_ENSUAMT00000007335	rna-XM_034660025.1
OG0007520	transcript_ENSUAMT00000008685	rna-XM_034657655.1
OG0007521	transcript_ENSUAMT00000008721	rna-XM_034657663.1
OG0007522	transcript_ENSUAMT00000008754	rna-XM_002928355.4
OG0007523	transcript_ENSUAMT00000032327	rna-XM_034657651.1
OG0007524	transcript_ENSUAMT00000032324	rna-XM_002928360.4
OG0007525	transcript_ENSUAMT00000032323	rna-XM_034657672.1
OG0007526	transcript_ENSUAMT00000032308	rna-XM_019802482.2
OG0007527	transcript_ENSUAMT00000032307	rna-XM_002921911.4
OG0007528	transcript_ENSUAMT00000032251	rna-XM_002921939.4
OG0007529	transcript_ENSUAMT00000031056	rna-XM_034657692.1
OG0007530	transcript_ENSUAMT00000031051	rna-XM_034657677.1
OG0007531	transcript_ENSUAMT00000031050	rna-XM_034657675.1
OG0007532	transcript_ENSUAMT00000011757	rna-XM_002921906.4
OG0007533	transcript_ENSUAMT00000001707	rna-XM_011228325.3
OG0007534	transcript_ENSUAMT00000027208	rna-XM_002921904.4
OG0007535	transcript_ENSUAMT00000027211	rna-XM_034657696.1
OG0007536	transcript_ENSUAMT00000027215	rna-XM_002921902.4
OG0007537	transcript_ENSUAMT00000027217	rna-XM_002921901.4
OG0007538	transcript_ENSUAMT00000027219	rna-XM_034657706.1
OG0007539	transcript_ENSUAMT00000027260	rna-XM_034657698.1
OG0007540	transcript_ENSUAMT00000027265	rna-XM_034657703.1
OG0007541	transcript_ENSUAMT00000027270	rna-XM_034657711.1
OG0007542	transcript_ENSUAMT00000030860	rna-XM_034657720.1
OG0007543	transcript_ENSUAMT00000020425	rna-XM_019802486.2
OG0007544	transcript_ENSUAMT00000023330	rna-XM_002921892.3
OG0007545	transcript_ENSUAMT00000026762	rna-XM_002921386.4
OG0007546	transcript_ENSUAMT00000026759	rna-XM_034657736.1
OG0007547	transcript_ENSUAMT00000026754	rna-XM_034657739.1
OG0007548	transcript_ENSUAMT00000026640	rna-XM_002921383.4
OG0007549	transcript_ENSUAMT00000009723	rna-XM_034657741.1
OG0007550	transcript_ENSUAMT00000009710	rna-XM_019801936.2
OG0007551	transcript_ENSUAMT00000009563	rna-XM_011227659.3
OG0007552	transcript_ENSUAMT00000029345	rna-XM_011227658.3
OG0007553	transcript_ENSUAMT00000029343	rna-XM_034657754.1
OG0007554	transcript_ENSUAMT00000029342	rna-XM_019801930.2
OG0007555	transcript_ENSUAMT00000029341	rna-XM_034657756.1
OG0007556	transcript_ENSUAMT00000029337	rna-XM_034657748.1
OG0007557	transcript_ENSUAMT00000029336	rna-XM_019801887.2
OG0007558	transcript_ENSUAMT00000029333	rna-XM_034657761.1
OG0007559	transcript_ENSUAMT00000028884	rna-XM_011227650.3
OG0007560	transcript_ENSUAMT00000026621	rna-XM_002921372.4
OG0007561	transcript_ENSUAMT00000026575	rna-XM_034657769.1
OG0007562	transcript_ENSUAMT00000026572	rna-XM_034657773.1
OG0007563	transcript_ENSUAMT00000026566	rna-XM_011227646.3
OG0007564	transcript_ENSUAMT00000026559	rna-XM_011227645.2
OG0007565	transcript_ENSUAMT00000026153	rna-XM_034657779.1
OG0007566	transcript_ENSUAMT00000032359	rna-XM_002921361.4
OG0007567	transcript_ENSUAMT00000032356	rna-XM_019801911.2
OG0007568	transcript_ENSUAMT00000007562	rna-XM_011227634.3
OG0007569	transcript_ENSUAMT00000007558	rna-XM_002921359.4
OG0007570	transcript_ENSUAMT00000022022	rna-XM_034657798.1
OG0007571	transcript_ENSUAMT00000016466	rna-XM_002921356.4
OG0007572	transcript_ENSUAMT00000019352	rna-XM_034657800.1
OG0007573	transcript_ENSUAMT00000019345	rna-XM_019801905.2
OG0007574	transcript_ENSUAMT00000039656	rna-XM_034660034.1
OG0007575	transcript_ENSUAMT00000039653	rna-XM_002921352.4
OG0007576	transcript_ENSUAMT00000039648	rna-XM_002921348.3
OG0007577	transcript_ENSUAMT00000039647	rna-XM_002921347.4
OG0007578	transcript_ENSUAMT00000039641	rna-XM_034660035.1
OG0007579	transcript_ENSUAMT00000039633	rna-XM_034657816.1
OG0007580	transcript_ENSUAMT00000000692	rna-XM_002930828.4
OG0007581	transcript_ENSUAMT00000000243	rna-XM_002930830.4
OG0007582	transcript_ENSUAMT00000000161	rna-XM_034657825.1
OG0007583	transcript_ENSUAMT00000028154	rna-XM_011227213.3
OG0007584	transcript_ENSUAMT00000028153	rna-XM_002920998.4
OG0007585	transcript_ENSUAMT00000028126	rna-XM_034657842.1
OG0007586	transcript_ENSUAMT00000028121	rna-XM_034657838.1
OG0007587	transcript_ENSUAMT00000028114	rna-XM_019801546.2
OG0007588	transcript_ENSUAMT00000028111	rna-XM_002921001.4
OG0007589	transcript_ENSUAMT00000028110	rna-XM_034657226.1
OG0007590	transcript_ENSUAMT00000014182	rna-XM_002921006.4
OG0007591	transcript_ENSUAMT00000014188	rna-XM_002921008.4
OG0007592	transcript_ENSUAMT00000014196	rna-XM_002921009.4
OG0007593	transcript_ENSUAMT00000014209	rna-XM_034657857.1
OG0007594	transcript_ENSUAMT00000014212	rna-XM_034657859.1
OG0007595	transcript_ENSUAMT00000021793	rna-XM_002920985.1
OG0007596	transcript_ENSUAMT00000033233	rna-XM_002920986.3
OG0007597	transcript_ENSUAMT00000033256	rna-XM_011227225.3
OG0007598	transcript_ENSUAMT00000021808	rna-XM_011227229.3
OG0007599	transcript_ENSUAMT00000021784	rna-XM_002921016.4
OG0007600	transcript_ENSUAMT00000021777	rna-XM_002921017.4
OG0007601	transcript_ENSUAMT00000021775	rna-XM_002921018.4
OG0007602	transcript_ENSUAMT00000008972	rna-XM_011227234.3
OG0007603	transcript_ENSUAMT00000008976	rna-XM_019801567.2
OG0007604	transcript_ENSUAMT00000009454	rna-XM_034657872.1
OG0007605	transcript_ENSUAMT00000009605	rna-XM_034657875.1
OG0007606	transcript_ENSUAMT00000009618	rna-XM_002921020.4
OG0007607	transcript_ENSUAMT00000009631	rna-XM_034657162.1
OG0007608	transcript_ENSUAMT00000009635	rna-XM_034657891.1
OG0007609	transcript_ENSUAMT00000009734	rna-XM_011227236.3
OG0007610	transcript_ENSUAMT00000009765	rna-XM_034657892.1
OG0007611	transcript_ENSUAMT00000009777	rna-XM_011227237.3
OG0007612	transcript_ENSUAMT00000009783	rna-XM_034657163.1
OG0007613	transcript_ENSUAMT00000028616	rna-XM_002920970.4
OG0007614	transcript_ENSUAMT00000024900	rna-XM_002920974.4
OG0007615	transcript_ENSUAMT00000024905	rna-XM_034657907.1
OG0007616	transcript_ENSUAMT00000024907	rna-XM_034657165.1
OG0007617	transcript_ENSUAMT00000040702	rna-XM_002928166.3
OG0007618	transcript_ENSUAMT00000040701	rna-XM_002928165.2
OG0007619	transcript_ENSUAMT00000040700	rna-XM_011236022.2
OG0007620	transcript_ENSUAMT00000040698	rna-XM_034657929.1
OG0007621	transcript_ENSUAMT00000040695	rna-XM_019808962.2
OG0007622	transcript_ENSUAMT00000040786	rna-XM_034657931.1
OG0007623	transcript_ENSUAMT00000040705	rna-XM_034657936.1
OG0007624	transcript_ENSUAMT00000040016	rna-XM_034657934.1
OG0007625	transcript_ENSUAMT00000000864	rna-XM_002928163.4
OG0007626	transcript_ENSUAMT00000000761	rna-XM_034657942.1
OG0007627	transcript_ENSUAMT00000000288	rna-XM_034657943.1
OG0007628	transcript_ENSUAMT00000041493	rna-XM_002928168.4
OG0007629	transcript_ENSUAMT00000024550	rna-XM_002912702.4
OG0007630	transcript_ENSUAMT00000024547	rna-XM_011221758.3
OG0007631	transcript_ENSUAMT00000024542	rna-XM_002912703.4
OG0007632	transcript_ENSUAMT00000024531	rna-XM_002912704.4
OG0007633	transcript_ENSUAMT00000024522, transcript_ENSUAMT00000034512	rna-XM_034657977.1
OG0007634	transcript_ENSUAMT00000026920	rna-XM_034657978.1
OG0007635	transcript_ENSUAMT00000024611	rna-XM_019798279.2
OG0007636	transcript_ENSUAMT00000024595	rna-XM_019797048.2
OG0007637	transcript_ENSUAMT00000024560	rna-XM_002912777.4
OG0007638	transcript_ENSUAMT00000014323	rna-XM_019798057.2
OG0007639	transcript_ENSUAMT00000014320	rna-XM_034657995.1
OG0007640	transcript_ENSUAMT00000014298	rna-XM_034657997.1
OG0007641	transcript_ENSUAMT00000016176	rna-XM_011221896.3
OG0007642	transcript_ENSUAMT00000016171	rna-XM_034658001.1
OG0007643	transcript_ENSUAMT00000016158	rna-XM_011221905.3
OG0007644	transcript_ENSUAMT00000016151	rna-XM_034658003.1
OG0007645	transcript_ENSUAMT00000016142	rna-XM_002912712.4
OG0007646	transcript_ENSUAMT00000016130	rna-XM_002912784.3
OG0007647	transcript_ENSUAMT00000016128	rna-XM_034658011.1
OG0007648	transcript_ENSUAMT00000016124	rna-XM_034658014.1
OG0007649	transcript_ENSUAMT00000016114	rna-XM_034658015.1
OG0007650	transcript_ENSUAMT00000016106	rna-XM_002912715.4
OG0007651	transcript_ENSUAMT00000016100	rna-XM_011221963.3
OG0007652	transcript_ENSUAMT00000002140	rna-XM_034658021.1
OG0007653	transcript_ENSUAMT00000002158	rna-XM_011221969.3
OG0007654	transcript_ENSUAMT00000002167	rna-XM_011221973.3
OG0007655	transcript_ENSUAMT00000001927	rna-XM_034658027.1
OG0007656	transcript_ENSUAMT00000001920	rna-XM_002912719.4
OG0007657	transcript_ENSUAMT00000001902	rna-XM_019798101.2
OG0007658	transcript_ENSUAMT00000001865	rna-XM_019797187.2
OG0007659	transcript_ENSUAMT00000001851	rna-XM_034658030.1
OG0007660	transcript_ENSUAMT00000000353	rna-XM_002912795.4
OG0007661	transcript_ENSUAMT00000026227	rna-XM_034658044.1
OG0007662	transcript_ENSUAMT00000026223	rna-XM_011222075.3
OG0007663	transcript_ENSUAMT00000026210	rna-XM_034658048.1
OG0007664	transcript_ENSUAMT00000026197	rna-XM_011222039.3
OG0007665	transcript_ENSUAMT00000026149	rna-XM_034658049.1
OG0007666	transcript_ENSUAMT00000026148	rna-XM_034658050.1
OG0007667	transcript_ENSUAMT00000019949	rna-XM_002912725.4
OG0007668	transcript_ENSUAMT00000019947	rna-XM_034658058.1
OG0007669	transcript_ENSUAMT00000019270	rna-XM_011223162.2
OG0007670	transcript_ENSUAMT00000040161	rna-XM_011222192.3
OG0007671	transcript_ENSUAMT00000000825	rna-XM_011222215.3
OG0007672	transcript_ENSUAMT00000000749	rna-XM_034658081.1
OG0007673	transcript_ENSUAMT00000022922	rna-XM_034658085.1
OG0007674	transcript_ENSUAMT00000022917	rna-XM_034658088.1
OG0007675	transcript_ENSUAMT00000022909	rna-XM_002912732.4
OG0007676	transcript_ENSUAMT00000040684	rna-XM_002912734.4
OG0007677	transcript_ENSUAMT00000040682	rna-XM_034657199.1
OG0007678	transcript_ENSUAMT00000040681	rna-XM_011223206.2
OG0007679	transcript_ENSUAMT00000040680	rna-XM_002912810.4
OG0007680	transcript_ENSUAMT00000040675	rna-XM_011222304.3
OG0007681	transcript_ENSUAMT00000009472	rna-XM_034658100.1
OG0007682	transcript_ENSUAMT00000009464	rna-XM_002912737.4
OG0007683	transcript_ENSUAMT00000009460	rna-XM_034658101.1
OG0007684	transcript_ENSUAMT00000009448	rna-XM_034658105.1
OG0007685	transcript_ENSUAMT00000000002	rna-XM_034658109.1
OG0007686	transcript_ENSUAMT00000000003	rna-XM_011222401.3
OG0007687	transcript_ENSUAMT00000000009	rna-XM_011222463.3
OG0007688	transcript_ENSUAMT00000000010	rna-XM_019797618.2
OG0007689	transcript_ENSUAMT00000000012	rna-XM_002912744.4
OG0007690	transcript_ENSUAMT00000000013	rna-XM_019797647.2
OG0007691	transcript_ENSUAMT00000000015	rna-XM_034658120.1
OG0007692	transcript_ENSUAMT00000000016	rna-XM_034658121.1
OG0007693	transcript_ENSUAMT00000000766	rna-XM_034658128.1
OG0007694	transcript_ENSUAMT00000000788	rna-XM_002912748.4
OG0007695	transcript_ENSUAMT00000000795	rna-XM_034658136.1
OG0007696	transcript_ENSUAMT00000000852	rna-XM_034658133.1
OG0007697	transcript_ENSUAMT00000001097	rna-XM_019797700.2
OG0007698	transcript_ENSUAMT00000001229	rna-XM_034658149.1
OG0007699	transcript_ENSUAMT00000002336	rna-XM_034658140.1
OG0007700	transcript_ENSUAMT00000002341	rna-XM_034658157.1
OG0007701	transcript_ENSUAMT00000002349	rna-XM_034658163.1
OG0007702	transcript_ENSUAMT00000002415	rna-XM_034658164.1
OG0007703	transcript_ENSUAMT00000002430	rna-XM_034658165.1
OG0007704	transcript_ENSUAMT00000005402	rna-XM_011222637.3
OG0007705	transcript_ENSUAMT00000005404	rna-XM_011222658.3
OG0007706	transcript_ENSUAMT00000005423	rna-XM_034658169.1
OG0007707	transcript_ENSUAMT00000005293	rna-XM_002912754.4
OG0007708	transcript_ENSUAMT00000002511	rna-XM_002912827.4
OG0007709	transcript_ENSUAMT00000002490	rna-XM_034658172.1
OG0007710	transcript_ENSUAMT00000002479	rna-XM_002912755.4
OG0007711	transcript_ENSUAMT00000002469	rna-XM_002912757.4
OG0007712	transcript_ENSUAMT00000002458	rna-XM_002912758.4
OG0007713	transcript_ENSUAMT00000015383	rna-XM_034658176.1
OG0007714	transcript_ENSUAMT00000002450	rna-XM_002912759.4
OG0007715	transcript_ENSUAMT00000015376	rna-XM_011222736.3
OG0007716	transcript_ENSUAMT00000015373	rna-XM_011222757.3
OG0007717	transcript_ENSUAMT00000004290	rna-XM_034658182.1
OG0007718	transcript_ENSUAMT00000000965	rna-XM_011222821.3
OG0007719	transcript_ENSUAMT00000001050	rna-XM_034658190.1
OG0007720	transcript_ENSUAMT00000001128	rna-XM_034658189.1
OG0007721	transcript_ENSUAMT00000019760	rna-XM_034657200.1
OG0007722	transcript_ENSUAMT00000016986	rna-XM_034658193.1
OG0007723	transcript_ENSUAMT00000025791	rna-XM_034658199.1
OG0007724	transcript_ENSUAMT00000037351	rna-XM_034657201.1
OG0007725	transcript_ENSUAMT00000037366	rna-XM_034657203.1
OG0007726	transcript_ENSUAMT00000037345	rna-XM_019797932.2
OG0007727	transcript_ENSUAMT00000037334	rna-XM_002912844.4
OG0007728	transcript_ENSUAMT00000037331	rna-XM_002912769.4
OG0007729	transcript_ENSUAMT00000029936	rna-XM_002912771.4
OG0007730	transcript_ENSUAMT00000029895	rna-XM_011223006.3
OG0007731	transcript_ENSUAMT00000029419	rna-XM_034657205.1
OG0007732	transcript_ENSUAMT00000028660	rna-XM_002912772.4
OG0007733	transcript_ENSUAMT00000016768	rna-XM_019798010.2
OG0007734	transcript_ENSUAMT00000024496	rna-XM_034658236.1
OG0007735	transcript_ENSUAMT00000034226	rna-XM_034658240.1
OG0007736	transcript_ENSUAMT00000034229	rna-XM_002926030.4
OG0007737	transcript_ENSUAMT00000034230	rna-XM_011233383.3
OG0007738	transcript_ENSUAMT00000027281	rna-XM_034658251.1
OG0007739	transcript_ENSUAMT00000027239	rna-XM_011233376.3
OG0007740	transcript_ENSUAMT00000027231	rna-XM_011233371.3
OG0007741	transcript_ENSUAMT00000026591	rna-XM_034658268.1
OG0007742	transcript_ENSUAMT00000026569	rna-XM_002926037.4
OG0007743	transcript_ENSUAMT00000026567	rna-XM_002926036.4
OG0007744	transcript_ENSUAMT00000026530	rna-XM_034658276.1
OG0007745	transcript_ENSUAMT00000025454	rna-XM_002926034.4
OG0007746	transcript_ENSUAMT00000025450	rna-XM_034658282.1
OG0007747	transcript_ENSUAMT00000025448	rna-XM_019801087.2
OG0007748	transcript_ENSUAMT00000025440	rna-XM_002920572.4
