Orthogroup	ursAme.longCDS.prots	ursMar.longCDS.prots
OG0007237	transcript_ENSUAMT00000008472	rna36123
OG0007238	transcript_ENSUAMT00000008482	rna36121
OG0007239	transcript_ENSUAMT00000008518	rna36120
OG0007240	transcript_ENSUAMT00000008523	rna36119
OG0007241	transcript_ENSUAMT00000008569	rna36117
OG0007242	transcript_ENSUAMT00000008575	rna36115
OG0007244	transcript_ENSUAMT00000009184	rna36109
OG0007245	transcript_ENSUAMT00000009187	rna36107
OG0007246	transcript_ENSUAMT00000009188	rna36102
OG0007247	transcript_ENSUAMT00000009192	rna36100
OG0007248	transcript_ENSUAMT00000010675	rna36094
OG0007249	transcript_ENSUAMT00000010658	rna36092
OG0007250	transcript_ENSUAMT00000010647	rna36087
OG0007251	transcript_ENSUAMT00000010642	rna36085
OG0007252	transcript_ENSUAMT00000029726	rna6306
OG0007253	transcript_ENSUAMT00000027469	rna34418
OG0007254	transcript_ENSUAMT00000001067	rna34752
OG0007255	transcript_ENSUAMT00000030747	rna2861
OG0007257	transcript_ENSUAMT00000002348	rna5427
OG0007258	transcript_ENSUAMT00000007922	rna29526
OG0007259	transcript_ENSUAMT00000020896	rna8788
OG0007260	transcript_ENSUAMT00000013405	rna34285
OG0007261	transcript_ENSUAMT00000001940	rna26669
OG0007262	transcript_ENSUAMT00000032540	rna21729
OG0007263	transcript_ENSUAMT00000033674	rna16808
OG0007264	transcript_ENSUAMT00000001591	rna26635
OG0007265	transcript_ENSUAMT00000029867	rna18039
OG0007266	transcript_ENSUAMT00000040646	rna12748
OG0007267	transcript_ENSUAMT00000040643	rna12747
OG0007268	transcript_ENSUAMT00000040642	rna12746
OG0007269	transcript_ENSUAMT00000040641	rna12742
OG0007270	transcript_ENSUAMT00000040620	rna12739, rna12740
OG0007271	transcript_ENSUAMT00000040616	rna12738
OG0007272	transcript_ENSUAMT00000040614	rna12735
OG0007273	transcript_ENSUAMT00000040612	rna12731
OG0007274	transcript_ENSUAMT00000040611	rna12729
OG0007275	transcript_ENSUAMT00000021553	rna12726
OG0007276	transcript_ENSUAMT00000016546	rna12725
OG0007277	transcript_ENSUAMT00000015738	rna12724
OG0007278	transcript_ENSUAMT00000015722	rna12723
OG0007279	transcript_ENSUAMT00000031620	rna12721
OG0007280	transcript_ENSUAMT00000031622	rna12719
OG0007281	transcript_ENSUAMT00000040909	rna12716
OG0007282	transcript_ENSUAMT00000040910	rna12714
OG0007283	transcript_ENSUAMT00000040912	rna12712
OG0007284	transcript_ENSUAMT00000040914	rna12709
OG0007285	transcript_ENSUAMT00000000602	rna12704
OG0007286	transcript_ENSUAMT00000014994	rna12698
OG0007287	transcript_ENSUAMT00000015080	rna12697
OG0007288	transcript_ENSUAMT00000015214	rna12696
OG0007289	transcript_ENSUAMT00000024834	rna12693
OG0007290	transcript_ENSUAMT00000024832	rna12692
OG0007291	transcript_ENSUAMT00000024821	rna12687
OG0007292	transcript_ENSUAMT00000022458	rna12686
OG0007293	transcript_ENSUAMT00000022437	rna12683
OG0007294	transcript_ENSUAMT00000022427	rna12682
OG0007295	transcript_ENSUAMT00000022415	rna12680
OG0007296	transcript_ENSUAMT00000022410	rna12678
OG0007297	transcript_ENSUAMT00000007834	rna12675
OG0007298	transcript_ENSUAMT00000007830	rna12673
OG0007299	transcript_ENSUAMT00000007794	rna12672
OG0007300	transcript_ENSUAMT00000007781	rna12667
OG0007301	transcript_ENSUAMT00000037423	rna12666
OG0007302	transcript_ENSUAMT00000037424	rna12665
OG0007303	transcript_ENSUAMT00000037427	rna12661
OG0007304	transcript_ENSUAMT00000037428	rna12660
OG0007305	transcript_ENSUAMT00000037429	rna12659
OG0007306	transcript_ENSUAMT00000037430	rna12658
OG0007307	transcript_ENSUAMT00000037431	rna12657
OG0007308	transcript_ENSUAMT00000019714	rna12654
OG0007309	transcript_ENSUAMT00000019666	rna12652
OG0007310	transcript_ENSUAMT00000019414	rna12651
OG0007311	transcript_ENSUAMT00000019411	rna12649
OG0007312	transcript_ENSUAMT00000019407	rna12648
OG0007313	transcript_ENSUAMT00000022516	rna12646
OG0007314	transcript_ENSUAMT00000022525	rna12644
OG0007315	transcript_ENSUAMT00000023689	rna12633
OG0007316	transcript_ENSUAMT00000023701	rna12630
OG0007317	transcript_ENSUAMT00000023704	rna12628
OG0007318	transcript_ENSUAMT00000023710	rna12624
OG0007319	transcript_ENSUAMT00000006806	rna12623
OG0007320	transcript_ENSUAMT00000041596	rna12621
OG0007321	transcript_ENSUAMT00000002454	rna12616
OG0007322	transcript_ENSUAMT00000009593	rna12610
OG0007323	transcript_ENSUAMT00000009592	rna12608
OG0007324	transcript_ENSUAMT00000026658	rna12607
OG0007325	transcript_ENSUAMT00000021097	rna12603
OG0007326	transcript_ENSUAMT00000021105	rna12600
OG0007327	transcript_ENSUAMT00000021110	rna12598
OG0007328	transcript_ENSUAMT00000016053	rna12597
OG0007329	transcript_ENSUAMT00000024164	rna12592
OG0007330	transcript_ENSUAMT00000032454	rna12588
OG0007331	transcript_ENSUAMT00000006116	rna12587
OG0007332	transcript_ENSUAMT00000001292	rna12586
OG0007333	transcript_ENSUAMT00000040819	rna12585
OG0007334	transcript_ENSUAMT00000040816	rna12584
OG0007335	transcript_ENSUAMT00000040827	rna12583
OG0007336	transcript_ENSUAMT00000017910	rna12582
OG0007337	transcript_ENSUAMT00000017917	rna12581
OG0007338	transcript_ENSUAMT00000029945	rna12576
OG0007339	transcript_ENSUAMT00000029952	rna12574
OG0007340	transcript_ENSUAMT00000038312	rna12571
OG0007341	transcript_ENSUAMT00000011117	rna12569
OG0007342	transcript_ENSUAMT00000034239	rna12565
OG0007343	transcript_ENSUAMT00000013536	rna12564
OG0007344	transcript_ENSUAMT00000033893	rna12562
OG0007345	transcript_ENSUAMT00000033909	rna12561
OG0007346	transcript_ENSUAMT00000008623	rna12560
OG0007347	transcript_ENSUAMT00000027153	rna12559
OG0007348	transcript_ENSUAMT00000027154	rna12558
OG0007349	transcript_ENSUAMT00000027280	rna12556
OG0007350	transcript_ENSUAMT00000023340	rna12551
OG0007351	transcript_ENSUAMT00000023093	rna12548
OG0007352	transcript_ENSUAMT00000003338	rna12544
OG0007353	transcript_ENSUAMT00000010183	rna12534
OG0007354	transcript_ENSUAMT00000010190	rna12533
OG0007355	transcript_ENSUAMT00000010191	rna12530
OG0007356	transcript_ENSUAMT00000010193	rna12528
OG0007357	transcript_ENSUAMT00000027680	rna12525
OG0007358	transcript_ENSUAMT00000038680	rna12522
OG0007359	transcript_ENSUAMT00000024021	rna12521
OG0007360	transcript_ENSUAMT00000004324	rna12520
OG0007361	transcript_ENSUAMT00000009047	rna12518
OG0007362	transcript_ENSUAMT00000025211	rna12517
OG0007363	transcript_ENSUAMT00000018204	rna12503
OG0007364	transcript_ENSUAMT00000005647	rna12498
OG0007365	transcript_ENSUAMT00000018853	rna12497
OG0007366	transcript_ENSUAMT00000018843	rna12496
OG0007367	transcript_ENSUAMT00000018840	rna12495
OG0007368	transcript_ENSUAMT00000015206	rna12492
OG0007369	transcript_ENSUAMT00000002898	rna4322
OG0007370	transcript_ENSUAMT00000016714	rna4324
OG0007371	transcript_ENSUAMT00000034392	rna4325
OG0007372	transcript_ENSUAMT00000029421	rna4334
OG0007373	transcript_ENSUAMT00000003660	rna4337
OG0007374	transcript_ENSUAMT00000022045	rna4347
OG0007375	transcript_ENSUAMT00000018284	rna4350
OG0007377	transcript_ENSUAMT00000018143	rna4352
OG0007378	transcript_ENSUAMT00000018129	rna4354
OG0007379	transcript_ENSUAMT00000007862	rna4356
OG0007380	transcript_ENSUAMT00000007873	rna4357
OG0007381	transcript_ENSUAMT00000007880	rna4369
OG0007382	transcript_ENSUAMT00000035763	rna4373
OG0007383	transcript_ENSUAMT00000035502	rna4374
OG0007384	transcript_ENSUAMT00000026992	rna4377
OG0007385	transcript_ENSUAMT00000041623	rna4378
OG0007386	transcript_ENSUAMT00000041629	rna4380
OG0007387	transcript_ENSUAMT00000041637	rna4382
OG0007388	transcript_ENSUAMT00000014905	rna4383
OG0007389	transcript_ENSUAMT00000001803	rna4388
OG0007390	transcript_ENSUAMT00000010693	rna4401
OG0007391	transcript_ENSUAMT00000010077	rna4403
OG0007392	transcript_ENSUAMT00000010066	rna4404
OG0007393	transcript_ENSUAMT00000010032	rna4414
OG0007394	transcript_ENSUAMT00000021564	rna4427
OG0007395	transcript_ENSUAMT00000032103	rna4431
OG0007396	transcript_ENSUAMT00000015219	rna4434
OG0007397	transcript_ENSUAMT00000015215	rna4436
OG0007398	transcript_ENSUAMT00000018630	rna4439
OG0007399	transcript_ENSUAMT00000018628	rna4442
OG0007400	transcript_ENSUAMT00000015638	rna4448
OG0007401	transcript_ENSUAMT00000000063	rna4449
OG0007402	transcript_ENSUAMT00000020510	rna4450
OG0007403	transcript_ENSUAMT00000023774	rna4451
OG0007404	transcript_ENSUAMT00000023772	rna4452
OG0007405	transcript_ENSUAMT00000023758	rna4454
OG0007406	transcript_ENSUAMT00000015361	rna4464
OG0007407	transcript_ENSUAMT00000015015	rna4466
OG0007408	transcript_ENSUAMT00000031340	rna26089
OG0007409	transcript_ENSUAMT00000016041	rna31813
OG0007410	transcript_ENSUAMT00000022575	rna34249
OG0007411	transcript_ENSUAMT00000022568	rna34250
OG0007412	transcript_ENSUAMT00000022566	rna34251
OG0007413	transcript_ENSUAMT00000013668	rna34252
OG0007414	transcript_ENSUAMT00000010625	rna34254
OG0007415	transcript_ENSUAMT00000005182	rna34255
OG0007416	transcript_ENSUAMT00000010616	rna34256
OG0007417	transcript_ENSUAMT00000010608	rna34258
OG0007418	transcript_ENSUAMT00000028112	rna34260
OG0007419	transcript_ENSUAMT00000028116	rna34263
OG0007420	transcript_ENSUAMT00000028118	rna34265
OG0007421	transcript_ENSUAMT00000028147	rna34266
OG0007422	transcript_ENSUAMT00000026691	rna34267
OG0007423	transcript_ENSUAMT00000026693	rna34269
OG0007424	transcript_ENSUAMT00000007412	rna34273
OG0007425	transcript_ENSUAMT00000007465	rna34274
OG0007426	transcript_ENSUAMT00000007470	rna34275
OG0007427	transcript_ENSUAMT00000007478	rna34276
OG0007428	transcript_ENSUAMT00000007483	rna34277
OG0007429	transcript_ENSUAMT00000007501	rna34280
OG0007430	transcript_ENSUAMT00000007512	rna34281
OG0007431	transcript_ENSUAMT00000012568	rna34283
OG0007432	transcript_ENSUAMT00000012596	rna34284
OG0007433	transcript_ENSUAMT00000012344	rna34286
OG0007434	transcript_ENSUAMT00000002152	rna34287
OG0007435	transcript_ENSUAMT00000020679	rna34289
OG0007436	transcript_ENSUAMT00000020681	rna34290
OG0007437	transcript_ENSUAMT00000020706	rna34295
OG0007438	transcript_ENSUAMT00000020712	rna34300
OG0007439	transcript_ENSUAMT00000020716	rna34301
OG0007440	transcript_ENSUAMT00000020752	rna34303
OG0007441	transcript_ENSUAMT00000020755	rna34304
OG0007442	transcript_ENSUAMT00000020762	rna34307
OG0007443	transcript_ENSUAMT00000020769	rna34311
OG0007444	transcript_ENSUAMT00000020779	rna34318
OG0007445	transcript_ENSUAMT00000006846	rna34320
OG0007446	transcript_ENSUAMT00000006114	rna34321
OG0007447	transcript_ENSUAMT00000012652	rna34324
OG0007448	transcript_ENSUAMT00000039284	rna34330
OG0007449	transcript_ENSUAMT00000039159	rna34331
OG0007450	transcript_ENSUAMT00000001221	rna34332
OG0007451	transcript_ENSUAMT00000001194	rna34333
OG0007452	transcript_ENSUAMT00000001059	rna34336
OG0007453	transcript_ENSUAMT00000001054	rna34337
OG0007454	transcript_ENSUAMT00000001043	rna34338
OG0007455	transcript_ENSUAMT00000018622	rna34341
OG0007456	transcript_ENSUAMT00000018620	rna34346
OG0007457	transcript_ENSUAMT00000015942	rna34372
OG0007458	transcript_ENSUAMT00000039875	rna34377
OG0007459	transcript_ENSUAMT00000039878	rna34378
OG0007460	transcript_ENSUAMT00000039890	rna34379
OG0007461	transcript_ENSUAMT00000039903	rna34380
OG0007462	transcript_ENSUAMT00000024481	rna34382
OG0007463	transcript_ENSUAMT00000024490	rna34386
OG0007464	transcript_ENSUAMT00000024495	rna34389
OG0007465	transcript_ENSUAMT00000024448	rna34393
OG0007466	transcript_ENSUAMT00000031187	rna34395
OG0007467	transcript_ENSUAMT00000031170	rna34396
OG0007468	transcript_ENSUAMT00000031166	rna34397
OG0007469	transcript_ENSUAMT00000031163	rna34399
OG0007470	transcript_ENSUAMT00000034794	rna34400
OG0007471	transcript_ENSUAMT00000032414	rna34404
OG0007472	transcript_ENSUAMT00000027484	rna34407
OG0007473	transcript_ENSUAMT00000027486	rna34408
OG0007474	transcript_ENSUAMT00000027488	rna34409
OG0007475	transcript_ENSUAMT00000027489	rna34410
OG0007476	transcript_ENSUAMT00000027492	rna34415
OG0007477	transcript_ENSUAMT00000027482	rna34416
OG0007478	transcript_ENSUAMT00000027467	rna34419
OG0007479	transcript_ENSUAMT00000027478	rna34417
OG0007480	transcript_ENSUAMT00000027447	rna34421
OG0007481	transcript_ENSUAMT00000027439	rna34422
OG0007482	transcript_ENSUAMT00000027437	rna34423
OG0007483	transcript_ENSUAMT00000027434	rna34424
OG0007484	transcript_ENSUAMT00000027430	rna34425
OG0007485	transcript_ENSUAMT00000027429	rna34426
OG0007486	transcript_ENSUAMT00000027425	rna34428
OG0007487	transcript_ENSUAMT00000036764	rna34430
OG0007488	transcript_ENSUAMT00000020775	rna34435
OG0007489	transcript_ENSUAMT00000020774	rna34436
OG0007490	transcript_ENSUAMT00000020770	rna34437
OG0007491	transcript_ENSUAMT00000020768	rna34438
OG0007492	transcript_ENSUAMT00000020763	rna34439
OG0007493	transcript_ENSUAMT00000021329	rna34440
OG0007495	transcript_ENSUAMT00000035766	rna34446
OG0007496	transcript_ENSUAMT00000035760	rna34449
OG0007497	transcript_ENSUAMT00000035759	rna34450
OG0007498	transcript_ENSUAMT00000035758	rna34451
OG0007500	transcript_ENSUAMT00000032898	rna34457
OG0007501	transcript_ENSUAMT00000032902	rna34458
OG0007502	transcript_ENSUAMT00000001174	rna34461
OG0007503	transcript_ENSUAMT00000038778	rna34466
OG0007504	transcript_ENSUAMT00000038777	rna34469
OG0007505	transcript_ENSUAMT00000038775	rna34470
OG0007506	transcript_ENSUAMT00000038771	rna34471
OG0007507	transcript_ENSUAMT00000033536	rna34472
OG0007508	transcript_ENSUAMT00000033537	rna34473
OG0007509	transcript_ENSUAMT00000033539	rna34475
OG0007510	transcript_ENSUAMT00000033547	rna34479
OG0007511	transcript_ENSUAMT00000033550	rna34480
OG0007512	transcript_ENSUAMT00000034944	rna34481
OG0007513	transcript_ENSUAMT00000035097	rna34482
OG0007514	transcript_ENSUAMT00000035105	rna34483
OG0007515	transcript_ENSUAMT00000035113	rna34484
OG0007516	transcript_ENSUAMT00000035147	rna34485
OG0007517	transcript_ENSUAMT00000004985	rna34486
OG0007518	transcript_ENSUAMT00000005026	rna34493
OG0007519	transcript_ENSUAMT00000007335	rna34497
OG0007520	transcript_ENSUAMT00000008685	rna34498
OG0007521	transcript_ENSUAMT00000008721	rna34503
OG0007522	transcript_ENSUAMT00000008754	rna34505
OG0007523	transcript_ENSUAMT00000032327	rna34508
OG0007524	transcript_ENSUAMT00000032324	rna34511
OG0007525	transcript_ENSUAMT00000032323	rna34513
OG0007526	transcript_ENSUAMT00000032308	rna34516
OG0007527	transcript_ENSUAMT00000032307	rna34520
OG0007528	transcript_ENSUAMT00000032251	rna34521
OG0007529	transcript_ENSUAMT00000031056	rna34522
OG0007530	transcript_ENSUAMT00000031051	rna34523
OG0007531	transcript_ENSUAMT00000031050	rna34524
OG0007532	transcript_ENSUAMT00000011757	rna34528
OG0007533	transcript_ENSUAMT00000001707	rna34529
OG0007534	transcript_ENSUAMT00000027208	rna34530
OG0007535	transcript_ENSUAMT00000027211	rna34534
OG0007536	transcript_ENSUAMT00000027215	rna34538
OG0007537	transcript_ENSUAMT00000027217	rna34540
OG0007538	transcript_ENSUAMT00000027219	rna34541
OG0007539	transcript_ENSUAMT00000027260	rna34542
OG0007540	transcript_ENSUAMT00000027265	rna34545
OG0007541	transcript_ENSUAMT00000027270	rna34547
OG0007542	transcript_ENSUAMT00000030860	rna27983
OG0007543	transcript_ENSUAMT00000020425	rna28001
OG0007544	transcript_ENSUAMT00000023330	rna28005
OG0007545	transcript_ENSUAMT00000026762	rna31005
OG0007546	transcript_ENSUAMT00000026759	rna31000
OG0007547	transcript_ENSUAMT00000026754	rna30999
OG0007548	transcript_ENSUAMT00000026640	rna30998
OG0007549	transcript_ENSUAMT00000009723	rna30996
OG0007550	transcript_ENSUAMT00000009710	rna30995
OG0007551	transcript_ENSUAMT00000009563	rna30991
OG0007552	transcript_ENSUAMT00000029345	rna30990
OG0007553	transcript_ENSUAMT00000029343	rna30988
OG0007554	transcript_ENSUAMT00000029342	rna30987
OG0007555	transcript_ENSUAMT00000029341	rna30986
OG0007556	transcript_ENSUAMT00000029337	rna30985
OG0007557	transcript_ENSUAMT00000029336	rna30984
OG0007558	transcript_ENSUAMT00000029333	rna30980
OG0007559	transcript_ENSUAMT00000028884	rna30973
OG0007560	transcript_ENSUAMT00000026621	rna30972
OG0007561	transcript_ENSUAMT00000026575	rna30970
OG0007562	transcript_ENSUAMT00000026572	rna30969
OG0007563	transcript_ENSUAMT00000026566	rna30968
OG0007564	transcript_ENSUAMT00000026559	rna30967
OG0007565	transcript_ENSUAMT00000026153	rna30962
OG0007566	transcript_ENSUAMT00000032359	rna30958
OG0007567	transcript_ENSUAMT00000032356	rna30957
OG0007568	transcript_ENSUAMT00000007562	rna30954
OG0007569	transcript_ENSUAMT00000007558	rna30953
OG0007570	transcript_ENSUAMT00000022022	rna30949
OG0007571	transcript_ENSUAMT00000016466	rna30948
OG0007572	transcript_ENSUAMT00000019352	rna30946
OG0007573	transcript_ENSUAMT00000019345	rna30945
OG0007574	transcript_ENSUAMT00000039656	rna30943
OG0007575	transcript_ENSUAMT00000039653	rna30941
OG0007576	transcript_ENSUAMT00000039648	rna30934
OG0007577	transcript_ENSUAMT00000039647	rna30933
OG0007578	transcript_ENSUAMT00000039641	rna30932
OG0007579	transcript_ENSUAMT00000039633	rna30931
OG0007580	transcript_ENSUAMT00000000692	rna30926
OG0007581	transcript_ENSUAMT00000000243	rna30922
OG0007582	transcript_ENSUAMT00000000161	rna30921
OG0007583	transcript_ENSUAMT00000028154	rna34914
OG0007584	transcript_ENSUAMT00000028153	rna34913
OG0007585	transcript_ENSUAMT00000028126	rna34912
OG0007586	transcript_ENSUAMT00000028121	rna34910
OG0007587	transcript_ENSUAMT00000028114	rna34908
OG0007588	transcript_ENSUAMT00000028111	rna34907
OG0007590	transcript_ENSUAMT00000014182	rna34900
OG0007591	transcript_ENSUAMT00000014188	rna34898
OG0007592	transcript_ENSUAMT00000014196	rna34894
OG0007593	transcript_ENSUAMT00000014209	rna34892
OG0007594	transcript_ENSUAMT00000014212	rna34891
OG0007595	transcript_ENSUAMT00000021793	rna34890
OG0007596	transcript_ENSUAMT00000033233	rna34887
OG0007597	transcript_ENSUAMT00000033256	rna34886
OG0007598	transcript_ENSUAMT00000021808	rna34882
OG0007599	transcript_ENSUAMT00000021784	rna34874
OG0007600	transcript_ENSUAMT00000021777	rna34873
OG0007601	transcript_ENSUAMT00000021775	rna34872
OG0007602	transcript_ENSUAMT00000008972	rna34870
OG0007603	transcript_ENSUAMT00000008976	rna34868
OG0007604	transcript_ENSUAMT00000009454	rna34865
OG0007605	transcript_ENSUAMT00000009605	rna34864
OG0007606	transcript_ENSUAMT00000009618	rna34863
OG0007607	transcript_ENSUAMT00000009631	rna34862
OG0007608	transcript_ENSUAMT00000009635	rna34861
OG0007609	transcript_ENSUAMT00000009734	rna34860
OG0007610	transcript_ENSUAMT00000009765	rna34859
OG0007611	transcript_ENSUAMT00000009777	rna34856
OG0007612	transcript_ENSUAMT00000009783	rna34855
OG0007613	transcript_ENSUAMT00000028616	rna34853
OG0007614	transcript_ENSUAMT00000024900	rna34843
OG0007615	transcript_ENSUAMT00000024905	rna34833
OG0007616	transcript_ENSUAMT00000024907	rna34831
OG0007617	transcript_ENSUAMT00000040702	rna29097
OG0007618	transcript_ENSUAMT00000040701	rna29096
OG0007619	transcript_ENSUAMT00000040700	rna29095
OG0007620	transcript_ENSUAMT00000040698	rna29093
OG0007621	transcript_ENSUAMT00000040695	rna29092
OG0007622	transcript_ENSUAMT00000040786	rna29090
OG0007623	transcript_ENSUAMT00000040705	rna29089
OG0007624	transcript_ENSUAMT00000040016	rna29084
OG0007625	transcript_ENSUAMT00000000864	rna29083
OG0007626	transcript_ENSUAMT00000000761	rna29082
OG0007627	transcript_ENSUAMT00000000288	rna29080
OG0007628	transcript_ENSUAMT00000041493	rna29078
OG0007629	transcript_ENSUAMT00000024550	rna29053
OG0007630	transcript_ENSUAMT00000024547	rna29051
OG0007631	transcript_ENSUAMT00000024542	rna29049
OG0007632	transcript_ENSUAMT00000024531	rna29048
OG0007634	transcript_ENSUAMT00000026920	rna29045
OG0007635	transcript_ENSUAMT00000024611	rna29041
OG0007636	transcript_ENSUAMT00000024595	rna29040
OG0007637	transcript_ENSUAMT00000024560	rna29033
OG0007638	transcript_ENSUAMT00000014323	rna26450
OG0007639	transcript_ENSUAMT00000014320	rna26449
OG0007640	transcript_ENSUAMT00000014298	rna26448
OG0007641	transcript_ENSUAMT00000016176	rna26447
OG0007642	transcript_ENSUAMT00000016171	rna26446
OG0007643	transcript_ENSUAMT00000016158	rna26445
OG0007644	transcript_ENSUAMT00000016151	rna26444
OG0007645	transcript_ENSUAMT00000016142	rna26443
OG0007646	transcript_ENSUAMT00000016130	rna26442
OG0007648	transcript_ENSUAMT00000016124	rna26440
OG0007649	transcript_ENSUAMT00000016114	rna26437
OG0007650	transcript_ENSUAMT00000016106	rna26436
OG0007651	transcript_ENSUAMT00000016100	rna26434
OG0007652	transcript_ENSUAMT00000002140	rna26433
OG0007653	transcript_ENSUAMT00000002158	rna26432
OG0007654	transcript_ENSUAMT00000002167	rna26431
OG0007655	transcript_ENSUAMT00000001927	rna26430
OG0007656	transcript_ENSUAMT00000001920	rna26429
OG0007657	transcript_ENSUAMT00000001902	rna26427
OG0007658	transcript_ENSUAMT00000001865	rna26425
OG0007659	transcript_ENSUAMT00000001851	rna26424
OG0007660	transcript_ENSUAMT00000000353	rna26421
OG0007661	transcript_ENSUAMT00000026227	rna26420
OG0007662	transcript_ENSUAMT00000026223	rna26418
OG0007663	transcript_ENSUAMT00000026210	rna26417
OG0007664	transcript_ENSUAMT00000026197	rna26415
OG0007665	transcript_ENSUAMT00000026149	rna26413
OG0007666	transcript_ENSUAMT00000026148	rna26412
OG0007667	transcript_ENSUAMT00000019949	rna26410
OG0007668	transcript_ENSUAMT00000019947	rna26409
OG0007669	transcript_ENSUAMT00000019270	rna26405
OG0007670	transcript_ENSUAMT00000040161	rna26404
OG0007671	transcript_ENSUAMT00000000825	rna26398
OG0007672	transcript_ENSUAMT00000000749	rna26396
OG0007673	transcript_ENSUAMT00000022922	rna26390
OG0007674	transcript_ENSUAMT00000022917	rna26389
OG0007675	transcript_ENSUAMT00000022909	rna26388
OG0007676	transcript_ENSUAMT00000040684	rna26386
OG0007677	transcript_ENSUAMT00000040682	rna26385
OG0007678	transcript_ENSUAMT00000040681	rna26384
OG0007679	transcript_ENSUAMT00000040680	rna26383
OG0007680	transcript_ENSUAMT00000040675	rna26382
OG0007681	transcript_ENSUAMT00000009472	rna26378
OG0007682	transcript_ENSUAMT00000009464	rna26376
OG0007683	transcript_ENSUAMT00000009460	rna26375
OG0007684	transcript_ENSUAMT00000009448	rna26369
OG0007685	transcript_ENSUAMT00000000002	rna26366
OG0007686	transcript_ENSUAMT00000000003	rna26364
OG0007687	transcript_ENSUAMT00000000009	rna26356
OG0007688	transcript_ENSUAMT00000000010	rna26354
OG0007689	transcript_ENSUAMT00000000012	rna26353
OG0007690	transcript_ENSUAMT00000000013	rna26352
OG0007691	transcript_ENSUAMT00000000015	rna26351
OG0007692	transcript_ENSUAMT00000000016	rna26350
OG0007693	transcript_ENSUAMT00000000766	rna26347
OG0007694	transcript_ENSUAMT00000000788	rna26346
OG0007695	transcript_ENSUAMT00000000795	rna26344
OG0007696	transcript_ENSUAMT00000000852	rna26343
OG0007697	transcript_ENSUAMT00000001097	rna26342
OG0007698	transcript_ENSUAMT00000001229	rna26341
OG0007699	transcript_ENSUAMT00000002336	rna26337
OG0007700	transcript_ENSUAMT00000002341	rna26333
OG0007701	transcript_ENSUAMT00000002349	rna26330
OG0007702	transcript_ENSUAMT00000002415	rna26328
OG0007703	transcript_ENSUAMT00000002430	rna26323
OG0007704	transcript_ENSUAMT00000005402	rna26322
OG0007705	transcript_ENSUAMT00000005404	rna26321
OG0007706	transcript_ENSUAMT00000005423	rna26320
OG0007707	transcript_ENSUAMT00000005293	rna26319
OG0007708	transcript_ENSUAMT00000002511	rna26318
OG0007709	transcript_ENSUAMT00000002490	rna26316
OG0007710	transcript_ENSUAMT00000002479	rna26315
OG0007711	transcript_ENSUAMT00000002469	rna26310
OG0007712	transcript_ENSUAMT00000002458	rna26309
OG0007713	transcript_ENSUAMT00000015383	rna26306
OG0007714	transcript_ENSUAMT00000002450	rna26307
OG0007715	transcript_ENSUAMT00000015376	rna26305
OG0007716	transcript_ENSUAMT00000015373	rna26302
OG0007717	transcript_ENSUAMT00000004290	rna26292
OG0007718	transcript_ENSUAMT00000000965	rna26283
OG0007719	transcript_ENSUAMT00000001050	rna26280
OG0007720	transcript_ENSUAMT00000001128	rna26278
OG0007721	transcript_ENSUAMT00000019760	rna26277
OG0007722	transcript_ENSUAMT00000016986	rna26271
OG0007723	transcript_ENSUAMT00000025791	rna26269
OG0007724	transcript_ENSUAMT00000037351	rna26266
OG0007725	transcript_ENSUAMT00000037366	rna26258
OG0007726	transcript_ENSUAMT00000037345	rna26256
OG0007727	transcript_ENSUAMT00000037334	rna26253
OG0007728	transcript_ENSUAMT00000037331	rna26250
OG0007729	transcript_ENSUAMT00000029936	rna26248
OG0007730	transcript_ENSUAMT00000029895	rna26247
OG0007731	transcript_ENSUAMT00000029419	rna26246
OG0007732	transcript_ENSUAMT00000028660	rna26244
OG0007733	transcript_ENSUAMT00000016768	rna26243
OG0007734	transcript_ENSUAMT00000024496	rna26241
OG0007735	transcript_ENSUAMT00000034226	rna26238
OG0007736	transcript_ENSUAMT00000034229	rna26237
OG0007737	transcript_ENSUAMT00000034230	rna26234
OG0007738	transcript_ENSUAMT00000027281	rna26220
OG0007739	transcript_ENSUAMT00000027239	rna26213
OG0007740	transcript_ENSUAMT00000027231	rna26209
OG0007741	transcript_ENSUAMT00000026591	rna26203
OG0007742	transcript_ENSUAMT00000026569	rna26201
OG0007743	transcript_ENSUAMT00000026567	rna26200
OG0007744	transcript_ENSUAMT00000026530	rna26199
OG0007745	transcript_ENSUAMT00000025454	rna26197
OG0007746	transcript_ENSUAMT00000025450	rna26193
OG0007747	transcript_ENSUAMT00000025448	rna26192
OG0007748	transcript_ENSUAMT00000025440	rna26191
OG0007749	transcript_ENSUAMT00000025401	rna26190
OG0007750	transcript_ENSUAMT00000025392	rna26188
OG0007751	transcript_ENSUAMT00000025383	rna26187
OG0007752	transcript_ENSUAMT00000025379	rna26184
OG0007753	transcript_ENSUAMT00000013982	rna26183
OG0007754	transcript_ENSUAMT00000013975	rna26182
OG0007755	transcript_ENSUAMT00000013965	rna26177
OG0007756	transcript_ENSUAMT00000013963	rna26175
OG0007757	transcript_ENSUAMT00000013958	rna26174
OG0007758	transcript_ENSUAMT00000013953	rna26173
OG0007759	transcript_ENSUAMT00000009633	rna26167
OG0007760	transcript_ENSUAMT00000009645	rna26162
OG0007761	transcript_ENSUAMT00000008322	rna26159
