Orthogroup	ursAme.longCDS.prots	ursArc.longCDS.prots
OG0006012	transcript_ENSUAMT00000018860	rna39913
OG0006013	transcript_ENSUAMT00000018855	rna39912
OG0006014	transcript_ENSUAMT00000031738	rna36883
OG0006016	transcript_ENSUAMT00000035165	rna36838
OG0006017	transcript_ENSUAMT00000027365	rna36831
OG0006018	transcript_ENSUAMT00000037125	rna36822
OG0006019	transcript_ENSUAMT00000007544	rna36815
OG0006020	transcript_ENSUAMT00000041030	rna36806
OG0006021	transcript_ENSUAMT00000008916	rna36802
OG0006022	transcript_ENSUAMT00000008921	rna36800
OG0006023	transcript_ENSUAMT00000037886	rna36798
OG0006024	transcript_ENSUAMT00000024240	rna36793
OG0006025	transcript_ENSUAMT00000008912	rna36791
OG0006026	transcript_ENSUAMT00000008910	rna36790
OG0006027	transcript_ENSUAMT00000017334	rna36787
OG0006028	transcript_ENSUAMT00000017435	rna36783
OG0006029	transcript_ENSUAMT00000017411	rna36773
OG0006030	transcript_ENSUAMT00000024585	rna36765
OG0006031	transcript_ENSUAMT00000027353	rna36750
OG0006032	transcript_ENSUAMT00000027352	rna36749
OG0006033	transcript_ENSUAMT00000016263	rna36746
OG0006034	transcript_ENSUAMT00000020353	rna36741
OG0006035	transcript_ENSUAMT00000007011	rna36740
OG0006036	transcript_ENSUAMT00000012252	rna36739
OG0006037	transcript_ENSUAMT00000012265	rna36732
OG0006038	transcript_ENSUAMT00000028962	rna36722
OG0006039	transcript_ENSUAMT00000014234	rna36721
OG0006040	transcript_ENSUAMT00000018212	rna36712
OG0006041	transcript_ENSUAMT00000035016	rna36710
OG0006042	transcript_ENSUAMT00000016995	rna36706
OG0006043	transcript_ENSUAMT00000039631	rna36688
OG0006044	transcript_ENSUAMT00000021117	rna36685
OG0006045	transcript_ENSUAMT00000005988	rna36679
OG0006047	transcript_ENSUAMT00000010684	rna36673
OG0006048	transcript_ENSUAMT00000002302	rna36672
OG0006049	transcript_ENSUAMT00000002276	rna36671
OG0006050	transcript_ENSUAMT00000002365	rna36670
OG0006051	transcript_ENSUAMT00000035474	rna36659
OG0006052	transcript_ENSUAMT00000035476	rna36657
OG0006053	transcript_ENSUAMT00000035478	rna36653
OG0006054	transcript_ENSUAMT00000035481	rna36652
OG0006055	transcript_ENSUAMT00000035483	rna36650
OG0006056	transcript_ENSUAMT00000017282	rna36643
OG0006057	transcript_ENSUAMT00000017295	rna36642
OG0006058	transcript_ENSUAMT00000019855	rna36638
OG0006059	transcript_ENSUAMT00000024232	rna36635
OG0006060	transcript_ENSUAMT00000018233	rna36633
OG0006061	transcript_ENSUAMT00000006337	rna36629
OG0006062	transcript_ENSUAMT00000006338	rna36630
OG0006063	transcript_ENSUAMT00000002010	rna36628
OG0006064	transcript_ENSUAMT00000001502	rna36622
OG0006065	transcript_ENSUAMT00000028870	rna36617
OG0006066	transcript_ENSUAMT00000028881	rna36613
OG0006067	transcript_ENSUAMT00000028886	rna36612
OG0006068	transcript_ENSUAMT00000007430	rna36603
OG0006069	transcript_ENSUAMT00000009976	rna36596
OG0006070	transcript_ENSUAMT00000009980	rna36591
OG0006071	transcript_ENSUAMT00000035880	rna36589
OG0006072	transcript_ENSUAMT00000035877	rna36588
OG0006073	transcript_ENSUAMT00000035875	rna36586
OG0006074	transcript_ENSUAMT00000036071	rna36572
OG0006075	transcript_ENSUAMT00000026421	rna41710
OG0006076	transcript_ENSUAMT00000026423	rna41711
OG0006077	transcript_ENSUAMT00000041424	rna41714
OG0006078	transcript_ENSUAMT00000010137	rna41716
OG0006079	transcript_ENSUAMT00000036905	rna41720
OG0006080	transcript_ENSUAMT00000036906	rna41721
OG0006081	transcript_ENSUAMT00000036908	rna41723
OG0006082	transcript_ENSUAMT00000036915	rna41730
OG0006083	transcript_ENSUAMT00000021161	rna41733
OG0006084	transcript_ENSUAMT00000028218	rna41751
OG0006085	transcript_ENSUAMT00000031097	rna41755
OG0006086	transcript_ENSUAMT00000031129	rna41759
OG0006087	transcript_ENSUAMT00000034586	rna41765
OG0006088	transcript_ENSUAMT00000034587	rna41769
OG0006090	transcript_ENSUAMT00000014636	rna41775
OG0006091	transcript_ENSUAMT00000018135	rna41772
OG0006092	transcript_ENSUAMT00000014652	rna41773
OG0006093	transcript_ENSUAMT00000014631	rna41781
OG0006094	transcript_ENSUAMT00000035698	rna41792
OG0006095	transcript_ENSUAMT00000035712	rna41801
OG0006096	transcript_ENSUAMT00000035713	rna41805
OG0006097	transcript_ENSUAMT00000007577	rna41807
OG0006098	transcript_ENSUAMT00000007423	rna41811
OG0006099	transcript_ENSUAMT00000032841	rna41824
OG0006100	transcript_ENSUAMT00000028803	rna41830
OG0006101	transcript_ENSUAMT00000028809	rna41833
OG0006102	transcript_ENSUAMT00000028812	rna41834
OG0006103	transcript_ENSUAMT00000032700	rna41835
OG0006104	transcript_ENSUAMT00000032159	rna41843
OG0006105	transcript_ENSUAMT00000032679	rna41844
OG0006106	transcript_ENSUAMT00000034717	rna41856
OG0006107	transcript_ENSUAMT00000034890	rna41857
OG0006108	transcript_ENSUAMT00000034893	rna41860
OG0006109	transcript_ENSUAMT00000034894	rna41861
OG0006110	transcript_ENSUAMT00000034896	rna41862
OG0006111	transcript_ENSUAMT00000005403	rna41863
OG0006112	transcript_ENSUAMT00000031435	rna41867
OG0006113	transcript_ENSUAMT00000016446	rna41870
OG0006114	transcript_ENSUAMT00000022877	rna41875
OG0006115	transcript_ENSUAMT00000023576	rna41878
OG0006116	transcript_ENSUAMT00000023578	rna41879
OG0006117	transcript_ENSUAMT00000023579	rna41882
OG0006118	transcript_ENSUAMT00000023580	rna41883
OG0006119	transcript_ENSUAMT00000023581	rna41884
OG0006120	transcript_ENSUAMT00000023529	rna41886
OG0006121	transcript_ENSUAMT00000023530	rna41888
OG0006122	transcript_ENSUAMT00000023555	rna41889
OG0006123	transcript_ENSUAMT00000023560	rna41891
OG0006124	transcript_ENSUAMT00000023561	rna41892
OG0006125	transcript_ENSUAMT00000023566	rna41893
OG0006126	transcript_ENSUAMT00000011098	rna41899
OG0006127	transcript_ENSUAMT00000001773	rna41901
OG0006128	transcript_ENSUAMT00000001848	rna41910
OG0006129	transcript_ENSUAMT00000001855	rna41913
OG0006130	transcript_ENSUAMT00000001882	rna41914
OG0006131	transcript_ENSUAMT00000017509	rna41915
OG0006132	transcript_ENSUAMT00000017566	rna41919
OG0006133	transcript_ENSUAMT00000005288	rna41923
OG0006134	transcript_ENSUAMT00000005247	rna41931
OG0006135	transcript_ENSUAMT00000034329	rna41934
OG0006136	transcript_ENSUAMT00000001415	rna41935
OG0006137	transcript_ENSUAMT00000034324	rna41937
OG0006138	transcript_ENSUAMT00000024624	rna41947
OG0006139	transcript_ENSUAMT00000035796	rna41963
OG0006140	transcript_ENSUAMT00000004383	rna41964
OG0006141	transcript_ENSUAMT00000004377	rna41965
OG0006142	transcript_ENSUAMT00000024812	rna41966
OG0006143	transcript_ENSUAMT00000000154	rna41973
OG0006144	transcript_ENSUAMT00000021240	rna41985
OG0006145	transcript_ENSUAMT00000023715	rna41987
OG0006146	transcript_ENSUAMT00000002575	rna41997
OG0006147	transcript_ENSUAMT00000012992	rna41998
OG0006148	transcript_ENSUAMT00000001301	rna42002
OG0006149	transcript_ENSUAMT00000040479	rna42003
OG0006150	transcript_ENSUAMT00000040478	rna42004
OG0006151	transcript_ENSUAMT00000040480	rna42006
OG0006152	transcript_ENSUAMT00000030854	rna42009
OG0006153	transcript_ENSUAMT00000006282	rna42014
OG0006154	transcript_ENSUAMT00000006280	rna42015
OG0006155	transcript_ENSUAMT00000001142	rna37231
OG0006156	transcript_ENSUAMT00000016103	rna37239
OG0006157	transcript_ENSUAMT00000022833	rna37249
OG0006158	transcript_ENSUAMT00000022618	rna37250
OG0006159	transcript_ENSUAMT00000012421	rna37255
OG0006160	transcript_ENSUAMT00000019447	rna37259
OG0006161	transcript_ENSUAMT00000035721	rna37260
OG0006162	transcript_ENSUAMT00000015813	rna37262
OG0006163	transcript_ENSUAMT00000005574	rna37264
OG0006164	transcript_ENSUAMT00000010057	rna37274
OG0006165	transcript_ENSUAMT00000009853	rna37279
OG0006166	transcript_ENSUAMT00000034382	rna37280
OG0006167	transcript_ENSUAMT00000036396	rna37287
OG0006168	transcript_ENSUAMT00000036393	rna37289
OG0006169	transcript_ENSUAMT00000036388	rna37294
OG0006170	transcript_ENSUAMT00000036382	rna37301
OG0006171	transcript_ENSUAMT00000036362	rna37315
OG0006172	transcript_ENSUAMT00000019883	rna37320
OG0006173	transcript_ENSUAMT00000006484	rna37325
OG0006174	transcript_ENSUAMT00000039384	rna37327
OG0006175	transcript_ENSUAMT00000003029	rna37330
OG0006176	transcript_ENSUAMT00000003037	rna37331
OG0006177	transcript_ENSUAMT00000003047	rna37332
OG0006178	transcript_ENSUAMT00000003081	rna37333
OG0006179	transcript_ENSUAMT00000003092	rna37334
OG0006180	transcript_ENSUAMT00000003115	rna37336
OG0006181	transcript_ENSUAMT00000003453	rna37337
OG0006182	transcript_ENSUAMT00000003484	rna37345
OG0006183	transcript_ENSUAMT00000003506	rna37346
OG0006184	transcript_ENSUAMT00000008234	rna37349
OG0006185	transcript_ENSUAMT00000014899	rna37352
OG0006186	transcript_ENSUAMT00000036690	rna37355
OG0006187	transcript_ENSUAMT00000038076	rna37361
OG0006188	transcript_ENSUAMT00000025512	rna37364
OG0006189	transcript_ENSUAMT00000038630	rna37224
OG0006190	transcript_ENSUAMT00000038623	rna37221
OG0006191	transcript_ENSUAMT00000005525	rna37214
OG0006192	transcript_ENSUAMT00000021627	rna37211
OG0006193	transcript_ENSUAMT00000016564	rna37207
OG0006194	transcript_ENSUAMT00000016567	rna37205
OG0006195	transcript_ENSUAMT00000021753	rna37203
OG0006196	transcript_ENSUAMT00000019000	rna37198
OG0006197	transcript_ENSUAMT00000019004	rna37197
OG0006198	transcript_ENSUAMT00000024717	rna37192
OG0006199	transcript_ENSUAMT00000024713	rna37189
OG0006200	transcript_ENSUAMT00000024712	rna37187
OG0006201	transcript_ENSUAMT00000024708	rna37185
OG0006202	transcript_ENSUAMT00000038451	rna37180
OG0006203	transcript_ENSUAMT00000038965	rna37173
OG0006204	transcript_ENSUAMT00000001024	rna37170
OG0006205	transcript_ENSUAMT00000021580	rna37166
OG0006206	transcript_ENSUAMT00000021570	rna37164
OG0006207	transcript_ENSUAMT00000038038	rna37158
OG0006208	transcript_ENSUAMT00000038035	rna37155
OG0006209	transcript_ENSUAMT00000010294	rna37149
OG0006210	transcript_ENSUAMT00000010301	rna37146
OG0006211	transcript_ENSUAMT00000010306	rna37141
OG0006212	transcript_ENSUAMT00000031483	rna37127
OG0006213	transcript_ENSUAMT00000025873	rna37116
OG0006214	transcript_ENSUAMT00000040275	rna37107
OG0006215	transcript_ENSUAMT00000040281	rna37098
OG0006217	transcript_ENSUAMT00000005121	rna14798
OG0006218	transcript_ENSUAMT00000004510	rna14795
OG0006219	transcript_ENSUAMT00000041338	rna14788
OG0006220	transcript_ENSUAMT00000006126	rna14787
OG0006221	transcript_ENSUAMT00000015439	rna14786
OG0006222	transcript_ENSUAMT00000024247	rna14783
OG0006223	transcript_ENSUAMT00000024246	rna14780
OG0006224	transcript_ENSUAMT00000007333	rna14756
OG0006225	transcript_ENSUAMT00000007330	rna14754
OG0006226	transcript_ENSUAMT00000037753	rna14748
OG0006227	transcript_ENSUAMT00000037751	rna14747
OG0006228	transcript_ENSUAMT00000037750	rna14741
OG0006229	transcript_ENSUAMT00000034853	rna14737
OG0006230	transcript_ENSUAMT00000034856	rna14736
OG0006231	transcript_ENSUAMT00000017241	rna14729
OG0006232	transcript_ENSUAMT00000037081	rna14723
OG0006233	transcript_ENSUAMT00000031426	rna14719
OG0006234	transcript_ENSUAMT00000031428	rna14717
OG0006235	transcript_ENSUAMT00000031438	rna14716
OG0006236	transcript_ENSUAMT00000031441	rna14714
OG0006237	transcript_ENSUAMT00000001083	rna14710
OG0006238	transcript_ENSUAMT00000030839	rna14708
OG0006239	transcript_ENSUAMT00000038975	rna14703
OG0006240	transcript_ENSUAMT00000019668	rna14682
OG0006241	transcript_ENSUAMT00000019674	rna14680
OG0006242	transcript_ENSUAMT00000019680	rna14679
OG0006243	transcript_ENSUAMT00000019683	rna14677
OG0006244	transcript_ENSUAMT00000019691	rna14676
OG0006246	transcript_ENSUAMT00000024769	rna14674
OG0006247	transcript_ENSUAMT00000024760	rna14672
OG0006248	transcript_ENSUAMT00000024728	rna14668
OG0006249	transcript_ENSUAMT00000024723	rna14666
OG0006250	transcript_ENSUAMT00000020535	rna14665
OG0006251	transcript_ENSUAMT00000016156	rna14654
OG0006252	transcript_ENSUAMT00000016160	rna14652
OG0006253	transcript_ENSUAMT00000001677	rna14642
OG0006254	transcript_ENSUAMT00000030711	rna14636
OG0006255	transcript_ENSUAMT00000030992	rna14630
OG0006256	transcript_ENSUAMT00000030995	rna14626
OG0006257	transcript_ENSUAMT00000034577	rna14620
OG0006258	transcript_ENSUAMT00000027308	rna14624
OG0006259	transcript_ENSUAMT00000024735	rna14590
OG0006260	transcript_ENSUAMT00000024739	rna14589
OG0006261	transcript_ENSUAMT00000038561	rna14580
OG0006262	transcript_ENSUAMT00000032342	rna14578
OG0006263	transcript_ENSUAMT00000027559	rna14575
OG0006264	transcript_ENSUAMT00000020039	rna14568
OG0006265	transcript_ENSUAMT00000027452	rna14566
OG0006266	transcript_ENSUAMT00000002933	rna14565
OG0006267	transcript_ENSUAMT00000010302	rna14561
OG0006268	transcript_ENSUAMT00000010313	rna14559
OG0006269	transcript_ENSUAMT00000010315	rna14558
OG0006270	transcript_ENSUAMT00000010584	rna14557
OG0006271	transcript_ENSUAMT00000034146	rna14544
OG0006272	transcript_ENSUAMT00000034235	rna14543
OG0006273	transcript_ENSUAMT00000028936	rna14533
OG0006274	transcript_ENSUAMT00000028673	rna14527
OG0006275	transcript_ENSUAMT00000029171	rna14524
OG0006276	transcript_ENSUAMT00000029170	rna14522
OG0006277	transcript_ENSUAMT00000015037	rna14518
OG0006278	transcript_ENSUAMT00000015045	rna14516
OG0006279	transcript_ENSUAMT00000015061	rna14515
OG0006280	transcript_ENSUAMT00000017899	rna14513
OG0006281	transcript_ENSUAMT00000028777	rna14512
OG0006282	transcript_ENSUAMT00000032831	rna14509
OG0006283	transcript_ENSUAMT00000032832	rna14506
OG0006284	transcript_ENSUAMT00000032833	rna14505
OG0006285	transcript_ENSUAMT00000032834	rna14503
OG0006286	transcript_ENSUAMT00000016025	rna14500
OG0006287	transcript_ENSUAMT00000016023	rna14499
OG0006288	transcript_ENSUAMT00000016016	rna14493
OG0006289	transcript_ENSUAMT00000016013	rna14485
OG0006290	transcript_ENSUAMT00000027113	rna14484
OG0006291	transcript_ENSUAMT00000039989	rna14481
OG0006292	transcript_ENSUAMT00000001550	rna14475
OG0006293	transcript_ENSUAMT00000037354	rna14473
OG0006294	transcript_ENSUAMT00000011935	rna14462
OG0006295	transcript_ENSUAMT00000002202	rna14451
OG0006296	transcript_ENSUAMT00000011495	rna14446
OG0006297	transcript_ENSUAMT00000024157	rna14437
OG0006298	transcript_ENSUAMT00000035145	rna14430
OG0006299	transcript_ENSUAMT00000035136	rna14428
OG0006300	transcript_ENSUAMT00000010861	rna14427
OG0006301	transcript_ENSUAMT00000029216	rna14425
OG0006302	transcript_ENSUAMT00000029217	rna14423
OG0006303	transcript_ENSUAMT00000016498	rna14421
OG0006304	transcript_ENSUAMT00000009604	rna14419
OG0006305	transcript_ENSUAMT00000028247	rna14410
OG0006306	transcript_ENSUAMT00000032714	rna14406
OG0006307	transcript_ENSUAMT00000032722	rna14402
OG0006308	transcript_ENSUAMT00000032725	rna14401
OG0006309	transcript_ENSUAMT00000032728	rna14400
OG0006310	transcript_ENSUAMT00000032741	rna14396
OG0006311	transcript_ENSUAMT00000032748	rna14395
OG0006312	transcript_ENSUAMT00000022776	rna14385
OG0006313	transcript_ENSUAMT00000013979	rna14381
OG0006314	transcript_ENSUAMT00000015543	rna14380
OG0006315	transcript_ENSUAMT00000015540	rna14379
OG0006316	transcript_ENSUAMT00000005388	rna14372
OG0006317	transcript_ENSUAMT00000005393	rna14371
OG0006318	transcript_ENSUAMT00000038452	rna14369
OG0006319	transcript_ENSUAMT00000013849	rna14366
OG0006320	transcript_ENSUAMT00000037051	rna24800
OG0006321	transcript_ENSUAMT00000003057	rna23730
OG0006323	transcript_ENSUAMT00000022180	rna34544
OG0006324	transcript_ENSUAMT00000020332	rna41698
OG0006325	transcript_ENSUAMT00000013702	rna35527
OG0006326	transcript_ENSUAMT00000040141	rna508
OG0006327	transcript_ENSUAMT00000030246	rna11946
OG0006328	transcript_ENSUAMT00000019866	rna11944
OG0006329	transcript_ENSUAMT00000019850	rna11940
OG0006330	transcript_ENSUAMT00000024410	rna11939
OG0006331	transcript_ENSUAMT00000024413	rna11938
OG0006332	transcript_ENSUAMT00000024414	rna11937
OG0006333	transcript_ENSUAMT00000010255	rna11932
OG0006334	transcript_ENSUAMT00000010225	rna11927
OG0006335	transcript_ENSUAMT00000010192	rna11923
OG0006336	transcript_ENSUAMT00000016808	rna11920
OG0006337	transcript_ENSUAMT00000016816	rna11913
OG0006338	transcript_ENSUAMT00000022399	rna11909
OG0006339	transcript_ENSUAMT00000040319	rna11905
OG0006340	transcript_ENSUAMT00000030090	rna11885
OG0006341	transcript_ENSUAMT00000041526	rna11880
OG0006342	transcript_ENSUAMT00000041537	rna11875
OG0006343	transcript_ENSUAMT00000041553	rna11871
OG0006344	transcript_ENSUAMT00000041572	rna11868
OG0006345	transcript_ENSUAMT00000014758	rna11867
OG0006346	transcript_ENSUAMT00000000454	rna11854
OG0006347	transcript_ENSUAMT00000007985	rna11852
OG0006348	transcript_ENSUAMT00000007536	rna11848
OG0006349	transcript_ENSUAMT00000026975	rna11842
OG0006350	transcript_ENSUAMT00000026976	rna11839
OG0006351	transcript_ENSUAMT00000026978	rna11838
OG0006352	transcript_ENSUAMT00000026979	rna11837
OG0006353	transcript_ENSUAMT00000012382	rna11826
OG0006354	transcript_ENSUAMT00000018545	rna11825
OG0006355	transcript_ENSUAMT00000018547	rna11822
OG0006356	transcript_ENSUAMT00000007293	rna11820
OG0006357	transcript_ENSUAMT00000032418	rna11815
OG0006358	transcript_ENSUAMT00000016565	rna11812
OG0006359	transcript_ENSUAMT00000017059	rna11811
OG0006360	transcript_ENSUAMT00000017058	rna11808
OG0006361	transcript_ENSUAMT00000024781	rna11799
OG0006362	transcript_ENSUAMT00000011418	rna11786
OG0006363	transcript_ENSUAMT00000011422	rna11781
OG0006364	transcript_ENSUAMT00000011424	rna11778
OG0006365	transcript_ENSUAMT00000005871	rna11777
OG0006366	transcript_ENSUAMT00000005878	rna11771
OG0006367	transcript_ENSUAMT00000005890	rna11769
OG0006368	transcript_ENSUAMT00000005893	rna11768
OG0006369	transcript_ENSUAMT00000036565	rna11767
OG0006370	transcript_ENSUAMT00000036567	rna11765
OG0006371	transcript_ENSUAMT00000038252	rna11762
OG0006372	transcript_ENSUAMT00000038251	rna11758
OG0006373	transcript_ENSUAMT00000013786	rna11757
OG0006374	transcript_ENSUAMT00000021281	rna11751
OG0006375	transcript_ENSUAMT00000021286	rna11743
OG0006376	transcript_ENSUAMT00000039850	rna11731
OG0006377	transcript_ENSUAMT00000039847	rna11724
OG0006378	transcript_ENSUAMT00000039846	rna11718
OG0006379	transcript_ENSUAMT00000039842	rna11717
OG0006380	transcript_ENSUAMT00000011920	rna11711
OG0006381	transcript_ENSUAMT00000017065	rna11708
OG0006382	transcript_ENSUAMT00000030520	rna11697
OG0006383	transcript_ENSUAMT00000029855	rna11693
OG0006384	transcript_ENSUAMT00000029850	rna11691
OG0006385	transcript_ENSUAMT00000029849	rna11688
OG0006386	transcript_ENSUAMT00000012357	rna11682
OG0006387	transcript_ENSUAMT00000004182	rna11679
OG0006388	transcript_ENSUAMT00000019296	rna11676
OG0006389	transcript_ENSUAMT00000008107	rna11674
OG0006390	transcript_ENSUAMT00000000732	rna11662
OG0006391	transcript_ENSUAMT00000000579	rna11658
OG0006392	transcript_ENSUAMT00000029425	rna11650
OG0006393	transcript_ENSUAMT00000029424	rna11646
OG0006394	transcript_ENSUAMT00000040986	rna11631
OG0006395	transcript_ENSUAMT00000040988	rna11630
OG0006396	transcript_ENSUAMT00000040990	rna11625
OG0006397	transcript_ENSUAMT00000040993	rna11624
OG0006398	transcript_ENSUAMT00000015190	rna11621
OG0006399	transcript_ENSUAMT00000015195	rna11618
OG0006400	transcript_ENSUAMT00000015199	rna11611
OG0006401	transcript_ENSUAMT00000029182	rna11592
OG0006402	transcript_ENSUAMT00000029185	rna11591
OG0006403	transcript_ENSUAMT00000029188	rna11588
OG0006404	transcript_ENSUAMT00000029193	rna11587
OG0006405	transcript_ENSUAMT00000029198	rna11586
OG0006406	transcript_ENSUAMT00000009305	rna11576
OG0006407	transcript_ENSUAMT00000020557	rna11575
OG0006408	transcript_ENSUAMT00000040329	rna11563
OG0006409	transcript_ENSUAMT00000040336	rna11561
OG0006410	transcript_ENSUAMT00000021954	rna11527
OG0006411	transcript_ENSUAMT00000014711	rna11505
OG0006412	transcript_ENSUAMT00000014707	rna11501
OG0006413	transcript_ENSUAMT00000038140	rna11496
OG0006414	transcript_ENSUAMT00000040454	rna11494
OG0006415	transcript_ENSUAMT00000025796	rna11480
OG0006416	transcript_ENSUAMT00000025797	rna11478
OG0006418	transcript_ENSUAMT00000010229	rna11460
OG0006419	transcript_ENSUAMT00000028842	rna11456
OG0006420	transcript_ENSUAMT00000028400	rna11454
OG0006421	transcript_ENSUAMT00000013141	rna11448
OG0006422	transcript_ENSUAMT00000041049	rna11446
OG0006423	transcript_ENSUAMT00000041050	rna11442
OG0006424	transcript_ENSUAMT00000041045	rna11441
OG0006425	transcript_ENSUAMT00000041047	rna11440
OG0006426	transcript_ENSUAMT00000041048	rna11439
OG0006427	transcript_ENSUAMT00000025343	rna11434
OG0006428	transcript_ENSUAMT00000025341	rna11429
OG0006429	transcript_ENSUAMT00000025339	rna11426
OG0006430	transcript_ENSUAMT00000011485	rna11423
OG0006431	transcript_ENSUAMT00000011480	rna11422
OG0006432	transcript_ENSUAMT00000011473	rna11420
OG0006433	transcript_ENSUAMT00000011471	rna11419
OG0006434	transcript_ENSUAMT00000011470	rna11418
OG0006435	transcript_ENSUAMT00000011466	rna11409
OG0006436	transcript_ENSUAMT00000011460	rna11405
OG0006437	transcript_ENSUAMT00000011464	rna11408
OG0006438	transcript_ENSUAMT00000011453	rna11404
OG0006439	transcript_ENSUAMT00000028398	rna11403
OG0006440	transcript_ENSUAMT00000009337	rna11402
OG0006441	transcript_ENSUAMT00000009334	rna11396
OG0006442	transcript_ENSUAMT00000019255	rna11384
OG0006443	transcript_ENSUAMT00000019258	rna11380
OG0006444	transcript_ENSUAMT00000019268	rna11378
OG0006445	transcript_ENSUAMT00000032310	rna11374
OG0006446	transcript_ENSUAMT00000035083	rna11364
OG0006447	transcript_ENSUAMT00000021788	rna11362
OG0006448	transcript_ENSUAMT00000026075	rna11359
OG0006449	transcript_ENSUAMT00000028808	rna11358
OG0006450	transcript_ENSUAMT00000028811	rna11350
OG0006451	transcript_ENSUAMT00000028860	rna11347
OG0006452	transcript_ENSUAMT00000028862	rna11345
OG0006453	transcript_ENSUAMT00000008116	rna11338
OG0006454	transcript_ENSUAMT00000008093	rna11332
OG0006455	transcript_ENSUAMT00000007690	rna11330
OG0006456	transcript_ENSUAMT00000007683	rna11329
OG0006457	transcript_ENSUAMT00000006814	rna11324
OG0006458	transcript_ENSUAMT00000006808	rna11323
OG0006459	transcript_ENSUAMT00000006593	rna11320
OG0006460	transcript_ENSUAMT00000006578	rna11316
OG0006461	transcript_ENSUAMT00000024861	rna11304
OG0006462	transcript_ENSUAMT00000040579	rna11301
OG0006463	transcript_ENSUAMT00000040575	rna11294
OG0006464	transcript_ENSUAMT00000040534	rna11293
OG0006465	transcript_ENSUAMT00000040533	rna11292
OG0006466	transcript_ENSUAMT00000007002	rna11291
OG0006467	transcript_ENSUAMT00000038717	rna11287
OG0006468	transcript_ENSUAMT00000026442	rna11282
OG0006469	transcript_ENSUAMT00000034432	rna11279
OG0006470	transcript_ENSUAMT00000034450	rna11277
OG0006471	transcript_ENSUAMT00000034455	rna11274
OG0006472	transcript_ENSUAMT00000040013	rna11271
OG0006473	transcript_ENSUAMT00000031897	rna11268
OG0006474	transcript_ENSUAMT00000031905	rna11267
OG0006475	transcript_ENSUAMT00000031916	rna11266
OG0006476	transcript_ENSUAMT00000031922	rna11265
OG0006477	transcript_ENSUAMT00000033122	rna11236
OG0006478	transcript_ENSUAMT00000014458	rna11232
OG0006479	transcript_ENSUAMT00000027647	rna11230
OG0006480	transcript_ENSUAMT00000010314	rna11224
OG0006481	transcript_ENSUAMT00000034687	rna11213
OG0006483	transcript_ENSUAMT00000006885	rna52348
OG0006484	transcript_ENSUAMT00000014296	rna51785
OG0006485	transcript_ENSUAMT00000036486	rna51788
OG0006486	transcript_ENSUAMT00000019440	rna19762
OG0006487	transcript_ENSUAMT00000004649	rna19756
OG0006488	transcript_ENSUAMT00000008688	rna19753
OG0006489	transcript_ENSUAMT00000028827	rna19750
OG0006490	transcript_ENSUAMT00000019441	rna19737
OG0006491	transcript_ENSUAMT00000025874	rna19732
OG0006492	transcript_ENSUAMT00000034000	rna19729
OG0006493	transcript_ENSUAMT00000036687	rna19726
OG0006494	transcript_ENSUAMT00000007504	rna19720
OG0006495	transcript_ENSUAMT00000016787	rna19717
OG0006496	transcript_ENSUAMT00000016795	rna19715
OG0006497	transcript_ENSUAMT00000016799	rna19714
OG0006498	transcript_ENSUAMT00000016803	rna19709
OG0006499	transcript_ENSUAMT00000020248	rna19706
OG0006500	transcript_ENSUAMT00000009574	rna19705
OG0006501	transcript_ENSUAMT00000033311	rna19702
OG0006502	transcript_ENSUAMT00000033321	rna19690
OG0006503	transcript_ENSUAMT00000033323	rna19678
OG0006504	transcript_ENSUAMT00000030906	rna19656
OG0006505	transcript_ENSUAMT00000008161	rna19655
OG0006506	transcript_ENSUAMT00000026115	rna19647
OG0006507	transcript_ENSUAMT00000017056	rna19643
OG0006508	transcript_ENSUAMT00000017094	rna19639
OG0006509	transcript_ENSUAMT00000017095	rna19638
OG0006510	transcript_ENSUAMT00000038607	rna19771
OG0006511	transcript_ENSUAMT00000009233	rna19772
OG0006512	transcript_ENSUAMT00000008139	rna19773
OG0006513	transcript_ENSUAMT00000013387	rna19777
OG0006514	transcript_ENSUAMT00000013381	rna19778
OG0006515	transcript_ENSUAMT00000013380	rna19780
OG0006516	transcript_ENSUAMT00000015420	rna19785
OG0006517	transcript_ENSUAMT00000009439	rna19789
OG0006518	transcript_ENSUAMT00000009422	rna19801
OG0006519	transcript_ENSUAMT00000024288	rna19804
OG0006520	transcript_ENSUAMT00000000672	rna19810
OG0006521	transcript_ENSUAMT00000037102	rna19816
OG0006522	transcript_ENSUAMT00000000153	rna19817
OG0006523	transcript_ENSUAMT00000004347	rna19819
OG0006524	transcript_ENSUAMT00000012541	rna19820
OG0006525	transcript_ENSUAMT00000008308	rna19824
OG0006526	transcript_ENSUAMT00000024678	rna19830
OG0006527	transcript_ENSUAMT00000024250	rna19840
OG0006528	transcript_ENSUAMT00000014404	rna19843
OG0006529	transcript_ENSUAMT00000014407	rna19844
OG0006530	transcript_ENSUAMT00000014410	rna19845
OG0006531	transcript_ENSUAMT00000014424	rna19846
OG0006532	transcript_ENSUAMT00000005787	rna19850
OG0006533	transcript_ENSUAMT00000016461	rna19854
OG0006534	transcript_ENSUAMT00000005569	rna19860
OG0006535	transcript_ENSUAMT00000028734	rna19868
OG0006536	transcript_ENSUAMT00000021235	rna19878
