Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0004827	transcript_ENSUAMT00000025117	ENST00000588981.5
OG0004828	transcript_ENSUAMT00000025121	ENST00000263433.7
OG0004829	transcript_ENSUAMT00000025124	ENST00000201647.10
OG0004830	transcript_ENSUAMT00000025127	ENST00000415061.7
OG0004831	transcript_ENSUAMT00000013248	ENST00000610347.1
OG0004832	transcript_ENSUAMT00000013243	ENST00000376531.3
OG0004833	transcript_ENSUAMT00000011902	ENST00000429671.6
OG0004834	transcript_ENSUAMT00000011900	ENST00000245615.5
OG0004835	transcript_ENSUAMT00000006693	ENST00000617472.4
OG0004836	transcript_ENSUAMT00000006709	ENST00000222224.3
OG0004837	transcript_ENSUAMT00000006713	ENST00000221232.9
OG0004838	transcript_ENSUAMT00000006718	ENST00000321030.8
OG0004839	transcript_ENSUAMT00000006722	ENST00000391759.5
OG0004840	transcript_ENSUAMT00000006729	ENST00000419113.5
OG0004841	transcript_ENSUAMT00000006734	ENST00000359649.8
OG0004842	transcript_ENSUAMT00000006755	ENST00000338372.6
OG0004843	transcript_ENSUAMT00000022749	ENST00000336967.7
OG0004844	transcript_ENSUAMT00000022759	ENST00000391773.5
OG0004845	transcript_ENSUAMT00000022800	ENST00000253144.13
OG0004848	transcript_ENSUAMT00000012617	ENST00000301399.11
OG0004849	transcript_ENSUAMT00000038489	ENST00000601714.5
OG0004850	transcript_ENSUAMT00000008131	ENST00000574814.1
OG0004851	transcript_ENSUAMT00000008142	ENST00000221973.7
OG0004852	transcript_ENSUAMT00000026100	ENST00000221978.9
OG0004853	transcript_ENSUAMT00000026098	ENST00000354232.8
OG0004854	transcript_ENSUAMT00000026097	ENST00000335624.4
OG0004855	transcript_ENSUAMT00000026096	ENST00000270642.8
OG0004856	transcript_ENSUAMT00000031856	ENST00000396477.4
OG0004857	transcript_ENSUAMT00000031866	ENST00000156499.6
OG0004858	transcript_ENSUAMT00000031878	ENST00000595793.5
OG0004859	transcript_ENSUAMT00000031882	ENST00000250351.4
OG0004860	transcript_ENSUAMT00000031895	ENST00000594768.5
OG0004861	transcript_ENSUAMT00000031901	ENST00000309958.7
OG0004862	transcript_ENSUAMT00000031908	ENST00000391806.6
OG0004863	transcript_ENSUAMT00000031909	ENST00000391807.5
OG0004864	transcript_ENSUAMT00000031918	ENST00000376851.7
OG0004865	transcript_ENSUAMT00000031939	ENST00000391809.6
OG0004866	transcript_ENSUAMT00000031944	ENST00000324041.5
OG0004867	transcript_ENSUAMT00000031948	ENST00000598239.5
OG0004868	transcript_ENSUAMT00000031967	ENST00000270593.1
OG0004869	transcript_ENSUAMT00000031969	ENST00000250340.8
OG0004870	transcript_ENSUAMT00000021158	ENST00000338916.8
OG0004871	transcript_ENSUAMT00000019755	ENST00000599957.5
OG0004872	transcript_ENSUAMT00000019757	ENST00000389208.8
OG0004873	transcript_ENSUAMT00000019758	ENST00000601423.5
OG0004874	transcript_ENSUAMT00000019761	ENST00000598585.1
OG0004875	transcript_ENSUAMT00000019765	ENST00000600100.5
OG0004876	transcript_ENSUAMT00000019794	ENST00000357701.5
OG0004877	transcript_ENSUAMT00000021101	ENST00000613923.4
OG0004878	transcript_ENSUAMT00000021153	ENST00000253727.9
OG0004879	transcript_ENSUAMT00000021154	ENST00000253719.6
OG0004880	transcript_ENSUAMT00000004280	ENST00000600293.5
OG0004881	transcript_ENSUAMT00000002117	ENST00000595661.5
OG0004882	transcript_ENSUAMT00000041405	ENST00000316763.7
OG0004883	transcript_ENSUAMT00000003422	ENST00000595125.5
OG0004884	transcript_ENSUAMT00000003426	ENST00000595948.5
OG0004885	transcript_ENSUAMT00000003434	ENST00000221543.9
OG0004886	transcript_ENSUAMT00000003459	ENST00000391835.1
OG0004887	transcript_ENSUAMT00000005314	ENST00000322344.7
OG0004888	transcript_ENSUAMT00000005562	ENST00000391842.5
OG0004889	transcript_ENSUAMT00000005613	ENST00000312865.10
OG0004890	transcript_ENSUAMT00000005795	ENST00000313777.8
OG0004891	transcript_ENSUAMT00000010014	ENST00000246801.7
OG0004892	transcript_ENSUAMT00000010010	ENST00000323446.9
OG0004893	transcript_ENSUAMT00000010008	ENST00000420022.3
OG0004894	transcript_ENSUAMT00000009922	ENST00000360565.7
OG0004895	transcript_ENSUAMT00000009893	ENST00000246792.3
OG0004896	transcript_ENSUAMT00000009891	ENST00000418929.6
OG0004897	transcript_ENSUAMT00000009848	ENST00000246794.9
OG0004898	transcript_ENSUAMT00000009842	ENST00000339093.7
OG0004899	transcript_ENSUAMT00000011544	ENST00000270645.7
OG0004900	transcript_ENSUAMT00000011539	ENST00000221466.9
OG0004901	transcript_ENSUAMT00000010048	ENST00000262265.9
OG0004902	transcript_ENSUAMT00000010044	ENST00000576655.5
OG0004903	transcript_ENSUAMT00000010034	ENST00000221498.6
OG0004904	transcript_ENSUAMT00000010031	ENST00000598810.5
OG0004905	transcript_ENSUAMT00000010018	ENST00000323906.8
OG0004906	transcript_ENSUAMT00000035621	ENST00000335875.8
OG0004908	transcript_ENSUAMT00000022896	ENST00000252825.8
OG0004909	transcript_ENSUAMT00000014835	ENST00000595090.5
OG0004910	transcript_ENSUAMT00000014824	ENST00000293288.12
OG0004911	transcript_ENSUAMT00000014820	ENST00000221403.6
OG0004912	transcript_ENSUAMT00000014818	ENST00000405315.8
OG0004913	transcript_ENSUAMT00000014815	ENST00000221399.7
OG0004914	transcript_ENSUAMT00000014812	ENST00000200453.5
OG0004915	transcript_ENSUAMT00000014808	ENST00000263265.10
OG0004916	transcript_ENSUAMT00000014658	ENST00000263278.8
OG0004917	transcript_ENSUAMT00000014650	ENST00000593515.5
OG0004918	transcript_ENSUAMT00000014649	ENST00000593756.5
OG0004919	transcript_ENSUAMT00000014648	ENST00000310160.7
OG0004920	transcript_ENSUAMT00000014646	ENST00000332955.6
OG0004921	transcript_ENSUAMT00000014644	ENST00000222145.8
OG0004922	transcript_ENSUAMT00000014590	ENST00000318083.10
OG0004923	transcript_ENSUAMT00000014844	ENST00000084798.8
OG0004924	transcript_ENSUAMT00000014855	ENST00000599029.2
OG0004925	transcript_ENSUAMT00000014860	ENST00000263266.3
OG0004926	transcript_ENSUAMT00000014861	ENST00000321762.2
OG0004928	transcript_ENSUAMT00000022084	ENST00000342291.2
OG0004929	transcript_ENSUAMT00000022087	ENST00000253237.9
OG0004930	transcript_ENSUAMT00000015604	ENST00000344846.6
OG0004931	transcript_ENSUAMT00000015605	ENST00000293261.7
OG0004932	transcript_ENSUAMT00000015610	ENST00000270221.10
OG0004933	transcript_ENSUAMT00000015620	ENST00000315396.7
OG0004934	transcript_ENSUAMT00000015623	ENST00000595607.5
OG0004935	transcript_ENSUAMT00000015633	ENST00000391898.7
OG0004936	transcript_ENSUAMT00000015637	ENST00000614654.1
OG0004937	transcript_ENSUAMT00000009956	ENST00000263274.11
OG0004938	transcript_ENSUAMT00000006926	ENST00000339841.6
OG0004939	transcript_ENSUAMT00000006921	ENST00000344839.3
OG0004940	transcript_ENSUAMT00000041535	ENST00000509570.6
OG0004941	transcript_ENSUAMT00000041532	ENST00000246802.9
OG0004942	transcript_ENSUAMT00000041529	ENST00000396720.7
OG0004943	transcript_ENSUAMT00000028998	ENST00000338134.7
OG0004944	transcript_ENSUAMT00000029000	ENST00000561096.5
OG0004945	transcript_ENSUAMT00000029061	ENST00000328771.8
OG0004946	transcript_ENSUAMT00000040109	ENST00000595464.2
OG0004947	transcript_ENSUAMT00000040108	ENST00000355085.3
OG0004948	transcript_ENSUAMT00000038999	ENST00000221922.10
OG0004949	transcript_ENSUAMT00000039947	ENST00000253048.9
OG0004950	transcript_ENSUAMT00000037760	ENST00000614079.1
OG0004951	transcript_ENSUAMT00000023972	ENST00000542575.6
OG0004952	transcript_ENSUAMT00000014931	ENST00000391910.7
OG0004953	transcript_ENSUAMT00000024085	ENST00000300873.4
OG0004954	transcript_ENSUAMT00000024082	ENST00000291294.6
OG0004955	transcript_ENSUAMT00000005029	ENST00000307522.3
OG0004956	transcript_ENSUAMT00000005024	ENST00000313683.14
OG0004957	transcript_ENSUAMT00000005035	ENST00000377670.8
OG0004958	transcript_ENSUAMT00000025368	ENST00000008938.4
OG0004959	transcript_ENSUAMT00000022120	ENST00000595358.5
OG0004960	transcript_ENSUAMT00000033681	ENST00000341294.3
OG0004961	transcript_ENSUAMT00000033678	ENST00000302165.4
OG0004962	transcript_ENSUAMT00000033677	ENST00000302177.2
OG0004963	transcript_ENSUAMT00000033657	ENST00000245934.11
OG0004964	transcript_ENSUAMT00000032205	ENST00000221538.7
OG0004965	transcript_ENSUAMT00000032187	ENST00000343373.8
OG0004966	transcript_ENSUAMT00000032126	ENST00000317578.6
OG0004967	transcript_ENSUAMT00000033682	ENST00000317683.3
OG0004968	transcript_ENSUAMT00000033683	ENST00000012049.9
OG0004969	transcript_ENSUAMT00000033684	ENST00000342669.7
OG0004970	transcript_ENSUAMT00000033687	ENST00000590918.5
OG0004971	transcript_ENSUAMT00000023622	ENST00000323040.4
OG0004972	transcript_ENSUAMT00000029034	ENST00000245932.10
OG0004973	transcript_ENSUAMT00000029033	ENST00000451287.6
OG0004974	transcript_ENSUAMT00000029032	ENST00000245923.8
OG0004975	transcript_ENSUAMT00000029031	ENST00000353609.7
OG0004976	transcript_ENSUAMT00000029030	ENST00000013807.9
OG0004977	transcript_ENSUAMT00000029028	ENST00000589804.1
OG0004978	transcript_ENSUAMT00000029027	ENST00000360957.9
OG0004979	transcript_ENSUAMT00000028006	ENST00000470402.1
OG0004980	transcript_ENSUAMT00000027789	ENST00000413988.2
OG0004981	transcript_ENSUAMT00000034844	ENST00000006275.8
OG0004982	transcript_ENSUAMT00000038708	ENST00000221462.8
OG0004983	transcript_ENSUAMT00000038709	ENST00000591607.1
OG0004984	transcript_ENSUAMT00000006756	ENST00000303809.6
OG0004985	transcript_ENSUAMT00000033950	ENST00000221455.7
OG0004986	transcript_ENSUAMT00000034093	ENST00000221452.12
OG0004987	transcript_ENSUAMT00000034100	ENST00000337392.9
OG0004988	transcript_ENSUAMT00000034101	ENST00000592954.1
OG0004989	transcript_ENSUAMT00000034109	ENST00000252486.8
OG0004990	transcript_ENSUAMT00000025869	ENST00000270233.10
OG0004991	transcript_ENSUAMT00000025867	ENST00000270279.7
OG0004992	transcript_ENSUAMT00000025864	ENST00000164227.9
OG0004993	transcript_ENSUAMT00000038143	ENST00000587331.6
OG0004994	transcript_ENSUAMT00000010539	ENST00000403660.3
OG0004995	transcript_ENSUAMT00000010542	ENST00000425690.7
OG0004996	transcript_ENSUAMT00000010547	ENST00000428245.5
OG0004997	transcript_ENSUAMT00000024386	ENST00000221327.8
OG0004998	transcript_ENSUAMT00000001778	ENST00000614049.4
OG0004999	transcript_ENSUAMT00000007012	ENST00000291182.8
OG0005000	transcript_ENSUAMT00000019310	ENST00000337433.9
OG0005001	transcript_ENSUAMT00000014889	ENST00000601181.5
OG0005002	transcript_ENSUAMT00000014891	ENST00000244289.8
OG0005003	transcript_ENSUAMT00000014944	ENST00000251268.10
OG0005004	transcript_ENSUAMT00000014954	ENST00000301204.7
OG0005005	transcript_ENSUAMT00000014967	ENST00000341747.7
OG0005006	transcript_ENSUAMT00000014971	ENST00000262890.7
OG0005007	transcript_ENSUAMT00000014975	ENST00000572681.6
OG0005008	transcript_ENSUAMT00000017088	ENST00000222329.8
OG0005009	transcript_ENSUAMT00000016483	ENST00000301215.7
OG0005010	transcript_ENSUAMT00000016457	ENST00000560804.6
OG0005011	transcript_ENSUAMT00000034671	ENST00000222339.7
OG0005012	transcript_ENSUAMT00000034670	ENST00000222008.10
OG0005013	transcript_ENSUAMT00000007352	ENST00000597630.2
OG0005014	transcript_ENSUAMT00000009279	ENST00000599846.5
OG0005015	transcript_ENSUAMT00000009515	ENST00000597454.1
OG0005016	transcript_ENSUAMT00000009525	ENST00000596827.5
OG0005017	transcript_ENSUAMT00000009529	ENST00000609812.5
OG0005018	transcript_ENSUAMT00000034037	ENST00000618265.4
OG0005019	transcript_ENSUAMT00000014607	ENST00000602198.5
OG0005020	transcript_ENSUAMT00000014610	ENST00000244333.3
OG0005021	transcript_ENSUAMT00000014647	ENST00000292140.9
OG0005022	transcript_ENSUAMT00000014675	ENST00000600651.5
OG0005023	transcript_ENSUAMT00000014691	ENST00000612042.4
OG0005024	transcript_ENSUAMT00000014699	ENST00000422989.5
OG0005025	transcript_ENSUAMT00000014701	ENST00000391965.6
OG0005026	transcript_ENSUAMT00000014716	ENST00000222374.2
OG0005027	transcript_ENSUAMT00000003953	ENST00000340093.7
OG0005028	transcript_ENSUAMT00000003920	ENST00000244314.5
OG0005029	transcript_ENSUAMT00000003908	ENST00000270066.10
OG0005030	transcript_ENSUAMT00000003902	ENST00000262888.7
OG0005031	transcript_ENSUAMT00000003884	ENST00000377950.7
OG0005032	transcript_ENSUAMT00000014011	ENST00000378187.2
OG0005033	transcript_ENSUAMT00000014014	ENST00000417807.7
OG0005034	transcript_ENSUAMT00000014017	ENST00000321702.2
OG0005035	transcript_ENSUAMT00000014022	ENST00000221233.8
OG0005036	transcript_ENSUAMT00000014027	ENST00000604123.5
OG0005037	transcript_ENSUAMT00000014029	ENST00000243578.7
OG0005038	transcript_ENSUAMT00000014033	ENST00000221930.5
OG0005039	transcript_ENSUAMT00000014036	ENST00000269967.3
OG0005040	transcript_ENSUAMT00000014163	ENST00000392006.7
OG0005041	transcript_ENSUAMT00000014821	ENST00000301178.8
OG0005042	transcript_ENSUAMT00000014876	ENST00000310054.8
OG0005043	transcript_ENSUAMT00000019465	ENST00000331105.6
OG0005044	transcript_ENSUAMT00000003722	ENST00000378313.6
OG0005045	transcript_ENSUAMT00000001916	ENST00000324464.7
OG0005046	transcript_ENSUAMT00000016185	ENST00000252891.8
OG0005047	transcript_ENSUAMT00000016646	ENST00000308370.11
OG0005048	transcript_ENSUAMT00000041818	ENST00000291842.9
OG0005049	transcript_ENSUAMT00000041826	ENST00000263368.8
OG0005050	transcript_ENSUAMT00000041827	ENST00000392028.8
OG0005051	transcript_ENSUAMT00000041828	ENST00000357949.4
OG0005052	transcript_ENSUAMT00000041829	ENST00000324001.7
OG0005053	transcript_ENSUAMT00000041830	ENST00000291823.2
OG0005054	transcript_ENSUAMT00000041833	ENST00000409419.5
OG0005055	transcript_ENSUAMT00000041835	ENST00000582783.5
OG0005056	transcript_ENSUAMT00000041837	ENST00000311308.6
OG0005057	transcript_ENSUAMT00000041838	ENST00000253055.7
OG0005058	transcript_ENSUAMT00000002163	ENST00000157812.6
OG0005059	transcript_ENSUAMT00000002156	ENST00000616721.4
OG0005060	transcript_ENSUAMT00000002004	ENST00000390658.3
OG0005061	transcript_ENSUAMT00000001979	ENST00000205143.4
OG0005062	transcript_ENSUAMT00000028735	ENST00000314349.8
OG0005063	transcript_ENSUAMT00000028738	ENST00000599117.5
OG0005064	transcript_ENSUAMT00000028747	ENST00000425673.5
OG0005065	transcript_ENSUAMT00000013826	ENST00000594442.1
OG0005066	transcript_ENSUAMT00000013827	ENST00000315588.9
OG0005067	transcript_ENSUAMT00000013829	ENST00000221265.7
OG0005068	transcript_ENSUAMT00000013830	ENST00000314471.10
OG0005069	transcript_ENSUAMT00000013835	ENST00000597595.5
OG0005070	transcript_ENSUAMT00000013841	ENST00000248668.4
OG0005072	transcript_ENSUAMT00000003161	ENST00000339852.4
OG0005073	transcript_ENSUAMT00000031305	ENST00000331256.9
OG0005074	transcript_ENSUAMT00000016262	ENST00000292852.8
OG0005075	transcript_ENSUAMT00000016259	ENST00000308018.8
OG0005076	transcript_ENSUAMT00000015354	ENST00000571838.1
OG0005077	transcript_ENSUAMT00000015349	ENST00000313582.5
OG0005078	transcript_ENSUAMT00000015341	ENST00000249396.11
OG0005079	transcript_ENSUAMT00000015335	ENST00000591812.1
OG0005080	transcript_ENSUAMT00000006269	ENST00000221418.8
OG0005081	transcript_ENSUAMT00000006265	ENST00000307751.8
OG0005082	transcript_ENSUAMT00000013567	ENST00000328867.8
OG0005083	transcript_ENSUAMT00000005855	ENST00000591517.5
OG0005084	transcript_ENSUAMT00000019856	ENST00000589358.5
OG0005085	transcript_ENSUAMT00000019746	ENST00000252530.9
OG0005086	transcript_ENSUAMT00000019743	ENST00000587013.5
OG0005087	transcript_ENSUAMT00000019725	ENST00000409235.7
OG0005088	transcript_ENSUAMT00000019705	ENST00000263372.4
OG0005089	transcript_ENSUAMT00000019701	ENST00000339413.10
OG0005090	transcript_ENSUAMT00000019693	ENST00000301242.8
OG0005091	transcript_ENSUAMT00000019687	ENST00000355526.8
OG0005092	transcript_ENSUAMT00000019678	ENST00000222345.10
OG0005093	transcript_ENSUAMT00000024514	ENST00000436120.6
OG0005094	transcript_ENSUAMT00000024511	ENST00000392149.6
OG0005095	transcript_ENSUAMT00000024509	ENST00000586475.5
OG0005096	transcript_ENSUAMT00000005160	ENST00000589046.1
OG0005097	transcript_ENSUAMT00000040427	ENST00000356725.8
OG0005098	transcript_ENSUAMT00000040429	ENST00000351218.6
OG0005099	transcript_ENSUAMT00000028926	ENST00000587143.5
OG0005100	transcript_ENSUAMT00000028928	ENST00000520965.5
OG0005101	transcript_ENSUAMT00000028929	ENST00000333987.11
OG0005102	transcript_ENSUAMT00000012171	ENST00000523638.5
OG0005103	transcript_ENSUAMT00000029640	ENST00000292928.6
OG0005104	transcript_ENSUAMT00000029641	ENST00000588268.5
OG0005105	transcript_ENSUAMT00000029645	ENST00000536254.6
OG0005106	transcript_ENSUAMT00000029646	ENST00000355114.9
OG0005107	transcript_ENSUAMT00000029650	ENST00000292907.7
OG0005108	transcript_ENSUAMT00000029654	ENST00000221859.8
OG0005109	transcript_ENSUAMT00000029655	ENST00000401500.6
OG0005110	transcript_ENSUAMT00000029656	ENST00000292894.1
OG0005111	transcript_ENSUAMT00000029657	ENST00000360535.8
OG0005112	transcript_ENSUAMT00000029659	ENST00000378875.7
OG0005113	transcript_ENSUAMT00000029661	ENST00000324444.7
OG0005114	transcript_ENSUAMT00000029662	ENST00000378887.3
OG0005115	transcript_ENSUAMT00000029670	ENST00000588831.5
OG0005116	transcript_ENSUAMT00000029672	ENST00000585901.6
OG0005117	transcript_ENSUAMT00000029673	ENST00000246551.8
OG0005118	transcript_ENSUAMT00000029675	ENST00000606253.5
OG0005119	transcript_ENSUAMT00000029796	ENST00000221891.8
OG0005120	transcript_ENSUAMT00000029802	ENST00000360202.9
OG0005121	transcript_ENSUAMT00000029804	ENST00000378910.9
OG0005122	transcript_ENSUAMT00000029807	ENST00000301175.7
OG0005123	transcript_ENSUAMT00000029827	ENST00000314737.9
OG0005124	transcript_ENSUAMT00000029833	ENST00000396908.8
OG0005125	transcript_ENSUAMT00000029834	ENST00000004982.5
OG0005126	transcript_ENSUAMT00000029835	ENST00000301159.13
OG0005127	transcript_ENSUAMT00000029837	ENST00000587708.6
OG0005128	transcript_ENSUAMT00000029839	ENST00000246532.5
OG0005129	transcript_ENSUAMT00000029851	ENST00000420124.2
OG0005130	transcript_ENSUAMT00000029853	ENST00000392197.6
OG0005131	transcript_ENSUAMT00000029856	ENST00000616789.4
OG0005132	transcript_ENSUAMT00000029858	ENST00000246554.7
OG0005133	transcript_ENSUAMT00000029862	ENST00000262633.8
OG0005134	transcript_ENSUAMT00000029869	ENST00000203166.9
OG0005135	transcript_ENSUAMT00000029891	ENST00000222286.8
OG0005136	transcript_ENSUAMT00000029893	ENST00000452271.6
OG0005137	transcript_ENSUAMT00000029896	ENST00000338897.3
OG0005138	transcript_ENSUAMT00000029902	ENST00000246553.3
OG0005139	transcript_ENSUAMT00000029917	ENST00000085219.9
OG0005140	transcript_ENSUAMT00000021783	ENST00000598398.5
OG0005141	transcript_ENSUAMT00000021787	ENST00000594064.5
OG0005142	transcript_ENSUAMT00000006051	ENST00000621372.4
OG0005143	transcript_ENSUAMT00000006059	ENST00000324675.3
OG0005144	transcript_ENSUAMT00000006061	ENST00000543307.5
OG0005145	transcript_ENSUAMT00000006062	ENST00000588265.1
OG0005146	transcript_ENSUAMT00000006069	ENST00000310123.7
OG0005147	transcript_ENSUAMT00000006075	ENST00000262626.6
OG0005148	transcript_ENSUAMT00000013797	ENST00000415950.4
OG0005149	transcript_ENSUAMT00000014832	ENST00000599564.5
OG0005150	transcript_ENSUAMT00000014955	ENST00000404801.1
OG0005151	transcript_ENSUAMT00000001262	ENST00000329285.12
OG0005152	transcript_ENSUAMT00000019396	ENST00000590071.6
OG0005153	transcript_ENSUAMT00000024602	ENST00000246548.8
OG0005154	transcript_ENSUAMT00000024591	ENST00000299505.6
OG0005155	transcript_ENSUAMT00000024586	ENST00000544216.7
OG0005156	transcript_ENSUAMT00000024188	ENST00000589786.5
OG0005157	transcript_ENSUAMT00000024192	ENST00000434302.5
OG0005158	transcript_ENSUAMT00000010276	ENST00000284000.8
OG0005159	transcript_ENSUAMT00000022111	ENST00000170564.6
OG0005160	transcript_ENSUAMT00000015953	ENST00000254260.7
OG0005161	transcript_ENSUAMT00000015956	ENST00000588258.5
OG0005162	transcript_ENSUAMT00000009778	ENST00000305768.9
OG0005163	transcript_ENSUAMT00000009785	ENST00000590341.5
OG0005164	transcript_ENSUAMT00000009797	ENST00000444215.6
OG0005165	transcript_ENSUAMT00000009800	ENST00000397061.3
OG0005166	transcript_ENSUAMT00000009806	ENST00000306065.8
OG0005167	transcript_ENSUAMT00000009809	ENST00000419343.7
OG0005168	transcript_ENSUAMT00000009811	ENST00000392250.6
OG0005169	transcript_ENSUAMT00000009817	ENST00000544431.5
OG0005170	transcript_ENSUAMT00000027289	ENST00000240587.4
OG0005171	transcript_ENSUAMT00000009906	ENST00000262643.7
OG0005172	transcript_ENSUAMT00000014689	ENST00000303383.7
OG0005173	transcript_ENSUAMT00000012534	ENST00000299138.11
OG0005174	transcript_ENSUAMT00000012551	ENST00000219097.6
OG0005175	transcript_ENSUAMT00000012562	ENST00000394809.8
OG0005176	transcript_ENSUAMT00000023076	ENST00000317089.9
OG0005177	transcript_ENSUAMT00000020816	ENST00000562435.5
OG0005178	transcript_ENSUAMT00000019467	ENST00000299167.12
OG0005179	transcript_ENSUAMT00000037686	ENST00000356608.6
OG0005180	transcript_ENSUAMT00000037692	ENST00000285737.8
OG0005181	transcript_ENSUAMT00000040323	ENST00000262384.3
OG0005182	transcript_ENSUAMT00000034315	ENST00000299191.3
OG0005183	transcript_ENSUAMT00000036128	ENST00000458059.7
OG0005184	transcript_ENSUAMT00000036119	ENST00000436909.7
OG0005185	transcript_ENSUAMT00000036092	ENST00000394689.2
OG0005186	transcript_ENSUAMT00000036087	ENST00000268459.5
OG0005187	transcript_ENSUAMT00000036086	ENST00000330943.8
OG0005188	transcript_ENSUAMT00000033983	ENST00000311559.13
OG0005189	transcript_ENSUAMT00000033978	ENST00000251020.8
OG0005190	transcript_ENSUAMT00000030244	ENST00000219746.13
OG0005191	transcript_ENSUAMT00000017829	ENST00000262133.10
OG0005192	transcript_ENSUAMT00000017582	ENST00000637969.1
OG0005193	transcript_ENSUAMT00000017493	ENST00000329734.3
OG0005194	transcript_ENSUAMT00000017768	ENST00000394636.8
OG0005195	transcript_ENSUAMT00000033252	ENST00000290552.7
OG0005196	transcript_ENSUAMT00000037869	ENST00000219070.8
OG0005197	transcript_ENSUAMT00000033470	ENST00000262134.9
OG0005198	transcript_ENSUAMT00000005151	ENST00000457326.2
OG0005199	transcript_ENSUAMT00000039603	ENST00000360526.7
OG0005200	transcript_ENSUAMT00000039601	ENST00000521992.5
OG0005201	transcript_ENSUAMT00000011620	ENST00000290649.9
OG0005202	transcript_ENSUAMT00000024117	ENST00000300291.9
OG0005203	transcript_ENSUAMT00000024119	ENST00000566157.5
OG0005204	transcript_ENSUAMT00000024124	ENST00000245157.9
OG0005205	transcript_ENSUAMT00000024213	ENST00000569842.5
OG0005206	transcript_ENSUAMT00000024833	ENST00000439977.6
OG0005207	transcript_ENSUAMT00000024870	ENST00000262510.10
OG0005208	transcript_ENSUAMT00000027904	ENST00000290776.12
OG0005209	transcript_ENSUAMT00000012272	ENST00000309137.12
OG0005210	transcript_ENSUAMT00000024330	ENST00000219235.4
OG0005211	transcript_ENSUAMT00000024368	ENST00000563383.1
OG0005212	transcript_ENSUAMT00000014331	ENST00000219244.8
OG0005213	transcript_ENSUAMT00000019982	ENST00000262507.10
OG0005214	transcript_ENSUAMT00000019995	ENST00000566936.5
OG0005215	transcript_ENSUAMT00000032408	ENST00000349457.7
OG0005216	transcript_ENSUAMT00000032403	ENST00000568909.5
OG0005217	transcript_ENSUAMT00000032401	ENST00000333493.8
OG0005218	transcript_ENSUAMT00000032399	ENST00000360716.7
OG0005219	transcript_ENSUAMT00000032396	ENST00000379661.7
OG0005220	transcript_ENSUAMT00000032393	ENST00000541240.5
OG0005221	transcript_ENSUAMT00000023959	ENST00000290871.9
OG0005222	transcript_ENSUAMT00000023955	ENST00000299237.2
OG0005223	transcript_ENSUAMT00000023949	ENST00000219281.7
OG0005224	transcript_ENSUAMT00000023947	ENST00000219271.3
OG0005225	transcript_ENSUAMT00000023906	ENST00000219299.8
OG0005226	transcript_ENSUAMT00000023896	ENST00000567164.5
OG0005227	transcript_ENSUAMT00000023890	ENST00000426538.6
OG0005228	transcript_ENSUAMT00000012704	ENST00000219315.8
OG0005229	transcript_ENSUAMT00000012711	ENST00000317147.9
OG0005230	transcript_ENSUAMT00000012721	ENST00000570101.5
OG0005231	transcript_ENSUAMT00000009062	ENST00000341529.7
OG0005232	transcript_ENSUAMT00000009092	ENST00000536005.6
OG0005233	transcript_ENSUAMT00000027059	ENST00000616804.5, ENST00000264001.8
OG0005234	transcript_ENSUAMT00000027060	ENST00000379500.6
OG0005235	transcript_ENSUAMT00000027061	ENST00000268595.2
OG0005236	transcript_ENSUAMT00000027062	ENST00000424011.6
OG0005237	transcript_ENSUAMT00000027063	ENST00000330687.8
OG0005238	transcript_ENSUAMT00000003684	ENST00000258198.6
OG0005239	transcript_ENSUAMT00000003740	ENST00000558713.6
OG0005240	transcript_ENSUAMT00000008533	ENST00000359087.8
OG0005241	transcript_ENSUAMT00000008760	ENST00000338437.6
OG0005242	transcript_ENSUAMT00000008764	ENST00000311765.3
OG0005243	transcript_ENSUAMT00000008787	ENST00000299752.8
OG0005244	transcript_ENSUAMT00000008788	ENST00000420652.5
OG0005245	transcript_ENSUAMT00000008790	ENST00000422424.6
OG0005246	transcript_ENSUAMT00000008792	ENST00000317091.8
OG0005247	transcript_ENSUAMT00000008812	ENST00000540947.6, ENST00000303334.8
OG0005248	transcript_ENSUAMT00000022210	ENST00000412916.6
OG0005249	transcript_ENSUAMT00000022213	ENST00000569600.5
OG0005250	transcript_ENSUAMT00000022217	ENST00000449549.3
OG0005251	transcript_ENSUAMT00000022219	ENST00000345057.8
OG0005252	transcript_ENSUAMT00000022489	ENST00000521374.5
OG0005253	transcript_ENSUAMT00000022497	ENST00000564053.5
OG0005254	transcript_ENSUAMT00000022496	ENST00000290881.11
OG0005255	transcript_ENSUAMT00000022499	ENST00000314586.10
OG0005256	transcript_ENSUAMT00000022500	ENST00000379378.7
OG0005257	transcript_ENSUAMT00000022501	ENST00000393997.6
OG0005258	transcript_ENSUAMT00000022505	ENST00000304800.13
OG0005259	transcript_ENSUAMT00000022512	ENST00000299798.15
OG0005260	transcript_ENSUAMT00000022520	ENST00000360461.9
OG0005261	transcript_ENSUAMT00000022531	ENST00000304372.5
OG0005262	transcript_ENSUAMT00000022538	ENST00000329956.10
OG0005263	transcript_ENSUAMT00000022540	ENST00000393957.6
OG0005264	transcript_ENSUAMT00000022542	ENST00000348579.6
OG0005265	transcript_ENSUAMT00000022552	ENST00000290953.2
OG0005266	transcript_ENSUAMT00000022554	ENST00000422602.8
