Orthogroup	ursMar.longCDS.prots	ursArc.longCDS.prots
OG0008307	rna18	rna3411
OG0008308	rna19	rna3409
OG0008309	rna32	rna3391
OG0008310	rna34	rna3390
OG0008311	rna36	rna3387
OG0008312	rna38	rna3384
OG0008313	rna39	rna3381
OG0008314	rna40	rna3379
OG0008315	rna41	rna3377
OG0008316	rna42	rna3375
OG0008317	rna44	rna3371
OG0008318	rna45	rna3368
OG0008319	rna51	rna3358
OG0008320	rna65	rna3329
OG0008321	rna69	rna3324
OG0008322	rna70	rna3323
OG0008323	rna74	rna3311
OG0008324	rna76	rna3305
OG0008325	rna78	rna3302
OG0008326	rna80	rna3298
OG0008327	rna81	rna3293
OG0008328	rna83	rna3291
OG0008329	rna85	rna3287
OG0008330	rna90	rna3280
OG0008331	rna91	rna3279
OG0008332	rna92	rna3278
OG0008333	rna99	rna3269
OG0008334	rna101	rna3266
OG0008335	rna7426	rna5994
OG0008336	rna12864	rna6796
OG0008337	rna19004	rna18006
OG0008338	gene27077	gene30686
OG0008339	gene27089	gene30698
OG0008340	rna19032	rna18034
OG0008341	rna10381	rna22694
OG0008342	rna33739, rna33741	rna36135
OG0008343	rna32224	rna51609
OG0008344	rna32668	rna40704
OG0008345	rna28007	rna43378
OG0008346	rna12861	rna6792
OG0008347	rna18243	rna47595
OG0008349	rna29194	rna51938
OG0008350	rna34562	rna52359
OG0008351	rna11766	rna20660
OG0008352	rna2607	rna42279
OG0008353	rna2609	rna42277
OG0008354	rna2613	rna42276
OG0008355	rna2617	rna42269
OG0008356	rna2620	rna42265
OG0008357	rna2628	rna42254
OG0008358	rna2629	rna42253
OG0008359	rna2635	rna42248
OG0008360	rna2639	rna42247
OG0008361	rna2640	rna42246
OG0008362	rna2644	rna42240
OG0008363	rna2535	rna42389
OG0008364	rna2533	rna42390
OG0008365	rna2529	rna42392
OG0008366	rna2528	rna42395
OG0008367	rna2527	rna42396
OG0008368	rna2524	rna42401
OG0008369	rna2521	rna42406
OG0008370	rna2516	rna42412
OG0008371	rna2512	rna42414
OG0008372	rna2511	rna42416
OG0008373	rna2507	rna42418
OG0008374	rna2501	rna42425
OG0008375	rna2498	rna42433
OG0008376	rna2496	rna42434
OG0008377	rna2495	rna42435
OG0008379	rna2475	rna49142, rna49217
OG0008380	rna2474	rna49144, rna49218
OG0008381	rna2404	rna38036
OG0008382	rna2393	rna38029
OG0008383	rna2387	rna38022
OG0008384	rna2382	rna38011
OG0008385	rna2377	rna38004
OG0008386	rna2373	rna38000
OG0008387	rna2372	rna37999
OG0008388	rna2371	rna37995
OG0008389	rna2368	rna37988
OG0008390	rna2367	rna37985
OG0008391	rna2365	rna37983
OG0008392	rna2359	rna37980
OG0008393	rna2357	rna37978
OG0008394	rna2356	rna37975
OG0008395	rna2354	rna37967
OG0008396	rna2341	rna37929
OG0008397	rna2336	rna37921
OG0008398	rna2335	rna37919
OG0008399	rna2334	rna37918
OG0008400	rna2331	rna37913
OG0008401	rna2326	rna37899
OG0008402	rna2319	rna37890
OG0008403	rna2320	rna37891
OG0008404	rna2315	rna37887
OG0008405	rna2314	rna37886
OG0008406	rna2313	rna37882
OG0008407	rna2307	rna37876
OG0008408	rna2305	rna37875
OG0008409	rna2304	rna37874
OG0008410	rna2299	rna37871
OG0008411	rna2298	rna37866
OG0008412	rna2296	rna37864
OG0008413	rna2293	rna37861
OG0008414	rna2291	rna37855
OG0008415	rna2290	rna37854
OG0008416	rna2288	rna37853
OG0008417	rna2287	rna37851
OG0008418	rna2285	rna37847
OG0008419	rna2273	rna37836
OG0008420	rna2270	rna37831
OG0008421	rna2268	rna37829
OG0008422	rna2265	rna37827
OG0008423	rna2263	rna37822
OG0008424	rna2262	rna37821
OG0008425	rna2260	rna37817
OG0008426	rna2258	rna37814
OG0008427	rna2256	rna37811
OG0008428	rna2255	rna37810
OG0008429	rna2254	rna37809
OG0008430	rna2253	rna37808
OG0008431	rna2247	rna37804
OG0008432	rna2246	rna37803
OG0008433	rna2244	rna37802
OG0008434	rna2243	rna37797
OG0008435	rna2241	rna37786
OG0008436	rna2237	rna37780
OG0008437	rna2236	rna37779
OG0008438	rna2233	rna37775
OG0008439	rna2228	rna37772
OG0008440	rna2227	rna37771
OG0008441	rna2226	rna37770
OG0008442	rna2225	rna37767
OG0008443	rna2221	rna37763
OG0008444	rna2220	rna37762
OG0008445	rna2219	rna37761
OG0008446	rna2218	rna37758
OG0008447	rna2217	rna37757
OG0008448	rna2214	rna37752
OG0008449	rna2213	rna37750
OG0008450	rna2210	rna37740
OG0008451	rna2205	rna37732
OG0008452	rna2204	rna37731
OG0008453	rna2198	rna37727
OG0008454	rna2184	rna37722
OG0008455	rna2182	rna37719
OG0008456	rna2181	rna37718
OG0008457	rna2179	rna37716
OG0008458	rna2175	rna37706
OG0008459	rna2168	rna33276
OG0008460	rna2167	rna33273
OG0008461	rna2166	rna33272
OG0008462	rna2165	rna33271
OG0008463	rna2164	rna33267
OG0008464	rna2161	rna33266
OG0008465	rna2153	rna33242
OG0008466	rna2142	rna33232
OG0008467	rna2133	rna33228
OG0008468	rna2123	rna33210
OG0008469	rna2109	rna33205
OG0008470	rna2103	rna33202
OG0008471	rna2102	rna33198
OG0008472	rna2098	rna33192
OG0008473	rna2097	rna33190
OG0008474	rna2095	rna33189
OG0008475	rna2093	rna33185
OG0008476	rna2090	rna33176
OG0008477	rna2089	rna33175
OG0008478	rna2087	rna33174
OG0008479	rna2086	rna33173
OG0008480	rna2083	rna33167
OG0008481	rna2081	rna33163
OG0008482	rna2078	rna33158
OG0008483	rna2077	rna33156
OG0008484	rna2074	rna33153
OG0008485	rna2073	rna33146
OG0008486	rna2049	rna33120
OG0008487	rna2047	rna33117
OG0008488	rna2045	rna33116
OG0008489	rna2039	rna33112
OG0008490	rna2038	rna33109
OG0008491	rna2032	rna33095
OG0008492	rna2031	rna33094
OG0008493	rna2030	rna33093
OG0008494	rna2027	rna33088
OG0008495	rna2021	rna33080
OG0008496	rna2017	rna33074
OG0008497	rna2014	rna33070
OG0008498	rna2013	rna33067
OG0008499	rna2011	rna33065
OG0008500	rna2010	rna33062
OG0008501	rna2009	rna33059
OG0008502	rna2007	rna33054
OG0008503	rna2001	rna33044
OG0008504	rna1993	rna33038
OG0008505	rna1987	rna33030
OG0008506	rna1986	rna33029
OG0008507	rna1985	rna33027
OG0008508	rna1983	rna33025
OG0008509	rna1979	rna33021
OG0008510	rna1973	rna33010
OG0008511	rna1971	rna33005
OG0008512	rna1968	rna32998
OG0008513	rna1964	rna32996
OG0008514	rna1963	rna32995
OG0008515	rna36269	rna32925
OG0008516	rna36262	rna32909
OG0008517	rna36250	rna32892
OG0008518	rna36245	rna32886
OG0008519	rna36240	rna32883
OG0008520	rna36238	rna32879
OG0008521	rna36237	rna32878
OG0008522	rna36282	rna32876
OG0008523	rna36280	rna32874
OG0008524	rna36275	rna32869
OG0008525	rna28743	rna32823
OG0008526	rna28742	rna32818
OG0008527	rna28741	rna32817
OG0008528	rna28730	rna32789
OG0008529	rna28726	rna32782
OG0008530	rna28721	rna32778
OG0008531	rna28722	rna32779
OG0008532	rna28720	rna32774
OG0008533	rna28719	rna32768
OG0008534	rna28717	rna32766
OG0008535	rna28716	rna32765
OG0008536	rna28713	rna32760
OG0008537	rna28711	rna32756
OG0008538	rna28707	rna32749
OG0008539	rna28706	rna32745
OG0008540	rna28704	rna32742
OG0008541	rna28703	rna32741
OG0008542	rna28698	rna32732
OG0008543	rna28697	rna32731
OG0008544	rna28696	rna32730
OG0008545	rna28692	rna32727
OG0008546	rna28686	rna32718
OG0008548	rna28683	rna32714
OG0008549	gene21084	id365909
OG0008551	rna19085	rna50285
OG0008552	rna19084	rna50287
OG0008553	rna19083	rna50288
OG0008554	rna19081	rna50291
OG0008555	rna19080	rna50292
OG0008556	rna19079	rna50295
OG0008557	rna19078	rna50297
OG0008558	rna19076	rna50298
OG0008559	rna19072	rna50310
OG0008560	rna19069	rna50311
OG0008562	rna19193	rna48561
OG0008563	rna19192	rna48558
OG0008564	rna19191	rna48557
OG0008565	rna19189	rna48554
OG0008566	rna19187	rna48550
OG0008567	rna19184	rna48543
OG0008568	rna19182	rna48541
OG0008569	rna19177	rna48534
OG0008570	rna19172	rna48525
OG0008571	rna19171	rna48524
OG0008572	rna19169	rna48522
OG0008573	rna19165	rna48519
OG0008574	rna19162	rna48516
OG0008575	rna19161	rna48513
OG0008576	rna19160	rna48512
OG0008577	rna19159	rna48511
OG0008578	rna19158	rna48510
OG0008579	rna19155	rna48506
OG0008580	rna19154	rna48502
OG0008581	rna19150	rna48499
OG0008582	rna19148	rna48497
OG0008583	rna19145	rna48492
OG0008584	rna19141	rna48483
OG0008585	rna19133	rna50191
OG0008586	rna19132	rna50192
OG0008587	rna19131	rna50196
OG0008588	rna19130	rna50197
OG0008589	rna19122	rna50216
OG0008590	rna19119	rna50217
OG0008591	rna19121	rna50219
OG0008593	rna19118	rna50221
OG0008594	rna19115	rna50225
OG0008595	rna19114	rna50226
OG0008596	rna19113	rna50228
OG0008597	rna19109	rna50232
OG0008598	rna19106	rna50237
OG0008599	rna19105	rna50239
OG0008600	rna19099	rna50252
OG0008601	rna19104	rna50243
OG0008602	rna19103	rna50245
OG0008603	rna19101	rna50246
OG0008604	rna19092	rna50277
OG0008605	rna32983	rna48573
OG0008606	rna32984	rna48574
OG0008607	rna32986	rna48575
OG0008608	rna32987	rna48576
OG0008609	rna32989	rna48578
OG0008610	rna24266	rna48595
OG0008611	rna24267	rna48596
OG0008612	rna24269	rna48601
OG0008613	rna24276	rna48611
OG0008614	rna24277	rna48612
OG0008615	rna24282	rna48623
OG0008616	rna24285	rna48627
OG0008617	rna24286	rna48629
OG0008618	rna24288	rna48643
OG0008619	rna1080	rna10418
OG0008620	rna1081	rna10419
OG0008621	rna1086	rna10424
OG0008622	rna1087	rna10425
OG0008623	rna1088	rna10426
OG0008624	rna1089	rna10430
OG0008625	rna1091	rna10432
OG0008626	rna1095	rna10436
OG0008627	rna1096	rna10439
OG0008628	rna1099	rna10446
OG0008629	rna1101	rna10450
OG0008630	rna1102	rna10453
OG0008631	rna1106	rna10474
OG0008632	rna1109	rna10481
OG0008633	rna1115	rna10486
OG0008634	rna1118	rna10489
OG0008635	rna1130	rna10502
OG0008636	rna1131	rna10511
OG0008637	rna1133	rna10513
OG0008638	rna1134	rna10515
OG0008639	rna1136	rna10518
OG0008640	rna1139	rna10519
OG0008641	rna1141	rna10525
OG0008642	rna1148	rna10532
OG0008643	rna1149	rna10534
OG0008644	rna1150	rna10535
OG0008645	rna1152	rna10537
OG0008646	rna1153	rna10538
OG0008647	rna1154	rna10540
OG0008648	rna1159	rna10546
OG0008649	rna1167	rna10553
OG0008650	rna1168	rna10554
OG0008651	rna1170	rna10556
OG0008652	rna1175	rna10568
OG0008653	rna1179	rna10577
OG0008654	rna1180	rna10578
OG0008655	rna1186	rna10584
OG0008656	rna1189	rna10587
OG0008657	rna1190	rna10589
OG0008658	rna1191	rna10592
OG0008659	rna1192	rna10601
OG0008660	rna1193	rna10605
OG0008661	rna1194	rna10608
OG0008662	rna1198	rna10611
OG0008663	rna1200	rna10615
OG0008664	rna1202	rna10616
OG0008665	rna1206	rna10624
OG0008666	rna1207	rna10626
OG0008667	rna1211	rna10630
OG0008668	rna1214	rna10635
OG0008669	rna1217	rna10638
OG0008670	rna1228	rna10656
OG0008671	rna1231	rna10658
OG0008672	rna1237	rna10670
OG0008673	rna1240	rna10675
OG0008674	rna1247	rna10692
OG0008675	rna1252	rna10699
OG0008676	rna1253	rna10702
OG0008677	rna1259	rna10707
OG0008678	rna1265	rna10713
OG0008679	rna1274	rna10726
OG0008680	rna1275	rna10727
OG0008681	rna1278	rna10730
OG0008682	rna1279	rna10731
OG0008683	rna1284	rna10734
OG0008684	rna1285	rna10736
OG0008685	rna1289	rna10751
OG0008686	rna28998	rna53314
OG0008687	rna1294	rna10765
OG0008688	rna1297	rna10768
OG0008689	rna1298	rna10771
OG0008690	rna1303	rna10774
OG0008691	rna1310	rna10780
OG0008692	rna1311	rna10783
OG0008693	rna1314	rna10786
OG0008694	rna1317	rna10789
OG0008695	rna1319	rna10792
OG0008696	rna1320	rna10793
OG0008697	rna1321	rna10797
OG0008698	rna1323	rna10799
OG0008699	rna1327	rna10803
OG0008700	rna1339	rna10837
OG0008701	rna1351	rna10844
OG0008702	rna1358	rna10851
OG0008703	rna1361	rna10854
OG0008704	rna1364	rna10855
OG0008705	rna1366	rna10862
OG0008706	rna1368	rna10863
OG0008707	rna1371	rna10871
OG0008708	rna1378	rna10884
OG0008709	rna1384	rna10895
OG0008710	rna1393	rna10904
OG0008711	rna1394	rna10906
OG0008712	rna1401	rna10910
OG0008713	rna1411	rna10928
OG0008714	rna1413	rna10930
OG0008715	rna1415	rna10932
OG0008716	rna1418	rna10934
OG0008717	rna1425	rna10939, rna10940
OG0008718	rna1431	rna10947
OG0008719	rna1432	rna10948
OG0008720	rna1436	rna10950
OG0008721	rna1443	rna10969
OG0008722	rna1444	rna10971
OG0008723	rna2835	rna10974
OG0008724	rna2834	rna10975
OG0008725	rna2832	rna10979
OG0008726	rna2830	rna10981
OG0008727	rna2827	rna10982
OG0008728	rna2822	rna10991
OG0008729	rna2821	rna10995
OG0008730	rna2819	rna10997
OG0008731	rna2813	rna11008
OG0008732	rna2812	rna11010
OG0008733	rna2811	rna11011
OG0008734	rna2810	rna11012
OG0008735	rna2809	rna11013
OG0008736	rna2804	rna11020
OG0008737	rna2798	rna11031
OG0008738	rna2796	rna11038
OG0008739	rna2795	rna11041
OG0008740	rna2790	rna11054
OG0008741	rna2783	rna11056
OG0008742	rna2782	rna11062
OG0008743	rna2777	rna11066
OG0008744	rna2776	rna11067
OG0008745	rna2775	rna11068
OG0008746	rna2773	rna11071
OG0008747	rna2771	rna11073
OG0008748	rna2768	rna11075
OG0008749	rna2767	rna11077
OG0008750	rna2763	rna11083
OG0008751	rna5591	rna11085
OG0008752	rna5592	rna11102
OG0008753	rna5601	rna11106
OG0008754	rna5604	rna11110
OG0008755	rna5608	rna11115
OG0008756	rna5611	rna11120
OG0008757	rna5612	rna11121
OG0008758	rna5617	rna11125
OG0008759	rna5619	rna11127
OG0008760	rna5620	rna11128
OG0008761	rna5621	rna11130
OG0008762	rna5622	rna11131
OG0008763	rna5623	rna11132
OG0008764	rna5635	rna11144
OG0008765	rna5638	rna11148
OG0008766	rna5641	rna11152
OG0008767	rna5643	rna11154
OG0008768	rna5646	rna11159
OG0008769	rna5648	rna11169
OG0008770	rna5659	rna11179
OG0008771	rna5661	rna11186
OG0008772	rna5669	rna11203
OG0008773	rna2577	rna42327
OG0008774	rna16802	rna35602
OG0008776	rna16639	rna35843
OG0008777	rna20396	rna31749
OG0008779	rna8080	rna39215
OG0008780	rna1226	rna10654
OG0008781	rna1225	rna10653
OG0008782	rna1224	rna10652
OG0008783	rna1223	rna10651
OG0008784	rna1222	rna10650
OG0008785	rna12752	rna23676
OG0008786	rna15393	rna49478
OG0008787	rna10481	rna21443
OG0008788	rna6570	rna7502
OG0008789	rna16496	rna36075
OG0008790	rna16498	rna36071
OG0008791	rna16500	rna36067
OG0008792	rna16501	rna36065
OG0008793	rna16509	rna36058
OG0008794	rna16511	rna36057
OG0008795	rna16512	rna36053
OG0008796	rna16517	rna36048
OG0008797	rna16521	rna36047
OG0008798	rna16525	rna36045
OG0008799	rna16532	rna36035
OG0008800	rna33438	rna30918
OG0008801	rna16540	rna36026
OG0008802	rna16541	rna36022
OG0008803	rna16542	rna36020
OG0008804	rna16543	rna36018
OG0008805	rna16544	rna36017
OG0008806	rna16546	rna36010
OG0008807	rna16548	rna36000
OG0008808	rna16551	rna35994
OG0008809	rna16550	rna35996
OG0008810	rna16552	rna35993
OG0008811	rna16554	rna35991
OG0008812	rna16555	rna35987
OG0008813	rna16557	rna35989
OG0008814	rna16558	rna35985
OG0008815	rna16559	rna35983
OG0008816	rna16562	rna35978
OG0008817	rna16563	rna35977
OG0008818	rna16565	rna35967
OG0008819	rna16568	rna35964
OG0008820	rna16574	rna35955
OG0008821	rna16575	rna35954
OG0008822	rna16578	rna35948
OG0008823	rna16581	rna35946
OG0008824	rna16584	rna35944
OG0008825	rna16588	rna35938
OG0008826	rna16589	rna35935
OG0008827	rna16592	rna35933
OG0008828	rna16593	rna35929
OG0008829	rna16594	rna35928
OG0008830	rna16596	rna35927
OG0008831	rna16599	rna35913
OG0008832	rna16604	rna35916
OG0008833	rna16606	rna35910
OG0008834	rna16608	rna35906
OG0008835	rna16611	rna35902
OG0008836	rna16613	rna35893
OG0008837	rna16617	rna35881
OG0008838	rna16618	rna35880
OG0008839	rna16620	rna35875
OG0008840	rna16621	rna35874
OG0008841	rna16622	rna35866
OG0008842	rna16626	rna35861
OG0008843	rna16629	rna35859
OG0008844	rna16630	rna35857
OG0008845	rna16631	rna35851
OG0008846	rna16633	rna35849
OG0008847	rna16635	rna35847
OG0008848	rna16637	rna35845
OG0008849	rna16638	rna35844
OG0008850	rna16641	rna35837
OG0008851	rna16645	rna35833
OG0008852	rna16648	rna35831
OG0008853	rna16649	rna35829
OG0008854	rna16651	rna35826
OG0008855	rna16657	rna35819
OG0008856	rna16659	rna35815
OG0008857	rna16661	rna35813
OG0008858	rna16662	rna35812
OG0008859	rna16664	rna35810
OG0008860	rna16665	rna35809
OG0008861	rna16666	rna35808
OG0008862	rna16672	rna35799
OG0008863	rna16674	rna35792
OG0008864	rna16680	rna35790
OG0008865	rna16688	rna35774
OG0008866	rna16690	rna35778
OG0008867	rna16691	rna35776
OG0008868	rna16693	rna35768
OG0008869	rna16701	rna35759
OG0008870	rna16703	rna35757
OG0008871	rna16704	rna35755
OG0008872	rna16706	rna35752
OG0008873	rna16712	rna35746
OG0008874	rna16713	rna35742
OG0008875	rna16718	rna35740
OG0008876	rna16719	rna35736
OG0008877	rna16720	rna35735
OG0008878	rna16722	rna35728
OG0008879	rna16723	rna35726
OG0008880	rna16728	rna35721
OG0008881	rna16729	rna35720
OG0008882	rna16731	rna35718
OG0008883	rna16732	rna35717
OG0008884	rna16733	rna35716
OG0008885	rna16734	rna35715
OG0008886	rna16735	rna35714
OG0008887	rna16736	rna35713
OG0008888	rna16739	rna35711
OG0008889	rna16740	rna35709
OG0008890	rna16741	rna35705
OG0008891	rna16743	rna35702
OG0008892	rna16744	rna35701
OG0008893	rna16749	rna35697
OG0008894	rna16751	rna35694
OG0008895	rna16757	rna35688
OG0008896	rna16758	rna35685
OG0008897	rna16759	rna35683
OG0008898	rna16760	rna35682
OG0008899	rna16778	rna35665
OG0008900	rna16784	rna35648
OG0008901	rna16785	rna35641
OG0008902	rna16787	rna35636
OG0008903	rna16791	rna35635
OG0008904	rna16793	rna35623
OG0008905	rna16797	rna35613
OG0008906	rna16798	rna35609
OG0008907	rna16799	rna35607
OG0008908	rna16810	rna35591
OG0008909	rna16817	rna35587
OG0008910	rna16818	rna35586
OG0008911	rna16819	rna35585
OG0008912	rna16820	rna35577
OG0008913	rna16821	rna35571
OG0008914	rna16822	rna35570
OG0008915	rna16823	rna35568
OG0008916	rna16829	rna35561
OG0008917	rna16831	rna35555
OG0008918	rna16834	rna35553
OG0008919	rna16845	rna35543
OG0008920	rna16852	rna35540
OG0008921	rna16854	rna35538
OG0008922	rna16856	rna35530
OG0008923	rna16862	rna35529
OG0008924	rna16874	rna35513
OG0008925	rna16875	rna35508
OG0008926	rna16876	rna35505
OG0008927	rna16877	rna35503
OG0008928	rna16878	rna35502
OG0008929	rna16880	rna35497
OG0008930	rna16882	rna35493
OG0008931	rna16891	rna35487
OG0008932	rna16896	rna35481
OG0008933	rna16901	rna35479
OG0008934	rna16902	rna35477
OG0008935	rna16907	rna35474
OG0008936	rna16911	rna35463
OG0008937	rna16914	rna35457
OG0008938	rna16915	rna35456
OG0008939	rna16918	rna35453
OG0008940	rna16919	rna35452
OG0008941	rna16920	rna35450
OG0008942	rna16921	rna35449
OG0008943	rna33879	rna30485
OG0008944	rna33894	rna30473
OG0008945	rna33908	rna30464
OG0008946	rna33911	rna30463
OG0008947	rna779	rna30460
OG0008948	rna785	rna30453
OG0008949	rna787	rna30452
OG0008950	rna788	rna30449
OG0008951	rna794	rna30429
OG0008952	rna796	rna30421
OG0008953	rna799	rna30420
OG0008954	rna805	rna30410
OG0008955	rna806	rna30407
OG0008956	rna807	rna30406
OG0008957	rna809	rna30401
OG0008958	rna814	rna30391
OG0008959	rna815	rna30390
OG0008960	rna817	rna30388
OG0008961	rna819	rna30387
OG0008962	rna821	rna30385
OG0008963	rna823	rna30380
OG0008964	rna824	rna30378
OG0008965	rna827	rna30377
OG0008966	rna829	rna30373
OG0008967	rna830	rna30369
OG0008968	rna831	rna30368
OG0008969	rna833	rna30365
OG0008970	rna834	rna30363
OG0008971	rna836	rna30362
OG0008972	rna838	rna30359
OG0008973	rna839	rna30358
OG0008974	rna841	rna30356
OG0008975	rna847	rna30334
OG0008976	rna851	rna30331
OG0008977	rna853	rna30329
OG0008978	rna855	rna30326
OG0008979	rna858	rna30322
OG0008980	rna861	rna30321
OG0008981	rna862	rna30320
OG0008982	rna869	rna30304
OG0008983	rna870	rna30302
OG0008984	rna872	rna30295
OG0008985	rna876	rna30292
OG0008986	rna878	rna30289
OG0008987	rna880	rna30285
OG0008988	rna882	rna30282
OG0008989	rna883	rna30281
OG0008990	rna885	rna30279
OG0008991	rna894	rna30271
OG0008992	rna899	rna30267
OG0008993	rna900	rna30265
OG0008994	rna901	rna30264
OG0008995	rna903	rna30261
OG0008996	rna905	rna30254
OG0008997	rna906	rna30253
OG0008998	rna907	rna30252
OG0008999	rna908	rna30251
OG0009000	rna909	rna30250
OG0009001	rna910	rna30247
OG0009002	rna911	rna30246
OG0009003	rna913	rna30245
OG0009004	rna915	rna30242
OG0009005	rna916	rna30241
OG0009006	rna918	rna30240
OG0009007	rna920	rna30235
OG0009008	rna924	rna30228
OG0009009	rna926	rna30225
OG0009010	rna938	rna30214
OG0009011	rna941	rna30210
OG0009012	rna951	rna30196
OG0009013	rna954	rna30193
OG0009014	rna958	rna30183
OG0009015	rna959	rna30180
OG0009016	rna973	rna30178
OG0009017	rna975	rna30158
OG0009018	rna976	rna30156
OG0009019	rna979	rna30155
OG0009020	rna980	rna30153
OG0009021	rna982	rna30152
OG0009022	rna983	rna30150
OG0009023	rna985	rna30146
OG0009024	rna986	rna30142
OG0009025	rna987	rna30140
OG0009026	rna990	rna30138
OG0009027	rna991	rna30132
OG0009028	rna993	rna30128
OG0009029	rna997	rna30123
OG0009030	rna1003	rna30118
OG0009031	rna1004	rna30117
OG0009032	rna1005	rna30113
OG0009033	rna1008	rna30110
OG0009034	rna1009	rna30109
OG0009035	rna1011	rna30107
OG0009036	rna1012	rna30106
OG0009037	rna1013	rna30104
OG0009038	rna1014	rna30102
OG0009039	rna1026	rna30089
OG0009040	rna1027	rna30088
OG0009041	rna1028	rna30086
OG0009042	rna1044	rna30081
OG0009043	rna1054	rna30070
OG0009044	rna1055	rna30067
OG0009045	rna1063	rna30064
OG0009046	rna1064	rna30058
OG0009047	rna1068	rna30055
OG0009048	rna23318	rna30051
OG0009049	rna23338	rna30030
OG0009050	rna23342	rna30023
OG0009051	rna23347	rna30019
OG0009052	rna23348	rna30018
OG0009053	rna23349	rna30013
OG0009054	rna23352	rna30010
OG0009055	rna23354	rna30006
OG0009056	rna23355	rna30003
OG0009057	rna23361	rna30000
OG0009058	rna23362	rna29999
OG0009059	rna23366	rna29994
OG0009060	rna23367	rna29991
OG0009061	rna23375	rna29984
OG0009062	rna23377	rna29981
OG0009063	rna23380	rna29976
OG0009064	rna23381	rna29973
OG0009065	rna23382	rna29968
OG0009066	rna23385	rna29963
OG0009067	rna23388	rna29960
OG0009068	rna23391	rna29954
OG0009069	rna23392	rna29951
OG0009070	rna23393	rna29950
OG0009071	rna23396	rna29942
OG0009072	rna23397	rna29941
OG0009073	rna23398	rna29938
OG0009074	rna23399	rna29934
OG0009075	rna23400	rna29933
OG0009076	rna23401	rna29925
OG0009077	rna23412	rna29920
OG0009078	rna23417	rna29915
OG0009079	rna23418	rna29914
OG0009080	rna23420	rna29912
OG0009081	rna23421	rna29910
OG0009082	rna23422	rna29908
OG0009083	rna23423	rna29907
OG0009084	rna23424	rna29902
OG0009085	rna23427	rna29899
OG0009086	rna14584	rna29897
OG0009087	rna14585	rna29896
OG0009088	rna14586	rna29895
OG0009089	rna14589	rna29892
OG0009090	rna14590	rna29888
OG0009091	rna14592	rna29885
OG0009092	rna14600	rna29878
OG0009093	rna14602	rna29874
OG0009094	rna14603	rna29872
OG0009095	rna14605	rna29871
OG0009096	rna14606	rna29869
OG0009097	rna14609	rna29862
OG0009098	rna14612	rna29859
OG0009099	rna14616	rna29855
OG0009100	rna14618	rna29849
OG0009101	rna14619	rna29845
OG0009102	rna14623	rna29838
OG0009103	rna14624	rna29830
OG0009104	rna14625	rna29828
OG0009105	rna14629	rna29826
OG0009106	rna14630	rna29825
OG0009107	rna14631	rna29821
OG0009108	rna14634	rna29817
OG0009109	rna14635	rna29815
OG0009110	rna14636	rna29814
OG0009111	rna14637	rna29812
OG0009112	rna14644	rna29802
OG0009113	rna14642	rna29804
OG0009114	rna14645	rna29798
OG0009115	rna14648	rna29797
OG0009116	rna14649	rna29795
OG0009117	rna14650	rna29794
OG0009118	rna14651	rna29789
OG0009119	rna14653	rna29780
OG0009120	rna14654	rna29776
OG0009121	rna14655	rna29772
OG0009122	rna14656	rna29766
OG0009123	rna14659	rna29757
OG0009124	rna14661	rna29751
OG0009125	rna14663	rna29746
OG0009126	rna14664	rna29741
OG0009127	rna14673	rna29731
OG0009128	rna14678	rna29710
OG0009129	rna14680	rna29708
OG0009130	rna14688	rna29697
OG0009131	rna14695	rna29685
OG0009132	rna14696	rna29674
OG0009133	rna14697	rna29665
OG0009134	rna14707	rna29654
OG0009135	rna14714	rna29643
OG0009136	rna14719	rna29638
OG0009137	rna14720	rna29637
OG0009138	rna14721	rna29635
OG0009139	rna14728	rna29629
OG0009140	rna14733	rna29624
OG0009141	rna14736	rna29622
OG0009142	rna14738	rna29617
OG0009143	rna14742	rna29610
OG0009144	rna14745	rna29606
OG0009145	rna14748	rna29605
OG0009146	rna14751	rna29601
OG0009147	rna14760	rna29591
OG0009148	rna14761	rna29579
OG0009149	rna14762	rna29575
OG0009150	rna14763	rna29573
OG0009151	rna14765	rna29567
OG0009152	rna14769	rna29561
OG0009153	rna14770	rna29559
OG0009154	rna14772	rna29557
OG0009155	rna14774	rna29552
OG0009156	rna14775	rna29544
OG0009157	rna14782	rna29543
OG0009158	rna14783	rna29540
OG0009159	rna14785	rna29537
OG0009160	rna14788	rna29530
OG0009161	rna14790	rna29521
OG0009162	rna14800	rna29528
OG0009163	rna14803	rna29526
OG0009164	rna14810	rna29508
OG0009165	rna14832	rna29490
OG0009166	rna14834	rna29488
OG0009167	rna14835	rna29475
OG0009168	rna14838	rna29472
OG0009169	rna14848	rna29468
OG0009170	rna14849	rna29458
OG0009171	rna14851	rna29456
OG0009172	rna14852	rna29455
OG0009173	rna14857	rna29454
OG0009174	rna14858	rna29449
OG0009175	rna14866	rna29437
OG0009176	rna14867	rna29436
OG0009177	rna14868	rna29435
OG0009178	rna14869	rna29433
OG0009179	rna14872	rna29423
OG0009180	rna14882	rna29408
OG0009181	rna14888	rna46370
OG0009182	rna14899	rna46353
OG0009183	rna14901	rna46349
OG0009184	rna14902	rna46348
OG0009185	rna14903	rna46346
OG0009186	rna14905	rna46344
OG0009187	rna14906	rna46343
OG0009188	rna14907	rna46341
OG0009189	rna14908	rna46339
OG0009190	rna14913	rna46332
OG0009191	rna14917	rna46327
OG0009192	rna14921	rna46323
