Orthogroup	ursMar.longCDS.prots	ailMel.longCDS.prots
OG0004756	rna6622	rna-XM_034638027.1
OG0004757	rna6621	rna-XM_034638028.1
OG0004758	rna6620	rna-XM_011220229.3
OG0004759	rna6617	rna-XM_034638164.1
OG0004760	rna6615	rna-XM_002915590.4
OG0004761	rna6613	rna-XM_034638160.1
OG0004762	rna6606	rna-XM_034638032.1
OG0004763	rna6595	rna-XM_034638902.1
OG0004764	rna6594	rna-XM_034639346.1
OG0004765	rna6590	rna-XM_011229341.3
OG0004766	rna6589	rna-XM_011229340.3
OG0004767	rna6588	rna-XM_034639315.1
OG0004768	rna6587	rna-XM_002922774.4
OG0004769	rna6585	rna-XM_034638595.1
OG0004770	rna6584	rna-XM_034638624.1
OG0004771	rna6582	rna-XM_011229336.1
OG0004772	rna6581	rna-XM_002922771.2
OG0004773	rna29104	rna-XM_019807807.2
OG0004774	rna29106	rna-XM_011234637.3
OG0004775	rna29109	rna-XM_034638035.1
OG0004776	rna29110	rna-XM_019807823.2
OG0004777	rna29111	rna-XM_002927060.4
OG0004778	rna29128, rna29127	rna-XM_019807820.2
OG0004779	rna29129	rna-XM_034639373.1
OG0004780	rna29130	rna-XM_011234610.3
OG0004781	rna29140	rna-XM_034639360.1
OG0004782	rna29141	rna-XM_011234589.3
OG0004783	rna29153	rna-XM_034639392.1
OG0004784	rna29155	rna-XM_034639365.1
OG0004785	rna29156	rna-XM_034638040.1
OG0004786	rna29192	rna-XM_034638041.1
OG0004787	rna29163	rna-XM_034639394.1
OG0004788	rna29196	rna-XM_011231654.3
OG0004789	rna29198	rna-XM_034639343.1
OG0004790	rna29202	rna-XM_011231661.3
OG0004791	rna29224	rna-XM_034639498.1
OG0004792	rna29235	rna-XM_034639471.1
OG0004793	rna32920	rna-XM_034639502.1
OG0004794	rna32921	rna-XM_019792546.2
OG0004795	rna32929	rna-XM_011237850.3
OG0004796	rna32932	rna-XM_011237978.3
OG0004797	rna32933	rna-XM_019792693.2
OG0004798	rna32945	rna-XM_019792700.2
OG0004799	rna32946	rna-XM_034638071.1
OG0004800	rna32947	rna-XM_034639488.1
OG0004801	rna32949	rna-XM_019793532.2
OG0004802	rna32950	rna-XM_034638081.1
OG0004803	rna32768	rna-XM_034639489.1
OG0004804	rna32771	rna-XM_034639530.1
OG0004805	rna32772	rna-XM_011233802.3
OG0004806	rna32773	rna-XM_019807135.2
OG0004807	rna32774	rna-XM_011233804.2
OG0004808	rna32776	rna-XM_034639544.1
OG0004809	rna32777	rna-XM_034638710.1
OG0004810	rna32778	rna-XM_019807116.1
OG0004811	rna32796	rna-XM_034638086.1
OG0004812	rna32779	rna-XM_011233813.3
OG0004813	rna32780	rna-XM_034639404.1
OG0004814	rna32781	rna-XM_034639413.1
OG0004815	rna32785	rna-XM_034638087.1
OG0004816	rna32789	rna-XM_034638088.1
OG0004817	rna32790	rna-XM_002926382.4
OG0004818	rna32794	rna-XM_002926381.3
OG0004819	rna32795	rna-XM_034638791.1
OG0004821	rna32798	rna-XM_002926403.4
OG0004822	rna32800	rna-XM_019807132.2
OG0004823	rna32802	rna-XM_002926379.4
OG0004824	rna32806	rna-XM_034672408.1
OG0004825	rna32807	rna-XM_011233785.3
OG0004826	rna32810	rna-XM_034638485.1
OG0004827	rna32815	rna-XM_034639195.1
OG0004828	rna32816	rna-XM_034638091.1
OG0004829	rna32817	rna-XM_019807125.2
OG0004830	rna32818	rna-XM_011233775.3
OG0004831	rna32852	rna-XM_034672545.1
OG0004832	rna32850	rna-XM_034638103.1
OG0004833	rna23664	rna-XM_034672603.1
OG0004834	rna23665	rna-XM_034672589.1
OG0004835	rna23666	rna-XM_002927967.4
OG0004836	rna23667	rna-XM_002927966.4
OG0004837	rna23668	rna-XM_034672553.1
OG0004838	rna23671	rna-XM_034672587.1
OG0004839	rna23673	rna-XM_002927955.4
OG0004840	rna23675	rna-XM_002927954.4
OG0004841	rna23676	rna-XM_034672604.1
OG0004842	rna23693	rna-XM_034637779.1
OG0004843	rna23699	rna-XM_019808716.2
OG0004844	rna23704	rna-XM_002927960.4
OG0004845	rna23707	rna-XM_011217247.3
OG0004847	rna4300, rna4301	rna-XM_019808282.1
OG0004848	rna4276	rna-XM_011235654.3
OG0004849	rna4271	rna-XM_034639123.1
OG0004850	rna4253	rna-XM_011235631.3
OG0004851	rna4251	rna-XM_034639184.1
OG0004852	rna4250	rna-XM_011235630.3
OG0004853	rna4248	rna-XM_002927921.4
OG0004854	rna4247	rna-XM_034639068.1
OG0004855	rna4246	rna-XM_002927930.4
OG0004856	rna4236	rna-XM_011237872.3
OG0004857	rna4233	rna-XM_034639167.1
OG0004858	rna4232	rna-XM_011237877.3
OG0004859	rna4230	rna-XM_002929778.4
OG0004860	rna4229	rna-XM_034639171.1
OG0004861	rna4228	rna-XM_002929770.4
OG0004862	rna4226	rna-XM_019792595.1
OG0004863	rna4225	rna-XM_019792606.1
OG0004864	rna4223	rna-XM_019792607.2
OG0004865	rna4222	rna-XM_002929781.4
OG0004866	rna4221	rna-XM_034639164.1
OG0004867	rna4219	rna-XM_019792603.2
OG0004868	rna4215	rna-XM_034639194.1
OG0004869	rna4214	rna-XM_002917817.4
OG0004870	rna4210	rna-XM_002917818.4
OG0004871	rna4209	rna-XM_034639091.1
OG0004872	rna4208	rna-XM_011223165.3
OG0004873	rna4205	rna-XM_011223168.3
OG0004874	rna4204	rna-XM_019798159.2
OG0004875	rna4203	rna-XM_019798161.2
OG0004876	rna4202	rna-XM_002917819.4
OG0004877	rna4200	rna-XM_034639055.1
OG0004878	rna4198	rna-XM_019798167.2
OG0004879	rna4196	rna-XM_002917890.4
OG0004880	rna4191	rna-XM_019798146.1
OG0004881	rna4188	rna-XM_011223179.3
OG0004882	rna4184	rna-XM_034639615.1
OG0004883	rna4180	rna-XM_019798179.2
OG0004884	rna4178	rna-XM_034637878.1
OG0004885	rna4177	rna-XM_034637876.1
OG0004886	rna4176	rna-XM_034638975.1
OG0004887	rna4175	rna-XM_019798181.2
OG0004888	rna4174	rna-XM_034637885.1
OG0004889	rna4172	rna-XM_034637933.1
OG0004890	rna4171	rna-XM_002917828.4
OG0004891	rna4169	rna-XM_019798147.1
OG0004892	rna4168	rna-XM_034637994.1
OG0004893	rna4167	rna-XM_011223192.3
OG0004894	rna4161	rna-XM_034638976.1
OG0004895	rna4160	rna-XM_019798133.2
OG0004896	rna4159	rna-XM_034638709.1
OG0004897	rna4158	rna-XM_019798135.2
OG0004898	rna4157	rna-XM_002917836.4
OG0004899	rna4156	rna-XM_002917837.4
OG0004900	rna4155	rna-XM_034638977.1
OG0004901	rna4150	rna-XM_019798197.2
OG0004902	rna4148	rna-XM_011223220.3
OG0004903	rna4140	rna-XM_034672883.1
OG0004904	rna4139	rna-XM_002917850.4
OG0004905	rna4138	rna-XM_034672877.1
OG0004906	rna4137	rna-XM_034638565.1
OG0004907	rna4135	rna-XM_019798216.2
OG0004908	rna4132	rna-XM_011223232.3
OG0004909	rna4123	rna-XM_002917855.4
OG0004910	rna4120	rna-XM_034672411.1
OG0004911	rna4119	rna-XM_002917860.4
OG0004912	rna4117	rna-XM_034637957.1
OG0004913	rna4116	rna-XM_019798155.2
OG0004914	rna4115	rna-XM_002917917.4
OG0004915	rna4114	rna-XM_034637759.1
OG0004916	rna4113	rna-XM_011223238.3
OG0004917	rna4112	rna-XM_034638456.1
OG0004918	rna4111	rna-XM_034637944.1
OG0004919	rna4109	rna-XM_034637939.1
OG0004920	rna4108	rna-XM_011223243.3
OG0004921	rna4107	rna-XM_034638982.1
OG0004922	rna4106	rna-XM_034638534.1
OG0004923	rna4102	rna-XM_019798245.2
OG0004924	rna4099	rna-XM_019798233.2
OG0004925	rna4096	rna-XM_034639584.1
OG0004926	rna4097	rna-XM_002917871.3
OG0004927	rna4094	rna-XM_034652148.1, rna-XM_034638984.1
OG0004928	rna4092	rna-XM_002917873.4
OG0004929	rna4091	rna-XM_002917874.4
OG0004930	rna4088	rna-XM_002917876.4
OG0004931	rna4087	rna-XM_011223262.3
OG0004932	rna4086	rna-XM_011223261.3
OG0004933	rna4085	rna-XM_034638986.1
OG0004934	rna4084	rna-XM_019798156.1
OG0004935	rna4078	rna-XM_034637948.1
OG0004936	rna4077	rna-XM_034638987.1
OG0004937	rna4076	rna-XM_034672807.1
OG0004938	rna4074	rna-XM_011223271.3
OG0004939	rna4073	rna-XM_019798143.2
OG0004940	rna4070	rna-XM_011223272.3
OG0004941	rna4068	rna-XM_034638003.1
OG0004942	rna4066	rna-XM_034638988.1
OG0004943	rna4060	rna-XM_011229657.3
OG0004944	rna4056	rna-XM_034638989.1
OG0004945	rna4055	rna-XM_019803579.2
OG0004946	rna4053	rna-XM_019803580.2
OG0004947	rna4052	rna-XM_002923041.4
OG0004948	rna4051	rna-XM_034638143.1
OG0004949	rna4046	rna-XM_019803585.2
OG0004950	rna4044	rna-XM_002923043.4
OG0004951	rna4041	rna-XM_002923045.4
OG0004952	rna4040	rna-XM_034638218.1
OG0004953	rna4037	rna-XM_002923047.4
OG0004954	rna4036	rna-XM_002923048.4
OG0004955	rna4033	rna-XM_019803591.2
OG0004956	rna4032	rna-XM_034638994.1
OG0004957	rna4030	rna-XM_034672784.1
OG0004958	rna4018	rna-XM_002928508.4
OG0004959	rna4017	rna-XM_034638067.1
OG0004960	rna4012	rna-XM_002928498.3
OG0004961	rna4011	rna-XM_002928499.4
OG0004962	rna4010	rna-XM_002928500.3
OG0004963	rna4009	rna-XM_002928501.4
OG0004964	rna4008	rna-XM_002928512.4
OG0004965	rna4006	rna-XM_034638072.1
OG0004966	rna4004	rna-XM_011236376.3
OG0004967	rna4003	rna-XM_034638093.1
OG0004968	rna4002	rna-XM_034638096.1
OG0004969	rna4001	rna-XM_002928504.4
OG0004970	rna4000	rna-XM_034639304.1
OG0004971	rna3998	rna-XM_034638542.1
OG0004972	rna3995	rna-XM_034638833.1
OG0004973	rna3994	rna-XM_034638822.1
OG0004974	rna3993	rna-XM_034638821.1
OG0004975	rna3991	rna-XM_002924259.4
OG0004976	rna3989	rna-XM_019804860.2
OG0004977	rna3988	rna-XM_002924239.3
OG0004978	rna3987	rna-XM_034672874.1
OG0004979	rna3985	rna-XM_034638479.1
OG0004980	rna3982	rna-XM_034639002.1
OG0004981	rna3980	rna-XM_002924243.4
OG0004982	rna3976	rna-XM_034637846.1
OG0004983	rna3971	rna-XM_011231070.3
OG0004984	rna3970	rna-XM_034637849.1
OG0004985	rna3969	rna-XM_034637847.1
OG0004986	rna3968	rna-XM_011231074.3
OG0004987	rna3967	rna-XM_034639284.1
OG0004988	rna3965	rna-XM_034639426.1
OG0004989	rna3963	rna-XM_019804886.2
OG0004990	rna3960	rna-XM_034638663.1
OG0004991	rna3959	rna-XM_019804890.2
OG0004992	rna3958	rna-XM_034639004.1
OG0004993	rna3957	rna-XM_034639005.1
OG0004994	rna3956	rna-XM_034638649.1
OG0004995	rna3955	rna-XM_011231079.3
OG0004996	rna3953	rna-XM_034637769.1
OG0004997	rna3947	rna-XM_034637773.1
OG0004998	rna3946	rna-XM_019804880.2
OG0004999	rna3942	rna-XM_034672731.1
OG0005000	rna3936	rna-XM_002929693.4
OG0005001	rna32680	rna-XM_034638055.1
OG0005002	rna32681	rna-XM_034638052.1
OG0005003	rna32682	rna-XM_011230715.3
OG0005004	rna32683	rna-XM_034638149.1
OG0005005	rna32684	rna-XM_034638145.1
OG0005006	rna32685	rna-XM_002923943.4
OG0005007	rna32687	rna-XM_034639008.1
OG0005008	rna32688	rna-XM_034638502.1
OG0005009	rna32690	rna-XM_011230708.3
OG0005010	rna32692	rna-XM_034638853.1
OG0005011	rna32693	rna-XM_019804557.2
OG0005012	rna32696	rna-XM_034638654.1
OG0005013	rna32697	rna-XM_011230696.3
OG0005014	rna32698	rna-XM_034639459.1
OG0005015	rna32699	rna-XM_002923937.4
OG0005016	rna32702	rna-XM_034638670.1
OG0005017	rna32704	rna-XM_019804578.2
OG0005018	rna3899	rna-XM_002923953.4
OG0005019	rna3900	rna-XM_019804548.2
OG0005020	rna3903	rna-XM_002923951.4
OG0005021	rna3904	rna-XM_034639432.1
OG0005022	rna3905	rna-XM_034639438.1
OG0005023	rna3911	rna-XM_034638949.1
OG0005024	rna3912	rna-XM_034639690.1
OG0005025	rna3914	rna-XM_034639691.1
OG0005026	rna3919	rna-XM_002923948.4
OG0005027	rna3920	rna-XM_002923928.4
OG0005028	rna3922	rna-XM_019804576.2
OG0005029	rna3924	rna-XM_034672466.1
OG0005030	rna3926	rna-XM_034672467.1
OG0005031	rna3927	rna-XM_034638837.1
OG0005032	rna29322	rna-XM_034639689.1
OG0005033	rna29324	rna-XM_034639686.1
OG0005034	rna29325	rna-XM_002923680.4
OG0005035	rna29327	rna-XM_002923682.4
OG0005036	rna29328	rna-XM_034638199.1
OG0005037	rna29329	rna-XM_011230403.3
OG0005038	rna29330	rna-XM_034672323.1
OG0005039	rna29332	rna-XM_034672325.1
OG0005040	rna29335	rna-XM_019804272.2
OG0005041	rna29338	rna-XM_002923685.4
OG0005042	rna29339	rna-XM_034672321.1
OG0005043	rna8980	rna-XM_002923690.4
OG0005044	rna8971	rna-XM_019804283.2
OG0005045	rna8969	rna-XM_034638210.1
OG0005046	rna8968	rna-XM_034638458.1
OG0005047	rna8967	rna-XM_034638196.1
OG0005048	rna8966	rna-XM_019804294.2
OG0005049	rna8964	rna-XM_002923698.4
OG0005050	rna8963	rna-XM_002923699.4
OG0005051	rna8962	rna-XM_002923700.4
OG0005052	rna8961	rna-XM_034638065.1
OG0005053	rna8960	rna-XM_002923701.4
OG0005054	rna8959	rna-XM_019804301.2
OG0005055	rna8953	rna-XM_011230421.3
OG0005056	rna8945	rna-XM_011230440.3
OG0005057	rna8944	rna-XM_034638137.1
OG0005058	rna8941	rna-XM_002923705.4
OG0005059	rna8940	rna-XM_034638625.1
OG0005060	rna8936	rna-XM_034638696.1
OG0005061	rna8934	rna-XM_034639458.1
OG0005062	rna8933	rna-XM_034639457.1
OG0005063	rna8932	rna-XM_002927380.4
OG0005064	rna8930	rna-XM_019808066.2
OG0005065	rna8928	rna-XM_002927382.4
OG0005066	rna8927	rna-XM_002927383.4
OG0005067	rna8926	rna-XM_002927384.4
OG0005068	rna8925	rna-XM_002927385.4
OG0005069	rna8922	rna-XM_011234941.3
OG0005070	rna8920	rna-XM_034672389.1
OG0005071	rna8918	rna-XM_011234954.2, rna-XM_034639014.1
OG0005072	rna8915	rna-XM_011234956.3
OG0005073	rna8913	rna-XM_019808084.2
OG0005074	rna8911	rna-XM_034638933.1
OG0005075	rna8909	rna-XM_002927390.4
OG0005076	rna8907	rna-XM_034638931.1
OG0005077	rna8906	rna-XM_002927391.4
OG0005078	rna8902	rna-XM_002927392.4
OG0005079	rna8901	rna-XM_019808062.2
OG0005080	rna8899	rna-XM_034638630.1
OG0005081	rna8898	rna-XM_011233113.3
OG0005082	rna8895	rna-XM_034639205.1
OG0005083	rna8892	rna-XM_034639427.1
OG0005084	rna8890	rna-XM_011233116.3
OG0005085	rna8888	rna-XM_034672821.1
OG0005086	rna8887	rna-XM_034637980.1
OG0005087	rna8885	rna-XM_034672458.1
OG0005088	rna8884	rna-XM_034637871.1
OG0005089	rna8883	rna-XM_034638697.1
OG0005090	rna8880	rna-XM_034638789.1
OG0005091	rna8879	rna-XM_034638745.1
OG0005092	rna8878	rna-XM_034638669.1
OG0005093	rna27326	rna-XM_011217905.3
OG0005094	rna27322	rna-XM_034638277.1
OG0005095	rna32990	rna-XM_019793541.2
OG0005096	rna34202	rna-XM_034638386.1
OG0005097	rna34204	rna-XM_011217600.3
OG0005098	rna34214	rna-XM_034638365.1
OG0005099	rna34217	rna-XM_019793323.2
OG0005100	rna34218	rna-XM_034638391.1
OG0005101	rna34220	rna-XM_019793251.2
OG0005102	rna35357	rna-XM_034638404.1
OG0005103	rna35352	rna-XM_019801436.2
OG0005104	rna35344	rna-XM_011227147.3
OG0005105	rna35337	rna-XM_034638289.1
OG0005106	rna35332	rna-XM_034638374.1
OG0005107	rna35330	rna-XM_002920932.4
OG0005108	rna35327	rna-XM_002920921.4
OG0005109	rna35323	rna-XM_019801406.2
OG0005110	rna35322	rna-XM_034638424.1
OG0005111	rna35320	rna-XM_034638335.1
OG0005112	rna35310	rna-XM_034638418.1
OG0005113	rna35307	rna-XM_011227111.3
OG0005114	rna35306	rna-XM_011227108.3
OG0005115	rna35304	rna-XM_002920905.4
OG0005116	rna35303	rna-XM_002920925.4
OG0005117	rna35301	rna-XM_011227104.3
OG0005118	rna35300	rna-XM_011227101.3
OG0005119	rna35299	rna-XM_034638283.1
OG0005120	rna35291	rna-XM_011227098.3
OG0005121	rna35290	rna-XM_034638253.1
OG0005122	rna35289	rna-XM_002920912.4
OG0005123	rna35278	rna-XM_034638256.1
OG0005124	rna35274	rna-XM_034638260.1
OG0005125	rna35273	rna-XM_034638443.1
OG0005126	rna35272	rna-XM_002920915.4
OG0005127	rna35270	rna-XM_002920874.4
OG0005128	rna35263	rna-XM_034638442.1
OG0005129	rna35262	rna-XM_034638250.1
OG0005130	rna35260	rna-XM_034638380.1
OG0005131	rna35259	rna-XM_034638405.1
OG0005132	rna35257	rna-XM_002920875.4
OG0005133	rna35255	rna-XM_002920909.4
OG0005134	rna35254	rna-XM_034638300.1
OG0005135	rna35251	rna-XM_019801456.2
OG0005136	rna35250	rna-XM_019801439.2
OG0005137	rna35248	rna-XM_002920922.4
OG0005138	rna35241	rna-XM_002920888.2
OG0005139	rna35237	rna-XM_002920903.4
OG0005140	rna35235	rna-XM_002920879.4
OG0005141	rna35234	rna-XM_034638413.1
OG0005142	rna35233	rna-XM_034638317.1
OG0005143	rna35230	rna-XM_002920923.3
OG0005144	rna35228	rna-XM_034638430.1
OG0005145	rna35226	rna-XM_034638437.1
OG0005146	rna35224	rna-XM_034638342.1
OG0005147	rna35223	rna-XM_034638441.1
OG0005148	rna35221	rna-XM_011227058.3
OG0005149	rna35220	rna-XM_034638263.1
OG0005150	rna35215	rna-XM_002920914.4
OG0005151	rna35212	rna-XM_002920906.4
OG0005152	rna32165	rna-XM_034638599.1
OG0005153	rna32166	rna-XM_002925186.4
OG0005154	rna32169	rna-XM_034639329.1
OG0005155	rna32173	rna-XM_002925190.4
OG0005156	rna32175	rna-XM_034638539.1
OG0005157	rna32176	rna-XM_034639200.1
OG0005158	rna32178	rna-XM_019792783.2
OG0005159	rna9321	rna-XM_002929731.3
OG0005160	rna9320	rna-XM_002929730.4
OG0005161	rna9318	rna-XM_034639351.1
OG0005162	rna9317	rna-XM_019810438.2
OG0005163	rna9316	rna-XM_034672537.1
OG0005164	rna9315	rna-XM_034672543.1
OG0005165	rna9314	rna-XM_011220815.3
OG0005166	rna9313	rna-XM_002916070.4
OG0005167	rna9312	rna-XM_002916063.4
OG0005168	rna9307	rna-XM_034639608.1
OG0005169	rna9306	rna-XM_034672658.1
OG0005170	rna9302	rna-XM_019796239.2
OG0005171	rna9297	rna-XM_034638106.1
OG0005172	rna24922	rna-XM_002913393.4
OG0005173	rna24921	rna-XM_011229891.3
OG0005174	rna24917	rna-XM_034672749.1
OG0005175	rna24914	rna-XM_034672748.1
OG0005176	rna24909	rna-XM_011237135.3
OG0005177	rna24908	rna-XM_034638524.1
OG0005178	rna24905	rna-XM_034639023.1
OG0005179	rna24903	rna-XM_034638965.1
OG0005180	rna24902	rna-XM_034638963.1
OG0005181	rna24895	rna-XM_019809234.2
OG0005182	rna24893	rna-XM_019794111.2
OG0005183	rna24873	rna-XM_002914217.4
OG0005184	rna24867	rna-XM_034639024.1
OG0005185	rna24864	rna-XM_011218422.3
OG0005186	rna24863	rna-XM_034637811.1
OG0005187	rna24862	rna-XM_019794107.2
OG0005188	rna24860	rna-XM_011218425.3
OG0005189	rna24859	rna-XM_034638656.1
OG0005190	rna24858	rna-XM_034638651.1
OG0005191	rna24856	rna-XM_019808744.2
OG0005192	rna24853	rna-XM_034638936.1
OG0005193	rna24851	rna-XM_034638922.1
OG0005194	rna24850	rna-XM_034639225.1
OG0005195	rna24849	rna-XM_019797025.2
OG0005196	rna24848	rna-XM_034638693.1
OG0005197	rna24846	rna-XM_002912240.4
OG0005198	rna24847	rna-XM_034638694.1
OG0005199	rna24844	rna-XM_002912243.4
OG0005200	rna24843	rna-XM_034638564.1
OG0005201	rna24838	rna-XM_034638457.1
OG0005202	rna24837	rna-XM_011232883.3
OG0005203	rna24836	rna-XM_002912247.4
OG0005204	rna24834	rna-XM_019804007.2
OG0005205	rna24823	rna-XM_019806078.2
OG0005206	rna24821	rna-XM_002912285.4
OG0005207	rna24820	rna-XM_034639300.1
OG0005208	rna24818	rna-XM_002912257.4
OG0005209	rna24813	rna-XM_011219291.3
OG0005210	rna24802	rna-XM_034672308.1
OG0005211	rna24798	rna-XM_034638661.1
OG0005212	rna24797	rna-XM_002912263.4
OG0005213	rna24794	rna-XM_002912265.4
OG0005214	rna24792	rna-XM_034639580.1
OG0005215	rna24786	rna-XM_011220363.3
OG0005216	rna24785	rna-XM_019795299.2
OG0005217	rna24784	rna-XM_011220467.3
OG0005218	rna24782	rna-XM_019798344.2
OG0005219	rna24781	rna-XM_034672781.1
OG0005220	rna24780	rna-XM_034672776.1
OG0005221	rna24778	rna-XM_034638969.1
OG0005222	rna24777	rna-XM_034639028.1
OG0005223	rna24776	rna-XM_019795814.2
OG0005224	rna24775	rna-XM_034638245.1
OG0005225	rna24771	rna-XM_002912295.4
OG0005226	rna24767	rna-XM_011221490.3
OG0005227	rna24766	rna-XM_034638540.1
OG0005228	rna24762	rna-XM_034638794.1
OG0005229	rna24758	rna-XM_011221801.3
OG0005230	rna24755	rna-XM_002912278.4
OG0005231	rna24748	rna-XM_002918397.4
OG0005232	rna24747	rna-XM_034638777.1
OG0005233	rna24744	rna-XM_011223880.3
OG0005234	rna24741	rna-XM_019798833.2
OG0005235	rna24740	rna-XM_034639031.1
OG0005236	rna24736	rna-XM_034639032.1
OG0005237	rna24734	rna-XM_034672436.1
OG0005238	rna24733	rna-XM_034672848.1
OG0005239	rna24730	rna-XM_002918441.4
OG0005240	rna24729	rna-XM_002918399.4
OG0005241	rna24728	rna-XM_034638792.1
OG0005242	rna24727	rna-XM_034638044.1
OG0005243	rna24723	rna-XM_034639399.1
OG0005244	rna24722	rna-XM_019798822.2
OG0005245	rna24721	rna-XM_002918402.4
OG0005246	rna24717	rna-XM_002918403.4
OG0005248	rna24711	rna-XM_034672824.1
OG0005249	rna24710	rna-XM_002918405.4
OG0005250	rna24709	rna-XM_034638181.1
OG0005251	rna24707	rna-XM_019798841.2
OG0005252	rna24703	rna-XM_011223905.3
OG0005253	rna24702	rna-XM_002918445.4
OG0005254	rna24701	rna-XM_034638187.1
OG0005255	rna24700	rna-XM_011223911.3
OG0005256	rna24699	rna-XM_019798814.2
OG0005257	rna24696	rna-XM_011223925.3
OG0005258	rna24692	rna-XM_011223917.3
OG0005259	rna24689	rna-XM_002918414.4
OG0005260	rna24688	rna-XM_034672449.1
OG0005261	rna24687	rna-XM_019798855.2
OG0005262	rna24686	rna-XM_034672455.1
OG0005263	rna24685	rna-XM_002918415.4
OG0005264	rna24684	rna-XM_019798865.2
OG0005265	rna24681	rna-XM_002918417.4
OG0005266	rna24680	rna-XM_019798871.2
OG0005267	rna24675	rna-XM_034638231.1
OG0005268	rna24674	rna-XM_034638223.1
OG0005269	rna24673	rna-XM_034638236.1
OG0005270	rna24672	rna-XM_002918420.4
OG0005271	rna24670	rna-XM_002918421.4
OG0005272	rna24669	rna-XM_011223937.3
OG0005273	rna24667	rna-XM_034638238.1
OG0005274	rna24665	rna-XM_002918454.4
OG0005275	rna24659	rna-XM_019798824.2
OG0005276	rna24658	rna-XM_034638610.1
OG0005277	rna24656	rna-XM_034672517.1
OG0005278	rna24655	rna-XM_011223952.3
OG0005279	rna24651	rna-XM_002918431.3
OG0005280	rna24646	rna-XM_011223955.3
OG0005281	rna24636	rna-XM_002931333.4
OG0005282	rna24632	rna-XM_034638490.1
OG0005283	rna24630	rna-XM_002923213.4
OG0005284	rna24628	rna-XM_002923211.4
OG0005285	rna24626	rna-XM_002923210.4
OG0005286	rna24625	rna-XM_002923209.4
OG0005287	rna24624	rna-XM_034672510.1
OG0005288	rna24623	rna-XM_019803773.2
OG0005289	rna24622	rna-XM_002923207.4
OG0005290	rna24620	rna-XM_034638550.1
OG0005291	rna24617	rna-XM_002923204.4
OG0005292	rna24616	rna-XM_034639036.1
OG0005293	rna24614	rna-XM_002923218.4
OG0005294	rna24612	rna-XM_034638735.1
OG0005295	rna24610	rna-XM_011229867.3
OG0005296	rna24605	rna-XM_011230360.3
OG0005297	rna24604	rna-XM_002923651.4
OG0005298	rna24603	rna-XM_002923650.4
OG0005299	rna24594	rna-XM_019804180.2
OG0005300	rna24592	rna-XM_002923601.4
OG0005301	rna24588	rna-XM_019801523.2
OG0005302	rna24587	rna-XM_034639037.1
OG0005303	rna24586	rna-XM_034639038.1
OG0005304	rna24578	rna-XM_011227189.3
OG0005305	rna24577	rna-XM_011227192.3
OG0005306	rna24571	rna-XM_002920951.4
OG0005307	rna24569	rna-XM_019801514.2
OG0005308	rna24568	rna-XM_002920935.4
OG0005309	rna24557	rna-XM_019801501.2
OG0005310	rna24554	rna-XM_002920946.4
OG0005311	rna24550	rna-XM_002920945.4
OG0005312	rna24545	rna-XM_019801491.2
OG0005313	rna24542	rna-XM_034639039.1
OG0005314	rna24540	rna-XM_002920957.4
OG0005315	rna24539	rna-XM_002920943.4
OG0005316	rna24538	rna-XM_002920942.4
OG0005317	rna24535	rna-XM_034638878.1
OG0005318	rna24533	rna-XM_034638889.1
OG0005319	rna24527	rna-XM_002930825.4
OG0005320	rna10160	rna-XM_034638920.1
OG0005321	rna10161	rna-XM_034672914.1
OG0005322	rna10162	rna-XM_034672904.1
OG0005323	rna10164	rna-XM_019807879.2
OG0005324	rna10168	rna-XM_034672635.1
OG0005325	rna10169	rna-XM_034672630.1
OG0005326	rna10170	rna-XM_011234684.3
OG0005327	rna10175	rna-XM_034672682.1
OG0005328	rna10176	rna-XM_002927717.4
OG0005330	rna10187	rna-XM_034639228.1
OG0005331	rna10189	rna-XM_011235395.3
OG0005332	rna10190	rna-XM_011235396.3
OG0005333	rna10196	rna-XM_011226915.3
OG0005334	rna10198	rna-XM_002920764.4
OG0005335	rna10199	rna-XM_002920763.4
OG0005336	rna10200	rna-XM_034637803.1
OG0005337	rna24931	rna-XM_034637796.1
OG0005338	rna31693	rna-XM_034637802.1
OG0005339	rna10203	rna-XM_002929784.4
OG0005340	rna10204	rna-XM_034639042.1
OG0005341	rna10207	rna-XM_034639419.1
OG0005342	rna10210	rna-XM_002917716.4
OG0005343	rna10215	rna-XM_002917723.4
OG0005344	rna10219	rna-XM_019798044.2
OG0005345	rna10228	rna-XM_034639567.1
OG0005346	rna10233	rna-XM_034639430.1
OG0005347	rna10235	rna-XM_034639448.1
OG0005348	rna10236	rna-XM_034638514.1
OG0005349	rna10237	rna-XM_002917727.4
OG0005350	rna10238	rna-XM_002917720.4
OG0005351	rna10241	rna-XM_034672816.1
OG0005352	rna10244	rna-XM_034638604.1
OG0005353	rna10246	rna-XM_011232165.2
OG0005354	rna10247	rna-XM_011232164.3
OG0005355	rna10248	rna-XM_034639574.1
OG0005356	rna10249	rna-XM_019805826.2
OG0005357	rna10250	rna-XM_034672890.1
OG0005358	rna10251	rna-XM_019805820.2
OG0005359	rna10253	rna-XM_034672910.1
OG0005360	rna24933	rna-XM_002913389.4
OG0005361	rna24934	rna-XM_034672500.1
OG0005362	rna24937	rna-XM_034639622.1
OG0005363	rna24938	rna-XM_002913409.4
OG0005364	rna24939	rna-XM_034639678.1
