Orthogroup	ursMar.longCDS.prots	ursAme.longCDS.prots
OG0008095	rna21991	transcript_ENSUAMT00000023188
OG0008096	rna22006	transcript_ENSUAMT00000031381
OG0008097	rna22007	transcript_ENSUAMT00000031377
OG0008098	rna22011	transcript_ENSUAMT00000031374
OG0008099	rna22012	transcript_ENSUAMT00000031373
OG0008100	rna22014	transcript_ENSUAMT00000031372
OG0008101	rna22015	transcript_ENSUAMT00000031368
OG0008102	rna22016	transcript_ENSUAMT00000031364
OG0008103	rna22017	transcript_ENSUAMT00000031361
OG0008104	rna22019	transcript_ENSUAMT00000031360
OG0008105	rna22022	transcript_ENSUAMT00000031356
OG0008106	rna22023	transcript_ENSUAMT00000031354
OG0008107	rna22024	transcript_ENSUAMT00000031349
OG0008108	rna22025	transcript_ENSUAMT00000031347
OG0008109	rna22026	transcript_ENSUAMT00000031345
OG0008110	rna22028	transcript_ENSUAMT00000026971
OG0008111	rna22029	transcript_ENSUAMT00000026973
OG0008112	rna22031	transcript_ENSUAMT00000026987
OG0008113	rna11876	transcript_ENSUAMT00000035433
OG0008114	rna22041	transcript_ENSUAMT00000027136
OG0008115	rna22042	transcript_ENSUAMT00000027142
OG0008116	rna22043	transcript_ENSUAMT00000014485
OG0008117	rna22045	transcript_ENSUAMT00000030334
OG0008118	rna22053	transcript_ENSUAMT00000027338
OG0008119	rna22056	transcript_ENSUAMT00000005199
OG0008120	rna22062	transcript_ENSUAMT00000040485
OG0008121	rna22063	transcript_ENSUAMT00000040490
OG0008122	rna22064	transcript_ENSUAMT00000040492
OG0008123	rna22065	transcript_ENSUAMT00000040494
OG0008124	rna22068	transcript_ENSUAMT00000040497
OG0008125	rna22070	transcript_ENSUAMT00000040499
OG0008126	rna22071	transcript_ENSUAMT00000040501
OG0008127	rna22073	transcript_ENSUAMT00000040502
OG0008128	rna22074	transcript_ENSUAMT00000040504
OG0008129	rna22075	transcript_ENSUAMT00000040506
OG0008130	rna22079	transcript_ENSUAMT00000040507
OG0008131	rna22080	transcript_ENSUAMT00000040508
OG0008132	rna22081	transcript_ENSUAMT00000040515
OG0008133	rna22083	transcript_ENSUAMT00000005941
OG0008134	rna22085	transcript_ENSUAMT00000016968
OG0008135	rna22086	transcript_ENSUAMT00000016970
OG0008136	rna22089	transcript_ENSUAMT00000016987
OG0008137	rna22090	transcript_ENSUAMT00000000029
OG0008138	rna22091	transcript_ENSUAMT00000036941
OG0008139	rna22092	transcript_ENSUAMT00000036940
OG0008140	rna22093	transcript_ENSUAMT00000036939
OG0008141	rna22094	transcript_ENSUAMT00000027758
OG0008142	rna22099	transcript_ENSUAMT00000027756
OG0008143	rna22107	transcript_ENSUAMT00000027754
OG0008144	rna22110	transcript_ENSUAMT00000027747
OG0008145	rna22112	transcript_ENSUAMT00000027738
OG0008146	rna22113	transcript_ENSUAMT00000027678
OG0008147	rna22115	transcript_ENSUAMT00000027677
OG0008148	rna22118	transcript_ENSUAMT00000031175
OG0008149	rna22119	transcript_ENSUAMT00000031176
OG0008150	rna22120	transcript_ENSUAMT00000031178
OG0008151	rna22122	transcript_ENSUAMT00000031410
OG0008152	rna22125	transcript_ENSUAMT00000028335
OG0008153	rna22126	transcript_ENSUAMT00000028334
OG0008154	rna22127	transcript_ENSUAMT00000028332
OG0008155	rna22129	transcript_ENSUAMT00000028346
OG0008156	rna22132	transcript_ENSUAMT00000036707
OG0008157	rna22133	transcript_ENSUAMT00000036712
OG0008158	rna22134	transcript_ENSUAMT00000036716
OG0008159	rna22140	transcript_ENSUAMT00000032619
OG0008160	rna22144	transcript_ENSUAMT00000013577
OG0008161	rna22145	transcript_ENSUAMT00000003001
OG0008162	rna22146	transcript_ENSUAMT00000003025
OG0008163	rna22148	transcript_ENSUAMT00000003048
OG0008164	rna22149	transcript_ENSUAMT00000003754
OG0008165	rna22150	transcript_ENSUAMT00000003787
OG0008166	rna22151	transcript_ENSUAMT00000022551
OG0008167	rna22175	transcript_ENSUAMT00000033132
OG0008169	rna22182	transcript_ENSUAMT00000014523
OG0008170	rna22185	transcript_ENSUAMT00000026775
OG0008171	rna22186	transcript_ENSUAMT00000028798
OG0008172	rna22187	transcript_ENSUAMT00000028797
OG0008173	rna22188	transcript_ENSUAMT00000015577
OG0008174	rna22196	transcript_ENSUAMT00000015580
OG0008175	rna22219	transcript_ENSUAMT00000015588
OG0008176	rna22223	transcript_ENSUAMT00000015595
OG0008177	rna22224	transcript_ENSUAMT00000015598
OG0008178	rna22225	transcript_ENSUAMT00000015601
OG0008179	rna22227	transcript_ENSUAMT00000011426
OG0008180	rna22228	transcript_ENSUAMT00000011430
OG0008181	rna22229	transcript_ENSUAMT00000011432
OG0008182	rna22230	transcript_ENSUAMT00000011436
OG0008183	rna22233	transcript_ENSUAMT00000011442
OG0008184	rna22234	transcript_ENSUAMT00000011444
OG0008185	rna22237	transcript_ENSUAMT00000026431
OG0008186	rna22238	transcript_ENSUAMT00000026433
OG0008188	rna22242	transcript_ENSUAMT00000013173
OG0008189	rna22255	transcript_ENSUAMT00000014581
OG0008190	rna22274	transcript_ENSUAMT00000015430
OG0008191	rna22275	transcript_ENSUAMT00000015416
OG0008192	rna22283	transcript_ENSUAMT00000036652
OG0008193	rna22286	transcript_ENSUAMT00000036637
OG0008194	rna22287	transcript_ENSUAMT00000036610
OG0008195	rna22295	transcript_ENSUAMT00000036606
OG0008196	rna22297	transcript_ENSUAMT00000036595
OG0008197	rna22302	transcript_ENSUAMT00000021361
OG0008198	rna22303	transcript_ENSUAMT00000021357
OG0008199	rna22304	transcript_ENSUAMT00000021356
OG0008200	rna22305	transcript_ENSUAMT00000021353
OG0008201	rna22308	transcript_ENSUAMT00000021142
OG0008202	rna22309	transcript_ENSUAMT00000008513
OG0008204	rna22313	transcript_ENSUAMT00000021444
OG0008205	rna22314	transcript_ENSUAMT00000021436
OG0008206	rna22324	transcript_ENSUAMT00000021382
OG0008207	rna22333	transcript_ENSUAMT00000033906
OG0008208	rna22334	transcript_ENSUAMT00000033969
OG0008209	rna22338	transcript_ENSUAMT00000034032
OG0008210	rna22346	transcript_ENSUAMT00000025418
OG0008211	rna22349	transcript_ENSUAMT00000025429
OG0008212	rna22351	transcript_ENSUAMT00000025431
OG0008213	rna22352	transcript_ENSUAMT00000027319
OG0008214	rna22353	transcript_ENSUAMT00000027370
OG0008215	rna22362	transcript_ENSUAMT00000030672
OG0008216	rna22365	transcript_ENSUAMT00000007390
OG0008217	rna22369	transcript_ENSUAMT00000008229
OG0008218	rna22370	transcript_ENSUAMT00000008232
OG0008219	rna22372	transcript_ENSUAMT00000021975
OG0008220	rna22375	transcript_ENSUAMT00000021939
OG0008221	rna22376	transcript_ENSUAMT00000021937
OG0008222	rna22377	transcript_ENSUAMT00000021932
OG0008223	rna22378	transcript_ENSUAMT00000021906
OG0008224	rna22379	transcript_ENSUAMT00000021904
OG0008225	rna22380	transcript_ENSUAMT00000028781
OG0008226	rna22382	transcript_ENSUAMT00000039553
OG0008227	rna22386	transcript_ENSUAMT00000038437
OG0008228	rna22387	transcript_ENSUAMT00000012774
OG0008229	rna22392	transcript_ENSUAMT00000012764
OG0008230	rna22400	transcript_ENSUAMT00000017352
OG0008231	rna22401	transcript_ENSUAMT00000017355
OG0008232	rna22404	transcript_ENSUAMT00000017431
OG0008233	rna22405	transcript_ENSUAMT00000009668
OG0008234	rna22408	transcript_ENSUAMT00000009666
OG0008235	rna22417	transcript_ENSUAMT00000009636
OG0008236	rna22418	transcript_ENSUAMT00000009630
OG0008237	rna22421	transcript_ENSUAMT00000009388
OG0008238	rna22422	transcript_ENSUAMT00000009384
OG0008239	rna22423	transcript_ENSUAMT00000009382
OG0008240	rna22426	transcript_ENSUAMT00000009372
OG0008241	rna22427	transcript_ENSUAMT00000009365
OG0008242	rna22429	transcript_ENSUAMT00000009362
OG0008243	rna22434	transcript_ENSUAMT00000009340
OG0008244	rna22437	transcript_ENSUAMT00000009314
OG0008245	rna22438	transcript_ENSUAMT00000009120
OG0008246	rna22439	transcript_ENSUAMT00000009116
OG0008247	rna22446	transcript_ENSUAMT00000009114
OG0008248	rna22445	transcript_ENSUAMT00000009112
OG0008249	rna22447	transcript_ENSUAMT00000009107
OG0008250	rna22448	transcript_ENSUAMT00000009105
OG0008251	rna22450	transcript_ENSUAMT00000009100
OG0008252	rna22452	transcript_ENSUAMT00000009098
OG0008253	rna22455	transcript_ENSUAMT00000009095
OG0008254	rna22456	transcript_ENSUAMT00000009089
OG0008255	rna22460	transcript_ENSUAMT00000009079
OG0008256	rna22465	transcript_ENSUAMT00000009073
OG0008257	rna22467	transcript_ENSUAMT00000009072
OG0008258	rna22468	transcript_ENSUAMT00000009070
OG0008259	rna22470	transcript_ENSUAMT00000009067
OG0008260	rna22471	transcript_ENSUAMT00000023464
OG0008261	rna22473	transcript_ENSUAMT00000023603
OG0008262	rna22474	transcript_ENSUAMT00000023609
OG0008263	rna22481	transcript_ENSUAMT00000012182
OG0008264	rna22484	transcript_ENSUAMT00000012205
OG0008265	rna22486	transcript_ENSUAMT00000012214
OG0008266	rna22487	transcript_ENSUAMT00000012225
OG0008267	rna22488	transcript_ENSUAMT00000041111
OG0008268	rna22489	transcript_ENSUAMT00000041106
OG0008269	rna22503	transcript_ENSUAMT00000014879
OG0008270	rna22505	transcript_ENSUAMT00000013276
OG0008271	rna22506	transcript_ENSUAMT00000009816
OG0008272	rna22507	transcript_ENSUAMT00000009802
OG0008273	rna22508	transcript_ENSUAMT00000009799
OG0008274	rna22511	transcript_ENSUAMT00000009784
OG0008275	rna22518	transcript_ENSUAMT00000036949
OG0008276	rna22521	transcript_ENSUAMT00000037027
OG0008277	rna22520	transcript_ENSUAMT00000037026
OG0008278	rna22524	transcript_ENSUAMT00000037029
OG0008279	rna22525	transcript_ENSUAMT00000037031
OG0008280	rna22526	transcript_ENSUAMT00000037036
OG0008281	rna22529	transcript_ENSUAMT00000034028
OG0008282	rna22532	transcript_ENSUAMT00000034062
OG0008283	rna22536	transcript_ENSUAMT00000004828
OG0008284	rna22537	transcript_ENSUAMT00000036587
OG0008285	rna22538	transcript_ENSUAMT00000018062
OG0008286	rna22542	transcript_ENSUAMT00000009788
OG0008287	rna22568	transcript_ENSUAMT00000010998
OG0008288	rna22571	transcript_ENSUAMT00000010932
OG0008289	rna22572	transcript_ENSUAMT00000009857
OG0008290	rna22573	transcript_ENSUAMT00000038678
OG0008292	rna22580	transcript_ENSUAMT00000035600
OG0008293	rna22583	transcript_ENSUAMT00000002368
OG0008294	rna22585	transcript_ENSUAMT00000002374
OG0008295	rna22586	transcript_ENSUAMT00000002386
OG0008296	rna22587	transcript_ENSUAMT00000002399
OG0008297	rna22590	transcript_ENSUAMT00000004404
OG0008298	rna22595	transcript_ENSUAMT00000021219
OG0008299	rna22596	transcript_ENSUAMT00000025531
OG0008300	rna22599	transcript_ENSUAMT00000038850
OG0008301	rna0	transcript_ENSUAMT00000022049
OG0008302	rna1	transcript_ENSUAMT00000014587
OG0008303	rna4	transcript_ENSUAMT00000014765
OG0008304	rna14	transcript_ENSUAMT00000027867
OG0008305	rna15	transcript_ENSUAMT00000027869
OG0008306	rna16	transcript_ENSUAMT00000027871
OG0008307	rna18	transcript_ENSUAMT00000002778
OG0008308	rna19	transcript_ENSUAMT00000018236
OG0008309	rna32	transcript_ENSUAMT00000031226
OG0008310	rna34	transcript_ENSUAMT00000031224
OG0008311	rna36	transcript_ENSUAMT00000031221
OG0008312	rna38	transcript_ENSUAMT00000010126
OG0008313	rna39	transcript_ENSUAMT00000010129
OG0008314	rna40	transcript_ENSUAMT00000010134
OG0008315	rna41	transcript_ENSUAMT00000010140
OG0008316	rna42	transcript_ENSUAMT00000010400
OG0008317	rna44	transcript_ENSUAMT00000020426
OG0008318	rna45	transcript_ENSUAMT00000011581
OG0008319	rna51	transcript_ENSUAMT00000003122
OG0008320	rna65	transcript_ENSUAMT00000035296
OG0008321	rna69	transcript_ENSUAMT00000035293
OG0008322	rna70	transcript_ENSUAMT00000035291
OG0008323	rna74	transcript_ENSUAMT00000008986
OG0008324	rna76	transcript_ENSUAMT00000008985
OG0008325	rna78	transcript_ENSUAMT00000026009
OG0008326	rna80	transcript_ENSUAMT00000026001
OG0008327	rna81	transcript_ENSUAMT00000026003
OG0008328	rna83	transcript_ENSUAMT00000026007
OG0008329	rna85	transcript_ENSUAMT00000041794
OG0008330	rna90	transcript_ENSUAMT00000038395
OG0008331	rna91	transcript_ENSUAMT00000038390
OG0008332	rna92	transcript_ENSUAMT00000032819
OG0008333	rna99	transcript_ENSUAMT00000032813
OG0008334	rna101	transcript_ENSUAMT00000012525
OG0008335	rna7426	transcript_ENSUAMT00000009035
OG0008337	rna19004	transcript_ENSUAMT00000025903
OG0008338	gene27077	transcript_ENSUAMT00000036500
OG0008340	rna19032	transcript_ENSUAMT00000008127
OG0008343	rna32224	transcript_ENSUAMT00000015221
OG0008345	rna28007	transcript_ENSUAMT00000023338
OG0008346	rna12861	transcript_ENSUAMT00000012692
OG0008347	rna18243	transcript_ENSUAMT00000018704
OG0008349	rna29194	transcript_ENSUAMT00000007704
OG0008350	rna34562	transcript_ENSUAMT00000036399
OG0008351	rna11766	transcript_ENSUAMT00000024888
OG0008352	rna2607	transcript_ENSUAMT00000011653
OG0008353	rna2609	transcript_ENSUAMT00000039559
OG0008354	rna2613	transcript_ENSUAMT00000039560
OG0008355	rna2617	transcript_ENSUAMT00000011500
OG0008356	rna2620	transcript_ENSUAMT00000011507
OG0008357	rna2628	transcript_ENSUAMT00000010370
OG0008358	rna2629	transcript_ENSUAMT00000010388
OG0008359	rna2635	transcript_ENSUAMT00000010809
OG0008360	rna2639	transcript_ENSUAMT00000010843
OG0008361	rna2640	transcript_ENSUAMT00000010845
OG0008362	rna2644	transcript_ENSUAMT00000033092
OG0008363	rna2535	transcript_ENSUAMT00000006551
OG0008364	rna2533	transcript_ENSUAMT00000006546
OG0008365	rna2529	transcript_ENSUAMT00000006544
OG0008366	rna2528	transcript_ENSUAMT00000039437
OG0008367	rna2527	transcript_ENSUAMT00000014013
OG0008368	rna2524	transcript_ENSUAMT00000012333
OG0008369	rna2521	transcript_ENSUAMT00000012327
OG0008370	rna2516	transcript_ENSUAMT00000024700
OG0008371	rna2512	transcript_ENSUAMT00000024725
OG0008372	rna2511	transcript_ENSUAMT00000033853
OG0008373	rna2507	transcript_ENSUAMT00000033854
OG0008374	rna2501	transcript_ENSUAMT00000033859
OG0008375	rna2498	transcript_ENSUAMT00000038456
OG0008376	rna2496	transcript_ENSUAMT00000038454
OG0008377	rna2495	transcript_ENSUAMT00000040316
OG0008380	rna2474	transcript_ENSUAMT00000031219
OG0008381	rna2404	transcript_ENSUAMT00000028608
OG0008382	rna2393	transcript_ENSUAMT00000028528
OG0008383	rna2387	transcript_ENSUAMT00000014988
OG0008384	rna2382	transcript_ENSUAMT00000015022
OG0008385	rna2377	transcript_ENSUAMT00000015026
OG0008386	rna2373	transcript_ENSUAMT00000005123
OG0008387	rna2372	transcript_ENSUAMT00000005112
OG0008388	rna2371	transcript_ENSUAMT00000012244
OG0008389	rna2368	transcript_ENSUAMT00000020002
OG0008390	rna2367	transcript_ENSUAMT00000011001
OG0008391	rna2365	transcript_ENSUAMT00000010980
OG0008392	rna2359	transcript_ENSUAMT00000000363
OG0008393	rna2357	transcript_ENSUAMT00000000198
OG0008394	rna2356	transcript_ENSUAMT00000038156
OG0008395	rna2354	transcript_ENSUAMT00000032628
OG0008396	rna2341	transcript_ENSUAMT00000016289
OG0008397	rna2336	transcript_ENSUAMT00000016268
OG0008398	rna2335	transcript_ENSUAMT00000010408
OG0008399	rna2334	transcript_ENSUAMT00000010444
OG0008400	rna2331	transcript_ENSUAMT00000018305
OG0008401	rna2326	transcript_ENSUAMT00000018300
OG0008402	rna2319	transcript_ENSUAMT00000009122
OG0008403	rna2320	transcript_ENSUAMT00000009125
OG0008404	rna2315	transcript_ENSUAMT00000035582
OG0008405	rna2314	transcript_ENSUAMT00000035585
OG0008406	rna2313	transcript_ENSUAMT00000035586
OG0008407	rna2307	transcript_ENSUAMT00000006314
OG0008408	rna2305	transcript_ENSUAMT00000006312
OG0008409	rna2304	transcript_ENSUAMT00000006304
OG0008410	rna2299	transcript_ENSUAMT00000006301
OG0008411	rna2298	transcript_ENSUAMT00000007123
OG0008412	rna2296	transcript_ENSUAMT00000007111
OG0008413	rna2293	transcript_ENSUAMT00000012396
OG0008414	rna2291	transcript_ENSUAMT00000002587
OG0008415	rna2290	transcript_ENSUAMT00000002589
OG0008416	rna2288	transcript_ENSUAMT00000002596
OG0008417	rna2287	transcript_ENSUAMT00000002603
OG0008418	rna2285	transcript_ENSUAMT00000002840
OG0008419	rna2273	transcript_ENSUAMT00000003647
OG0008420	rna2270	transcript_ENSUAMT00000006582
OG0008421	rna2268	transcript_ENSUAMT00000006829
OG0008422	rna2265	transcript_ENSUAMT00000019090
OG0008423	rna2263	transcript_ENSUAMT00000019079
OG0008424	rna2262	transcript_ENSUAMT00000019074
OG0008425	rna2260	transcript_ENSUAMT00000019068
OG0008426	rna2258	transcript_ENSUAMT00000019054
OG0008427	rna2256	transcript_ENSUAMT00000019052
OG0008428	rna2255	transcript_ENSUAMT00000019026
OG0008429	rna2254	transcript_ENSUAMT00000018808
OG0008430	rna2253	transcript_ENSUAMT00000018802
OG0008431	rna2247	transcript_ENSUAMT00000019101
OG0008432	rna2246	transcript_ENSUAMT00000019104
OG0008433	rna2244	transcript_ENSUAMT00000018794
OG0008434	rna2243	transcript_ENSUAMT00000018781
OG0008435	rna2241	transcript_ENSUAMT00000018767
OG0008436	rna2237	transcript_ENSUAMT00000018723
OG0008437	rna2236	transcript_ENSUAMT00000014966
OG0008438	rna2233	transcript_ENSUAMT00000014973
OG0008439	rna2228	transcript_ENSUAMT00000016493
OG0008440	rna2227	transcript_ENSUAMT00000016487
OG0008441	rna2226	transcript_ENSUAMT00000016475
OG0008442	rna2225	transcript_ENSUAMT00000016467
OG0008443	rna2221	transcript_ENSUAMT00000016455
OG0008444	rna2220	transcript_ENSUAMT00000016453
OG0008445	rna2219	transcript_ENSUAMT00000016441
OG0008446	rna2218	transcript_ENSUAMT00000016431
OG0008447	rna2217	transcript_ENSUAMT00000016411
OG0008448	rna2214	transcript_ENSUAMT00000016316
OG0008449	rna2213	transcript_ENSUAMT00000016277
OG0008450	rna2210	transcript_ENSUAMT00000016256
OG0008451	rna2205	transcript_ENSUAMT00000032506
OG0008452	rna2204	transcript_ENSUAMT00000032505
OG0008453	rna2198	transcript_ENSUAMT00000000755
OG0008454	rna2184	transcript_ENSUAMT00000023749
OG0008455	rna2182	transcript_ENSUAMT00000033005
OG0008456	rna2181	transcript_ENSUAMT00000033012
OG0008457	rna2179	transcript_ENSUAMT00000023939
OG0008458	rna2175	transcript_ENSUAMT00000023954
OG0008459	rna2168	transcript_ENSUAMT00000026746
OG0008460	rna2167	transcript_ENSUAMT00000026748
OG0008461	rna2166	transcript_ENSUAMT00000023350
OG0008462	rna2165	transcript_ENSUAMT00000012087
OG0008463	rna2164	transcript_ENSUAMT00000012404
OG0008464	rna2161	transcript_ENSUAMT00000012080
OG0008465	rna2153	transcript_ENSUAMT00000014354
OG0008466	rna2142	transcript_ENSUAMT00000009935
OG0008467	rna2133	transcript_ENSUAMT00000005212
OG0008468	rna2123	transcript_ENSUAMT00000019279
OG0008469	rna2109	transcript_ENSUAMT00000019631
OG0008470	rna2103	transcript_ENSUAMT00000019638
OG0008471	rna2102	transcript_ENSUAMT00000019640
OG0008472	rna2098	transcript_ENSUAMT00000034797
OG0008473	rna2097	transcript_ENSUAMT00000003547
OG0008474	rna2095	transcript_ENSUAMT00000003540
OG0008475	rna2093	transcript_ENSUAMT00000041345
OG0008476	rna2090	transcript_ENSUAMT00000041274
OG0008477	rna2089	transcript_ENSUAMT00000041272
OG0008478	rna2087	transcript_ENSUAMT00000039544
OG0008479	rna2086	transcript_ENSUAMT00000039545
OG0008480	rna2083	transcript_ENSUAMT00000005663
OG0008481	rna2081	transcript_ENSUAMT00000019836
OG0008482	rna2078	transcript_ENSUAMT00000019839
OG0008483	rna2077	transcript_ENSUAMT00000019843
OG0008484	rna2074	transcript_ENSUAMT00000019847
OG0008485	rna2073	transcript_ENSUAMT00000019880
OG0008486	rna2049	transcript_ENSUAMT00000035972
OG0008487	rna2047	transcript_ENSUAMT00000035970
OG0008488	rna2045	transcript_ENSUAMT00000035968
OG0008489	rna2039	transcript_ENSUAMT00000022363
OG0008490	rna2038	transcript_ENSUAMT00000022368
OG0008491	rna2032	transcript_ENSUAMT00000022392
OG0008492	rna2031	transcript_ENSUAMT00000022395
OG0008493	rna2030	transcript_ENSUAMT00000022398
OG0008494	rna2027	transcript_ENSUAMT00000022408
OG0008495	rna2021	transcript_ENSUAMT00000019699
OG0008496	rna2017	transcript_ENSUAMT00000019704
OG0008497	rna2014	transcript_ENSUAMT00000027705
OG0008498	rna2013	transcript_ENSUAMT00000028474
OG0008499	rna2011	transcript_ENSUAMT00000028473
OG0008500	rna2010	transcript_ENSUAMT00000028472
OG0008501	rna2009	transcript_ENSUAMT00000028469
OG0008502	rna2007	transcript_ENSUAMT00000037632
OG0008503	rna2001	transcript_ENSUAMT00000037633
OG0008504	rna1993	transcript_ENSUAMT00000027630
OG0008505	rna1987	transcript_ENSUAMT00000024245
OG0008506	rna1986	transcript_ENSUAMT00000024242
OG0008507	rna1985	transcript_ENSUAMT00000014789
OG0008508	rna1983	transcript_ENSUAMT00000014783
OG0008509	rna1979	transcript_ENSUAMT00000013408
OG0008510	rna1973	transcript_ENSUAMT00000023213
OG0008511	rna1971	transcript_ENSUAMT00000023219
OG0008512	rna1968	transcript_ENSUAMT00000023223
OG0008513	rna1964	transcript_ENSUAMT00000041612
OG0008514	rna1963	transcript_ENSUAMT00000030413
OG0008515	rna36269	transcript_ENSUAMT00000027804
OG0008516	rna36262	transcript_ENSUAMT00000026814
OG0008517	rna36250	transcript_ENSUAMT00000026594
OG0008518	rna36245	transcript_ENSUAMT00000026593
OG0008519	rna36240	transcript_ENSUAMT00000026840
OG0008520	rna36238	transcript_ENSUAMT00000026841
OG0008521	rna36237	transcript_ENSUAMT00000026845
OG0008522	rna36282	transcript_ENSUAMT00000026852
OG0008523	rna36280	transcript_ENSUAMT00000038203
OG0008524	rna36275	transcript_ENSUAMT00000036883
OG0008525	rna28743	transcript_ENSUAMT00000016882
OG0008526	rna28742	transcript_ENSUAMT00000016886
OG0008527	rna28741	transcript_ENSUAMT00000016887
OG0008528	rna28730	transcript_ENSUAMT00000016904
OG0008529	rna28726	transcript_ENSUAMT00000016924
OG0008530	rna28721	transcript_ENSUAMT00000024656
OG0008531	rna28722	transcript_ENSUAMT00000024658
OG0008532	rna28720	transcript_ENSUAMT00000035346
OG0008533	rna28719	transcript_ENSUAMT00000035350
OG0008534	rna28717	transcript_ENSUAMT00000035626
OG0008535	rna28716	transcript_ENSUAMT00000035625
OG0008536	rna28713	transcript_ENSUAMT00000012061
OG0008537	rna28711	transcript_ENSUAMT00000011994
OG0008538	rna28707	transcript_ENSUAMT00000011986
OG0008539	rna28706	transcript_ENSUAMT00000011983
OG0008540	rna28704	transcript_ENSUAMT00000016577
OG0008541	rna28703	transcript_ENSUAMT00000016570
OG0008542	rna28698	transcript_ENSUAMT00000016568
OG0008543	rna28697	transcript_ENSUAMT00000016541
OG0008544	rna28696	transcript_ENSUAMT00000016400
OG0008545	rna28692	transcript_ENSUAMT00000016390
OG0008546	rna28686	transcript_ENSUAMT00000003314
OG0008548	rna28683	transcript_ENSUAMT00000014270
OG0008549	gene21084	transcript_ENSUAMT00000008063
OG0008551	rna19085	transcript_ENSUAMT00000015038
OG0008552	rna19084	transcript_ENSUAMT00000015033
OG0008553	rna19083	transcript_ENSUAMT00000015029
OG0008554	rna19081	transcript_ENSUAMT00000015019
OG0008555	rna19080	transcript_ENSUAMT00000015014
OG0008556	rna19079	transcript_ENSUAMT00000015012
OG0008557	rna19078	transcript_ENSUAMT00000015008
OG0008558	rna19076	transcript_ENSUAMT00000015004
OG0008559	rna19072	transcript_ENSUAMT00000015330
OG0008560	rna19069	transcript_ENSUAMT00000015303
OG0008562	rna19193	transcript_ENSUAMT00000015044
OG0008563	rna19192	transcript_ENSUAMT00000015085
OG0008564	rna19191	transcript_ENSUAMT00000015124
OG0008565	rna19189	transcript_ENSUAMT00000015132
OG0008566	rna19187	transcript_ENSUAMT00000015145
OG0008567	rna19184	transcript_ENSUAMT00000015166
OG0008568	rna19182	transcript_ENSUAMT00000015643
OG0008569	rna19177	transcript_ENSUAMT00000015645
OG0008570	rna19172	transcript_ENSUAMT00000010331
OG0008571	rna19171	transcript_ENSUAMT00000010333
OG0008572	rna19169	transcript_ENSUAMT00000010334
OG0008573	rna19165	transcript_ENSUAMT00000011766
OG0008574	rna19162	transcript_ENSUAMT00000030505
OG0008575	rna19161	transcript_ENSUAMT00000030504
OG0008576	rna19160	transcript_ENSUAMT00000030503
OG0008577	rna19159	transcript_ENSUAMT00000030502
OG0008578	rna19158	transcript_ENSUAMT00000026622
OG0008579	rna19155	transcript_ENSUAMT00000010312
OG0008580	rna19154	transcript_ENSUAMT00000010316
OG0008581	rna19150	transcript_ENSUAMT00000010317
OG0008582	rna19148	transcript_ENSUAMT00000010323
OG0008583	rna19145	transcript_ENSUAMT00000004832
OG0008584	rna19141	transcript_ENSUAMT00000009761
OG0008585	rna19133	transcript_ENSUAMT00000009722
OG0008586	rna19132	transcript_ENSUAMT00000009714
OG0008587	rna19131	transcript_ENSUAMT00000009392
OG0008588	rna19130	transcript_ENSUAMT00000009389
OG0008589	rna19122	transcript_ENSUAMT00000009387
OG0008590	rna19119	transcript_ENSUAMT00000009376
OG0008591	rna19121	transcript_ENSUAMT00000009385
OG0008593	rna19118	transcript_ENSUAMT00000014506
OG0008594	rna19115	transcript_ENSUAMT00000031162
OG0008595	rna19114	transcript_ENSUAMT00000031159
OG0008596	rna19113	transcript_ENSUAMT00000031157
OG0008597	rna19109	transcript_ENSUAMT00000031125
OG0008598	rna19106	transcript_ENSUAMT00000015136
OG0008599	rna19105	transcript_ENSUAMT00000015127
OG0008600	rna19099	transcript_ENSUAMT00000015088
OG0008601	rna19104	transcript_ENSUAMT00000015099
OG0008602	rna19103	transcript_ENSUAMT00000015097
OG0008603	rna19101	transcript_ENSUAMT00000015096
OG0008604	rna19092	transcript_ENSUAMT00000015059
OG0008605	rna32983	transcript_ENSUAMT00000017965
OG0008606	rna32984	transcript_ENSUAMT00000003167
OG0008607	rna32986	transcript_ENSUAMT00000003171
OG0008608	rna32987	transcript_ENSUAMT00000003179
OG0008609	rna32989	transcript_ENSUAMT00000003185
OG0008610	rna24266	transcript_ENSUAMT00000040829
OG0008611	rna24267	transcript_ENSUAMT00000025270
OG0008612	rna24269	transcript_ENSUAMT00000036356
OG0008613	rna24276	transcript_ENSUAMT00000036359
OG0008614	rna24277	transcript_ENSUAMT00000031578
OG0008615	rna24282	transcript_ENSUAMT00000014092
OG0008616	rna24285	transcript_ENSUAMT00000041608
OG0008617	rna24286	transcript_ENSUAMT00000002003
OG0008618	rna24288	transcript_ENSUAMT00000001974
OG0008619	rna1080	transcript_ENSUAMT00000001131
OG0008620	rna1081	transcript_ENSUAMT00000000938
OG0008621	rna1086	transcript_ENSUAMT00000000835
OG0008622	rna1087	transcript_ENSUAMT00000003238
OG0008623	rna1088	transcript_ENSUAMT00000004048
OG0008624	rna1089	transcript_ENSUAMT00000005953
OG0008625	rna1091	transcript_ENSUAMT00000025772
OG0008626	rna1095	transcript_ENSUAMT00000025774
OG0008627	rna1096	transcript_ENSUAMT00000025777
OG0008628	rna1099	transcript_ENSUAMT00000023832
