Orthogroup	ursArc.longCDS.prots	ursAme.longCDS.prots
OG0008507	rna33027	transcript_ENSUAMT00000014789
OG0008508	rna33025	transcript_ENSUAMT00000014783
OG0008509	rna33021	transcript_ENSUAMT00000013408
OG0008510	rna33010	transcript_ENSUAMT00000023213
OG0008511	rna33005	transcript_ENSUAMT00000023219
OG0008512	rna32998	transcript_ENSUAMT00000023223
OG0008513	rna32996	transcript_ENSUAMT00000041612
OG0008514	rna32995	transcript_ENSUAMT00000030413
OG0008515	rna32925	transcript_ENSUAMT00000027804
OG0008516	rna32909	transcript_ENSUAMT00000026814
OG0008517	rna32892	transcript_ENSUAMT00000026594
OG0008518	rna32886	transcript_ENSUAMT00000026593
OG0008519	rna32883	transcript_ENSUAMT00000026840
OG0008520	rna32879	transcript_ENSUAMT00000026841
OG0008521	rna32878	transcript_ENSUAMT00000026845
OG0008522	rna32876	transcript_ENSUAMT00000026852
OG0008523	rna32874	transcript_ENSUAMT00000038203
OG0008524	rna32869	transcript_ENSUAMT00000036883
OG0008525	rna32823	transcript_ENSUAMT00000016882
OG0008526	rna32818	transcript_ENSUAMT00000016886
OG0008527	rna32817	transcript_ENSUAMT00000016887
OG0008528	rna32789	transcript_ENSUAMT00000016904
OG0008529	rna32782	transcript_ENSUAMT00000016924
OG0008530	rna32778	transcript_ENSUAMT00000024656
OG0008531	rna32779	transcript_ENSUAMT00000024658
OG0008532	rna32774	transcript_ENSUAMT00000035346
OG0008533	rna32768	transcript_ENSUAMT00000035350
OG0008534	rna32766	transcript_ENSUAMT00000035626
OG0008535	rna32765	transcript_ENSUAMT00000035625
OG0008536	rna32760	transcript_ENSUAMT00000012061
OG0008537	rna32756	transcript_ENSUAMT00000011994
OG0008538	rna32749	transcript_ENSUAMT00000011986
OG0008539	rna32745	transcript_ENSUAMT00000011983
OG0008540	rna32742	transcript_ENSUAMT00000016577
OG0008541	rna32741	transcript_ENSUAMT00000016570
OG0008542	rna32732	transcript_ENSUAMT00000016568
OG0008543	rna32731	transcript_ENSUAMT00000016541
OG0008544	rna32730	transcript_ENSUAMT00000016400
OG0008545	rna32727	transcript_ENSUAMT00000016390
OG0008546	rna32718	transcript_ENSUAMT00000003314
OG0008547	rna32715	transcript_ENSUAMT00000014261
OG0008548	rna32714	transcript_ENSUAMT00000014270
OG0008549	id365909	transcript_ENSUAMT00000008063
OG0008550	id586632, id586644	transcript_ENSUAMT00000024281
OG0008551	rna50285	transcript_ENSUAMT00000015038
OG0008552	rna50287	transcript_ENSUAMT00000015033
OG0008553	rna50288	transcript_ENSUAMT00000015029
OG0008554	rna50291	transcript_ENSUAMT00000015019
OG0008555	rna50292	transcript_ENSUAMT00000015014
OG0008556	rna50295	transcript_ENSUAMT00000015012
OG0008557	rna50297	transcript_ENSUAMT00000015008
OG0008558	rna50298	transcript_ENSUAMT00000015004
OG0008559	rna50310	transcript_ENSUAMT00000015330
OG0008560	rna50311	transcript_ENSUAMT00000015303
OG0008561	id583389	transcript_ENSUAMT00000021533, transcript_ENSUAMT00000005273
OG0008562	rna48561	transcript_ENSUAMT00000015044
OG0008563	rna48558	transcript_ENSUAMT00000015085
OG0008564	rna48557	transcript_ENSUAMT00000015124
OG0008565	rna48554	transcript_ENSUAMT00000015132
OG0008566	rna48550	transcript_ENSUAMT00000015145
OG0008567	rna48543	transcript_ENSUAMT00000015166
OG0008568	rna48541	transcript_ENSUAMT00000015643
OG0008569	rna48534	transcript_ENSUAMT00000015645
OG0008570	rna48525	transcript_ENSUAMT00000010331
OG0008571	rna48524	transcript_ENSUAMT00000010333
OG0008572	rna48522	transcript_ENSUAMT00000010334
OG0008573	rna48519	transcript_ENSUAMT00000011766
OG0008574	rna48516	transcript_ENSUAMT00000030505
OG0008575	rna48513	transcript_ENSUAMT00000030504
OG0008576	rna48512	transcript_ENSUAMT00000030503
OG0008577	rna48511	transcript_ENSUAMT00000030502
OG0008578	rna48510	transcript_ENSUAMT00000026622
OG0008579	rna48506	transcript_ENSUAMT00000010312
OG0008580	rna48502	transcript_ENSUAMT00000010316
OG0008581	rna48499	transcript_ENSUAMT00000010317
OG0008582	rna48497	transcript_ENSUAMT00000010323
OG0008583	rna48492	transcript_ENSUAMT00000004832
OG0008584	rna48483	transcript_ENSUAMT00000009761
OG0008585	rna50191	transcript_ENSUAMT00000009722
OG0008586	rna50192	transcript_ENSUAMT00000009714
OG0008587	rna50196	transcript_ENSUAMT00000009392
OG0008588	rna50197	transcript_ENSUAMT00000009389
OG0008589	rna50216	transcript_ENSUAMT00000009387
OG0008590	rna50217	transcript_ENSUAMT00000009376
OG0008591	rna50219	transcript_ENSUAMT00000009385
OG0008592	rna50220	transcript_ENSUAMT00000016612
OG0008593	rna50221	transcript_ENSUAMT00000014506
OG0008594	rna50225	transcript_ENSUAMT00000031162
OG0008595	rna50226	transcript_ENSUAMT00000031159
OG0008596	rna50228	transcript_ENSUAMT00000031157
OG0008597	rna50232	transcript_ENSUAMT00000031125
OG0008598	rna50237	transcript_ENSUAMT00000015136
OG0008599	rna50239	transcript_ENSUAMT00000015127
OG0008600	rna50252	transcript_ENSUAMT00000015088
OG0008601	rna50243	transcript_ENSUAMT00000015099
OG0008602	rna50245	transcript_ENSUAMT00000015097
OG0008603	rna50246	transcript_ENSUAMT00000015096
OG0008604	rna50277	transcript_ENSUAMT00000015059
OG0008605	rna48573	transcript_ENSUAMT00000017965
OG0008606	rna48574	transcript_ENSUAMT00000003167
OG0008607	rna48575	transcript_ENSUAMT00000003171
OG0008608	rna48576	transcript_ENSUAMT00000003179
OG0008609	rna48578	transcript_ENSUAMT00000003185
OG0008610	rna48595	transcript_ENSUAMT00000040829
OG0008611	rna48596	transcript_ENSUAMT00000025270
OG0008612	rna48601	transcript_ENSUAMT00000036356
OG0008613	rna48611	transcript_ENSUAMT00000036359
OG0008614	rna48612	transcript_ENSUAMT00000031578
OG0008615	rna48623	transcript_ENSUAMT00000014092
OG0008616	rna48627	transcript_ENSUAMT00000041608
OG0008617	rna48629	transcript_ENSUAMT00000002003
OG0008618	rna48643	transcript_ENSUAMT00000001974
OG0008619	rna10418	transcript_ENSUAMT00000001131
OG0008620	rna10419	transcript_ENSUAMT00000000938
OG0008621	rna10424	transcript_ENSUAMT00000000835
OG0008622	rna10425	transcript_ENSUAMT00000003238
OG0008623	rna10426	transcript_ENSUAMT00000004048
OG0008624	rna10430	transcript_ENSUAMT00000005953
OG0008625	rna10432	transcript_ENSUAMT00000025772
OG0008626	rna10436	transcript_ENSUAMT00000025774
OG0008627	rna10439	transcript_ENSUAMT00000025777
OG0008628	rna10446	transcript_ENSUAMT00000023832
OG0008629	rna10450	transcript_ENSUAMT00000005309
OG0008630	rna10453	transcript_ENSUAMT00000008433
OG0008631	rna10474	transcript_ENSUAMT00000002916
OG0008632	rna10481	transcript_ENSUAMT00000028327
OG0008633	rna10486	transcript_ENSUAMT00000012731
OG0008634	rna10489	transcript_ENSUAMT00000012737
OG0008635	rna10502	transcript_ENSUAMT00000030568
OG0008636	rna10511	transcript_ENSUAMT00000030584
OG0008637	rna10513	transcript_ENSUAMT00000030586
OG0008638	rna10515	transcript_ENSUAMT00000030594
OG0008639	rna10518	transcript_ENSUAMT00000013340
OG0008640	rna10519	transcript_ENSUAMT00000013341
OG0008641	rna10525	transcript_ENSUAMT00000023257
OG0008642	rna10532	transcript_ENSUAMT00000003014
OG0008643	rna10534	transcript_ENSUAMT00000003026
OG0008644	rna10535	transcript_ENSUAMT00000003039
OG0008645	rna10537	transcript_ENSUAMT00000003056
OG0008646	rna10538	transcript_ENSUAMT00000006021
OG0008647	rna10540	transcript_ENSUAMT00000006104
OG0008648	rna10546	transcript_ENSUAMT00000018929
OG0008649	rna10553	transcript_ENSUAMT00000018945
OG0008650	rna10554	transcript_ENSUAMT00000018970
OG0008651	rna10556	transcript_ENSUAMT00000019750
OG0008652	rna10568	transcript_ENSUAMT00000041197
OG0008653	rna10577	transcript_ENSUAMT00000016071
OG0008654	rna10578	transcript_ENSUAMT00000026245
OG0008655	rna10584	transcript_ENSUAMT00000026244
OG0008656	rna10587	transcript_ENSUAMT00000010906
OG0008657	rna10589	transcript_ENSUAMT00000015313
OG0008658	rna10592	transcript_ENSUAMT00000038625
OG0008659	rna10601	transcript_ENSUAMT00000012771
OG0008660	rna10605	transcript_ENSUAMT00000015485
OG0008661	rna10608	transcript_ENSUAMT00000015482
OG0008662	rna10611	transcript_ENSUAMT00000015476
OG0008663	rna10615	transcript_ENSUAMT00000016652
OG0008664	rna10616	transcript_ENSUAMT00000006685
OG0008665	rna10624	transcript_ENSUAMT00000039930
OG0008666	rna10626	transcript_ENSUAMT00000010418
OG0008667	rna10630	transcript_ENSUAMT00000038659
OG0008668	rna10635	transcript_ENSUAMT00000029209
OG0008669	rna10638	transcript_ENSUAMT00000029211
OG0008670	rna10656	transcript_ENSUAMT00000010975
OG0008671	rna10658	transcript_ENSUAMT00000010973
OG0008672	rna10670	transcript_ENSUAMT00000010970
OG0008673	rna10675	transcript_ENSUAMT00000010968
OG0008674	rna10692	transcript_ENSUAMT00000029385
OG0008675	rna10699	transcript_ENSUAMT00000028369
OG0008676	rna10702	transcript_ENSUAMT00000028371
OG0008677	rna10707	transcript_ENSUAMT00000028373
OG0008678	rna10713	transcript_ENSUAMT00000037676
OG0008679	rna10726	transcript_ENSUAMT00000035617
OG0008680	rna10727	transcript_ENSUAMT00000023948
OG0008681	rna10730	transcript_ENSUAMT00000023945
OG0008682	rna10731	transcript_ENSUAMT00000023930
OG0008683	rna10734	transcript_ENSUAMT00000019854
OG0008684	rna10736	transcript_ENSUAMT00000010419
OG0008685	rna10751	transcript_ENSUAMT00000010414
OG0008686	rna53314	transcript_ENSUAMT00000002530
OG0008687	rna10765	transcript_ENSUAMT00000036177
OG0008688	rna10768	transcript_ENSUAMT00000037276
OG0008689	rna10771	transcript_ENSUAMT00000029177
OG0008690	rna10774	transcript_ENSUAMT00000014023
OG0008691	rna10780	transcript_ENSUAMT00000016092
OG0008692	rna10783	transcript_ENSUAMT00000024791
OG0008693	rna10786	transcript_ENSUAMT00000025964
OG0008694	rna10789	transcript_ENSUAMT00000024772
OG0008695	rna10792	transcript_ENSUAMT00000024773
OG0008696	rna10793	transcript_ENSUAMT00000024775
OG0008697	rna10797	transcript_ENSUAMT00000011632
OG0008698	rna10799	transcript_ENSUAMT00000011592
OG0008699	rna10803	transcript_ENSUAMT00000011817
OG0008700	rna10837	transcript_ENSUAMT00000029629
OG0008701	rna10844	transcript_ENSUAMT00000009801
OG0008702	rna10851	transcript_ENSUAMT00000030346
OG0008703	rna10854	transcript_ENSUAMT00000024468
OG0008704	rna10855	transcript_ENSUAMT00000003101
OG0008705	rna10862	transcript_ENSUAMT00000011872
OG0008706	rna10863	transcript_ENSUAMT00000011859
OG0008707	rna10871	transcript_ENSUAMT00000006054
OG0008708	rna10884	transcript_ENSUAMT00000006056
OG0008709	rna10895	transcript_ENSUAMT00000006987
OG0008710	rna10904	transcript_ENSUAMT00000031105
OG0008711	rna10906	transcript_ENSUAMT00000022041
OG0008712	rna10910	transcript_ENSUAMT00000020579
OG0008713	rna10928	transcript_ENSUAMT00000026422
OG0008714	rna10930	transcript_ENSUAMT00000021745
OG0008715	rna10932	transcript_ENSUAMT00000006690
OG0008716	rna10934	transcript_ENSUAMT00000000594
OG0008718	rna10947	transcript_ENSUAMT00000015503
OG0008719	rna10948	transcript_ENSUAMT00000015245
OG0008720	rna10950	transcript_ENSUAMT00000032602
OG0008721	rna10969	transcript_ENSUAMT00000004829
OG0008722	rna10971	transcript_ENSUAMT00000002067
OG0008723	rna10974	transcript_ENSUAMT00000038003
OG0008724	rna10975	transcript_ENSUAMT00000007471
OG0008725	rna10979	transcript_ENSUAMT00000000856
OG0008726	rna10981	transcript_ENSUAMT00000000843
OG0008727	rna10982	transcript_ENSUAMT00000025198
OG0008728	rna10991	transcript_ENSUAMT00000006032
OG0008729	rna10995	transcript_ENSUAMT00000012623
OG0008730	rna10997	transcript_ENSUAMT00000000662
OG0008731	rna11008	transcript_ENSUAMT00000000589
OG0008732	rna11010	transcript_ENSUAMT00000040140
OG0008733	rna11011	transcript_ENSUAMT00000040137
OG0008734	rna11012	transcript_ENSUAMT00000040135
OG0008735	rna11013	transcript_ENSUAMT00000040036
OG0008736	rna11020	transcript_ENSUAMT00000021968
OG0008737	rna11031	transcript_ENSUAMT00000037804
OG0008738	rna11038	transcript_ENSUAMT00000007315
OG0008739	rna11041	transcript_ENSUAMT00000028275
OG0008740	rna11054	transcript_ENSUAMT00000028330
OG0008741	rna11056	transcript_ENSUAMT00000013342
OG0008742	rna11062	transcript_ENSUAMT00000013355
OG0008743	rna11066	transcript_ENSUAMT00000017154
OG0008744	rna11067	transcript_ENSUAMT00000017150
OG0008745	rna11068	transcript_ENSUAMT00000017097
OG0008746	rna11071	transcript_ENSUAMT00000015830
OG0008747	rna11073	transcript_ENSUAMT00000015824
OG0008748	rna11075	transcript_ENSUAMT00000015823
OG0008749	rna11077	transcript_ENSUAMT00000015821
OG0008750	rna11083	transcript_ENSUAMT00000027449
OG0008751	rna11085	transcript_ENSUAMT00000003865
OG0008752	rna11102	transcript_ENSUAMT00000036031
OG0008753	rna11106	transcript_ENSUAMT00000002350
OG0008754	rna11110	transcript_ENSUAMT00000011847
OG0008755	rna11115	transcript_ENSUAMT00000027290
OG0008756	rna11120	transcript_ENSUAMT00000039285
OG0008757	rna11121	transcript_ENSUAMT00000039286
OG0008758	rna11125	transcript_ENSUAMT00000013137
OG0008759	rna11127	transcript_ENSUAMT00000013128
OG0008760	rna11128	transcript_ENSUAMT00000013126
OG0008761	rna11130	transcript_ENSUAMT00000027505
OG0008762	rna11131	transcript_ENSUAMT00000027507
OG0008763	rna11132	transcript_ENSUAMT00000027508
OG0008764	rna11144	transcript_ENSUAMT00000021881
OG0008765	rna11148	transcript_ENSUAMT00000029124
OG0008766	rna11152	transcript_ENSUAMT00000029118
OG0008767	rna11154	transcript_ENSUAMT00000024083
OG0008768	rna11159	transcript_ENSUAMT00000012797
OG0008769	rna11169	transcript_ENSUAMT00000012819
OG0008770	rna11179	transcript_ENSUAMT00000013920
OG0008771	rna11186	transcript_ENSUAMT00000004761
OG0008772	rna11203	transcript_ENSUAMT00000037791
OG0008773	rna42327	transcript_ENSUAMT00000037062
OG0008774	rna35602	transcript_ENSUAMT00000033619
OG0008776	rna35843	transcript_ENSUAMT00000006425
OG0008778	rna29720	transcript_ENSUAMT00000025677
OG0008779	rna39215	transcript_ENSUAMT00000003991
OG0008780	rna10654	transcript_ENSUAMT00000002956
OG0008781	rna10653	transcript_ENSUAMT00000002938
OG0008782	rna10652	transcript_ENSUAMT00000003299
OG0008783	rna10651	transcript_ENSUAMT00000003281
OG0008784	rna10650	transcript_ENSUAMT00000003235
OG0008785	rna23676	transcript_ENSUAMT00000033255
OG0008786	rna49478	transcript_ENSUAMT00000016607
OG0008789	rna36075	transcript_ENSUAMT00000019838
OG0008790	rna36071	transcript_ENSUAMT00000019828
OG0008791	rna36067	transcript_ENSUAMT00000019807
OG0008792	rna36065	transcript_ENSUAMT00000019795
OG0008793	rna36058	transcript_ENSUAMT00000019774
OG0008794	rna36057	transcript_ENSUAMT00000019771
OG0008795	rna36053	transcript_ENSUAMT00000019763
OG0008796	rna36048	transcript_ENSUAMT00000041203
OG0008797	rna36047	transcript_ENSUAMT00000041226
OG0008798	rna36045	transcript_ENSUAMT00000041229
OG0008799	rna36035	transcript_ENSUAMT00000006080, transcript_ENSUAMT00000001832
OG0008801	rna36026	transcript_ENSUAMT00000021791
OG0008802	rna36022	transcript_ENSUAMT00000018105
OG0008803	rna36020	transcript_ENSUAMT00000018093
OG0008804	rna36018	transcript_ENSUAMT00000036820
OG0008805	rna36017	transcript_ENSUAMT00000036819
OG0008806	rna36010	transcript_ENSUAMT00000036772
OG0008807	rna36000	transcript_ENSUAMT00000036754
OG0008808	rna35994	transcript_ENSUAMT00000036742
OG0008809	rna35996	transcript_ENSUAMT00000036746
OG0008810	rna35993	transcript_ENSUAMT00000027581
OG0008811	rna35991	transcript_ENSUAMT00000023552
OG0008812	rna35987	transcript_ENSUAMT00000022152
OG0008813	rna35989	transcript_ENSUAMT00000022151
OG0008814	rna35985	transcript_ENSUAMT00000022149
OG0008815	rna35983	transcript_ENSUAMT00000022148
OG0008816	rna35978	transcript_ENSUAMT00000022143
OG0008817	rna35977	transcript_ENSUAMT00000041462
OG0008818	rna35967	transcript_ENSUAMT00000018678
OG0008819	rna35964	transcript_ENSUAMT00000018667
OG0008820	rna35955	transcript_ENSUAMT00000018651
OG0008822	rna35948	transcript_ENSUAMT00000031079
OG0008823	rna35946	transcript_ENSUAMT00000031074
OG0008824	rna35944	transcript_ENSUAMT00000013164
OG0008825	rna35938	transcript_ENSUAMT00000013161
OG0008826	rna35935	transcript_ENSUAMT00000013156
OG0008827	rna35933	transcript_ENSUAMT00000019250
OG0008828	rna35929	transcript_ENSUAMT00000019248
OG0008829	rna35928	transcript_ENSUAMT00000019246
OG0008830	rna35927	transcript_ENSUAMT00000019242
OG0008831	rna35913	transcript_ENSUAMT00000019221
OG0008832	rna35916	transcript_ENSUAMT00000017473
OG0008833	rna35910	transcript_ENSUAMT00000027961
OG0008834	rna35906	transcript_ENSUAMT00000027963
OG0008835	rna35902	transcript_ENSUAMT00000027964
OG0008836	rna35893	transcript_ENSUAMT00000032330
OG0008837	rna35881	transcript_ENSUAMT00000032241
OG0008838	rna35880	transcript_ENSUAMT00000032236
OG0008839	rna35875	transcript_ENSUAMT00000020562
OG0008840	rna35874	transcript_ENSUAMT00000020561
OG0008841	rna35866	transcript_ENSUAMT00000020555
OG0008842	rna35861	transcript_ENSUAMT00000021293
OG0008843	rna35859	transcript_ENSUAMT00000022244
OG0008844	rna35857	transcript_ENSUAMT00000022515
OG0008845	rna35851	transcript_ENSUAMT00000022519
OG0008846	rna35849	transcript_ENSUAMT00000022524
OG0008847	rna35847	transcript_ENSUAMT00000022526
OG0008848	rna35845	transcript_ENSUAMT00000022533
OG0008849	rna35844	transcript_ENSUAMT00000022537
OG0008850	rna35837	transcript_ENSUAMT00000006403
OG0008851	rna35833	transcript_ENSUAMT00000006398
OG0008852	rna35831	transcript_ENSUAMT00000006317
OG0008853	rna35829	transcript_ENSUAMT00000003856
OG0008854	rna35826	transcript_ENSUAMT00000003815
OG0008855	rna35819	transcript_ENSUAMT00000006472
OG0008856	rna35815	transcript_ENSUAMT00000016658
OG0008857	rna35813	transcript_ENSUAMT00000026302
OG0008858	rna35812	transcript_ENSUAMT00000026303
OG0008859	rna35810	transcript_ENSUAMT00000026305
OG0008860	rna35809	transcript_ENSUAMT00000026306
OG0008861	rna35808	transcript_ENSUAMT00000026308
OG0008862	rna35799	transcript_ENSUAMT00000026354
OG0008863	rna35792	transcript_ENSUAMT00000009344
OG0008864	rna35790	transcript_ENSUAMT00000009348
OG0008865	rna35774	transcript_ENSUAMT00000026953
OG0008866	rna35778	transcript_ENSUAMT00000026965
OG0008867	rna35776	transcript_ENSUAMT00000026966
OG0008868	rna35768	transcript_ENSUAMT00000026970
OG0008869	rna35759	transcript_ENSUAMT00000001850
OG0008870	rna35757	transcript_ENSUAMT00000020065
OG0008871	rna35755	transcript_ENSUAMT00000020066
OG0008872	rna35752	transcript_ENSUAMT00000000158
OG0008873	rna35746	transcript_ENSUAMT00000002619
OG0008874	rna35742	transcript_ENSUAMT00000002600
OG0008875	rna35740	transcript_ENSUAMT00000002850
OG0008876	rna35736	transcript_ENSUAMT00000002828
OG0008877	rna35735	transcript_ENSUAMT00000002764
OG0008878	rna35728	transcript_ENSUAMT00000002729
OG0008879	rna35726	transcript_ENSUAMT00000002667
OG0008880	rna35721	transcript_ENSUAMT00000002648
OG0008881	rna35720	transcript_ENSUAMT00000002642
OG0008882	rna35718	transcript_ENSUAMT00000013613
OG0008883	rna35717	transcript_ENSUAMT00000013615
OG0008884	rna35716	transcript_ENSUAMT00000013617
OG0008885	rna35715	transcript_ENSUAMT00000013619
OG0008886	rna35714	transcript_ENSUAMT00000013622
OG0008887	rna35713	transcript_ENSUAMT00000033542
OG0008888	rna35711	transcript_ENSUAMT00000017309
OG0008889	rna35709	transcript_ENSUAMT00000034050
OG0008890	rna35705	transcript_ENSUAMT00000032511
OG0008891	rna35702	transcript_ENSUAMT00000015520
OG0008892	rna35701	transcript_ENSUAMT00000015522
OG0008893	rna35697	transcript_ENSUAMT00000012269
OG0008894	rna35694	transcript_ENSUAMT00000012234
OG0008895	rna35688	transcript_ENSUAMT00000004252
OG0008896	rna35685	transcript_ENSUAMT00000011842
OG0008897	rna35683	transcript_ENSUAMT00000006323
OG0008898	rna35682	transcript_ENSUAMT00000006320
OG0008899	rna35665	transcript_ENSUAMT00000019073
OG0008900	rna35648	transcript_ENSUAMT00000017348
OG0008901	rna35641	transcript_ENSUAMT00000010595
OG0008902	rna35636	transcript_ENSUAMT00000011095
OG0008903	rna35635	transcript_ENSUAMT00000011111
OG0008904	rna35623	transcript_ENSUAMT00000040355
OG0008905	rna35613	transcript_ENSUAMT00000033613
OG0008906	rna35609	transcript_ENSUAMT00000033616
OG0008907	rna35607	transcript_ENSUAMT00000033617
OG0008908	rna35591	transcript_ENSUAMT00000033693
OG0008909	rna35587	transcript_ENSUAMT00000016943
OG0008910	rna35586	transcript_ENSUAMT00000036922
OG0008911	rna35585	transcript_ENSUAMT00000011699
OG0008912	rna35577	transcript_ENSUAMT00000033073
OG0008913	rna35571	transcript_ENSUAMT00000001534
OG0008914	rna35570	transcript_ENSUAMT00000001472
OG0008915	rna35568	transcript_ENSUAMT00000033302
OG0008916	rna35561	transcript_ENSUAMT00000025126
OG0008917	rna35555	transcript_ENSUAMT00000023538
OG0008918	rna35553	transcript_ENSUAMT00000013425
OG0008919	rna35543	transcript_ENSUAMT00000013934
OG0008920	rna35540	transcript_ENSUAMT00000005430
OG0008921	rna35538	transcript_ENSUAMT00000005427
OG0008922	rna35530	transcript_ENSUAMT00000010166
OG0008923	rna35529	transcript_ENSUAMT00000010175
OG0008924	rna35513	transcript_ENSUAMT00000006638
OG0008925	rna35508	transcript_ENSUAMT00000006627
OG0008926	rna35505	transcript_ENSUAMT00000006618
OG0008927	rna35503	transcript_ENSUAMT00000006615
OG0008928	rna35502	transcript_ENSUAMT00000006568
OG0008929	rna35497	transcript_ENSUAMT00000007299
OG0008930	rna35493	transcript_ENSUAMT00000007246
OG0008931	rna35487	transcript_ENSUAMT00000013651
OG0008932	rna35481	transcript_ENSUAMT00000013652
OG0008933	rna35479	transcript_ENSUAMT00000020195
OG0008934	rna35477	transcript_ENSUAMT00000020212
OG0008935	rna35474	transcript_ENSUAMT00000000799
OG0008936	rna35463	transcript_ENSUAMT00000009707
OG0008937	rna35457	transcript_ENSUAMT00000009695
OG0008938	rna35456	transcript_ENSUAMT00000009649
OG0008939	rna35453	transcript_ENSUAMT00000009641
OG0008940	rna35452	transcript_ENSUAMT00000019820
OG0008941	rna35450	transcript_ENSUAMT00000001935
OG0008942	rna35449	transcript_ENSUAMT00000002758
OG0008943	rna30485	transcript_ENSUAMT00000035172
OG0008944	rna30473	transcript_ENSUAMT00000036531
OG0008945	rna30464	transcript_ENSUAMT00000012368
OG0008946	rna30463	transcript_ENSUAMT00000012331
OG0008947	rna30460	transcript_ENSUAMT00000004993
OG0008948	rna30453	transcript_ENSUAMT00000039925
OG0008949	rna30452	transcript_ENSUAMT00000035801
OG0008950	rna30449	transcript_ENSUAMT00000035799
OG0008951	rna30429	transcript_ENSUAMT00000013069
OG0008952	rna30421	transcript_ENSUAMT00000013080
OG0008953	rna30420	transcript_ENSUAMT00000013083
OG0008954	rna30410	transcript_ENSUAMT00000014243
OG0008955	rna30407	transcript_ENSUAMT00000014257
OG0008956	rna30406	transcript_ENSUAMT00000014475
OG0008957	rna30401	transcript_ENSUAMT00000014520
OG0008958	rna30391	transcript_ENSUAMT00000014526
OG0008959	rna30390	transcript_ENSUAMT00000015803
OG0008960	rna30388	transcript_ENSUAMT00000015795
OG0008961	rna30387	transcript_ENSUAMT00000015790
OG0008962	rna30385	transcript_ENSUAMT00000039301
OG0008963	rna30380	transcript_ENSUAMT00000039324
OG0008964	rna30378	transcript_ENSUAMT00000039340
OG0008965	rna30377	transcript_ENSUAMT00000039341
OG0008966	rna30373	transcript_ENSUAMT00000020125
OG0008967	rna30369	transcript_ENSUAMT00000020121
OG0008968	rna30368	transcript_ENSUAMT00000020120
OG0008969	rna30365	transcript_ENSUAMT00000027167
OG0008970	rna30363	transcript_ENSUAMT00000027166
OG0008971	rna30362	transcript_ENSUAMT00000027165
OG0008972	rna30359	transcript_ENSUAMT00000026370
OG0008973	rna30358	transcript_ENSUAMT00000026368
OG0008974	rna30356	transcript_ENSUAMT00000035819
OG0008975	rna30334	transcript_ENSUAMT00000033829
OG0008976	rna30331	transcript_ENSUAMT00000033836
OG0008977	rna30329	transcript_ENSUAMT00000033840
OG0008978	rna30326	transcript_ENSUAMT00000033841
OG0008979	rna30322	transcript_ENSUAMT00000022637
OG0008980	rna30321	transcript_ENSUAMT00000003583
OG0008981	rna30320	transcript_ENSUAMT00000031647
OG0008982	rna30304	transcript_ENSUAMT00000031638
OG0008983	rna30302	transcript_ENSUAMT00000031637
OG0008984	rna30295	transcript_ENSUAMT00000012184
OG0008985	rna30292	transcript_ENSUAMT00000024317
OG0008986	rna30289	transcript_ENSUAMT00000024328
OG0008987	rna30285	transcript_ENSUAMT00000024332
OG0008988	rna30282	transcript_ENSUAMT00000024337
OG0008989	rna30281	transcript_ENSUAMT00000024343
OG0008990	rna30279	transcript_ENSUAMT00000024346
OG0008991	rna30271	transcript_ENSUAMT00000024351
OG0008992	rna30267	transcript_ENSUAMT00000024359
OG0008993	rna30265	transcript_ENSUAMT00000024365
OG0008994	rna30264	transcript_ENSUAMT00000024388
OG0008995	rna30261	transcript_ENSUAMT00000003471
OG0008996	rna30254	transcript_ENSUAMT00000003527
OG0008997	rna30253	transcript_ENSUAMT00000037048
OG0008998	rna30252	transcript_ENSUAMT00000037041
OG0008999	rna30251	transcript_ENSUAMT00000037035
OG0009000	rna30250	transcript_ENSUAMT00000037032
OG0009001	rna30247	transcript_ENSUAMT00000037014
OG0009002	rna30246	transcript_ENSUAMT00000016692
OG0009003	rna30245	transcript_ENSUAMT00000041476
OG0009004	rna30242	transcript_ENSUAMT00000041445
OG0009005	rna30241	transcript_ENSUAMT00000041418
OG0009006	rna30240	transcript_ENSUAMT00000041417
OG0009007	rna30235	transcript_ENSUAMT00000007193
OG0009008	rna30228	transcript_ENSUAMT00000007186
OG0009009	rna30225	transcript_ENSUAMT00000007184
OG0009010	rna30214	transcript_ENSUAMT00000003180
OG0009011	rna30210	transcript_ENSUAMT00000017216
OG0009012	rna30196	transcript_ENSUAMT00000017183
OG0009013	rna30193	transcript_ENSUAMT00000037974
OG0009014	rna30183	transcript_ENSUAMT00000037932
OG0009015	rna30180	transcript_ENSUAMT00000037923
OG0009016	rna30178	transcript_ENSUAMT00000037917
OG0009017	rna30158	transcript_ENSUAMT00000021912
OG0009018	rna30156	transcript_ENSUAMT00000012963
OG0009019	rna30155	transcript_ENSUAMT00000012961
OG0009020	rna30153	transcript_ENSUAMT00000012959
OG0009021	rna30152	transcript_ENSUAMT00000012956
OG0009022	rna30150	transcript_ENSUAMT00000012953
OG0009023	rna30146	transcript_ENSUAMT00000012942
OG0009024	rna30142	transcript_ENSUAMT00000012939
OG0009025	rna30140	transcript_ENSUAMT00000012934
OG0009026	rna30138	transcript_ENSUAMT00000021847
OG0009027	rna30132	transcript_ENSUAMT00000021837
OG0009028	rna30128	transcript_ENSUAMT00000021831
OG0009029	rna30123	transcript_ENSUAMT00000021829
