Orthogroup	ursArc.longCDS.prots	ailMel.longCDS.prots
OG0009172	rna29455	rna-XM_019806873.2
OG0009173	rna29454	rna-XM_034641482.1
OG0009174	rna29449	rna-XM_011233540.3
OG0009175	rna29437	rna-XM_034640717.1
OG0009176	rna29436	rna-XM_002928962.3
OG0009177	rna29435	rna-XM_002928963.3
OG0009178	rna29433	rna-XM_034641040.1
OG0009179	rna29423	rna-XM_034640623.1
OG0009180	rna29408	rna-XM_034640307.1, rna-XM_019793805.2
OG0009181	rna46370	rna-XM_034640292.1
OG0009182	rna46353	rna-XM_034640611.1
OG0009183	rna46349	rna-XM_019800300.2
OG0009184	rna46348	rna-XM_002919828.4
OG0009185	rna46346	rna-XM_034641174.1
OG0009186	rna46344	rna-XM_002919875.4
OG0009187	rna46343	rna-XM_034640822.1
OG0009188	rna46341	rna-XM_002919830.4
OG0009189	rna46339	rna-XM_011225746.3
OG0009190	rna46332	rna-XM_002919832.4
OG0009191	rna46327	rna-XM_034640569.1
OG0009192	rna46323	rna-XM_002919837.4
OG0009193	rna46319	rna-XM_002919838.4
OG0009194	rna46315	rna-XM_019800305.2
OG0009195	rna46313	rna-XM_034641139.1
OG0009196	rna46311	rna-XM_002919842.4
OG0009197	rna46309	rna-XM_034641149.1
OG0009198	rna46307	rna-XM_019800312.2
OG0009199	rna46305	rna-XM_034641689.1
OG0009200	rna46300	rna-XM_019800322.2
OG0009201	rna46290	rna-XM_034639973.1
OG0009202	rna46289	rna-XM_034640341.1
OG0009203	rna46285	rna-XM_034641538.1
OG0009204	rna46278	rna-XM_034640159.1
OG0009205	rna46284	rna-XM_002919846.4
OG0009206	rna46277	rna-XM_034640283.1
OG0009207	rna46276	rna-XM_034640006.1
OG0009208	rna46275	rna-XM_002919850.4
OG0009209	rna46265	rna-XM_034640011.1
OG0009210	rna46262	rna-XM_034640009.1
OG0009211	rna46261	rna-XM_002919853.4
OG0009212	rna46260	rna-XM_034640904.1
OG0009213	rna46259	rna-XM_002919887.4
OG0009214	rna46258	rna-XM_034640432.1
OG0009215	rna46249	rna-XM_011225782.3
OG0009216	rna46239	rna-XM_034640274.1
OG0009217	rna46238	rna-XM_002919890.4
OG0009218	rna46233	rna-XM_019800351.2
OG0009219	rna46230	rna-XM_034641650.1
OG0009220	rna46229	rna-XM_019800355.2
OG0009221	rna46222	rna-XM_034641627.1
OG0009222	rna46220	rna-XM_034641625.1
OG0009223	rna46219	rna-XM_011225795.3
OG0009224	rna46214	rna-XM_034639874.1
OG0009225	rna46213	rna-XM_002919867.4
OG0009226	rna46206	rna-XM_034641540.1
OG0009227	rna46203	rna-XM_034641785.1
OG0009228	rna46199	rna-XM_011223823.3
OG0009229	rna46190	rna-XM_019798746.2
OG0009230	rna46189	rna-XM_034640312.1
OG0009231	rna46183	rna-XM_034640103.1
OG0009232	rna46162	rna-XM_034640976.1
OG0009233	rna46160	rna-XM_034640983.1
OG0009234	rna46158	rna-XM_034640988.1
OG0009235	rna46154	rna-XM_011223872.3
OG0009236	rna46150	rna-XM_034640989.1
OG0009237	rna46147	rna-XM_034640990.1
OG0009238	rna46145	rna-XM_002918375.4
OG0009239	rna46139	rna-XM_034640680.1
OG0009240	rna46138	rna-XM_034640372.1
OG0009241	rna46127	rna-XM_011223859.3
OG0009242	rna46124	rna-XM_019798791.2
OG0009243	rna46119	rna-XM_011223864.3
OG0009244	rna46115	rna-XM_011223865.2
OG0009245	rna46110	rna-XM_034641544.1
OG0009246	rna46106	rna-XM_034640550.1
OG0009247	rna46101	rna-XM_034641545.1
OG0009248	rna46099	rna-XM_002921785.4
OG0009249	rna46098	rna-XM_011228172.3
OG0009250	rna46096	rna-XM_019802356.2
OG0009251	rna46095	rna-XM_034641410.1
OG0009252	rna46083	rna-XM_034640188.1
OG0009253	rna46079	rna-XM_019802360.2
OG0009254	rna46077	rna-XM_019802359.2
OG0009255	rna46075	rna-XM_034640649.1
OG0009256	rna46064	rna-XM_019802364.2
OG0009257	rna46061	rna-XM_034641546.1
OG0009258	rna46060	rna-XM_002921791.4
OG0009259	rna46056	rna-XM_019802368.2
OG0009260	rna46054	rna-XM_034641547.1
OG0009261	rna46051	rna-XM_034641548.1
OG0009262	rna46048	rna-XM_034641176.1
OG0009263	rna46041	rna-XM_034640709.1
OG0009264	rna46039	rna-XM_034641333.1
OG0009265	rna46032	rna-XM_034641327.1
OG0009266	rna46021	rna-XM_034641549.1
OG0009267	rna46020	rna-XM_034641706.1
OG0009268	rna46019	rna-XM_034641453.1
OG0009269	rna46017	rna-XM_034641459.1
OG0009270	rna46016	rna-XM_034641456.1
OG0009271	rna46014	rna-XM_019798926.2
OG0009272	rna46013	rna-XM_034641450.1
OG0009273	rna46011	rna-XM_019798921.2
OG0009274	rna46010	rna-XM_034640786.1
OG0009275	rna46004	rna-XM_034641550.1
OG0009276	rna46003	rna-XM_002912888.4
OG0009277	rna46001	rna-XM_034640364.1
OG0009278	rna46000	rna-XM_034641551.1
OG0009279	rna45995	rna-XM_034640905.1
OG0009280	rna45991	rna-XM_011223931.3
OG0009281	rna45989	rna-XM_002912884.3
OG0009282	rna45988	rna-XM_034641261.1
OG0009283	rna45984	rna-XM_034640249.1
OG0009284	rna45983	rna-XM_034640246.1
OG0009285	rna45982	rna-XM_034640483.1
OG0009286	rna45976	rna-XM_034640396.1
OG0009287	rna45971	rna-XM_034640401.1
OG0009288	rna45970	rna-XM_034641553.1
OG0009289	rna45957	rna-XM_034641042.1
OG0009290	rna19629	rna-XM_034641059.1
OG0009291	rna19628	rna-XM_002925686.1
OG0009292	rna19627	rna-XM_019806422.2
OG0009293	rna19618	rna-XM_002925698.3
OG0009294	rna19609	rna-XM_034641919.1
OG0009295	rna19607	rna-XM_034640036.1
OG0009296	rna19601	rna-XM_034641556.1
OG0009297	rna19594	rna-XM_034639860.1
OG0009298	rna19589	rna-XM_034640655.1
OG0009299	rna19587	rna-XM_011232916.3
OG0009300	rna19586	rna-XM_034639829.1
OG0009301	rna19585	rna-XM_034641557.1
OG0009302	rna19580	rna-XM_034639832.1
OG0009303	rna19578	rna-XM_002925678.4
OG0009304	rna19564	rna-XM_002925689.4
OG0009305	rna19563	rna-XM_034640891.1
OG0009306	rna19562	rna-XM_019806398.2
OG0009307	rna19561	rna-XM_019806421.2
OG0009308	rna19560	rna-XM_034641222.1
OG0009309	rna19559	rna-XM_034641558.1
OG0009310	rna19555	rna-XM_034641561.1
OG0009311	rna19552	rna-XM_034641562.1
OG0009312	rna19546	rna-XM_034640156.1
OG0009313	rna19540	rna-XM_019806452.2
OG0009314	rna19535	rna-XM_002925732.4
OG0009315	rna19531	rna-XM_034641398.1
OG0009316	rna19530	rna-XM_034641565.1
OG0009317	rna19529	rna-XM_034641566.1
OG0009318	rna19528	rna-XM_034639976.1
OG0009319	rna19527	rna-XM_011232974.3
OG0009320	rna19524	rna-XM_034641568.1
OG0009321	rna19520	rna-XM_034641393.1
OG0009322	rna19519	rna-XM_011232982.3
OG0009323	rna19512	rna-XM_034641282.1
OG0009324	rna19503	rna-XM_002920311.4
OG0009325	rna19497	rna-XM_034641284.1
OG0009326	rna19494	rna-XM_011226307.3
OG0009327	rna19486	rna-XM_034641574.1
OG0009328	rna19482	rna-XM_034640040.1
OG0009329	rna19483	rna-XM_034641575.1
OG0009330	rna19481	rna-XM_034640064.1
OG0009331	rna19477	rna-XM_034641183.1
OG0009332	rna19475	rna-XM_019795600.2
OG0009333	rna19470	rna-XM_034641576.1
OG0009334	rna19467	rna-XM_034639841.1
OG0009335	rna19464	rna-XM_034641577.1
OG0009336	rna19453	rna-XM_019795612.2
OG0009337	rna19452	rna-XM_034641578.1
OG0009338	rna19451	rna-XM_034641938.1
OG0009339	rna19447	rna-XM_002915523.4
OG0009340	rna19437	rna-XM_034640098.1
OG0009341	rna19435	rna-XM_034640933.1
OG0009342	rna19432	rna-XM_002915525.4
OG0009343	rna19430	rna-XM_002915527.3
OG0009344	rna19427	rna-XM_034641351.1
OG0009345	rna19420	rna-XM_019801795.2
OG0009346	rna19419	rna-XM_011227477.3
OG0009347	rna19413	rna-XM_002921211.4
OG0009348	rna19410	rna-XM_002921212.4
OG0009349	rna19409	rna-XM_002921213.4
OG0009350	rna19405	rna-XM_002912971.4
OG0009351	rna19402	rna-XM_034640704.1
OG0009352	rna19392	rna-XM_011224867.3
OG0009353	rna19390	rna-XM_034640369.1
OG0009354	rna19386	rna-XM_034641263.1
OG0009355	rna19377	rna-XM_002912976.4
OG0009356	rna19375	rna-XM_011224934.3
OG0009357	rna19368	rna-XM_034641022.1
OG0009358	rna19362	rna-XM_034640536.1
OG0009359	rna19354	rna-XM_002912980.4
OG0009360	rna19335	rna-XM_002912981.4
OG0009361	rna19334	rna-XM_002912982.4
OG0009362	rna19333	rna-XM_034640600.1
OG0009363	rna19328	rna-XM_011225069.3
OG0009364	rna19326	rna-XM_034641581.1
OG0009365	rna19325	rna-XM_011225114.3
OG0009366	rna19319	rna-XM_034640906.1
OG0009367	rna19317	rna-XM_002912988.4
OG0009368	rna19307	rna-XM_002912989.4
OG0009369	rna19299	rna-XM_034639861.1
OG0009370	rna19287	rna-XM_019807748.2
OG0009371	rna19273	rna-XM_034641397.1
OG0009372	rna19271	rna-XM_011236842.3
OG0009373	rna19270	rna-XM_034641237.1
OG0009374	rna19269	rna-XM_011236844.3
OG0009375	rna19267	rna-XM_034641582.1
OG0009376	rna19257	rna-XM_034641743.1
OG0009377	rna19251	rna-XM_011235866.3
OG0009378	rna19248	rna-XM_002928059.4
OG0009379	rna19243	rna-XM_011235859.3
OG0009380	rna19241	rna-XM_019808822.2
OG0009381	rna19239	rna-XM_019808824.2
OG0009382	rna19238	rna-XM_002928054.4
OG0009383	rna19237	rna-XM_002928053.4
OG0009384	rna19236	rna-XM_002928052.4
OG0009385	rna19234	rna-XM_002928051.4
OG0009386	rna19232	rna-XM_002928064.4
OG0009387	rna19231	rna-XM_002928050.4
OG0009388	rna19228	rna-XM_034641755.1
OG0009389	rna19227	rna-XM_019808836.2
OG0009390	rna19224	rna-XM_011235853.3
OG0009391	rna19220	rna-XM_034640587.1
OG0009392	rna19216	rna-XM_034641585.1
OG0009393	rna19212	rna-XM_011222579.3
OG0009394	rna19211	rna-XM_011222588.1
OG0009395	rna19210	rna-XM_034640576.1
OG0009396	rna19207	rna-XM_034639850.1
OG0009397	rna19206	rna-XM_019797672.2
OG0009398	rna19201	rna-XM_034640368.1
OG0009399	rna19200	rna-XM_019797650.2
OG0009400	rna19199	rna-XM_011222586.3
OG0009401	rna19195	rna-XM_002917373.4
OG0009402	rna19194	rna-XM_011222573.3
OG0009403	rna19186	rna-XM_002917371.4
OG0009404	rna19174	rna-XM_034640965.1
OG0009405	rna19169	rna-XM_002917369.4
OG0009406	rna19165	rna-XM_002917352.3
OG0009407	rna19162	rna-XM_034639757.1
OG0009408	rna19160	rna-XM_002917367.4
OG0009409	rna19155	rna-XM_034639760.1
OG0009410	rna19145	rna-XM_002917363.3
OG0009411	rna19144	rna-XM_002917362.4
OG0009412	rna19142	rna-XM_034641918.1
OG0009413	rna19125	rna-XM_002917360.4
OG0009414	rna19120	rna-XM_011222539.3
OG0009415	rna19119	rna-XM_011222538.3
OG0009416	rna19116	rna-XM_034641588.1
OG0009417	rna19114	rna-XM_002917386.4
OG0009418	rna19106	rna-XM_034640867.1
OG0009419	rna19093	rna-XM_011223988.3
OG0009420	rna19091	rna-XM_034640670.1
OG0009421	rna19087	rna-XM_034641303.1
OG0009422	rna19085	rna-XM_034641300.1
OG0009423	rna19076	rna-XM_002915160.4
OG0009424	rna19073	rna-XM_019795152.2
OG0009425	rna19072	rna-XM_034641902.1
OG0009426	rna19070	rna-XM_019795153.2
OG0009427	rna19064	rna-XM_002915147.4
OG0009428	rna19051	rna-XM_002915148.4
OG0009429	rna19050	rna-XM_002915164.4
OG0009430	rna19049	rna-XM_011219612.3
OG0009431	rna19048	rna-XM_002915166.4
OG0009432	rna19045	rna-XM_019795169.2
OG0009433	rna19044	rna-XM_002915167.3
OG0009434	rna19042	rna-XM_011219614.3
OG0009435	rna19039	rna-XM_019795171.2
OG0009436	rna19030	rna-XM_011219622.3
OG0009437	rna19028	rna-XM_034640102.1
OG0009438	rna19019	rna-XM_011219624.3
OG0009439	rna19015	rna-XM_034640256.1
OG0009440	rna19011	rna-XM_002915170.4
OG0009441	rna19010	rna-XM_019795180.2
OG0009442	rna19005	rna-XM_011219629.3
OG0009443	rna19002	rna-XM_019795182.2
OG0009444	rna18992	rna-XM_002916440.4
OG0009445	rna18984	rna-XM_034640533.1
OG0009446	rna18978	rna-XM_011221273.3
OG0009447	rna18976	rna-XM_034640581.1
OG0009448	rna18961	rna-XM_002916416.4
OG0009449	rna18960	rna-XM_034641516.1
OG0009450	rna18957	rna-XM_002916414.4
OG0009451	rna18951	rna-XM_002916411.4
OG0009452	rna18945	rna-XM_019796611.2
OG0009453	rna18937	rna-XM_034641322.1
OG0009454	rna18932	rna-XM_019796607.2
OG0009455	rna18922	rna-XM_034641805.1
OG0009456	rna18919	rna-XM_002916406.4
OG0009457	rna18918	rna-XM_002916405.4
OG0009458	rna18916	rna-XM_002916404.4
OG0009459	rna18912	rna-XM_011221252.3
OG0009460	rna18910	rna-XM_011221253.3
OG0009461	rna18909	rna-XM_034640080.1
OG0009462	rna18907	rna-XM_034639910.1
OG0009463	rna18898	rna-XM_002916400.4
OG0009464	rna18896	rna-XM_034639914.1
OG0009465	rna18894	rna-XM_011221244.3
OG0009466	rna18891	rna-XM_034641384.1
OG0009467	rna18887	rna-XM_034641388.1
OG0009468	rna18881	rna-XM_002916396.4
OG0009469	rna18878	rna-XM_002916395.4
OG0009470	rna18876	rna-XM_034641270.1
OG0009471	rna18874	rna-XM_002916393.4
OG0009472	rna18871	rna-XM_034640172.1
OG0009473	rna18862	rna-XM_034640167.1
OG0009474	rna18852	rna-XM_034641593.1
OG0009475	rna18848	rna-XM_002916389.4
OG0009476	rna18846	rna-XM_034641594.1
OG0009477	rna18843	rna-XM_034641447.1
OG0009478	rna18845	rna-XM_034641446.1
OG0009479	rna18841	rna-XM_034641438.1
OG0009480	rna18836	rna-XM_002918292.4
OG0009481	rna18829	rna-XM_011223706.3
OG0009482	rna18827	rna-XM_011223707.2
OG0009483	rna18825	rna-XM_019798629.1
OG0009484	rna18822	rna-XM_019798637.1
OG0009485	rna18821	rna-XM_002918297.3
OG0009486	rna18820	rna-XM_034641915.1
OG0009487	rna18812	rna-XM_019798647.2
OG0009488	rna18807	rna-XM_011223713.3
OG0009489	rna18803	rna-XM_034641411.1
OG0009490	rna18795	rna-XM_034641769.1
OG0009491	rna18793	rna-XM_034640127.1
OG0009492	rna18788	rna-XM_002918302.4
OG0009493	rna18787	rna-XM_002918275.4
OG0009494	rna18784	rna-XM_019798650.2
OG0009495	rna18780	rna-XM_034641595.1
OG0009496	rna18777	rna-XM_011223754.3
OG0009497	rna18776	rna-XM_002918278.4
OG0009498	rna18775	rna-XM_034640066.1
OG0009499	rna18774	rna-XM_034640069.1
OG0009500	rna18772	rna-XM_002918279.4
OG0009501	rna18771	rna-XM_034640224.1
OG0009502	rna18768	rna-XM_019798655.2
OG0009503	rna18762	rna-XM_034639735.1
OG0009504	rna18754	rna-XM_019798638.2
OG0009505	rna18753	rna-XM_011223744.3
OG0009506	rna18745	rna-XM_034641193.1
OG0009507	rna18741	rna-XM_002918306.3
OG0009508	rna27778	rna-XM_019798641.2
OG0009509	rna18736	rna-XM_002930468.1
OG0009510	rna18735	rna-XM_011217273.1
OG0009511	rna18733	rna-XM_034641195.1
OG0009512	rna18732	rna-XM_034640814.1
OG0009513	rna18730	rna-XM_034641617.1
OG0009514	rna18728	rna-XM_034641036.1
OG0009515	rna18726	rna-XM_034641877.1
OG0009516	rna18721	rna-XM_034641883.1
OG0009517	rna18715	rna-XM_034641011.1
OG0009518	rna18709	rna-XM_034641258.1
OG0009519	rna18707	rna-XM_002925399.4
OG0009520	rna18700	rna-XM_019806117.2
OG0009521	rna18698	rna-XM_034641829.1
OG0009522	rna18697	rna-XM_034639889.1
OG0009523	rna18696	rna-XM_019806129.2
OG0009524	rna18695	rna-XM_034640222.1
OG0009525	rna18694	rna-XM_034641598.1
OG0009526	rna18686	rna-XM_002930325.4
OG0009527	rna18677	rna-XM_034640342.1
OG0009528	rna18676	rna-XM_011217101.3
OG0009529	rna18666	rna-XM_034641599.1
OG0009530	rna18661	rna-XM_002918806.4
OG0009531	rna18658	rna-XM_034640118.1
OG0009532	rna18656	rna-XM_011224405.3
OG0009533	rna18636	rna-XM_002918780.4
OG0009534	rna18632	rna-XM_034640386.1
OG0009535	rna18631	rna-XM_034640383.1
OG0009536	rna18626	rna-XM_034641861.1
OG0009537	rna18625	rna-XM_002918773.4
OG0009538	rna18621	rna-XM_002918772.4
OG0009539	rna18619	rna-XM_002918795.4
OG0009540	rna18616	rna-XM_034641886.1
OG0009541	rna18615	rna-XM_002918771.4
OG0009542	rna18613	rna-XM_002918770.4
OG0009543	rna18611	rna-XM_034641603.1
OG0009544	rna18609	rna-XM_034641898.1
OG0009545	rna18603	rna-XM_034641313.1
OG0009546	rna18592	rna-XM_034639935.1
OG0009547	rna18589	rna-XM_034639934.1
OG0009548	rna18585	rna-XM_034639856.1
OG0009549	rna18583	rna-XM_002918767.4
OG0009550	rna18579	rna-XM_034640228.1
OG0009551	rna18575	rna-XM_002918763.4
OG0009552	rna18571	rna-XM_002918762.4
OG0009553	rna18568	rna-XM_034639762.1
OG0009554	rna18564	rna-XM_011217808.3
OG0009555	rna18557	rna-XM_019805496.2
OG0009556	rna18550	rna-XM_019805499.2
OG0009557	rna18541	rna-XM_034640392.1
OG0009558	rna18540	rna-XM_002924824.4
OG0009559	rna18535	rna-XM_034640773.1
OG0009560	rna18528	rna-XM_019793417.2
OG0009561	rna18525	rna-XM_002925017.4
OG0009562	rna18522	rna-XM_034640347.1
OG0009563	rna18515	rna-XM_034640350.1
OG0009564	rna18514	rna-XM_034641298.1
OG0009565	rna18509	rna-XM_034641121.1
OG0009566	rna18507	rna-XM_002926778.4
OG0009567	rna18502	rna-XM_034641608.1
OG0009568	rna18501	rna-XM_034641390.1
OG0009569	rna18498	rna-XM_034641465.1
OG0009570	rna18493	rna-XM_011224335.3
OG0009571	rna18488	rna-XM_034640351.1
OG0009572	rna18483	rna-XM_034641467.1
OG0009573	rna18472	rna-XM_002918481.4
OG0009574	rna18469	rna-XM_034639768.1
OG0009575	rna18461	rna-XM_002918483.4
OG0009576	rna18457	rna-XM_011224000.3
OG0009577	rna18443	rna-XM_002929017.4
OG0009578	rna18442	rna-XM_034641611.1
OG0009579	rna18441	rna-XM_034640434.1
OG0009580	rna18440	rna-XM_034640435.1
OG0009581	rna18438	rna-XM_034639865.1
OG0009582	rna18432	rna-XM_002925076.4
OG0009583	rna18430	rna-XM_002925072.4
OG0009584	rna18429	rna-XM_034641357.1
OG0009585	rna18427	rna-XM_002925071.4
OG0009586	rna18418	rna-XM_034640361.1
OG0009587	rna18413	rna-XM_034641671.1
OG0009588	rna18411	rna-XM_011232839.3
OG0009589	rna18409	rna-XM_034641677.1
OG0009590	rna18403	rna-XM_034639921.1
OG0009591	rna18401	rna-XM_002930504.2
OG0009592	rna18399	rna-XM_034641621.1
OG0009593	rna18392	rna-XM_034641490.1
OG0009594	rna18387	rna-XM_002919621.4
OG0009595	rna18386	rna-XM_019800079.2
OG0009596	rna18385	rna-XM_011225478.3
OG0009597	rna49825	rna-XM_011229734.3
OG0009598	rna49823	rna-XM_002923106.4
OG0009599	rna49821	rna-XM_002923107.4
OG0009600	rna49819	rna-XM_034640235.1
OG0009601	rna49815	rna-XM_002924124.4
OG0009602	rna49814	rna-XM_002925458.3
OG0009603	rna49813	rna-XM_011232627.3
OG0009604	rna49811	rna-XM_002925460.4
OG0009605	rna49806	rna-XM_002925461.4
OG0009606	rna49804	rna-XM_034640209.1
OG0009607	rna49801	rna-XM_002925467.3
OG0009608	rna49800	rna-XM_002925468.2
OG0009609	rna49799	rna-XM_002925469.2
OG0009610	rna52969	rna-XM_034650444.1
OG0009611	rna35520	rna-XM_034650558.1
OG0009612	rna15157	rna-XM_034643666.1, rna-XM_034652641.1
OG0009613	rna33098	rna-XM_034651500.1
OG0009614	rna5157	rna-XM_034653190.1
OG0009615	rna26781	rna-XM_034653222.1
OG0009616	rna53298	rna-XM_002930591.4
OG0009617	rna52898	rna-XM_002930928.4
OG0009618	rna52897	rna-XM_002930929.3
OG0009619	rna52895	rna-XM_002931224.2, rna-XM_002931300.2
OG0009620	rna43952	rna-XM_034651969.1
OG0009621	rna44385	rna-XM_034650306.1
OG0009622	rna50255	rna-XM_034651419.1
OG0009623	rna39116	rna-XM_034647260.1
OG0009624	rna39117	rna-XM_011236949.3
OG0009625	rna39123	rna-XM_011236941.2
OG0009626	rna39129	rna-XM_002928238.4
OG0009627	rna39130	rna-XM_034647174.1
OG0009628	rna39131	rna-XM_034647124.1
OG0009629	rna39135	rna-XM_034646856.1
OG0009630	rna39136	rna-XM_034646862.1
OG0009631	rna39137	rna-XM_034646832.1
OG0009632	rna39138	rna-XM_034647081.1
OG0009633	rna39142	rna-XM_011236067.3
OG0009634	rna39143	rna-XM_002928235.4
OG0009635	rna39147	rna-XM_034647294.1
OG0009636	rna39153	rna-XM_034647299.1
OG0009637	rna39155	rna-XM_034651065.1, rna-XM_034647262.1
OG0009638	rna39157	rna-XM_019792879.2
OG0009639	rna39159	rna-XM_034647263.1
OG0009640	rna39161	rna-XM_011237010.3
OG0009641	rna39173	rna-XM_034646676.1
OG0009642	rna39175	rna-XM_034646995.1
OG0009643	rna39178	rna-XM_034646993.1
OG0009644	rna39180	rna-XM_011237032.3
OG0009645	rna39188	rna-XM_011237013.3
OG0009646	rna39192	rna-XM_034647116.1
OG0009647	rna39194	rna-XM_019809718.2
OG0009648	rna39195	rna-XM_034647109.1
OG0009649	rna39205	rna-XM_019809735.2
OG0009650	rna39225	rna-XM_034647052.1
OG0009651	rna39228	rna-XM_002924470.4
OG0009652	rna39229	rna-XM_002924442.4
OG0009653	rna39230	rna-XM_034646904.1
OG0009654	rna39231	rna-XM_002924444.4
OG0009655	rna39232	rna-XM_034647413.1
OG0009656	rna39238	rna-XM_034647410.1
OG0009657	rna39247	rna-XM_019805087.2
OG0009658	rna39251	rna-XM_034646991.1
OG0009659	rna39252	rna-XM_034646989.1
OG0009660	rna39257	rna-XM_034647210.1
OG0009661	rna39265	rna-XM_019805089.2
OG0009662	rna39270	rna-XM_034647193.1
OG0009663	rna39272	rna-XM_002924480.4
OG0009664	rna39273	rna-XM_034647195.1
OG0009665	rna39276	rna-XM_034647267.1
OG0009666	rna39278	rna-XM_034646961.1
OG0009667	rna39285	rna-XM_019805094.2
OG0009668	rna39286	rna-XM_011231332.3
OG0009669	rna39290	rna-XM_034647134.1
OG0009670	rna39294	rna-XM_019805105.2
OG0009671	rna39304	rna-XM_002924425.4
OG0009672	rna39305	rna-XM_034647041.1
OG0009673	rna39307	rna-XM_034646715.1
OG0009674	rna39309	rna-XM_034646714.1
OG0009675	rna39311	rna-XM_002924427.4
OG0009676	rna39312	rna-XM_034647270.1
OG0009677	rna39316	rna-XM_034647408.1
OG0009678	rna39324	rna-XM_002924431.4
OG0009679	rna39325	rna-XM_002924432.4
OG0009680	rna39327	rna-XM_034646975.1
OG0009681	rna39331	rna-XM_019805115.2
OG0009682	rna39332	rna-XM_034647127.1
OG0009683	rna39333	rna-XM_002924437.4
OG0009684	rna39336	rna-XM_034646815.1
OG0009685	rna39340	rna-XM_034647272.1
OG0009686	rna39349	rna-XM_034647161.1
OG0009687	rna39352	rna-XM_002924440.4
OG0009688	rna39361	rna-XM_002921158.4
OG0009689	rna39364	rna-XM_011227415.3
OG0009690	rna39367	rna-XM_034647202.1
OG0009691	rna39368	rna-XM_034647274.1
OG0009692	rna39369	rna-XM_011227413.3
OG0009693	rna39374	rna-XM_034647275.1
OG0009694	rna39387	rna-XM_002921152.4
OG0009695	rna39407	rna-XM_002921167.4
OG0009696	rna39418	rna-XM_019801738.2
OG0009697	rna39420	rna-XM_002921151.4
OG0009698	rna39421	rna-XM_011227401.3
OG0009699	rna39422	rna-XM_034647024.1
OG0009700	rna39426	rna-XM_019801728.2
OG0009701	rna39431	rna-XM_034646750.1
OG0009702	rna39434	rna-XM_002921148.4
OG0009703	rna39448	rna-XM_034646665.1
OG0009704	rna39449	rna-XM_034647414.1
OG0009705	rna39450	rna-XM_034647278.1
OG0009706	rna39463	rna-XM_034647060.1
OG0009707	rna39469	rna-XM_002921142.4
OG0009708	rna39470	rna-XM_034647279.1
OG0009709	rna39476	rna-XM_019793224.2
OG0009710	rna39478	rna-XM_019793225.1
OG0009711	rna39479	rna-XM_019793222.2
OG0009712	rna39480	rna-XM_011217221.3
OG0009713	rna39482	rna-XM_034646913.1
OG0009714	rna39495	rna-XM_034647350.1
OG0009715	rna39497	rna-XM_034647347.1
OG0009716	rna39500	rna-XM_011227441.3
OG0009717	rna39502	rna-XM_019801760.2
OG0009718	rna51015	rna-XM_034647022.1
OG0009719	rna51008	rna-XM_011217149.3
OG0009720	rna51006	rna-XM_034647016.1
OG0009721	rna39510	rna-XM_034647282.1
OG0009722	rna39516	rna-XM_019808624.2
OG0009723	rna39517	rna-XM_034647283.1
OG0009724	rna39519	rna-XM_002930089.4
OG0009725	rna39524	rna-XM_002927914.4
OG0009726	rna39531	rna-XM_034647126.1
OG0009727	rna39533	rna-XM_019808614.1
OG0009728	rna39554	rna-XM_034647353.1
OG0009729	rna39559	rna-XM_034647361.1
OG0009730	rna39561	rna-XM_011227040.3
OG0009731	rna39568	rna-XM_011227038.3
OG0009732	rna39574	rna-XM_019801391.2
OG0009733	rna39576	rna-XM_002920864.4
OG0009734	rna39590	rna-XM_011227034.3
OG0009735	rna39591	rna-XM_034646900.1
OG0009736	rna39593	rna-XM_034646899.1
OG0009737	rna39595	rna-XM_034647242.1
OG0009738	rna39603	rna-XM_011227025.2
OG0009739	rna39607	rna-XM_034647368.1
OG0009740	rna39614	rna-XM_034647031.1
OG0009741	rna39621	rna-XM_034647286.1
OG0009742	rna39625	rna-XM_034646821.1
OG0009743	rna39628	rna-XM_034647423.1
OG0009744	rna39636	rna-XM_002923116.3
OG0009745	rna39643	rna-XM_002923120.4
OG0009746	rna39645	rna-XM_019803669.2
OG0009747	rna39647	rna-XM_034646952.1
OG0009748	rna39651	rna-XM_034646752.1
OG0009749	rna39656	rna-XM_034646748.1
OG0009750	rna39658	rna-XM_002923122.4
OG0009751	rna39664	rna-XM_034646652.1
OG0009752	rna39666	rna-XM_002923124.4
OG0009753	rna39667	rna-XM_019803674.2
OG0009754	rna39670	rna-XM_011229756.3
OG0009755	rna39673	rna-XM_034647037.1
OG0009756	rna39678	rna-XM_034647300.1
OG0009757	rna39681	rna-XM_034646720.1
OG0009758	rna39683	rna-XM_034647301.1
OG0009759	rna39684	rna-XM_002929618.4
OG0009760	rna39686	rna-XM_002929617.4
OG0009761	rna39690	rna-XM_002929615.4
OG0009762	rna39695	rna-XM_034647256.1
OG0009763	rna39697	rna-XM_034647401.1
OG0009764	rna39701	rna-XM_034647404.1
OG0009765	rna39704	rna-XM_034647304.1
OG0009766	rna39709	rna-XM_002928937.4
OG0009767	rna37381	rna-XM_011235347.3
OG0009768	rna37384	rna-XM_011235349.3
OG0009769	rna37390	rna-XM_034647385.1
OG0009770	rna37391	rna-XM_002927690.4
OG0009771	rna37392	rna-XM_011235352.3
OG0009772	rna37393	rna-XM_002927689.4
OG0009773	rna37394	rna-XM_019808406.2
OG0009774	rna37402	rna-XM_002927692.4
OG0009775	rna37403	rna-XM_019808113.2
OG0009776	rna37405	rna-XM_034647415.1
