Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0006312	rna14385	ENST00000264501.8
OG0006313	rna14381	ENST00000264499.8
OG0006314	rna14380	ENST00000274026.9
OG0006315	rna14379	ENST00000379663.7
OG0006316	rna14372	ENST00000394427.2
OG0006317	rna14371	ENST00000509841.1
OG0006318	rna14369	ENST00000379692.8
OG0006319	rna14366	ENST00000264808.7
OG0006320	rna24800	ENST00000398564.5
OG0006321	rna23730	ENST00000366481.3
OG0006323	rna34544	ENST00000354618.9
OG0006324	rna41698	ENST00000457775.2, ENST00000431993.3
OG0006325	rna35527	ENST00000337432.8
OG0006326	rna508	ENST00000299295.6
OG0006327	rna11946	ENST00000392894.7
OG0006328	rna11944	ENST00000473414.5
OG0006329	rna11940	ENST00000465804.5
OG0006330	rna11939	ENST00000305354.4
OG0006331	rna11938	ENST00000305366.7
OG0006332	rna11937	ENST00000296059.6
OG0006333	rna11932	ENST00000296051.6
OG0006334	rna11927	ENST00000310053.9
OG0006335	rna11923	ENST00000345003.8
OG0006336	rna11920	ENST00000296046.3
OG0006337	rna11913	ENST00000418473.6
OG0006338	rna11909	ENST00000525172.6
OG0006339	rna11905	ENST00000492200.5
OG0006340	rna11885	ENST00000354952.6
OG0006341	rna11880	ENST00000315691.7
OG0006342	rna11875	ENST00000309575.4
OG0006343	rna11871	ENST00000473835.6
OG0006344	rna11868	ENST00000340634.4
OG0006345	rna11867	ENST00000295992.7
OG0006346	rna11854	ENST00000350721.8
OG0006347	rna11852	ENST00000264951.8
OG0006348	rna11848	ENST00000392993.6
OG0006349	rna11842	ENST00000489671.5
OG0006350	rna11839	ENST00000286371.7
OG0006351	rna11838	ENST00000264952.2
OG0006352	rna11837	ENST00000273480.3
OG0006353	rna11826	ENST00000514251.5
OG0006354	rna11825	ENST00000286353.8
OG0006355	rna11822	ENST00000324194.10
OG0006356	rna11820	ENST00000286349.3
OG0006357	rna11815	ENST00000296202.11
OG0006358	rna11812	ENST00000232217.6
OG0006359	rna11811	ENST00000333188.9
OG0006360	rna11808	ENST00000495075.5
OG0006361	rna11799	ENST00000338446.8
OG0006362	rna11786	ENST00000264982.7
OG0006363	rna11781	ENST00000389567.8
OG0006364	rna11778	ENST00000289104.8
OG0006365	rna11777	ENST00000333911.7
OG0006366	rna11771	ENST00000469044.5
OG0006367	rna11769	ENST00000260803.8
OG0006368	rna11768	ENST00000236709.3
OG0006369	rna11767	ENST00000327532.6
OG0006370	rna11765	ENST00000343735.8
OG0006371	rna11762	ENST00000329582.8
OG0006372	rna11758	ENST00000288986.6
OG0006373	rna11757	ENST00000446465.2
OG0006374	rna11751	ENST00000309993.2
OG0006375	rna11743	ENST00000264977.7
OG0006376	rna11731	ENST00000423778.6
OG0006377	rna11724	ENST00000513612.6
OG0006378	rna11718	ENST00000510994.5
OG0006379	rna11717	ENST00000514516.5
OG0006380	rna11711	ENST00000620660.4
OG0006381	rna11708	ENST00000310926.8
OG0006382	rna11697	ENST00000260810.9
OG0006383	rna11693	ENST00000264993.7
OG0006384	rna11691	ENST00000302334.2
OG0006385	rna11688	ENST00000321871.10
OG0006386	rna11682	ENST00000356232.8
OG0006387	rna11679	ENST00000249887.2
OG0006388	rna11676	ENST00000260818.10
OG0006389	rna11674	ENST00000351273.11
OG0006390	rna11662	ENST00000425847.6
OG0006391	rna11658	ENST00000502852.1
OG0006392	rna11650	ENST00000383366.8
OG0006393	rna11646	ENST00000514044.5
OG0006394	rna11631	ENST00000253693.6
OG0006395	rna11630	ENST00000383791.7
OG0006396	rna11625	ENST00000443029.5
OG0006397	rna11624	ENST00000396842.6
OG0006398	rna11621	ENST00000321169.9
OG0006399	rna11618	ENST00000449107.5
OG0006400	rna11611	ENST00000399451.6
OG0006401	rna11592	ENST00000339732.9
OG0006402	rna11591	ENST00000488423.1
OG0006403	rna11588	ENST00000627468.2
OG0006404	rna11587	ENST00000334133.8
OG0006405	rna11586	ENST00000250863.12
OG0006406	rna11576	ENST00000446818.6
OG0006407	rna11575	ENST00000417717.6
OG0006408	rna11563	ENST00000295824.13
OG0006409	rna11561	ENST00000389050.4
OG0006410	rna11527	ENST00000312521.8
OG0006411	rna11505	ENST00000280700.9
OG0006412	rna11501	ENST00000280701.7
OG0006413	rna11496	ENST00000396641.6
OG0006414	rna11494	ENST00000429845.6
OG0006415	rna11480	ENST00000418849.1
OG0006416	rna11478	ENST00000479665.5
OG0006417	rna11475	ENST00000635992.1, ENST00000383768.6
OG0006418	rna11460	ENST00000359013.4
OG0006419	rna11456	ENST00000295770.3
OG0006420	rna11454	ENST00000396556.6
OG0006421	rna11448	ENST00000307526.3
OG0006422	rna11446	ENST00000334983.9
OG0006423	rna11442	ENST00000205636.3
OG0006424	rna11441	ENST00000273130.8
OG0006425	rna11440	ENST00000441964.1
OG0006426	rna11439	ENST00000273146.6
OG0006427	rna11434	ENST00000328199.6
OG0006428	rna11429	ENST00000316161.5
OG0006429	rna11426	ENST00000442925.5
OG0006430	rna11423	ENST00000452906.3
OG0006431	rna11422	ENST00000310232.10
OG0006432	rna11420	ENST00000310417.9
OG0006433	rna11419	ENST00000287777.4
OG0006434	rna11418	ENST00000232974.10
OG0006435	rna11409	ENST00000232978.12
OG0006436	rna11405	ENST00000264454.7
OG0006437	rna11408	ENST00000447630.5
OG0006438	rna11404	ENST00000325123.4
OG0006439	rna11403	ENST00000287748.7
OG0006440	rna11402	ENST00000334681.9
OG0006441	rna11396	ENST00000327628.9
OG0006442	rna11384	ENST00000403205.6
OG0006443	rna11380	ENST00000447116.6
OG0006444	rna11378	ENST00000301825.7
OG0006445	rna11374	ENST00000444716.5
OG0006446	rna11364	ENST00000273158.8
OG0006447	rna11362	ENST00000326306.4
OG0006448	rna11359	ENST00000358309.3
OG0006449	rna11358	ENST00000340369.3
OG0006450	rna11350	ENST00000273153.9
OG0006451	rna11347	ENST00000319283.7
OG0006452	rna11345	ENST00000302313.9
OG0006453	rna11338	ENST00000287675.9
OG0006454	rna11332	ENST00000207870.7
OG0006455	rna11330	ENST00000448498.5
OG0006456	rna11329	ENST00000311856.8
OG0006457	rna11324	ENST00000417037.6
OG0006458	rna11323	ENST00000333167.12
OG0006459	rna11320	ENST00000463876.5
OG0006460	rna11316	ENST00000283713.10
OG0006461	rna11304	ENST00000356847.8
OG0006462	rna11301	ENST00000336686.8
OG0006463	rna11294	ENST00000231790.6
OG0006464	rna11293	ENST00000322716.7
OG0006465	rna11292	ENST00000429976.5
OG0006466	rna11291	ENST00000636136.1
OG0006467	rna11287	ENST00000273183.7
OG0006468	rna11282	ENST00000417925.5
OG0006469	rna11279	ENST00000457054.6
OG0006470	rna11277	ENST00000454516.6
OG0006471	rna11274	ENST00000383763.5
OG0006472	rna11271	ENST00000330953.5
OG0006473	rna11268	ENST00000307363.9
OG0006474	rna11267	ENST00000320954.10
OG0006475	rna11266	ENST00000309558.7
OG0006476	rna11265	ENST00000484457.5
OG0006477	rna11236	ENST00000454177.5
OG0006478	rna11232	ENST00000292246.7
OG0006479	rna11230	ENST00000458276.6
OG0006480	rna11224	ENST00000309765.4
OG0006481	rna11213	ENST00000417237.5
OG0006482	rna52354	ENST00000278886.10
OG0006483	rna52348	ENST00000376542.7
OG0006484	rna51785	ENST00000217456.2
OG0006485	rna51788	ENST00000480798.1
OG0006486	rna19762	ENST00000373944.7
OG0006487	rna19756	ENST00000373970.3
OG0006488	rna19753	ENST00000373980.8
OG0006489	rna19750	ENST00000395489.6
OG0006490	rna19737	ENST00000361781.6
OG0006491	rna19732	ENST00000371996.8
OG0006492	rna19729	ENST00000308448.11
OG0006493	rna19726	ENST00000371953.7
OG0006494	rna19720	ENST00000394375.7
OG0006495	rna19717	ENST00000404459.1
OG0006496	rna19715	ENST00000404743.8
OG0006497	rna19714	ENST00000371930.4
OG0006498	rna19709	ENST00000371927.7
OG0006499	rna19706	ENST00000355740.6
OG0006500	rna19705	ENST00000371852.3
OG0006501	rna19702	ENST00000611722.1
OG0006502	rna19690	ENST00000395867.7
OG0006503	rna19678	ENST00000302609.7
OG0006504	rna19656	ENST00000255380.8
OG0006505	rna19655	ENST00000611898.4
OG0006506	rna19647	ENST00000366577.9
OG0006507	rna19643	ENST00000366582.7
OG0006508	rna19639	ENST00000527974.5
OG0006509	rna19638	ENST00000334232.8
OG0006510	rna19771	ENST00000264187.6
OG0006511	rna19772	ENST00000389793.6
OG0006512	rna19773	ENST00000391854.6
OG0006513	rna19777	ENST00000366600.7
OG0006514	rna19778	ENST00000543662.3
OG0006515	rna19780	ENST00000488594.5
OG0006516	rna19785	ENST00000366603.6
OG0006517	rna19789	ENST00000408888.7
OG0006518	rna19801	ENST00000366609.3
OG0006519	rna19804	ENST00000040877.1
OG0006520	rna19810	ENST00000366615.8
OG0006521	rna19816	ENST00000366621.7
OG0006522	rna19817	ENST00000366624.7
OG0006523	rna19819	ENST00000366627.4
OG0006524	rna19820	ENST00000418460.2
OG0006525	rna19824	ENST00000366630.5
OG0006526	rna19830	ENST00000439617.6
OG0006527	rna19840	ENST00000366641.3
OG0006528	rna19843	ENST00000295050.11
OG0006529	rna19844	ENST00000366645.1
OG0006530	rna19845	ENST00000366647.8
OG0006531	rna19846	ENST00000366649.6
OG0006532	rna19850	ENST00000366654.4
OG0006533	rna19854	ENST00000366661.8
OG0006534	rna19860	ENST00000366663.9
OG0006535	rna19868	ENST00000366669.8
OG0006536	rna19878	ENST00000258243.6
OG0006537	rna19882	ENST00000366676.5
OG0006538	rna19886	ENST00000344517.4
OG0006539	rna19889	ENST00000284617.6
OG0006540	rna19900	ENST00000366691.3
OG0006541	rna19904	ENST00000373935.3
OG0006542	rna19906	ENST00000333926.5
OG0006543	rna19910	ENST00000487519.5
OG0006544	rna19921	ENST00000614220.4
OG0006545	rna19922	ENST00000395348.7
OG0006546	rna19939	ENST00000263102.6
OG0006547	rna19942	ENST00000280772.6
OG0006548	rna19950	ENST00000395284.7
OG0006549	rna19972	ENST00000503886.5
OG0006550	rna19976	ENST00000279873.11
OG0006551	rna19980	ENST00000373789.7
OG0006552	rna19982	ENST00000410046.7
OG0006553	rna19988	ENST00000373783.2
OG0006554	rna19990	ENST00000242480.3
OG0006555	rna19992	ENST00000277746.10
OG0006556	rna19994	ENST00000399262.6
OG0006557	rna20000	ENST00000373758.4
OG0006558	rna20003	ENST00000361320.4
OG0006559	rna20007	ENST00000483798.6
OG0006560	rna20010	ENST00000212015.10
OG0006561	rna20014	ENST00000395198.7
OG0006562	rna20017	ENST00000540630.5
OG0006563	rna20018	ENST00000373673.4
OG0006564	rna20019	ENST00000358769.6
OG0006565	rna20020	ENST00000265866.11
OG0006566	rna20029	ENST00000388768.6
OG0006567	rna20033	ENST00000609923.5
OG0006568	rna20035	ENST00000373644.4
OG0006569	rna20038	ENST00000265872.10
OG0006570	rna20045	ENST00000298596.10
OG0006571	rna20046	ENST00000373585.7
OG0006572	rna20055	ENST00000373382.5
OG0006573	rna20057	ENST00000359655.8
OG0006574	rna20060	ENST00000373306.4
OG0006575	rna20063	ENST00000242462.4
OG0006576	rna20064	ENST00000373279.5
OG0006577	rna20078	ENST00000373255.8
OG0006578	rna20079	ENST00000373248.5
OG0006579	rna20087	ENST00000277942.6
OG0006580	rna20109	ENST00000373218.4
OG0006581	rna20110	ENST00000287139.7
OG0006582	rna20111	ENST00000263563.6
OG0006583	rna20116	ENST00000299299.3
OG0006584	rna20125	ENST00000373189.5
OG0006585	rna20127	ENST00000224721.10
OG0006586	rna20128	ENST00000441508.3
OG0006587	rna20129	ENST00000394957.7
OG0006588	rna20133	ENST00000373115.4
OG0006589	rna20140	ENST00000342444.8
OG0006590	rna20144	ENST00000621663.4
OG0006591	rna20146	ENST00000307365.3
OG0006592	rna20148	ENST00000394903.6
OG0006593	rna20154	ENST00000373053.7
OG0006594	rna20156	ENST00000334011.9
OG0006595	rna20160	ENST00000373032.3
OG0006596	rna20166	ENST00000357321.8
OG0006597	rna20172	ENST00000430082.6
OG0006598	rna20176	ENST00000242505.10
OG0006599	rna20179	ENST00000372950.4
OG0006600	rna20181	ENST00000372945.7
OG0006601	rna20186	ENST00000310715.7
OG0006602	rna20189	ENST00000372919.8
OG0006603	rna20191	ENST00000299432.6
OG0006604	rna20205	ENST00000339859.8
OG0006605	rna20208	ENST00000359322.4
OG0006606	rna20209	ENST00000394810.2
OG0006607	rna20210	ENST00000345254.8
OG0006608	rna20213	ENST00000372841.7
OG0006609	rna20214	ENST00000372833.5
OG0006610	rna20215	ENST00000398706.6
OG0006611	rna20221	ENST00000372764.3
OG0006612	rna20228	ENST00000286621.6
OG0006613	rna20242	ENST00000338487.5
OG0006614	rna20244	ENST00000478873.6
OG0006615	rna20247	ENST00000372690.7
OG0006616	rna20252	ENST00000372538.7
OG0006617	rna20257	ENST00000611255.4
OG0006618	rna20268	ENST00000404771.8
OG0006619	rna20272	ENST00000372391.6
OG0006620	rna20275	ENST00000372371.7
OG0006621	rna20284	ENST00000334512.9
OG0006622	rna20293	ENST00000225174.7
OG0006623	rna20294	ENST00000372336.3
OG0006624	rna20296	ENST00000372231.7
OG0006625	rna20302	ENST00000372263.3
OG0006626	rna20304	ENST00000372273.7
OG0006627	rna20305	ENST00000372292.7
OG0006628	rna20306	ENST00000373968.3
OG0006629	rna20309	ENST00000372204.7
OG0006630	rna20310	ENST00000372198.5
OG0006631	rna20317	ENST00000372188.5
OG0006632	rna20318	ENST00000429989.7
OG0006633	rna20323	ENST00000404547.5
OG0006634	rna20331	ENST00000623527.3
OG0006635	rna20332	ENST00000538192.4
OG0006636	rna20333	ENST00000372105.3
OG0006637	rna20335	ENST00000359452.8
OG0006638	rna20336	ENST00000372088.6
OG0006639	rna20361	ENST00000298767.9
OG0006640	rna20364	ENST00000429277.6
OG0006641	rna20372	ENST00000638429.1
OG0006642	rna20378	ENST00000372017.3
OG0006643	rna20387	ENST00000298786.4
OG0006644	rna20403	ENST00000374317.1
OG0006645	rna43551	ENST00000585316.2
OG0006646	rna43554	ENST00000581492.2
OG0006647	rna43555	ENST00000580279.1
OG0006648	rna43571	ENST00000325239.11
OG0006649	rna43578	ENST00000332853.8
OG0006650	rna43582	ENST00000311787.5
OG0006651	rna43587	ENST00000374144.7
OG0006652	rna43588	ENST00000374139.6
OG0006653	rna43589	ENST00000355832.9
OG0006654	rna43594	ENST00000337653.6
OG0006655	rna47442	ENST00000368732.5
OG0006656	rna47438	ENST00000496817.5
OG0006657	rna47437	ENST00000368718.5
OG0006658	rna47435	ENST00000368715.5
OG0006659	rna47427	ENST00000368708.7
OG0006660	rna47419	ENST00000368704.5
OG0006661	rna43595	ENST00000374112.7
OG0006662	rna43599	ENST00000402038.7
OG0006663	rna43605	ENST00000578454.5
OG0006664	rna43615	ENST00000453424.6
OG0006665	rna43621	ENST00000374391.6
OG0006666	rna43622	ENST00000536058.1
OG0006667	rna43633	ENST00000340258.9
OG0006668	rna43634	ENST00000298295.3
OG0006669	rna43637	ENST00000389583.4
OG0006670	rna43651	ENST00000361807.7
OG0006671	rna43666	ENST00000374459.5
OG0006672	rna43669	ENST00000374466.3
OG0006673	rna43677	ENST00000374518.5
OG0006674	rna43686	ENST00000371790.4
OG0006675	rna43693	ENST00000371728.7
OG0006676	rna43699	ENST00000413330.5
OG0006677	rna43703	ENST00000614189.4
OG0006678	rna43707	ENST00000238994.5
OG0006679	rna43713	ENST00000265990.10
OG0006680	rna43720	ENST00000358935.2
OG0006681	rna43721	ENST00000265986.10
OG0006682	rna43724	ENST00000260731.4
OG0006683	rna43725	ENST00000282728.9
OG0006684	rna43733	ENST00000224356.4
OG0006685	rna43739	ENST00000371485.7
OG0006686	rna43740	ENST00000371483.8
OG0006687	rna43741	ENST00000371464.7
OG0006688	rna43751	ENST00000359204.4
OG0006689	rna43753	ENST00000371418.8
OG0006690	rna43755	ENST00000371380.7
OG0006691	rna43759	ENST00000371361.3
OG0006692	rna43769	ENST00000394036.5
OG0006693	rna7716	ENST00000329399.6
OG0006694	rna7728	ENST00000607232.5
OG0006695	rna7733	ENST00000371224.6
OG0006696	rna7735	ENST00000265993.13
OG0006697	rna7740	ENST00000371207.8, ENST00000491114.1
OG0006698	rna7742	ENST00000465148.2
OG0006699	rna7748	ENST00000316045.9
OG0006700	rna7758	ENST00000224337.9
OG0006701	rna7766	ENST00000371174.4
OG0006702	rna7769	ENST00000371172.7
OG0006703	rna7771	ENST00000371142.8
OG0006704	rna7775	ENST00000421806.2
OG0006705	rna7785	ENST00000536831.5
OG0006706	rna7787	ENST00000370902.7
OG0006707	rna7789	ENST00000393760.5
OG0006708	rna7792	ENST00000438925.6
OG0006709	rna7796	ENST00000370664.3
OG0006710	rna7798	ENST00000307518.9
OG0006711	rna7800	ENST00000370646.8
OG0006712	rna7801	ENST00000370640.4
OG0006713	rna7804	ENST00000307450.10
OG0006714	rna7815	ENST00000370626.3
OG0006715	rna7819	ENST00000423811.3
OG0006716	rna7821	ENST00000266066.3
OG0006717	rna7824	ENST00000370597.7
OG0006718	rna7825	ENST00000612478.4
OG0006719	rna7832	ENST00000260702.3
OG0006720	rna7839	ENST00000370575.4
OG0006721	rna7841	ENST00000361490.8
OG0006722	rna7853	ENST00000370552.7
OG0006723	rna7855	ENST00000356713.4
OG0006724	rna7858	ENST00000370495.5
OG0006725	rna7860	ENST00000370489.4
OG0006726	rna7863	ENST00000016171.5
OG0006727	rna7865	ENST00000370476.9
OG0006728	rna7866	ENST00000370449.8
OG0006729	rna7868	ENST00000324109.8
OG0006730	rna7872	ENST00000370418.7
OG0006731	rna7877	ENST00000370397.7
OG0006732	rna7878	ENST00000354105.8
OG0006733	rna7882	ENST00000370372.6
OG0006734	rna7884	ENST00000318222.3
OG0006735	rna7886	ENST00000370355.2
OG0006736	rna7887	ENST00000343737.5
OG0006737	rna7892	ENST00000370345.7
OG0006738	rna7903	ENST00000299163.6
OG0006739	rna7907	ENST00000428433.5
OG0006740	rna7915	ENST00000370269.3
OG0006741	rna7917	ENST00000210633.3
OG0006742	rna7920	ENST00000370242.8
OG0006743	rna7922	ENST00000311916.6
OG0006744	rna7925	ENST00000370223.7
OG0006745	rna7928	ENST00000619208.4
OG0006746	rna7933	ENST00000370200.5
OG0006747	rna7937	ENST00000370196.10
OG0006748	rna7938	ENST00000370193.3
OG0006749	rna7946	ENST00000370169.5
OG0006750	rna7951	ENST00000370151.8
OG0006751	rna7953	ENST00000331272.7
OG0006752	rna7958	ENST00000370110.5
OG0006753	rna7959	ENST00000361464.7
OG0006754	rna7973	ENST00000370033.8
OG0006755	rna7976	ENST00000299238.6
OG0006756	rna7980	ENST00000278070.6
OG0006757	rna7985	ENST00000405356.5
OG0006758	rna7986	ENST00000370005.3
OG0006759	rna7988	ENST00000369983.3
OG0006760	rna7994	ENST00000369966.7
OG0006761	rna7998	ENST00000406432.5
OG0006762	rna8000	ENST00000224862.7
OG0006763	rna8001	ENST00000369937.4
OG0006764	rna8003	ENST00000238936.8
OG0006765	rna8010	ENST00000369902.7
OG0006766	rna8016	ENST00000302424.11
OG0006767	rna8017	ENST00000260746.5
OG0006768	rna8018	ENST00000369893.9
OG0006769	rna8024	ENST00000448841.5
OG0006770	rna8026	ENST00000639393.1
OG0006771	rna8029	ENST00000369880.7
OG0006772	rna8035	ENST00000404739.7
OG0006773	rna8042	ENST00000369847.3
OG0006774	rna8045	ENST00000369839.3
OG0006775	rna8046	ENST00000369825.5
OG0006776	rna8048	ENST00000369797.7
OG0006777	rna8052	ENST00000369788.7
OG0006778	rna8055	ENST00000329905.5
OG0006779	rna8056	ENST00000369783.4
OG0006780	rna8058	ENST00000369780.8
OG0006781	rna8061	ENST00000369774.8
OG0006782	rna8063	ENST00000224950.7
OG0006783	rna8066	ENST00000369755.3
OG0006784	rna8068	ENST00000353479.9
OG0006785	rna8069	ENST00000369727.3
OG0006786	rna8074	ENST00000357060.7
OG0006787	rna8076	ENST00000369713.9
OG0006788	rna8078	ENST00000338595.6
OG0006789	rna8080	ENST00000278071.6
OG0006790	rna8081	ENST00000369704.7
OG0006791	rna8095	ENST00000502935.5
OG0006792	rna8099	ENST00000356080.8
OG0006793	rna8110	ENST00000332674.9
OG0006794	rna8112	ENST00000369603.9
OG0006795	rna8118	ENST00000369583.3
OG0006796	rna8119	ENST00000361804.4
OG0006797	rna8120	ENST00000369519.3
OG0006798	rna8122	ENST00000280154.11
OG0006799	rna8131	ENST00000369452.8
OG0006800	rna8134	ENST00000280155.3
OG0006801	rna8138	ENST00000348367.8
OG0006802	rna8144	ENST00000369422.3
OG0006803	rna8148	ENST00000369405.7
OG0006804	rna8154	ENST00000393077.2
OG0006805	rna8166	ENST00000355995.8
OG0006806	rna8198	ENST00000351270.3
OG0006807	rna8200	ENST00000369321.6
OG0006808	rna8201	ENST00000369310.7
OG0006809	rna8203	ENST00000361384.6
OG0006810	rna8206	ENST00000369301.3
OG0006811	rna8210	ENST00000369287.7
OG0006812	rna8211	ENST00000251864.6
OG0006813	rna8214	ENST00000304129.8
OG0006814	rna8232	ENST00000369248.8
OG0006815	rna8234	ENST00000298746.4
OG0006816	rna8240	ENST00000355422.10
OG0006817	rna8242	ENST00000333254.3
OG0006818	rna8243	ENST00000369230.3
OG0006819	rna8248	ENST00000588184.1
OG0006820	rna8255	ENST00000622726.4
OG0006821	rna8258	ENST00000355371.8
OG0006822	rna8262	ENST00000334549.1
OG0006823	rna8267	ENST00000553456.4
OG0006824	rna8277	ENST00000369199.4
OG0006825	rna8282	ENST00000369183.8
OG0006826	rna8285	ENST00000239032.3
OG0006827	rna8286	ENST00000369151.7
OG0006828	rna8289	ENST00000369144.7
OG0006829	rna8293	ENST00000361432.2
OG0006830	rna8295	ENST00000355697.6
OG0006831	rna8297	ENST00000298510.3
OG0006832	rna8300	ENST00000369103.2
OG0006833	rna8310	ENST00000369085.7
OG0006834	rna8313	ENST00000361976.6
OG0006835	rna8322	ENST00000360003.7
OG0006836	rna8323	ENST00000369075.7
OG0006837	rna8330	ENST00000263461.10
OG0006838	rna8360	ENST00000224652.10
OG0006839	rna8367	ENST00000369023.7
OG0006840	rna8373	ENST00000260723.4
OG0006841	rna8377	ENST00000368990.7
OG0006842	rna8384	ENST00000338354.7
OG0006843	rna8387	ENST00000406217.6
OG0006844	rna8389	ENST00000368886.9
OG0006845	rna8392	ENST00000358776.6
OG0006846	rna8395	ENST00000368865.8
OG0006847	rna8400	ENST00000435907.5
OG0006848	rna8408	ENST00000368845.5
OG0006849	rna8412	ENST00000368842.9
OG0006850	rna8415	ENST00000337318.7
OG0006851	rna8422	ENST00000298492.5
OG0006852	rna8424	ENST00000359653.4
OG0006853	rna9623	ENST00000399640.3
OG0006854	rna9630	ENST00000250160.10
OG0006855	rna8429	ENST00000368821.3
OG0006856	rna8431	ENST00000356792.8
OG0006857	rna8432	ENST00000368808.3
OG0006858	rna8433	ENST00000368797.8
OG0006859	rna8444	ENST00000368759.5
OG0006860	rna8445	ENST00000284690.3
OG0006861	rna8449	ENST00000368693.5
OG0006862	rna8463	ENST00000522781.5
OG0006863	rna8466	ENST00000368671.3
OG0006864	rna8478	ENST00000306010.7
OG0006865	rna8496	ENST00000331244.9
OG0006866	rna8510	ENST00000368636.8
OG0006867	rna8545	ENST00000305233.5
OG0006868	rna8551	ENST00000368594.7
OG0006869	rna8557	ENST00000368586.9
OG0006870	rna51416	ENST00000289013.10
OG0006871	rna51417	ENST00000330143.7
OG0006872	rna51430	ENST00000622500.1
OG0006873	rna51432	ENST00000342752.8
OG0006874	rna28255	ENST00000259870.3
OG0006875	rna28254	ENST00000376288.2
OG0006876	rna28253	ENST00000259845.4
OG0006877	rna28252	ENST00000396268.7
OG0006878	rna28244	ENST00000376257.7
OG0006879	rna28240	ENST00000443868.6
OG0006880	rna28237	ENST00000230036.1
OG0006881	rna28235	ENST00000348925.2
OG0006882	rna28234	ENST00000378214.7
OG0006883	rna28233	ENST00000378198.8
OG0006884	rna28232	ENST00000230048.4
OG0006885	rna8562	ENST00000607359.5
OG0006886	rna8563	ENST00000304613.7
OG0006887	rna8565	ENST00000325980.9
OG0006888	rna8589	ENST00000543663.5
OG0006889	rna8595	ENST00000252939.8
OG0006890	rna8597	ENST00000433452.5
OG0006891	rna8599	ENST00000278025.8
OG0006892	rna8605	ENST00000368547.3
OG0006893	rna8607	ENST00000278060.9
OG0006895	rna8615	ENST00000463117.6
OG0006897	rna8620	ENST00000478296.5
OG0006898	rna8621	ENST00000343131.5
OG0006900	rna27428	ENST00000388988.8
OG0006901	rna27422	ENST00000558311.5
OG0006902	rna27420	ENST00000258873.8
OG0006903	rna27419	ENST00000299518.6
OG0006904	rna27409	ENST00000328828.5
OG0006905	rna27408	ENST00000300584.7
OG0006906	rna27401	ENST00000421388.3
OG0006907	rna27399	ENST00000299705.9
OG0006908	rna27398	ENST00000305428.7
OG0006909	rna27392	ENST00000267953.3
OG0006910	rna27386	ENST00000613266.4
OG0006911	rna27354	ENST00000303329.8
OG0006912	rna27341	ENST00000619987.4
OG0006913	rna27337	ENST00000286732.4
OG0006914	rna27329	ENST00000302824.6
OG0006915	rna27327	ENST00000558726.5
OG0006916	rna27321	ENST00000268206.11
OG0006917	rna27320	ENST00000339465.5
OG0006918	rna27314	ENST00000345382.6
OG0006919	rna27309	ENST00000322019.13
OG0006920	rna27298	ENST00000304191.3
OG0006921	rna27297	ENST00000304231.12
OG0006922	rna27291	ENST00000334574.12
OG0006923	rna27260	ENST00000258888.5
OG0006924	rna27259	ENST00000560079.6
OG0006925	rna27253	ENST00000394588.3
OG0006926	rna27251	ENST00000434634.6
OG0006927	rna27243	ENST00000448803.6
OG0006928	rna27239	ENST00000268184.10
OG0006929	rna27233	ENST00000328850.7
OG0006930	rna27230	ENST00000394272.7
OG0006931	rna27225	ENST00000394258.6
OG0006932	rna27219	ENST00000394249.7
OG0006933	rna27214	ENST00000558017.5
OG0006934	rna27213	ENST00000612800.1
OG0006935	rna27211	ENST00000332496.10
OG0006936	rna27204	ENST00000268154.8
OG0006937	rna27197	ENST00000341735.3
OG0006938	rna27189	ENST00000268130.11
OG0006939	rna27187	ENST00000300056.7
OG0006940	rna27183	ENST00000300055.9
OG0006941	rna27181	ENST00000394412.7
OG0006942	rna27179	ENST00000268138.11
OG0006943	rna27175	ENST00000268122.8
OG0006944	rna27172	ENST00000268124.9
OG0006945	rna27170	ENST00000310775.11
OG0006946	rna27159	ENST00000439576.6
OG0006947	rna27156	ENST00000560741.5
OG0006948	rna27155	ENST00000332810.3
OG0006949	rna27154	ENST00000444300.1
OG0006950	rna27153	ENST00000325844.8
OG0006951	rna27152	ENST00000312475.4
OG0006952	rna27149	ENST00000626019.2
OG0006953	rna27127	ENST00000268164.7
OG0006954	rna27115	ENST00000557301.2
OG0006955	rna27074	ENST00000268042.6
OG0006956	rna27064	ENST00000637120.1
OG0006957	rna27062	ENST00000336292.10
OG0006958	rna27060	ENST00000394132.6
OG0006959	rna27059	ENST00000301981.7
OG0006960	rna27047	ENST00000557942.5
OG0006961	rna27042	ENST00000344791.6
OG0006962	rna27039	ENST00000284382.8
OG0006963	rna27036	ENST00000314742.12
OG0006964	rna27035	ENST00000332783.11
OG0006965	rna27023	ENST00000528346.1
OG0006966	rna27022	ENST00000254193.10
OG0006967	rna27017	ENST00000333202.7
OG0006968	rna27012	ENST00000356107.10
OG0006969	rna27006	ENST00000261275.4
OG0006970	rna27007	ENST00000332303.5
OG0006971	rna27001	ENST00000244217.5
OG0006972	rna27000	ENST00000244230.6
OG0006973	rna26997	ENST00000362065.8
OG0006974	rna26996	ENST00000435680.5
OG0006975	rna26987	ENST00000532292.2
OG0006976	rna26986	ENST00000331837.5
OG0006977	rna26934	ENST00000397954.6
OG0006978	rna26919	ENST00000354638.7
