Orthogroup	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0006244	rna14676	rna5138
OG0006245	rna14675	rna5137
OG0006246	rna14674	rna5136
OG0006247	rna14672	rna5133
OG0006248	rna14668	rna5131
OG0006249	rna14666	rna5130
OG0006250	rna14665	rna5129
OG0006251	rna14654	rna5118
OG0006252	rna14652	rna5117
OG0006253	rna14642	rna5116
OG0006254	rna14636	rna5109
OG0006255	rna14630	rna5099
OG0006256	rna14626	rna5098
OG0006257	rna14620	rna5093
OG0006258	rna14624	rna5097
OG0006259	rna14590	rna5078
OG0006260	rna14589	rna5077
OG0006261	rna14580	rna5068
OG0006262	rna14578	rna5067
OG0006263	rna14575	rna5064
OG0006264	rna14568	rna5059
OG0006265	rna14566	rna5058
OG0006266	rna14565	rna5057
OG0006267	rna14561	rna5053
OG0006268	rna14559	rna5052
OG0006269	rna14558	rna5051
OG0006270	rna14557	rna5049
OG0006271	rna14544	rna5043
OG0006272	rna14543	rna5042
OG0006273	rna14533	rna5040
OG0006274	rna14527	rna5035
OG0006275	rna14524	rna5034
OG0006276	rna14522	rna5033
OG0006277	rna14518	rna5030
OG0006278	rna14516	rna5029
OG0006279	rna14515	rna5028
OG0006280	rna14513	rna5027
OG0006281	rna14512	rna5026
OG0006282	rna14509	rna5022
OG0006283	rna14506	rna5019
OG0006284	rna14505	rna5018
OG0006285	rna14503	rna5017
OG0006286	rna14500	rna5014
OG0006287	rna14499	rna5013
OG0006288	rna14493	rna5009
OG0006289	rna14485	rna5007
OG0006290	rna14484	rna5006
OG0006291	rna14481	rna5000
OG0006292	rna14475	rna4999
OG0006293	rna14473	rna21569
OG0006294	rna14462	rna21563
OG0006295	rna14451	rna21544
OG0006296	rna14446	rna21540
OG0006297	rna14437	rna21537
OG0006298	rna14430	rna21533
OG0006299	rna14428	rna21531
OG0006300	rna14427	rna21530
OG0006301	rna14425	rna3886
OG0006302	rna14423	rna3887
OG0006303	rna14421	rna3889
OG0006304	rna14419	rna9948
OG0006305	rna14410	rna9934
OG0006306	rna14406	rna9932
OG0006307	rna14402	rna9930
OG0006308	rna14401	rna9929
OG0006309	rna14400	rna9928
OG0006310	rna14396	rna9925
OG0006311	rna14395	rna9924
OG0006312	rna14385	rna9921
OG0006313	rna14381	rna9917
OG0006314	rna14380	rna9916
OG0006315	rna14379	rna9915
OG0006316	rna14372	rna9908
OG0006317	rna14371	rna9906
OG0006318	rna14369	rna9905
OG0006319	rna14366	rna9904
OG0006320	rna24800	rna31786
OG0006321	rna23730	rna32897
OG0006323	rna34544	rna15572
OG0006325	rna35527	rna16864
OG0006326	rna508	rna23876
OG0006327	rna11946	rna3072
OG0006328	rna11944	rna3077
OG0006329	rna11940	rna3079
OG0006330	rna11939	rna3080
OG0006331	rna11938	rna3081
OG0006332	rna11937	rna3082
OG0006333	rna11932	rna3088
OG0006334	rna11927	rna3089
OG0006335	rna11923	rna3090
OG0006336	rna11920	rna3091
OG0006337	rna11913	rna3098
OG0006338	rna11909	rna3103
OG0006339	rna11905	rna3105
OG0006340	rna11885	rna3121
OG0006341	rna11880	rna3127
OG0006342	rna11875	rna3132
OG0006343	rna11871	rna3133
OG0006344	rna11868	rna3135
OG0006345	rna11867	rna3136
OG0006346	rna11854	rna3140
OG0006347	rna11852	rna3141
OG0006348	rna11848	rna3144
OG0006349	rna11842	rna3145
OG0006350	rna11839	rna3149
OG0006351	rna11838	rna3150
OG0006352	rna11837	rna3151
OG0006353	rna11826	rna3162
OG0006354	rna11825	rna3164
OG0006355	rna11822	rna3166
OG0006356	rna11820	rna3167
OG0006357	rna11815	rna3170
OG0006358	rna11812	rna3172
OG0006359	rna11811	rna3173
OG0006360	rna11808	rna3174
OG0006361	rna11799	rna3182
OG0006362	rna11786	rna3183
OG0006363	rna11781	rna3191
OG0006364	rna11778	rna3192
OG0006365	rna11777	rna3193
OG0006366	rna11771	rna3196
OG0006367	rna11769	rna3198
OG0006368	rna11768	rna3199
OG0006369	rna11767	rna3200
OG0006370	rna11765	rna3201
OG0006371	rna11762	rna3205
OG0006372	rna11758	rna3207
OG0006373	rna11757	rna3209
OG0006374	rna11751	rna3214
OG0006375	rna11743	rna3215
OG0006376	rna11731	rna3220
OG0006377	rna11724	rna3222
OG0006378	rna11718	rna3226
OG0006379	rna11717	rna3230
OG0006380	rna11711	rna3235
OG0006381	rna11708	rna3236
OG0006382	rna11697	rna3242
OG0006383	rna11693	rna3246
OG0006384	rna11691	rna3248
OG0006385	rna11688	rna3249
OG0006386	rna11682	rna3253
OG0006387	rna11679	rna3259
OG0006388	rna11676	rna3260
OG0006389	rna11674	rna3266
OG0006390	rna11662	rna3272
OG0006392	rna11650	rna3273
OG0006393	rna11646	rna3280
OG0006394	rna11631	rna3286
OG0006395	rna11630	rna3287
OG0006396	rna11625	rna3288
OG0006397	rna11624	rna3292
OG0006398	rna11621	rna3295
OG0006399	rna11618	rna3299
OG0006400	rna11611	rna3305
OG0006401	rna11592	rna3317
OG0006402	rna11591	rna3320
OG0006403	rna11588	rna3321
OG0006404	rna11587	rna3324
OG0006405	rna11586	rna3325
OG0006406	rna11576	rna3330
OG0006407	rna11575	rna3332
OG0006408	rna11563	rna3337
OG0006409	rna11561	rna3339
OG0006410	rna11527	rna3358
OG0006411	rna11505	rna3368
OG0006412	rna11501	rna3370
OG0006413	rna11496	rna3373
OG0006414	rna11494	rna3377
OG0006415	rna11480	rna3386
OG0006416	rna11478	rna3389
OG0006417	rna11475	rna3391
OG0006418	rna11460	rna3408
OG0006419	rna11456	rna3412
OG0006420	rna11454	rna3414
OG0006421	rna11448	rna3420
OG0006422	rna11446	rna3422
OG0006423	rna11442	rna3423
OG0006424	rna11441	rna3424
OG0006425	rna11440	rna3425
OG0006426	rna11439	rna3426
OG0006427	rna11434	rna3431
OG0006428	rna11429	rna3435
OG0006429	rna11426	rna3436
OG0006430	rna11423	rna3437
OG0006431	rna11422	rna3439
OG0006432	rna11420	rna3440
OG0006433	rna11419	rna3441
OG0006434	rna11418	rna3442
OG0006435	rna11409	rna3445
OG0006436	rna11405	rna3446
OG0006437	rna11408	rna3447
OG0006438	rna11404	rna3449
OG0006439	rna11403	rna3450
OG0006440	rna11402	rna3451
OG0006441	rna11396	rna3452
OG0006442	rna11384	rna3455
OG0006443	rna11380	rna3463
OG0006444	rna11378	rna3465
OG0006445	rna11374	rna3467
OG0006446	rna11364	rna3473
OG0006447	rna11362	rna3474
OG0006448	rna11359	rna3476
OG0006449	rna11358	rna3477
OG0006450	rna11350	rna3478
OG0006451	rna11347	rna3481
OG0006452	rna11345	rna3485
OG0006453	rna11338	rna3489
OG0006454	rna11332	rna3491
OG0006455	rna11330	rna3492
OG0006456	rna11329	rna3495
OG0006457	rna11324	rna3498
OG0006458	rna11323	rna3500
OG0006459	rna11320	rna3502
OG0006460	rna11316	rna3503
OG0006461	rna11304	rna3507
OG0006462	rna11301	rna3510
OG0006463	rna11294	rna3519
OG0006464	rna11293	rna3522
OG0006465	rna11292	rna3525
OG0006466	rna11291	rna3526
OG0006467	rna11287	rna3529
OG0006468	rna11282	rna3533
OG0006469	rna11279	rna3534
OG0006470	rna11277	rna3536
OG0006471	rna11274	rna3537
OG0006472	rna11271	rna3538
OG0006473	rna11268	rna3539
OG0006474	rna11267	rna3542
OG0006475	rna11266	rna3543
OG0006476	rna11265	rna3545
OG0006477	rna11236	rna3553
OG0006478	rna11232	rna3554
OG0006479	rna11230	rna3555
OG0006480	rna11224	rna3556
OG0006481	rna11213	rna3557
OG0006482	rna52354	rna34560
OG0006483	rna52348	rna34558
OG0006484	rna51785	rna27873
OG0006485	rna51788	rna27875
OG0006486	rna19762	rna10036
OG0006487	rna19756	rna10043
OG0006488	rna19753	rna10045
OG0006489	rna19750	rna10047
OG0006490	rna19737	rna10049
OG0006491	rna19732	rna10061
OG0006492	rna19729	rna10063
OG0006493	rna19726	rna10066
OG0006494	rna19720	rna10078
OG0006495	rna19717	rna10080
OG0006496	rna19715	rna10081
OG0006497	rna19714	rna10083
OG0006498	rna19709	rna10084
OG0006499	rna19706	rna10089
OG0006500	rna19705	rna10090
OG0006501	rna19702	rna10093
OG0006502	rna19690	rna10100
OG0006503	rna19678	rna10106
OG0006504	rna19656	rna10115
OG0006505	rna19655	rna10116
OG0006506	rna19647	rna10119
OG0006507	rna19643	rna10121
OG0006508	rna19639	rna10123
OG0006509	rna19638	rna10124
OG0006510	rna19771	rna10034
OG0006511	rna19772	rna10033
OG0006512	rna19773	rna10032
OG0006513	rna19777	rna10028
OG0006514	rna19778	rna10026
OG0006515	rna19780	rna10021
OG0006516	rna19785	rna10020
OG0006517	rna19789	rna10019
OG0006518	rna19801	rna10012
OG0006519	rna19804	rna10010
OG0006520	rna19810	rna10006
OG0006521	rna19816	rna10003
OG0006522	rna19817	rna10002
OG0006523	rna19819	rna10000
OG0006524	rna19820	rna9999
OG0006525	rna19824	rna9995
OG0006526	rna19830	rna9993
OG0006527	rna19840	rna9989
OG0006528	rna19843	rna9988
OG0006529	rna19844	rna9987
OG0006530	rna19845	rna9986
OG0006531	rna19846	rna9984
OG0006532	rna19850	rna9982
OG0006533	rna19854	rna9980
OG0006534	rna19860	rna9978
OG0006535	rna19868	rna9972
OG0006536	rna19878	rna9966
OG0006537	rna19882	rna9964
OG0006538	rna19886	rna9961
OG0006539	rna19889	rna9958
OG0006540	rna19900	rna9949
OG0006541	rna19904	rna17245
OG0006542	rna19906	rna17247
OG0006543	rna19910	rna17250
OG0006544	rna19921	rna17257
OG0006545	rna19922	rna17258
OG0006546	rna19939	rna17262
OG0006547	rna19942	rna17263
OG0006548	rna19950	rna17265
OG0006549	rna19972	rna17269
OG0006550	rna19976	rna17272
OG0006551	rna19980	rna17274
OG0006552	rna19982	rna17275
OG0006553	rna19988	rna17282
OG0006554	rna19990	rna17283
OG0006555	rna19992	rna17284
OG0006556	rna19994	rna17285
OG0006557	rna20000	rna17286
OG0006558	rna20003	rna17288
OG0006559	rna20007	rna17290
OG0006560	rna20010	rna17293
OG0006561	rna20014	rna17298
OG0006562	rna20017	rna17300
OG0006563	rna20018	rna17302
OG0006564	rna20019	rna17304
OG0006565	rna20020	rna17305
OG0006566	rna20029	rna17311
OG0006567	rna20033	rna17313
OG0006568	rna20035	rna17314
OG0006569	rna20038	rna17317
OG0006570	rna20045	rna17319
OG0006571	rna20046	rna17320
OG0006572	rna20055	rna17328
OG0006573	rna20057	rna17329
OG0006574	rna20060	rna17332
OG0006575	rna20063	rna17336
OG0006576	rna20064	rna17337
OG0006577	rna20078	rna17340
OG0006578	rna20079	rna17341
OG0006579	rna20087	rna17356
OG0006580	rna20109	rna17368
OG0006581	rna20110	rna17369
OG0006582	rna20111	rna17370
OG0006583	rna20116	rna17375
OG0006584	rna20125	rna17381
OG0006585	rna20127	rna17384
OG0006586	rna20128	rna17385
OG0006587	rna20129	rna17386
OG0006588	rna20133	rna17390
OG0006589	rna20140	rna17393
OG0006590	rna20144	rna17397
OG0006591	rna20146	rna17399
OG0006592	rna20148	rna17401
OG0006593	rna20154	rna17406
OG0006594	rna20156	rna17407
OG0006595	rna20160	rna17408
OG0006596	rna20166	rna17410
OG0006597	rna20172	rna17419
OG0006598	rna20176	rna17423
OG0006599	rna20179	rna17427
OG0006600	rna20181	rna17429
OG0006601	rna20186	rna17430
OG0006602	rna20189	rna17432
OG0006603	rna20191	rna17433
OG0006604	rna20205	rna17438
OG0006605	rna20208	rna17442
OG0006606	rna20209	rna17444
OG0006607	rna20210	rna17445
OG0006608	rna20213	rna17446
OG0006609	rna20214	rna17447
OG0006610	rna20215	rna17448
OG0006611	rna20221	rna17453
OG0006612	rna20228	rna17463
OG0006613	rna20242	rna17467
OG0006614	rna20244	rna17471
OG0006615	rna20247	rna17476
OG0006616	rna20252	rna17480
OG0006617	rna20257	rna17486
OG0006618	rna20268	rna17488
OG0006619	rna20272	rna17491
OG0006620	rna20275	rna17492
OG0006621	rna20284	rna17498
OG0006622	rna20293	rna17499
OG0006623	rna20294	rna17500
OG0006624	rna20296	rna17501
OG0006625	rna20302	rna17503
OG0006626	rna20304	rna17504
OG0006627	rna20305	rna17505
OG0006628	rna20306	rna17506
OG0006629	rna20309	rna17509
OG0006630	rna20310	rna17510
OG0006631	rna20317	rna17511
OG0006632	rna20318	rna17518
OG0006633	rna20323	rna17520
OG0006634	rna20331	rna17524
OG0006635	rna20332	rna17525
OG0006636	rna20333	rna17526
OG0006637	rna20335	rna17527
OG0006638	rna20336	rna17530
OG0006639	rna20361	rna17538
OG0006640	rna20364	rna17540
OG0006641	rna20372	rna17550
OG0006642	rna20378	rna17552
OG0006643	rna20387	rna17560
OG0006644	rna20403	rna17565
OG0006645	rna43551	rna17570
OG0006646	rna43554	rna17572
OG0006647	rna43555	rna17573
OG0006648	rna43571	rna17583
OG0006649	rna43578	rna17588
OG0006650	rna43582	rna17591
OG0006651	rna43587	rna17595
OG0006652	rna43588	rna17596
OG0006653	rna43589	rna17597
OG0006654	rna43594	rna17600
OG0006655	rna47442	rna18159
OG0006656	rna47438	rna18155
OG0006657	rna47437	rna18154
OG0006658	rna47435	rna18152
OG0006659	rna47427	rna18142
OG0006660	rna47419	rna18135
OG0006661	rna43595	rna17601
OG0006662	rna43599	rna17604
OG0006663	rna43605	rna17606
OG0006664	rna43615	rna17611
OG0006665	rna43621	rna17612
OG0006666	rna43622	rna17613
OG0006667	rna43633	rna17628
OG0006668	rna43634	rna17630
OG0006669	rna43637	rna17632
OG0006670	rna43651	rna17639
OG0006671	rna43666	rna17658
OG0006672	rna43669	rna17661
OG0006673	rna43677	rna17664
OG0006674	rna43686	rna17673
OG0006675	rna43693	rna17676
OG0006676	rna43699	rna17678
OG0006677	rna43703	rna17693
OG0006678	rna43707	rna17697
OG0006679	rna43713	rna17700
OG0006680	rna43720	rna17702
OG0006681	rna43721	rna17703
OG0006682	rna43724	rna17705
OG0006683	rna43725	rna17706
OG0006684	rna43733	rna17710
OG0006685	rna43739	rna17713
OG0006686	rna43740	rna17714
OG0006687	rna43741	rna17715
OG0006688	rna43751	rna17718
OG0006689	rna43753	rna17726
OG0006690	rna43755	rna17729
OG0006691	rna43759	rna17730
OG0006692	rna43769	rna17732
OG0006693	rna7716	rna198
OG0006694	rna7728	rna205
OG0006695	rna7733	rna210
OG0006696	rna7735	rna212
OG0006697	rna7740	rna214
OG0006698	rna7742	rna218
OG0006699	rna7748	rna225
OG0006700	rna7758	rna226
OG0006701	rna7766	rna227
OG0006702	rna7769	rna229
OG0006703	rna7771	rna231
OG0006704	rna7775	rna236
OG0006705	rna7785	rna240
OG0006706	rna7787	rna242
OG0006707	rna7789	rna244
OG0006708	rna7792	rna247
OG0006709	rna7796	rna252
OG0006710	rna7798	rna253
OG0006711	rna7800	rna254
OG0006712	rna7801	rna257
OG0006713	rna7804	rna258
OG0006714	rna7815	rna265
OG0006715	rna7819	rna270
OG0006716	rna7821	rna272
OG0006717	rna7824	rna275
OG0006718	rna7825	rna276
OG0006719	rna7832	rna279
OG0006720	rna7839	rna281
OG0006721	rna7841	rna282
OG0006722	rna7853	rna284
OG0006723	rna7855	rna285
OG0006724	rna7858	rna289
OG0006725	rna7860	rna290
OG0006726	rna7863	rna291
OG0006727	rna7865	rna292
OG0006728	rna7866	rna293
OG0006729	rna7868	rna294
OG0006730	rna7872	rna296
OG0006731	rna7877	rna299
OG0006732	rna7878	rna300
OG0006733	rna7882	rna301
OG0006734	rna7884	rna304
OG0006735	rna7886	rna306
OG0006736	rna7887	rna308
OG0006737	rna7892	rna309
OG0006738	rna7903	rna316
OG0006739	rna7907	rna319
OG0006740	rna7915	rna320
OG0006741	rna7917	rna322
OG0006742	rna7920	rna323
OG0006743	rna7922	rna326
OG0006744	rna7925	rna329
OG0006745	rna7928	rna330
OG0006746	rna7933	rna333
OG0006747	rna7937	rna335
OG0006748	rna7938	rna337
OG0006749	rna7946	rna344
OG0006750	rna7951	rna345
OG0006751	rna7953	rna346
OG0006752	rna7958	rna350
OG0006753	rna7959	rna351
OG0006754	rna7973	rna355
OG0006755	rna7976	rna356
OG0006756	rna7980	rna359
OG0006757	rna7985	rna361
OG0006758	rna7986	rna362
OG0006759	rna7988	rna364
OG0006760	rna7994	rna365
OG0006761	rna7998	rna366
OG0006762	rna8000	rna367
OG0006763	rna8001	rna368
OG0006764	rna8003	rna369
OG0006765	rna8010	rna372
OG0006766	rna8016	rna373
OG0006767	rna8017	rna374
OG0006768	rna8018	rna378
OG0006769	rna8024	rna381
OG0006770	rna8026	rna383
OG0006771	rna8029	rna386
OG0006772	rna8035	rna391
OG0006773	rna8042	rna393
OG0006774	rna8045	rna395
OG0006775	rna8046	rna396
OG0006776	rna8048	rna397
OG0006777	rna8052	rna398
OG0006778	rna8055	rna400
OG0006779	rna8056	rna401
OG0006780	rna8058	rna402
OG0006781	rna8061	rna403
OG0006782	rna8063	rna405
OG0006783	rna8066	rna406
OG0006784	rna8068	rna407
OG0006785	rna8069	rna408
OG0006786	rna8074	rna412
OG0006787	rna8076	rna413
OG0006788	rna8078	rna414
OG0006789	rna8080	rna416
OG0006790	rna8081	rna417
OG0006791	rna8095	rna424
OG0006792	rna8099	rna430
OG0006793	rna8110	rna437
OG0006794	rna8112	rna439
OG0006795	rna8118	rna446
OG0006796	rna8119	rna447
OG0006797	rna8120	rna449
OG0006798	rna8122	rna450
OG0006799	rna8131	rna455
OG0006800	rna8134	rna457
OG0006801	rna8138	rna460
OG0006802	rna8144	rna464
OG0006803	rna8148	rna467
OG0006804	rna8154	rna470
OG0006805	rna8166	rna479
OG0006806	rna8198	rna484
OG0006807	rna8200	rna487
OG0006808	rna8201	rna489
OG0006809	rna8203	rna492
OG0006810	rna8206	rna493
OG0006811	rna8210	rna497
OG0006812	rna8211	rna498
OG0006813	rna8214	rna500
OG0006814	rna8232	rna509
OG0006815	rna8234	rna510
OG0006816	rna8240	rna516
OG0006817	rna8242	rna517
OG0006818	rna8243	rna518
OG0006819	rna8248	rna522
OG0006820	rna8255	rna525
OG0006821	rna8258	rna526
OG0006822	rna8262	rna528
OG0006823	rna8267	rna534
OG0006824	rna8277	rna536
OG0006825	rna8282	rna539
OG0006826	rna8285	rna542
OG0006827	rna8286	rna543
OG0006828	rna8289	rna547
OG0006829	rna8293	rna548
OG0006830	rna8295	rna549
OG0006831	rna8297	rna551
OG0006832	rna8300	rna555
OG0006833	rna8310	rna561
OG0006834	rna8313	rna563
OG0006835	rna8322	rna567
OG0006836	rna8323	rna568
OG0006837	rna8330	rna570
OG0006838	rna8360	rna573
OG0006839	rna8367	rna583
OG0006840	rna8373	rna585
OG0006841	rna8377	rna590
OG0006842	rna8384	rna593
OG0006843	rna8387	rna599
OG0006844	rna8389	rna600
OG0006845	rna8392	rna602
OG0006846	rna8395	rna603
OG0006847	rna8400	rna609
OG0006848	rna8408	rna614
OG0006849	rna8412	rna615
OG0006850	rna8415	rna618
OG0006851	rna8422	rna620
OG0006852	rna8424	rna621
OG0006853	rna9623	rna36224
OG0006854	rna9630	rna36218
OG0006855	rna8429	rna624
OG0006856	rna8431	rna625
OG0006857	rna8432	rna628
OG0006858	rna8433	rna629
OG0006859	rna8444	rna634
OG0006860	rna8445	rna635
OG0006861	rna8449	rna637
OG0006862	rna8463	rna642
OG0006863	rna8466	rna643
OG0006864	rna8478	rna648
OG0006865	rna8496	rna656
OG0006866	rna8510	rna662
OG0006867	rna8545	rna682
OG0006868	rna8551	rna683
OG0006869	rna8557	rna684
OG0006870	rna51416	rna36176
OG0006871	rna51417	rna36177
OG0006872	rna51430	rna36184
OG0006873	rna51432	rna36188
OG0006874	rna28255	rna13899
OG0006875	rna28254	rna13900
OG0006876	rna28253	rna13901
OG0006877	rna28252	rna13903
OG0006878	rna28244	rna13904
OG0006879	rna28240	rna13908
OG0006880	rna28237	rna13909
OG0006881	rna28235	rna13910
OG0006882	rna28234	rna13911
OG0006883	rna28233	rna13912
OG0006884	rna28232	rna13913
OG0006885	rna8562	rna685
OG0006886	rna8563	rna686
OG0006887	rna8565	rna687
OG0006888	rna8589	rna695
OG0006889	rna8595	rna701
OG0006890	rna8597	rna703
OG0006891	rna8599	rna705
OG0006892	rna8605	rna706
OG0006893	rna8607	rna708
OG0006894	rna8613	rna712
OG0006895	rna8615	rna716
OG0006896	rna8616	rna717
OG0006897	rna8620	rna719
OG0006898	rna8621	rna722
OG0006899	rna6799, rna6797	rna12865
OG0006900	rna27428	rna8025
OG0006901	rna27422	rna8020
OG0006902	rna27420	rna8018
OG0006903	rna27419	rna8017
OG0006904	rna27409	rna8006
OG0006905	rna27408	rna8001
OG0006906	rna27401	rna7993
OG0006907	rna27399	rna7991
OG0006908	rna27398	rna7989
OG0006909	rna27392	rna7983
OG0006910	rna27386	rna7981
OG0006911	rna27354	rna7967
OG0006912	rna27341	rna7964
OG0006913	rna27337	rna7957
OG0006914	rna27329	rna7951
OG0006915	rna27327	rna7950
OG0006916	rna27321	rna7944
OG0006917	rna27320	rna7943
OG0006918	rna27314	rna7937
OG0006919	rna27309	rna7935
OG0006920	rna27298	rna7931
OG0006921	rna27297	rna7930
OG0006922	rna27291	rna7927
OG0006923	rna27260	rna7910
OG0006924	rna27259	rna7909
OG0006925	rna27253	rna7904
OG0006926	rna27251	rna7903
OG0006927	rna27243	rna7899
OG0006928	rna27239	rna7895
OG0006929	rna27233	rna7889
OG0006930	rna27230	rna7887
OG0006931	rna27225	rna7885
OG0006932	rna27219	rna7884
OG0006933	rna27214	rna7880
OG0006934	rna27213	rna7879
OG0006935	rna27211	rna7878
OG0006936	rna27204	rna7874
OG0006937	rna27197	rna7865
OG0006938	rna27189	rna7856
OG0006939	rna27187	rna7854
OG0006940	rna27183	rna7850
OG0006941	rna27181	rna7849
OG0006942	rna27179	rna7848
OG0006943	rna27175	rna7847
OG0006944	rna27172	rna7845
OG0006945	rna27170	rna7844
OG0006946	rna27159	rna7837
OG0006947	rna27156	rna7834
OG0006948	rna27155	rna7833
OG0006949	rna27154	rna7832
OG0006950	rna27153	rna7831
OG0006951	rna27152	rna7830
OG0006952	rna27149	rna7829
OG0006953	rna27127	rna7677
OG0006954	rna27115	rna7670
OG0006955	rna27074	rna7648
OG0006956	rna27064	rna7636
OG0006957	rna27062	rna7631
OG0006958	rna27060	rna7628
OG0006959	rna27059	rna7627
OG0006960	rna27047	rna7623
OG0006961	rna27042	rna7620
OG0006962	rna27039	rna7617
OG0006963	rna27036	rna7613
OG0006964	rna27035	rna7611
OG0006965	rna27023	rna7604
OG0006966	rna27022	rna7603
OG0006967	rna27017	rna7599
OG0006968	rna27012	rna7595
OG0006969	rna27006	rna7591
OG0006970	rna27007	rna7592
OG0006971	rna27001	rna7589
OG0006972	rna27000	rna7588
OG0006973	rna26997	rna7586
OG0006974	rna26996	rna7585
OG0006975	rna26987	rna7578
OG0006976	rna26986	rna7577
OG0006977	rna26934	rna28978
OG0006978	rna26919	rna28986
OG0006979	rna26915	rna28988
OG0006980	rna26913	rna28989
OG0006981	rna26909	rna28990
OG0006982	rna51999	rna35206
OG0006983	rna51988	rna35202
OG0006984	rna51980, rna51983	rna35199
OG0006985	rna40329	rna31306
OG0006986	rna40317	rna31311
OG0006987	rna40312	rna31316
OG0006988	rna40305	rna31329
OG0006989	rna40302	rna31331
OG0006990	rna40301	rna31332
OG0006991	rna40300	rna31333
OG0006992	rna40299	rna31335
OG0006993	rna40294	rna31336
OG0006994	rna40293	rna31340
OG0006995	rna40292	rna31341
OG0006996	rna40290	rna31342
OG0006997	rna40283	rna31343
OG0006998	rna40281	rna31344
OG0006999	rna40277	rna31346
OG0007000	rna40272	rna31348
OG0007001	rna40268	rna31354
OG0007002	rna40267	rna31355
OG0007003	rna40264	rna31356
OG0007004	rna40259	rna31357
OG0007005	rna40257	rna31361
OG0007006	rna40255	rna31362
OG0007007	rna40252	rna31368
OG0007008	rna40251	rna31369
OG0007009	rna40248	rna31370
OG0007010	rna40240	rna31377
OG0007011	rna40238	rna31379
OG0007012	rna40237	rna31380
OG0007013	rna40236	rna31381
OG0007014	rna40228	rna31385
OG0007015	rna40227	rna31386
OG0007016	rna40212	rna31388
OG0007017	rna34343	rna29388
OG0007018	rna34341	rna29392
OG0007019	rna34333	rna29396
OG0007020	rna34328	rna29399
OG0007021	rna34327	rna29401
OG0007022	rna34326	rna29402
OG0007023	rna34325	rna29403
OG0007024	rna34324	rna29405
OG0007025	rna34318	rna29408
OG0007026	rna34315	rna29409
OG0007027	rna34310	rna29414
OG0007028	rna34306	rna29417
OG0007029	rna34301	rna29420
OG0007030	rna34287	rna29436
OG0007031	rna34286	rna29437
OG0007032	rna34279	rna29440
OG0007033	rna34277	rna29442
OG0007034	rna34275	rna29444
OG0007035	rna34272	rna29445
OG0007036	rna34271	rna29446
OG0007037	rna34262	rna29453
OG0007038	rna34260	rna29455
OG0007039	rna34259	rna29456
OG0007040	rna34256	rna29457
OG0007041	rna34254	rna29460
OG0007042	rna34253	rna29461
OG0007043	rna34246	rna29468
OG0007044	rna34240	rna29470
OG0007045	rna34238	rna29473
OG0007046	rna34232	rna29475
OG0007047	rna10406	rna33799
OG0007048	rna10398	rna33808
OG0007049	rna10397	rna33811
OG0007050	rna10390	rna33812
OG0007051	rna10382	rna33814
OG0007052	rna10387	rna33818
OG0007053	rna10375	rna33826
OG0007054	rna10372	rna33827
OG0007055	rna10369	rna33829
OG0007056	rna10364	rna33837
OG0007057	rna10354	rna33844
OG0007058	rna10342	rna33852
OG0007059	rna10341	rna33853
OG0007060	rna10340	rna33854
OG0007061	rna10338	rna33856
OG0007062	rna10336	rna33857
OG0007063	rna10334	rna33858
OG0007064	rna10307	rna9339
OG0007065	rna10304	rna9342
OG0007066	rna10302	rna9343
OG0007067	rna10300	rna9345
OG0007068	rna10297	rna9348
OG0007069	rna10290	rna9352
OG0007070	rna10284	rna9355
OG0007071	rna10281	rna9360
OG0007072	rna10280	rna9361
OG0007073	rna10279	rna9362
OG0007074	rna10278	rna9363
OG0007075	rna10275	rna9364
OG0007076	rna10272	rna9367
OG0007077	rna10271	rna9368
OG0007078	rna10266	rna9372
OG0007079	rna10260	rna9377
OG0007080	rna10259	rna9378
OG0007081	rna10257	rna9379
OG0007082	rna10256	rna9380
OG0007083	rna10255	rna9381
OG0007084	rna10254	rna9383
OG0007085	rna10253	rna9384
OG0007086	rna10250	rna9385
OG0007087	rna10249	rna9386
OG0007088	rna10241	rna9388
OG0007089	rna10236	rna9390
OG0007090	rna10233	rna9393
OG0007091	rna10228	rna9398
OG0007092	rna10197	rna9416
OG0007093	rna10193	rna9417
OG0007094	rna10190	rna9420
OG0007095	rna10189	rna9421
OG0007096	rna10188	rna9424
OG0007097	rna10184	rna9425
OG0007098	rna10177	rna9426
OG0007099	rna10176	rna9429
OG0007100	rna10174	rna9430
OG0007101	rna10166	rna9435
OG0007102	rna10152	rna9440
OG0007103	rna10140	rna9445
OG0007104	rna10132	rna9447
OG0007105	rna10122	rna9448
OG0007106	rna10120	rna9449
OG0007107	rna10115	rna9454
OG0007108	rna10114	rna9456
OG0007109	rna10108	rna9458
OG0007110	rna10105	rna9460
OG0007111	rna10095	rna9463
OG0007112	rna10087	rna9467
OG0007113	rna10084	rna9470
OG0007114	rna10082	rna9471
OG0007115	rna10080	rna9475
OG0007116	rna10076	rna9477
OG0007117	rna10071	rna9485
OG0007118	rna10070	rna9486
OG0007119	rna10069	rna9487
OG0007120	rna10064	rna9490
OG0007121	rna10060	rna9493
OG0007122	rna10053	rna9494
OG0007123	rna10048	rna9498
OG0007124	rna10043	rna9501
OG0007125	rna10042	rna9502
OG0007126	rna10041	rna9503
OG0007127	rna10038	rna9504
OG0007128	rna10037	rna9505
OG0007129	rna10031	rna9507
OG0007130	rna10024	rna9510
