Orthogroup	homSap.longCDS.prots	ursMar.longCDS.prots
OG0007707	ENST00000265537.7	rna26319
OG0007708	ENST00000273317.4	rna26318
OG0007709	ENST00000389061.9	rna26316
OG0007710	ENST00000358525.8	rna26315
OG0007711	ENST00000296135.10	rna26310
OG0007712	ENST00000357632.6	rna26309
OG0007713	ENST00000535325.5	rna26306
OG0007714	ENST00000438735.1	rna26307
OG0007715	ENST00000309285.3	rna26305
OG0007716	ENST00000296140.3	rna26302
OG0007717	ENST00000545097.1	rna26292
OG0007718	ENST00000357392.4	rna26283
OG0007719	ENST00000296142.3	rna26280
OG0007720	ENST00000395905.7	rna26278
OG0007721	ENST00000296145.5	rna26277
OG0007722	ENST00000318962.8	rna26271
OG0007723	ENST00000326431.3	rna26269
OG0007724	ENST00000620911.4	rna26266
OG0007725	ENST00000449590.5	rna26258
OG0007726	ENST00000292314.6	rna26256
OG0007727	ENST00000409792.3	rna26253
OG0007728	ENST00000335044.6	rna26250
OG0007729	ENST00000232766.5	rna26248
OG0007730	ENST00000265562.4	rna26247
OG0007731	ENST00000265565.9	rna26246
OG0007732	ENST00000296149.8	rna26244
OG0007733	ENST00000383738.6	rna26243
OG0007734	ENST00000457607.1	rna26241
OG0007735	ENST00000302506.7	rna26238
OG0007736	ENST00000296435.2	rna26237
OG0007737	ENST00000421967.5	rna26234
OG0007738	ENST00000296438.9	rna26220
OG0007739	ENST00000395694.6	rna26213
OG0007740	ENST00000296444.6	rna26209
OG0007741	ENST00000273610.3	rna26203
OG0007742	ENST00000203407.5	rna26201
OG0007743	ENST00000330862.3	rna26200
OG0007744	ENST00000395550.6	rna26199
OG0007745	ENST00000294129.6	rna26197
OG0007746	ENST00000319017.4	rna26193
OG0007747	ENST00000356401.8	rna26192
OG0007748	ENST00000343546.8	rna26191
OG0007749	ENST00000395474.7	rna26190
OG0007750	ENST00000341949.8	rna26188
OG0007751	ENST00000326925.10	rna26187
OG0007752	ENST00000395443.6	rna26184
OG0007753	ENST00000306125.11	rna26183
OG0007754	ENST00000434032.6	rna26182
OG0007755	ENST00000332780.3	rna26177
OG0007756	ENST00000432035.2	rna26175
OG0007757	ENST00000296449.9	rna26174
OG0007758	ENST00000343010.7	rna26173
OG0007759	ENST00000273590.3	rna26167
OG0007760	ENST00000273598.7	rna26162
OG0007761	ENST00000515359.6	rna26159
OG0007762	ENST00000296452.4	rna26158
OG0007763	ENST00000438011.5	rna26156
OG0007764	ENST00000327697.10	rna26154
OG0007765	ENST00000308375.10	rna26153
OG0007766	ENST00000321599.8	rna26151
OG0007767	ENST00000412678.6	rna26150
OG0007768	ENST00000333323.4	rna26149
OG0007769	ENST00000331456.6	rna26147
OG0007770	ENST00000477224.5	rna26146
OG0007771	ENST00000296474.7	rna26144
OG0007772	ENST00000296473.7	rna26143
OG0007773	ENST00000266022.8	rna26138
OG0007774	ENST00000347869.7	rna26137
OG0007775	ENST00000002829.7	rna26135
OG0007776	ENST00000614032.4	rna26133
OG0007777	ENST00000611067.4	rna26131
OG0007778	ENST00000316436.3	rna26130
OG0007779	ENST00000417626.6	rna26125
OG0007780	ENST00000336307.5	rna26124
OG0007781	ENST00000354862.4	rna26117
OG0007782	ENST00000395144.6	rna26116
OG0007783	ENST00000232496.4	rna26113
OG0007784	ENST00000357043.6	rna26112
OG0007785	ENST00000231749.7	rna26110
OG0007786	ENST00000232501.7	rna26108
OG0007787	ENST00000425346.5	rna26104
OG0007788	ENST00000266025.3	rna26103
OG0007789	ENST00000426034.5	rna26100
OG0007790	ENST00000434410.5	rna26095
OG0007791	ENST00000443053.6	rna26093
OG0007792	ENST00000446044.5	rna26091
OG0007793	ENST00000563281.1	rna26088
OG0007794	ENST00000423656.5	rna26086
OG0007795	ENST00000409535.6	rna26085
OG0007796	ENST00000457573.5	rna26084
OG0007797	ENST00000398780.4	rna26082
OG0007798	ENST00000333127.3	rna26078
OG0007799	ENST00000446461.1	rna26077
OG0007800	ENST00000310914.9	rna26075
OG0007801	ENST00000232888.6	rna26074
OG0007802	ENST00000398755.7	rna26073
OG0007803	ENST00000483233.5	rna26070
OG0007804	ENST00000273596.7	rna26069
OG0007805	ENST00000296484.6	rna26064
OG0007806	ENST00000469224.5	rna26063
OG0007807	ENST00000323588.8	rna26060
OG0007808	ENST00000296490.7	rna26059
OG0007809	ENST00000436784.6	rna26054
OG0007810	ENST00000460680.5	rna26050
OG0007811	ENST00000327906.7	rna26049
OG0007812	ENST00000231721.6	rna26048
OG0007813	ENST00000479054.5	rna26046
OG0007814	ENST00000321725.10	rna26045
OG0007815	ENST00000477703.5	rna26043
OG0007816	ENST00000296302.11	rna26042
OG0007817	ENST00000418458.5	rna26041
OG0007818	ENST00000266014.10	rna26040
OG0007819	ENST00000619898.4	rna26039
OG0007820	ENST00000233027.9	rna26037
OG0007821	ENST00000273283.6	rna26036
OG0007822	ENST00000449956.2	rna26035
OG0007823	ENST00000485816.5	rna26028
OG0007824	ENST00000394752.7	rna26019
OG0007825	ENST00000610213.5	rna26011
OG0007826	ENST00000315251.10	rna26006
OG0007827	ENST00000288167.7	rna26004
OG0007828	ENST00000335754.7	rna26002
OG0007829	ENST00000495461.5	rna26000
OG0007830	ENST00000273286.5	rna25997
OG0007831	ENST00000394672.7	rna25985
OG0007832	ENST00000355628.9	rna25983
OG0007833	ENST00000338458.8	rna25973
OG0007834	ENST00000296318.11	rna25971
OG0007835	ENST00000295934.7	rna25970
OG0007836	ENST00000288266.7	rna25969
OG0007837	ENST00000487349.5	rna25968
OG0007838	ENST00000428312.5	rna25337
OG0007839	ENST00000394549.6	rna25349
OG0007840	ENST00000478253.5	rna25353
OG0007841	ENST00000356151.6	rna25358
OG0007842	ENST00000302746.10	rna25359
OG0007843	ENST00000404589.7	rna25360
OG0007844	ENST00000302819.9	rna25362
OG0007845	ENST00000474531.5	rna25363
OG0007846	ENST00000358781.6	rna25367
OG0007847	ENST00000482387.5	rna25371
OG0007848	ENST00000474889.5	rna25383
OG0007849	ENST00000486811.5	rna25385
OG0007850	ENST00000469440.5	rna25389
OG0007851	ENST00000538065.5	rna25392
OG0007852	ENST00000295902.11	rna25394
OG0007853	ENST00000354883.10	rna25399
OG0007854	ENST00000273261.7	rna25400
OG0007855	ENST00000478136.5	rna25403
OG0007856	ENST00000383701.7	rna25405
OG0007857	ENST00000398559.6	rna25409
OG0007858	ENST00000361055.8	rna25410
OG0007859	ENST00000273258.3	rna25411
OG0007860	ENST00000420581.6	rna25412
OG0007861	ENST00000448226.6	rna25418
OG0007862	ENST00000567252.1	rna25421
OG0007863	ENST00000615603.4	rna25422
OG0007864	ENST00000425534.7	rna25425
OG0007865	ENST00000295619.3	rna25427
OG0007866	ENST00000477973.3	rna25431
OG0007867	ENST00000356692.9	rna25436
OG0007868	ENST00000256509.6	rna25441
OG0007869	ENST00000446632.6	rna25446
OG0007870	ENST00000251607.10	rna25449
OG0007871	ENST00000639284.1	rna25450
OG0007872	ENST00000319331.3	rna19639
OG0007873	ENST00000358065.4	rna19636
OG0007874	ENST00000448413.5	rna19633
OG0007875	ENST00000256497.8	rna19624
OG0007876	ENST00000157600.7	rna19621
OG0007877	ENST00000544814.5	rna19620
OG0007878	ENST00000343849.2	rna19619
OG0007879	ENST00000264926.6	rna19618
OG0007880	ENST00000452837.6	rna19614
OG0007881	ENST00000407969.5	rna19612
OG0007882	ENST00000287585.7	rna19606
OG0007883	ENST00000296003.8	rna19605
OG0007884	ENST00000383829.6	rna19603
OG0007885	ENST00000301964.6	rna19594
OG0007886	ENST00000433034.1	rna19593
OG0007887	ENST00000383820.9	rna19591
OG0007888	ENST00000383817.5	rna19589
OG0007889	ENST00000307768.4	rna19588
OG0007890	ENST00000295981.7	rna19584
OG0007891	ENST00000326434.9	rna19582
OG0007892	ENST00000295984.7	rna19581
OG0007893	ENST00000245046.6	rna19579
OG0007894	ENST00000287647.7	rna19578
OG0007895	ENST00000524279.1	rna19577
OG0007896	ENST00000339922.4, ENST00000256474.2	rna19574
OG0007897	ENST00000256458.4	rna19573
OG0007898	ENST00000335542.12	rna19570
OG0007899	ENST00000383801.6	rna19568
OG0007900	ENST00000438284.2	rna19555
OG0007901	ENST00000354449.7	rna19552
OG0007902	ENST00000430365.6	rna19549
OG0007903	ENST00000444133.6	rna19544
OG0007904	ENST00000287814.4	rna19543
OG0007905	ENST00000287820.10	rna19538
OG0007906	ENST00000402228.7	rna19529
OG0007907	ENST00000564146.3	rna19528
OG0007908	ENST00000170447.11	rna19527
OG0007909	ENST00000505956.5	rna19520
OG0007910	ENST00000249910.5	rna19518
OG0007911	ENST00000324382.6	rna19513
OG0007912	ENST00000393238.7	rna19501
OG0007913	ENST00000302649.3	rna19500
OG0007914	ENST00000253699.7	rna19499
OG0007915	ENST00000253686.6	rna19497
OG0007916	ENST00000323373.10	rna19495
OG0007917	ENST00000285046.9	rna19491
OG0007918	ENST00000383794.6	rna19487
OG0007919	ENST00000306024.3	rna19484
OG0007920	ENST00000285021.11	rna19483
OG0007921	ENST00000295767.9	rna19481
OG0007922	ENST00000404922.7	rna19477
OG0007923	ENST00000295757.7	rna19476
OG0007924	ENST00000308982.11	rna19470
OG0007925	ENST00000436022.2	rna19468
OG0007926	ENST00000441626.6	rna19456
OG0007927	ENST00000383463.8	rna19454
OG0007928	ENST00000265062.7	rna19450
OG0007929	ENST00000296255.7	rna19449
OG0007930	ENST00000341105.6	rna19446
OG0007931	ENST00000254730.10	rna19444
OG0007932	ENST00000405109.5	rna19441
OG0007933	ENST00000265052.9	rna19436
OG0007934	ENST00000232744.12	rna19432
OG0007935	ENST00000342480.6	rna19430
OG0007936	ENST00000265056.11	rna19429
OG0007937	ENST00000450633.6	rna19428
OG0007938	ENST00000508789.5	rna19421
OG0007939	ENST00000318225.2	rna19419
OG0007940	ENST00000383579.3	rna19417
OG0007941	ENST00000389709.7	rna19411
OG0007942	ENST00000505024.1	rna19410
OG0007943	ENST00000296233.3	rna19408
OG0007944	ENST00000396056.6	rna19395
OG0007945	ENST00000344387.8	rna19397
OG0007946	ENST00000322734.2	rna19403
OG0007947	ENST00000356454.4	rna35374
OG0007948	ENST00000309415.7	rna35369
OG0007949	ENST00000409271.5	rna35367
OG0007950	ENST00000309863.10	rna20859
OG0007951	ENST00000272452.6	rna20861
OG0007952	ENST00000409059.5	rna20864
OG0007953	ENST00000361686.8	rna20865
OG0007954	ENST00000283148.11	rna20867
OG0007955	ENST00000238044.7	rna20868
OG0007956	ENST00000233154.8	rna20869
OG0007957	ENST00000409177.5	rna20876
OG0007958	ENST00000258457.6	rna20879
OG0007959	ENST00000595531.5	rna20886
OG0007960	ENST00000258456.2	rna20887
OG0007961	ENST00000258455.7	rna20888
OG0007962	ENST00000412401.2	rna20895
OG0007963	ENST00000258436.9	rna20896
OG0007964	ENST00000233969.2	rna20897
OG0007965	ENST00000295269.4	rna20898
OG0007966	ENST00000264260.6	rna20901
OG0007967	ENST00000410040.5	rna20903
OG0007968	ENST00000233954.5	rna20904
OG0007969	ENST00000264257.6	rna20905
OG0007970	ENST00000410023.5	rna20908
OG0007971	ENST00000295317.3	rna21571
OG0007972	ENST00000289382.7	rna21572
OG0007973	ENST00000335681.9	rna21575
OG0007974	ENST00000264254.10	rna21576
OG0007975	ENST00000376865.1	rna21584
OG0007976	ENST00000264249.7	rna21587
OG0007977	ENST00000393437.7	rna21594
OG0007978	ENST00000289371.10	rna21599
OG0007979	ENST00000264255.7	rna21600
OG0007980	ENST00000308528.8	rna21601
OG0007981	ENST00000409238.5	rna21603
OG0007982	ENST00000289359.6	rna21608
OG0007983	ENST00000393471.2	rna21610
OG0007984	ENST00000302513.6	rna21611
OG0007985	ENST00000393483.7	rna21614
OG0007986	ENST00000397899.6	rna21615
OG0007987	ENST00000264968.7	rna21616
OG0007988	ENST00000409975.5	rna21623
OG0007989	ENST00000328709.7	rna21624
OG0007990	ENST00000074304.9	rna21625
OG0007991	ENST00000477737.5	rna21628
OG0007992	ENST00000186436.9	rna21629
OG0007993	ENST00000490605.2	rna21633
OG0007994	ENST00000305476.9	rna21634
OG0007995	ENST00000305510.3	rna21637
OG0007996	ENST00000377079.8	rna21639
OG0007997	ENST00000624922.4	rna21641
OG0007998	ENST00000431828.5	rna21642
OG0007999	ENST00000378661.3	rna21643
OG0008000	ENST00000294973.10	rna21644
OG0008001	ENST00000405975.6	rna21665
OG0008002	ENST00000605786.5	rna21667
OG0008003	ENST00000260645.5	rna21668
OG0008004	ENST00000272286.2	rna21669
OG0008005	ENST00000260665.11	rna21670
OG0008006	ENST00000282412.8	rna21678
OG0008007	ENST00000260649.10	rna21679
OG0008008	ENST00000425263.5	rna21681
OG0008009	ENST00000378494.7	rna21682
OG0008010	ENST00000263736.4	rna21687
OG0008011	ENST00000263734.4	rna21691
OG0008012	ENST00000434431.2	rna21693
OG0008013	ENST00000306448.4	rna21694
OG0008014	ENST00000281382.10	rna21696
OG0008015	ENST00000238892.3	rna21698
OG0008016	ENST00000306503.5	rna21700
OG0008017	ENST00000234420.9	rna21718
OG0008018	ENST00000403359.7	rna21719
OG0008019	ENST00000340553.7	rna21722
OG0008020	ENST00000294952.12	rna21725
OG0008021	ENST00000406846.6	rna21730
OG0008022	ENST00000295304.4	rna21736
OG0008023	ENST00000185150.8	rna21738
OG0008024	ENST00000394705.2	rna21739
OG0008025	ENST00000404125.5	rna21740
OG0008026	ENST00000607452.5	rna21741
OG0008027	ENST00000398634.6	rna21744
OG0008028	ENST00000337526.10	rna21751
OG0008029	ENST00000407122.5	rna21754
OG0008030	ENST00000403721.5	rna21759
OG0008031	ENST00000339012.7	rna21771
OG0008032	ENST00000447944.6	rna21783
OG0008033	ENST00000394555.6	rna21784
OG0008034	ENST00000407595.2	rna21787
OG0008035	ENST00000402135.7	rna21790
OG0008036	ENST00000238714.7	rna21795
OG0008037	ENST00000295025.12	rna21808
OG0008038	ENST00000316752.10	rna21810
OG0008039	ENST00000295030.5	rna21817
OG0008040	ENST00000432605.1	rna21819
OG0008041	ENST00000398571.6	rna21822
OG0008042	ENST00000401558.6	rna21824
OG0008043	ENST00000404929.5	rna21825
OG0008044	ENST00000394440.7	rna21826
OG0008045	ENST00000311832.5	rna21829
OG0008046	ENST00000335390.5	rna21836
OG0008047	ENST00000366671.7	rna21839
OG0008048	ENST00000272321.11	rna21840
OG0008049	ENST00000238875.9	rna21852
OG0008050	ENST00000238855.11	rna21854
OG0008051	ENST00000234256.3	rna21861
OG0008052	ENST00000377990.6	rna21862
OG0008053	ENST00000377982.8	rna21864
OG0008054	ENST00000272342.5	rna21869
OG0008055	ENST00000407324.5	rna21871
OG0008056	ENST00000295121.10	rna21884
OG0008057	ENST00000263657.6	rna21885
OG0008058	ENST00000263655.3	rna21887
OG0008059	ENST00000234313.7	rna21889
OG0008060	ENST00000303795.8	rna21893
OG0008061	ENST00000409202.7	rna21896
OG0008062	ENST00000295379.1	rna21898
OG0008063	ENST00000328895.8	rna21899
OG0008064	ENST00000303714.8	rna21902
OG0008065	ENST00000410022.6	rna21906
OG0008066	ENST00000282570.3	rna21911
OG0008067	ENST00000264444.6	rna21913
OG0008068	ENST00000264434.6	rna21920
OG0008069	ENST00000433351.6	rna21929
OG0008070	ENST00000454893.1	rna21931
OG0008071	ENST00000444975.5	rna21933
OG0008072	ENST00000403045.6	rna21934
OG0008073	ENST00000332372.6	rna21937
OG0008074	ENST00000272367.6	rna21938
OG0008075	ENST00000410009.4	rna21939
OG0008076	ENST00000234392.2	rna21942
OG0008077	ENST00000360589.3	rna21946
OG0008078	ENST00000613852.4	rna21952
OG0008079	ENST00000244221.8	rna21953
OG0008080	ENST00000264447.8	rna21956
OG0008081	ENST00000001146.6	rna21961
OG0008082	ENST00000234454.5	rna21965
OG0008083	ENST00000272433.6	rna21966
OG0008084	ENST00000486777.6	rna21967
OG0008085	ENST00000398468.3	rna21968
OG0008086	ENST00000389501.8	rna21969
OG0008087	ENST00000258083.2	rna21970
OG0008088	ENST00000545030.1	rna21973
OG0008089	ENST00000613296.4	rna21974
OG0008090	ENST00000409716.6	rna21978
OG0008091	ENST00000272444.7	rna21980
OG0008092	ENST00000409561.1	rna21981
OG0008093	ENST00000339566.7	rna21982
OG0008094	ENST00000264093.8	rna21988
OG0008095	ENST00000409262.7	rna21991
OG0008096	ENST00000348227.4	rna22006
OG0008097	ENST00000272430.9	rna22007
OG0008098	ENST00000393972.7	rna22011
OG0008099	ENST00000233616.8	rna22012
OG0008100	ENST00000258105.7	rna22014
OG0008101	ENST00000393965.7	rna22015
OG0008102	ENST00000233623.9	rna22016
OG0008103	ENST00000377566.8	rna22017
OG0008104	ENST00000233630.10	rna22019
OG0008105	ENST00000233638.7	rna22022
OG0008106	ENST00000393951.6	rna22023
OG0008107	ENST00000377526.3	rna22024
OG0008108	ENST00000258080.7	rna22025
OG0008109	ENST00000264094.7	rna22026
OG0008110	ENST00000233668.9	rna22028
OG0008111	ENST00000290536.9	rna22029
OG0008112	ENST00000357877.6	rna22031
OG0008113	ENST00000483063.1	rna11876
OG0008114	ENST00000393913.7	rna22041
OG0008115	ENST00000393909.6	rna22042
OG0008116	ENST00000321027.7	rna22043
OG0008117	ENST00000409911.5	rna22045
OG0008118	ENST00000417012.5	rna22053
OG0008119	ENST00000393868.6	rna22056
OG0008120	ENST00000282111.3	rna22062
OG0008121	ENST00000282120.6	rna22063
OG0008122	ENST00000295802.8	rna22064
OG0008123	ENST00000315658.11	rna22065
OG0008124	ENST00000389938.6	rna22068
OG0008125	ENST00000233838.8	rna22070
OG0008126	ENST00000263864.9	rna22071
OG0008127	ENST00000306384.4	rna22073
OG0008128	ENST00000456023.1	rna22074
OG0008129	ENST00000334462.9	rna22075
OG0008130	ENST00000306336.5	rna22079
OG0008131	ENST00000409470.5	rna22080
OG0008132	ENST00000409383.5	rna22081
OG0008133	ENST00000526018.1	rna22083
OG0008134	ENST00000306279.3	rna22085
OG0008135	ENST00000640418.1	rna22086
OG0008136	ENST00000263857.10	rna22089
OG0008137	ENST00000254630.11	rna22090
OG0008138	ENST00000410111.7	rna22091
OG0008139	ENST00000337109.8	rna22092
OG0008140	ENST00000538924.6	rna22093
OG0008141	ENST00000542128.5	rna22094
OG0008142	ENST00000237455.4	rna22099
OG0008143	ENST00000283635.7	rna22107
OG0008144	ENST00000331469.6	rna22110
OG0008145	ENST00000419482.6	rna22112
OG0008146	ENST00000295834.7	rna22113
OG0008147	ENST00000324166.6	rna22115
OG0008148	ENST00000428390.2	rna22118
OG0008149	ENST00000303254.3	rna22119
OG0008150	ENST00000303236.7	rna22120
OG0008151	ENST00000283646.4	rna22122
OG0008152	ENST00000245796.10	rna22125
OG0008153	ENST00000259206.9	rna22126
OG0008154	ENST00000341010.6	rna22127
OG0008155	ENST00000346807.7	rna22129
OG0008156	ENST00000263341.6	rna22132
OG0008157	ENST00000263339.3	rna22133
OG0008158	ENST00000302450.10	rna22134
OG0008159	ENST00000409719.1	rna22140
OG0008160	ENST00000233336.6	rna22144
OG0008161	ENST00000409871.5	rna22145
OG0008162	ENST00000615791.1	rna22146
OG0008163	ENST00000331203.6	rna22148
OG0008164	ENST00000283206.8	rna22149
OG0008165	ENST00000295408.8	rna22150
OG0008166	ENST00000341068.7	rna22151
OG0008167	ENST00000393256.7	rna22175
OG0008168	ENST00000439055.5	rna22181
OG0008169	ENST00000302759.10	rna22182
OG0008170	ENST00000316534.8	rna22185
OG0008171	ENST00000272462.2	rna22186
OG0008172	ENST00000309988.8	rna22187
OG0008173	ENST00000272418.6	rna22188
OG0008174	ENST00000295208.6	rna22196
OG0008175	ENST00000317620.13	rna22219
OG0008176	ENST00000359548.8	rna22223
OG0008177	ENST00000620793.1	rna22224
OG0008178	ENST00000342380.2	rna22225
OG0008179	ENST00000337288.9	rna22227
OG0008180	ENST00000258439.7	rna22228
OG0008181	ENST00000488633.1	rna22229
OG0008182	ENST00000323853.9	rna22230
OG0008183	ENST00000240423.8	rna22233
OG0008184	ENST00000420728.1	rna22234
OG0008185	ENST00000451794.5	rna22237
OG0008186	ENST00000357485.7	rna22238
OG0008187	ENST00000306078.1	rna22241
OG0008188	ENST00000378669.5	rna22242
OG0008189	ENST00000294964.5	rna22255
OG0008190	ENST00000505747.5	rna22274
OG0008191	ENST00000281961.2	rna22275
OG0008192	ENST00000409978.5	rna22283
OG0008193	ENST00000457308.5	rna22286
OG0008194	ENST00000281950.7	rna22287
OG0008195	ENST00000272252.9	rna22295
OG0008196	ENST00000449105.7	rna22297
OG0008197	ENST00000610745.4	rna22302
OG0008198	ENST00000234195.7	rna22303
OG0008199	ENST00000611976.1	rna22304
OG0008200	ENST00000338415.7	rna22305
OG0008201	ENST00000002125.8	rna22308
OG0008202	ENST00000234170.9	rna22309
OG0008203	ENST00000535679.5	rna22312
OG0008204	ENST00000233057.8	rna22313
OG0008205	ENST00000409774.5	rna22314
OG0008206	ENST00000379242.7	rna22324
OG0008207	ENST00000238823.12	rna22333
OG0008208	ENST00000402538.7	rna22334
OG0008209	ENST00000404816.6	rna22338
OG0008210	ENST00000421745.6	rna22346
OG0008211	ENST00000238831.8	rna22349
OG0008212	ENST00000379343.6	rna22351
OG0008213	ENST00000615843.4	rna22352
OG0008214	ENST00000342166.9	rna22353
OG0008215	ENST00000324589.9	rna22362
OG0008216	ENST00000309052.8	rna22365
OG0008217	ENST00000401506.1	rna22369
OG0008218	ENST00000379520.7	rna22370
OG0008219	ENST00000389048.7	rna22372
OG0008220	ENST00000404424.5	rna22375
OG0008221	ENST00000331664.5	rna22376
OG0008222	ENST00000379558.4	rna22377
OG0008223	ENST00000407426.7	rna22378
OG0008224	ENST00000306108.9	rna22379
OG0008225	ENST00000379579.8	rna22380
OG0008226	ENST00000327757.9	rna22382
OG0008227	ENST00000264716.8	rna22386
OG0008228	ENST00000344773.6	rna22387
OG0008229	ENST00000302188.7	rna22392
OG0008230	ENST00000326019.10	rna22400
OG0008231	ENST00000337768.9	rna22401
OG0008232	ENST00000616939.4	rna22404
OG0008233	ENST00000394775.3	rna22405
OG0008234	ENST00000355467.5	rna22408
OG0008235	ENST00000264717.6	rna22417
OG0008236	ENST00000264703.3	rna22418
OG0008237	ENST00000379863.7	rna22421
OG0008238	ENST00000344034.4	rna22422
OG0008239	ENST00000323703.10	rna22423
OG0008240	ENST00000493344.6	rna22426
OG0008241	ENST00000359541.6	rna22427
OG0008242	ENST00000405983.5	rna22429
OG0008243	ENST00000296098.4	rna22434
OG0008244	ENST00000264705.8	rna22437
OG0008245	ENST00000380171.7	rna22438
OG0008246	ENST00000310574.7	rna22439
OG0008247	ENST00000296096.6	rna22446
OG0008248	ENST00000335524.7	rna22445
OG0008249	ENST00000260643.6	rna22447
OG0008250	ENST00000316470.8	rna22448
OG0008251	ENST00000404694.3	rna22450
OG0008252	ENST00000260599.10	rna22452
OG0008253	ENST00000380320.8	rna22455
OG0008254	ENST00000360131.4	rna22456
OG0008255	ENST00000321326.11	rna22460
OG0008256	ENST00000288699.10	rna22465
OG0008257	ENST00000335756.8	rna22467
OG0008258	ENST00000344420.9	rna22468
OG0008259	ENST00000288861.4	rna22470
OG0008260	ENST00000329615.3	rna22471
OG0008261	ENST00000288710.6	rna22473
OG0008262	ENST00000260585.11	rna22474
OG0008263	ENST00000311519.5	rna22481
OG0008264	ENST00000380649.7	rna22484
OG0008265	ENST00000401533.6	rna22486
OG0008266	ENST00000264710.4	rna22487
OG0008267	ENST00000264712.7	rna22488
OG0008268	ENST00000435504.8	rna22489
OG0008269	ENST00000264709.7	rna22503
OG0008270	ENST00000264711.6	rna22505
OG0008271	ENST00000405392.5	rna22506
OG0008272	ENST00000380834.6	rna22507
OG0008273	ENST00000328379.5	rna22508
OG0008274	ENST00000406961.5	rna22511
OG0008275	ENST00000313213.4	rna22518
OG0008276	ENST00000233468.4	rna22521
OG0008277	ENST00000335934.8	rna22520
OG0008278	ENST00000295148.8	rna22524
OG0008279	ENST00000338315.4	rna22525
OG0008280	ENST00000404924.5	rna22526
OG0008281	ENST00000238789.9	rna22529
OG0008282	ENST00000486442.5	rna22532
OG0008283	ENST00000405799.1	rna22536
OG0008284	ENST00000233242.5	rna22537
OG0008285	ENST00000381090.7	rna22538
OG0008286	ENST00000304031.7	rna22542
OG0008287	ENST00000254351.8	rna22568
OG0008288	ENST00000345530.7	rna22571
OG0008289	ENST00000333610.3	rna22572
OG0008290	ENST00000272223.2	rna22573
OG0008291	ENST00000359846.6, ENST00000532967.5	rna22579
OG0008292	ENST00000381249.3	rna22580
OG0008293	ENST00000403915.5	rna22583
OG0008294	ENST00000281047.3	rna22585
OG0008295	ENST00000317402.11	rna22586
OG0008296	ENST00000448223.6	rna22587
OG0008297	ENST00000399080.2	rna22590
OG0008298	ENST00000281043.3	rna22595
OG0008299	ENST00000381341.6	rna22596
OG0008300	ENST00000295092.2	rna22599
OG0008301	ENST00000155926.8	rna0
OG0008302	ENST00000449576.6	rna1
OG0008303	ENST00000306928.5	rna4
OG0008304	ENST00000295083.7	rna14
OG0008305	ENST00000381585.7	rna15
OG0008306	ENST00000295082.2	rna16
OG0008307	ENST00000635370.1	rna18
OG0008308	ENST00000381685.9	rna19
OG0008309	ENST00000305883.5	rna32
OG0008310	ENST00000324907.13	rna34
OG0008311	ENST00000263663.9	rna36
OG0008312	ENST00000310823.7	rna38
OG0008313	ENST00000497473.5	rna39
OG0008314	ENST00000238112.7	rna40
OG0008315	ENST00000360635.7	rna41
OG0008316	ENST00000281419.7	rna42
OG0008317	ENST00000305997.7	rna44
OG0008318	ENST00000256707.7	rna45
OG0008319	ENST00000234091.8	rna51
OG0008320	ENST00000320892.10	rna65
OG0008321	ENST00000382040.3	rna69
OG0008322	ENST00000256722.9	rna70
OG0008323	ENST00000252505.3	rna74
OG0008324	ENST00000418971.6	rna76
OG0008325	ENST00000315212.3	rna78
OG0008326	ENST00000327435.10	rna80
OG0008327	ENST00000382110.6	rna81
OG0008328	ENST00000398659.8	rna83
OG0008329	ENST00000399161.6	rna85
OG0008330	ENST00000345913.8	rna90
OG0008331	ENST00000308624.9	rna91
OG0008332	ENST00000405941.3	rna92
OG0008333	ENST00000405430.5	rna99
OG0008334	ENST00000327669.4	rna101
OG0008335	ENST00000358485.8	rna7426
OG0008336	ENST00000281882.7, ENST00000259216.4	rna12864
OG0008338	ENST00000361390.2	gene27077
OG0008339	ENST00000361789.2	gene27089
OG0008340	ENST00000228434.7	rna19032
OG0008341	ENST00000432074.2	rna10381
OG0008342	ENST00000322101.3	rna33739, rna33741
OG0008343	ENST00000253122.9	rna32224
OG0008344	ENST00000376351.3	rna32668
OG0008346	ENST00000321420.4	rna12861
OG0008347	ENST00000204679.8	rna18243
OG0008349	ENST00000282296.9	rna29194
OG0008350	ENST00000304788.3	rna34562
OG0008351	ENST00000367734.3	rna11766
OG0008352	ENST00000339475.9	rna2607
OG0008353	ENST00000413566.6	rna2609
OG0008354	ENST00000431972.6	rna2613
OG0008355	ENST00000556492.5	rna2617
OG0008356	ENST00000422976.6	rna2620
OG0008357	ENST00000267485.7	rna2628
OG0008358	ENST00000254286.8	rna2629
OG0008359	ENST00000355431.7	rna2635
OG0008360	ENST00000360945.6	rna2639
OG0008361	ENST00000395159.6	rna2640
OG0008362	ENST00000335867.4	rna2644
OG0008363	ENST00000481661.1	rna2535
OG0008364	ENST00000247194.8	rna2533
OG0008365	ENST00000554271.5	rna2529
OG0008366	ENST00000281581.5	rna2528
OG0008367	ENST00000267484.9	rna2527
OG0008368	ENST00000406854.5	rna2524
OG0008369	ENST00000325642.7	rna2521
OG0008370	ENST00000216513.4	rna2516
OG0008371	ENST00000261245.8	rna2512
OG0008372	ENST00000261249.6	rna2511
OG0008373	ENST00000354886.6	rna2507
OG0008374	ENST00000555868.1	rna2501
