Orthogroup	homSap.longCDS.prots	ursArc.longCDS.prots
OG0005871	ENST00000211413.9	rna44625
OG0005872	ENST00000333845.10	rna44631
OG0005873	ENST00000395496.5	rna44635
OG0005874	ENST00000375094.3	rna44639
OG0005875	ENST00000375069.7	rna44640
OG0005876	ENST00000375040.7	rna44642
OG0005877	ENST00000375023.3	rna44644
OG0005878	ENST00000395388.6	rna44657
OG0005879	ENST00000438763.6	rna44667
OG0005880	ENST00000374882.7	rna44672
OG0005881	ENST00000354258.4	rna44673
OG0005882	ENST00000374859.2	rna44674
OG0005883	ENST00000456800.1	rna44679
OG0005884	ENST00000395287.5	rna44680
OG0005885	ENST00000229829.6	rna44684
OG0005886	ENST00000341947.6	rna44689
OG0005887	ENST00000374662.3	rna44694
OG0005888	ENST00000374656.4	rna44696
OG0005889	ENST00000445902.2	rna44698
OG0005890	ENST00000451237.2	rna44702
OG0005891	ENST00000374617.8	rna44703
OG0005892	ENST00000395131.5	rna44704
OG0005893	ENST00000497454.5	rna44705
OG0005894	ENST00000426633.6	rna44706
OG0005895	ENST00000418724.1	rna44707
OG0005896	ENST00000266000.10	rna44708
OG0005897	ENST00000428849.6	rna44712
OG0005898	ENST00000374516.7	rna44713
OG0005899	ENST00000374500.9	rna44714
OG0005900	ENST00000629380.2	rna44716
OG0005901	ENST00000395064.2	rna44717
OG0005902	ENST00000374467.3	rna44718
OG0005903	ENST00000607484.5	rna44725
OG0005904	ENST00000293756.4	rna44726
OG0005905	ENST00000293760.9	rna44727
OG0005906	ENST00000447654.5	rna44733
OG0005907	ENST00000607016.1	rna44739
OG0005908	ENST00000620693.4	rna44743
OG0005909	ENST00000374037.7	rna44746
OG0005910	ENST00000374023.7	rna44748
OG0005911	ENST00000192788.5	rna44752
OG0005912	ENST00000361288.8	rna44754
OG0005913	ENST00000360359.4	rna44755
OG0005914	ENST00000373953.7	rna44772
OG0005915	ENST00000316637.6	rna44780
OG0005916	ENST00000360694.7	rna44781
OG0005917	ENST00000539068.5	rna44793
OG0005918	ENST00000288065.6	rna44807
OG0005919	ENST00000360215.2	rna44809
OG0005920	ENST00000259938.6	rna44808
OG0005921	ENST00000361690.7	rna44810
OG0005922	ENST00000490799.5	rna44811
OG0005923	ENST00000211287.8	rna44818
OG0005924	ENST00000357641.10	rna44828
OG0005925	ENST00000457797.5	rna44829
OG0005926	ENST00000437635.2	rna44830
OG0005927	ENST00000340181.8	rna44832
OG0005928	ENST00000454782.2	rna44835
OG0005929	ENST00000373731.6	rna44837
OG0005930	ENST00000373715.10	rna44844
OG0005931	ENST00000615513.4	rna44845
OG0005932	ENST00000612677.4	rna44850
OG0005933	ENST00000355190.7	rna44856
OG0005934	ENST00000611814.4	rna44860
OG0005935	ENST00000460219.2	rna44863
OG0005936	ENST00000274963.12	rna44868
OG0005937	ENST00000336655.6	rna44872
OG0005938	ENST00000373491.3	rna44873
OG0005939	ENST00000373479.8	rna44878
OG0005940	ENST00000373451.8	rna44880
OG0005941	ENST00000373408.3	rna44881
OG0005942	ENST00000505425.5	rna44884
OG0005943	ENST00000287218.8	rna44885
OG0005944	ENST00000481247.5	rna44886
OG0005945	ENST00000373365.4	rna44888
OG0005946	ENST00000373256.4	rna44891
OG0005947	ENST00000359534.3	rna44896
OG0005948	ENST00000373231.8	rna44912
OG0005949	ENST00000425054.6	rna44914
OG0005950	ENST00000340692.9	rna44930
OG0005951	ENST00000300504.6	rna40204
OG0005952	ENST00000569673.2	rna40202
OG0005953	ENST00000339362.9	rna40188
OG0005954	ENST00000311669.12	rna40187
OG0005955	ENST00000268057.8	rna40185
OG0005956	ENST00000379887.8	rna40183
OG0005957	ENST00000341689.3	rna40181
OG0005958	ENST00000569795.5	rna40172
OG0005959	ENST00000309731.11	rna40169
OG0005960	ENST00000542035.2	rna40167
OG0005961	ENST00000356056.9	rna40161
OG0005962	ENST00000617575.4	rna40160
OG0005963	ENST00000355327.7	rna40158
OG0005964	ENST00000560369.5	rna40153
OG0005965	ENST00000299213.9	rna40151
OG0005966	ENST00000322954.10	rna40147
OG0005967	ENST00000260379.10	rna40128
OG0005968	ENST00000260363.8	rna40119
OG0005969	ENST00000395407.6	rna40115
OG0005970	ENST00000261858.6	rna40114
OG0005971	ENST00000388866.7	rna40109
OG0005972	ENST00000566799.5	rna40100
OG0005973	ENST00000423218.6	rna40098
OG0005974	ENST00000306917.4	rna40097
OG0005975	ENST00000538696.5	rna40096
OG0005976	ENST00000467889.1	rna40094
OG0005977	ENST00000545237.1	rna40092
OG0005978	ENST00000380035.2	rna40089
OG0005979	ENST00000178640.9	rna40084
OG0005980	ENST00000342683.5	rna40083
OG0005981	ENST00000335894.8	rna40076
OG0005982	ENST00000261880.9	rna40075
OG0005983	ENST00000307897.9	rna40065
OG0005984	ENST00000563480.6	rna40057
OG0005985	ENST00000261881.8	rna40050
OG0005986	ENST00000319212.8	rna40048
OG0005987	ENST00000395614.5	rna40043
OG0005988	ENST00000567744.5	rna40029
OG0005989	ENST00000565299.5	rna40026
OG0005990	ENST00000352385.2	rna40022
OG0005991	ENST00000327987.8	rna40021
OG0005992	ENST00000261888.10	rna40017
OG0005993	ENST00000261883.5	rna40008
OG0005994	ENST00000300107.7	rna40007
OG0005995	ENST00000559089.5	rna40005
OG0005996	ENST00000220062.8	rna40003
OG0005997	ENST00000334287.2	rna39999
OG0005998	ENST00000220058.8	rna39998
OG0005999	ENST00000204566.6	rna39996
OG0006000	ENST00000319580.12	rna39995
OG0006001	ENST00000333425.10	rna39992
OG0006002	ENST00000326005.10	rna39984
OG0006003	ENST00000326648.4	rna39979
OG0006004	ENST00000261884.7	rna39976
OG0006005	ENST00000634318.1, ENST00000558008.3	rna39970
OG0006006	ENST00000261889.9	rna39954
OG0006007	ENST00000300030.7	rna39953
OG0006008	ENST00000443617.6	rna39936
OG0006009	ENST00000360587.2	rna39935
OG0006010	ENST00000380324.7	rna39929
OG0006011	ENST00000178638.7	rna39921
OG0006012	ENST00000261879.9	rna39913
OG0006013	ENST00000321437.8	rna39912
OG0006014	ENST00000261893.8	rna36883
OG0006015	ENST00000355522.5, ENST00000380392.3	rna36841, rna36842
OG0006016	ENST00000261517.9	rna36838
OG0006017	ENST00000261523.9	rna36831
OG0006018	ENST00000396057.5	rna36822
OG0006019	ENST00000560585.5	rna36815
OG0006020	ENST00000288228.9	rna36806
OG0006021	ENST00000288207.6	rna36802
OG0006022	ENST00000561186.5	rna36800
OG0006023	ENST00000380516.6	rna36798
OG0006024	ENST00000559228.5	rna36793
OG0006025	ENST00000260408.7	rna36791
OG0006026	ENST00000356113.10	rna36790
OG0006027	ENST00000219919.8	rna36787
OG0006028	ENST00000299638.7	rna36783
OG0006029	ENST00000281282.5	rna36773
OG0006030	ENST00000438423.6	rna36765
OG0006031	ENST00000260453.3	rna36750
OG0006032	ENST00000352903.6	rna36749
OG0006033	ENST00000559447.6	rna36746
OG0006034	ENST00000302000.10	rna36741
OG0006035	ENST00000348518.4	rna36740
OG0006036	ENST00000569691.1	rna36739
OG0006037	ENST00000539642.5	rna36732
OG0006038	ENST00000396307.6	rna36722
OG0006039	ENST00000260443.8	rna36721
OG0006040	ENST00000559418.5	rna36712
OG0006041	ENST00000305901.6	rna36710
OG0006042	ENST00000546305.6	rna36706
OG0006043	ENST00000261845.6	rna36688
OG0006044	ENST00000299601.9	rna36685
OG0006045	ENST00000267838.6	rna36679
OG0006046	ENST00000220478.7	rna36677
OG0006047	ENST00000335449.10	rna36673
OG0006048	ENST00000396402.5	rna36672
OG0006049	ENST00000327536.5	rna36671
OG0006050	ENST00000261842.9	rna36670
OG0006051	ENST00000616326.1	rna36659
OG0006052	ENST00000307179.8	rna36657
OG0006053	ENST00000220429.12	rna36653
OG0006054	ENST00000267845.7	rna36652
OG0006055	ENST00000267842.9	rna36650
OG0006056	ENST00000403028.7	rna36643
OG0006057	ENST00000267843.8	rna36642
OG0006058	ENST00000560031.5	rna36638
OG0006059	ENST00000299259.10	rna36635
OG0006060	ENST00000559471.5	rna36633
OG0006061	ENST00000332408.8	rna36629
OG0006062	ENST00000530028.2	rna36630
OG0006063	ENST00000380950.6	rna36628
OG0006064	ENST00000331200.7	rna36622
OG0006065	ENST00000417307.2	rna36617
OG0006066	ENST00000324324.11	rna36613
OG0006067	ENST00000341459.7	rna36612
OG0006068	ENST00000536845.6	rna36603
OG0006069	ENST00000565323.5	rna36596
OG0006070	ENST00000261867.4	rna36591
OG0006071	ENST00000558435.5	rna36589
OG0006072	ENST00000305560.10	rna36588
OG0006073	ENST00000396659.7	rna36586
OG0006074	ENST00000267814.13	rna36572
OG0006075	ENST00000560775.5	rna41710
OG0006076	ENST00000261866.11	rna41711
OG0006077	ENST00000261868.9	rna41714
OG0006078	ENST00000260327.8	rna41716
OG0006079	ENST00000417257.5	rna41720
OG0006080	ENST00000263795.10	rna41721
OG0006081	ENST00000406925.5	rna41723
OG0006082	ENST00000319359.7	rna41730
OG0006083	ENST00000381761.5	rna41733
OG0006084	ENST00000382031.5	rna41751
OG0006085	ENST00000382044.8	rna41755
OG0006086	ENST00000260383.11	rna41759
OG0006087	ENST00000562188.5	rna41765
OG0006088	ENST00000305641.6	rna41769
OG0006089	ENST00000296125.8, ENST00000452443.2	rna41771
OG0006090	ENST00000300213.8	rna41775
OG0006091	ENST00000622115.1	rna41772
OG0006092	ENST00000300215.7	rna41773
OG0006093	ENST00000260403.6	rna41781
OG0006094	ENST00000356231.3	rna41792
OG0006095	ENST00000323443.6	rna41801
OG0006096	ENST00000249647.7	rna41805
OG0006097	ENST00000263805.8	rna41807
OG0006098	ENST00000397163.7	rna41811
OG0006099	ENST00000389834.8	rna41824
OG0006100	ENST00000348544.4	rna41830
OG0006101	ENST00000397272.7	rna41833
OG0006102	ENST00000290472.3	rna41834
OG0006103	ENST00000399518.3	rna41835
OG0006104	ENST00000456763.6	rna41843
OG0006105	ENST00000219905.11	rna41844
OG0006106	ENST00000263798.7	rna41856
OG0006107	ENST00000304330.8	rna41857
OG0006108	ENST00000263800.10	rna41860
OG0006109	ENST00000260386.6	rna41861
OG0006110	ENST00000389629.8	rna41862
OG0006111	ENST00000260361.8	rna41863
OG0006112	ENST00000220514.7	rna41867
OG0006113	ENST00000334660.9	rna41870
OG0006114	ENST00000361937.7	rna41875
OG0006115	ENST00000446533.7	rna41878
OG0006116	ENST00000249749.6	rna41879
OG0006117	ENST00000220509.9	rna41882
OG0006118	ENST00000220507.4	rna41883
OG0006119	ENST00000344051.8	rna41884
OG0006120	ENST00000427255.2	rna41886
OG0006121	ENST00000355341.8	rna41888
OG0006122	ENST00000220496.8	rna41889
OG0006123	ENST00000344320.7	rna41891
OG0006124	ENST00000260447.5	rna41892
OG0006125	ENST00000260385.10	rna41893
OG0006126	ENST00000346991.9	rna41899
OG0006127	ENST00000315616.11	rna41901
OG0006128	ENST00000416165.5	rna41910
OG0006129	ENST00000487418.6	rna41913
OG0006130	ENST00000249776.12	rna41914
OG0006131	ENST00000267889.4	rna41915
OG0006132	ENST00000559313.5	rna41919
OG0006133	ENST00000260402.7	rna41923
OG0006134	ENST00000412359.7	rna41931
OG0006135	ENST00000354670.8	rna41934
OG0006136	ENST00000267884.10	rna41935
OG0006137	ENST00000263791.9	rna41937
OG0006138	ENST00000350221.3	rna41947
OG0006139	ENST00000561180.5	rna41963
OG0006140	ENST00000397609.6	rna41964
OG0006141	ENST00000299084.8	rna41965
OG0006142	ENST00000319669.4	rna41966
OG0006143	ENST00000569302.5	rna41973
OG0006144	ENST00000356321.4	rna41985
OG0006145	ENST00000156471.9	rna41987
OG0006146	ENST00000622074.1	rna41997
OG0006147	ENST00000616417.4	rna41998
OG0006148	ENST00000306730.7	rna42002
OG0006149	ENST00000383263.6	rna42003
OG0006150	ENST00000256545.8	rna42004
OG0006151	ENST00000256544.7	rna42006
OG0006152	ENST00000267750.8	rna42009
OG0006153	ENST00000328848.5	rna42014
OG0006154	ENST00000537011.5	rna42015
OG0006155	ENST00000380586.5	rna37231
OG0006156	ENST00000380629.6	rna37239
OG0006157	ENST00000221200.8	rna37249
OG0006158	ENST00000421054.6	rna37250
OG0006159	ENST00000221166.9	rna37255
OG0006160	ENST00000265769.8	rna37259
OG0006161	ENST00000290271.6	rna37260
OG0006162	ENST00000325017.3	rna37262
OG0006163	ENST00000519973.5	rna37264
OG0006164	ENST00000389131.7	rna37274
OG0006165	ENST00000411463.2	rna37279
OG0006166	ENST00000397677.5	rna37280
OG0006167	ENST00000256404.7	rna37287
OG0006168	ENST00000317216.2	rna37289
OG0006169	ENST00000308511.8	rna37294
OG0006170	ENST00000339162.11	rna37301
OG0006171	ENST00000240123.11	rna37315
OG0006172	ENST00000359741.9	rna37320
OG0006173	ENST00000356766.10	rna37325
OG0006174	ENST00000306433.8	rna37327
OG0006175	ENST00000318561.7	rna37330
OG0006176	ENST00000306317.6	rna37331
OG0006177	ENST00000306306.7	rna37332
OG0006178	ENST00000381418.8	rna37333
OG0006179	ENST00000611621.1	rna37334
OG0006180	ENST00000450006.7	rna37336
OG0006181	ENST00000432128.5	rna37337
OG0006182	ENST00000359441.3	rna37345
OG0006183	ENST00000521157.5	rna37346
OG0006184	ENST00000276420.8	rna37349
OG0006185	ENST00000524240.5	rna37352
OG0006186	ENST00000265801.6	rna37355
OG0006187	ENST00000276373.9	rna37361
OG0006188	ENST00000311322.8	rna37364
OG0006189	ENST00000522908.1	rna37224
OG0006190	ENST00000305364.8	rna37221
OG0006191	ENST00000397501.5	rna37214
OG0006192	ENST00000521400.5	rna37211
OG0006193	ENST00000316403.14	rna37207
OG0006194	ENST00000301904.3	rna37205
OG0006195	ENST00000356537.8	rna37203
OG0006196	ENST00000413272.6	rna37198
OG0006197	ENST00000256398.12	rna37197
OG0006198	ENST00000301908.7	rna37192
OG0006199	ENST00000344423.9	rna37189
OG0006200	ENST00000521548.5	rna37187
OG0006201	ENST00000537916.2	rna37185
OG0006202	ENST00000521022.5	rna37180
OG0006203	ENST00000524238.3	rna37173
OG0006204	ENST00000317173.8	rna37170
OG0006205	ENST00000304519.9	rna37166
OG0006206	ENST00000314787.7	rna37164
OG0006207	ENST00000221086.7	rna37158
OG0006208	ENST00000284486.8	rna37155
OG0006209	ENST00000532059.5	rna37149
OG0006210	ENST00000436750.7	rna37146
OG0006211	ENST00000353047.10	rna37141
OG0006212	ENST00000296522.10	rna37127
OG0006213	ENST00000393674.6	rna37116
OG0006214	ENST00000296506.7	rna37107
OG0006215	ENST00000265000.8	rna37098
OG0006216	ENST00000357154.7	rna47807, rna47849
OG0006217	ENST00000261507.10	rna14798
OG0006218	ENST00000306480.10	rna14795
OG0006219	ENST00000507152.5	rna14788
OG0006220	ENST00000514618.5	rna14787
OG0006221	ENST00000509657.5	rna14786
OG0006222	ENST00000338566.7	rna14783
OG0006223	ENST00000274054.2	rna14780
OG0006224	ENST00000434826.2	rna14756
OG0006225	ENST00000264433.10	rna14754
OG0006226	ENST00000511912.5	rna14748
OG0006227	ENST00000379205.4	rna14747
OG0006228	ENST00000423548.5	rna14741
OG0006229	ENST00000296529.10	rna14737
OG0006230	ENST00000393807.9	rna14736
OG0006231	ENST00000264428.8	rna14729
OG0006232	ENST00000502773.5	rna14723
OG0006233	ENST00000433477.3	rna14719
OG0006234	ENST00000536354.2	rna14717
OG0006235	ENST00000537611.2	rna14716
OG0006236	ENST00000502959.5	rna14714
OG0006237	ENST00000506455.5	rna14710
OG0006238	ENST00000311277.8	rna14708
OG0006239	ENST00000281722.7	rna14703
OG0006240	ENST00000407946.5	rna14682
OG0006241	ENST00000302053.7	rna14680
OG0006242	ENST00000302068.8	rna14679
OG0006243	ENST00000499023.6	rna14677
OG0006244	ENST00000623607.3	rna14676
OG0006245	ENST00000274063.4	rna14675
OG0006246	ENST00000347063.8	rna14674
OG0006247	ENST00000409959.7	rna14672
OG0006248	ENST00000240488.7	rna14668
OG0006249	ENST00000338700.9	rna14666
OG0006250	ENST00000511601.5	rna14665
OG0006251	ENST00000353617.6	rna14654
OG0006252	ENST00000304337.2	rna14652
OG0006253	ENST00000304385.7	rna14642
OG0006254	ENST00000281708.8	rna14636
OG0006255	ENST00000263985.10	rna14630
OG0006256	ENST00000435205.5	rna14626
OG0006257	ENST00000604030.6	rna14620
OG0006258	ENST00000455694.6	rna14624
OG0006259	ENST00000322396.6	rna14590
OG0006260	ENST00000296582.7	rna14589
OG0006261	ENST00000513335.5	rna14580
OG0006262	ENST00000281321.3	rna14578
OG0006263	ENST00000507030.5	rna14575
OG0006264	ENST00000296581.10	rna14568
OG0006265	ENST00000508784.5	rna14566
OG0006266	ENST00000541599.4	rna14565
OG0006267	ENST00000447906.6	rna14561
OG0006268	ENST00000296577.8	rna14559
OG0006269	ENST00000613466.4	rna14558
OG0006270	ENST00000296575.7	rna14557
OG0006271	ENST00000262995.8	rna14544
OG0006272	ENST00000307017.8	rna14543
OG0006273	ENST00000509777.5	rna14533
OG0006274	ENST00000320650.8	rna14527
OG0006275	ENST00000262990.8	rna14524
OG0006276	ENST00000515673.6	rna14522
OG0006277	ENST00000262999.3	rna14518
OG0006278	ENST00000323570.7	rna14516
OG0006279	ENST00000503109.6	rna14515
OG0006280	ENST00000414773.5	rna14513
OG0006281	ENST00000614192.4	rna14512
OG0006282	ENST00000509479.6	rna14509
OG0006283	ENST00000265498.5	rna14506
OG0006284	ENST00000274031.7	rna14505
OG0006285	ENST00000305626.5	rna14503
OG0006286	ENST00000503997.5	rna14500
OG0006287	ENST00000398955.1	rna14499
OG0006288	ENST00000379550.5	rna14493
OG0006289	ENST00000280614.3	rna14485
OG0006290	ENST00000280612.9	rna14484
OG0006291	ENST00000344876.8	rna14481
OG0006292	ENST00000421491.3	rna14475
OG0006293	ENST00000264360.6	rna14473
OG0006294	ENST00000281146.9	rna14462
OG0006295	ENST00000226319.10	rna14451
OG0006296	ENST00000613358.4	rna14446
OG0006297	ENST00000326639.10	rna14437
OG0006298	ENST00000398965.5	rna14430
OG0006299	ENST00000296468.7	rna14428
OG0006300	ENST00000270861.9	rna14427
OG0006301	ENST00000281154.5	rna14425
OG0006302	ENST00000335251.10	rna14423
OG0006303	ENST00000394329.7	rna14421
OG0006304	ENST00000504087.5	rna14419
OG0006305	ENST00000610581.4	rna14410
OG0006306	ENST00000274008.4	rna14406
OG0006307	ENST00000304430.9	rna14402
OG0006308	ENST00000264498.7	rna14401
OG0006309	ENST00000542236.5	rna14400
OG0006310	ENST00000264497.7	rna14396
OG0006311	ENST00000226730.4	rna14395
OG0006312	ENST00000264501.8	rna14385
OG0006313	ENST00000264499.8	rna14381
OG0006314	ENST00000274026.9	rna14380
OG0006315	ENST00000379663.7	rna14379
OG0006316	ENST00000394427.2	rna14372
OG0006317	ENST00000509841.1	rna14371
OG0006318	ENST00000379692.8	rna14369
OG0006319	ENST00000264808.7	rna14366
OG0006320	ENST00000398564.5	rna24800
OG0006321	ENST00000366481.3	rna23730
OG0006323	ENST00000354618.9	rna34544
OG0006324	ENST00000457775.2, ENST00000431993.3	rna41698
OG0006325	ENST00000337432.8	rna35527
OG0006326	ENST00000299295.6	rna508
OG0006327	ENST00000392894.7	rna11946
OG0006328	ENST00000473414.5	rna11944
OG0006329	ENST00000465804.5	rna11940
OG0006330	ENST00000305354.4	rna11939
OG0006331	ENST00000305366.7	rna11938
OG0006332	ENST00000296059.6	rna11937
OG0006333	ENST00000296051.6	rna11932
OG0006334	ENST00000310053.9	rna11927
OG0006335	ENST00000345003.8	rna11923
OG0006336	ENST00000296046.3	rna11920
OG0006337	ENST00000418473.6	rna11913
OG0006338	ENST00000525172.6	rna11909
OG0006339	ENST00000492200.5	rna11905
OG0006340	ENST00000354952.6	rna11885
OG0006341	ENST00000315691.7	rna11880
OG0006342	ENST00000309575.4	rna11875
OG0006343	ENST00000473835.6	rna11871
OG0006344	ENST00000340634.4	rna11868
OG0006345	ENST00000295992.7	rna11867
OG0006346	ENST00000350721.8	rna11854
OG0006347	ENST00000264951.8	rna11852
OG0006348	ENST00000392993.6	rna11848
OG0006349	ENST00000489671.5	rna11842
OG0006350	ENST00000286371.7	rna11839
OG0006351	ENST00000264952.2	rna11838
OG0006352	ENST00000273480.3	rna11837
OG0006353	ENST00000514251.5	rna11826
OG0006354	ENST00000286353.8	rna11825
OG0006355	ENST00000324194.10	rna11822
OG0006356	ENST00000286349.3	rna11820
OG0006357	ENST00000296202.11	rna11815
OG0006358	ENST00000232217.6	rna11812
OG0006359	ENST00000333188.9	rna11811
OG0006360	ENST00000495075.5	rna11808
OG0006361	ENST00000338446.8	rna11799
OG0006362	ENST00000264982.7	rna11786
OG0006363	ENST00000389567.8	rna11781
OG0006364	ENST00000289104.8	rna11778
OG0006365	ENST00000333911.7	rna11777
OG0006366	ENST00000469044.5	rna11771
OG0006367	ENST00000260803.8	rna11769
OG0006368	ENST00000236709.3	rna11768
OG0006369	ENST00000327532.6	rna11767
OG0006370	ENST00000343735.8	rna11765
OG0006371	ENST00000329582.8	rna11762
OG0006372	ENST00000288986.6	rna11758
OG0006373	ENST00000446465.2	rna11757
OG0006374	ENST00000309993.2	rna11751
OG0006375	ENST00000264977.7	rna11743
OG0006376	ENST00000423778.6	rna11731
OG0006377	ENST00000513612.6	rna11724
OG0006378	ENST00000510994.5	rna11718
OG0006379	ENST00000514516.5	rna11717
OG0006380	ENST00000620660.4	rna11711
OG0006381	ENST00000310926.8	rna11708
OG0006382	ENST00000260810.9	rna11697
OG0006383	ENST00000264993.7	rna11693
OG0006384	ENST00000302334.2	rna11691
OG0006385	ENST00000321871.10	rna11688
OG0006386	ENST00000356232.8	rna11682
OG0006387	ENST00000249887.2	rna11679
OG0006388	ENST00000260818.10	rna11676
OG0006389	ENST00000351273.11	rna11674
OG0006390	ENST00000425847.6	rna11662
OG0006391	ENST00000502852.1	rna11658
OG0006392	ENST00000383366.8	rna11650
OG0006393	ENST00000514044.5	rna11646
OG0006394	ENST00000253693.6	rna11631
OG0006395	ENST00000383791.7	rna11630
OG0006396	ENST00000443029.5	rna11625
OG0006397	ENST00000396842.6	rna11624
OG0006398	ENST00000321169.9	rna11621
OG0006399	ENST00000449107.5	rna11618
OG0006400	ENST00000399451.6	rna11611
OG0006401	ENST00000339732.9	rna11592
OG0006402	ENST00000488423.1	rna11591
OG0006403	ENST00000627468.2	rna11588
OG0006404	ENST00000334133.8	rna11587
OG0006405	ENST00000250863.12	rna11586
OG0006406	ENST00000446818.6	rna11576
OG0006407	ENST00000417717.6	rna11575
OG0006408	ENST00000295824.13	rna11563
OG0006409	ENST00000389050.4	rna11561
OG0006410	ENST00000312521.8	rna11527
OG0006411	ENST00000280700.9	rna11505
OG0006412	ENST00000280701.7	rna11501
OG0006413	ENST00000396641.6	rna11496
OG0006414	ENST00000429845.6	rna11494
OG0006415	ENST00000418849.1	rna11480
OG0006416	ENST00000479665.5	rna11478
OG0006417	ENST00000635992.1, ENST00000383768.6	rna11475
OG0006418	ENST00000359013.4	rna11460
OG0006419	ENST00000295770.3	rna11456
OG0006420	ENST00000396556.6	rna11454
OG0006421	ENST00000307526.3	rna11448
OG0006422	ENST00000334983.9	rna11446
OG0006423	ENST00000205636.3	rna11442
OG0006424	ENST00000273130.8	rna11441
OG0006425	ENST00000441964.1	rna11440
OG0006426	ENST00000273146.6	rna11439
OG0006427	ENST00000328199.6	rna11434
OG0006428	ENST00000316161.5	rna11429
OG0006429	ENST00000442925.5	rna11426
OG0006430	ENST00000452906.3	rna11423
OG0006431	ENST00000310232.10	rna11422
OG0006432	ENST00000310417.9	rna11420
OG0006433	ENST00000287777.4	rna11419
OG0006434	ENST00000232974.10	rna11418
OG0006435	ENST00000232978.12	rna11409
OG0006436	ENST00000264454.7	rna11405
OG0006437	ENST00000447630.5	rna11408
OG0006438	ENST00000325123.4	rna11404
OG0006439	ENST00000287748.7	rna11403
OG0006440	ENST00000334681.9	rna11402
OG0006441	ENST00000327628.9	rna11396
OG0006442	ENST00000403205.6	rna11384
OG0006443	ENST00000447116.6	rna11380
OG0006444	ENST00000301825.7	rna11378
OG0006445	ENST00000444716.5	rna11374
OG0006446	ENST00000273158.8	rna11364
OG0006447	ENST00000326306.4	rna11362
OG0006448	ENST00000358309.3	rna11359
OG0006449	ENST00000340369.3	rna11358
OG0006450	ENST00000273153.9	rna11350
OG0006451	ENST00000319283.7	rna11347
OG0006452	ENST00000302313.9	rna11345
OG0006453	ENST00000287675.9	rna11338
OG0006454	ENST00000207870.7	rna11332
OG0006455	ENST00000448498.5	rna11330
OG0006456	ENST00000311856.8	rna11329
OG0006457	ENST00000417037.6	rna11324
OG0006458	ENST00000333167.12	rna11323
OG0006459	ENST00000463876.5	rna11320
OG0006460	ENST00000283713.10	rna11316
OG0006461	ENST00000356847.8	rna11304
OG0006462	ENST00000336686.8	rna11301
OG0006463	ENST00000231790.6	rna11294
OG0006464	ENST00000322716.7	rna11293
OG0006465	ENST00000429976.5	rna11292
OG0006466	ENST00000636136.1	rna11291
OG0006467	ENST00000273183.7	rna11287
OG0006468	ENST00000417925.5	rna11282
OG0006469	ENST00000457054.6	rna11279
OG0006470	ENST00000454516.6	rna11277
OG0006471	ENST00000383763.5	rna11274
OG0006472	ENST00000330953.5	rna11271
OG0006473	ENST00000307363.9	rna11268
OG0006474	ENST00000320954.10	rna11267
OG0006475	ENST00000309558.7	rna11266
OG0006476	ENST00000484457.5	rna11265
OG0006477	ENST00000454177.5	rna11236
OG0006478	ENST00000292246.7	rna11232
OG0006479	ENST00000458276.6	rna11230
OG0006480	ENST00000309765.4	rna11224
OG0006481	ENST00000417237.5	rna11213
OG0006482	ENST00000278886.10	rna52354
OG0006483	ENST00000376542.7	rna52348
OG0006484	ENST00000217456.2	rna51785
OG0006485	ENST00000480798.1	rna51788
OG0006486	ENST00000373944.7	rna19762
OG0006487	ENST00000373970.3	rna19756
OG0006488	ENST00000373980.8	rna19753
OG0006489	ENST00000395489.6	rna19750
OG0006490	ENST00000361781.6	rna19737
OG0006491	ENST00000371996.8	rna19732
OG0006492	ENST00000308448.11	rna19729
OG0006493	ENST00000371953.7	rna19726
OG0006494	ENST00000394375.7	rna19720
OG0006495	ENST00000404459.1	rna19717
OG0006496	ENST00000404743.8	rna19715
OG0006497	ENST00000371930.4	rna19714
OG0006498	ENST00000371927.7	rna19709
OG0006499	ENST00000355740.6	rna19706
OG0006500	ENST00000371852.3	rna19705
OG0006501	ENST00000611722.1	rna19702
OG0006502	ENST00000395867.7	rna19690
OG0006503	ENST00000302609.7	rna19678
OG0006504	ENST00000255380.8	rna19656
OG0006505	ENST00000611898.4	rna19655
OG0006506	ENST00000366577.9	rna19647
OG0006507	ENST00000366582.7	rna19643
OG0006508	ENST00000527974.5	rna19639
OG0006509	ENST00000334232.8	rna19638
OG0006510	ENST00000264187.6	rna19771
OG0006511	ENST00000389793.6	rna19772
OG0006512	ENST00000391854.6	rna19773
OG0006513	ENST00000366600.7	rna19777
OG0006514	ENST00000543662.3	rna19778
OG0006515	ENST00000488594.5	rna19780
OG0006516	ENST00000366603.6	rna19785
OG0006517	ENST00000408888.7	rna19789
OG0006518	ENST00000366609.3	rna19801
OG0006519	ENST00000040877.1	rna19804
OG0006520	ENST00000366615.8	rna19810
OG0006521	ENST00000366621.7	rna19816
OG0006522	ENST00000366624.7	rna19817
OG0006523	ENST00000366627.4	rna19819
OG0006524	ENST00000418460.2	rna19820
OG0006525	ENST00000366630.5	rna19824
OG0006526	ENST00000439617.6	rna19830
OG0006527	ENST00000366641.3	rna19840
OG0006528	ENST00000295050.11	rna19843
OG0006529	ENST00000366645.1	rna19844
OG0006530	ENST00000366647.8	rna19845
OG0006531	ENST00000366649.6	rna19846
OG0006532	ENST00000366654.4	rna19850
OG0006533	ENST00000366661.8	rna19854
